UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL515022,0,37,5,25,5,3,0,0,0,80,7,44,0,37,8,7,0,0,0,102,16,11,8,14,31,12,0,7,0,104,3,12,0,44,9,0,0,10,0,80,0,4,0,0,6,3,0,3,0,20,0,0,19,12,7,7,0,3,0,53,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,0,0,8,3,0,0,0,3,12,42,121,39,134,74,37,0,44,7,501,4,10,4,0,0,0,0,0,0,20,0,5,0,0,4,3,3,0,0,19,17,3,100,3,3,5,29,23,5,186,16,0,36,3,0,4,4,11,0,76,21,17,13,12,8,0,11,16,3,96,0,52,6,29,5,5,3,0,0,104,13,53,5,33,8,7,0,0,0,123,22,18,14,12,36,22,0,16,0,128,6,17,0,57,9,5,0,11,0,108,0,10,0,0,6,3,0,5,0,31
UCL515023,3,28,5,14,7,3,0,0,0,58,5,18,0,10,3,0,0,5,0,50,11,8,3,12,26,0,6,3,0,66,0,3,0,10,7,0,6,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,8,6,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,5,0,11,30,72,22,52,47,12,3,12,0,258,0,10,3,0,0,0,0,0,0,12,0,0,3,0,3,0,0,0,0,4,11,6,89,4,0,0,19,11,0,146,5,0,10,5,0,0,11,3,0,35,9,3,8,0,3,0,3,4,0,35,10,32,5,12,7,3,0,0,0,66,13,30,0,15,8,0,0,5,0,63,15,16,5,10,29,3,7,3,0,94,5,7,5,18,3,0,0,0,0,41,5,0,0,0,0,0,0,0,0,8
UCL515024,7,15,0,7,0,0,0,0,0,25,5,20,0,8,7,0,0,0,0,40,4,7,0,4,17,3,0,0,0,40,0,6,0,12,8,0,0,4,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,21,45,3,35,40,12,0,12,0,170,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,4,4,38,0,3,3,9,17,0,88,0,0,8,0,0,0,0,0,0,21,9,0,3,0,3,0,5,7,0,24,7,14,0,7,0,0,0,0,0,29,5,25,0,8,7,0,0,3,0,45,5,11,0,4,21,3,0,0,0,45,5,8,3,15,8,0,0,4,0,44,0,0,0,0,0,0,0,0,0,8
UCL515025,0,18,0,11,0,0,0,0,4,34,7,20,0,17,0,0,0,0,0,39,8,10,0,5,21,5,0,3,0,55,3,7,0,11,7,7,0,8,0,38,4,0,0,0,0,0,0,0,0,3,0,0,5,4,5,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,49,5,51,46,18,0,14,4,214,0,6,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,4,0,11,9,0,34,0,0,0,8,9,0,62,3,0,12,0,0,0,6,4,0,25,6,0,0,3,3,0,3,9,0,34,0,21,6,11,0,0,0,0,4,37,9,26,0,17,0,0,0,4,0,52,14,8,0,5,21,7,6,9,0,66,3,14,4,16,11,9,0,5,0,54,5,0,0,0,0,0,0,0,0,8
UCL515026,4,25,3,20,10,0,0,0,0,67,3,20,0,16,3,0,0,0,0,41,9,13,0,3,39,8,8,0,0,76,6,6,0,30,10,5,0,0,0,64,3,4,0,0,0,3,0,3,0,11,0,4,8,6,6,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,11,32,67,32,86,68,19,9,10,8,329,0,0,5,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,18,10,113,8,11,0,28,12,4,202,9,0,30,0,0,0,12,8,0,58,3,0,8,0,0,3,4,5,0,27,3,25,3,20,10,0,3,0,0,76,5,25,0,19,3,0,0,0,0,53,14,13,3,11,41,8,9,3,0,98,6,7,0,39,7,5,6,0,0,77,3,5,5,4,0,0,0,4,0,22
UCL515027,6,67,3,28,5,6,0,3,0,121,9,54,0,21,4,0,0,0,0,101,10,8,3,13,31,16,0,8,0,87,3,20,4,34,14,8,0,4,0,79,0,0,0,4,0,0,0,0,0,10,7,0,11,10,4,4,0,4,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,4,5,19,45,171,25,117,70,32,3,31,3,509,0,9,0,0,0,0,0,0,0,18,3,0,6,0,0,0,0,3,0,6,17,8,91,4,6,6,22,22,4,165,5,3,28,0,0,0,8,9,0,58,20,16,13,3,7,3,6,10,0,76,5,93,3,36,5,6,0,7,0,156,13,76,0,27,7,0,0,0,0,126,20,17,9,15,37,26,5,9,0,135,5,22,9,48,13,11,4,6,0,117,4,0,3,4,0,3,0,0,0,14
UCL515028,6,35,8,13,10,3,9,7,4,95,13,52,10,20,11,0,7,0,6,114,24,16,15,10,46,8,25,12,8,167,10,11,9,38,5,4,16,10,0,103,0,0,0,0,4,0,0,4,0,6,3,0,13,11,10,3,18,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,6,3,0,0,3,0,20,65,138,71,98,100,30,89,49,17,658,8,11,7,0,0,0,5,0,0,31,0,0,0,0,0,3,7,0,0,16,27,28,343,9,4,5,78,20,15,531,6,0,46,0,5,0,25,9,0,91,6,3,6,0,0,0,6,3,0,32,8,43,8,19,14,4,16,7,4,116,12,76,9,22,11,0,15,0,3,148,37,25,25,14,47,15,31,9,6,218,16,23,9,45,9,7,22,9,0,143,0,0,3,0,4,0,0,4,0,16
UCL515029,0,3,0,0,0,0,6,0,0,22,0,11,4,3,0,0,0,0,0,22,0,0,0,0,8,3,14,0,0,33,5,4,4,6,0,0,5,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,9,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,11,28,9,18,20,6,50,11,3,160,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,10,7,85,4,0,0,21,4,0,134,0,0,13,0,0,0,12,6,0,38,0,0,0,0,0,0,5,0,0,9,0,7,4,0,0,0,7,0,0,22,5,15,3,3,0,0,3,0,0,29,4,4,4,0,13,3,20,0,0,53,5,3,4,10,0,0,10,0,0,35,0,0,0,0,3,0,0,0,0,9
UCL515030,10,33,9,22,4,3,0,4,0,78,8,27,0,29,4,0,0,9,0,76,10,11,6,11,39,17,7,6,0,99,4,14,0,40,3,0,3,5,0,74,0,0,0,0,0,0,0,0,0,10,3,0,10,7,8,6,4,7,0,48,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,13,30,96,42,111,67,31,13,30,4,428,0,5,0,0,0,0,0,0,0,10,3,0,0,0,0,0,3,0,0,9,10,7,129,0,7,0,33,9,0,202,7,3,20,0,0,0,3,3,0,35,0,6,3,4,3,4,10,19,0,42,10,39,13,20,4,3,0,4,0,96,4,42,5,29,4,0,7,9,0,97,25,13,6,12,39,16,11,7,0,125,7,17,3,50,4,0,4,6,0,92,0,0,0,0,0,0,0,6,0,13
UCL515031,3,30,4,19,5,4,4,0,0,65,17,27,0,13,6,0,0,0,0,60,10,10,0,4,26,14,0,9,0,69,5,10,0,8,3,0,0,4,0,34,0,0,0,0,4,0,0,0,0,7,6,0,7,7,3,6,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,36,74,19,63,49,31,10,28,4,310,6,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,9,15,16,76,6,7,3,23,23,0,168,9,0,23,0,0,4,12,0,0,44,7,4,8,0,8,0,0,5,0,33,3,32,7,22,5,4,3,0,0,76,13,31,3,13,6,0,0,0,0,70,14,5,6,6,25,17,0,10,0,89,5,10,0,17,3,0,0,0,0,45,0,0,0,0,4,0,0,0,0,8
UCL515032,3,14,5,0,4,0,3,0,0,33,0,16,0,20,5,0,0,0,0,46,7,10,0,5,24,0,0,0,3,49,3,3,0,14,4,3,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,10,5,4,0,4,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,16,53,23,50,51,14,5,3,8,226,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,4,0,0,6,10,11,83,0,3,0,14,4,4,130,3,3,24,0,0,0,4,4,5,38,5,0,0,0,0,0,0,3,0,12,5,21,5,4,4,0,4,0,0,47,3,16,3,20,5,0,0,0,0,52,15,14,3,3,26,3,0,0,4,72,3,3,3,20,4,3,0,0,0,44,0,0,3,4,0,0,0,0,0,8
UCL515033,0,20,3,4,6,4,8,0,0,49,7,57,5,17,8,0,7,0,0,96,11,14,6,16,44,11,9,5,0,119,3,14,0,21,14,4,7,8,3,75,0,0,0,3,0,0,0,0,0,5,8,0,8,4,7,0,6,3,0,39,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,6,0,0,15,0,0,0,4,0,3,6,6,3,18,37,112,32,70,78,23,48,25,8,444,0,3,3,4,0,0,8,4,0,15,0,0,0,0,0,0,0,0,0,9,20,11,215,8,5,0,50,9,13,331,3,3,28,6,5,0,36,3,0,80,0,0,0,0,4,0,5,3,0,12,3,27,5,4,6,4,15,0,0,63,13,65,4,17,8,0,14,0,4,117,24,18,16,17,46,16,22,11,0,166,7,14,3,23,14,4,15,8,3,91,0,0,0,3,0,0,4,0,0,14
UCL515034,6,23,12,20,5,0,0,0,0,69,5,19,0,17,3,0,0,0,0,46,18,8,0,7,23,16,4,3,0,83,5,11,3,28,8,6,0,3,0,70,0,0,0,0,0,0,0,0,0,3,0,0,11,9,6,5,3,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,11,39,80,31,87,49,29,7,25,0,354,0,9,0,0,0,0,0,5,0,19,5,7,3,0,4,0,0,0,0,15,19,10,86,0,7,0,24,23,0,177,4,4,36,0,0,0,10,7,0,66,0,3,12,3,3,0,5,7,0,32,5,31,12,26,10,0,4,0,0,77,10,29,0,14,3,0,0,0,0,59,19,13,6,7,26,20,8,12,0,108,8,17,8,42,7,6,3,9,0,97,0,5,0,0,0,0,0,0,0,12
UCL515035,0,12,0,6,0,3,0,0,0,22,3,10,0,7,0,0,0,0,0,24,3,3,0,5,14,0,0,3,0,29,0,0,0,9,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,29,12,27,20,8,5,13,4,130,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,3,35,0,0,0,14,20,0,72,3,0,3,0,0,0,0,5,0,9,0,3,4,0,0,0,0,0,0,10,0,14,4,6,0,3,3,0,0,27,6,16,0,7,0,0,0,0,0,27,3,3,0,5,16,3,0,3,0,34,0,6,6,7,3,0,0,0,0,31,0,0,0,0,0,0,4,0,0,6
UCL515036,0,15,0,14,4,0,4,4,0,44,0,16,0,15,0,0,0,0,0,37,3,0,8,3,20,7,0,3,0,48,0,0,5,18,3,0,0,5,0,34,0,0,0,0,0,0,0,3,0,3,0,0,7,3,5,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,9,16,43,36,56,33,13,13,23,3,234,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,6,7,107,3,0,0,23,9,0,160,0,0,10,0,0,0,6,6,0,19,5,0,5,0,0,0,5,6,0,20,4,20,0,15,4,0,4,4,0,54,0,20,0,16,0,0,4,0,0,42,10,0,6,6,23,9,7,9,0,69,6,0,0,21,3,0,3,3,0,49,6,0,0,0,0,0,0,3,0,11
UCL515037,3,22,3,8,4,0,8,0,0,42,7,17,0,11,0,0,0,0,0,46,9,6,13,9,30,5,9,10,0,87,0,10,0,9,6,0,4,3,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,14,33,52,34,43,48,13,20,18,3,274,6,3,6,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,6,14,5,210,0,12,0,34,3,4,285,3,0,6,0,0,0,13,3,3,32,0,0,0,0,0,0,3,0,0,8,5,18,0,10,4,0,10,0,4,58,7,21,10,11,0,5,0,0,0,55,19,7,17,9,32,5,10,8,3,107,0,7,0,9,6,0,5,5,0,35,0,0,0,0,0,0,0,6,0,7
UCL515038,6,31,3,7,4,0,0,4,0,55,5,28,0,14,0,0,0,0,0,59,11,7,0,4,19,5,0,3,0,43,6,4,4,14,0,0,0,4,0,37,3,0,0,6,0,0,0,0,0,14,6,0,0,7,3,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,12,21,83,18,58,44,15,0,16,5,263,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,0,45,4,0,0,18,9,0,88,3,0,19,0,3,0,4,0,0,32,10,12,4,0,0,6,0,5,0,31,6,35,3,8,4,0,0,4,0,64,10,38,0,14,0,3,4,0,0,77,9,11,3,8,22,7,3,8,0,64,9,9,3,22,0,3,0,8,0,52,3,5,0,6,0,0,0,3,0,13
UCL521001,0,7,0,4,0,0,0,0,0,9,0,8,0,4,0,0,0,0,0,19,6,0,0,7,9,0,0,0,0,19,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,10,18,10,3,5,4,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,36,0,0,0,9,5,0,69,0,0,0,0,0,0,3,0,0,10,0,0,5,0,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,9,0,12,0,4,0,0,0,0,0,29,6,0,0,7,9,0,4,0,0,23,0,3,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0
UCL521002,0,4,0,4,0,0,0,3,0,19,0,10,0,8,0,0,0,0,0,18,4,0,0,3,8,8,0,0,0,23,0,3,0,11,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,8,31,9,23,16,7,0,5,0,105,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,6,3,36,0,0,0,5,4,0,63,0,0,5,0,0,0,4,0,0,10,3,0,0,5,0,0,0,0,0,9,0,10,0,3,0,0,0,3,0,23,0,10,0,8,0,0,0,0,0,20,5,0,3,5,10,8,0,0,0,23,0,8,0,12,4,0,0,0,0,22,0,3,0,0,0,0,0,0,0,4
UCL521003,0,6,0,3,0,0,0,0,0,15,0,12,4,5,3,0,0,0,0,25,8,0,0,3,9,4,0,0,0,18,0,3,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,10,20,7,14,5,6,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,3,5,0,25,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,6,0,5,0,0,0,0,0,15,0,12,5,5,3,0,0,0,0,25,5,0,0,3,9,3,0,0,0,18,4,3,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0
UCL521004,0,0,0,4,0,0,0,0,0,5,0,15,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,22,0,9,3,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,11,3,21,0,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL521005,0,8,0,5,0,0,0,0,0,17,11,9,0,3,0,0,0,0,0,28,5,0,0,0,14,0,4,0,0,24,0,0,0,12,4,0,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,17,24,9,12,28,0,16,7,0,119,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,8,56,3,4,0,18,0,0,103,5,0,6,0,0,0,6,0,0,15,0,0,3,0,0,0,5,0,0,13,0,13,0,5,0,0,0,0,0,22,14,9,0,3,0,0,0,0,0,28,4,0,3,0,14,0,7,0,0,30,0,0,0,8,4,0,0,3,0,23,0,0,0,0,0,0,0,0,0,5
UCL521006,4,12,0,6,0,0,0,0,0,27,0,9,0,10,4,0,0,4,0,25,4,0,0,0,15,6,0,0,0,21,0,8,0,5,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,9,14,31,13,29,26,13,4,12,0,140,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,10,4,0,55,0,0,9,0,0,0,5,3,0,22,0,0,0,0,0,0,0,3,0,10,4,20,6,6,0,0,0,0,0,32,4,18,0,10,4,0,0,4,0,31,6,0,7,0,14,3,0,0,0,36,0,8,0,10,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
UCL521007,0,10,0,5,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,11,0,3,0,3,3,3,0,0,0,8,0,0,0,6,0,5,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,18,3,11,12,5,0,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,0,0,4,0,0,0,0,0,0,7,3,0,7,0,0,0,0,4,0,14,0,10,0,5,0,0,0,0,0,10,3,7,3,0,0,0,0,0,0,16,0,3,0,3,3,7,0,0,0,16,0,0,0,7,0,3,0,4,0,21,0,0,0,0,0,0,0,0,0,5
UCL521008,0,0,0,5,0,0,0,0,0,9,0,3,0,5,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,4,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,13,9,9,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,0,4,0,5,0,0,0,0,0,11,3,4,0,4,0,4,0,0,0,16,0,4,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5
UCL521009,0,6,0,0,4,0,0,0,0,8,3,8,0,3,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,13,9,0,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,4,0,3,0,0,28,0,0,5,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,9,0,11,0,0,4,0,0,0,0,14,4,8,0,3,0,0,0,0,0,18,3,3,0,0,3,4,4,0,0,13,4,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3
