UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,17,14,8,0,0,0,81,0,0,0,0,0,0,0,0,3,25,17,17,17,8,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,20,11,11,4,0,0,101,0,3,0,0,0,0,0,0,3,20,33,20,11,11,4,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,34,24,15,4,0,0,176,0,3,0,5,0,0,0,0,3,44,52,34,27,21,7,0,0,187
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,4,43,22,26,16,8,8,0,0,120,0,0,0,4,5,4,4,0,15,43,22,26,21,12,8,4,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,22,23,23,19,7,0,0,138,0,0,0,4,3,0,0,0,14,41,22,23,32,23,3,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,4,87,45,54,45,30,9,0,0,259,0,0,0,6,8,7,3,0,21,87,45,53,49,38,11,3,0,292
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,4,0,24,0,0,0,0,7,13,4,0,24,13,21,11,20,32,37,19,0,155,0,0,0,0,3,5,5,0,19,14,16,12,23,40,54,32,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,10,13,28,30,43,16,0,156,3,4,0,0,0,8,5,0,18,12,7,16,29,32,45,23,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,0,28,0,0,0,0,7,12,7,0,28,25,22,16,51,62,85,36,4,309,5,4,3,0,6,6,10,0,31,32,29,24,53,75,101,53,4,370
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,18,6,11,5,0,0,67,0,0,0,0,0,0,0,0,0,15,17,18,9,11,5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,20,7,9,4,4,0,76,0,0,0,0,0,0,0,0,0,20,13,20,7,9,4,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,38,29,12,20,10,4,0,146,0,0,0,0,0,0,0,0,0,35,38,29,15,20,10,4,0,146
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,4,5,10,8,20,24,15,3,0,85,5,0,0,0,3,0,0,0,10,5,8,5,20,25,18,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,14,9,22,15,14,4,4,84,0,6,0,0,0,0,0,0,7,8,15,8,21,15,17,4,7,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,7,16,18,16,40,38,25,7,8,166,5,0,3,0,3,0,0,0,16,16,22,20,38,43,32,11,10,193
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,5,0,0,8,9,5,8,21,14,25,9,3,87,0,0,0,4,0,0,0,0,8,6,11,8,19,19,26,13,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,14,22,17,3,0,81,0,0,0,3,0,0,0,0,3,7,8,8,19,22,17,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,5,0,0,8,6,14,19,28,30,41,14,0,163,3,0,0,3,0,0,0,0,12,13,12,18,39,38,44,16,0,185
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,5,6,8,15,14,18,18,11,4,99,0,3,4,5,0,0,0,0,11,6,16,21,22,22,22,16,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,17,16,13,17,11,0,97,0,4,0,0,3,3,0,0,18,6,18,19,14,20,20,10,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,8,12,26,33,30,28,33,24,0,192,0,7,10,5,8,3,0,0,30,16,31,37,36,39,38,25,9,234
UCL522038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,31,36,19,30,32,12,15,0,181,4,0,0,3,0,0,0,0,14,34,37,29,31,35,21,15,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,36,16,26,23,13,8,173,0,0,0,0,0,0,3,6,10,30,25,37,16,27,28,19,10,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,53,63,59,42,55,39,28,11,348,3,0,0,3,5,0,3,6,25,58,66,59,47,56,43,35,9,379
UCL522039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,3,3,0,0,9,20,23,18,19,34,17,0,0,140,3,12,4,4,8,5,0,0,26,26,38,21,25,42,29,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,17,27,23,26,34,9,3,0,141,4,11,0,5,3,0,0,0,22,22,34,28,27,44,8,3,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,3,3,0,0,13,36,59,43,42,64,27,4,0,282,8,19,3,9,14,5,0,0,56,40,73,48,48,82,35,4,5,345
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,6,0,0,4,6,7,3,23,22,30,9,0,91,0,0,0,7,3,5,0,0,14,6,7,3,30,22,35,9,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,16,22,25,12,0,81,3,0,0,3,5,0,0,0,12,3,5,3,18,23,29,14,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,6,6,10,5,36,42,50,21,3,171,3,0,0,8,5,4,0,0,23,7,10,5,42,46,61,24,3,204
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,5,0,0,10,11,13,17,16,40,40,5,0,140,0,0,0,4,7,4,0,3,25,14,13,15,18,46,50,6,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,13,9,15,33,32,5,0,113,0,0,0,5,3,7,4,4,23,8,13,8,25,37,33,9,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,7,0,0,7,18,21,23,32,70,69,12,0,250,3,0,0,10,10,6,5,3,42,19,26,25,38,85,86,17,8,306
UCL522042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,25,19,16,4,0,0,113,7,4,6,7,3,0,0,0,34,22,39,33,28,16,3,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,24,19,14,4,0,0,108,7,5,4,3,3,0,0,0,28,23,41,28,22,17,4,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,63,48,41,28,9,0,0,221,17,12,12,7,9,0,0,0,54,44,75,58,51,33,9,0,0,277
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,28,21,14,4,0,0,135,0,6,3,0,0,0,0,0,8,31,41,30,21,18,3,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,23,21,11,9,0,0,137,5,3,0,0,4,0,0,0,8,41,34,21,21,12,9,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,49,41,24,10,0,0,267,5,5,4,0,3,0,0,0,19,76,79,59,41,25,12,0,0,283
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,10,13,10,11,10,9,0,0,64,0,5,0,6,0,0,0,0,9,10,11,12,14,17,16,5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,8,10,3,0,0,48,0,0,0,3,0,0,0,0,4,11,7,7,10,6,3,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,19,12,16,18,19,15,3,0,111,0,5,0,8,5,0,0,0,16,19,19,20,21,26,22,7,0,136
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,6,10,3,3,0,0,53,0,5,4,0,0,0,0,0,11,20,18,7,16,7,7,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,9,7,10,0,0,0,63,0,5,0,0,0,0,0,0,14,25,23,14,7,10,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,10,19,8,0,0,0,119,5,8,7,0,0,0,0,0,21,40,41,23,24,14,5,0,0,142
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,5,0,0,10,6,7,10,11,20,11,5,5,86,0,0,0,8,10,5,3,3,26,6,11,12,14,29,26,10,8,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,10,14,14,7,0,72,0,0,0,3,8,5,0,0,22,5,7,16,15,23,12,15,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,3,0,0,12,11,19,22,24,37,25,21,4,153,0,3,3,6,17,11,4,4,42,11,18,25,28,53,41,24,9,210
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,3,4,0,10,12,14,14,14,25,17,5,9,116,11,3,3,0,6,11,3,3,41,21,20,21,19,31,36,10,12,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,20,17,19,27,10,3,128,10,0,5,6,8,16,4,3,54,26,15,21,21,28,43,19,8,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,10,0,0,0,0,3,3,8,0,10,29,32,32,36,44,48,15,15,243,22,9,10,4,10,30,5,8,96,48,38,40,40,56,75,28,18,349
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,3,20,12,14,14,18,13,10,3,104,3,5,0,3,0,0,0,3,14,19,21,14,20,17,14,12,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,14,15,16,13,16,0,98,0,6,0,0,0,3,3,0,10,9,18,12,15,25,19,19,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,3,0,0,3,26,23,32,32,39,23,30,4,204,3,7,0,3,0,0,5,4,23,25,35,30,31,36,30,30,11,234
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,9,0,11,11,15,19,20,9,6,85,3,5,10,10,3,4,0,0,37,11,20,19,21,25,25,15,6,128,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,12,9,10,14,16,9,5,81,8,6,3,3,9,5,0,0,34,17,16,14,17,28,22,9,5,116,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,5,0,10,0,0,0,0,6,0,5,0,10,8,22,20,27,33,33,16,3,173,14,7,12,13,14,8,0,0,73,22,33,34,42,50,47,17,3,248
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,0,0,5,3,0,13,10,17,15,17,22,21,18,7,130,0,0,3,5,5,5,0,3,35,11,19,19,26,31,31,23,14,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,18,21,24,17,22,14,146,0,0,3,3,3,3,3,11,25,9,20,17,26,37,22,29,24,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,16,0,0,0,0,8,5,3,0,16,18,36,36,38,48,44,41,23,275,4,0,10,12,12,7,7,13,61,22,38,38,48,63,58,45,36,357
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,4,6,23,13,10,9,4,81,0,0,4,0,5,0,0,0,6,11,8,10,25,18,14,9,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,11,18,19,14,8,0,106,0,0,5,0,0,0,0,0,9,17,19,13,21,22,14,8,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,20,24,22,43,38,24,20,4,189,0,0,4,0,3,0,0,0,11,24,26,23,45,43,24,20,4,210
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,15,5,6,6,0,59,0,0,0,0,0,0,0,0,7,18,15,10,16,3,10,5,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,4,8,4,0,3,48,0,0,0,0,0,0,0,0,4,7,12,9,3,8,4,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,19,12,16,5,4,3,110,0,0,0,0,3,0,0,0,7,23,23,19,16,14,12,7,0,124
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,15,12,4,3,3,3,0,0,34,6,7,0,0,0,0,0,0,11,13,10,5,3,8,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,8,12,6,4,0,0,63,4,0,5,4,7,0,0,0,13,18,18,9,16,12,4,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,26,22,11,18,11,6,0,0,98,8,3,7,4,7,0,0,0,23,31,31,17,26,15,6,0,0,124
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,21,8,4,5,0,57,0,0,4,0,5,0,0,4,20,4,10,13,16,13,7,8,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,15,12,4,5,4,61,0,0,0,0,0,0,0,0,4,12,8,9,14,11,6,5,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,13,30,19,10,4,0,115,4,0,8,0,5,4,0,4,26,21,12,22,38,23,15,7,5,140
UCL522055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,3,7,8,16,21,18,10,3,0,82,0,0,0,0,0,3,0,0,12,7,12,17,30,23,15,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,14,19,15,4,4,0,85,0,7,0,0,3,6,0,0,12,6,20,17,25,18,8,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,5,0,0,8,13,31,24,47,34,13,11,0,163,0,9,0,0,5,11,0,0,24,10,35,30,50,40,27,8,0,198
UCL522056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,4,0,5,0,9,18,19,25,23,20,11,5,0,125,4,4,8,3,0,0,0,0,18,22,20,27,30,27,16,7,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,14,16,22,15,8,6,123,3,0,3,0,0,0,0,0,13,14,29,21,18,29,15,8,6,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,4,0,5,0,9,34,43,40,44,45,28,10,8,247,10,4,12,3,6,0,0,0,31,39,48,50,51,56,28,17,8,285
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,10,20,14,12,5,0,0,0,64,0,4,0,3,0,0,0,0,12,10,32,15,15,16,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,7,9,8,0,0,0,61,0,3,0,0,0,0,0,0,7,14,23,11,9,7,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,6,20,44,16,17,17,0,0,0,126,0,11,0,3,4,0,0,0,15,27,52,19,23,19,3,0,0,149
UCL522058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,8,0,0,0,3,0,0,0,5,8,15,12,10,5,25,14,7,3,94,6,0,3,5,5,0,0,0,16,17,12,9,14,28,21,11,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,11,11,13,9,13,3,94,8,0,4,0,3,0,0,0,22,24,16,12,13,18,9,14,3,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,8,0,0,0,3,0,0,3,5,8,31,20,20,20,38,22,21,9,182,14,0,5,3,3,0,0,0,34,42,21,26,24,42,25,26,8,228
UCL522059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,10,0,0,0,0,6,6,0,0,10,12,7,18,16,16,23,18,4,111,5,4,3,0,9,4,7,0,27,13,13,27,13,26,31,21,4,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,14,18,17,22,15,3,111,4,9,5,4,4,5,0,0,23,12,28,17,21,21,21,16,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,0,3,6,0,0,12,20,25,30,31,38,40,32,6,229,5,9,13,5,9,4,8,0,53,20,33,40,37,49,46,43,6,286
