UCL_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
UCL522015,3,0,3,0,0,0,6,6,0,25,4,0,4,0,0,8,0,0,0,20,6,0,0,0,0,5,0,3,0,18,7,0,0,3,8,7,4,8,0,44,0,0,3,3,7,5,0,0,0,17,0,0,0,6,0,4,0,0,0,7,0,0,5,0,0,0,0,0,0,6,3,3,3,7,6,0,0,0,0,27,0,0,0,0,0,0,0,0,3,4,20,13,19,15,22,38,15,18,7,173
UCL522016,3,0,0,6,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,11,0,4,6,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,3,0,3,4,3,0,0,0,14,0,3,3,3,0,4,3,0,0,21,0,0,0,0,0,0,0,0,0,7,7,17,9,7,8,25,4,7,0,95
UCL522017,0,0,0,4,3,6,0,6,0,20,0,0,6,0,4,5,0,0,0,11,4,0,0,0,3,4,0,4,5,22,0,0,3,0,3,0,3,4,5,13,0,9,4,3,8,0,0,0,0,22,0,0,9,0,5,5,0,0,0,17,0,0,3,0,5,3,0,8,0,18,0,3,0,5,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,8,19,23,13,20,30,3,31,3,153
UCL522018,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,6,3,0,6,9,4,9,3,44
UCL522019,3,0,0,0,0,0,0,8,0,20,0,0,0,0,3,0,0,0,0,5,0,0,5,0,10,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,7,0,5,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,7,4,16,11,4,12,0,67
UCL522020,0,0,0,0,0,0,0,0,0,11,3,0,0,0,9,5,0,0,0,12,0,0,0,3,3,0,0,0,0,10,0,0,0,5,0,0,0,0,0,11,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,4,17,17,9,0,8,0,65
UCL522021,0,0,3,0,0,0,3,11,0,31,0,5,0,0,0,5,0,0,0,17,0,0,0,3,0,4,0,4,5,18,3,3,0,3,5,0,0,4,0,15,0,4,0,6,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,5,0,4,0,20,0,4,3,4,6,5,0,0,0,22,0,0,0,0,0,0,0,4,0,4,6,24,12,16,17,29,3,30,3,140
UCL522022,0,4,0,0,0,4,0,3,0,11,4,0,0,0,0,4,0,0,0,7,0,3,0,4,0,3,0,0,0,20,0,3,0,0,3,6,0,0,0,16,0,3,4,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,9,0,4,0,0,3,0,3,4,0,15,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,7,15,14,7,15,20,9,15,3,93
UCL522023,0,3,0,0,4,0,0,6,0,8,0,3,0,0,4,0,0,0,0,13,0,0,5,0,7,5,0,10,0,18,0,6,0,0,3,4,4,0,0,21,0,0,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,0,22,0,8,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,5,6,7,30,14,8,25,15,7,34,7,136
UCL522024,5,0,0,3,0,0,4,0,0,6,8,5,3,8,8,8,0,3,0,44,0,0,0,0,0,0,4,0,0,8,0,8,0,0,0,0,0,0,0,12,0,6,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,22,13,17,15,16,10,6,0,106
UCL522025,0,3,9,0,0,4,0,3,0,18,0,0,3,0,0,4,3,0,0,17,4,0,7,0,0,10,4,8,0,28,3,5,0,0,9,3,0,0,0,21,0,6,0,3,4,11,0,0,0,24,0,0,7,0,0,0,0,0,0,14,0,5,0,0,3,5,5,8,0,31,0,3,5,0,4,4,0,4,0,27,0,0,0,0,0,0,0,0,4,3,14,25,28,6,22,40,13,26,4,174
UCL522026,7,0,0,0,0,4,0,9,0,16,0,3,0,0,0,0,0,5,0,10,0,5,0,4,3,3,0,6,0,18,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,5,0,12,0,5,4,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,7,19,11,12,6,19,3,24,0,101
UCL522027,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,4,4,0,0,15,0,0,3,0,0,7,6,6,0,23,0,0,4,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,12,0,3,0,0,0,0,0,0,0,4,3,0,0,0,5,4,7,13,0,27,3,3,4,0,0,4,0,4,0,18,0,0,0,0,0,0,0,0,0,4,8,10,14,8,12,25,8,38,0,129
UCL522028,0,0,0,0,4,3,0,6,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,11,10,3,7,6,0,13,3,52
UCL522029,0,0,0,0,3,0,0,4,0,10,0,4,3,0,0,0,0,0,0,15,0,4,0,0,0,16,8,0,4,35,0,8,5,0,4,3,0,0,0,22,0,0,4,0,8,0,0,0,0,17,0,4,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,13,3,19,0,3,0,0,0,4,0,7,0,16,0,0,0,0,0,0,0,0,0,5,4,30,22,11,20,32,14,27,5,159
UCL522030,0,0,0,0,0,4,0,8,0,12,4,3,5,0,0,7,4,0,0,15,0,0,0,0,0,5,0,7,0,16,0,0,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,17,0,0,4,0,0,3,0,3,0,10,0,5,0,3,0,3,0,7,0,21,0,3,4,0,0,5,3,4,0,19,0,0,0,0,0,0,0,0,0,0,4,13,14,3,15,25,11,30,3,115
UCL522031,0,4,0,0,0,0,0,0,0,11,4,0,0,7,7,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,5,14,12,4,6,0,42
UCL522032,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,4,0,22,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,8,10,11,0,20,3,53
UCL522033,0,0,0,0,0,3,0,7,0,12,0,3,0,0,0,0,0,0,0,10,0,0,0,0,9,5,0,6,0,19,5,5,4,0,0,3,0,3,0,22,0,0,0,0,0,3,0,0,0,4,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,0,5,0,11,5,7,5,6,0,6,0,38,0,0,0,0,0,0,0,0,0,4,7,21,20,12,22,20,0,20,5,129
UCL522034,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,6,0,26
UCL522035,0,0,0,0,0,7,0,11,0,24,0,6,0,0,0,0,0,4,0,3,0,0,0,4,4,4,0,6,0,17,0,0,5,3,4,4,0,0,0,10,0,0,3,0,5,4,0,0,0,10,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,11,0,12,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,7,6,18,13,11,7,16,12,25,3,105
UCL522036,0,0,0,0,3,0,0,7,0,17,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,12,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,14,0,4,0,24,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,10,11,10,11,26,5,22,3,101
UCL522037,0,0,0,0,0,5,5,6,0,15,0,3,0,0,0,3,0,0,0,15,4,0,4,0,3,0,0,6,0,20,3,4,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,3,0,8,3,0,0,0,4,3,4,0,0,19,0,8,4,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,11,23,12,6,10,30,12,19,3,126
UCL522038,3,4,0,3,13,7,3,19,0,52,0,4,0,4,0,8,5,3,0,32,0,0,3,0,3,21,0,16,0,51,0,6,5,0,4,6,0,6,0,25,0,9,7,0,5,7,3,0,0,28,0,0,4,0,3,8,0,3,0,22,6,0,0,0,4,8,0,0,0,28,0,4,0,3,4,8,4,6,0,27,0,0,0,0,0,6,0,0,0,9,11,30,26,16,26,85,18,58,3,272
UCL522039,5,0,0,4,0,4,0,8,0,23,0,0,0,0,3,10,3,8,0,27,0,0,0,0,9,0,0,8,0,21,5,6,0,5,3,5,0,4,4,30,0,0,0,0,7,3,0,3,0,21,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,3,0,10,0,22,0,0,3,0,0,4,0,6,0,14,0,0,0,0,0,0,0,0,0,4,13,11,15,14,22,30,9,48,7,160
UCL522040,0,6,0,0,0,0,0,5,0,9,0,0,4,0,0,3,0,4,0,13,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,4,0,0,0,7,4,0,0,0,0,0,0,0,0,8,6,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,10,9,10,8,6,22,0,17,0,79
UCL522041,3,0,0,0,4,0,0,5,0,14,6,0,0,0,0,5,0,3,0,8,0,0,0,0,0,4,0,11,0,23,0,0,0,6,0,0,0,0,0,8,0,4,0,0,0,0,0,3,0,14,0,0,4,0,0,0,0,0,0,7,0,0,4,0,0,6,5,3,0,20,0,6,9,4,0,0,0,3,0,16,0,0,0,0,0,0,0,0,5,5,13,11,16,6,6,19,4,29,6,116
UCL522042,0,0,0,0,0,3,3,7,0,13,0,0,0,3,0,3,4,0,0,12,0,4,3,0,0,3,5,29,3,47,0,5,0,4,0,0,0,3,0,19,4,0,0,0,4,4,4,4,0,23,0,0,0,0,0,0,0,3,0,9,4,3,0,0,3,0,0,40,4,50,3,4,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,4,0,5,14,20,14,5,4,14,11,107,0,189
UCL522043,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,5,4,0,0,11,0,7,12,0,3,3,47
UCL522044,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,4,5,0,3,0,0,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,3,3,4,8,3,6,3,3,3,17,4,59
UCL522045,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,9,0,30
UCL522046,0,0,0,0,0,0,0,4,0,18,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,10,0,0,0,0,4,0,0,5,0,9,5,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,4,0,0,0,0,0,0,5,0,15,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,3,12,10,11,3,8,13,5,28,0,86
UCL522047,0,0,0,0,0,3,3,7,0,19,0,4,5,0,3,4,0,0,0,19,0,0,0,0,5,5,0,0,0,17,0,3,0,4,0,3,0,3,0,22,0,3,3,0,5,3,0,0,0,19,0,4,0,0,0,0,0,3,0,11,0,0,0,0,6,3,0,7,0,19,0,3,0,3,0,4,0,6,0,18,0,0,0,0,0,5,0,0,0,5,5,15,11,11,25,25,12,26,4,134
UCL522048,0,0,0,0,0,5,0,7,0,17,0,0,0,3,6,5,0,3,0,14,0,6,0,4,5,7,4,7,0,34,0,0,0,4,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,5,5,3,0,11,0,4,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,8,7,7,14,31,7,29,3,114
UCL522049,0,0,3,0,0,0,0,5,0,7,0,0,0,0,4,8,0,4,0,15,0,0,0,0,4,0,0,5,0,7,0,3,0,0,4,5,0,7,0,20,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,14,3,9,13,10,20,0,81
UCL522050,5,0,0,0,0,10,8,10,0,33,0,0,0,0,3,5,4,0,0,16,0,6,5,0,4,0,0,4,0,26,0,0,6,6,7,0,0,0,0,17,0,7,4,0,3,5,0,0,0,18,0,0,6,0,3,5,0,0,0,17,0,0,0,0,0,3,0,8,0,19,0,3,7,4,3,8,4,3,0,29,0,0,0,0,0,0,0,0,0,0,9,15,16,8,16,40,10,36,0,165
UCL522051,0,0,0,0,0,5,0,3,0,16,0,0,0,0,3,0,0,6,0,3,6,5,0,5,4,4,4,6,0,32,3,6,0,0,3,0,0,0,0,13,0,3,0,0,5,0,0,0,0,15,0,7,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,8,21,4,5,25,16,3,16,3,110
UCL522052,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,7,4,5,0,39
UCL522053,0,0,0,0,0,4,0,0,0,6,0,5,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,11,0,8,3,0,3,0,34
UCL522054,0,0,0,0,6,5,0,9,0,20,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,10,0,3,0,0,0,4,0,0,0,10,0,4,5,0,4,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,9,4,12,11,16,18,0,80
UCL522055,0,3,0,0,0,6,3,10,0,25,0,3,3,0,0,4,0,6,0,17,3,0,0,0,0,0,0,9,0,20,3,7,0,0,4,3,0,6,0,21,0,0,0,4,3,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,5,10,0,21,0,0,0,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,13,14,3,9,11,19,14,52,3,142
UCL522056,0,0,3,0,3,8,0,12,0,22,0,0,0,0,3,0,5,8,0,17,0,0,4,4,4,0,0,18,0,29,0,0,3,0,0,0,0,0,0,4,5,7,0,0,6,0,3,0,0,19,0,0,4,0,0,4,0,0,0,9,4,0,0,3,5,0,0,16,0,39,0,5,0,0,0,0,0,0,0,16,3,4,0,0,0,0,0,0,0,7,10,11,10,9,26,20,17,57,3,176
UCL522057,0,0,0,0,0,5,3,12,0,28,0,0,0,0,4,0,0,0,0,6,5,0,0,0,10,0,5,3,0,25,0,6,6,6,7,0,3,0,0,34,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,7,18,13,36,15,14,16,0,126
UCL522058,3,0,0,0,4,4,3,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,5,0,0,0,17,0,3,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,10,6,8,16,7,10,0,71
UCL522059,0,0,0,4,0,5,3,5,3,17,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,5,0,10,0,23,0,0,0,0,7,0,0,0,0,17,0,0,0,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,4,5,6,0,19,0,4,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,4,6,14,9,9,19,28,5,30,4,122
UCL522060,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,16
UCL522061,8,4,4,0,5,5,0,9,0,33,0,0,0,0,0,9,0,3,0,18,0,4,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,0,0,0,0,11,4,3,0,0,0,0,0,0,0,16,0,0,0,0,0,7,0,0,0,7,0,5,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,14,25,15,9,17,22,4,16,0,119
UCL522062,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,11,6,9,6,0,10,5,37
UCL522063,0,0,0,0,3,0,0,0,0,8,0,4,10,3,0,4,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,3,8,0,6,5,37
UCL522064,0,0,0,0,3,0,0,6,0,8,0,0,4,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,12,0,0,9,6,9,4,0,6,0,34,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,8,10,7,0,18,13,22,15,6,13,12,104
UCL522065,8,0,0,0,5,5,5,9,0,22,0,0,4,0,0,0,0,0,0,14,0,0,7,0,8,0,0,0,0,17,0,0,0,3,0,0,0,0,0,11,0,6,0,0,4,0,0,0,0,10,0,5,0,0,0,0,0,0,0,4,0,0,0,0,9,0,4,4,0,15,0,0,0,0,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,10,13,14,7,23,15,8,18,0,102
UCL522066,0,0,0,0,0,3,6,17,0,31,0,0,0,0,0,5,0,0,0,14,0,0,0,4,0,11,0,7,0,22,0,3,6,0,0,5,0,0,0,20,0,3,4,3,3,8,0,0,0,15,0,0,0,0,0,8,0,5,0,19,0,3,0,0,3,4,0,12,0,22,0,7,4,5,3,7,7,0,0,35,0,0,0,0,0,0,0,0,0,3,11,20,20,13,14,40,17,42,6,189
UCL522067,0,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,14,0,17,0,3,0,3,0,4,0,3,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,13,0,13,0,0,0,0,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,8,4,6,3,3,14,15,3,41,3,102
UCL522068,0,0,0,0,3,0,3,12,0,20,0,7,6,6,3,12,0,8,0,40,3,0,3,0,9,6,0,12,0,40,5,3,8,0,5,6,0,4,0,32,4,0,0,4,5,0,0,3,0,23,0,0,0,0,0,0,0,0,0,11,3,0,0,0,4,0,3,4,0,15,0,0,0,3,8,0,0,6,0,15,0,0,0,0,0,0,0,0,0,3,15,28,21,14,35,39,13,35,4,202
UCL522069,0,0,0,0,0,0,0,4,0,12,0,0,0,0,4,3,0,3,0,12,0,0,4,3,0,0,4,0,0,15,0,0,0,3,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,4,0,9,0,7,4,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,3,4,9,10,11,10,18,16,8,15,3,96
UCL522070,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,6,3,9,0,26,0,3,3,0,3,0,0,0,0,13,0,5,0,0,6,0,0,0,0,12,0,6,0,0,0,4,0,0,0,10,0,0,0,0,6,4,0,9,0,16,4,0,4,0,7,7,6,0,0,30,0,0,0,0,0,0,0,0,0,0,11,27,11,12,20,16,8,23,4,130
UCL522071,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,6,0,9,0,0,0,0,4,0,0,0,0,7,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,5,0,0,0,10,9,3,0,0,0,0,0,0,11,18,6,8,11,5,5,5,5,16,15,66
UCL531001,743,1338,1380,992,1336,3260,1397,8213,332,18991,704,1355,1303,930,1474,1994,711,1770,81,10329,779,973,857,661,1652,2505,989,4261,223,12899,438,1597,1250,734,821,780,237,545,107,6510,370,1582,1356,793,1410,1216,298,735,80,7848,197,1350,737,351,494,455,144,369,72,4167,765,548,472,255,671,1038,560,3742,170,8214,460,2032,1083,684,1012,1289,540,1995,228,9320,128,134,102,75,125,173,51,256,468,1511,4595,10898,8540,5471,8991,12716,4920,21891,1763,79789
UCL579997,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,29,0,33,4,3,0,0,0,4,0,67,0,83,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,31,3,8,0,0,0,0,4,76,5,98,0,0,0,0,0,0,0,7,0,6,13,14,5,3,5,5,11,220,5,277
UCL599994,21,16,5,4,20,25,6,17,5,107,42,42,31,15,25,49,15,24,3,257,30,20,21,16,33,38,13,98,5,272,11,42,44,18,34,24,7,27,5,223,24,27,8,13,27,32,7,12,4,150,9,17,13,3,10,13,0,4,0,77,25,16,7,13,7,20,10,104,6,213,18,35,30,22,48,48,14,80,3,292,0,3,0,0,6,0,3,8,5,33,181,208,163,110,217,250,70,370,33,1614
