UCL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL521022,0,0,0,8,0,0,0,0,18,0,3,0,3,6,6,0,0,9,0,8,5,16,14,8,0,0,51,0,0,10,5,8,11,0,0,37,3,14,13,13,14,6,0,0,63,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,8,14,13,15,17,6,0,0,75,0,0,0,0,0,0,0,0,5,4,5,3,17,5,11,0,0,43,16,29,31,71,50,41,0,0,237,0,0,0,4,0,0,0,0,15,0,0,4,3,8,4,0,0,18,3,17,21,24,15,8,0,0,93,0,4,10,13,10,5,0,6,45,0,0,3,0,4,0,0,0,15,0,0,6,0,0,0,0,0,5,0,0,0,4,0,0,0,0,5,0,0,3,6,3,6,0,0,23,0,0,0,0,0,0,0,0,0,7,0,4,10,3,9,4,0,37,11,29,43,61,41,31,10,4,228,0,4
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,7,0,10,8,10,17,8,0,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,8,12,17,8,5,0,65,0,0,0,0,0,0,0,0,0,0,0,9,4,9,5,0,0,26,7,15,21,22,28,18,3,0,116,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,0,0,14,0,0,0,5,3,4,0,0,15,3,8,6,0,9,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,9,6,5,7,3,0,0,30,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,0,0,31,7,25,22,7,21,17,0,3,97,0,0
UCL521024,0,8,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,4,10,5,0,4,4,0,0,24,6,0,3,0,3,5,0,0,13,0,15,25,20,10,3,0,0,78,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,20,22,24,16,8,0,0,89,0,0,0,0,0,0,0,0,0,20,22,26,19,18,3,3,3,118,29,58,57,50,37,18,12,3,264,0,0,4,0,0,0,0,0,13,0,3,0,0,0,3,0,0,12,4,15,12,17,15,5,0,0,59,0,4,3,3,3,0,0,0,14,11,16,16,6,6,0,0,0,59,3,3,3,0,0,0,0,0,10,0,0,3,0,0,0,0,0,4,12,16,23,10,9,3,0,0,72,0,0,0,0,0,0,0,0,0,18,29,22,15,18,16,7,4,117,35,68,60,54,40,19,3,4,282,0,10
UCL521025,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,5,0,8,4,10,4,0,3,0,25,0,0,6,5,6,0,5,0,25,0,22,17,14,21,8,3,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,22,18,20,8,3,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,30,6,34,34,38,44,20,7,0,189,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,13,12,7,3,3,3,0,41,3,13,8,12,0,7,0,0,43,4,15,0,7,4,0,0,0,30,0,7,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,9,4,24,6,6,3,3,0,0,47,0,0,0,0,0,0,0,0,4,4,3,3,0,3,11,12,0,45,9,55,32,27,18,20,18,4,189,0,6
UCL521026,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,3,0,4,0,0,16,0,3,3,4,0,6,0,0,19,7,15,17,23,22,7,4,0,88,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,6,3,15,22,20,30,7,4,0,98,0,0,0,0,0,0,0,0,0,0,0,5,7,6,0,0,0,21,10,21,33,54,40,13,10,0,174,0,0,0,3,3,0,0,0,11,0,0,8,4,0,0,0,0,10,0,7,13,15,7,0,3,0,47,0,0,12,13,6,3,5,0,38,9,18,14,19,4,3,0,0,64,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,12,18,13,22,10,3,0,0,74,0,0,0,0,0,0,0,0,5,4,0,4,11,0,3,3,0,29,20,28,45,61,29,13,13,0,208,0,0
UCL521027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,4,4,19,10,14,16,12,3,0,73,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,19,10,14,16,12,3,0,79,0,0,0,0,0,0,0,0,0,15,26,28,19,19,8,6,0,129,28,52,40,42,37,25,5,4,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,3,0,0,0,0,0,8,8,10,6,3,4,3,0,0,37,7,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,8,10,16,8,4,8,5,0,0,51,0,0,0,0,0,0,0,0,0,18,22,22,16,9,7,8,0,106,33,43,39,27,18,14,6,0,172,0,0
UCL521028,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,4,0,7,0,0,0,15,5,11,8,5,16,9,4,0,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,11,8,6,16,13,4,0,70,0,0,0,0,0,0,0,0,0,5,7,4,11,10,7,7,0,47,7,25,22,16,37,20,15,8,141,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,7,3,3,0,0,0,27,0,0,0,0,3,3,0,0,10,6,4,4,8,9,0,5,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,8,6,3,4,9,9,3,5,0,42,0,0,0,0,0,0,5,0,3,10,3,0,5,3,7,11,5,53,19,22,13,26,25,23,19,9,152,0,6
UCL521029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,6,7,0,0,22,0,4,6,0,0,0,4,0,14,6,15,12,5,19,3,0,0,65,4,4,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,8,18,17,5,19,5,0,0,74,0,0,0,0,0,0,0,0,5,5,8,3,8,9,3,7,3,52,17,30,33,19,34,18,13,7,173,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,13,5,6,3,6,3,54,0,5,6,0,7,3,5,0,27,6,4,7,5,0,8,0,0,30,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,8,13,7,8,6,8,9,0,0,46,0,0,0,0,0,0,0,0,7,0,5,5,3,7,4,17,9,54,7,34,34,24,25,18,26,16,185,0,0
UCL521030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,4,0,0,21,0,3,3,0,6,3,4,0,29,6,11,4,19,19,22,10,6,92,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,11,6,11,4,16,20,24,13,6,100,0,0,0,0,0,0,0,0,4,6,10,0,8,12,13,9,0,53,13,29,15,35,46,42,23,5,208,0,7,0,0,0,3,0,0,6,0,5,0,0,0,0,0,0,7,0,25,3,7,4,4,4,0,50,0,7,4,5,11,4,0,0,25,3,3,0,3,3,4,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,8,3,6,3,9,9,0,4,0,27,0,3,0,0,0,0,0,0,9,0,5,8,10,8,7,5,6,46,6,43,17,27,29,17,14,8,164,0,3
UCL521031,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,16,0,7,4,0,3,0,0,0,14,7,10,5,9,11,10,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,5,17,17,10,0,0,63,0,0,0,0,0,0,0,0,0,3,23,12,11,12,8,3,0,82,12,56,30,29,32,14,7,0,179,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,13,0,6,5,6,3,0,6,0,18,4,8,3,0,4,0,0,0,23,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,8,4,0,8,0,0,0,28,0,0,0,0,0,0,0,0,0,6,10,8,4,5,0,4,0,42,14,27,22,15,20,3,3,0,106,0,0
UCL521032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,7,0,0,3,4,0,0,10,0,5,0,0,18,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,5,18,3,0,0,39,0,0,0,0,0,0,0,0,0,15,15,4,12,11,4,0,0,65,16,35,9,14,31,10,0,0,132,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,14,0,5,6,0,0,0,25,0,0,0,0,9,0,0,0,15,0,3,3,3,3,0,0,0,17,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,11,8,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,12,12,9,10,11,5,0,0,67,14,42,20,19,32,8,3,0,141,0,4
UCL521033,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,3,7,13,3,4,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,7,13,8,4,0,44,0,0,0,0,0,0,0,0,0,14,17,18,35,20,16,9,0,126,15,27,25,46,37,25,12,3,180,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,15,0,0,0,0,4,4,0,0,11,0,0,8,0,0,4,0,0,18,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,4,10,0,4,3,0,0,25,0,0,0,0,0,0,0,0,0,15,15,25,19,20,7,0,0,106,13,18,47,24,40,18,0,0,169,0,0
UCL521034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,6,3,0,0,12,0,0,5,8,3,7,0,0,22,5,19,12,24,22,5,7,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,12,24,26,5,7,0,98,0,0,0,0,0,0,0,0,0,3,0,7,6,6,3,0,0,36,14,21,23,43,37,23,12,0,171,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,9,11,4,0,4,0,0,29,0,0,7,15,9,3,0,0,34,7,13,8,6,3,3,0,0,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,8,9,16,8,11,5,4,6,0,56,0,0,0,0,0,0,0,0,0,4,5,5,5,8,9,3,0,42,16,28,32,35,29,14,5,0,164,0,0
UCL521035,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,3,0,3,4,0,0,9,0,3,5,0,0,4,3,0,10,0,0,8,12,15,13,8,0,61,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,4,8,12,15,12,8,5,69,0,0,0,0,0,0,0,0,3,0,0,5,9,4,6,5,0,29,5,14,19,19,27,23,18,7,134,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,6,0,0,4,5,5,0,0,0,19,0,4,7,4,11,10,0,0,27,0,5,4,3,10,3,0,0,32,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,7,9,12,13,4,3,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,11,10,15,4,38,6,17,23,23,36,25,21,4,143,0,0
UCL521036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,3,0,0,10,0,3,0,0,7,3,0,0,10,0,3,0,5,6,8,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,11,8,4,0,39,0,0,0,0,0,0,0,0,0,6,3,0,20,7,5,5,0,53,9,21,3,24,25,22,8,0,117,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,11,3,9,5,0,8,5,0,0,20,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,3,5,5,0,8,0,0,0,31,0,0,0,0,0,0,0,0,0,4,7,0,11,11,4,0,0,47,11,23,8,14,24,8,6,0,97,0,0
UCL521037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,5,8,3,4,0,0,22,14,11,24,16,23,19,5,0,109,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,9,20,28,15,21,22,9,0,121,0,0,0,0,0,0,0,0,0,3,0,11,6,3,0,0,0,31,15,24,47,26,29,22,10,3,182,0,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,8,0,5,0,8,4,3,0,0,22,0,3,9,6,3,3,0,0,25,9,12,23,13,9,0,0,0,74,4,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,4,12,12,27,17,15,4,0,0,86,0,0,0,0,0,0,0,0,3,0,4,6,8,0,6,6,0,34,14,29,44,37,23,20,11,0,181,0,0
UCL521038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,4,5,7,0,0,11,0,3,13,7,17,18,13,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,7,17,21,11,4,81,0,0,0,0,0,0,0,0,0,10,5,8,12,7,12,9,0,53,7,11,21,23,33,38,24,5,160,0,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,9,0,0,7,0,3,9,0,3,24,0,4,0,3,6,5,0,0,20,0,4,0,10,8,10,0,0,36,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,4,6,4,8,9,10,10,0,0,49,0,0,0,0,0,0,0,0,0,5,5,3,5,14,14,10,5,53,10,16,22,26,35,34,15,5,163,0,0
UCL521039,0,0,3,4,7,0,0,0,18,0,0,0,3,5,0,0,0,7,0,10,7,9,11,8,7,0,47,0,0,4,6,6,7,3,0,33,0,7,18,18,26,16,3,0,86,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,7,17,19,27,16,8,0,101,0,0,0,0,0,0,0,0,0,5,0,0,5,5,4,3,4,30,7,12,31,48,65,43,26,7,233,0,0,3,11,11,0,0,0,19,0,0,4,5,4,3,0,0,18,0,9,15,19,31,10,9,0,88,0,4,12,13,12,14,0,0,51,0,11,7,7,4,4,0,0,30,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,11,6,12,9,5,6,4,0,0,39,0,0,0,0,0,0,0,0,0,6,0,3,5,5,3,3,0,25,5,25,44,51,62,35,17,4,248,0,0
UCL521040,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,4,6,11,0,0,0,0,0,29,0,0,8,0,9,0,0,0,16,5,27,25,15,14,8,0,0,96,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,5,23,27,15,17,8,3,0,105,0,0,0,0,0,0,0,0,0,14,18,15,11,15,0,0,0,69,16,52,69,33,40,8,3,0,224,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,11,0,18,10,3,0,3,0,0,41,0,6,8,3,3,5,0,0,22,3,15,3,3,7,0,0,0,38,0,4,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,3,23,8,10,7,4,0,0,50,0,0,0,0,0,0,0,0,0,5,22,13,13,7,5,0,0,63,11,74,56,27,24,12,3,0,205,0,3
UCL521041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,10,0,47,42,15,14,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,52,42,18,14,0,0,0,131,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,7,62,55,23,18,0,0,0,165,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,5,13,9,0,0,0,0,0,29,0,19,9,4,0,0,0,0,30,5,26,14,0,0,0,0,0,54,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,29,20,0,3,0,0,0,61,0,0,0,0,0,0,0,0,0,6,4,3,0,0,4,0,0,16,18,64,40,8,8,6,0,0,148,0,0
UCL521042,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,9,0,3,0,13,0,3,0,4,8,7,0,0,20,3,11,3,13,5,7,0,0,46,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,3,13,5,7,0,0,46,0,0,0,0,0,0,0,0,0,7,9,4,3,3,3,0,6,30,10,23,11,27,20,15,7,9,116,0,4,0,0,4,0,0,0,8,0,0,0,5,0,0,0,0,4,3,7,5,5,7,0,0,0,28,0,0,5,3,3,0,0,0,12,3,3,6,9,0,8,0,0,31,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,4,12,6,9,3,8,0,0,46,0,0,0,0,0,5,0,0,7,7,3,5,5,4,3,10,0,36,16,21,19,25,23,21,7,7,132,0,4
UCL521043,0,0,0,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,4,10,5,8,4,0,34,0,0,0,4,7,6,0,0,14,3,7,11,10,22,11,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,11,8,24,13,4,0,77,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,16,3,13,25,32,40,26,12,0,154,0,0,4,3,4,3,0,0,18,0,0,0,0,4,4,0,0,6,0,3,9,16,3,3,8,0,41,0,0,0,3,10,11,0,0,31,3,9,4,10,7,4,3,0,36,3,0,0,4,0,0,0,0,9,0,0,0,0,4,0,0,0,9,7,4,5,10,8,7,3,0,49,0,0,0,0,0,0,0,0,0,0,3,0,9,5,3,0,0,16,9,11,21,42,39,29,13,0,166,0,0
UCL521044,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,4,0,18,5,5,9,16,21,17,3,0,78,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,5,12,16,21,19,3,0,85,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,6,0,41,18,13,25,26,30,32,11,0,152,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,7,0,0,7,0,0,24,0,4,0,0,7,5,0,0,20,3,6,4,9,10,5,3,0,34,0,3,0,0,0,0,0,0,8,0,6,0,0,3,0,0,0,6,5,12,4,8,18,4,3,0,55,0,0,0,0,0,0,3,0,5,0,5,0,7,4,5,6,3,36,12,20,15,20,28,31,15,3,139,0,0
UCL521045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,14,0,5,7,7,7,9,5,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,8,3,6,7,11,5,0,43,0,0,0,0,0,0,0,0,0,4,6,4,8,12,18,10,5,67,8,10,5,21,26,39,16,6,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,12,0,4,5,4,3,0,0,0,18,4,0,0,3,11,7,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,3,0,5,15,6,3,4,41,0,0,0,0,0,0,0,0,0,8,12,9,11,13,22,8,0,72,10,19,16,15,38,32,16,12,150,0,0
UCL521046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,11,0,7,0,3,8,0,0,0,35,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,7,6,3,12,9,0,0,44,0,0,0,0,0,0,0,0,0,4,0,4,6,5,7,4,0,35,3,11,17,17,22,16,6,0,92,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,3,8,7,12,3,0,0,0,30,0,4,0,0,6,0,0,0,7,0,3,0,0,0,0,0,0,4,8,13,7,12,8,0,5,0,51,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,0,0,19,13,22,12,18,16,9,7,0,99,0,4
UCL521047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,7,0,0,0,0,0,11,0,0,3,6,0,0,4,0,9,6,13,8,8,14,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,8,8,13,6,0,0,58,0,0,0,0,0,0,0,0,0,0,4,5,4,6,3,3,0,30,3,18,17,21,25,11,5,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,19,0,0,8,3,3,0,0,0,13,0,0,3,4,5,0,0,0,18,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,5,0,7,12,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,3,22,7,19,23,19,12,4,0,4,91,0,0
