UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
UCL515036,0,0,0,0,5,3,3,0,6,16,0,0,0,0,0,7,6,5,0,19,5,15,20,21,32,27,17,4,0,144,0,0,0,0,0,0,5,5,5,8,10,6,11,17,24,20,16,12,7,118,180,65,81,82,69,74,46,20,4,619,15,9,10,10,16,11,7,13,19,113,232,99,124,129,156,167,167,105,49,1227,0,4,4,9,39,77,96,72,32,333,35,21,29,22,17,34,33,24,4,216,0,0,0,5,4,23,30,27,14,101,0,0,0,0,0,0,4,0,0,10,3,0,0,0,23,36,54,36,14,164,6,0,0,0,9,25,45,32,15,132,0,0,0,0,5,6,5,8,8,30,0,0,0,0,0,8,13,18,0,53,11,18,36,32,48,40,28,9,5,221,0,0,0,0,0,3,12,7,6,26,16,5,9,26,27,40,37,18,12,189,329,153,154,142,155,144,108,40,11,1226
UCL515037,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,15,12,15,5,6,0,0,0,58,0,0,0,0,0,0,0,0,0,0,6,3,11,11,10,3,0,0,0,39,192,59,102,108,60,14,6,0,0,533,51,13,35,31,13,18,0,0,0,166,263,96,164,177,106,51,6,0,0,871,0,0,6,8,15,17,7,0,0,46,25,10,26,30,11,8,0,0,0,115,0,0,0,8,3,6,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,8,9,5,0,53,0,0,0,0,9,6,0,4,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,11,5,16,20,35,11,5,0,0,0,96,0,0,0,0,0,0,0,0,0,3,9,7,13,16,17,11,0,0,0,73,409,142,233,257,138,53,16,7,0,1244
UCL515038,0,0,0,0,0,0,6,13,0,19,0,0,0,0,0,9,14,9,0,33,4,7,12,21,22,27,21,13,4,125,0,0,0,0,0,0,12,4,4,15,8,7,8,13,15,25,38,6,3,113,124,42,58,63,73,91,78,31,3,564,21,6,12,11,16,17,20,22,3,123,168,63,88,111,138,203,256,145,50,1214,0,0,7,4,17,74,121,81,35,333,29,12,14,16,24,31,46,16,9,199,0,0,5,3,11,27,46,36,7,140,0,0,0,0,0,0,8,17,26,50,0,3,0,5,13,47,60,39,24,176,0,0,0,6,9,29,65,54,21,182,0,0,0,0,4,9,10,20,0,46,0,0,4,0,0,15,30,22,7,74,16,19,18,29,33,42,42,18,7,213,0,0,0,0,0,3,8,11,5,31,15,8,11,17,26,44,66,21,4,207,231,106,115,115,137,167,175,61,10,1125
UCL521001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,5,3,10,12,10,6,0,0,39,0,0,0,0,0,0,0,0,0,0,7,0,0,6,5,6,4,0,0,25,37,15,7,14,26,22,3,4,0,135,0,0,0,0,0,4,5,0,0,9,40,33,15,34,49,50,28,6,0,253,0,0,0,0,8,15,13,0,0,42,9,8,3,10,8,5,0,0,0,45,0,0,0,3,0,3,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,8,0,24,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,18,3,9,3,15,15,12,3,0,0,57,0,0,0,0,0,0,0,0,0,0,3,3,3,6,9,6,7,0,0,42,70,51,16,40,56,57,17,3,3,314
UCL521002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,12,0,4,8,7,15,9,6,0,0,49,0,0,0,0,4,0,0,0,0,8,0,0,6,0,7,5,8,0,0,30,37,23,19,21,27,20,30,0,0,181,11,3,3,9,4,5,6,3,0,48,54,38,32,49,65,58,76,20,9,392,0,0,0,7,8,21,38,22,4,100,8,12,4,6,11,6,16,0,0,80,0,0,0,0,8,9,16,7,0,39,0,0,0,0,0,0,3,0,0,3,0,0,0,4,4,9,31,3,0,47,0,0,0,0,0,11,21,5,0,36,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,3,14,3,0,21,3,10,8,9,24,9,10,0,0,70,0,0,0,0,3,0,10,6,0,16,4,4,4,5,13,16,10,0,0,56,93,45,43,50,55,49,52,12,0,390
UCL521003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,15,0,8,6,11,8,21,12,5,0,53,0,0,0,0,0,0,0,3,0,8,0,5,0,4,7,6,6,3,0,30,38,13,14,22,21,21,31,14,9,184,8,5,0,3,8,7,11,6,4,46,55,26,21,45,50,77,97,57,26,444,0,0,0,0,12,34,52,40,7,145,10,4,5,12,4,22,22,17,8,97,0,0,0,0,0,8,9,9,7,39,0,0,0,0,0,0,0,3,9,5,0,0,0,3,0,20,31,14,4,78,0,0,0,0,5,15,18,27,11,73,0,0,0,0,0,0,6,0,4,13,0,0,0,0,0,3,3,14,4,30,0,7,6,9,14,30,17,9,0,94,0,0,0,0,0,0,0,4,4,9,5,5,6,6,8,19,15,12,3,75,71,37,33,51,42,41,77,21,16,390
UCL521004,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,10,69,43,57,32,20,15,5,0,0,248,6,0,0,0,3,0,0,0,0,13,83,50,62,35,46,27,8,3,0,315,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,5,7,0,0,26,0,4,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,7,0,0,0,19,157,95,97,64,42,26,11,0,0,489
UCL521005,0,0,0,0,0,4,0,0,0,5,0,0,0,0,5,8,0,0,0,14,0,10,8,12,10,10,8,5,0,69,0,0,0,0,0,4,0,0,0,8,3,0,3,3,8,10,4,0,0,38,101,27,38,44,33,33,14,9,0,298,20,4,4,5,5,9,3,4,0,66,124,49,71,72,59,81,58,20,3,550,0,0,5,10,11,31,36,21,4,114,24,8,17,9,19,15,12,0,0,100,0,0,0,0,0,10,5,6,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,18,11,0,53,0,0,0,0,3,7,12,7,4,37,0,0,0,0,0,3,0,0,0,13,0,0,0,0,7,9,3,3,0,25,4,13,19,19,22,20,12,4,0,107,0,0,0,0,0,3,4,3,0,12,5,3,7,8,16,18,7,9,0,66,208,55,74,87,72,76,49,13,0,627
UCL521006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,7,3,9,8,12,8,11,3,0,0,53,0,0,0,0,0,0,0,3,0,6,5,3,3,5,5,8,3,6,0,37,73,21,23,30,27,33,15,10,0,242,8,4,8,5,4,8,9,0,0,38,89,38,41,56,52,82,60,34,4,465,0,0,3,9,10,31,28,26,5,113,11,6,7,7,10,19,14,0,0,74,0,0,0,4,0,8,10,14,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,23,10,0,62,0,0,0,0,6,13,12,22,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,6,0,18,8,8,14,13,13,14,11,3,0,80,0,0,0,0,0,0,4,3,0,8,9,4,3,8,3,24,15,9,0,76,130,49,45,64,60,70,32,14,0,466
UCL521007,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,7,3,7,6,12,7,7,6,5,4,50,0,0,0,0,0,0,0,0,4,4,3,0,4,4,0,6,6,0,3,30,35,22,15,14,18,18,9,7,5,136,8,0,5,5,5,5,8,8,0,37,46,33,26,35,29,49,42,31,13,294,0,0,3,3,5,17,25,21,10,83,4,10,0,3,4,0,9,0,0,36,0,0,0,3,0,5,8,9,0,27,0,0,0,0,0,0,0,5,3,9,0,0,4,0,4,3,10,10,3,36,0,0,0,0,3,5,8,3,0,21,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,3,10,4,5,21,0,10,9,11,13,7,12,10,3,69,0,0,0,0,0,0,3,5,0,14,3,0,4,4,9,12,13,8,3,53,61,45,24,25,27,41,18,10,8,256
UCL521008,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,3,5,0,6,0,0,3,3,8,3,5,9,3,40,0,0,0,0,0,3,0,0,0,3,6,0,6,0,8,4,0,4,0,28,17,11,16,13,13,17,10,10,0,111,15,4,4,3,5,5,5,3,0,43,43,23,27,26,31,34,32,38,23,272,0,0,5,0,11,12,22,31,20,100,17,8,6,3,7,6,3,0,3,46,0,0,0,0,0,0,4,11,6,27,0,0,0,0,0,0,3,14,14,26,0,0,0,0,9,6,13,9,4,38,0,0,0,0,3,3,11,13,7,33,0,0,0,0,0,4,0,8,7,13,0,0,0,0,0,4,4,5,5,13,3,0,5,9,14,12,3,11,12,68,0,0,0,0,0,0,0,0,3,12,6,0,8,0,9,4,4,7,3,38,47,27,26,28,22,32,21,12,4,217
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,11,3,0,5,9,5,7,4,0,0,29,0,0,0,0,0,0,0,3,0,4,0,0,0,3,8,5,6,4,0,26,35,12,12,12,4,16,17,10,0,118,0,0,5,5,7,5,5,9,10,44,46,10,22,26,32,31,55,34,12,275,0,0,0,0,11,21,26,21,3,81,6,5,5,3,8,13,8,4,0,54,0,0,0,0,3,0,4,4,0,14,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,10,16,7,0,40,0,0,0,0,0,5,15,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,6,3,17,5,0,8,7,5,8,10,7,3,53,0,0,0,0,0,0,0,3,0,4,8,3,3,3,9,8,10,4,6,43,79,28,25,31,15,22,30,17,5,253
UCL521010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,8,14,3,9,17,4,0,0,60,0,0,0,0,0,0,4,0,0,7,0,0,6,7,4,4,8,0,0,35,50,29,22,20,31,23,10,8,0,196,6,8,7,0,8,8,6,4,0,43,68,47,54,36,61,61,53,23,6,401,0,4,4,3,14,16,34,23,7,94,16,10,20,7,11,3,12,4,0,84,0,0,6,0,3,3,9,6,0,25,0,0,0,0,0,0,0,0,0,8,0,0,3,4,8,12,20,9,5,51,0,0,0,0,3,5,15,7,7,41,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,10,6,4,22,6,13,25,8,18,17,5,0,0,104,0,0,0,0,0,3,4,0,0,9,7,7,10,7,7,11,14,0,0,64,106,59,40,51,58,45,20,20,0,400
UCL521011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,7,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,0,0,0,17,68,25,23,36,28,20,10,0,0,209,3,0,0,0,0,3,0,0,0,11,80,37,33,53,47,35,15,9,0,307,0,0,0,3,9,19,15,4,0,50,12,5,6,11,5,4,5,0,0,52,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,0,0,24,0,0,0,0,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,0,0,10,3,6,3,8,5,5,4,0,0,42,0,0,0,0,0,0,0,0,0,0,9,0,0,6,11,6,9,0,0,35,132,50,48,70,58,29,11,4,0,398
UCL521012,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,13,0,4,5,3,5,8,7,0,0,31,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,10,4,0,0,24,40,17,19,16,17,17,18,0,0,140,0,3,0,4,0,5,4,0,0,13,46,19,27,21,34,58,59,10,5,274,0,0,0,3,10,13,39,7,3,72,4,4,11,5,14,13,15,0,0,55,0,0,0,0,3,8,11,0,0,24,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,11,7,3,32,0,0,0,0,5,7,8,0,0,23,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,11,9,4,0,26,0,9,3,3,11,11,13,0,0,46,0,0,0,0,0,0,8,0,0,12,0,4,4,4,4,15,10,0,0,41,66,31,31,33,45,46,35,8,0,292
UCL521013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,15,9,6,15,4,6,0,0,51,0,0,0,0,0,0,0,0,0,0,3,4,3,3,7,8,3,3,0,40,63,31,31,36,42,34,19,5,0,265,4,0,7,5,0,3,3,0,0,29,81,51,56,51,77,64,48,12,4,448,0,0,4,7,20,20,24,10,4,85,17,9,15,7,12,10,12,5,0,78,0,0,0,0,0,3,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,8,4,0,27,0,0,0,0,4,7,12,6,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,20,5,17,16,12,19,11,6,0,0,89,0,0,0,0,0,0,0,0,0,0,3,8,10,10,9,21,10,4,0,69,138,80,68,59,86,74,42,4,0,553
UCL521014,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,6,10,3,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,6,0,0,30,41,18,18,14,33,25,12,0,0,172,22,13,4,8,13,12,7,5,0,80,64,32,33,41,63,62,47,12,0,360,0,0,0,4,8,17,39,4,0,71,9,4,9,4,7,7,10,0,0,47,0,0,0,0,0,3,7,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,18,18,6,0,60,0,0,0,0,4,6,14,5,0,39,0,0,0,0,0,0,9,5,0,15,0,0,0,0,0,7,13,0,3,25,0,7,4,9,11,12,11,0,0,52,0,0,0,0,0,3,4,0,0,4,0,4,8,5,14,12,11,3,0,54,79,35,41,32,72,68,30,8,4,360
UCL521015,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,8,5,3,17,0,0,8,4,7,4,6,4,0,29,0,0,0,0,0,0,3,0,4,9,0,0,3,6,3,3,3,0,0,23,34,16,18,16,10,19,14,14,0,142,8,0,8,0,3,6,7,4,5,27,48,18,38,29,27,46,58,36,21,317,0,0,0,3,0,20,39,22,16,106,11,9,6,10,9,8,8,8,4,60,0,0,0,0,0,0,11,9,7,32,0,0,0,0,0,0,0,0,9,3,0,0,0,3,3,7,18,10,10,47,0,0,0,0,0,5,15,6,11,38,0,0,0,0,0,5,3,0,4,17,0,0,0,0,0,4,10,3,7,27,0,3,10,7,7,14,8,4,0,54,0,0,0,0,0,0,4,3,4,10,7,4,4,10,3,9,9,5,0,47,63,41,42,34,30,34,32,18,5,293
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,45,39,31,24,21,21,15,5,4,200,8,3,0,10,3,0,0,0,3,33,57,45,42,36,41,26,35,17,13,313,0,0,0,0,3,10,15,8,9,52,10,11,3,8,5,7,3,4,0,60,0,0,0,0,0,3,6,5,5,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,11,4,7,3,34,0,0,0,0,0,7,8,8,3,28,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,5,6,7,0,19,0,6,7,3,7,4,5,0,0,31,0,0,0,0,0,0,0,0,0,4,3,0,6,3,6,0,6,0,0,29,92,69,73,46,44,39,33,13,7,410
UCL521017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,6,0,0,0,33,0,0,0,0,0,6,0,0,0,4,0,3,0,0,4,0,3,0,6,19,62,22,37,33,18,15,11,5,3,197,14,5,9,4,5,5,3,4,0,51,86,39,53,50,33,34,28,22,15,345,0,0,0,3,3,7,14,12,3,38,8,6,12,5,5,3,5,4,0,53,0,0,0,0,0,6,6,7,3,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,13,7,7,0,35,0,0,0,0,3,5,4,12,0,26,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,4,5,0,13,0,3,9,8,5,11,5,0,0,49,0,0,0,0,0,6,0,0,0,3,0,3,5,3,6,5,11,4,3,37,123,40,67,69,41,30,19,12,3,396
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,6,9,8,3,4,3,0,42,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,4,5,0,20,47,16,22,19,21,17,3,0,3,149,0,6,0,0,4,0,0,0,0,13,45,30,27,37,35,36,26,23,4,262,0,0,0,5,7,13,18,11,5,64,3,3,8,4,9,15,7,7,0,54,0,0,0,0,0,4,3,3,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,4,4,0,19,0,0,0,0,0,3,5,6,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,6,0,7,3,13,13,14,18,8,4,5,0,78,0,0,0,0,0,0,5,4,0,6,9,3,7,0,3,9,4,3,0,46,92,44,40,40,40,25,21,8,3,312
UCL521019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,5,6,3,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,4,7,8,3,0,0,22,37,11,28,23,18,35,24,10,0,188,11,8,12,11,6,14,11,7,3,85,54,29,42,39,45,65,55,21,3,371,0,0,0,4,6,21,19,8,0,61,7,6,3,8,0,8,3,3,0,49,0,0,0,0,4,9,15,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,15,0,0,40,0,0,0,0,0,7,21,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,9,0,6,7,3,15,9,11,6,0,59,0,0,0,0,0,0,4,0,0,8,0,0,0,4,9,13,9,0,0,40,69,25,45,53,44,55,53,17,3,360
UCL521020,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,6,0,8,8,7,5,11,5,0,0,48,0,0,0,0,0,0,3,0,0,6,0,0,4,0,0,4,8,7,0,25,49,27,21,22,34,31,29,4,0,202,0,6,0,5,4,4,3,3,0,21,59,32,35,39,49,57,71,20,5,366,0,0,0,0,11,19,53,15,4,110,4,9,7,9,12,11,13,8,0,69,0,0,0,5,4,3,20,3,0,33,0,0,0,0,0,0,5,3,0,11,0,0,0,0,9,3,23,6,0,47,0,0,0,0,3,12,22,12,0,54,0,0,0,0,0,0,7,0,0,6,0,0,0,0,7,0,10,9,0,23,0,7,12,14,12,13,14,7,0,74,0,0,0,0,0,0,8,0,0,11,0,0,4,8,7,11,14,8,0,49,93,48,31,40,72,66,48,7,0,416
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,10,7,6,7,4,6,0,0,40,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,15,8,4,4,49,83,26,38,40,28,21,26,5,4,278,11,3,8,3,6,0,4,0,0,34,101,41,54,63,47,55,55,29,5,452,0,0,3,4,4,20,16,20,5,70,12,5,3,11,8,7,3,4,0,58,0,0,0,5,0,8,12,7,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,9,9,11,5,37,0,0,0,0,4,5,9,13,3,42,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,4,5,3,0,17,3,10,6,13,7,9,10,4,0,53,0,0,0,0,0,4,5,3,0,11,5,0,0,8,13,27,11,7,3,76,173,58,69,83,51,49,47,19,4,550
UCL521022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,5,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,23,56,17,26,34,46,31,16,0,0,227,9,7,0,4,11,8,9,0,0,51,65,23,33,48,76,59,40,10,4,363,0,0,0,0,4,12,17,0,6,41,5,4,0,3,15,5,4,0,0,31,0,0,0,0,4,6,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,3,7,7,7,0,0,39,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,12,7,0,0,39,113,47,57,63,90,63,41,6,0,479
UCL521023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,6,8,5,0,0,35,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,3,9,3,0,20,51,16,25,26,16,17,6,0,0,157,9,4,3,3,0,7,7,0,0,33,60,19,44,43,24,34,32,9,7,277,0,0,6,4,6,13,18,3,8,56,6,0,7,3,0,6,0,0,0,33,0,0,0,0,3,11,10,3,0,26,0,0,0,0,0,0,0,0,6,8,0,0,0,0,3,11,15,5,3,37,0,0,0,0,0,9,13,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,5,0,5,13,6,4,15,12,0,0,54,0,0,0,0,0,5,6,0,3,14,0,0,4,3,0,6,8,3,0,31,100,33,47,55,35,29,17,0,0,322
UCL521024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,8,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,6,5,6,5,0,0,28,129,105,111,91,52,33,15,0,0,539,51,15,27,19,18,12,10,0,4,150,193,124,153,132,99,76,42,12,0,828,0,0,0,4,3,10,7,3,0,27,4,4,11,8,7,8,4,0,0,55,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,4,0,8,0,0,3,6,16,23,17,9,0,75,0,5,0,5,4,10,5,0,0,35,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,6,0,0,0,9,0,4,12,4,4,8,0,0,0,31,0,0,0,0,3,0,4,0,0,10,3,6,8,5,10,13,6,0,0,47,285,194,189,163,111,64,37,7,0,1050
UCL521025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,9,0,3,4,12,11,4,11,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,3,0,30,66,18,43,33,26,19,12,8,0,223,3,4,7,0,3,4,12,4,0,37,72,21,68,45,51,46,46,33,9,388,0,3,3,4,15,11,24,17,11,81,6,3,8,5,3,5,8,6,0,50,0,0,0,0,3,13,6,3,7,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,7,10,0,29,0,0,0,0,4,6,13,3,3,32,0,0,0,0,0,0,4,3,0,9,0,0,0,4,0,4,8,11,0,23,0,6,10,13,11,7,9,6,0,56,0,0,0,0,0,0,0,0,0,4,7,4,6,4,9,9,11,4,3,55,146,22,85,65,58,52,30,16,3,472
