UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL515033,9,5,5,5,3,0,0,0,0,23,31,30,174,212,118,72,15,0,0,643,0,0,0,0,0,0,0,0,0,5,5,23,161,248,161,79,19,0,0,697,0,0,5,3,3,0,0,0,0,12,0,5,5,0,3,5,0,0,0,13,4,0,19,17,9,9,0,0,0,49,0,0,7,9,7,3,0,0,0,31,22,7,14,14,9,5,0,0,0,72,9,4,18,22,6,11,0,0,0,65,0,0,9,15,4,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,7,0,3,0,0,0,6,3,4,15,18,8,3,0,0,0,51,0,5,21,25,19,14,5,0,0,80,4,11,47,46,23,16,0,0,0,153,0,0,25,33,16,8,0,0,0,87,0,0,0,0,0,0,0,0,0,4
UCL515034,0,0,0,3,3,0,0,0,0,13,26,36,108,120,120,78,16,0,0,512,0,3,15,8,9,4,0,0,0,50,0,5,43,39,53,24,0,0,0,168,0,5,0,10,15,6,3,0,0,38,0,0,4,0,7,3,0,0,0,14,12,11,36,27,36,27,6,0,0,152,0,0,9,3,0,5,0,0,0,22,9,8,22,26,21,9,3,0,0,108,13,8,14,6,7,7,0,0,0,59,0,0,11,3,4,12,0,0,0,39,0,0,4,0,0,0,0,0,0,6,0,0,4,4,6,0,0,0,0,14,0,0,5,0,3,3,0,0,0,13,0,0,16,9,11,9,3,4,0,47,0,4,9,6,13,5,5,0,0,43,0,0,0,9,12,11,4,0,0,44,0,8,15,22,21,19,7,0,0,86,4,9,22,37,41,24,4,0,0,145,0,0,3,4,4,4,0,0,0,19
UCL515035,0,0,0,0,10,5,0,0,0,15,18,18,47,37,51,60,23,4,0,263,5,7,12,6,3,15,13,0,0,67,0,0,5,0,0,3,0,0,0,20,0,0,12,10,5,0,0,0,0,30,0,0,0,0,0,5,0,0,0,5,0,3,4,8,0,16,0,0,0,33,0,0,7,7,10,3,0,0,0,26,5,0,4,11,10,10,6,0,0,45,5,0,4,4,0,5,0,0,0,17,0,0,0,6,14,8,3,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,5,0,0,9,0,7,14,5,0,0,43,0,0,0,14,6,9,4,0,0,35,0,4,18,10,12,19,5,0,0,65,0,0,0,0,0,0,0,0,0,0
UCL515036,0,4,4,0,3,3,0,0,0,20,26,32,64,82,96,88,25,3,0,398,0,3,8,6,5,8,3,0,0,32,0,9,25,37,32,26,0,0,0,131,7,8,22,22,36,36,9,0,0,142,0,0,0,6,3,0,0,0,0,12,4,9,25,11,26,30,9,0,0,115,0,0,0,5,0,4,0,0,0,13,10,4,6,9,8,7,5,6,0,61,5,6,5,0,9,5,3,0,0,26,0,0,3,0,7,9,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,7,4,0,7,0,0,0,0,14,0,4,0,4,8,8,0,0,0,25,0,0,7,12,9,18,6,0,0,48,0,0,3,13,15,14,3,0,0,59,0,8,16,11,28,27,10,0,0,94,0,0,3,0,3,4,0,0,0,9
UCL515037,0,4,3,5,3,0,0,0,0,14,21,33,114,127,75,31,5,0,0,405,0,0,0,0,0,0,0,0,0,0,8,30,153,186,104,64,6,0,0,549,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,11,11,8,7,0,0,0,26,0,0,0,3,3,4,0,0,0,12,23,3,11,5,3,4,0,0,0,47,4,5,12,6,4,0,0,0,0,31,0,0,3,5,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,8,11,14,12,6,0,0,0,48,0,0,0,13,0,0,3,0,0,29,0,4,20,23,11,3,0,0,0,69,9,0,23,20,24,0,0,0,0,85,0,0,0,0,0,0,0,0,0,3
UCL515038,0,0,6,0,9,4,0,0,0,20,21,19,61,78,98,116,41,5,0,435,4,0,13,16,3,10,12,4,0,61,4,3,7,5,13,22,0,0,0,52,0,4,7,7,3,4,0,0,0,25,0,0,4,6,5,6,0,0,0,26,0,3,14,11,12,19,6,5,0,71,3,0,6,4,8,14,0,0,0,41,15,0,12,10,13,14,5,0,0,71,11,0,3,5,15,14,0,0,0,59,0,0,10,7,8,10,10,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,5,0,0,11,0,3,9,3,6,6,3,0,0,33,0,3,7,0,0,9,0,0,0,21,0,0,5,16,16,14,4,0,0,66,0,3,10,18,23,20,4,0,0,80,0,5,17,22,25,40,12,5,0,125,0,0,0,0,0,3,0,0,0,5
UCL521001,0,0,0,0,0,0,0,0,0,4,10,7,9,28,36,28,3,0,0,123,0,0,0,0,0,0,0,0,0,0,0,6,9,10,12,14,0,0,0,49,0,0,0,4,5,4,0,0,0,14,0,3,4,3,6,9,0,0,0,23,5,0,3,3,0,4,3,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,3,0,0,0,19,6,0,0,4,0,3,3,0,0,20,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,5,0,0,0,0,8,4,0,0,0,16,0,0,3,5,14,7,3,0,0,27,0,0,0,4,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0
UCL521002,0,0,0,0,0,4,0,0,0,8,13,9,15,25,48,29,18,3,0,158,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,8,0,0,0,46,0,0,8,5,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,5,6,8,0,0,0,0,0,23,0,0,0,0,3,0,0,0,0,4,3,5,7,0,9,0,0,0,0,26,4,4,0,0,0,0,0,0,0,13,0,0,0,0,0,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,3,7,12,5,0,0,30,0,0,6,3,10,4,3,0,0,25,0,3,0,4,5,10,3,0,0,32,0,0,0,0,0,0,0,0,0,3
UCL521003,0,0,0,0,0,0,0,0,0,6,3,3,10,27,23,31,15,0,0,119,0,0,5,3,4,4,9,0,0,31,0,0,0,3,5,3,0,0,0,9,0,0,0,10,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,20,0,0,0,0,0,5,4,0,0,8,0,0,6,4,3,7,3,0,0,17,0,4,0,0,4,0,4,0,0,11,0,0,0,0,3,4,3,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,4,0,0,0,24,0,0,0,10,9,6,0,0,0,22,0,0,4,5,4,18,4,0,0,39,0,0,0,0,0,4,0,0,0,3
UCL521004,0,0,0,0,0,0,0,0,0,0,0,5,21,10,16,7,0,0,0,62,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,0,3,13,5,3,4,0,0,0,37,0,0,3,3,4,0,0,0,0,20,0,8,3,0,4,0,0,0,0,15
UCL521005,0,0,0,3,0,4,0,0,0,8,8,19,38,48,43,54,8,0,0,216,4,0,5,3,0,8,5,0,0,23,0,6,32,40,42,30,3,0,0,153,0,9,12,14,13,8,0,0,0,58,0,0,0,0,0,3,0,0,0,3,0,0,5,6,6,9,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,9,0,0,0,24,6,0,3,4,4,7,5,0,0,23,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,6,9,3,0,0,0,14,0,0,10,3,3,8,4,0,0,27,0,0,6,8,9,8,5,0,0,38,0,0,4,5,3,8,3,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL521006,0,0,0,0,0,5,0,0,0,12,15,6,23,47,42,57,10,3,0,204,0,0,3,0,0,4,5,0,0,18,0,0,0,12,6,17,0,0,0,31,3,4,9,6,7,8,0,0,0,36,0,0,3,0,3,0,0,0,0,9,3,5,10,7,7,7,0,0,0,38,0,0,3,0,3,0,0,0,0,12,0,5,6,4,6,4,3,0,0,39,8,3,0,3,3,0,0,0,0,19,4,0,4,8,3,10,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,11,0,0,0,4,5,9,0,0,0,24,6,0,3,11,15,15,0,0,0,50,0,0,5,9,14,16,0,0,0,46,0,0,0,0,0,0,0,0,0,0
UCL521007,0,0,0,0,0,0,0,0,0,3,3,14,14,21,19,19,3,4,0,103,0,4,10,7,4,7,6,0,0,40,0,7,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,3,0,0,0,9,0,4,0,0,0,0,0,0,0,10,7,4,0,3,0,5,0,0,0,15,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,7,5,3,3,0,0,0,17,0,3,5,3,6,0,0,0,0,20,0,0,6,6,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL521008,0,0,5,0,0,0,0,0,0,3,3,4,14,14,15,17,10,0,0,84,0,0,3,3,6,5,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,7,0,0,5,6,0,5,0,0,0,16,0,0,5,5,0,0,6,0,0,13,0,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,0,0,0,0,6,9,0,0,0,19,0,0,5,3,3,3,0,0,0,27,0,3,0,0,7,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL521009,0,0,0,0,0,0,0,0,0,0,0,6,13,20,21,17,3,4,0,83,0,0,4,3,0,7,9,7,0,27,0,0,0,5,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,4,10,7,6,0,0,0,32,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,3,0,0,0,6,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,6,0,0,0,22,0,0,0,7,7,4,0,0,0,19,0,0,3,9,6,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL521010,0,0,0,0,0,0,0,0,0,0,5,12,24,18,39,32,4,0,0,137,0,0,0,0,0,0,0,0,0,7,0,0,3,7,4,8,0,0,0,21,0,0,3,4,4,4,0,0,0,34,0,0,0,0,3,0,0,0,0,12,4,5,5,9,8,10,0,0,0,39,0,0,0,0,0,0,0,0,0,6,3,6,7,4,8,4,0,0,0,20,3,5,0,0,0,5,4,0,0,18,0,3,0,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,5,0,3,0,0,7,9,0,0,0,15,0,0,3,4,7,7,0,0,0,24,3,3,10,11,13,12,5,0,0,42,0,0,0,0,6,0,0,0,0,7
UCL521011,0,0,0,0,0,0,0,0,0,0,8,9,21,46,42,16,6,0,0,149,0,0,0,0,5,7,0,0,0,6,0,5,4,13,9,4,0,0,0,31,5,7,8,14,10,5,0,0,0,44,0,0,0,3,3,0,0,0,0,6,0,3,8,9,6,3,0,0,0,39,0,0,0,6,3,0,0,0,0,12,0,3,3,3,5,5,0,0,0,23,8,0,0,0,0,0,0,0,0,12,0,0,3,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,15,0,0,0,8,12,6,0,0,0,24,0,0,8,10,10,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0
UCL521012,0,0,0,0,5,0,0,0,0,4,6,5,24,17,28,37,9,0,0,120,0,0,0,0,0,0,4,0,0,4,0,0,4,3,8,4,0,0,0,19,0,0,8,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,10,3,0,0,32,0,0,0,0,0,0,0,0,0,5,7,0,5,4,9,4,0,0,0,23,3,0,6,3,0,0,0,0,0,24,0,0,0,0,8,9,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,0,3,5,7,0,0,0,23,3,0,0,8,6,8,0,0,0,23,0,0,3,3,9,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0
UCL521013,0,0,0,0,0,4,0,0,0,9,21,14,43,43,56,38,11,0,0,222,0,0,0,0,0,0,0,0,0,0,0,6,5,8,9,7,0,0,0,42,0,0,4,4,8,3,0,0,0,26,0,0,3,0,5,0,0,0,0,7,5,4,12,6,8,13,0,0,0,51,0,0,4,5,4,0,0,0,0,18,8,5,5,0,11,9,0,0,0,42,8,3,6,3,5,0,0,0,0,28,0,0,0,4,3,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,3,3,0,6,0,4,0,0,21,0,0,0,3,0,3,0,0,0,7,0,3,8,10,7,13,0,0,0,43,0,3,4,5,8,10,3,0,0,32,0,3,9,16,16,17,0,0,0,46,0,0,0,0,0,0,0,0,0,4
UCL521014,0,0,0,0,3,5,0,0,0,6,3,4,17,20,44,30,9,0,0,128,0,0,0,0,0,0,0,0,0,0,0,3,9,14,26,15,3,0,0,75,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,6,0,0,20,0,0,4,0,6,0,0,0,0,4,4,0,5,11,3,4,3,0,0,27,3,0,0,3,0,7,0,0,0,14,0,0,5,4,3,13,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,0,0,3,0,0,0,0,7,4,0,0,0,10,0,0,5,3,12,12,0,0,0,31,0,0,6,0,4,7,0,0,0,27,0,0,0,3,10,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL521015,0,0,0,0,0,0,0,0,0,4,3,9,31,25,22,28,16,0,0,135,3,4,10,0,4,19,15,0,0,52,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,5,5,4,5,0,0,0,17,0,3,4,4,8,6,5,0,0,31,0,9,3,0,5,10,0,0,0,30,6,0,9,0,3,0,0,0,0,20,0,0,4,6,7,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,6,5,7,4,3,3,0,0,27,0,0,5,4,3,3,0,0,0,18,0,0,7,7,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL521016,0,0,0,0,0,0,0,0,0,8,5,14,21,21,28,20,8,0,0,118,3,9,9,10,6,4,4,0,0,36,0,0,4,0,0,5,5,0,0,11,3,5,12,4,10,3,0,0,0,39,0,3,0,0,4,3,0,0,0,8,0,0,3,3,0,5,4,0,0,20,0,3,6,0,3,0,0,0,0,19,0,8,7,3,5,4,0,0,0,21,3,0,3,0,0,0,0,0,0,8,0,0,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,3,0,18,0,5,13,9,9,9,3,0,0,47,0,0,5,6,9,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0
UCL521017,0,3,0,0,0,0,0,0,0,8,4,13,35,38,25,23,7,3,0,138,0,0,10,11,5,5,8,3,0,46,0,0,6,5,0,0,0,0,0,12,0,6,20,26,13,10,4,0,0,72,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,5,0,0,0,13,0,5,7,0,4,0,0,0,0,15,3,0,5,5,0,7,0,0,0,18,0,0,3,5,3,0,0,0,0,17,0,0,3,6,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,4,0,6,10,5,0,0,0,21,0,0,13,3,3,0,6,0,0,21,0,0,3,8,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0
UCL521018,0,0,0,0,0,0,0,0,0,3,5,12,21,24,31,18,8,0,0,121,0,4,5,3,0,0,6,0,0,26,0,0,3,8,0,5,0,0,0,18,0,4,9,10,10,5,0,0,0,35,0,0,0,0,0,0,0,0,0,3,4,0,9,6,6,3,0,0,0,25,0,4,0,0,7,0,0,0,0,7,3,6,0,0,0,3,0,0,0,19,11,0,0,0,0,0,0,0,0,16,0,0,4,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,5,0,0,4,4,7,4,4,0,0,18,0,0,10,7,9,3,0,0,0,33,0,0,0,0,0,0,0,0,0,3
UCL521019,0,0,0,0,0,0,0,0,0,3,4,12,34,24,33,35,8,0,0,152,0,3,0,0,6,4,3,0,0,17,0,0,0,4,3,0,0,0,0,11,0,0,0,6,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,7,0,0,0,5,7,9,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,10,3,8,9,5,0,0,39,4,7,10,10,10,14,4,0,0,47,0,0,0,4,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,5,5,6,4,3,0,0,18,5,0,13,9,11,10,0,0,0,44,0,0,0,6,0,9,0,0,0,20,0,0,4,3,0,8,0,0,0,9,0,5,3,0,0,6,0,0,0,18
UCL521020,0,0,0,0,3,0,0,0,0,7,9,10,19,25,38,26,6,0,0,139,3,4,0,6,6,4,0,0,0,23,0,0,6,10,19,15,0,0,0,47,0,0,0,0,6,8,0,0,0,12,0,0,0,0,3,4,0,0,0,11,0,0,5,9,12,5,0,0,0,31,0,0,0,0,0,0,0,0,0,8,3,4,3,3,3,4,3,0,0,28,3,0,0,3,5,7,0,0,0,17,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,7,0,0,0,15,0,0,0,0,8,8,0,0,0,11,0,0,3,7,8,6,0,0,0,29,3,0,3,4,6,7,0,0,0,22,0,0,0,3,6,0,0,0,0,3
UCL521021,0,3,0,3,0,4,0,0,0,12,13,13,42,52,36,36,7,3,0,198,3,3,22,17,14,7,13,4,0,88,0,3,15,14,9,7,0,0,0,52,3,0,6,10,5,0,0,0,0,21,0,0,0,0,5,3,0,0,0,4,0,0,8,18,8,7,0,0,0,49,0,0,0,0,7,0,0,0,0,6,0,3,0,3,6,0,0,0,0,25,3,5,0,6,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,13,0,0,0,0,3,4,7,0,0,14,0,0,7,9,7,5,0,0,0,23,0,0,3,9,3,12,0,0,0,26,0,0,0,5,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0
