UCL_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
UCL521003,0,0,0,0,25,25,0,0,0,0,14,14,4,0,0,0,22,30,17,3,3,0,11,38,23,0,0,0,14,42,32,3,8,0,19,58,47,4,27,3,18,98,33,5,7,12,3,63,18,0,3,4,0,25,170,17,53,30,123,386,0,0,0,0,12,12,0,0,0,0,7,14,7,0,0,0,16,21,25,4,0,0,9,45,26,3,9,0,9,50,39,9,10,10,12,77,47,8,28,5,0,97,29,0,8,14,3,57,9,0,0,19,0,26,177,17,68,51,74,387,0,0,0,0,34,34,0,0,0,0,23,23,13,0,0,0,39,48,48,7,8,0,22,82,45,3,16,0,27,90,67,11,22,10,30,132,97,6,54,16,21,193,60,6,15,26,9,118,20,0,3,23,0,49,345,37,118,73,197,770
UCL521004,0,0,0,0,22,22,3,0,0,0,23,30,13,0,0,0,33,46,4,0,0,0,26,37,13,0,0,0,14,27,10,0,0,0,3,20,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,54,5,0,0,132,184,0,0,0,0,26,24,5,0,0,0,19,24,16,3,0,0,43,62,16,3,0,0,22,35,15,3,5,8,20,46,5,0,0,8,10,27,0,0,0,7,0,8,0,0,0,0,0,3,0,0,0,0,0,0,63,13,3,25,143,234,0,0,0,0,53,55,13,0,0,0,41,53,30,8,0,0,70,109,18,5,0,0,48,73,32,3,5,8,39,76,17,0,0,11,14,45,0,0,0,10,3,16,3,0,0,0,0,0,0,0,0,0,0,0,111,14,3,23,268,423
UCL521005,0,0,0,0,18,18,0,0,0,0,25,24,11,5,0,0,52,70,45,0,0,0,20,66,30,9,20,0,20,77,55,0,15,0,22,94,35,4,13,8,5,67,16,4,5,3,0,28,4,0,0,0,0,3,199,17,54,17,153,440,0,0,0,0,29,29,0,0,0,0,14,21,22,6,5,0,39,71,45,3,3,0,21,72,31,5,12,0,17,59,43,5,18,3,13,81,34,3,12,7,4,58,7,0,7,6,0,20,0,0,0,8,0,3,190,24,55,24,132,425,0,0,0,0,41,41,0,0,0,0,40,45,40,5,8,0,87,140,84,10,6,0,37,138,70,9,30,0,32,142,92,7,31,5,33,176,75,8,24,14,4,125,28,4,11,13,3,52,4,0,0,8,0,10,386,42,109,36,289,867
UCL521006,0,0,0,0,16,16,0,0,0,0,19,19,7,0,0,0,24,32,30,6,3,0,9,50,27,0,9,0,11,47,56,0,12,0,11,78,42,0,11,4,5,62,28,0,0,0,0,32,4,0,0,0,0,5,189,10,40,6,89,333,0,0,0,0,24,24,0,0,0,0,12,11,12,0,0,0,26,41,35,0,3,0,12,56,31,5,5,0,11,52,50,3,18,3,9,82,44,3,10,9,3,60,17,0,4,14,0,34,4,0,0,0,0,4,192,14,41,30,99,372,0,0,0,0,40,40,0,0,0,0,30,29,21,0,0,0,51,67,64,4,6,0,25,102,53,3,16,4,21,103,108,3,33,4,20,163,85,3,13,8,9,120,44,0,6,16,3,70,4,0,0,4,0,5,383,28,78,33,183,703
UCL521007,0,0,0,0,14,14,0,0,0,0,9,17,4,0,0,0,16,19,8,0,3,0,5,15,10,5,0,0,11,28,30,0,4,0,9,44,24,0,9,0,3,42,10,0,7,4,5,24,5,0,0,0,0,9,87,4,26,6,78,207,0,0,0,0,9,9,6,0,0,0,22,23,4,0,0,0,17,26,9,6,0,0,15,35,17,0,3,0,9,29,25,3,11,3,7,49,13,0,11,5,3,42,7,3,10,19,0,31,0,0,0,9,0,13,83,14,26,40,77,248,0,0,0,0,23,23,5,0,0,0,28,34,12,0,0,0,38,47,22,4,0,0,22,54,24,5,6,0,19,59,53,7,11,3,17,89,39,0,24,11,9,80,17,7,16,19,5,56,3,0,0,10,0,21,171,25,62,45,156,458
UCL521008,0,0,0,0,10,10,0,0,0,0,13,13,3,0,0,0,10,18,10,0,0,0,12,28,7,3,3,0,17,33,17,5,9,0,10,40,12,6,3,7,11,37,18,0,0,7,0,29,9,0,0,6,0,13,87,11,16,14,77,217,0,0,0,0,14,14,0,0,0,0,10,10,10,5,0,0,11,27,9,4,0,0,11,26,20,3,5,0,3,31,16,8,5,3,0,34,20,0,6,0,0,32,15,0,3,18,0,38,3,0,0,13,0,23,101,13,21,39,59,231,0,0,0,0,16,16,0,0,0,0,27,27,14,5,0,0,22,41,23,5,5,0,24,55,30,3,10,0,18,61,40,6,10,0,11,73,35,3,14,7,7,70,32,0,5,23,3,68,9,0,0,19,4,39,188,23,36,53,136,442
UCL521009,0,0,0,0,18,18,0,0,0,0,16,16,9,0,0,0,16,21,24,0,4,0,11,28,8,0,8,0,12,29,23,6,7,0,4,39,38,0,11,6,3,58,14,0,4,4,0,27,5,0,0,0,0,6,127,6,24,13,76,247,0,0,0,0,7,7,0,0,0,0,3,8,9,0,0,0,18,22,14,0,0,0,4,26,16,0,0,0,6,32,29,0,4,0,0,31,28,4,12,4,3,55,21,0,7,9,0,34,0,0,5,12,0,12,118,7,23,28,44,226,0,0,0,0,26,26,0,0,0,0,22,19,19,0,0,0,27,44,33,0,5,0,17,51,28,0,9,0,17,57,52,4,9,0,10,72,68,4,18,13,6,110,33,0,7,18,0,65,3,0,5,9,0,25,242,16,51,37,122,469
UCL521010,0,0,0,0,31,31,0,0,0,0,26,29,14,0,4,0,33,48,15,3,10,0,15,38,27,4,7,0,18,53,30,0,3,0,5,47,32,0,9,0,0,45,17,0,3,5,5,27,4,0,0,0,0,7,142,8,34,3,129,320,0,0,0,0,24,24,0,0,0,0,24,24,15,0,4,0,30,54,17,0,7,0,11,36,25,3,10,0,15,61,34,5,8,0,4,61,33,0,15,3,0,53,16,0,3,8,0,23,0,0,0,6,0,6,142,13,45,19,113,337,0,0,0,0,54,54,0,0,0,0,54,52,34,0,7,0,64,97,34,5,15,0,21,79,56,6,16,0,33,109,69,4,13,0,10,105,63,0,21,4,0,95,35,0,11,10,5,52,4,0,0,6,0,12,288,22,81,24,243,664
UCL521011,0,0,0,0,13,13,0,0,0,0,15,15,12,0,0,0,16,35,38,0,0,0,8,48,26,0,3,0,9,42,27,4,3,0,0,33,19,0,0,0,0,19,3,0,0,0,0,11,0,0,0,0,0,0,125,3,8,3,61,205,0,0,0,0,19,19,0,0,0,0,9,9,14,0,0,0,18,33,40,3,4,0,11,53,36,3,3,0,4,47,22,4,4,3,4,35,7,0,3,0,0,15,4,0,0,0,0,9,0,0,0,0,0,0,127,12,9,8,72,225,0,0,0,0,34,34,0,0,0,0,25,25,31,0,0,0,35,65,76,3,6,0,17,103,63,5,3,0,19,87,52,3,4,3,8,63,22,0,3,4,0,36,8,0,0,3,0,14,0,0,0,0,0,0,247,14,25,14,130,433
UCL521012,0,0,0,0,13,13,0,0,0,0,7,7,6,0,0,0,19,26,14,0,0,0,10,30,22,7,3,0,8,42,25,0,16,0,16,52,31,0,7,0,3,41,8,0,4,5,0,19,0,0,0,0,0,7,102,6,38,11,80,234,0,0,0,0,15,15,0,0,0,0,4,4,9,0,0,0,18,27,13,0,0,0,7,21,21,0,3,0,10,34,28,5,11,0,8,58,25,3,12,15,0,59,4,0,0,0,0,10,0,0,0,3,0,5,101,10,28,22,63,229,0,0,0,0,29,29,0,0,0,0,13,13,24,0,0,0,33,60,29,0,0,0,17,48,35,6,9,0,20,77,51,7,26,0,20,107,55,7,16,15,3,99,12,0,3,8,0,23,0,0,5,4,0,9,211,18,66,27,142,462
UCL521013,0,0,0,0,45,45,0,0,0,0,20,20,19,0,0,0,37,54,22,3,0,0,18,46,42,4,6,0,12,67,46,4,6,0,13,70,31,0,7,0,3,45,8,0,0,4,0,17,0,0,0,0,0,4,173,17,27,7,145,366,0,0,0,0,28,28,0,0,0,0,15,17,28,0,0,0,37,56,27,10,4,0,13,51,46,7,12,0,15,77,34,0,15,0,9,64,38,0,6,6,0,48,3,0,4,4,0,12,0,0,0,4,0,4,171,17,38,19,118,364,0,0,0,0,73,73,0,0,0,0,37,35,43,0,0,0,71,113,50,8,10,0,28,94,89,5,21,0,28,141,84,6,24,0,20,137,68,0,12,9,4,99,13,0,5,6,0,27,0,0,0,4,0,8,338,24,68,29,263,729
UCL521014,0,0,0,0,14,14,0,0,0,0,17,17,13,0,0,0,22,34,8,0,5,0,24,39,24,5,8,0,34,71,39,0,20,0,26,86,34,0,17,0,10,71,5,8,4,6,0,20,0,0,0,3,0,4,127,15,54,14,141,349,0,0,0,0,26,26,0,0,0,0,10,10,13,0,0,0,16,33,13,8,4,0,20,41,25,11,4,0,21,63,36,4,9,4,6,62,27,0,10,7,3,47,0,0,0,4,0,12,0,0,0,0,0,0,122,20,31,23,102,293,0,0,0,0,36,36,0,0,0,0,25,29,20,0,0,0,40,63,25,5,5,0,43,82,44,20,10,0,55,132,73,4,31,4,35,151,63,6,28,9,13,115,8,6,8,8,0,35,0,0,0,4,0,4,249,39,84,28,245,648
UCL521015,0,0,0,0,15,15,0,0,0,0,14,14,9,0,0,0,20,33,17,0,0,0,6,29,16,4,10,0,4,32,22,0,4,0,14,41,33,3,11,6,5,60,23,0,0,0,0,26,11,0,0,0,0,12,137,9,32,5,84,266,0,0,0,0,10,10,0,0,0,0,14,13,17,0,0,0,25,38,13,0,5,5,11,29,18,4,4,3,4,27,25,0,7,5,9,46,32,0,7,7,0,58,14,4,10,5,0,36,10,0,0,12,0,21,130,12,27,34,63,276,0,0,0,0,25,25,0,0,0,0,26,27,22,0,0,0,41,67,34,0,10,5,17,59,33,7,11,3,12,64,50,0,13,5,16,85,72,3,17,11,7,115,40,7,5,8,0,60,25,0,0,16,0,38,267,19,63,42,147,535
UCL521016,0,0,0,0,24,24,4,0,0,0,16,16,22,0,0,0,28,54,22,0,0,0,9,28,21,0,0,0,15,44,25,4,4,4,10,48,26,4,5,0,4,42,11,0,3,3,0,20,5,0,0,5,0,12,141,10,16,11,104,284,0,0,0,0,28,28,10,0,0,0,15,21,24,0,8,0,16,42,22,0,0,0,9,36,28,0,4,0,5,41,22,0,0,4,3,26,20,0,5,10,0,35,5,0,0,3,0,17,0,0,0,14,0,13,131,3,22,26,70,258,0,0,0,0,50,50,8,0,0,0,25,37,47,0,8,0,46,101,45,0,0,0,19,69,49,5,8,0,23,84,49,0,7,7,7,75,49,4,9,8,4,74,19,0,5,3,0,40,8,0,0,16,0,25,272,15,40,38,174,541
UCL521017,0,0,0,0,19,19,5,0,0,0,15,21,25,0,0,0,34,51,52,0,3,0,12,59,21,5,5,0,7,38,28,0,8,0,10,49,23,3,0,0,4,29,11,0,3,0,4,15,0,0,0,0,0,0,168,5,16,0,94,289,0,0,0,0,10,10,8,0,0,0,21,27,30,0,0,0,24,53,34,0,6,0,11,50,25,0,5,0,5,33,24,0,6,3,5,34,20,3,0,3,0,28,13,0,3,7,0,22,0,0,0,13,0,15,146,5,19,29,65,261,0,0,0,0,28,28,12,0,0,0,31,49,52,0,0,0,53,105,89,0,7,0,19,107,51,5,7,0,14,74,49,0,13,6,11,80,40,6,6,4,3,56,27,0,4,3,4,38,3,0,0,13,0,19,316,12,33,31,160,552
UCL521018,0,0,0,0,20,20,0,0,0,0,16,16,16,0,0,0,12,35,14,0,4,0,13,28,24,0,4,0,10,43,11,0,3,0,6,22,23,0,6,0,0,32,13,0,0,0,0,13,4,0,0,0,0,9,111,5,20,8,79,222,0,0,0,0,17,17,5,0,0,0,11,17,16,0,0,0,15,27,15,0,0,0,12,37,23,0,5,0,3,35,20,0,7,0,0,36,17,0,4,0,0,26,10,0,5,6,0,23,0,0,0,3,0,4,111,0,32,14,55,213,0,0,0,0,33,33,3,0,0,0,27,33,38,4,0,0,27,64,33,0,6,0,23,61,48,0,15,0,14,77,40,0,12,0,8,59,41,0,6,3,0,57,18,0,6,6,0,34,8,0,0,4,0,11,226,12,50,19,136,440
UCL521019,0,0,0,0,5,5,0,0,0,0,14,14,5,4,0,0,21,27,26,0,0,0,21,47,20,4,5,0,21,44,33,3,11,0,16,65,37,3,15,5,11,77,18,0,8,7,5,37,0,0,0,0,0,0,136,11,40,10,113,309,0,0,0,0,14,9,0,0,0,0,20,20,6,0,0,0,39,42,24,5,4,0,12,39,16,0,3,0,20,45,37,4,15,0,10,65,32,5,8,12,4,55,10,0,4,8,3,21,0,0,0,0,0,3,132,13,34,23,117,317,0,0,0,0,18,20,0,0,0,0,34,34,13,4,0,0,57,73,50,4,4,0,29,86,37,3,9,0,42,95,71,4,23,0,24,127,68,6,27,13,13,129,31,0,9,16,7,61,0,0,0,0,0,8,266,26,74,38,223,625
UCL521020,0,0,0,0,24,24,0,0,0,0,10,10,0,0,0,0,16,17,19,0,0,0,10,28,40,4,5,0,14,75,48,0,9,4,9,69,48,3,24,0,4,75,28,0,3,0,0,31,3,0,0,0,0,5,182,10,46,10,102,344,0,0,0,0,17,17,0,0,0,0,19,19,3,0,0,0,25,35,24,0,0,0,14,39,40,0,7,0,6,49,43,0,7,0,3,57,41,0,10,12,3,71,17,0,0,3,0,20,0,0,0,3,0,5,175,7,20,18,82,305,0,0,0,0,40,40,0,0,0,0,26,26,3,0,3,0,42,52,43,0,0,0,23,72,78,4,13,0,24,125,92,3,10,4,14,126,94,4,34,12,7,146,41,0,3,8,0,55,3,0,0,3,0,8,356,19,72,27,186,653
UCL521021,0,0,0,0,19,19,0,0,0,0,14,14,7,0,0,0,33,36,43,4,5,0,15,66,25,3,8,0,12,46,42,0,3,0,11,61,36,0,12,3,3,55,33,0,0,3,0,36,4,0,0,0,0,4,188,11,31,5,106,337,0,0,0,0,28,28,0,0,0,0,14,14,15,0,4,0,39,54,45,3,0,0,17,63,31,5,6,0,9,47,41,5,7,0,4,55,42,0,5,4,0,55,22,0,0,7,0,29,3,0,0,6,0,5,183,11,25,24,109,348,0,0,0,0,43,43,0,0,0,0,29,29,17,0,4,0,68,93,83,3,5,0,32,129,54,3,14,0,17,92,80,3,11,0,13,115,80,0,14,8,4,108,48,0,0,9,0,65,4,0,0,5,0,13,371,17,55,27,215,686
UCL521022,0,0,0,0,28,28,0,0,0,0,14,14,6,0,0,0,29,34,9,0,0,0,20,42,54,7,5,0,11,75,30,0,9,0,12,54,33,0,9,0,12,50,5,0,0,0,0,0,0,0,0,0,0,0,147,8,26,3,120,299,0,0,0,0,14,14,0,0,0,0,8,8,10,0,0,0,29,33,28,5,0,0,20,48,43,0,9,0,15,76,33,3,16,0,12,59,26,3,4,3,3,40,0,0,0,3,0,10,0,0,0,4,0,4,138,10,25,15,100,292,0,0,0,0,46,46,0,0,0,0,19,19,17,0,0,0,51,75,35,10,4,0,37,87,103,5,12,0,31,146,66,4,24,0,22,115,61,3,18,4,13,96,5,0,0,4,0,11,0,0,0,4,0,4,285,20,55,15,225,592
UCL521023,0,0,0,0,10,10,4,0,0,0,9,13,14,0,0,0,16,30,21,0,4,0,12,40,23,3,4,0,3,37,21,6,8,0,9,48,25,4,7,3,4,39,7,0,0,4,0,13,0,0,0,5,0,4,120,11,19,15,66,231,0,0,0,0,15,15,4,0,0,0,6,8,24,3,0,0,16,44,24,0,0,0,10,43,15,0,0,0,10,24,18,0,8,3,3,34,19,0,5,5,4,32,4,0,0,0,0,9,0,0,0,7,0,7,118,8,11,15,65,215,0,0,0,0,29,29,10,0,0,0,13,23,39,3,0,0,31,73,51,3,3,0,24,83,37,5,4,0,15,58,44,3,15,7,17,85,49,4,5,12,7,71,11,0,0,3,0,18,0,0,0,9,0,12,231,13,31,29,136,449
UCL521024,0,0,0,3,60,66,4,0,0,0,50,52,33,4,0,0,78,116,34,4,3,0,64,106,32,7,8,0,50,95,22,5,9,4,27,63,16,0,8,0,15,37,12,3,0,5,0,22,0,0,0,0,0,3,140,23,37,10,342,557,0,0,0,0,64,66,10,0,0,0,46,60,41,3,4,0,105,153,42,8,7,3,78,132,24,5,10,4,48,99,16,10,6,6,33,76,15,0,0,8,17,42,3,0,0,4,3,12,0,0,0,0,0,0,153,27,32,33,402,641,3,0,0,3,126,131,15,0,0,0,94,111,73,6,4,0,191,270,69,14,15,3,138,240,58,15,17,4,98,193,38,15,23,9,62,143,32,5,11,7,31,81,15,3,0,9,4,29,0,0,0,0,0,3,297,50,70,42,742,1200
UCL521025,0,0,0,0,3,3,0,0,0,0,11,11,20,0,0,0,30,51,19,3,0,0,17,46,33,0,7,0,12,56,31,9,15,0,9,62,23,4,12,4,9,44,16,6,0,0,0,17,4,0,0,0,0,9,142,16,38,8,96,300,0,0,0,0,9,9,0,0,0,0,16,16,24,0,0,0,43,68,29,3,3,0,16,45,22,4,8,0,8,51,23,4,6,4,11,46,27,5,4,9,5,46,18,0,3,19,0,33,4,0,0,5,0,9,140,13,30,33,102,318,0,0,0,0,13,13,0,0,0,0,19,19,44,0,0,0,73,117,47,3,6,0,32,92,54,6,21,0,23,104,55,8,22,6,19,106,46,0,15,12,13,91,30,3,0,19,0,57,7,0,0,3,0,15,286,22,63,44,199,617
UCL521026,0,0,0,0,21,21,0,0,0,0,18,14,13,0,0,0,10,23,27,0,0,0,14,42,50,3,7,0,11,73,28,5,12,0,13,54,19,0,10,0,0,32,11,0,3,3,0,17,3,0,0,0,0,3,154,6,29,0,84,282,0,0,0,0,28,28,0,0,0,0,21,21,16,0,0,0,18,34,33,5,5,0,16,59,49,3,9,0,13,83,31,0,9,5,3,54,17,0,8,0,0,21,11,0,4,9,0,21,0,0,0,0,0,0,157,14,35,15,101,326,0,0,0,0,48,48,0,0,0,0,38,37,30,0,0,0,35,60,58,6,4,0,26,99,104,4,18,5,28,158,63,5,18,8,9,104,31,0,12,0,0,51,16,0,12,8,4,36,3,0,0,0,0,3,311,24,64,16,190,607
UCL521027,0,0,0,0,21,21,0,0,0,0,22,22,20,0,0,0,49,68,30,0,5,0,31,61,22,4,11,0,27,66,29,4,16,0,11,64,20,0,8,3,3,34,0,0,0,0,6,5,0,0,0,4,0,4,121,14,41,3,167,345,0,0,0,0,27,27,0,0,0,0,29,29,24,0,0,0,30,52,24,3,7,0,18,51,25,11,3,0,16,52,21,3,9,5,4,39,11,0,0,0,0,20,0,0,5,0,0,13,0,0,0,0,0,0,101,18,25,10,132,286,0,0,0,0,54,54,0,0,0,0,58,58,40,4,4,0,85,121,55,9,6,0,48,114,43,17,11,0,41,117,53,8,23,5,12,100,32,4,12,8,10,57,3,0,9,0,6,12,0,0,0,4,0,4,226,32,61,8,299,633
UCL521028,0,0,0,0,25,24,0,0,0,0,8,10,7,0,0,0,35,39,14,3,3,0,17,41,17,0,5,0,20,47,32,8,11,0,21,75,27,0,15,4,11,62,23,0,15,0,4,39,3,0,0,0,0,13,128,17,39,15,139,348,0,0,0,0,29,29,0,0,0,0,9,9,15,0,0,0,19,29,14,0,3,0,19,40,21,5,8,0,12,53,31,6,17,0,9,61,29,0,12,13,5,52,14,0,9,19,4,47,6,0,4,26,0,30,125,14,49,57,106,357,0,0,0,0,53,56,0,0,0,0,15,20,28,0,0,0,44,73,30,3,8,0,33,82,36,10,11,0,34,96,62,11,30,3,34,142,54,3,22,14,17,112,39,0,17,23,9,87,9,0,3,25,4,39,257,33,92,75,250,702
UCL521029,0,0,0,0,16,16,0,0,0,0,16,15,13,3,0,0,37,54,29,4,3,0,20,54,25,3,6,0,14,47,32,5,13,0,23,76,39,3,4,6,3,50,24,0,3,0,4,32,8,0,0,3,0,13,165,18,27,8,139,361,0,0,0,0,18,18,0,0,0,0,13,16,17,0,0,0,31,43,28,0,0,0,15,44,22,3,0,0,21,52,37,0,3,0,14,67,23,0,9,8,0,55,26,0,5,18,0,53,3,0,0,24,0,25,155,9,27,56,115,366,0,0,0,0,33,33,5,0,0,0,33,32,26,3,0,0,62,100,55,0,8,0,33,97,42,4,3,0,36,94,73,9,20,0,40,138,61,8,16,15,5,100,40,0,9,24,4,83,11,0,0,30,6,42,325,34,60,63,248,723
UCL521030,0,0,0,0,7,7,3,0,0,0,15,24,8,0,3,0,35,42,5,0,6,0,16,31,25,3,7,0,16,51,30,7,18,0,9,63,44,3,16,8,6,68,31,0,5,5,0,40,5,0,3,0,0,8,152,14,47,16,116,348,0,0,0,0,4,4,0,0,0,0,19,13,13,0,0,0,56,67,11,0,3,7,15,31,26,3,7,0,8,39,38,0,14,4,7,62,40,0,13,3,4,57,20,0,3,16,5,36,3,0,0,4,0,11,144,8,41,38,107,338,0,0,0,0,19,19,3,0,0,0,33,37,19,0,3,0,89,116,19,0,5,7,31,60,47,10,11,4,23,89,72,10,30,5,14,131,76,3,25,9,10,128,47,0,11,16,5,76,9,0,3,12,0,25,294,24,84,50,223,677
UCL521031,0,0,0,0,11,11,0,0,0,0,20,20,20,3,0,0,46,69,18,5,3,0,15,37,19,3,8,0,9,45,24,3,11,0,12,48,14,0,3,0,0,22,8,0,0,0,0,12,0,0,0,0,0,4,105,19,21,9,115,270,0,0,0,0,8,8,0,0,0,0,12,12,8,6,0,0,23,46,19,0,0,0,14,40,15,0,4,0,11,35,20,3,11,5,3,43,13,0,0,4,3,18,5,0,0,4,0,11,0,0,0,0,0,0,75,10,24,9,88,209,0,0,0,0,22,22,0,0,0,0,31,31,29,8,0,0,76,112,32,3,5,0,34,80,35,6,8,4,21,81,41,5,19,9,17,89,31,3,8,4,7,45,12,0,0,8,0,17,0,0,0,0,0,4,182,29,46,17,210,480
UCL521032,0,0,0,0,17,17,0,0,0,0,15,20,8,0,0,0,57,63,10,3,0,0,12,26,10,3,5,0,16,36,26,11,9,3,13,56,7,5,11,3,7,31,9,0,0,0,5,15,0,0,0,0,0,0,58,20,22,8,149,265,0,0,0,0,27,22,0,0,0,0,29,27,11,0,0,0,52,64,7,0,0,0,25,38,13,0,0,0,13,40,8,13,8,4,14,47,7,0,0,8,5,18,0,0,0,3,0,9,0,0,0,0,0,0,52,13,17,15,167,270,0,0,0,0,43,47,4,0,0,0,43,47,20,0,0,0,108,130,15,3,0,0,38,64,28,7,6,0,35,77,35,21,10,10,28,106,13,4,16,8,12,50,3,0,0,3,9,20,0,0,0,0,0,0,112,38,39,26,317,533
UCL521033,0,0,0,0,13,13,0,0,0,0,7,11,3,0,0,0,31,32,17,3,0,0,6,30,18,4,8,0,18,57,16,10,9,4,5,47,9,5,9,0,15,35,9,3,9,0,0,18,0,0,0,0,0,0,78,24,33,4,99,243,0,0,0,0,15,15,0,0,0,0,10,10,0,0,0,0,21,26,27,0,3,0,23,53,11,10,3,5,15,40,13,0,14,10,9,49,7,10,6,7,4,25,3,0,0,0,0,6,0,0,0,0,0,0,69,23,21,13,85,220,0,0,0,0,25,25,0,0,0,0,20,23,8,0,0,0,51,56,42,6,6,0,30,82,33,18,12,6,33,93,34,13,20,11,17,96,16,10,13,7,16,63,7,3,9,4,0,24,3,0,0,0,0,9,149,48,59,18,184,465
