UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL521011,4,12,28,39,32,15,3,0,0,136,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,10,11,25,41,42,19,4,0,0,157,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,10,15,29,41,42,26,4,0,0,161,5,0,0,0,0,5,17,11,0,32,0,0,3,3,0,0,0,0,0,10,13,15,35,48,42,33,19,11,0,205,3,6,7,19,13,15,0,0,0,66,7,4,11,20,24,7,0,0,0,77,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,9,21,46,42,16,6,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,6
UCL521012,0,5,17,29,25,27,3,0,0,107,4,0,3,0,4,0,3,0,0,13,0,0,0,0,0,6,5,0,0,6,0,0,0,0,7,0,0,0,0,3,9,5,27,24,34,30,12,0,0,137,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,10,9,5,24,30,37,30,9,0,0,144,5,0,0,0,4,15,28,18,3,75,0,0,0,0,3,3,3,3,0,17,13,7,26,30,42,52,41,19,7,234,0,0,15,7,18,18,3,0,0,54,8,0,7,9,15,8,5,0,0,54,0,0,3,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,5,24,17,28,37,9,0,0,120,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL521013,5,18,36,29,35,32,6,0,0,157,7,4,3,6,8,13,3,0,0,44,0,0,4,0,3,7,0,0,0,16,3,0,0,0,4,0,0,0,0,8,19,18,42,32,52,51,10,0,0,226,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,9,21,18,47,37,51,50,13,0,0,235,21,4,6,3,12,14,33,11,4,107,0,0,3,6,3,0,4,5,0,23,45,20,54,46,67,70,45,17,4,366,0,5,16,20,26,20,0,0,0,90,12,3,20,21,26,22,9,0,0,118,4,0,4,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,6,21,14,43,43,56,38,11,0,0,222,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4
UCL521014,0,5,18,16,28,34,8,0,0,121,3,0,0,0,3,8,9,0,0,27,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,4,0,0,0,6,4,9,20,20,40,48,19,0,0,164,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,9,5,3,0,4,0,4,0,0,0,12,3,10,25,22,46,53,19,0,0,173,6,4,3,3,11,19,44,13,4,107,0,0,11,12,15,13,7,9,0,68,14,17,34,39,71,86,71,20,4,349,0,4,11,11,28,9,3,0,0,65,3,0,5,7,14,14,8,0,0,51,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,4,17,20,44,30,9,0,0,128,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,11
UCL521015,11,10,23,17,23,25,14,0,0,123,3,0,7,5,3,3,5,0,0,26,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,6,13,16,28,25,28,34,16,0,0,162,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,13,13,33,28,29,32,21,0,0,169,4,0,0,0,0,4,33,23,16,82,0,0,0,0,6,0,7,0,0,15,15,14,33,29,32,41,60,26,12,266,4,8,16,8,12,18,10,0,0,66,0,0,11,11,15,7,11,0,0,58,0,0,6,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,9,31,25,22,28,16,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
UCL521016,4,13,43,25,27,26,11,0,0,146,5,0,0,3,3,0,0,0,0,17,0,0,0,0,0,3,3,0,0,8,0,0,5,0,0,0,0,0,0,5,9,13,46,26,32,30,20,0,0,180,0,0,6,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,7,12,17,51,26,30,30,20,0,0,183,10,0,0,0,5,12,22,17,9,75,0,0,0,5,4,3,0,0,0,18,24,16,54,28,44,48,42,20,12,284,0,5,16,9,4,6,4,0,0,42,3,0,6,13,22,12,6,0,0,71,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,14,21,21,28,20,8,0,0,118,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,9,5,0,4,0,0,0,0,0,0,9
UCL521017,0,14,39,43,27,27,11,0,0,168,3,0,0,0,0,8,6,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,14,44,48,23,31,17,3,0,191,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,14,44,48,28,31,17,3,0,199,7,0,0,0,3,9,8,11,0,41,0,4,6,11,6,9,4,0,0,49,19,21,51,59,38,49,29,15,0,289,0,12,11,16,7,14,4,0,0,73,0,4,17,19,12,3,3,0,0,64,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,35,38,25,23,7,3,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521018,6,8,31,21,33,8,7,0,0,109,6,0,0,4,3,5,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,12,16,31,26,33,17,5,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,31,32,33,14,5,0,0,146,13,0,0,0,0,7,29,16,9,64,0,0,0,0,3,0,0,0,0,8,20,16,35,28,43,22,32,13,9,222,0,3,13,12,8,14,4,0,0,46,5,3,10,15,15,6,0,0,0,63,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,12,21,24,31,18,8,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521019,0,4,18,23,24,23,9,0,0,108,4,0,0,3,8,8,5,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,9,5,7,21,29,30,40,15,7,0,151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,21,35,29,37,15,7,0,159,0,0,0,0,6,14,45,20,0,96,0,0,5,9,10,12,11,10,0,58,5,14,27,47,44,65,77,37,0,309,0,6,24,12,17,15,4,0,0,78,4,4,8,17,13,19,4,0,0,65,0,0,3,0,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,12,34,24,33,35,8,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521020,4,0,9,18,35,26,4,0,0,104,0,0,4,3,14,8,3,3,0,31,0,3,3,3,6,8,0,0,0,27,0,0,3,5,0,0,0,0,0,13,5,8,15,28,50,45,6,3,0,164,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,15,28,55,43,6,3,0,174,19,0,4,0,11,19,62,28,6,143,0,0,0,4,6,3,0,0,6,24,24,10,17,28,75,69,75,31,5,344,3,4,5,9,16,9,3,0,0,48,4,6,11,13,20,19,6,0,0,70,0,0,6,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,9,10,19,25,38,26,6,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
UCL521021,0,10,22,46,35,27,8,0,0,150,3,0,3,3,4,12,5,5,0,38,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,9,4,10,28,58,43,40,14,5,0,206,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,28,55,42,40,15,5,0,204,13,0,3,3,0,13,36,35,4,109,0,0,4,6,5,4,5,0,0,25,19,14,36,66,46,61,55,36,4,337,4,6,23,14,25,10,3,0,0,78,3,4,15,32,13,21,3,3,0,96,0,0,5,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,13,42,52,36,36,7,3,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6
UCL521022,4,7,20,24,35,26,4,0,0,121,8,3,9,8,10,14,10,0,0,57,0,0,0,0,3,4,5,0,0,14,0,0,0,0,0,0,0,0,0,3,12,14,31,34,54,36,15,0,0,198,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,14,34,35,48,40,15,0,0,199,8,0,0,0,12,8,30,0,0,53,7,0,5,3,19,9,11,0,0,43,28,14,34,42,75,54,50,0,0,299,0,0,9,5,25,18,0,0,0,60,9,3,18,30,27,24,11,0,0,120,0,0,0,10,9,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,12,3,27,40,59,44,13,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521023,5,11,19,19,23,19,13,0,0,111,0,0,0,9,3,3,7,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,23,28,25,28,23,3,0,136,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,10,9,9,21,32,23,28,22,3,0,147,9,0,6,0,5,20,20,5,3,61,0,0,0,6,6,5,4,3,0,20,10,13,30,40,37,48,39,13,4,231,4,9,7,7,4,5,8,0,0,45,0,0,20,14,10,11,8,0,0,54,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,29,25,10,16,9,0,0,97,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,9
UCL521024,3,10,39,33,28,25,8,0,0,141,0,4,4,8,3,4,3,0,0,22,0,4,4,0,0,0,0,0,0,12,0,0,0,5,5,6,3,0,0,19,4,16,48,41,30,33,10,0,0,188,0,0,6,11,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,9,15,8,0,0,0,0,33,3,19,58,56,39,37,10,0,0,221,55,26,37,35,37,18,26,11,0,238,4,8,17,22,20,15,0,4,3,101,66,52,116,106,95,63,37,22,3,557,0,5,38,25,28,18,7,0,0,134,0,6,5,7,4,0,0,0,0,31,0,0,8,5,0,4,0,0,0,12,0,0,3,3,3,3,0,0,0,12,0,16,57,39,40,29,11,0,0,188,4,0,0,3,0,3,0,0,0,11,3,0,4,0,0,0,0,0,0,8,8,0,4,3,0,3,0,0,0,18
UCL521025,0,3,34,29,38,30,8,0,0,144,0,0,9,4,4,6,0,3,0,28,0,0,4,3,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,7,43,38,46,46,8,6,0,193,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,7,43,38,45,45,8,6,0,198,5,0,3,0,11,9,28,14,6,78,0,3,0,0,0,9,3,0,0,29,3,11,51,46,56,62,44,17,9,300,0,11,16,15,16,11,0,0,0,69,3,5,25,12,10,11,0,0,0,69,0,0,6,5,4,3,5,0,0,15,0,0,5,0,0,0,0,0,0,6,6,15,44,33,22,27,4,0,0,159,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL521026,8,9,11,33,46,32,6,0,0,144,0,3,5,0,4,9,0,0,0,24,0,0,6,0,3,0,3,0,0,12,3,0,0,0,4,0,0,0,0,10,9,13,19,32,62,45,12,4,0,186,0,0,0,0,8,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,8,9,13,20,35,62,45,12,4,0,194,8,3,4,7,9,3,17,16,3,69,0,0,0,5,3,7,0,0,0,12,21,14,23,42,73,54,32,17,3,282,3,3,10,19,43,11,4,0,0,96,9,11,13,15,13,14,3,0,0,80,0,0,4,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,7,19,13,25,34,60,30,5,0,0,193,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11
UCL521027,7,9,29,29,23,22,6,0,0,123,4,0,0,5,8,0,4,3,0,25,0,0,0,0,4,0,0,0,0,6,0,0,3,0,4,0,0,0,0,5,8,10,34,33,36,27,10,3,0,158,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,13,14,15,38,33,41,27,10,3,0,170,5,5,0,3,3,11,12,0,0,51,6,11,26,25,25,19,7,3,4,126,21,22,68,61,66,64,34,5,4,345,0,5,12,13,17,6,0,0,0,60,8,0,8,9,4,4,0,0,0,36,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,10,17,20,22,12,4,0,0,103,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL521028,9,4,23,18,17,30,8,0,0,112,3,0,9,3,0,15,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,14,6,27,24,19,46,7,3,0,155,3,0,6,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,3,0,6,0,3,4,0,0,0,16,14,9,29,24,26,54,4,3,0,167,9,0,5,9,9,16,49,30,12,138,6,0,4,4,7,8,0,6,0,37,24,10,39,41,47,75,62,39,13,348,4,5,10,4,16,12,3,0,0,59,7,0,11,14,17,18,6,0,0,76,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,14,5,17,19,33,35,12,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
UCL521029,9,13,24,24,22,36,3,5,0,138,3,6,15,5,6,10,12,0,0,60,0,0,3,3,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,14,10,15,42,36,30,53,22,5,0,223,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,10,15,43,44,30,59,22,5,0,233,0,0,0,9,8,19,23,27,14,102,0,0,7,4,6,5,3,0,3,31,16,15,54,54,47,76,50,32,13,361,4,7,11,11,15,22,6,0,0,74,7,8,14,17,16,13,8,0,0,79,0,0,9,9,0,4,0,0,0,12,4,0,0,0,0,0,0,0,0,7,7,10,31,33,31,36,10,0,0,171,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,9
UCL521030,0,9,25,20,23,21,9,3,0,114,3,3,4,7,3,13,3,0,0,39,0,0,0,0,0,8,0,3,0,14,0,0,3,0,3,0,0,0,0,13,9,17,41,20,37,37,13,4,0,175,0,0,0,0,6,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,9,17,41,20,41,40,15,4,0,179,7,0,3,8,3,20,49,34,4,126,0,5,4,0,5,9,10,8,0,36,7,24,42,31,51,63,68,40,8,348,0,3,35,7,10,11,4,0,0,76,0,11,19,13,16,13,9,0,0,74,0,0,8,4,0,3,3,0,0,20,0,0,0,4,0,0,0,0,0,4,0,10,60,28,26,28,11,6,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL521031,4,10,29,11,22,30,3,0,0,115,0,0,6,6,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,10,40,16,29,29,3,4,0,138,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,41,16,29,33,6,4,0,142,7,4,0,7,4,3,16,4,4,53,0,6,23,12,11,12,3,0,0,73,11,20,69,37,45,48,22,12,4,270,0,4,24,13,10,17,0,3,0,72,0,5,3,7,9,3,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,26,20,19,20,0,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521032,0,4,22,6,10,23,11,0,0,74,0,0,0,3,0,4,0,0,0,14,0,0,4,0,0,3,0,0,0,10,0,0,3,0,4,0,0,0,0,9,0,8,29,7,12,36,9,4,0,101,0,0,3,0,5,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,4,0,4,4,5,5,0,0,0,16,4,7,32,8,18,35,9,3,0,116,10,6,20,11,9,13,13,5,0,90,6,0,19,4,9,11,3,6,0,55,17,20,63,26,36,56,31,15,0,265,0,4,26,3,13,13,0,0,0,51,0,0,5,0,5,10,4,0,0,21,0,0,0,0,0,4,5,0,0,10,4,4,0,0,0,0,0,0,0,7,4,7,32,11,19,23,4,0,0,94,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,16
UCL521033,0,6,4,6,18,15,3,0,0,51,3,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,8,5,23,19,6,0,0,65,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,5,21,17,4,0,0,71,3,0,7,3,0,7,17,11,0,51,3,5,19,18,35,20,12,9,0,124,13,11,32,30,57,47,35,18,0,243,0,0,3,13,11,15,6,0,0,47,0,0,0,0,3,5,0,0,0,9,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,4,5,14,18,23,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521034,9,17,23,25,40,41,3,0,0,152,4,7,0,4,3,10,3,3,0,29,0,0,0,6,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,9,12,29,22,29,50,47,8,3,0,203,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,12,28,27,35,56,50,8,3,0,218,8,0,5,9,10,13,33,13,10,95,0,0,0,0,4,9,0,0,0,20,24,31,34,39,67,68,46,15,10,325,3,3,11,16,25,19,3,0,0,70,12,3,17,17,23,17,6,0,0,94,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,11,3,29,32,47,40,3,0,0,178,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,11
UCL521035,3,0,10,15,23,21,5,0,0,69,0,4,0,8,9,9,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,19,29,32,11,0,0,112,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,4,12,24,30,34,12,0,0,115,12,0,0,5,0,9,32,24,8,85,0,0,5,5,8,4,0,3,0,24,13,5,14,28,35,41,50,30,10,228,0,0,4,11,15,10,0,0,0,45,3,0,7,9,14,16,4,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,8,0,10,21,29,30,4,0,0,102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6
UCL521036,0,3,12,5,14,15,5,0,0,61,0,0,8,0,3,6,0,4,0,24,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,5,19,9,19,25,14,0,0,96,0,0,5,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,13,6,6,23,8,24,26,11,0,0,107,4,5,8,6,10,23,25,19,5,102,5,0,5,0,15,9,8,3,0,45,13,12,36,13,47,54,50,25,5,260,0,0,14,7,17,11,0,0,0,54,4,0,9,0,0,13,3,0,0,32,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,7,23,15,20,31,5,0,0,100,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
UCL521037,3,3,20,37,27,26,4,0,0,129,14,4,7,3,6,5,0,0,0,39,4,0,0,0,6,3,0,0,0,14,0,0,5,0,0,0,0,0,0,3,19,12,34,43,37,36,3,0,0,188,0,4,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,21,17,16,36,49,39,41,3,0,0,202,19,7,3,15,22,24,40,30,5,161,0,0,0,9,5,5,0,0,0,28,35,22,42,77,66,71,47,33,6,394,6,5,10,19,16,9,0,0,0,57,5,3,8,21,21,11,0,0,0,76,0,0,0,0,4,6,0,0,0,7,0,0,0,3,0,0,0,0,0,3,7,7,17,42,42,27,0,0,0,151,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,0,0,0,12,5,0,4,6,3,5,0,0,0,18
