UCL_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
UCL521039,0,0,0,0,23,4,31,0,0,0,0,7,0,15,12,0,0,12,3,0,18,20,0,4,21,13,3,38,16,0,0,21,26,8,51,9,6,0,16,62,5,78,4,9,0,6,44,8,58,0,0,0,0,28,4,37,0,0,0,0,7,4,8,63,18,3,80,224,27,328,0,7,0,7,15,5,27,0,0,0,0,3,0,3,13,3,4,22,9,4,31,38,0,4,43,4,3,53,16,4,6,23,36,5,65,8,11,0,15,63,4,81,0,11,0,12,40,3,54,0,5,0,5,22,3,25,0,0,0,0,7,0,12,72,33,10,117,199,25,339,0,6,0,6,40,5,52,0,0,0,0,15,0,16,25,3,4,34,14,4,46,65,0,3,70,21,3,95,31,4,4,38,64,12,115,11,17,0,31,120,13,163,4,19,0,20,87,4,111,0,3,0,3,51,8,64,0,0,0,0
UCL521040,0,0,0,0,3,0,3,0,0,0,0,12,11,20,24,0,3,26,26,12,68,34,0,6,47,24,12,77,8,3,0,14,27,11,45,0,7,0,7,43,13,58,0,0,0,0,15,0,21,0,0,0,0,6,0,6,0,0,0,0,3,0,0,64,13,8,88,157,63,305,0,0,0,0,0,0,5,0,0,0,0,8,3,9,40,6,4,45,25,21,86,31,0,9,32,17,18,67,8,14,0,22,23,7,57,0,0,0,0,30,7,39,0,4,0,4,15,3,24,0,0,0,0,7,0,7,0,0,0,0,4,0,4,67,25,12,104,131,60,301,0,0,0,0,6,0,8,0,4,0,4,16,15,31,59,3,9,71,50,35,154,63,0,14,78,39,29,147,11,17,6,29,50,22,102,0,7,0,7,72,21,99,0,3,0,3,35,3,45,0,0,0,0,15,0,15,0,0,0,0
UCL521041,0,0,0,0,4,5,7,0,0,0,0,10,0,9,38,3,0,46,27,8,80,39,0,3,49,21,0,65,8,0,0,11,25,0,36,0,3,0,3,27,0,30,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,10,98,118,17,234,0,0,0,0,3,0,5,4,0,0,0,13,6,23,52,0,9,64,22,4,93,32,0,5,46,11,0,52,6,0,0,6,16,0,18,0,4,0,4,17,0,17,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,18,114,87,10,213,0,0,0,0,4,5,11,3,0,0,0,18,6,29,91,3,14,101,54,11,164,73,3,14,88,35,0,121,16,0,0,14,38,0,53,0,3,0,6,39,4,47,0,0,0,3,8,3,11,0,0,0,0,0,0,0,0,0,0,0
UCL521042,0,0,0,0,18,4,21,0,3,0,3,12,3,20,7,0,0,7,25,9,38,10,0,0,8,9,0,23,12,0,0,10,33,4,51,8,0,0,11,29,5,42,0,0,0,0,37,3,35,0,0,0,0,16,0,22,0,0,0,0,16,0,15,35,6,0,43,196,25,264,0,0,0,0,15,0,14,0,0,0,0,14,4,16,9,0,0,8,12,5,29,22,0,0,20,12,8,40,11,6,0,15,31,5,47,0,0,0,3,35,3,41,0,5,0,5,30,0,39,0,0,0,0,19,3,25,0,0,0,0,14,0,14,41,12,3,57,175,24,260,0,0,0,0,28,6,34,0,4,0,4,23,5,34,14,0,0,12,42,7,68,29,0,0,35,23,5,63,28,6,0,29,64,5,101,5,3,0,12,61,5,82,0,3,0,9,67,3,75,0,0,0,0,39,7,40,0,0,0,0
UCL521043,0,0,0,0,9,0,15,0,0,0,0,4,0,9,11,0,0,11,8,0,17,15,0,0,15,10,3,28,8,4,0,13,19,4,38,0,0,0,3,46,0,51,0,6,0,6,31,0,37,0,0,0,0,12,0,13,0,0,0,0,0,0,0,34,11,0,47,138,13,199,0,0,0,0,9,0,12,0,0,0,0,10,0,10,10,0,3,8,9,3,21,16,0,0,14,0,6,25,11,0,0,16,28,6,48,0,8,0,10,42,4,59,0,7,0,7,24,0,37,0,0,0,0,15,0,15,0,0,0,0,7,0,7,42,24,3,65,139,12,223,0,0,0,3,25,6,26,0,0,0,0,15,0,18,16,0,3,15,20,3,36,29,0,0,30,15,7,55,22,5,0,31,43,8,84,6,11,0,13,83,8,107,0,14,0,14,55,6,76,0,0,0,0,25,0,27,0,0,0,0
UCL521044,0,0,0,0,19,0,19,3,0,0,5,13,3,23,10,0,0,10,22,0,29,15,0,0,15,19,5,34,5,0,0,6,27,3,40,0,6,0,7,50,3,63,0,3,0,3,58,0,58,0,0,0,0,35,0,39,0,0,0,0,12,0,10,29,16,0,45,247,21,313,0,0,0,0,9,0,9,9,0,0,8,3,5,11,17,4,0,19,9,4,32,19,0,0,21,8,0,30,3,0,0,4,26,7,32,0,11,0,8,45,4,62,0,5,0,5,57,3,62,0,4,0,4,37,10,49,0,0,0,0,8,3,13,41,24,0,64,203,30,300,0,0,0,0,26,0,26,6,3,0,14,18,3,33,28,4,0,26,31,7,65,30,3,3,36,25,3,64,6,0,0,11,50,14,73,0,16,0,18,96,7,121,0,7,0,7,116,7,122,0,3,0,3,72,11,89,0,0,0,0
UCL521045,0,0,0,0,6,5,12,0,0,0,0,5,0,5,7,0,0,7,8,6,18,5,0,0,5,10,4,14,0,0,0,0,16,8,28,3,3,0,9,23,12,40,5,5,0,7,50,14,75,0,0,0,0,29,5,32,0,0,0,0,13,3,17,17,11,0,26,149,64,240,0,0,0,0,8,0,8,0,0,0,4,3,5,6,3,3,0,7,8,12,26,13,0,0,11,6,5,24,0,0,0,3,17,6,28,0,8,0,8,40,10,52,0,3,0,3,48,12,63,0,0,0,0,20,7,31,0,0,0,0,18,4,22,22,19,0,38,172,59,266,0,0,0,0,14,5,18,0,0,0,4,8,3,16,8,3,0,12,17,11,48,19,0,0,17,16,6,39,3,0,0,6,31,20,51,3,7,0,13,61,20,97,5,12,0,10,96,31,140,0,0,0,0,46,16,62,0,0,0,0
UCL521046,3,6,0,4,24,6,31,3,6,0,7,16,0,26,10,4,0,18,24,3,44,6,3,0,16,11,8,33,4,0,5,7,37,6,49,0,5,0,3,36,8,47,0,0,0,0,12,7,25,0,0,0,0,13,4,13,0,0,0,0,3,0,3,32,31,3,66,175,29,268,0,6,0,12,10,3,22,0,9,0,10,14,0,27,19,9,8,24,19,3,48,14,6,5,24,21,5,49,3,12,0,10,33,3,55,0,3,0,6,23,4,36,0,5,0,5,22,7,27,0,4,0,4,11,0,13,0,0,0,0,0,0,0,43,55,11,107,147,31,284,3,11,0,21,30,7,54,7,11,0,23,29,0,60,27,12,4,43,49,3,100,29,8,5,40,36,9,81,8,13,4,21,68,5,102,7,7,0,13,58,7,80,0,6,0,6,38,12,51,0,0,0,0,18,3,24,0,0,0,0
UCL521047,0,0,0,0,5,0,5,0,0,0,0,9,4,12,11,0,0,11,15,3,34,11,0,0,10,10,3,30,7,0,0,7,28,4,41,0,5,0,7,49,4,61,0,0,0,0,37,0,36,0,0,0,0,15,0,16,0,0,0,0,4,0,4,28,5,0,33,175,29,234,0,0,0,0,3,0,6,0,3,0,3,3,0,6,13,6,0,14,17,7,29,13,0,4,17,15,3,32,4,4,0,11,35,0,49,0,3,0,7,25,0,31,0,4,0,4,27,0,31,0,0,0,0,16,0,18,0,0,0,0,10,3,6,27,18,4,48,149,17,203,0,0,0,0,9,0,11,0,3,0,4,13,4,18,21,6,0,24,35,5,63,22,0,5,27,25,3,62,8,4,0,15,66,8,84,0,7,0,12,66,8,89,0,4,0,4,67,4,68,0,0,0,0,32,0,36,0,0,0,0
UCL521048,0,0,0,5,19,0,23,0,0,0,0,13,3,16,11,3,3,12,23,6,43,18,0,0,18,10,4,36,11,3,0,8,18,3,35,0,10,0,11,57,14,79,0,6,0,6,85,5,90,0,0,0,0,46,7,53,0,0,0,0,14,3,18,33,24,4,63,287,45,396,0,4,0,4,10,6,14,4,0,0,3,11,0,19,19,0,3,20,11,10,40,20,3,0,28,16,6,50,9,4,0,16,30,6,51,0,14,0,14,64,10,82,0,9,0,9,74,12,90,0,0,0,0,37,4,45,0,0,0,0,21,0,21,55,39,8,101,264,38,412,0,0,0,6,25,6,33,4,3,0,5,25,3,35,30,4,8,35,35,16,90,41,5,3,43,30,12,85,20,8,0,23,52,5,86,0,20,0,24,121,17,161,0,18,0,18,161,8,181,0,3,0,3,83,14,95,0,0,0,0
UCL521049,3,9,0,8,13,5,19,5,4,0,8,14,6,25,12,9,0,21,17,7,42,7,3,5,21,18,0,39,7,0,0,14,17,0,30,0,0,0,0,15,5,20,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,8,83,92,17,188,3,8,0,9,5,0,19,11,4,0,19,14,3,35,18,7,7,27,12,4,46,16,17,4,33,5,0,47,10,13,0,23,13,0,34,5,8,0,13,10,5,29,0,5,0,5,5,0,5,0,0,0,0,6,0,3,0,0,0,0,0,0,0,52,59,16,127,65,19,218,7,14,0,22,20,8,42,21,12,0,28,19,11,57,24,17,4,46,36,7,88,29,20,7,57,25,6,87,17,19,3,35,29,0,66,5,13,0,14,24,7,46,0,8,0,8,9,0,11,0,0,0,0,3,0,4,0,0,0,0
UCL521050,0,0,0,0,8,4,14,0,0,0,0,16,3,18,17,0,0,16,27,5,52,20,0,0,21,18,3,42,13,0,0,13,28,0,44,0,4,0,3,43,5,51,0,5,0,5,48,4,60,0,0,0,0,14,0,21,0,0,0,0,9,0,9,53,9,0,62,216,29,309,0,0,0,0,11,0,10,3,0,0,8,14,4,22,25,4,0,23,14,0,38,27,3,0,33,13,3,49,8,4,0,10,25,4,34,0,8,0,8,41,0,47,0,5,0,3,41,7,54,0,0,0,0,22,0,24,0,0,0,0,9,0,9,59,25,0,83,177,24,281,0,3,0,3,22,3,25,3,3,0,5,32,7,41,39,0,6,44,42,11,97,49,7,0,53,28,10,95,14,4,0,15,51,6,69,0,12,0,16,81,5,95,0,5,0,9,85,13,108,0,0,0,0,37,5,43,0,0,0,0
UCL521051,0,0,0,0,17,0,20,7,0,0,7,31,0,40,9,0,0,13,25,0,37,24,0,0,24,10,7,41,12,0,0,14,40,3,51,0,0,0,4,60,3,68,0,6,0,6,29,4,43,0,0,0,0,13,5,21,0,0,0,0,5,0,5,51,11,0,67,239,28,330,0,4,0,4,22,4,35,7,0,0,9,12,0,26,22,0,0,23,16,0,37,25,0,0,29,17,4,54,12,0,0,20,45,6,68,0,10,0,14,59,4,79,0,6,0,6,29,3,42,0,0,0,0,17,9,28,0,0,0,0,9,0,7,64,33,4,102,236,31,368,0,3,0,3,41,3,56,11,0,0,15,48,3,62,33,3,4,41,37,8,82,44,0,0,50,29,13,92,20,8,0,27,81,11,122,4,18,0,17,122,6,152,0,10,0,10,62,6,80,0,0,0,0,34,12,49,0,0,0,0
UCL521052,0,0,0,0,13,3,14,3,3,0,5,11,6,20,14,0,0,16,20,7,39,13,0,0,13,35,22,63,11,8,0,18,32,15,65,0,0,0,4,29,13,48,0,3,0,3,20,3,32,0,0,0,0,8,0,9,0,0,0,0,0,0,0,33,19,0,54,167,72,288,0,7,0,13,16,4,33,3,0,3,8,3,0,17,28,0,0,30,17,13,59,19,8,0,26,20,13,54,3,8,0,17,16,8,41,0,4,0,8,26,9,44,0,5,0,5,13,6,15,0,0,0,0,13,5,17,0,0,0,0,0,4,0,54,32,10,92,132,60,280,4,7,0,11,26,7,42,3,0,3,8,15,10,36,34,5,0,40,40,19,101,29,8,0,38,51,29,118,12,16,0,29,53,22,101,0,7,0,17,58,20,90,0,8,0,8,33,10,49,0,0,0,0,21,4,25,0,0,0,0
UCL522001,0,14,0,14,13,4,27,0,12,0,12,16,5,29,5,8,15,22,15,0,41,5,8,9,24,7,0,31,0,12,0,18,10,3,29,0,0,3,12,0,0,9,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,27,100,69,16,180,0,3,0,4,11,3,13,3,12,0,15,8,4,27,4,11,16,30,16,0,46,5,16,10,27,8,0,32,4,10,5,14,8,0,24,0,4,0,4,5,0,13,0,3,4,4,7,5,13,0,0,0,0,4,0,4,0,0,0,0,0,0,0,17,54,34,101,67,9,180,0,15,0,14,25,3,39,3,25,0,29,21,6,54,7,16,26,50,33,0,89,12,23,18,53,12,3,71,3,18,7,32,21,3,54,0,9,3,14,13,4,30,0,3,4,6,8,5,17,0,0,0,0,4,0,4,0,3,0,3
UCL522002,0,0,0,0,4,0,4,0,0,0,0,0,0,7,3,0,0,3,4,6,15,7,0,0,11,4,0,14,5,0,0,5,12,0,14,0,0,0,0,11,6,18,0,0,0,0,27,0,29,0,0,0,0,11,0,13,0,0,0,0,3,0,3,15,9,0,22,80,11,112,0,0,0,0,7,0,7,0,0,0,0,4,0,4,6,0,0,11,4,0,13,3,0,4,3,4,0,10,4,7,0,6,11,5,23,0,4,0,4,23,0,24,0,4,0,3,32,0,36,0,0,0,0,16,4,18,0,0,0,0,3,0,3,11,14,5,27,99,7,135,0,0,0,0,9,0,9,0,0,0,0,6,4,13,10,0,0,13,9,6,30,8,0,4,13,11,0,23,3,7,0,12,28,6,38,0,11,0,11,34,6,41,0,8,0,9,51,0,64,0,0,0,0,21,4,29,0,0,0,0
UCL522003,0,4,0,4,5,0,10,0,6,0,8,9,5,18,7,0,0,15,9,9,27,0,5,5,5,5,4,16,0,10,0,9,4,0,18,0,3,0,3,8,0,11,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,8,44,54,15,112,0,9,0,9,3,0,11,7,0,0,5,6,0,11,13,0,0,14,13,0,27,4,6,3,12,4,7,26,0,12,0,10,10,0,17,0,0,0,6,6,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,17,25,11,49,40,10,103,0,5,0,8,4,3,19,4,3,0,14,17,5,33,20,4,0,25,24,5,53,5,4,11,22,13,11,38,0,17,0,16,13,3,37,0,7,0,7,11,0,14,0,0,0,0,10,0,11,0,0,0,0,0,0,6,0,0,0,0
UCL522004,0,3,0,4,22,0,27,3,0,0,7,13,0,23,5,0,0,5,10,0,17,0,3,3,9,10,0,22,0,0,0,0,9,0,9,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,4,29,72,5,109,0,3,0,4,16,0,24,3,5,0,6,3,0,16,23,0,0,19,9,0,28,7,3,0,12,7,0,21,0,4,0,0,14,0,16,0,3,0,3,6,0,9,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,36,15,4,50,60,7,121,3,8,0,9,38,0,45,11,6,0,14,21,0,31,23,0,0,29,18,0,45,7,12,6,21,15,4,38,0,4,0,3,22,0,26,0,4,0,8,19,0,25,0,0,0,0,11,0,9,0,0,0,0,3,0,3,0,0,0,0
UCL522005,0,0,0,0,12,3,15,0,0,0,0,0,0,0,8,0,0,11,10,6,25,7,3,0,13,11,3,23,0,8,0,9,9,0,14,0,0,0,0,5,0,5,0,0,0,0,8,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,25,8,0,31,56,12,96,0,0,0,4,12,0,17,4,0,0,4,5,0,9,6,0,0,12,9,0,23,12,4,0,19,14,0,29,4,0,0,4,10,0,13,0,0,0,4,7,0,15,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,35,18,0,52,52,4,116,5,0,0,3,18,5,30,4,0,0,4,7,0,9,16,3,0,25,19,5,55,24,9,0,29,24,3,55,5,4,0,10,14,0,24,0,5,0,7,14,0,22,0,0,0,0,4,0,9,0,0,0,0,9,0,9,0,0,0,0
UCL522006,0,0,0,0,17,0,17,0,0,0,0,15,0,15,6,0,0,6,8,0,18,11,0,0,11,5,5,20,13,0,0,13,16,3,34,0,0,0,0,28,3,30,0,5,0,7,20,0,32,0,0,0,0,7,0,7,0,0,0,0,7,0,7,38,10,0,40,127,14,179,0,0,0,0,8,0,11,0,0,0,0,16,0,19,11,0,0,9,6,0,19,19,0,5,19,4,0,22,14,5,0,19,12,6,31,0,13,0,13,23,0,41,0,7,0,7,14,0,24,0,0,0,0,13,0,13,0,0,0,0,3,0,3,40,27,5,73,104,7,184,0,0,0,0,24,3,32,0,0,0,0,33,0,33,16,0,0,16,11,4,33,34,0,5,35,9,3,46,28,5,0,32,26,3,70,0,13,0,13,57,7,69,0,11,0,17,30,0,52,0,0,0,0,21,0,21,0,0,0,0
UCL522007,0,0,0,0,8,0,8,0,0,0,0,4,0,4,0,0,0,0,4,0,3,4,0,0,4,3,0,13,3,0,0,3,5,0,5,0,0,0,0,19,0,19,0,0,0,4,26,0,28,0,0,0,0,9,0,15,0,0,0,0,0,3,3,11,4,0,14,81,9,97,0,0,0,0,0,0,4,0,0,0,0,3,0,3,3,0,0,3,15,0,12,5,0,0,5,3,0,10,0,0,0,0,0,3,4,0,0,0,0,21,0,19,0,5,0,5,21,0,27,0,0,0,0,6,4,6,0,0,0,0,0,0,0,8,7,0,16,69,6,91,0,0,0,0,3,0,5,0,0,0,0,12,0,12,5,0,0,5,16,0,22,12,0,0,12,9,0,17,3,0,0,3,9,3,17,0,0,0,0,37,4,42,0,4,0,3,46,4,58,0,3,0,3,14,3,21,0,0,0,0
UCL522008,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,10,5,0,0,5,4,4,9,4,0,0,4,9,0,11,0,0,0,0,20,0,20,0,0,0,0,20,0,20,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,0,0,10,64,3,79,0,0,0,0,4,0,4,0,0,0,0,3,0,4,3,0,0,3,8,0,11,3,0,0,3,3,0,11,0,0,0,0,12,3,18,0,3,0,3,12,3,19,0,3,0,3,13,4,16,0,0,0,0,7,4,7,0,0,0,0,4,0,4,9,4,0,16,60,10,88,0,0,0,0,5,0,5,0,0,0,0,9,0,5,7,0,0,7,14,0,22,9,0,0,9,9,5,19,0,0,0,0,19,3,21,0,3,0,3,35,0,40,0,3,0,3,26,4,37,0,3,0,3,11,4,14,0,0,0,0
UCL522009,0,0,0,0,9,0,10,0,0,0,0,13,0,13,5,0,0,5,14,4,21,18,0,0,21,9,4,22,10,0,0,9,36,5,46,0,0,0,0,21,3,28,0,0,0,0,13,0,13,0,0,0,0,6,0,6,0,0,0,0,0,0,0,28,5,0,28,110,22,159,0,0,0,0,14,0,18,4,0,0,5,8,0,13,6,3,0,11,10,0,22,5,0,6,13,11,0,26,6,3,0,10,26,3,33,0,4,0,7,14,0,21,0,0,0,0,8,0,12,0,0,0,0,6,0,6,0,0,0,0,0,0,0,27,12,7,46,103,12,154,0,0,0,0,27,3,32,4,0,0,5,20,3,28,9,3,0,10,24,6,42,27,0,4,32,17,0,49,10,4,0,17,56,9,79,0,6,0,7,37,3,49,0,0,0,0,21,0,25,0,0,0,0,10,0,10,0,0,0,0
UCL522010,0,0,0,0,20,0,23,0,0,0,0,13,0,16,5,0,0,7,13,0,17,12,0,3,16,3,0,17,10,0,0,10,5,3,24,3,0,0,3,17,10,30,0,4,0,4,11,15,32,0,0,0,0,3,6,16,0,0,0,0,3,8,10,26,5,4,34,100,43,175,0,0,0,0,10,0,10,0,0,0,0,3,0,3,3,0,0,7,9,0,16,23,0,0,26,3,0,25,11,0,0,11,9,0,26,0,4,0,4,16,3,25,0,3,0,3,9,8,21,0,0,0,0,3,6,12,0,0,0,0,0,0,4,38,12,4,48,71,17,143,0,0,0,0,36,0,38,0,0,0,0,15,0,16,5,0,0,11,18,0,31,28,3,0,36,5,0,40,26,0,0,26,18,4,43,3,4,0,6,33,11,52,0,9,0,9,24,21,58,0,0,0,3,9,16,26,0,0,0,0
UCL522011,0,0,0,0,4,5,7,0,0,0,0,3,0,8,8,0,0,8,6,0,16,6,3,0,13,10,11,33,0,0,0,0,10,4,15,0,0,0,0,21,0,23,0,0,0,0,23,3,28,0,0,0,0,12,0,12,0,0,0,0,5,0,5,19,3,0,24,92,23,145,0,0,0,0,0,0,3,0,0,0,5,5,0,11,9,0,0,14,10,5,19,8,0,0,9,4,10,21,0,0,0,0,8,0,14,0,0,0,0,23,0,24,0,0,0,0,15,4,20,0,0,0,0,3,0,7,0,0,0,0,0,0,0,16,0,0,28,76,22,114,0,0,0,0,8,3,6,0,0,0,3,10,0,22,17,0,0,13,15,5,36,19,3,0,20,13,17,54,3,0,0,3,21,3,26,0,0,0,3,41,4,41,0,0,0,0,40,8,52,0,0,0,0,15,3,20,0,0,0,0
UCL522012,0,0,0,0,7,0,10,0,0,0,0,5,0,4,9,4,0,14,18,6,32,9,0,0,9,10,0,19,9,0,0,9,16,3,26,0,0,0,4,36,0,47,0,3,0,3,45,0,49,0,0,0,0,24,0,24,0,0,0,0,8,0,5,27,4,0,33,164,23,219,0,0,0,0,3,0,3,0,0,0,0,5,0,4,12,0,0,16,11,0,27,9,0,0,14,3,0,21,5,0,0,8,14,3,24,0,3,0,3,35,3,42,0,3,0,3,35,0,44,0,0,0,0,22,7,29,0,0,0,0,6,0,8,32,7,0,45,135,18,195,0,0,0,0,11,0,12,0,0,0,0,9,0,9,21,0,0,27,27,5,55,22,0,0,24,14,0,36,12,0,0,15,25,5,49,0,11,0,8,76,4,92,0,3,0,3,81,3,92,0,0,0,0,46,7,53,0,0,0,0
UCL522013,0,0,0,0,15,0,14,0,0,0,0,10,0,12,7,0,0,7,7,0,13,17,0,0,18,9,0,23,7,0,0,7,21,0,30,4,3,0,6,31,0,39,0,4,0,4,23,5,30,0,0,0,0,3,0,6,0,0,0,0,3,0,5,34,9,0,44,122,14,174,0,0,0,0,15,4,15,0,0,0,0,8,3,11,16,0,0,13,9,0,19,19,0,0,19,5,0,20,9,3,0,11,23,0,41,0,5,0,5,26,8,37,0,4,0,4,15,0,21,0,0,0,0,10,6,10,0,0,0,0,5,0,5,37,14,0,55,118,11,185,0,0,0,0,29,5,35,0,0,0,0,14,0,17,16,0,0,20,14,0,35,34,0,0,32,15,0,49,21,3,0,24,46,0,74,4,10,0,12,61,3,79,0,4,0,4,41,5,44,0,0,0,0,11,0,19,0,0,0,0
