UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL522004,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,45,81,0,0,7,0,0,0,0,0,3,0,0,0,0,0,5,9,6,16,0,0,0,54,63,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,57,110,0,0,0,0,0,0,59,57,110,38,41,80,150,157,308
UCL522005,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,109,126,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,114,125,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,36,0,0,0,0,0,0,18,16,36,15,15,31,149,158,307
UCL522006,0,3,3,37,29,68,0,0,0,4,0,7,6,4,5,36,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,0,0,0,22,31,50,0,0,5,15,10,23,0,4,3,127,113,242,0,4,3,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,89,85,175,0,0,0,0,0,0,89,87,176,6,6,17,231,215,449
UCL522007,0,0,0,23,14,31,0,0,0,0,0,0,0,0,0,23,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,4,11,0,5,3,0,0,0,55,45,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,102,0,0,0,0,0,0,49,54,102,4,8,10,109,105,211
UCL522008,0,0,4,20,10,28,0,0,0,0,0,4,0,0,0,19,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,4,8,4,0,8,0,0,0,47,42,92,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,82,0,0,0,0,0,0,41,47,83,11,16,30,98,110,211
UCL522009,0,0,0,22,25,51,0,0,0,0,0,0,0,0,0,21,24,40,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,3,9,0,0,0,5,0,5,0,3,3,3,3,10,0,0,0,66,70,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,106,87,196,0,0,0,0,0,0,106,87,196,19,18,41,193,179,370
UCL522010,0,0,4,11,19,35,0,0,0,0,0,5,0,0,0,40,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,20,20,41,9,7,12,3,7,12,0,0,0,88,93,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,58,140,3,0,3,0,0,0,86,56,147,43,22,66,221,180,401
UCL522011,0,0,0,32,30,53,0,0,0,0,0,0,0,0,0,14,16,33,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,5,0,6,9,14,17,3,0,9,0,0,0,67,69,133,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,57,125,0,0,0,0,0,0,73,57,130,30,24,53,172,146,314
UCL522012,0,4,7,43,43,85,0,0,0,0,4,3,0,0,0,37,37,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,3,9,7,0,0,0,0,0,0,13,9,23,6,5,7,0,0,0,101,110,210,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,128,84,215,0,0,0,0,0,0,128,84,214,24,17,41,255,227,480
UCL522013,0,0,4,25,33,53,0,0,0,0,0,3,0,0,0,27,26,48,0,0,5,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,9,17,22,0,0,3,68,85,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,106,236,0,0,0,0,0,0,133,106,238,18,26,41,218,220,435
UCL522014,0,0,0,18,11,29,0,0,0,0,0,0,0,0,0,8,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,8,10,0,0,0,35,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,63,126,0,0,0,0,0,0,58,63,126,13,9,19,107,108,218
UCL522015,6,0,4,14,16,28,0,0,0,0,0,0,0,0,0,14,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,3,6,0,0,0,29,32,65,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,81,150,0,0,0,0,0,0,76,82,151,7,8,18,118,124,245
UCL522016,0,0,0,15,26,39,0,0,0,0,5,10,0,0,0,13,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,43,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,146,0,0,0,0,0,0,74,71,142,29,34,58,141,146,288
UCL522017,0,4,5,19,29,45,0,0,0,6,0,3,0,0,0,9,24,34,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,6,10,12,5,6,14,0,0,0,51,75,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,92,204,0,0,0,0,0,3,110,91,203,25,21,45,193,192,384
UCL522018,0,0,3,12,9,17,0,0,0,0,0,0,0,0,0,7,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,4,4,0,0,0,28,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,51,0,0,0,0,0,0,26,23,51,20,19,41,71,66,135
UCL522019,0,0,0,12,15,25,0,0,0,0,0,0,0,0,0,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,4,12,0,0,4,0,0,0,28,36,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,71,0,0,0,0,0,0,43,34,71,25,35,59,98,101,194
UCL522020,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,65,80,148,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,27,0,0,0,88,106,193,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,26,8,30,0,0,0,0,0,0,26,8,30,7,17,24,125,127,253
UCL522021,0,0,0,33,35,66,0,0,0,3,0,4,0,0,0,19,22,42,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,3,9,12,0,0,0,75,82,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,76,164,0,0,0,0,0,0,92,76,166,17,12,32,183,172,357
UCL522022,0,0,0,10,18,27,0,0,0,0,0,0,0,0,0,11,10,25,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,4,6,0,0,0,0,0,0,4,3,10,0,0,5,0,0,0,31,46,81,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,50,112,0,0,0,0,0,0,63,51,114,19,26,42,116,128,238
UCL522023,3,0,5,21,23,44,0,0,0,5,4,9,0,0,0,20,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,7,8,0,0,0,0,0,5,0,0,0,48,60,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,86,91,178,0,0,0,0,0,0,86,91,178,22,12,39,158,170,332
UCL522024,0,0,3,20,24,47,0,0,0,6,4,6,0,0,0,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,0,0,35,48,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,62,75,141,0,0,0,0,0,0,67,75,141,9,10,20,120,135,258
UCL522025,0,0,0,36,38,76,0,0,0,0,0,4,0,0,0,37,41,86,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,0,0,0,5,18,25,8,12,19,0,0,0,101,119,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,89,69,165,0,0,0,0,5,4,92,71,169,30,36,67,233,230,463
UCL522026,0,0,0,39,32,73,0,0,0,4,3,5,0,0,0,18,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,4,12,13,4,0,3,0,0,0,74,80,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,4,6,5,64,44,107,0,0,0,0,0,0,69,44,115,10,3,13,153,136,293
UCL522027,0,0,0,40,31,74,0,0,0,0,0,4,0,0,0,27,29,52,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,6,8,6,4,4,0,0,0,85,78,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,80,165,0,0,0,0,0,0,85,80,166,17,19,33,185,173,361
UCL522028,0,0,3,9,9,18,0,0,0,0,0,4,0,0,0,11,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,3,7,9,19,0,0,0,35,42,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,63,0,0,0,0,0,0,36,30,63,11,6,13,82,76,158
UCL522029,0,0,0,15,14,33,0,0,0,0,0,0,0,0,0,50,53,108,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,0,6,6,0,0,0,0,0,0,6,0,6,8,10,11,0,0,0,86,94,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,93,191,0,0,0,0,0,0,102,92,191,15,6,20,200,191,395
UCL522030,0,0,0,13,15,26,0,0,0,0,0,3,0,0,0,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,7,20,0,0,0,40,41,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,56,130,0,0,0,0,0,0,76,61,133,32,25,58,149,122,265
UCL522031,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,37,36,77,0,0,0,32,48,83,0,0,0,92,100,194,0,0,4,0,0,0,0,0,0,32,20,43,0,0,0,0,0,0,32,20,43,20,19,36,0,0,0,0,0,4,22,20,44,3,6,6,147,146,289
UCL522032,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,156,173,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,165,174,337,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4,4,8,15,0,0,0,0,0,0,4,8,15,12,15,31,184,198,388
UCL522033,0,0,0,35,34,72,0,0,0,5,6,10,0,0,0,8,14,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,9,4,11,0,0,0,0,0,8,4,6,9,9,14,16,0,0,0,72,87,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,122,84,206,0,0,4,0,0,0,123,92,213,28,26,50,224,202,422
UCL522034,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,57,65,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,80,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,30,0,0,0,0,0,0,17,11,30,6,4,10,86,94,180
UCL522035,0,0,0,25,29,50,0,0,0,0,0,0,0,0,0,10,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,43,54,99,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,93,0,0,0,0,0,0,45,43,94,15,15,24,108,115,226
UCL522036,0,0,0,19,16,36,0,0,0,0,0,0,0,0,0,12,14,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,3,4,7,3,0,3,0,0,0,38,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,66,45,109,0,0,0,0,0,0,66,45,109,15,8,17,123,92,213
UCL522037,0,0,0,21,22,45,0,0,0,0,0,0,0,0,0,10,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,3,3,14,4,18,3,0,3,0,0,0,50,64,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66,141,0,0,0,0,0,0,75,70,142,16,20,35,141,151,294
UCL522038,0,3,3,44,42,89,0,0,0,0,4,7,0,0,0,52,41,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,3,0,4,3,0,0,0,0,0,0,4,3,9,12,6,22,0,0,0,130,104,228,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,103,97,204,0,0,0,0,0,0,103,97,204,15,18,37,250,222,477
UCL522039,0,0,4,13,9,20,0,0,0,0,5,9,0,0,0,21,22,37,16,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,3,6,10,17,0,0,0,64,65,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,98,209,0,0,4,0,0,0,113,99,209,40,27,67,217,192,407
UCL522040,0,0,0,22,19,40,0,0,0,0,0,3,0,0,0,16,21,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,5,6,0,0,0,54,50,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,30,75,0,0,0,0,0,0,46,36,82,8,15,22,110,97,209
UCL522041,0,0,0,35,38,67,0,0,0,0,0,0,0,0,0,23,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,4,5,12,0,3,8,0,0,0,66,70,143,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,54,150,0,0,0,0,0,0,103,57,157,24,22,45,193,157,351
UCL522042,0,3,3,15,11,22,0,0,0,0,0,0,0,0,0,27,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,55,57,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,97,195,0,0,0,0,0,0,99,97,194,43,45,90,198,197,395
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,112,204,0,0,0,115,126,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,58,128,0,0,0,0,0,0,69,58,128,25,16,45,206,204,412
UCL522044,0,0,0,0,3,6,0,0,0,6,0,5,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,0,0,6,4,9,0,0,0,26,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,95,0,0,0,0,0,0,49,43,95,11,6,16,86,63,153
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,18,11,32,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,49,70,121,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,4,15,14,30,0,0,0,0,0,0,15,14,30,19,23,40,93,103,202
UCL522046,0,0,0,20,16,37,0,0,0,0,0,0,0,0,0,18,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,3,0,6,0,0,0,47,41,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,54,110,0,0,0,0,0,0,61,55,114,27,19,49,136,115,249
UCL522047,0,0,0,29,31,60,0,0,0,4,0,3,0,0,0,29,34,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,9,5,0,0,0,0,0,0,68,82,144,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,77,157,0,0,0,0,0,0,82,77,156,69,68,136,216,231,443
UCL522048,4,0,4,17,8,28,0,0,0,0,5,4,0,0,0,19,26,40,14,10,26,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,16,8,10,21,0,0,0,70,74,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,40,98,0,0,0,0,0,0,60,40,97,22,18,39,155,126,284
UCL522049,0,0,4,13,12,29,0,0,0,0,0,0,0,0,0,44,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,11,0,0,0,7,3,6,0,0,0,72,60,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,42,84,0,0,0,0,0,0,44,42,84,48,49,99,165,155,312
UCL522050,0,0,0,38,53,91,0,0,0,0,3,5,0,0,0,25,19,50,3,4,11,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,4,11,11,3,3,3,0,0,0,79,107,183,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,69,161,0,0,0,0,0,0,94,71,163,39,29,67,211,211,423
UCL522051,0,0,0,21,19,39,0,0,0,0,0,5,0,0,0,13,27,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,7,13,0,0,4,0,0,0,47,60,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,62,125,0,0,0,6,0,4,61,62,127,3,7,13,109,127,242
UCL522052,0,0,0,3,6,8,0,0,0,3,3,7,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,17,18,38,3,0,3,0,0,0,0,0,0,15,15,27,0,0,0,0,0,0,15,15,27,43,24,63,0,0,0,0,0,0,43,24,63,7,10,14,76,66,147
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,15,32,0,0,0,0,0,4,0,0,0,15,27,40,0,0,0,0,0,0,15,27,40,17,25,42,0,0,0,0,0,0,17,25,42,18,34,52,66,99,162
UCL522054,0,0,0,17,27,37,0,0,0,0,0,0,0,0,0,14,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,3,0,0,0,0,33,48,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,27,65,0,0,0,0,0,0,31,27,65,23,6,30,86,88,176
UCL522055,0,6,0,4,8,14,0,0,0,0,0,0,0,0,0,16,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,10,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,27,34,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,61,139,0,0,0,0,0,0,75,61,142,13,13,30,122,116,235
UCL522056,0,0,0,13,17,27,0,0,0,4,7,7,0,0,0,18,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,11,0,0,0,0,0,0,5,3,8,0,9,11,0,0,0,51,55,105,0,0,0,0,3,10,0,0,0,0,0,0,3,3,10,0,0,0,3,3,10,90,104,195,0,0,4,0,0,0,91,100,200,21,9,30,173,182,350
UCL522057,3,0,4,3,3,13,0,0,0,4,3,5,0,0,0,16,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,29,28,58,4,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,72,0,0,0,0,0,0,42,29,72,11,8,26,91,71,166
UCL522058,0,0,0,13,11,27,0,0,0,24,34,58,0,0,0,10,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,19,26,6,3,8,0,0,0,77,85,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,31,40,70,0,0,0,0,0,0,30,40,74,21,26,46,132,147,281
UCL522059,0,0,0,29,33,60,0,0,0,0,0,0,0,0,0,32,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,5,13,5,0,4,0,0,0,75,71,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,60,124,0,0,0,0,0,0,64,65,132,42,39,79,180,174,356
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,15,20,29,0,0,0,0,0,0,15,16,33,0,0,0,25,35,64
UCL522061,4,8,15,31,37,72,0,0,0,0,5,3,0,0,0,12,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,7,12,4,0,5,0,0,0,58,75,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,76,163,0,0,0,0,0,0,92,76,168,16,6,26,171,166,336
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,3,6,7,106,90,195,117,109,231
