UCL_CODE_2021,LFS_Emp_Dia_ges_dia,LFS_Emp_HD_HA_ang,LFS_Emp_Kid_dis,LFS_Emp_LC_COPD_emph,LFS_Emp_MHC_dep_anx,LFS_Emp_Stroke,LFS_Emp_oth_LTHC,LFS_Emp_no_LTHC,LFS_Emp_LTHC_NS,LFS_Emp_Tot,LFS_Unemp_Arth,LFS_Unemp_Asth,LFS_Unemp_Can_rem,LFS_Unemp_Dem_Alzh,LFS_Unemp_Dia_ges_dia,LFS_Unemp_HD_HA_ang,LFS_Unemp_Kid_dis,LFS_Unemp_LC_COPD_emph,LFS_Unemp_MHC_dep_anx,LFS_Unemp_Stroke,LFS_Unemp_oth_LTHC,LFS_Unemp_no_LTHC,LFS_Unemp_LTHC_NS,LFS_Unemp_Tot,LFS_NLF_Arth,LFS_NLF_Asth,LFS_NLF_Can_rem,LFS_NLF_Dem_Alzh,LFS_NLF_Dia_ges_dia,LFS_NLF_HD_HA_ang,LFS_NLF_Kid_dis,LFS_NLF_LC_COPD_emph,LFS_NLF_MHC_dep_anx,LFS_NLF_Stroke,LFS_NLF_oth_LTHC,LFS_NLF_no_LTHC,LFS_NLF_LTHC_NS,LFS_NLF_Tot,LFS_NS_Arth,LFS_NS_Asth,LFS_NS_Can_rem,LFS_NS_Dem_Alzh,LFS_NS_Dia_ges_dia,LFS_NS_HD_HA_ang,LFS_NS_Kid_dis,LFS_NS_LC_COPD_emph,LFS_NS_MHC_dep_anx,LFS_NS_Stroke,LFS_NS_oth_LTHC,LFS_NS_no_LTHC,LFS_NS_LTHC_NS,LFS_NS_Tot,LFS_Tot_Arth,LFS_Tot_Asth,LFS_Tot_Can_rem,LFS_Tot_Dem_Alzh,LFS_Tot_Dia_ges_dia,LFS_Tot_HD_HA_ang,LFS_Tot_Kid_dis,LFS_Tot_LC_COPD_emph,LFS_Tot_MHC_dep_anx,LFS_Tot_Stroke,LFS_Tot_oth_LTHC,LFS_Tot_no_LTHC,LFS_Tot_LTHC_NS,LFS_Tot_Tot,TPI_wk_NNI_Arth,TPI_wk_NNI_Asth,TPI_wk_NNI_Can_rem,TPI_wk_NNI_Dem_Alzh,TPI_wk_NNI_Dia_ges_dia,TPI_wk_NNI_HD_HA_ang,TPI_wk_NNI_Kid_dis,TPI_wk_NNI_LC_COPD_emph,TPI_wk_NNI_MHC_dep_anx,TPI_wk_NNI_Stroke,TPI_wk_NNI_oth_LTHC,TPI_wk_NNI_no_LTHC,TPI_wk_NNI_LTHC_NS,TPI_wk_NNI_Tot,TPI_wk_1_299_Arth,TPI_wk_1_299_Asth,TPI_wk_1_299_Can_rem,TPI_wk_1_299_Dem_Alzh,TPI_wk_1_299_Dia_ges_dia,TPI_wk_1_299_HD_HA_ang,TPI_wk_1_299_Kid_dis,TPI_wk_1_299_LC_COPD_emph,TPI_wk_1_299_MHC_dep_anx,TPI_wk_1_299_Stroke,TPI_wk_1_299_oth_LTHC,TPI_wk_1_299_no_LTHC,TPI_wk_1_299_LTHC_NS,TPI_wk_1_299_Tot,TPI_wk_300_649_Arth,TPI_wk_300_649_Asth,TPI_wk_300_649_Can_rem,TPI_wk_300_649_Dem_Alzh,TPI_wk_300_649_Dia_ges_dia,TPI_wk_300_649_HD_HA_ang,TPI_wk_300_649_Kid_dis,TPI_wk_300_649_LC_COPD_emph,TPI_wk_300_649_MHC_dep_anx,TPI_wk_300_649_Stroke,TPI_wk_300_649_oth_LTHC,TPI_wk_300_649_no_LTHC,TPI_wk_300_649_LTHC_NS,TPI_wk_300_649_Tot,TPI_wk_650_999_Arth,TPI_wk_650_999_Asth,TPI_wk_650_999_Can_rem,TPI_wk_650_999_Dem_Alzh,TPI_wk_650_999_Dia_ges_dia,TPI_wk_650_999_HD_HA_ang,TPI_wk_650_999_Kid_dis,TPI_wk_650_999_LC_COPD_emph,TPI_wk_650_999_MHC_dep_anx,TPI_wk_650_999_Stroke,TPI_wk_650_999_oth_LTHC,TPI_wk_650_999_no_LTHC,TPI_wk_650_999_LTHC_NS,TPI_wk_650_999_Tot,TPI_wk_1000_1749_Arth,TPI_wk_1000_1749_Asth,TPI_wk_1000_1749_Can_rem,TPI_wk_1000_1749_Dem_Alzh,TPI_wk_1000_1749_Dia_ges_dia,TPI_wk_1000_1749_HD_HA_ang,TPI_wk_1000_1749_Kid_dis,TPI_wk_1000_1749_LC_COPD_emph,TPI_wk_1000_1749_MHC_dep_anx,TPI_wk_1000_1749_Stroke,TPI_wk_1000_1749_oth_LTHC,TPI_wk_1000_1749_no_LTHC,TPI_wk_1000_1749_LTHC_NS,TPI_wk_1000_1749_Tot,TPI_wk_1750_2999_Arth,TPI_wk_1750_2999_Asth,TPI_wk_1750_2999_Can_rem,TPI_wk_1750_2999_Dem_Alzh,TPI_wk_1750_2999_Dia_ges_dia,TPI_wk_1750_2999_HD_HA_ang,TPI_wk_1750_2999_Kid_dis,TPI_wk_1750_2999_LC_COPD_emph,TPI_wk_1750_2999_MHC_dep_anx,TPI_wk_1750_2999_Stroke,TPI_wk_1750_2999_oth_LTHC,TPI_wk_1750_2999_no_LTHC,TPI_wk_1750_2999_LTHC_NS,TPI_wk_1750_2999_Tot,TPI_wk_3000_more_Arth,TPI_wk_3000_more_Asth,TPI_wk_3000_more_Can_rem,TPI_wk_3000_more_Dem_Alzh,TPI_wk_3000_more_Dia_ges_dia,TPI_wk_3000_more_HD_HA_ang,TPI_wk_3000_more_Kid_dis,TPI_wk_3000_more_LC_COPD_emph,TPI_wk_3000_more_MHC_dep_anx,TPI_wk_3000_more_Stroke,TPI_wk_3000_more_oth_LTHC,TPI_wk_3000_more_no_LTHC,TPI_wk_3000_more_LTHC_NS,TPI_wk_3000_more_Tot,TPI_wk_NS_Arth,TPI_wk_NS_Asth,TPI_wk_NS_Can_rem,TPI_wk_NS_Dem_Alzh,TPI_wk_NS_Dia_ges_dia,TPI_wk_NS_HD_HA_ang,TPI_wk_NS_Kid_dis,TPI_wk_NS_LC_COPD_emph,TPI_wk_NS_MHC_dep_anx,TPI_wk_NS_Stroke,TPI_wk_NS_oth_LTHC,TPI_wk_NS_no_LTHC,TPI_wk_NS_LTHC_NS,TPI_wk_NS_Tot,TPI_wk_Tot_Arth,TPI_wk_Tot_Asth,TPI_wk_Tot_Can_rem,TPI_wk_Tot_Dem_Alzh,TPI_wk_Tot_Dia_ges_dia,TPI_wk_Tot_HD_HA_ang,TPI_wk_Tot_Kid_dis,TPI_wk_Tot_LC_COPD_emph,TPI_wk_Tot_MHC_dep_anx,TPI_wk_Tot_Stroke,TPI_wk_Tot_oth_LTHC,TPI_wk_Tot_no_LTHC,TPI_wk_Tot_LTHC_NS,TPI_wk_Tot_Total,CANA_HNA_Arth,CANA_HNA_Asth,CANA_HNA_Can_rem,CANA_HNA_Dem_Alzh,CANA_HNA_Dia_ges_dia,CANA_HNA_HD_HA_ang,CANA_HNA_Kid_dis,CANA_HNA_LC_COPD_emph
UCL521033,6,8,0,4,10,0,3,88,7,133,0,0,0,0,0,0,0,0,0,0,0,7,0,7,20,12,7,0,14,10,8,10,17,5,7,28,4,96,0,0,0,0,0,0,0,0,3,0,0,0,217,224,34,21,11,5,23,18,7,20,30,9,15,127,226,465,0,4,3,0,0,3,0,0,0,0,0,12,0,22,3,5,0,0,3,5,0,0,0,0,0,9,0,11,15,7,7,0,7,4,3,11,13,3,8,24,0,73,3,0,0,0,6,5,5,0,3,0,0,18,0,35,3,4,0,0,3,4,0,0,0,0,0,25,0,40,7,3,0,0,0,0,0,0,6,0,0,25,0,33,0,5,3,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,3,0,0,0,6,0,0,4,217,236,34,21,11,5,23,18,7,20,30,9,15,127,226,465,3,3,6,5,5,5,6,8
UCL521034,19,12,0,5,35,0,26,254,14,380,0,6,0,0,4,4,0,0,6,0,0,4,0,17,55,21,18,0,23,21,13,16,26,12,30,79,3,204,0,0,0,0,0,0,0,0,0,0,0,0,38,40,80,52,27,0,44,40,9,19,60,12,54,335,59,647,10,4,0,0,3,4,0,0,6,3,5,33,0,67,14,6,5,0,5,3,0,0,4,0,6,27,8,59,45,22,11,0,15,14,5,8,28,8,22,57,5,147,8,7,5,0,3,0,0,0,8,0,3,64,0,91,6,3,0,0,4,7,0,7,7,0,5,77,7,119,5,8,3,0,3,4,0,0,6,0,4,48,0,83,0,0,0,0,0,0,0,0,0,0,3,27,6,31,0,0,0,0,5,0,0,0,0,0,0,6,36,47,80,52,27,0,44,40,9,19,60,12,54,335,59,647,19,9,9,0,11,14,7,5
UCL521035,17,3,3,0,27,0,10,137,5,217,0,0,0,0,0,0,0,0,0,0,0,11,0,14,53,22,19,4,21,29,5,18,30,4,22,58,11,196,0,0,0,0,0,0,0,0,0,0,0,3,44,50,73,41,20,4,32,32,9,21,56,8,35,208,56,470,3,6,0,0,0,5,0,0,6,0,0,21,0,35,4,4,3,0,0,0,0,0,7,0,10,14,3,38,42,17,11,0,15,20,0,12,21,3,16,48,11,147,12,10,5,0,5,0,3,0,8,0,3,53,4,93,7,3,3,0,3,5,0,0,10,0,3,46,0,72,0,0,0,0,0,0,0,0,4,0,3,20,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,6,0,0,0,6,0,0,4,0,0,7,45,58,73,41,20,4,32,32,9,21,56,8,35,208,56,470,9,9,3,3,4,3,0,8
UCL521036,15,7,0,9,14,0,12,123,10,195,0,5,0,0,0,0,0,0,0,0,0,10,0,17,42,31,11,0,25,29,0,22,39,9,22,57,11,192,5,4,3,0,3,3,0,0,0,0,0,6,75,85,62,48,23,3,49,34,5,29,50,9,33,195,98,491,9,3,0,0,0,0,0,0,3,0,0,20,0,27,9,7,3,0,5,0,0,3,5,0,8,18,5,46,27,16,8,0,22,22,0,20,27,5,13,40,10,145,10,12,4,0,7,4,0,4,3,0,7,45,4,73,9,0,0,0,5,4,0,6,5,0,3,31,0,50,0,4,0,0,0,3,0,0,0,0,0,25,0,37,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,3,0,0,0,4,0,0,0,0,0,11,82,100,62,48,23,3,49,34,5,29,50,9,33,195,98,491,12,6,3,3,10,11,0,8
UCL521037,24,8,0,7,47,5,34,192,8,336,0,6,0,0,0,0,0,0,6,0,7,20,0,35,108,69,23,6,67,45,17,34,97,15,61,96,15,364,0,0,0,0,0,0,0,0,0,0,0,7,41,45,146,108,34,6,94,61,17,37,159,18,96,315,63,788,5,11,4,0,3,0,0,0,13,0,12,42,0,76,14,13,5,0,8,4,3,0,25,0,21,35,3,90,84,48,18,0,56,37,13,32,68,7,42,79,6,269,24,18,0,0,11,5,0,0,26,3,8,56,4,111,8,9,0,0,7,5,0,0,18,6,16,52,3,104,9,3,0,0,4,3,0,0,9,0,5,36,3,61,0,0,0,0,4,0,0,0,0,0,0,8,0,13,0,0,0,0,0,3,0,0,5,0,0,14,45,64,146,108,34,6,94,61,17,37,159,18,96,315,63,788,28,23,7,6,14,10,3,11
UCL521038,17,10,5,3,15,0,10,146,9,233,3,8,0,0,0,0,0,0,4,0,0,15,0,26,91,37,21,13,51,40,10,22,42,12,55,111,16,336,5,0,0,0,0,0,0,0,3,0,0,0,90,98,117,65,29,13,69,55,15,24,61,7,70,271,111,695,8,0,0,0,3,3,0,0,6,0,4,28,4,53,9,6,3,0,7,5,0,0,6,0,3,26,0,54,70,34,18,9,37,40,8,14,29,12,46,87,15,279,13,3,0,0,6,3,0,0,4,0,3,35,4,72,16,13,3,0,9,3,0,0,9,0,5,43,0,86,0,6,0,0,0,0,0,0,4,0,0,20,3,33,0,0,0,0,3,0,0,0,0,0,0,9,0,17,9,7,0,0,5,0,0,0,6,0,0,8,91,106,117,65,29,13,69,55,15,24,61,7,70,271,111,695,27,7,10,10,6,11,3,7
UCL521039,4,10,0,6,30,0,36,237,9,374,0,0,0,0,0,0,0,0,0,0,0,10,0,10,58,20,29,0,13,16,0,11,20,3,35,112,7,242,0,0,0,0,0,0,0,0,0,0,0,3,46,47,94,54,40,0,18,21,0,12,55,7,71,355,66,673,6,5,7,0,3,5,0,0,6,0,4,30,0,54,9,7,3,0,3,3,0,0,9,0,11,36,0,65,36,17,13,0,4,7,0,4,11,0,15,78,5,153,17,9,6,0,3,8,0,0,11,0,3,71,8,116,16,9,4,0,4,3,0,3,12,0,22,88,6,139,9,9,3,0,0,0,0,0,7,0,10,33,0,62,3,0,0,0,0,0,0,0,0,0,5,13,0,19,0,0,0,0,0,0,0,0,0,0,0,12,43,55,94,54,40,0,18,21,0,12,55,7,71,355,66,673,9,0,4,0,3,3,0,5
UCL521040,23,11,0,3,24,0,19,251,20,367,0,0,0,0,0,0,0,0,0,0,5,9,0,13,22,18,6,3,10,15,4,5,5,3,14,44,6,112,0,0,0,0,0,0,0,0,0,0,0,4,114,121,42,41,19,3,36,26,4,13,33,3,37,303,146,612,3,3,3,0,3,3,0,0,0,0,0,15,4,33,8,7,3,0,3,3,0,0,0,0,3,10,0,29,11,8,4,3,7,11,0,4,8,0,9,32,4,73,0,3,0,0,7,3,0,3,7,0,0,25,3,43,13,11,7,0,3,4,0,0,7,0,3,81,3,119,9,8,4,0,4,0,0,0,3,0,7,92,3,121,0,7,0,0,3,4,0,0,8,0,6,49,7,73,0,0,0,0,4,0,0,0,0,0,0,0,118,123,42,41,19,3,36,26,4,13,33,3,37,303,146,612,9,3,4,3,6,5,4,5
UCL521041,9,7,0,0,29,0,18,273,9,352,0,0,0,0,0,0,0,0,0,0,0,9,0,7,3,8,0,0,7,0,0,0,8,0,4,51,0,65,0,0,0,0,0,0,0,0,0,0,0,0,17,21,16,28,10,0,18,7,0,8,33,0,13,333,25,446,3,0,0,0,7,0,0,0,5,0,0,29,0,40,0,5,0,0,0,0,0,0,3,0,0,15,0,23,0,3,0,0,0,0,0,0,8,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,23,0,28,0,6,0,0,0,0,0,0,7,0,0,51,0,67,0,9,3,0,6,0,0,4,11,0,10,105,3,138,7,6,0,0,7,0,0,0,4,0,4,83,0,101,0,0,0,0,0,0,0,0,4,0,0,6,17,24,16,28,10,0,18,7,0,8,33,0,13,333,25,446,0,0,0,0,0,0,0,0
UCL521042,12,5,0,0,24,0,10,218,8,292,0,0,0,0,0,0,0,0,5,0,0,6,0,10,41,21,15,6,24,18,0,5,26,6,24,57,6,179,0,0,0,0,0,0,0,0,0,0,0,11,42,49,65,42,20,6,41,27,0,10,58,9,38,291,48,531,0,0,0,0,0,0,0,0,4,0,4,15,0,24,9,13,0,0,3,3,0,0,7,0,10,29,0,51,31,12,13,7,22,20,0,9,28,10,19,69,7,155,5,8,0,0,6,0,0,0,3,0,3,72,4,106,10,3,0,0,4,0,0,0,12,0,0,58,5,89,5,0,0,0,0,3,0,0,0,0,0,32,0,37,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,5,0,0,0,0,0,0,12,39,58,65,42,20,6,41,27,0,10,58,9,38,291,48,531,12,13,0,7,9,6,0,3
UCL521043,5,0,0,0,27,0,18,182,6,268,0,0,0,0,0,0,0,0,0,0,0,4,0,7,25,10,16,6,10,4,4,6,9,3,14,63,3,124,0,0,0,0,0,0,0,0,0,0,0,0,27,25,54,31,26,6,9,12,4,6,33,5,29,240,40,425,6,3,0,0,4,0,0,0,3,0,0,26,0,33,3,0,0,0,4,0,0,0,0,0,0,20,0,30,20,10,12,0,0,3,4,0,8,5,10,38,3,84,10,6,0,0,0,0,0,3,10,0,9,36,0,61,14,14,6,0,0,5,0,0,7,0,7,46,3,76,6,0,3,0,0,0,0,0,9,0,5,57,0,83,0,3,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,29,32,54,31,26,6,9,12,4,6,33,5,29,240,40,425,7,5,4,5,0,0,0,0
UCL521044,6,9,0,4,23,0,14,127,10,210,0,9,0,0,6,4,0,0,4,0,0,14,0,31,78,31,27,7,52,39,5,18,60,5,57,89,10,319,0,0,0,0,0,0,0,0,0,0,0,3,44,51,94,56,32,7,63,52,9,26,92,8,67,231,62,611,3,15,3,0,5,4,0,0,10,3,9,19,0,52,5,6,0,0,3,4,0,0,3,0,7,25,0,49,61,28,15,9,43,30,10,17,58,9,35,62,8,234,11,3,5,0,9,7,0,5,10,0,13,32,5,77,12,10,3,0,0,0,0,0,4,0,4,54,0,85,0,8,0,0,6,3,0,3,0,0,0,25,0,40,0,0,0,0,0,0,0,0,0,0,0,13,0,15,3,0,0,0,0,3,0,0,0,0,3,6,45,64,94,56,32,7,63,52,9,26,92,8,67,231,62,611,27,4,8,4,11,12,3,3
UCL521045,10,8,3,4,13,0,9,84,7,151,0,0,0,0,0,0,0,0,0,0,0,4,0,6,65,24,14,4,26,33,18,16,33,4,25,80,6,226,0,0,0,0,0,0,0,0,0,0,0,0,118,120,73,32,23,4,37,37,21,18,53,4,31,168,135,504,8,0,0,0,0,0,0,0,3,0,3,21,0,37,5,5,4,0,5,3,0,0,5,3,0,14,0,35,46,8,9,4,22,23,15,17,24,0,16,49,8,158,8,3,3,0,6,6,3,5,7,0,5,21,3,55,5,6,0,0,4,7,0,0,6,0,7,39,3,73,3,0,3,0,0,0,0,0,0,0,0,14,0,24,3,0,0,0,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,119,122,73,32,23,4,37,37,21,18,53,4,31,168,135,504,12,0,5,4,0,16,5,6
UCL521046,23,5,5,7,12,0,7,119,7,185,0,0,0,0,7,0,0,0,0,0,0,25,0,32,19,16,7,4,67,25,13,8,19,8,34,143,0,286,0,4,0,7,3,0,7,0,3,4,0,0,36,46,41,42,8,12,95,31,23,20,37,14,43,286,48,554,0,0,0,0,6,3,0,0,0,0,4,66,0,75,7,7,5,0,19,7,4,3,10,0,14,59,0,111,15,16,0,0,42,14,10,4,9,3,24,76,0,162,10,3,0,0,11,3,0,5,6,0,0,20,0,44,12,9,0,0,7,0,0,0,4,0,3,26,6,60,3,3,0,0,5,0,0,0,0,0,0,32,0,44,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,0,6,4,3,7,5,6,8,0,5,36,56,41,42,8,12,95,31,23,20,37,14,43,286,48,554,6,5,0,5,17,5,9,4
UCL521047,12,5,0,5,22,0,12,156,11,245,6,3,0,0,0,0,0,0,0,0,0,7,4,17,44,10,17,9,17,23,9,15,23,3,15,42,6,134,4,0,0,0,0,0,0,0,0,0,0,5,35,42,70,30,22,4,36,30,5,15,47,3,28,213,57,440,0,0,0,0,0,0,0,0,0,0,0,14,3,20,3,7,7,0,3,0,0,3,11,0,0,11,3,31,46,13,12,5,16,20,9,10,25,0,16,37,7,130,7,3,3,0,6,3,0,0,11,0,0,32,4,57,4,5,0,0,3,0,0,0,3,0,4,59,0,80,3,8,0,0,4,0,0,0,0,0,3,37,3,57,0,0,0,0,3,0,0,0,0,0,0,9,0,15,3,0,0,0,0,0,0,0,0,0,0,5,35,46,70,30,22,4,36,30,5,15,47,3,28,213,57,440,17,5,0,5,5,10,3,6
UCL521048,15,16,4,5,33,6,28,183,15,318,3,4,0,0,0,0,0,0,7,0,3,15,3,30,106,24,34,6,47,52,8,27,55,9,52,127,20,379,0,0,4,0,3,0,0,0,5,0,0,4,68,84,138,66,53,6,66,71,15,32,97,17,80,323,105,808,3,4,4,0,0,3,0,5,4,0,5,28,0,49,14,5,5,0,5,5,4,0,10,0,4,25,7,69,84,26,29,6,38,35,5,22,43,7,40,99,17,291,20,9,9,0,9,7,0,6,19,5,8,52,0,108,12,12,4,0,8,15,4,0,15,3,11,64,11,131,3,3,0,0,3,3,0,0,5,0,6,30,0,56,5,0,0,0,3,0,0,0,0,0,0,13,0,21,3,0,3,0,0,0,0,0,0,0,0,5,70,84,138,66,53,6,66,71,15,32,97,17,80,323,105,808,23,12,12,6,13,12,5,6
UCL521049,0,3,0,0,9,0,5,52,4,82,0,0,0,0,0,0,0,0,0,0,0,34,3,40,0,9,0,0,26,24,8,4,3,0,11,189,5,250,0,0,0,0,0,0,0,0,0,0,0,10,28,38,4,23,0,0,25,24,5,3,11,0,17,282,44,406,0,0,0,0,3,0,0,0,0,0,0,10,0,10,0,4,0,0,13,9,3,0,0,0,3,64,4,88,0,8,0,0,14,7,0,0,4,0,7,124,12,170,0,0,0,0,0,0,0,0,0,0,0,36,0,35,0,9,0,0,0,0,0,0,0,0,0,23,0,30,0,5,0,0,0,0,0,0,0,0,3,9,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,18,24,42,4,23,0,0,25,24,5,3,11,0,17,282,44,406,0,0,0,0,6,6,4,0
UCL521050,24,13,0,3,35,0,16,225,7,343,3,0,0,0,0,0,0,0,4,0,0,9,0,18,47,28,19,0,29,22,5,18,27,16,26,59,6,191,3,0,0,0,0,0,0,0,0,0,0,3,37,45,76,62,30,0,52,36,6,24,69,16,46,290,53,593,4,9,0,0,5,0,0,0,0,0,4,11,5,30,3,11,4,0,0,7,0,0,12,0,3,16,0,40,46,24,21,0,22,18,0,16,23,9,22,59,7,178,10,8,3,0,4,0,0,0,15,3,7,55,3,96,6,7,0,0,4,3,0,6,7,0,0,83,4,112,10,6,0,0,4,0,0,0,4,0,5,45,0,65,0,0,0,0,0,3,0,0,0,0,3,18,0,22,3,0,0,0,4,5,0,0,5,0,0,6,37,52,76,62,30,0,52,36,6,24,69,16,46,290,53,593,13,4,8,0,10,9,0,12
UCL521051,20,7,0,6,44,0,27,220,13,353,4,0,0,0,0,0,0,0,8,0,3,19,4,38,65,41,17,0,39,31,3,18,37,13,30,82,9,252,0,0,0,0,0,0,0,0,0,0,0,3,55,57,107,81,30,0,54,41,5,26,90,13,58,321,73,698,6,7,0,0,9,4,0,4,3,0,6,37,0,65,7,9,3,0,6,3,0,6,13,0,3,36,0,60,52,26,8,0,23,16,0,11,33,9,23,69,6,188,15,15,4,0,4,4,0,0,18,0,10,52,4,96,19,19,8,0,5,4,0,7,16,0,10,84,4,142,9,7,5,0,4,3,0,4,7,0,3,35,6,61,0,4,0,0,0,0,0,0,0,0,0,15,0,20,0,0,0,0,3,0,0,0,4,0,0,5,56,66,107,81,30,0,54,41,5,26,90,13,58,321,73,698,18,9,3,0,8,10,0,4
UCL521052,23,4,0,0,6,3,15,154,9,231,0,0,0,0,4,0,0,0,3,0,0,3,0,12,19,17,12,0,31,19,10,9,14,5,19,122,8,210,0,0,0,0,0,0,0,0,0,0,0,11,107,117,28,37,10,0,62,20,14,10,27,4,32,297,124,575,0,0,0,0,3,0,0,0,0,0,4,30,3,46,4,7,0,0,6,5,6,0,3,3,4,45,0,62,15,9,7,0,17,16,3,5,9,0,12,80,3,139,0,0,4,0,3,0,0,0,3,0,8,37,0,55,0,13,0,0,12,0,0,0,0,3,4,60,4,84,4,8,0,0,4,0,0,0,0,0,3,24,0,47,0,0,0,0,4,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,9,108,121,28,37,10,0,62,20,14,10,27,4,32,297,124,575,9,3,4,0,10,5,3,0
UCL522001,0,0,0,0,6,0,4,57,3,74,0,0,0,0,3,0,0,0,0,0,0,74,0,78,4,10,5,0,22,8,0,0,15,0,26,84,37,186,0,0,0,0,0,0,0,0,0,0,0,0,20,20,8,13,5,0,29,18,0,4,16,0,27,216,62,358,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,3,0,0,19,7,0,0,7,0,13,77,25,141,0,6,0,0,12,4,0,0,9,0,11,100,7,144,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,8,13,5,0,29,18,0,4,16,0,27,216,62,358,0,0,5,0,6,9,0,0
UCL522002,4,0,0,0,17,0,9,68,3,108,0,0,0,0,0,0,0,0,4,0,0,7,0,3,35,17,16,0,11,21,0,3,15,13,36,36,6,122,0,0,0,0,0,0,0,0,0,0,0,0,14,14,43,26,11,0,17,22,0,10,34,13,46,105,25,248,0,0,0,0,0,0,0,0,5,0,5,4,0,15,5,5,0,0,0,0,0,0,4,0,5,9,0,21,28,12,16,0,8,20,0,5,12,4,20,28,0,93,7,6,0,0,0,3,0,0,6,0,7,19,0,31,0,0,0,0,0,0,0,0,3,0,10,17,0,32,5,0,0,0,3,0,0,0,0,0,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,21,43,26,11,0,17,22,0,10,34,13,46,105,25,248,14,8,4,0,5,4,0,4
UCL522003,7,8,0,0,0,0,3,54,0,70,0,0,0,0,3,0,0,0,0,4,0,17,0,22,11,9,3,0,4,5,7,3,3,0,3,74,3,99,0,0,0,0,0,0,0,0,0,0,0,0,20,23,9,14,3,0,14,10,7,3,7,3,6,140,27,218,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,0,0,0,0,0,0,0,0,5,4,31,0,39,7,4,0,0,4,8,0,8,4,0,0,36,0,55,4,0,0,0,3,0,0,0,4,0,0,10,0,24,0,0,0,0,5,0,0,0,0,0,0,22,0,24,3,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,15,26,44,9,14,3,0,14,10,7,3,7,3,6,140,27,218,0,0,0,0,0,0,0,4
UCL522004,6,0,0,0,0,0,0,27,0,33,0,0,0,0,0,0,0,0,0,0,0,13,0,13,3,0,0,0,19,0,0,0,0,0,4,146,0,181,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,3,0,0,23,0,0,0,0,0,4,193,4,228,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,15,0,0,0,0,0,3,110,0,130,4,0,0,0,3,0,0,0,0,0,0,47,0,49,0,0,0,0,6,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,0,0,23,0,0,0,0,0,4,193,4,228,0,0,0,0,3,0,0,0
UCL522005,7,0,0,0,0,0,0,50,0,71,0,0,0,0,3,0,0,0,0,0,0,14,0,15,0,6,0,0,7,0,0,0,4,0,0,90,0,112,0,0,0,0,0,0,0,0,0,0,0,3,11,20,3,14,0,0,12,5,0,0,4,0,4,156,19,214,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,3,0,0,32,0,32,3,3,0,0,12,0,0,0,3,0,3,60,0,79,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,36,3,14,0,0,12,5,0,0,4,0,4,156,19,214,0,0,0,0,5,0,0,0
