UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL515013,..,0,41,95,90,77,49,24,0,374,..,15,50,42,34,23,9,5,0,182,..,0,0,7,5,9,0,0,0,24,234,..,..,..,..,..,..,..,..,234,..,31,..,..,..,..,..,..,..,31,..,40,9,4,3,4,0,0,0,61,..,6,4,0,0,4,0,0,0,12,..,14,13,6,0,0,0,0,0,33,..,13,43,16,12,4,3,0,0,90,..,3,18,17,26,38,35,11,6,147,3,4,5,6,4,4,13,0,0,42,238,128,185,187,177,160,110,49,7,1231,..,0,59,110,91,66,49,18,3,403,..,20,81,50,31,17,10,0,0,208,..,0,4,16,17,0,3,0,0,45,218,..,..,..,..,..,..,..,..,218,..,26,..,..,..,..,..,..,..,26,..,22,0,0,0,0,0,0,0,30,..,3,0,0,0,0,0,0,3,11,..,15,20,4,0,0,0,0,0,34
UCL515014,..,6,14,3,12,10,9,0,0,56,..,11,27,15,13,16,4,0,0,82,..,0,0,0,6,3,0,0,0,8,90,..,..,..,..,..,..,..,..,90,..,3,..,..,..,..,..,..,..,3,..,20,12,12,6,0,0,0,0,49,..,12,10,10,0,8,0,0,0,43,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,4,0,0,17,..,0,5,11,13,9,8,4,0,50,0,0,0,0,3,0,0,0,0,14,94,50,71,67,57,47,23,4,0,415,..,4,9,14,11,12,9,0,0,64,..,12,25,17,14,18,0,0,0,87,..,4,15,8,14,5,7,0,0,54,86,..,..,..,..,..,..,..,..,86,..,8,..,..,..,..,..,..,..,8,..,17,4,0,4,0,0,0,0,26,..,5,5,6,3,9,3,0,0,32,..,0,0,0,0,0,0,0,0,0
UCL515015,..,0,61,84,74,72,85,72,18,473,..,10,33,27,15,16,5,9,0,109,..,0,3,7,11,6,0,0,0,29,230,..,..,..,..,..,..,..,..,230,..,39,..,..,..,..,..,..,..,39,..,54,24,19,10,9,0,0,0,108,..,5,14,3,0,5,8,3,0,36,..,3,28,4,4,0,0,0,0,37,..,3,8,10,5,5,0,0,0,36,..,3,15,19,33,26,22,16,10,139,0,4,3,3,4,3,4,0,0,21,234,120,186,163,162,137,122,98,34,1261,..,5,79,85,81,88,80,54,6,486,..,13,41,11,15,18,4,0,0,111,..,5,11,15,23,9,5,5,4,95,225,..,..,..,..,..,..,..,..,225,..,37,..,..,..,..,..,..,..,37,..,31,8,0,5,6,0,0,0,53,..,6,0,3,7,9,9,3,0,28,..,5,9,0,0,0,0,0,0,16
UCL515016,..,0,15,32,30,71,76,38,8,258,..,5,25,13,13,9,12,0,0,84,..,0,0,0,9,0,0,0,0,12,112,..,..,..,..,..,..,..,..,112,..,13,..,..,..,..,..,..,..,13,..,12,6,9,0,0,0,0,0,30,..,4,3,0,0,0,0,0,0,14,..,0,0,3,0,0,0,0,0,7,..,0,8,0,0,0,0,0,0,13,..,4,5,6,15,18,32,15,0,102,4,3,0,0,10,3,5,0,0,31,118,38,62,68,80,101,129,62,12,672,..,0,20,45,35,75,80,14,5,286,..,7,28,18,19,17,10,0,0,90,..,0,12,9,4,8,0,0,0,41,96,..,..,..,..,..,..,..,..,96,..,16,..,..,..,..,..,..,..,16,..,10,3,0,0,0,0,0,0,13,..,0,0,0,0,4,0,0,0,17,..,0,0,0,0,0,0,0,0,0
UCL515017,..,0,5,16,27,46,52,31,10,184,..,0,19,16,10,21,11,0,0,83,..,0,0,0,4,0,3,3,0,15,65,..,..,..,..,..,..,..,..,65,..,13,..,..,..,..,..,..,..,13,..,14,4,4,8,0,0,0,0,30,..,0,0,0,0,0,0,0,0,7,..,4,3,0,0,0,0,0,0,10,..,4,0,0,0,0,0,0,0,6,..,0,3,0,23,31,22,10,6,94,5,3,7,0,4,3,7,0,0,21,68,43,43,45,73,102,94,48,16,525,..,0,11,24,31,50,50,22,6,196,..,10,23,12,10,23,6,0,0,86,..,0,0,3,6,0,0,0,0,18,71,..,..,..,..,..,..,..,..,71,..,4,..,..,..,..,..,..,..,4,..,6,3,0,0,0,0,0,0,13,..,0,4,0,0,0,5,0,0,7,..,3,0,0,0,0,0,0,0,4
UCL515018,..,0,26,37,48,56,29,12,0,212,..,7,40,20,15,14,0,0,0,95,..,0,0,7,14,3,0,0,0,16,157,..,..,..,..,..,..,..,..,157,..,24,..,..,..,..,..,..,..,24,..,26,4,4,0,0,0,0,0,34,..,6,3,0,0,4,0,0,0,14,..,0,0,0,0,0,0,0,0,5,..,3,5,0,5,0,0,0,0,14,..,4,15,10,21,31,14,6,0,107,4,4,0,3,0,0,0,0,0,19,159,81,93,81,107,112,53,22,5,702,..,4,25,55,54,62,18,3,0,221,..,17,33,25,16,7,4,0,0,98,..,7,10,12,9,9,5,0,0,55,156,..,..,..,..,..,..,..,..,156,..,23,..,..,..,..,..,..,..,23,..,21,3,5,4,0,0,0,0,30,..,7,0,0,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0
UCL515019,..,6,58,85,89,128,116,63,17,553,..,24,49,25,25,15,8,4,0,146,..,0,0,0,3,8,6,0,4,29,329,..,..,..,..,..,..,..,..,329,..,58,..,..,..,..,..,..,..,58,..,70,20,22,3,0,0,0,0,113,..,17,12,3,4,3,0,4,3,52,..,9,10,4,0,0,0,0,0,20,..,11,41,18,10,13,5,0,0,102,..,16,28,20,43,40,32,19,11,202,5,5,3,7,10,3,3,0,0,41,330,215,220,188,191,217,167,94,27,1650,..,10,76,98,95,125,99,44,10,564,..,40,42,30,16,15,4,3,0,146,..,14,26,25,32,6,10,5,0,120,302,..,..,..,..,..,..,..,..,302,..,54,..,..,..,..,..,..,..,54,..,46,15,9,5,0,0,0,0,67,..,21,5,3,5,6,12,0,6,57,..,5,0,0,0,0,0,0,0,14
UCL515020,..,0,59,86,91,87,42,14,0,385,..,29,105,58,37,30,18,0,0,279,..,0,3,10,13,3,3,0,0,34,442,..,..,..,..,..,..,..,..,442,..,33,..,..,..,..,..,..,..,33,..,60,19,11,8,0,0,0,0,97,..,27,26,6,9,8,0,3,4,91,..,0,11,4,3,0,0,0,0,22,..,14,28,9,8,12,4,0,0,76,..,10,34,18,35,32,22,11,0,159,12,7,11,11,0,5,5,0,0,54,446,188,305,212,211,181,93,27,4,1671,..,8,72,110,92,84,29,4,0,395,..,38,120,70,45,19,11,0,0,300,..,10,51,51,48,15,5,0,0,174,411,..,..,..,..,..,..,..,..,411,..,43,..,..,..,..,..,..,..,43,..,56,13,4,5,0,0,0,0,79,..,14,17,4,10,17,6,4,0,81,..,3,6,0,0,0,0,0,0,18
UCL515021,..,0,21,43,59,77,77,45,10,340,..,8,13,11,10,12,7,0,0,72,..,0,3,4,12,0,3,0,0,19,135,..,..,..,..,..,..,..,..,135,..,46,..,..,..,..,..,..,..,46,..,36,10,3,3,0,0,0,0,57,..,6,0,0,0,4,0,0,0,9,..,0,6,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,8,..,4,5,4,15,19,22,7,5,74,0,3,5,0,6,4,9,0,0,15,136,104,54,74,104,117,118,52,13,784,..,5,27,57,62,77,76,37,3,352,..,11,14,11,13,18,3,0,0,67,..,0,3,9,9,3,4,3,0,29,125,..,..,..,..,..,..,..,..,125,..,19,..,..,..,..,..,..,..,19,..,16,9,0,0,0,0,0,0,28,..,0,0,0,8,0,4,0,0,10,..,4,0,0,0,0,0,0,0,4
UCL515022,..,4,50,100,103,128,121,75,17,607,..,29,73,36,30,35,9,9,0,216,..,0,0,9,4,4,4,0,0,28,380,..,..,..,..,..,..,..,..,380,..,67,..,..,..,..,..,..,..,67,..,74,27,10,7,5,0,0,0,126,..,17,5,0,5,10,4,0,0,42,..,9,6,3,4,0,0,0,0,19,..,13,4,0,6,5,10,0,0,41,..,25,50,26,42,54,52,36,12,300,6,9,7,10,4,8,5,7,0,57,390,244,234,192,207,257,205,129,25,1889,..,9,71,113,117,142,118,60,7,622,..,46,78,30,35,25,9,3,0,228,..,10,26,43,34,20,12,7,3,152,342,..,..,..,..,..,..,..,..,342,..,63,..,..,..,..,..,..,..,63,..,37,13,9,4,0,4,0,0,60,..,6,4,0,3,0,3,5,0,31,..,6,0,6,0,0,0,0,0,7
UCL515023,..,0,46,46,61,78,65,32,4,337,..,23,34,19,24,10,8,0,0,117,..,0,3,4,3,7,0,0,3,25,189,..,..,..,..,..,..,..,..,189,..,25,..,..,..,..,..,..,..,25,..,35,23,10,0,0,0,0,0,68,..,0,0,4,3,0,0,0,0,7,..,3,0,3,0,0,0,0,0,4,..,10,10,0,3,6,0,0,0,31,..,22,18,20,26,31,44,9,7,171,3,4,5,3,15,3,4,0,0,42,195,122,140,109,136,132,125,49,18,1024,..,4,41,61,63,88,63,22,5,346,..,32,32,32,11,10,5,0,0,120,..,0,15,18,19,15,6,3,0,74,191,..,..,..,..,..,..,..,..,191,..,24,..,..,..,..,..,..,..,24,..,21,8,5,0,0,0,0,0,36,..,6,4,0,5,4,3,0,0,20,..,0,0,0,0,0,0,0,0,4
UCL515024,..,0,10,24,26,55,50,25,4,190,..,9,21,14,10,8,7,0,0,76,..,0,3,6,3,4,0,0,0,17,129,..,..,..,..,..,..,..,..,129,..,11,..,..,..,..,..,..,..,11,..,14,14,0,6,0,0,0,0,33,..,10,0,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,6,..,4,5,0,0,0,0,0,0,21,..,7,14,11,19,22,15,16,7,107,3,0,3,7,0,7,3,0,5,22,128,70,71,59,73,96,77,39,12,624,..,0,20,33,37,55,38,14,5,196,..,13,23,18,12,5,3,0,0,79,..,3,12,15,13,10,6,0,6,60,133,..,..,..,..,..,..,..,..,133,..,11,..,..,..,..,..,..,..,11,..,16,3,0,0,0,0,0,0,24,..,6,4,6,6,0,5,0,0,26,..,4,0,0,0,0,0,0,0,4
UCL515025,..,3,22,34,48,49,60,34,15,263,..,4,29,12,12,14,3,3,0,77,..,0,0,3,0,6,0,0,0,12,166,..,..,..,..,..,..,..,..,166,..,32,..,..,..,..,..,..,..,32,..,29,16,0,0,0,0,0,0,57,..,0,0,0,0,0,6,0,0,6,..,3,0,5,8,0,0,0,0,14,..,4,6,4,5,6,0,0,0,23,..,7,0,15,13,23,26,12,7,103,0,9,5,4,4,0,0,0,0,25,166,96,72,73,88,100,97,52,23,777,..,8,32,35,52,66,52,23,11,277,..,11,26,16,13,8,8,0,0,87,..,5,13,29,25,7,4,0,0,78,132,..,..,..,..,..,..,..,..,132,..,33,..,..,..,..,..,..,..,33,..,21,6,0,0,0,0,0,0,29,..,5,0,0,5,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3
UCL515026,..,7,65,72,69,74,50,23,7,369,..,15,53,21,19,12,10,0,0,127,..,0,7,4,3,0,0,0,0,18,265,..,..,..,..,..,..,..,..,265,..,28,..,..,..,..,..,..,..,28,..,53,19,8,4,0,0,0,0,86,..,13,3,0,0,3,4,0,0,26,..,6,3,0,0,4,0,0,0,13,..,3,0,0,4,0,3,0,0,12,..,7,12,14,13,11,12,0,0,66,0,12,4,0,0,0,0,0,0,19,270,137,176,113,118,105,76,21,11,1035,..,12,92,82,77,74,38,13,4,397,..,21,65,21,13,9,5,0,0,137,..,6,15,19,17,9,6,3,0,84,256,..,..,..,..,..,..,..,..,256,..,50,..,..,..,..,..,..,..,50,..,36,15,0,4,0,0,0,0,53,..,8,0,0,0,0,3,0,0,20,..,3,0,0,0,0,0,0,0,5
UCL515027,..,3,50,69,93,101,108,51,14,485,..,29,43,26,28,12,11,0,3,149,..,0,3,13,18,9,3,0,0,39,272,..,..,..,..,..,..,..,..,272,..,52,..,..,..,..,..,..,..,52,..,62,15,10,15,9,0,0,0,111,..,4,6,0,3,8,7,0,0,27,..,11,8,6,0,0,0,0,0,19,..,13,27,4,11,6,4,5,0,69,..,15,44,20,38,55,52,26,15,260,0,9,8,4,3,0,8,0,0,38,271,195,200,147,199,194,191,86,31,1518,..,4,58,96,87,113,94,35,6,497,..,30,53,27,19,22,5,0,0,157,..,3,29,40,35,21,6,9,7,147,289,..,..,..,..,..,..,..,..,289,..,48,..,..,..,..,..,..,..,48,..,40,11,5,4,0,0,0,0,63,..,8,6,0,0,9,8,10,0,37,..,8,0,0,0,0,0,0,0,9
UCL515028,..,3,95,182,128,85,17,0,0,509,..,34,127,63,33,25,0,0,0,286,..,0,0,13,18,5,0,0,0,36,507,..,..,..,..,..,..,..,..,507,..,50,..,..,..,..,..,..,..,50,..,43,16,0,0,0,0,0,0,61,..,14,8,0,0,0,3,0,0,22,..,7,4,3,0,0,0,0,0,17,..,6,22,8,7,8,6,0,0,51,..,19,43,39,56,42,16,0,0,205,14,9,18,17,19,14,3,0,0,92,526,181,330,319,250,176,43,0,0,1830,..,3,130,204,120,53,13,0,0,524,..,50,139,64,31,22,0,0,0,303,..,3,15,26,18,3,0,0,0,57,482,..,..,..,..,..,..,..,..,482,..,39,..,..,..,..,..,..,..,39,..,30,11,0,0,0,0,0,0,40,..,8,4,0,8,13,3,4,0,38,..,5,8,0,0,0,0,0,0,10
UCL515029,..,0,21,38,22,27,0,0,0,111,..,3,30,21,12,6,0,0,0,75,..,0,0,5,3,4,0,0,0,14,98,..,..,..,..,..,..,..,..,98,..,8,..,..,..,..,..,..,..,8,..,14,0,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,4,3,8,0,0,0,0,0,11,..,5,9,22,20,11,10,0,0,74,4,0,4,5,11,0,0,0,0,23,109,39,68,100,66,60,9,0,0,440,..,3,28,44,24,19,0,0,0,119,..,10,27,22,6,5,5,0,0,75,..,0,3,8,3,0,0,0,0,20,96,..,..,..,..,..,..,..,..,96,..,12,..,..,..,..,..,..,..,12,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,4
UCL515030,..,7,44,78,111,124,130,86,25,608,..,19,28,39,27,24,9,9,4,150,..,0,6,13,4,6,0,0,0,33,314,..,..,..,..,..,..,..,..,314,..,63,..,..,..,..,..,..,..,63,..,72,33,20,9,4,0,0,0,138,..,9,5,4,3,5,6,0,0,31,..,3,3,8,0,7,0,0,0,22,..,0,5,0,6,8,9,0,4,32,..,7,10,16,19,33,47,32,12,177,9,4,3,6,5,0,3,4,0,35,324,178,144,173,189,207,201,132,50,1596,..,3,61,101,119,136,145,64,8,638,..,23,42,48,18,20,15,7,0,166,..,0,21,45,48,22,12,7,3,152,321,..,..,..,..,..,..,..,..,321,..,90,..,..,..,..,..,..,..,90,..,64,20,10,4,5,0,0,0,98,..,7,0,4,0,6,11,4,0,34,..,5,0,6,0,0,0,0,0,12
UCL515031,..,0,19,39,63,99,131,86,16,456,..,5,22,20,19,27,19,8,0,122,..,0,0,5,3,0,0,0,0,18,185,..,..,..,..,..,..,..,..,185,..,47,..,..,..,..,..,..,..,47,..,38,17,11,4,3,0,0,0,76,..,3,3,0,0,0,4,0,3,14,..,0,0,5,0,0,0,0,0,7,..,3,0,0,0,3,5,6,0,20,..,11,10,10,30,40,53,18,15,177,3,0,3,0,0,0,9,8,0,34,187,107,74,91,126,183,228,131,30,1150,..,0,23,68,89,126,119,70,8,496,..,15,24,27,20,22,20,6,0,140,..,0,19,27,18,13,4,5,4,93,182,..,..,..,..,..,..,..,..,182,..,24,..,..,..,..,..,..,..,24,..,32,12,4,0,0,0,0,0,50,..,9,3,0,4,4,3,9,0,22,..,4,0,0,0,0,0,0,0,0
UCL515032,..,4,32,48,82,60,36,13,5,275,..,7,14,12,15,9,8,0,0,68,..,0,5,0,4,3,3,0,0,11,171,..,..,..,..,..,..,..,..,171,..,42,..,..,..,..,..,..,..,42,..,44,18,6,4,0,0,0,0,67,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,0,0,0,0,3,..,0,5,6,7,10,4,0,0,31,0,0,0,0,0,0,0,0,0,9,171,89,74,74,117,82,56,18,6,687,..,6,34,70,81,71,36,7,4,301,..,0,17,15,16,9,0,0,0,65,..,0,7,5,6,0,3,0,0,31,125,..,..,..,..,..,..,..,..,125,..,40,..,..,..,..,..,..,..,40,..,28,8,0,4,0,0,0,0,39,..,0,0,0,0,0,0,3,0,8,..,4,0,0,0,0,0,0,0,4
UCL515033,..,0,66,147,106,48,5,0,0,388,..,14,55,55,22,12,5,0,0,160,..,0,0,5,3,7,0,0,0,17,392,..,..,..,..,..,..,..,..,392,..,42,..,..,..,..,..,..,..,42,..,28,3,0,0,0,0,0,0,36,..,4,0,0,0,0,0,0,0,7,..,4,0,0,0,0,0,0,0,8,..,0,3,3,4,3,0,0,0,12,..,7,26,24,26,21,7,0,0,109,11,6,12,12,11,4,0,0,0,49,404,102,168,258,165,103,21,5,0,1219,..,4,101,153,92,34,3,5,0,398,..,27,69,41,19,12,0,0,0,167,..,0,4,11,9,4,0,0,0,26,364,..,..,..,..,..,..,..,..,364,..,25,..,..,..,..,..,..,..,25,..,17,0,4,0,0,0,0,0,21,..,8,0,6,4,4,0,0,0,18,..,0,0,0,4,0,0,0,0,6
UCL515034,..,0,40,50,74,86,81,47,10,390,..,9,49,36,25,20,11,8,0,157,..,0,3,3,8,7,6,0,0,25,323,..,..,..,..,..,..,..,..,323,..,43,..,..,..,..,..,..,..,43,..,66,21,10,11,0,0,0,0,97,..,5,0,3,7,0,5,0,0,15,..,5,5,0,0,0,0,0,0,7,..,0,9,6,0,0,5,0,0,25,..,4,22,20,45,44,30,18,3,188,3,6,3,0,3,4,0,0,0,25,326,122,153,128,174,167,141,78,11,1308,..,5,57,86,95,80,77,36,4,444,..,18,52,46,37,22,11,3,0,179,..,0,22,25,17,12,4,3,0,91,266,..,..,..,..,..,..,..,..,266,..,33,..,..,..,..,..,..,..,33,..,39,13,0,6,0,0,0,0,55,..,5,5,0,0,4,8,7,0,24,..,7,0,0,0,0,0,0,0,4
UCL515035,..,0,9,25,10,50,48,30,9,182,..,9,19,5,3,20,6,0,0,65,..,0,0,4,0,0,0,0,0,11,89,..,..,..,..,..,..,..,..,89,..,6,..,..,..,..,..,..,..,6,..,15,8,5,6,3,0,0,0,34,..,4,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,5,0,4,0,0,6,0,0,20,..,3,9,7,17,24,19,19,3,106,0,0,0,3,3,8,4,0,0,18,89,43,53,60,50,94,85,61,9,542,..,0,14,25,25,51,55,14,0,190,..,17,28,7,12,5,3,0,0,65,..,0,7,7,10,4,7,3,0,48,79,..,..,..,..,..,..,..,..,79,..,16,..,..,..,..,..,..,..,16,..,4,0,3,5,0,0,0,0,16,..,4,0,0,0,5,0,5,0,11,..,0,0,0,0,0,0,0,0,0
UCL515036,..,3,21,47,60,97,89,57,16,384,..,3,30,25,19,9,7,3,0,92,..,0,0,4,5,0,3,0,0,17,180,..,..,..,..,..,..,..,..,180,..,31,..,..,..,..,..,..,..,31,..,47,16,3,3,0,0,0,0,74,..,0,3,3,0,0,0,0,0,14,..,5,0,4,0,0,0,0,0,11,..,0,8,0,5,4,8,5,0,30,..,0,9,10,25,35,32,15,10,141,3,6,0,0,0,4,0,0,0,21,186,106,93,97,116,153,140,77,27,1002,..,0,38,62,77,95,93,41,9,416,..,7,45,24,15,16,4,0,0,117,..,0,12,26,20,9,0,6,0,75,215,..,..,..,..,..,..,..,..,215,..,36,..,..,..,..,..,..,..,36,..,31,9,0,9,0,0,0,0,50,..,4,0,0,6,6,4,9,0,20,..,0,4,0,0,0,0,0,0,10
UCL515037,..,0,28,93,65,33,8,0,0,226,..,9,56,37,16,12,0,0,0,122,..,0,3,3,0,0,4,0,0,16,253,..,..,..,..,..,..,..,..,253,..,37,..,..,..,..,..,..,..,37,..,25,4,3,0,0,0,0,0,41,..,3,4,0,0,0,0,0,0,11,..,7,0,0,0,0,0,0,0,9,..,0,0,6,0,0,0,0,0,9,..,8,21,26,11,19,10,0,0,85,0,5,0,4,0,3,0,0,0,18,259,90,129,162,103,58,21,3,0,817,..,0,46,102,56,21,3,0,0,235,..,20,50,23,21,9,0,0,0,121,..,0,8,11,6,0,0,0,0,18,207,..,..,..,..,..,..,..,..,207,..,24,..,..,..,..,..,..,..,24,..,15,3,0,0,0,0,0,0,19,..,3,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,3
UCL515038,..,0,21,44,53,78,130,69,21,410,..,3,15,18,16,11,17,3,0,95,..,0,4,0,9,3,3,0,0,27,138,..,..,..,..,..,..,..,..,138,..,26,..,..,..,..,..,..,..,26,..,36,15,9,5,7,0,0,0,74,..,3,3,3,0,4,4,0,5,21,..,0,7,0,0,0,0,0,0,7,..,0,0,0,0,6,10,7,0,23,..,0,9,6,16,43,44,33,7,155,6,0,5,0,0,6,3,3,0,19,143,80,79,82,102,160,217,123,32,1014,..,0,28,51,68,92,134,46,9,430,..,5,15,15,14,21,5,3,0,86,..,3,6,24,21,12,10,5,9,81,149,..,..,..,..,..,..,..,..,149,..,15,..,..,..,..,..,..,..,15,..,27,7,3,5,0,4,0,0,44,..,3,0,0,0,0,9,8,0,15,..,0,0,0,3,0,0,0,0,9
UCL521001,..,0,3,16,24,29,24,5,0,100,..,0,0,0,5,3,0,0,0,17,..,0,0,0,0,0,0,0,0,3,47,..,..,..,..,..,..,..,..,47,..,14,..,..,..,..,..,..,..,14,..,10,4,0,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,5,3,7,0,0,0,23,0,0,0,4,0,5,0,0,0,11,49,39,13,26,39,43,28,7,3,247,..,0,4,20,27,34,14,0,0,101,..,4,5,7,7,5,0,0,0,25,..,3,0,0,5,0,0,0,0,14,42,..,..,..,..,..,..,..,..,42,..,9,..,..,..,..,..,..,..,9,..,15,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,7,..,0,0,0,0,0,0,0,0,0
UCL521002,..,0,9,13,23,19,54,16,0,136,..,0,9,6,8,6,0,0,0,35,..,0,0,0,3,3,0,0,0,8,64,..,..,..,..,..,..,..,..,64,..,12,..,..,..,..,..,..,..,12,..,19,11,11,3,0,0,0,0,36,..,0,0,0,0,0,9,0,0,10,..,0,3,3,0,4,0,0,0,8,..,0,0,0,0,0,3,0,0,7,..,0,6,5,3,6,3,7,0,23,0,0,0,0,0,0,0,0,0,3,68,30,33,37,48,42,68,29,3,343,..,0,13,18,24,25,53,14,0,146,..,4,4,9,12,9,4,0,0,45,..,0,4,8,12,7,4,0,0,29,44,..,..,..,..,..,..,..,..,44,..,14,..,..,..,..,..,..,..,14,..,14,3,0,4,0,0,0,0,22,..,0,0,0,0,0,0,6,0,4,..,0,0,0,0,0,0,0,0,3
