UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL521049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,33,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39,42,33,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,82
UCL521050,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,129,88,220,0,9,6,9,0,11,0,0,0,0,0,0,3,0,3,7,15,25,158,116,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,19,33,15,49,0,4,7,193,149,343
UCL521051,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,120,129,246,10,13,24,6,0,6,0,0,0,0,0,0,9,0,9,0,3,5,147,143,288,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15,20,20,38,0,0,0,183,169,353
UCL521052,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,69,51,125,13,15,20,0,0,0,3,0,3,0,0,3,8,0,6,15,24,36,117,93,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,12,4,0,5,126,104,231
UCL522001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,19,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,14,26,37,25,37,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,27,43,74
UCL522002,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,22,28,52,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,30,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,16,12,11,23,0,3,3,51,50,108
UCL522003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,33,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,14,24,34,27,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,70
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,31,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,17,27,24,36,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,26,38,71
UCL522006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,66,141,8,7,12,3,0,3,0,0,0,0,0,0,0,0,4,4,0,0,94,76,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,19,30,7,12,25,0,0,5,123,106,224
UCL522007,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,32,21,53,3,5,14,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,44,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,12,0,0,0,50,54,101
UCL522008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,54,0,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,34,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,4,0,0,0,41,34,76
UCL522009,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,76,69,143,3,6,9,3,0,3,0,0,0,0,0,0,6,0,9,4,0,5,90,77,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,13,8,15,4,0,6,114,92,203
UCL522010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,56,121,4,4,8,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,73,65,131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,5,5,14,0,0,0,90,73,161
UCL522011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,42,96,4,0,3,5,0,5,0,0,0,4,0,7,4,0,4,3,3,8,73,53,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,9,0,0,0,76,65,145
UCL522012,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,63,52,113,7,10,16,7,0,7,0,0,0,0,0,0,0,0,5,5,3,10,85,68,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,24,12,30,0,3,5,109,87,196
UCL522013,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,65,60,126,3,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,75,68,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,14,10,23,3,0,4,104,89,189
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,53,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,10,14,0,0,0,53,40,91
UCL522015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,38,3,3,8,0,0,0,0,0,0,0,5,6,3,0,3,30,45,77,63,74,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,16,12,25,0,0,0,80,85,173
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,43,35,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,9,10,3,0,3,51,41,95
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,58,113,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,4,60,64,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,14,21,5,0,4,77,79,153
UCL522018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,17,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,24,23,44
UCL522019,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,28,14,41,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,34,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,8,0,0,0,39,27,67
UCL522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,16,33,36,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,5,38,25,65
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36,83,8,0,8,5,0,3,0,0,0,0,0,0,3,0,4,3,7,13,64,49,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,8,14,16,0,0,0,72,65,140
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,53,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,44,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,5,5,0,0,0,49,45,93
UCL522023,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,35,33,77,4,0,6,0,0,0,0,0,0,0,0,0,8,3,7,4,6,12,54,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,14,19,0,0,5,67,69,136
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,62,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,4,12,12,0,0,0,45,55,106
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,42,108,3,3,6,0,0,0,0,0,0,0,0,0,6,0,4,4,10,14,84,62,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,12,11,12,18,0,0,4,95,80,174
UCL522026,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,21,47,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,33,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,14,8,6,20,0,0,0,55,47,101
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,89,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,5,3,10,54,52,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,0,0,0,59,61,129
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,24,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,5,4,0,0,0,29,23,52
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,46,105,6,4,11,5,0,5,0,0,0,0,0,0,9,0,9,0,0,0,74,53,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,14,20,0,0,0,87,77,159
UCL522030,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,44,33,82,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,10,14,53,43,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,0,0,0,62,53,115
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,17,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,12,18,28,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28,15,42
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,22,42,25,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,30,53
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,88,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,58,49,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,13,9,15,0,0,0,68,58,129
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,13,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,26
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,62,0,0,5,0,0,0,0,0,0,6,0,8,5,0,5,3,5,10,53,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,8,0,0,0,52,53,105
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,71,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,5,5,48,31,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,0,0,3,59,41,101
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,67,0,0,4,4,0,4,0,0,0,0,0,0,0,5,8,12,9,17,56,44,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,3,7,11,0,0,0,62,58,126
UCL522038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,61,154,3,6,9,4,0,4,0,0,0,5,0,8,0,0,0,18,21,36,138,89,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,21,31,3,0,3,148,121,272
UCL522039,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,41,28,69,13,5,17,0,0,0,0,0,0,4,0,4,0,0,0,8,30,29,71,65,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,13,0,0,0,84,78,160
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,39,4,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,31,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,9,12,17,0,0,0,46,35,79
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,21,59,3,3,8,3,0,3,0,0,0,0,0,0,7,0,6,0,3,3,53,32,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,10,19,0,0,5,65,46,116
UCL522042,0,0,0,19,3,24,0,0,0,0,0,0,0,0,0,50,39,86,3,3,12,0,0,0,0,0,0,0,0,4,3,3,5,5,17,24,82,64,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,21,14,33,0,0,0,106,82,189
UCL522043,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,5,19,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,12,8,22,24,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,47
UCL522044,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,12,28,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,18,31,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,37,20,59
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,21,13,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,30
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,56,6,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,9,8,43,31,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,46,36,86
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45,93,6,4,4,0,0,0,0,0,0,0,0,0,0,0,3,3,9,14,61,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6,7,4,0,4,67,66,134
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,17,64,0,5,5,7,0,7,0,0,0,5,0,5,5,0,7,9,7,14,61,32,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,12,6,0,6,74,44,114
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,41,3,0,4,7,0,7,0,0,0,0,0,0,0,0,0,12,12,21,39,35,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,42,34,81
UCL522050,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,67,45,110,6,6,5,4,0,4,0,0,0,0,3,3,4,0,4,4,9,8,81,60,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,3,13,17,0,0,0,92,76,165
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,72,0,5,5,0,0,0,0,0,0,0,0,0,7,0,7,0,3,3,42,37,82,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,16,0,0,0,53,55,110
