UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL515035,13,50,56,390,7,512,0,0,0,37,0,45,5,0,0,0,0,9,0,0,0,0,0,0,13,0,3,4,0,20,130,51,51,348,5,589,34,0,4,0,0,36,0,0,0,0,0,0,15,3,3,21,0,36,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,20,9,8,66,0,108,9,0,0,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,27,4,0,0,0,41,9,6,4,0,0,22,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,28,12,11,65,0,121,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,0,0,4,0,7,33,0,8,0,3,48,0,0,0,5,133,136,281,84,95,699,156,1311
UCL515036,22,99,71,631,14,842,0,3,0,86,3,98,11,0,0,0,0,12,4,0,0,0,0,8,4,4,3,7,0,22,244,97,107,583,15,1048,45,0,0,3,0,49,0,0,0,9,0,14,22,15,7,56,0,97,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,4,50,18,19,107,0,193,117,31,28,133,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,3,22,14,12,0,0,0,29,10,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,76,22,11,119,6,227,0,0,0,0,0,0,10,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,0,18,60,5,10,8,0,85,3,0,0,17,171,196,595,196,158,1218,208,2368
UCL515037,8,74,114,574,8,773,0,9,12,206,0,235,6,0,0,0,0,5,0,0,0,7,0,10,10,5,0,10,0,30,127,63,82,352,0,631,44,0,6,4,0,54,5,0,0,0,0,4,14,7,9,50,0,83,0,0,0,0,0,4,0,0,3,0,0,3,13,0,0,0,0,9,32,15,18,72,0,136,10,9,5,44,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,45,6,10,3,0,66,11,5,5,4,0,23,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,16,10,70,0,126,0,0,0,0,0,0,13,3,3,3,0,27,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,89,11,6,59,4,179,3,6,0,12,367,388,350,139,164,982,380,2016
UCL515038,23,118,75,730,14,960,0,5,0,88,3,102,0,0,0,0,0,4,3,0,0,7,0,15,28,9,10,9,0,51,325,102,82,582,23,1118,12,0,0,0,0,17,9,0,0,8,0,16,19,0,5,39,0,64,4,0,0,12,0,15,3,0,0,3,0,8,13,0,0,0,0,15,49,21,8,124,9,213,14,6,6,19,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,5,0,0,0,0,3,22,0,0,0,0,24,17,11,5,3,0,28,10,4,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,3,80,22,19,116,0,241,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,19,59,12,10,22,0,106,4,0,0,5,196,206,549,182,135,1300,238,2399
UCL521001,6,32,24,187,0,247,0,0,0,8,0,8,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,5,0,5,65,24,16,139,8,252,3,0,0,0,0,3,0,0,0,0,0,0,7,8,0,14,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,17,0,29,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,16,6,0,3,0,0,12,3,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,11,4,45,0,72,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,7,0,24,0,0,0,3,13,14,101,49,32,316,19,515
UCL521002,7,24,32,254,3,320,0,0,4,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,115,40,27,184,6,368,7,0,0,0,0,7,0,0,0,0,0,0,10,0,3,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,49,0,72,4,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,10,3,49,0,82,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,3,0,29,4,0,0,0,71,74,188,57,50,425,82,792
UCL521003,6,29,30,278,15,352,0,0,0,31,4,43,0,0,0,4,0,4,0,0,0,0,0,0,5,0,0,0,0,14,99,29,27,212,9,373,20,0,3,0,0,21,0,0,5,0,0,6,6,0,0,14,0,19,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,16,6,8,57,3,85,3,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,8,49,0,94,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,4,7,4,0,0,7,0,9,20,4,4,5,0,31,3,0,0,0,74,76,193,52,49,475,100,869
UCL521004,0,7,4,10,0,25,0,3,0,489,12,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,0,7,16,30,16,14,5,529,29,593
UCL521005,3,53,49,363,6,474,0,0,0,35,0,38,5,0,0,0,0,5,0,0,0,5,0,7,3,9,0,3,0,18,109,46,39,297,7,501,7,0,0,0,0,7,8,0,0,0,0,11,12,3,0,21,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,28,8,3,66,0,114,3,3,0,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,16,8,5,0,0,0,12,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,13,5,65,3,122,0,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,10,9,0,78,5,0,5,7,104,113,235,94,76,616,115,1129
UCL521006,11,44,37,316,3,413,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,16,134,40,33,197,3,405,9,0,0,0,0,7,0,0,0,0,0,0,13,4,5,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,13,3,3,48,0,70,5,5,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,3,0,0,10,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,5,4,47,0,77,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,4,0,10,27,5,4,6,3,38,0,0,0,0,46,50,197,73,54,495,55,878
UCL521007,5,21,14,156,0,193,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,53,15,21,158,14,259,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,15,0,27,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,8,11,0,0,33,0,49,4,5,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,3,7,31,0,43,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,13,4,0,0,7,60,75,109,36,27,295,79,540
UCL521008,10,17,18,161,6,209,0,3,0,69,0,68,0,0,3,0,0,4,0,4,0,0,0,0,3,0,0,0,0,6,44,12,15,125,5,197,3,0,0,0,0,3,0,0,0,3,0,3,3,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,23,0,32,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,17,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,5,0,33,0,0,0,0,70,70,87,31,26,311,77,532
UCL521009,0,21,22,175,0,221,0,0,0,23,0,27,4,0,0,0,0,4,0,3,0,0,0,3,4,5,0,0,0,10,36,20,17,166,0,242,12,0,0,0,0,13,0,0,0,0,0,0,4,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,6,5,0,3,19,0,27,5,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,37,0,52,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,12,4,3,10,0,34,3,0,0,3,68,77,91,37,29,343,70,564
UCL521010,10,28,23,244,13,321,0,5,0,46,0,50,0,0,0,0,0,0,0,0,0,0,0,4,10,9,0,16,0,35,81,38,23,245,3,386,9,0,0,0,0,8,0,0,0,0,0,0,7,0,0,20,0,21,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,7,11,46,0,77,26,9,5,24,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,4,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,24,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,18,0,4,4,0,29,0,0,0,3,64,65,157,61,40,468,75,807
UCL521011,8,29,25,218,6,278,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,60,34,17,163,3,279,5,0,9,0,0,12,4,0,0,0,0,4,11,5,3,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,12,3,0,35,0,46,5,5,3,44,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,6,4,0,0,0,9,3,0,0,0,0,3,5,4,0,0,0,3,0,0,0,0,0,0,13,5,4,30,0,51,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13,3,0,0,3,0,16,0,0,0,0,15,15,110,49,40,381,19,591
UCL521012,0,16,29,134,3,184,0,0,0,25,0,24,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,53,26,26,139,0,238,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,44,0,56,6,3,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,51,0,77,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,7,5,7,0,35,6,0,0,7,18,32,129,38,39,316,24,538
UCL521013,5,46,48,293,16,406,0,6,0,14,0,16,5,0,0,5,0,10,0,0,0,0,0,4,10,6,3,5,0,14,161,35,45,205,10,455,4,0,0,0,0,4,3,3,0,3,0,10,9,8,0,6,0,25,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,22,4,0,38,0,75,4,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,8,6,0,0,0,9,4,3,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,25,9,5,48,4,88,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,13,22,4,4,4,4,33,0,4,0,12,40,58,245,75,72,444,67,907
UCL521014,10,16,18,187,13,245,0,6,0,96,6,108,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,63,11,19,137,19,252,9,0,0,0,0,14,5,0,0,0,0,0,7,0,6,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,34,4,56,5,0,3,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,9,5,5,33,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,28,4,0,6,0,38,3,0,0,3,150,156,137,33,35,383,178,763
UCL521015,6,22,12,247,12,295,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,0,9,46,34,15,177,8,270,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,3,0,31,0,41,8,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,3,0,0,0,0,6,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,44,0,71,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,4,9,3,0,3,0,14,0,0,0,9,35,39,104,44,22,409,54,625
UCL521016,8,13,23,236,9,288,0,0,0,22,0,21,7,0,0,0,0,7,0,0,0,0,0,0,8,0,0,4,0,17,54,15,22,163,3,258,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,4,3,33,0,42,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,20,0,28,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,5,4,0,17,0,0,0,0,52,55,152,27,39,389,58,661
UCL521017,9,28,27,186,0,249,0,0,0,46,0,49,0,0,0,6,0,4,0,3,0,0,0,3,4,0,0,0,0,7,48,28,24,157,0,256,74,0,0,0,0,81,6,0,0,0,0,6,7,4,0,11,0,18,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,22,0,34,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,0,15,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,35,0,57,0,0,0,0,0,0,7,0,0,0,0,8,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,23,0,0,4,0,26,9,0,0,3,87,100,179,51,46,350,87,713
UCL521018,7,39,23,193,0,259,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,10,64,34,25,134,0,268,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,5,32,0,56,8,5,4,25,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,11,38,0,73,0,3,0,0,0,3,6,0,0,4,0,8,3,0,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,18,0,0,0,0,13,16,104,60,40,326,14,545
UCL521019,4,22,34,189,11,262,0,3,0,72,0,78,8,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,7,75,23,25,142,4,270,4,0,0,0,0,4,4,0,0,3,0,5,13,4,0,9,0,26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,41,0,62,7,0,4,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0,19,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,24,3,8,4,0,36,0,0,0,4,132,136,139,48,48,348,143,723
UCL521020,12,38,38,194,11,291,0,4,0,16,0,20,0,0,0,0,0,4,0,0,0,0,0,0,8,0,9,0,0,21,150,28,21,156,16,371,4,0,0,0,0,4,0,0,0,0,0,0,8,3,4,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8,7,39,0,103,14,6,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,6,5,4,0,0,0,7,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,31,5,8,17,0,62,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,10,31,7,8,3,0,43,0,0,0,0,32,33,272,61,49,327,54,764
UCL521021,10,43,28,306,6,397,0,0,0,15,0,20,10,0,0,0,0,10,0,0,0,7,0,6,3,0,4,10,0,12,107,30,22,217,0,372,44,0,0,0,0,42,0,0,0,0,0,0,18,0,0,15,0,33,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,27,7,0,29,0,69,6,3,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,5,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,51,0,84,0,0,3,0,0,4,8,0,3,0,0,8,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,22,0,3,9,0,36,0,0,0,6,54,68,242,58,46,498,64,902
UCL521022,0,29,33,169,4,237,0,0,0,0,0,0,6,0,0,4,0,4,0,6,0,3,0,10,7,4,0,7,0,16,84,35,42,168,3,327,0,0,0,0,0,0,0,0,0,4,0,8,3,4,3,10,0,24,0,0,0,3,0,5,3,0,0,0,0,3,0,0,0,0,0,5,16,3,10,72,3,104,17,0,5,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,9,3,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,0,0,21,5,3,53,0,89,0,0,0,0,0,0,5,4,4,0,0,10,9,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,29,8,10,10,0,53,0,0,0,0,81,86,159,63,65,345,92,723
UCL521023,4,19,22,192,4,238,0,4,0,67,0,76,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,11,42,17,12,125,5,194,44,0,0,0,0,44,0,0,0,0,0,0,4,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,0,9,0,20,3,26,0,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,34,0,53,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,9,0,0,18,0,0,0,4,37,42,123,36,25,330,47,568
UCL521024,6,10,11,128,4,156,5,7,0,1005,54,1070,6,0,0,3,0,8,3,0,0,0,0,3,0,0,0,0,0,4,41,8,10,120,11,182,14,0,0,0,0,18,4,0,0,0,0,6,6,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,16,7,0,40,0,58,3,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,25,4,49,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,42,3,0,16,8,72,5,0,0,22,158,179,150,29,15,1193,219,1605
