UCL_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
UCL521008,0,5,9,12,5,9,8,4,3,61,0,0,0,0,0,6,0,0,0,12,0,4,7,6,19,16,17,13,7,77,0,0,0,0,3,0,3,4,3,8,0,7,0,0,0,0,6,7,3,23,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,9,3,0,0,29,5,17,18,31,35,45,38,25,13,214,6,4,18,14,4,5,11,11,4,63,0,0,4,4,4,3,3,3,0,21,0,6,6,4,19,15,9,18,7,86,0,0,0,0,4,0,3,3,6,23,0,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,0,0,0,21,5,10,31,28,34,29,30,37,23,232,6,12,23,24,12,14,17,11,3,123,0,0,4,4,7,7,8,0,0,33,0,3,12,11,29,30,24,25,10,166,0,0,0,0,5,0,11,4,8,27
UCL521009,3,9,20,13,10,15,3,0,0,79,0,0,0,7,4,0,4,0,0,23,4,3,8,12,4,19,18,9,0,80,0,0,0,0,3,0,5,0,5,15,0,0,0,0,4,0,5,5,3,11,0,0,0,0,0,0,0,0,0,0,5,3,6,7,13,9,10,5,0,67,15,15,40,38,38,41,56,25,11,275,0,3,16,21,9,10,6,10,6,76,0,0,0,0,3,9,3,0,0,17,0,0,3,0,6,8,20,12,0,54,0,0,0,4,0,4,7,9,0,21,0,0,0,0,0,0,3,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,5,29,0,8,29,22,25,30,46,35,12,203,3,16,36,29,20,22,12,7,4,153,0,0,3,6,7,8,8,4,0,36,4,3,14,13,9,24,39,18,3,136,0,0,0,3,3,4,13,9,5,33
UCL521010,11,12,14,10,7,3,8,8,0,70,0,4,9,4,9,4,0,0,0,40,8,3,17,17,23,26,23,7,0,130,0,0,0,0,4,3,5,0,0,17,0,0,0,0,0,0,6,5,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,23,19,24,45,35,46,43,43,27,7,296,4,18,22,19,25,17,13,5,0,115,4,0,11,8,12,10,9,3,0,52,3,0,15,13,23,22,19,8,0,96,0,3,0,0,3,4,3,4,0,14,0,0,4,0,0,0,3,3,6,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,8,3,0,30,14,23,49,34,58,50,54,23,6,319,10,28,27,31,32,18,17,14,0,188,7,5,22,14,19,7,11,3,0,88,7,4,27,25,44,48,44,12,0,223,0,3,0,0,3,4,5,7,0,31
UCL521011,6,16,16,22,13,8,3,0,0,84,0,4,6,7,7,0,3,0,0,29,4,0,9,8,17,11,10,0,0,59,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,27,45,37,27,18,11,0,194,3,9,20,32,22,8,7,0,0,112,0,3,7,5,0,8,0,0,0,22,3,0,4,14,9,12,3,9,0,56,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,36,53,44,30,13,9,0,205,5,20,38,60,33,18,11,0,0,192,0,3,15,14,10,13,3,0,0,54,5,0,10,20,30,26,14,3,0,121,0,0,3,4,0,3,0,5,0,22
UCL521012,5,4,6,7,16,4,17,3,0,68,0,3,4,8,9,5,6,0,0,30,0,0,12,10,15,27,24,5,0,94,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,14,6,7,24,30,41,47,52,19,7,226,0,4,12,12,22,14,15,0,0,89,0,0,7,0,0,10,8,0,0,30,0,0,7,0,6,31,18,0,0,68,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,14,3,5,27,21,35,58,56,10,5,223,6,8,21,25,42,22,29,4,0,160,0,0,14,8,10,15,6,3,0,57,0,0,19,13,21,58,43,3,0,160,0,0,0,0,0,4,7,3,0,21
UCL521013,6,11,28,17,20,17,16,0,0,122,3,4,8,11,13,10,3,3,0,57,5,6,7,6,13,24,18,6,0,88,0,0,0,0,5,4,6,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,7,4,0,0,25,15,20,51,41,59,68,46,14,4,318,10,11,33,35,37,30,14,7,0,166,0,6,7,5,11,9,6,0,0,44,4,0,10,13,26,18,14,3,0,83,0,0,0,0,0,4,4,3,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,6,4,0,0,15,13,10,54,56,72,58,44,15,6,336,16,20,58,51,59,44,31,11,3,283,4,5,16,13,23,23,9,3,0,102,8,3,17,19,40,43,34,5,0,167,0,0,3,0,3,5,10,0,0,30
UCL521014,0,3,34,28,17,23,15,0,0,129,0,4,13,8,4,11,0,3,0,41,0,12,14,17,32,38,30,4,0,148,0,0,0,5,6,8,10,0,0,28,0,0,0,0,3,3,12,4,3,27,0,0,0,0,0,0,0,0,0,5,0,8,32,36,27,17,13,0,0,140,7,28,92,88,93,102,80,17,4,517,3,3,12,23,16,15,15,3,0,87,0,0,8,3,12,12,4,0,0,40,0,0,7,5,21,18,17,0,0,72,3,0,0,3,0,4,6,0,0,22,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,9,12,12,15,6,5,0,64,19,9,36,52,64,61,50,10,0,298,8,13,51,46,34,39,26,3,0,218,6,0,17,8,23,22,5,3,0,82,6,16,24,21,48,57,49,3,0,217,3,0,0,3,6,14,18,3,0,49
UCL521015,9,17,23,19,10,12,14,5,0,110,0,0,0,0,4,9,7,3,0,22,0,0,0,9,15,12,25,8,4,84,0,0,0,0,5,8,10,0,3,21,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,17,11,13,27,26,36,40,55,25,20,258,0,8,32,10,13,13,17,8,0,106,0,0,0,12,3,10,7,0,0,36,0,0,5,7,7,15,19,11,3,70,0,0,0,0,0,0,4,4,6,6,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,7,26,6,8,41,27,27,42,48,33,17,255,13,21,56,32,25,26,30,12,0,212,5,0,0,13,9,13,11,8,0,56,4,0,10,12,20,31,46,18,6,150,0,0,0,0,5,7,13,9,6,30
UCL521016,7,13,33,17,14,11,7,3,0,112,0,0,0,4,6,0,4,0,0,21,3,0,10,6,11,19,13,10,0,84,0,0,0,0,0,4,4,3,0,15,0,0,0,0,3,0,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,15,10,17,52,30,38,44,35,20,12,260,4,14,26,17,21,5,3,4,0,97,0,0,0,6,3,9,4,0,0,27,0,0,4,10,13,18,20,4,3,76,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,21,9,17,42,41,38,34,32,11,10,235,16,29,62,36,35,18,8,3,0,204,0,3,3,10,10,9,11,0,0,48,3,0,17,16,25,35,33,15,11,158,0,0,0,0,0,7,11,3,3,28
UCL521017,6,14,37,35,19,11,12,6,0,142,0,0,3,7,4,7,0,0,0,26,0,0,7,7,6,18,11,0,0,64,0,0,0,0,5,5,0,0,0,11,0,0,0,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,12,8,7,9,4,8,0,59,9,20,63,62,44,53,37,18,0,300,3,17,42,38,13,12,4,5,4,132,0,0,3,0,3,0,0,0,0,10,0,0,0,7,13,19,17,7,5,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,3,9,3,5,4,4,6,5,37,3,25,45,46,37,36,24,21,17,262,5,32,76,72,33,25,13,10,4,276,0,0,5,7,8,10,0,3,0,41,0,3,7,14,19,35,32,11,11,128,0,0,0,0,5,5,0,0,0,10
UCL521018,0,5,19,12,14,5,9,3,0,72,4,4,9,4,4,0,0,0,0,22,5,0,3,13,9,16,15,0,0,68,0,0,0,0,3,3,8,4,0,16,0,0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,7,9,13,35,27,37,23,31,14,9,195,0,16,22,24,19,14,7,0,0,102,3,0,0,5,4,9,4,3,0,23,0,0,4,5,9,10,12,13,0,58,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,17,27,36,32,36,21,23,5,198,8,21,41,37,31,16,12,9,0,171,4,4,7,3,8,9,4,0,0,48,5,4,5,21,22,28,26,20,0,122,0,0,0,0,3,3,8,6,0,23
UCL521019,3,10,33,38,22,38,57,19,0,228,0,0,7,11,17,20,21,13,0,86,0,0,9,15,26,68,89,29,0,244,0,0,6,0,6,6,23,8,0,46,0,0,0,0,0,0,19,16,0,38,0,0,0,0,0,0,0,0,0,0,0,3,16,21,20,45,59,23,3,195,7,18,67,87,93,178,271,109,8,846,3,16,54,47,32,58,55,13,0,279,0,3,12,3,8,31,20,3,0,81,0,9,9,9,28,65,81,22,0,215,0,0,0,3,3,13,17,4,0,36,0,0,0,0,0,0,8,6,0,19,0,0,0,0,0,0,0,0,0,4,3,12,22,24,24,54,46,22,5,204,11,32,93,85,97,218,215,73,3,837,10,28,88,79,57,101,110,35,0,505,0,6,14,13,27,57,39,10,0,165,0,6,23,30,55,126,172,52,0,461,0,0,6,6,3,16,41,20,3,90
UCL521020,4,8,7,9,22,15,24,11,0,104,3,0,0,3,4,8,3,0,0,27,3,0,8,7,25,26,26,7,0,104,0,0,4,0,3,3,3,0,0,13,0,0,5,0,0,4,8,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,8,12,22,23,53,54,73,34,4,285,4,7,9,26,27,22,22,0,0,122,0,0,12,0,9,8,0,0,0,36,3,4,4,7,18,18,26,10,0,89,0,0,0,0,0,3,5,0,0,14,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,12,9,19,31,35,47,51,69,19,0,276,12,20,16,41,46,28,42,14,0,223,3,0,14,9,12,17,7,0,0,63,7,7,17,12,36,47,52,18,0,194,0,0,0,3,3,10,8,0,0,29
UCL521021,0,10,16,31,18,13,7,14,0,113,0,5,0,5,9,3,3,3,0,32,0,0,12,11,18,25,23,6,0,100,0,0,0,0,0,3,4,3,0,10,0,0,0,0,0,0,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,7,3,0,28,5,15,27,51,46,55,49,41,9,288,7,10,32,48,22,16,13,11,0,160,0,5,3,5,4,8,6,0,0,27,3,0,12,8,13,25,27,0,3,87,0,0,0,0,0,5,3,7,3,14,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,9,4,0,28,10,15,51,63,44,51,55,29,5,322,7,25,46,75,47,30,21,24,0,275,0,3,7,15,9,11,6,4,0,59,3,0,24,23,25,48,51,11,0,191,0,0,0,0,0,3,8,9,3,21
UCL521022,3,11,29,29,38,27,26,0,0,163,0,0,4,3,4,5,0,0,0,22,3,0,3,4,8,16,10,0,0,37,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,12,12,3,0,0,35,9,15,38,35,63,57,38,0,0,259,6,5,33,38,53,46,18,5,6,206,0,0,5,6,3,4,0,0,0,13,0,0,0,5,7,4,6,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,13,6,6,0,0,37,6,13,35,50,73,64,36,8,4,283,3,19,59,67,92,70,46,4,6,369,0,0,6,8,9,8,3,0,0,34,3,0,5,5,10,18,16,0,0,56,0,0,0,0,0,4,3,0,0,10
UCL521023,0,9,18,27,14,5,10,0,0,93,0,0,0,5,5,5,0,0,0,13,3,4,6,4,8,23,21,6,0,71,0,0,0,0,0,3,3,5,0,9,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,7,0,0,25,7,13,30,38,34,44,37,13,4,224,3,9,24,32,17,7,4,6,0,100,0,0,3,0,0,0,0,0,0,6,0,0,4,5,7,18,19,3,0,56,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,5,0,0,23,4,11,44,46,21,35,31,9,7,204,9,16,47,56,31,16,9,5,3,192,0,0,4,9,5,4,0,0,0,22,3,8,13,8,16,40,36,3,0,126,0,0,0,3,0,4,0,5,0,19
UCL521024,6,22,64,37,26,24,19,4,0,209,10,8,10,18,13,13,3,0,0,79,8,11,31,32,30,24,24,10,0,168,0,4,3,5,6,5,8,0,0,38,8,0,0,11,11,8,9,8,0,63,0,0,0,0,6,0,3,5,0,14,7,9,25,38,31,19,19,14,3,167,45,59,141,130,122,101,95,36,3,726,9,29,64,48,36,33,20,10,0,236,0,4,19,21,9,8,3,0,0,67,13,14,33,45,31,32,21,0,0,193,3,6,16,6,11,7,9,0,0,52,4,7,3,8,8,8,15,0,0,51,0,0,0,3,0,3,0,3,0,14,5,8,24,20,24,15,23,7,0,132,44,62,159,141,114,109,87,25,7,744,17,50,129,84,60,52,45,11,0,451,12,15,30,33,20,24,9,0,0,143,23,20,62,74,63,59,46,10,0,357,9,9,16,9,17,6,18,0,0,89
UCL521025,0,9,33,33,30,20,13,6,0,145,0,0,3,0,8,7,3,0,0,27,3,0,14,6,19,21,19,3,4,93,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,11,6,0,0,31,3,10,62,52,59,65,45,16,9,313,4,11,44,29,21,22,16,6,0,146,0,5,7,4,8,9,4,0,0,38,0,3,8,7,12,11,10,8,0,66,0,0,0,0,0,5,3,5,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,9,0,22,6,16,59,42,41,52,40,30,9,296,4,15,74,68,48,40,27,12,5,295,0,5,14,0,18,19,4,0,0,61,3,3,24,12,28,35,31,13,8,155,0,0,0,0,4,8,4,7,0,27
UCL521026,0,7,13,21,26,18,12,4,5,108,6,4,0,4,11,5,6,4,0,37,0,3,13,12,16,18,10,0,0,81,0,0,0,0,7,0,6,0,0,12,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,16,11,14,23,39,66,53,29,17,3,263,11,14,23,38,48,24,10,13,0,176,0,3,7,3,13,8,0,0,0,39,5,0,7,8,19,13,10,3,0,69,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,9,5,0,3,0,18,17,20,41,61,81,54,25,24,0,313,6,25,33,55,74,44,17,18,5,286,5,7,8,8,22,17,6,9,0,84,4,3,19,16,38,37,23,9,0,151,0,0,0,4,8,3,5,0,0,13
UCL521027,5,8,36,31,29,14,4,3,0,127,4,8,13,9,7,7,0,0,0,52,0,6,22,17,25,27,6,0,0,110,3,0,4,6,0,5,3,0,0,16,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,9,23,85,79,84,50,15,4,0,355,24,40,166,143,148,101,43,10,4,667,9,17,29,19,15,3,11,3,0,101,6,0,8,0,9,4,0,0,0,29,4,3,10,11,10,12,9,0,0,62,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,14,38,25,27,21,10,8,0,138,21,38,79,63,68,46,27,10,0,341,8,22,59,48,48,14,12,3,0,223,7,6,26,14,20,8,0,0,0,84,6,8,31,26,38,45,13,4,0,177,0,0,4,5,9,3,4,0,0,22
UCL521028,6,4,18,14,14,13,11,8,0,94,3,5,3,3,0,7,0,0,0,24,4,0,11,7,14,28,21,12,0,93,0,0,0,0,0,12,8,0,4,36,0,0,0,0,0,4,7,10,6,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,7,16,5,50,16,10,39,37,49,69,62,39,13,328,6,9,17,15,20,16,9,8,6,102,0,0,4,5,9,5,0,5,0,37,3,0,7,10,19,24,24,7,8,107,0,0,0,0,0,3,4,11,7,23,0,0,0,0,0,5,4,5,3,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,6,13,9,51,10,8,39,40,54,68,52,49,27,336,10,12,39,30,33,33,21,13,6,194,0,6,5,11,13,14,9,5,0,59,4,0,19,21,35,51,49,17,7,198,0,0,0,0,6,14,17,12,6,64
UCL521029,0,8,26,27,18,20,12,7,5,128,0,0,5,10,0,4,4,0,0,32,8,4,11,12,19,41,16,13,0,122,0,3,0,0,3,5,5,4,0,22,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,8,3,7,5,43,14,17,49,57,40,78,44,35,16,357,5,9,27,22,15,26,12,13,8,141,0,0,3,4,4,10,7,0,0,34,0,0,7,11,18,25,28,11,4,104,0,0,0,0,3,0,3,3,0,9,0,3,0,0,0,4,3,3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,0,15,9,43,6,15,43,48,46,72,51,50,25,353,3,23,47,52,40,42,20,19,14,266,0,0,7,17,8,11,11,0,0,65,9,4,20,24,34,63,43,24,7,220,0,3,0,0,3,12,9,4,4,33
UCL521030,0,11,23,18,9,23,18,12,0,122,5,0,3,0,3,3,5,0,0,22,0,6,9,9,25,28,25,8,0,100,6,0,3,0,0,3,0,0,0,6,0,0,0,0,0,3,3,5,4,18,0,0,4,0,0,0,0,0,0,5,0,5,4,0,4,11,7,9,0,43,6,19,44,30,39,62,64,39,9,315,0,12,55,19,14,25,17,9,0,154,0,3,4,0,3,12,3,3,0,28,0,0,4,6,10,15,26,10,4,79,0,0,0,0,0,0,3,3,3,15,0,0,5,0,0,0,0,8,0,19,0,0,4,0,0,0,0,0,0,3,0,0,3,5,6,9,10,5,0,33,0,17,74,34,38,62,60,34,14,332,0,17,87,33,27,49,35,20,5,275,5,6,9,3,7,15,15,5,0,55,0,6,9,18,34,41,51,17,4,182,6,0,3,0,0,3,3,5,3,20
UCL521031,4,14,61,38,29,31,17,0,0,197,0,0,9,5,9,17,5,5,0,54,0,0,16,10,18,17,15,0,0,85,0,0,4,4,9,5,3,0,0,27,0,0,0,0,3,0,6,0,0,12,0,0,0,0,0,0,0,0,0,3,3,24,66,58,47,43,15,3,0,265,10,43,157,125,112,118,63,11,3,642,0,9,30,15,8,15,8,3,0,100,7,0,4,3,5,5,3,0,0,21,0,3,8,8,12,15,8,0,0,62,0,0,4,0,0,3,4,0,0,13,0,0,4,3,5,3,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,13,23,23,10,13,6,0,0,97,10,23,74,56,43,60,42,12,0,316,4,21,95,55,44,45,28,6,0,295,5,0,13,10,15,18,9,5,0,73,0,4,23,18,30,36,27,5,0,147,5,0,5,4,7,11,8,0,0,42
UCL521032,0,12,21,4,8,17,11,0,0,83,0,0,7,0,10,6,3,0,0,29,4,3,13,9,15,28,14,0,0,94,0,0,5,0,0,6,0,0,0,19,4,0,3,3,0,3,6,7,0,28,0,0,0,0,0,0,0,0,0,0,6,3,17,11,17,16,10,4,0,87,15,23,66,38,57,70,49,14,0,328,5,12,34,7,9,13,7,0,0,93,3,4,12,3,3,9,4,0,0,41,4,11,3,12,12,18,11,0,0,69,0,0,0,0,5,0,0,0,0,12,4,0,0,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,3,7,8,17,15,19,17,9,0,0,81,22,35,69,42,42,59,32,8,0,305,0,20,60,13,22,30,22,4,0,176,3,4,18,8,9,11,6,0,0,69,6,14,18,28,29,46,21,0,0,161,4,0,4,3,3,8,0,0,0,23
