UCL_CODE_2021,F_Unrel_ind_liv_fam_hh_0_14,F_Unre_ind_liv_fam_hh_15_24,F_Unre_ind_liv_fam_hh_25_34,F_Unre_ind_liv_fam_hh_35_44,F_Unre_ind_liv_fam_hh_45_54,F_Unre_ind_liv_fam_hh_55_64,F_Unre_ind_liv_fam_hh_65_74,F_Unre_ind_liv_fam_hh_75_84,F_Unrel_ind_liv_fam_hh_85ov,F_Unrel_ind_liv_fam_hh_Tot,F_Group_hh_mem_0_14,F_Group_hh_mem_15_24,F_Group_hh_mem_25_34,F_Group_hh_mem_35_44,F_Group_hh_mem_45_54,F_Group_hh_mem_55_64,F_Group_hh_mem_65_74,F_Group_hh_mem_75_84,F_Group_hh_mem_85ov,F_Group_hh_mem_Tot,F_LPer_0_14_yr,F_LPer_15_24_yr,F_LPer_25_34_yr,F_LPer_35_44_yr,F_LPer_45_54_yr,F_LPer_55_64_yr,F_LPer_65_74_yr,F_LPer_75_84_yr,F_LPer_85_yr_over,F_LPer_Tot,F_Vis_from_within_Aus_0_14,F_Vis_from_within_Aus_15_24,F_Vis_from_within_Aus_25_34,F_Vis_from_within_Aus_35_44,F_Vis_from_within_Aus_45_54,F_Vis_from_within_Aus_55_64,F_Vis_from_within_Aus_65_74,F_Vis_from_within_Aus_75_84,F_Vis_from_within_Aus_85ov,F_Vis_from_within_Aus_Tot,F_OS_vis_0_14_yr,F_OS_vis_15_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_Overseas_v_Total,F_Tot_0_14_yr,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Part_r_mar_0_14,P_Part_r_mar_15_24,P_Part_r_mar_25_34,P_Part_r_mar_35_44,P_Part_r_mar_45_54,P_Part_r_mar_55_64,P_Part_r_mar_65_74,P_Part_r_mar_75_84,P_Part_r_mar_85ov,P_Part_r_mar_Tot,P_Part_de_f_mar_0_14,P_Part_de_f_mar_15_24,P_Part_de_f_mar_25_34,P_Part_de_f_mar_35_44,P_Part_de_f_mar_45_54,P_Part_de_f_mar_55_64,P_Part_de_f_mar_65_74,P_Part_de_f_mar_75_84,P_Part_de_f_mar_85ov,P_Part_de_f_mar_Tot,P_LPar_0_14_yr,P_LPar_15_24_yr,P_LPar_25_34_yr,P_LPar_35_44_yr,P_LPar_45_54_yr,P_LPar_55_64_yr,P_LPar_65_74_yr,P_LPar_75_84_yr,P_LPar_85_yr_over,P_LPar_Tot,P_Child_u_15_0_14_yr,P_Child_u_15_15_24_yr,P_Child_u_15_25_34_yr,P_Child_u_15_35_44_yr,P_Child_u_15_45_54_yr,P_Child_u_15_55_64_yr,P_Child_u_15_65_74_yr,P_Child_u_15_75_84_yr,P_Child_u_15_85_yr_over,P_Child_u_15_Tot,P_Dep_stu15_24_0_14,P_Dep_stu15_24_15_24,P_Dep_stu15_24_25_34,P_Dep_stu15_24_35_44,P_Dep_stu15_24_45_54,P_Dep_stu15_24_55_64,P_Dep_stu15_24_65_74,P_Dep_stu15_24_75_84,P_Dep_stu15_24_85_over,P_Dep_stu15_24_Tot,P_Non_dep_child_0_14,P_Non_dep_child_15_24,P_Non_dep_child_25_34,P_Non_dep_child_35_44,P_Non_dep_child_45_54,P_Non_dep_child_55_64,P_Non_dep_child_65_74,P_Non_dep_child_75_84,P_Non_dep_child_85_over,P_Non_dep_child_Tot,P_Oth_rel_ind_0_14,P_Oth_rel_ind_15_24,P_Oth_rel_ind_25_34,P_Oth_rel_ind_35_44,P_Oth_rel_ind_45_54,P_Oth_rel_ind_55_64,P_Oth_rel_ind_65_74,P_Oth_rel_ind_75_84,P_Oth_rel_ind_85ov,P_Oth_rel_ind_Tot,P_Unrel_ind_liv_fam_hh_0_14,P_Unre_ind_liv_fam_hh_15_24,P_Unre_ind_liv_fam_hh_25_34,P_Unre_ind_liv_fam_hh_35_44,P_Unre_ind_liv_fam_hh_45_54,P_Unre_ind_liv_fam_hh_55_64,P_Unre_ind_liv_fam_hh_65_74,P_Unre_ind_liv_fam_hh_75_84,P_Unrel_ind_liv_fam_hh_85ov,P_Unrel_ind_liv_fam_hh_Tot,P_Group_hh_mem_0_14,P_Group_hh_mem_15_24,P_Group_hh_mem_25_34,P_Group_hh_mem_35_44,P_Group_hh_mem_45_54,P_Group_hh_mem_55_64,P_Group_hh_mem_65_74,P_Group_hh_mem_75_84,P_Group_hh_mem_85ov,P_Group_hh_mem_Tot,P_LPer_0_14_yr,P_LPer_15_24_yr,P_LPer_25_34_yr,P_LPer_35_44_yr,P_LPer_45_54_yr,P_LPer_55_64_yr,P_LPer_65_74_yr,P_LPer_75_84_yr,P_LPer_85_yr_over,P_LPer_Tot,P_Vis_from_within_Aus_0_14,P_Vis_from_within_Aus_15_24,P_Vis_from_within_Aus_25_34,P_Vis_from_within_Aus_35_44,P_Vis_from_within_Aus_45_54,P_Vis_from_within_Aus_55_64,P_Vis_from_within_Aus_65_74,P_Vis_from_within_Aus_75_84,P_Vis_from_within_Aus_85ov,P_Vis_from_within_Aus_Tot,P_OS_vis_0_14_yr,P_OS_vis_15_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_Overseas_v_Total,P_Tot_0_14_yr,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL515024,..,4,0,0,0,0,0,0,0,4,..,10,3,0,0,3,0,0,0,14,..,3,11,12,5,11,20,24,10,90,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,134,64,87,79,73,82,78,44,16,652,..,0,26,54,66,106,86,40,8,393,..,26,45,32,27,16,8,0,0,157,..,3,14,14,20,9,6,0,6,72,264,..,..,..,..,..,..,..,..,264,..,29,..,..,..,..,..,..,..,29,..,27,16,0,3,0,0,0,0,56,..,12,3,3,5,0,5,3,0,41,..,6,5,0,0,0,0,0,0,9,..,11,12,3,6,3,0,0,0,34,..,12,24,22,22,29,40,39,17,200,6,5,8,0,5,5,4,0,0,32,0,0,0,0,0,0,0,0,0,0,260,129,160,136,143,181,154,87,25,1272
UCL515025,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,15,..,6,5,10,7,36,31,28,15,134,11,0,3,6,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,138,81,85,88,110,131,100,54,26,824,..,11,56,70,104,110,111,57,21,541,..,16,54,26,24,21,14,3,0,166,..,3,13,28,24,5,3,0,3,87,292,..,..,..,..,..,..,..,..,292,..,68,..,..,..,..,..,..,..,68,..,52,22,5,4,5,0,0,0,82,..,7,0,0,6,6,9,0,0,23,..,5,0,5,8,0,0,0,0,19,..,3,0,4,7,12,3,7,0,40,..,11,7,20,22,62,58,41,18,235,10,0,11,3,12,6,4,0,0,44,0,0,0,0,0,0,0,0,0,0,309,178,158,158,201,233,203,106,53,1601
UCL515026,..,3,0,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,7,..,5,9,3,6,12,3,4,4,49,4,6,0,0,4,3,5,0,0,24,0,0,0,0,0,0,0,0,0,0,259,138,202,127,132,118,67,27,10,1082,..,18,163,145,146,152,90,36,12,763,..,39,121,37,37,22,9,0,0,267,..,5,19,28,23,12,5,3,0,101,519,..,..,..,..,..,..,..,..,519,..,83,..,..,..,..,..,..,..,83,..,89,39,9,9,0,0,0,0,135,..,19,0,0,0,6,8,0,3,43,..,3,4,0,0,4,0,0,0,19,..,0,0,0,4,0,3,0,0,18,..,7,25,15,25,17,15,6,5,118,3,3,6,6,6,7,6,0,0,45,0,0,0,0,0,0,0,0,0,0,528,273,376,244,253,225,147,49,23,2122
UCL515027,..,8,0,0,0,0,0,0,0,9,..,7,9,4,12,5,0,0,0,31,..,11,22,15,41,50,62,66,37,302,7,8,7,3,8,9,3,0,0,39,0,0,0,0,0,0,0,0,0,0,296,173,190,199,200,227,182,111,47,1630,..,7,108,162,174,215,200,87,18,989,..,52,98,53,44,39,14,3,0,308,..,3,30,53,43,26,10,9,7,189,564,..,..,..,..,..,..,..,..,564,..,96,..,..,..,..,..,..,..,96,..,103,28,19,16,10,3,0,0,179,..,21,15,0,3,13,10,10,0,66,..,21,5,6,3,0,0,0,0,33,..,19,30,11,15,11,4,5,0,103,..,29,64,36,75,103,116,86,50,561,11,12,9,9,14,9,6,3,0,75,0,0,0,0,0,0,0,0,0,4,574,363,391,348,397,419,368,202,87,3153
UCL515028,..,5,8,0,0,0,0,0,0,10,..,9,15,6,3,4,0,0,0,35,..,17,37,22,23,21,3,3,0,116,4,14,3,5,5,7,13,0,0,45,0,0,0,0,0,0,0,0,0,5,484,185,356,316,194,115,31,11,0,1699,..,8,221,384,245,144,36,0,0,1032,..,84,270,123,64,45,3,0,0,593,..,3,18,39,32,9,0,0,0,97,989,..,..,..,..,..,..,..,..,989,..,87,..,..,..,..,..,..,..,87,..,81,22,0,0,0,0,0,0,101,..,21,13,0,4,11,3,4,0,57,..,6,14,3,0,0,0,0,0,27,..,17,38,11,8,13,6,0,0,84,..,29,79,58,76,56,20,6,0,322,5,20,15,4,12,10,21,8,0,99,0,0,0,0,0,0,0,0,0,3,993,369,685,620,441,287,84,14,0,3495
UCL515029,..,4,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,4,..,4,7,5,0,9,0,0,0,23,0,3,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,99,44,71,75,41,32,10,0,0,371,..,3,51,86,44,50,0,0,0,228,..,19,53,46,23,10,5,0,0,153,..,0,3,8,11,4,0,0,0,32,200,..,..,..,..,..,..,..,..,200,..,18,..,..,..,..,..,..,..,18,..,17,0,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,9,..,4,0,0,0,0,0,0,0,8,..,3,3,8,4,0,0,0,0,18,..,3,13,31,17,20,10,0,0,98,0,3,3,0,0,0,11,0,0,24,0,0,0,0,0,0,0,0,0,4,199,76,134,174,101,86,23,4,0,808
UCL515030,..,5,0,6,0,0,0,0,0,12,..,5,3,4,4,12,3,0,0,32,..,3,3,4,20,27,60,65,20,212,8,4,3,0,5,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,332,202,157,217,217,230,254,146,37,1792,..,11,107,171,225,264,278,155,34,1246,..,40,64,85,44,40,21,11,4,318,..,0,31,57,52,23,14,7,5,187,635,..,..,..,..,..,..,..,..,635,..,152,..,..,..,..,..,..,..,152,..,136,53,26,15,3,0,0,0,236,..,13,9,6,7,8,11,10,3,71,..,11,7,8,0,7,0,0,0,29,..,8,10,9,12,20,9,0,4,64,..,6,19,21,44,61,108,94,34,388,12,13,13,6,12,4,19,3,0,85,0,0,0,0,0,0,0,0,0,0,649,393,306,383,405,433,459,279,83,3398
UCL515031,..,4,0,0,0,0,0,0,0,0,..,3,0,0,0,3,3,0,0,16,..,4,0,5,14,41,66,50,19,202,3,8,3,0,3,4,3,10,0,46,0,0,0,0,0,0,0,0,0,0,189,87,91,135,153,214,233,137,31,1272,..,0,45,107,150,224,252,156,20,954,..,18,45,45,47,49,43,10,0,264,..,0,18,30,28,12,3,5,3,111,362,..,..,..,..,..,..,..,..,362,..,65,..,..,..,..,..,..,..,65,..,68,30,8,7,3,3,0,0,126,..,9,8,3,0,4,3,10,3,38,..,4,0,5,0,0,3,0,0,11,..,0,0,4,0,7,12,4,0,31,..,9,11,16,39,80,121,70,32,384,7,18,11,11,7,13,11,15,0,94,0,0,0,0,0,0,0,0,0,0,373,200,164,227,283,403,451,269,64,2436
UCL515032,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,3,..,0,4,4,3,5,9,3,0,30,3,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,131,86,76,95,105,98,54,19,8,669,..,7,67,117,157,129,69,19,6,577,..,3,36,29,35,24,9,0,4,130,..,0,6,4,6,3,6,0,0,43,299,..,..,..,..,..,..,..,..,299,..,83,..,..,..,..,..,..,..,83,..,72,21,5,5,3,0,0,0,108,..,4,0,0,0,0,6,3,0,19,..,10,0,0,0,0,0,0,0,11,..,0,5,0,5,5,0,0,0,7,..,0,7,8,11,14,18,9,0,63,8,0,3,0,0,6,0,6,0,24,0,0,0,0,0,0,0,0,0,0,309,179,148,168,225,181,107,36,11,1360
UCL515033,..,0,0,0,4,0,0,0,0,6,..,4,5,0,5,0,0,0,0,14,..,3,14,4,8,12,12,0,0,55,0,9,5,0,0,11,15,0,0,41,0,0,0,0,0,3,0,0,0,3,365,93,201,222,134,89,28,7,0,1135,..,3,170,305,197,86,10,4,0,781,..,44,118,104,33,26,0,0,0,330,..,0,4,17,6,8,0,0,0,48,757,..,..,..,..,..,..,..,..,757,..,68,..,..,..,..,..,..,..,68,..,43,3,4,0,0,0,0,0,56,..,8,0,6,4,10,0,6,0,30,..,4,0,0,3,0,0,0,0,12,..,4,10,6,6,3,0,0,0,26,..,9,40,34,27,31,19,5,0,164,3,7,10,13,11,19,23,4,0,84,0,0,0,0,0,3,0,0,0,3,759,190,362,483,295,190,60,10,0,2350
UCL515034,..,7,0,0,0,0,0,0,0,4,..,3,5,0,3,4,0,0,0,21,..,5,8,7,13,31,25,21,6,114,5,3,4,0,3,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,277,115,164,169,170,152,133,71,15,1266,..,5,99,141,170,165,156,87,13,831,..,23,99,79,61,41,25,7,0,335,..,0,25,31,30,23,10,3,0,120,595,..,..,..,..,..,..,..,..,595,..,81,..,..,..,..,..,..,..,81,..,100,33,10,18,0,0,0,0,155,..,4,3,3,10,4,11,5,0,39,..,8,3,3,3,0,0,0,0,16,..,6,12,5,9,6,12,0,0,48,..,4,31,26,61,72,62,40,12,307,5,10,6,3,7,7,0,0,0,40,0,0,4,0,0,0,0,0,0,6,601,246,318,293,351,319,275,149,28,2577
UCL515035,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,3,0,0,13,..,6,4,7,7,28,21,18,16,104,4,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,77,40,57,46,61,99,100,52,19,551,..,0,24,51,35,95,104,53,8,372,..,20,48,15,13,23,6,0,0,125,..,4,10,16,16,9,5,6,0,57,158,..,..,..,..,..,..,..,..,158,..,25,..,..,..,..,..,..,..,25,..,19,8,3,9,3,0,0,0,45,..,4,4,4,0,5,0,0,0,17,..,0,0,0,0,0,0,0,0,7,..,3,3,4,9,6,7,0,0,36,..,3,17,14,27,53,46,38,18,217,3,4,7,0,7,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,165,84,112,107,110,190,184,113,33,1091
UCL515036,..,0,4,0,0,0,0,0,0,10,..,0,0,4,3,7,9,0,0,19,..,3,3,3,12,22,37,39,25,138,3,10,5,3,5,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,217,96,108,125,145,157,150,90,30,1122,..,4,60,108,139,188,184,97,22,803,..,11,67,50,33,26,16,6,0,209,..,0,12,30,25,13,5,4,0,96,398,..,..,..,..,..,..,..,..,398,..,65,..,..,..,..,..,..,..,65,..,78,29,5,10,0,0,0,0,126,..,3,3,3,7,5,4,6,0,36,..,3,3,4,0,0,0,0,0,14,..,0,8,3,3,11,18,5,0,46,..,9,9,13,37,60,68,52,33,278,12,14,7,3,9,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,405,197,206,221,266,306,293,170,61,2117
UCL515037,..,0,0,0,0,0,0,0,0,3,..,3,0,4,0,0,0,0,0,6,..,5,13,0,4,3,0,0,0,25,0,7,0,4,0,5,9,0,0,28,0,0,0,0,0,0,0,0,0,0,208,76,123,140,87,37,14,3,0,691,..,0,80,195,121,54,6,0,0,457,..,28,105,58,40,14,0,0,0,251,..,0,15,14,4,0,4,0,0,36,454,..,..,..,..,..,..,..,..,454,..,59,..,..,..,..,..,..,..,59,..,44,13,3,0,0,0,0,0,54,..,7,4,0,0,0,5,0,0,22,..,6,0,0,0,0,0,0,0,10,..,3,3,6,0,0,0,0,0,11,..,12,30,23,19,19,6,0,0,109,3,6,0,4,4,12,14,4,0,48,0,0,0,0,0,0,0,0,0,0,464,168,247,303,188,101,43,11,0,1516
UCL515038,..,0,0,0,3,0,0,0,0,9,..,0,9,0,0,9,5,0,0,20,..,4,3,11,14,40,53,58,15,187,3,3,3,0,0,3,3,4,0,24,0,0,0,0,0,0,0,0,0,0,152,59,78,100,125,179,222,122,30,1071,..,0,48,91,116,173,264,114,30,847,..,8,38,35,30,34,26,15,0,180,..,3,12,22,23,16,10,8,10,107,288,..,..,..,..,..,..,..,..,288,..,44,..,..,..,..,..,..,..,44,..,64,24,15,12,9,4,0,0,126,..,3,3,3,0,9,12,6,4,41,..,3,7,0,3,4,4,0,0,19,..,5,6,0,4,16,21,7,0,44,..,4,13,16,33,81,94,93,20,349,7,3,5,3,7,0,3,4,0,36,0,0,0,0,0,0,0,0,0,0,295,140,153,184,229,335,434,241,64,2078
UCL521001,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,..,0,0,0,3,3,3,4,0,19,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,33,15,33,44,42,19,6,0,239,..,0,13,30,48,62,36,3,0,195,..,0,8,13,16,9,0,0,0,40,..,0,0,5,5,0,0,0,0,18,87,..,..,..,..,..,..,..,..,87,..,25,..,..,..,..,..,..,..,25,..,27,4,0,0,0,0,0,0,35,..,0,0,0,0,0,0,3,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,9,0,3,0,0,0,18,..,0,0,5,8,13,11,9,0,43,3,3,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,89,67,35,62,87,88,49,19,3,488
UCL521002,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,9,11,9,3,0,27,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,34,29,36,62,50,72,23,6,347,..,0,20,27,46,46,109,33,0,280,..,6,14,22,22,18,3,0,0,88,..,0,4,10,17,7,4,0,0,40,113,..,..,..,..,..,..,..,..,113,..,18,..,..,..,..,..,..,..,18,..,33,11,12,7,0,0,0,0,61,..,0,0,0,0,3,9,6,6,17,..,0,5,3,4,4,0,0,0,10,..,0,0,0,0,3,3,0,0,10,..,0,4,0,8,17,15,6,0,52,0,0,0,0,4,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,113,61,61,75,106,90,141,45,9,696
UCL521003,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,5,..,0,0,0,4,17,25,20,6,79,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,47,19,18,38,38,65,89,48,19,387,..,0,13,38,34,52,76,52,13,284,..,0,11,5,4,14,22,6,0,64,..,0,0,6,8,3,8,0,4,34,85,..,..,..,..,..,..,..,..,85,..,21,..,..,..,..,..,..,..,21,..,19,10,3,7,8,0,0,0,43,..,0,6,3,0,3,0,0,3,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,3,4,0,17,..,4,6,3,12,35,53,37,15,157,3,3,0,3,3,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,91,47,48,73,74,118,170,105,34,750
UCL521004,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,3,0,6,8,0,0,0,18,6,0,3,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,78,50,68,37,39,33,8,3,0,310,..,10,21,19,24,9,3,3,0,87,..,12,32,20,9,4,0,0,0,86,..,3,12,18,16,7,3,0,0,60,160,..,..,..,..,..,..,..,..,160,..,16,..,..,..,..,..,..,..,16,..,37,14,6,0,0,0,0,0,55,..,23,11,8,9,9,5,0,0,66,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,3,0,10,5,0,0,0,28,9,3,5,5,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,170,106,112,69,61,43,16,0,0,591
UCL521005,..,0,0,0,0,0,0,0,0,5,..,0,4,0,0,0,0,0,0,6,..,6,8,0,5,18,11,8,3,51,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,116,37,64,68,53,68,53,20,3,485,..,0,32,76,62,68,67,26,4,327,..,8,41,23,22,23,12,0,0,132,..,0,10,13,6,5,3,0,0,44,240,..,..,..,..,..,..,..,..,240,..,22,..,..,..,..,..,..,..,22,..,21,13,4,5,3,0,0,0,39,..,5,3,3,0,3,3,3,0,24,..,0,0,0,0,0,0,0,0,4,..,6,3,0,4,0,5,0,0,16,..,7,11,4,14,32,28,16,8,117,4,4,0,5,4,3,0,0,0,26,0,3,0,0,0,0,0,0,0,3,239,71,117,130,115,145,111,48,6,993
UCL521006,..,3,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,10,13,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,87,35,38,55,51,77,50,38,4,431,..,0,16,64,51,94,63,37,4,337,..,10,18,11,18,13,10,0,0,88,..,0,7,12,8,5,3,5,0,33,160,..,..,..,..,..,..,..,..,160,..,19,..,..,..,..,..,..,..,19,..,29,13,4,0,0,0,0,0,44,..,5,0,0,0,4,4,0,0,16,..,3,0,4,0,4,0,0,0,7,..,0,0,0,0,3,3,3,0,9,..,0,5,4,10,16,16,15,0,74,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,166,63,66,100,93,141,103,62,5,802
UCL521007,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,5,0,7,9,6,13,5,46,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,37,32,24,35,27,38,35,24,6,250,..,5,3,19,21,40,33,18,3,140,..,14,13,7,3,5,0,5,0,55,..,0,7,17,0,5,0,7,3,31,71,..,..,..,..,..,..,..,..,71,..,15,..,..,..,..,..,..,..,15,..,6,0,4,0,6,0,0,0,20,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,9,0,0,13,..,4,9,4,13,18,20,19,5,82,0,0,3,0,3,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,71,51,39,45,48,74,67,41,16,451
UCL521008,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,0,0,0,0,0,..,0,4,0,4,11,9,15,4,39,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,31,19,23,16,32,23,30,28,6,207,..,0,12,18,22,23,28,25,4,134,..,6,8,11,8,8,3,5,0,45,..,0,0,4,9,0,0,5,0,19,66,..,..,..,..,..,..,..,..,66,..,11,..,..,..,..,..,..,..,11,..,14,0,0,9,3,0,0,0,24,..,3,0,0,0,5,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,8,..,3,4,5,9,17,17,16,6,82,6,4,7,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,68,32,38,36,55,55,57,44,13,411
UCL521009,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,4,16,14,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,20,22,23,22,40,24,10,219,..,0,19,32,23,32,51,24,3,181,..,3,11,10,3,0,3,0,0,23,..,0,0,0,5,0,0,0,0,18,92,..,..,..,..,..,..,..,..,92,..,11,..,..,..,..,..,..,..,11,..,9,7,0,0,0,0,0,0,15,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,4,14,..,4,7,4,10,11,25,18,8,80,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,92,33,40,43,45,50,80,45,11,451
UCL521010,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,6,..,0,4,5,4,12,12,8,3,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,41,43,35,54,51,47,24,6,364,..,0,25,25,51,54,55,35,4,245,..,15,28,9,18,8,5,0,0,77,..,3,7,8,9,6,4,3,0,43,128,..,..,..,..,..,..,..,..,128,..,18,..,..,..,..,..,..,..,18,..,37,8,3,9,0,0,0,0,60,..,14,6,0,0,0,4,0,0,23,..,0,0,0,0,0,0,0,0,7,..,6,4,0,4,0,6,0,0,9,..,9,3,8,10,15,15,9,3,78,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,132,92,79,64,100,86,88,50,12,709
UCL521011,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,9,3,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,79,33,36,53,38,35,13,9,0,296,..,0,31,74,49,41,24,8,0,226,..,3,22,20,13,5,0,0,0,58,..,0,4,3,9,0,0,0,0,15,161,..,..,..,..,..,..,..,..,161,..,21,..,..,..,..,..,..,..,21,..,24,4,0,4,0,0,0,0,29,..,0,0,0,0,0,0,0,0,0,..,5,0,0,4,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,5,9,11,0,0,32,0,3,5,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,161,58,64,102,77,60,30,14,0,574
UCL521012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,7,19,4,0,49,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,40,18,25,21,38,46,54,10,5,255,..,0,16,27,35,46,49,9,0,184,..,5,17,10,15,18,11,5,0,73,..,0,4,0,5,3,0,0,0,12,66,..,..,..,..,..,..,..,..,66,..,14,..,..,..,..,..,..,..,14,..,14,7,3,0,0,0,0,0,19,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,5,12,22,23,27,11,6,97,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,68,36,52,51,73,91,91,23,9,489
UCL521013,..,0,0,0,0,0,0,0,0,0,..,4,0,0,9,3,0,0,0,11,..,0,0,0,4,8,8,5,0,29,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,78,46,54,48,70,53,44,15,4,422,..,0,33,44,79,76,56,13,0,305,..,7,35,12,12,14,3,0,0,74,..,0,3,13,13,4,4,0,0,39,170,..,..,..,..,..,..,..,..,170,..,48,..,..,..,..,..,..,..,48,..,40,11,8,4,0,0,0,0,63,..,0,3,0,0,6,0,0,0,15,..,0,0,0,0,0,0,0,0,8,..,4,4,3,10,8,9,0,0,35,..,0,3,5,12,17,13,8,3,63,0,3,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,173,103,101,86,131,122,84,31,4,836
