UCL_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
UCL522009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,13,0,0,10,6,4,0,0,0,19,8,14,19,21,8,4,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,19,21,8,4,3,0,83,0,0,0,0,0,0,0,0,0,6,4,3,6,3,0,0,0,29,16,21,33,41,23,8,8,0,149
UCL522010,6,0,0,0,0,0,4,0,3,0,0,0,3,0,0,8,0,7,15,6,6,7,3,0,52,4,0,5,6,5,4,3,0,24,7,13,9,8,9,3,0,0,55,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,13,13,8,10,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,17,8,60,15,22,35,27,40,50,24,10,216
UCL522011,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,8,3,7,0,0,0,24,0,0,7,4,3,3,3,0,16,11,10,11,4,3,19,0,0,58,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,10,12,4,7,19,7,0,69,0,0,0,0,0,0,0,0,3,7,5,17,4,9,10,10,0,58,15,23,39,15,21,34,12,0,167
UCL522012,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,4,9,6,3,17,4,0,44,0,11,3,10,8,14,4,0,49,5,17,12,16,16,14,0,0,83,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,4,22,12,21,19,18,3,5,97,0,0,0,0,0,0,0,0,0,6,0,3,3,9,14,7,0,43,10,37,26,42,50,66,17,5,260
UCL522013,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,8,0,5,0,5,0,0,20,0,0,0,6,14,5,0,0,30,11,11,16,25,16,11,3,0,99,0,3,0,3,3,0,0,0,10,0,0,0,0,0,5,0,0,3,11,17,16,31,22,11,3,0,114,0,0,0,0,0,5,0,0,6,7,0,0,4,10,5,4,0,29,23,21,33,45,44,27,9,5,200
UCL522014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,12,4,13,8,0,14,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,13,6,3,14,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,18,11,5,15,9,3,0,62
UCL522015,8,7,0,5,0,0,33,0,5,4,0,5,9,0,0,21,11,47,44,13,19,20,3,0,157,3,16,21,6,24,26,8,0,106,18,47,21,25,33,38,13,0,192,3,3,0,0,0,6,0,0,14,0,5,4,0,5,12,0,0,21,17,52,23,26,46,53,18,0,232,0,0,0,0,4,5,0,0,13,0,17,5,0,12,23,8,0,58,32,136,108,59,110,141,38,0,624
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,9,0,0,5,5,0,0,4,0,6,6,8,4,10,9,3,0,0,35,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,7,15,7,5,3,0,48,0,0,0,0,0,0,0,0,0,3,5,7,4,13,4,7,5,46,6,20,25,22,21,14,9,5,115
UCL522017,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,3,3,4,0,0,18,0,3,8,0,5,6,4,0,25,3,10,11,9,20,12,0,0,72,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,12,10,9,25,12,4,0,77,0,0,0,0,0,3,0,0,5,3,0,0,0,10,4,10,5,40,15,25,15,17,43,29,18,5,164
UCL522018,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,3,6,12,10,0,0,23,0,3,3,3,14,3,0,0,24,9,3,0,6,7,18,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,9,3,4,6,15,21,0,0,50,0,0,0,0,0,0,0,0,6,3,8,3,11,5,13,0,0,49,13,16,10,29,40,44,9,0,161
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,10,0,6,4,3,12,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,13,6,0,0,34,0,0,0,0,0,0,0,0,0,0,5,13,4,3,0,0,3,29,0,9,19,10,26,8,4,4,86
UCL522020,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,3,0,0,11,0,0,0,0,8,0,0,0,7,0,11,5,3,9,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,7,3,4,11,0,0,0,32,0,0,0,0,0,0,0,0,0,5,3,8,3,4,3,0,0,26,3,12,18,10,27,11,4,0,81
UCL522021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,5,0,0,19,0,0,4,11,0,3,0,0,23,4,3,6,8,6,12,0,0,43,4,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,6,4,6,11,5,13,0,0,62,0,0,0,0,0,0,0,0,0,3,0,4,3,3,13,4,0,21,12,11,31,21,14,34,6,5,129
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,9,0,3,0,6,3,3,4,0,18,5,5,0,3,8,0,3,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,5,5,9,3,10,3,4,0,35,0,0,0,0,0,0,0,0,0,4,0,4,11,7,8,5,0,40,3,17,10,17,22,18,7,0,106
UCL522023,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3,5,6,0,9,0,0,25,0,5,0,8,3,3,0,0,17,6,10,6,11,7,7,0,4,48,0,0,3,0,0,0,0,0,11,0,0,0,0,5,0,0,0,8,5,9,9,15,13,10,0,4,62,0,0,0,0,3,0,0,0,3,0,5,5,3,8,5,6,0,34,4,25,20,32,36,25,3,4,149
UCL522024,5,0,4,5,7,0,23,0,0,0,3,7,3,0,0,11,0,4,7,5,16,28,3,0,61,0,0,0,0,7,12,8,0,26,3,3,0,4,10,0,3,0,27,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,4,13,4,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,17,3,9,10,16,41,53,24,3,168
UCL522025,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,6,4,0,0,0,0,0,20,0,0,5,0,0,3,0,0,15,5,8,9,4,13,17,0,0,63,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,6,8,16,4,13,10,0,0,63,0,0,0,0,0,0,0,0,6,7,3,10,13,18,23,8,6,80,20,20,24,20,43,41,12,6,188
UCL522026,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,7,0,20,0,0,0,5,4,12,3,0,26,0,3,3,5,18,16,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,3,3,5,23,25,13,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,22,0,10,8,15,33,53,28,6,152
UCL522027,3,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,21,0,5,6,4,6,0,0,0,18,3,5,16,9,19,6,4,0,70,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,10,12,16,9,22,6,4,0,85,0,0,0,0,0,0,0,0,3,3,0,8,3,0,6,9,0,32,14,21,36,17,39,25,13,0,162
UCL522028,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,8,0,0,4,3,4,3,0,0,8,0,3,0,0,0,3,3,0,7,4,0,0,4,11,3,3,0,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,0,4,11,8,5,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,4,0,17,3,9,6,6,16,17,18,5,82
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,4,6,3,3,0,0,0,19,7,18,26,4,11,8,3,0,82,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,7,9,22,28,5,11,8,3,0,86,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,12,30,40,21,10,11,11,4,137
UCL522030,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,6,5,0,4,0,0,0,17,0,0,0,4,5,0,0,0,18,3,12,12,11,8,6,0,0,48,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,12,11,11,6,0,0,57,0,0,0,0,0,0,0,0,0,3,6,6,11,5,3,0,0,38,9,32,31,19,23,9,6,0,135
UCL522031,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9,0,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,13,0,15,10,6,12,0,0,0,45
UCL522032,0,4,0,6,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,10,0,0,0,0,5,0,0,0,8,0,0,4,3,4,0,0,0,10,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,5,4,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,5,3,9,7,0,0,30,7,0,14,15,21,10,0,0,76
UCL522033,0,0,4,4,0,0,5,0,0,0,0,4,0,0,0,8,0,0,3,0,4,8,4,0,17,0,0,0,4,4,10,0,0,20,6,11,3,20,15,17,7,0,80,4,4,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,3,6,14,3,19,19,17,7,0,90,0,0,0,0,0,0,0,0,0,7,5,5,6,10,10,8,0,32,10,17,17,31,37,43,20,3,172
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,6,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,8,4,6,0,0,0,30
UCL522035,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,12,0,0,3,0,0,0,0,0,9,0,8,3,5,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,9,12,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,15,3,21,8,20,25,12,4,3,89
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,10,0,0,0,5,0,5,0,0,8,0,7,3,4,10,9,4,0,31,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,4,0,8,3,9,11,9,4,0,48,0,0,0,0,0,0,0,0,3,4,0,0,4,5,7,5,0,21,3,13,9,23,9,21,4,0,89
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,28,0,4,0,0,0,7,0,0,13,0,4,7,9,9,3,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,6,0,8,8,10,12,3,0,0,51,0,0,0,0,0,0,0,0,0,4,7,6,5,8,3,5,0,33,6,23,34,24,22,15,4,4,124
UCL522038,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,8,3,11,17,4,9,0,0,0,42,0,7,7,6,5,4,3,0,23,11,23,16,15,6,3,0,5,82,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,26,18,15,11,6,4,5,92,0,0,0,0,0,0,0,0,0,0,4,3,3,9,0,3,0,27,19,49,49,28,30,11,5,6,196
UCL522039,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,7,0,14,7,0,5,6,0,0,35,0,3,3,3,7,3,0,0,22,0,14,10,5,17,10,0,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,0,11,11,7,22,13,0,0,70,0,0,0,0,0,0,0,0,0,3,15,3,8,20,10,5,0,64,14,45,35,26,61,27,7,0,210
UCL522040,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,13,0,0,0,0,3,0,0,0,9,4,0,0,9,11,14,8,0,49,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,10,18,15,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,3,0,21,8,7,0,26,33,31,8,0,105
UCL522041,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,5,0,8,0,0,17,3,7,4,11,16,12,6,0,65,0,0,0,0,0,0,0,0,5,0,4,0,0,3,6,0,0,12,5,8,7,11,21,16,6,0,78,0,0,0,0,0,0,0,0,3,4,0,0,4,10,7,5,4,37,8,20,8,28,36,32,10,5,145
UCL522042,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,5,16,16,4,0,4,0,0,38,0,10,13,8,3,5,0,0,34,5,36,29,25,19,5,0,0,128,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,38,31,28,21,11,0,0,138,0,0,0,0,0,0,0,0,3,20,15,9,7,3,0,0,0,61,31,84,69,52,34,15,0,0,288
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,19,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,7,3,4,0,0,0,0,29,0,0,0,0,0,0,0,0,0,22,15,14,14,6,0,0,0,81,35,22,23,17,13,5,0,0,114
UCL522044,0,0,0,0,4,0,12,0,0,0,0,5,3,0,0,9,0,4,0,0,0,11,0,0,21,0,0,0,9,12,3,0,0,22,4,0,5,10,14,11,0,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,17,14,0,0,48,0,0,0,0,0,0,0,0,0,0,13,7,8,9,12,5,0,59,6,27,13,21,39,50,5,0,160
UCL522045,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,7,0,0,0,0,0,0,0,0,0,6,9,10,6,4,0,0,0,34,6,10,14,13,12,3,0,0,52
UCL522046,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,7,5,6,5,0,0,27,0,6,5,0,7,0,0,0,13,4,4,5,7,8,12,0,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,5,4,14,6,10,11,0,0,42,0,0,0,0,0,0,0,0,0,0,3,6,18,29,33,13,5,103,5,10,26,27,52,46,21,5,195
UCL522047,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,4,4,5,3,4,3,0,0,21,0,0,0,0,3,7,7,0,16,0,11,13,11,14,9,3,0,60,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,3,11,10,10,12,16,3,0,69,0,0,0,0,0,0,0,0,0,25,8,11,11,17,44,21,4,157,37,28,28,27,49,73,24,10,272
UCL522048,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,5,0,5,8,3,4,6,4,0,19,0,0,0,0,6,3,0,0,15,5,11,9,7,8,7,0,5,49,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,10,7,11,9,14,16,3,0,5,60,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,4,3,36,10,26,14,25,26,22,12,4,137
UCL522049,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,8,6,10,7,4,0,30,0,4,0,0,4,14,0,0,25,0,4,7,5,5,13,3,0,41,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,6,13,3,8,19,3,0,48,0,0,0,0,0,0,0,0,4,14,10,18,8,18,25,0,0,90,12,28,31,27,39,61,7,0,210
UCL522050,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,8,11,0,0,0,34,0,3,0,0,0,5,0,3,19,0,9,11,9,3,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,8,11,12,9,0,3,0,42,0,0,0,0,0,0,0,0,3,4,0,7,17,14,6,13,12,79,15,24,26,33,37,15,22,13,185
UCL522051,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,0,13,0,4,3,3,10,4,0,0,13,8,7,9,18,14,4,0,0,58,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,5,7,9,18,15,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,12,27,30,9,3,0,107
UCL522052,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,18,0,0,0,0,0,0,0,0,8,0,3,0,9,0,0,3,0,20,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,6,6,6,0,0,3,0,30,0,0,0,0,0,0,0,0,0,7,3,0,11,3,8,3,0,32,12,18,11,22,14,10,5,0,95
UCL522053,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,5,3,7,0,0,0,19,0,8,7,7,8,0,0,0,39
UCL522054,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,3,0,11,3,0,14,0,0,0,0,0,5,0,0,4,0,7,7,7,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,4,4,3,0,0,30,0,0,0,0,0,0,0,0,0,4,5,8,0,5,10,5,4,43,10,13,18,8,16,22,3,5,102
UCL522055,0,0,0,4,0,0,5,0,0,0,4,0,3,0,0,13,0,5,8,12,10,4,0,0,40,0,7,5,8,17,16,0,0,52,4,12,9,21,17,25,7,0,93,4,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,6,0,12,12,23,19,30,7,0,105,0,0,3,0,3,0,0,0,9,4,12,4,12,26,79,23,0,161,7,40,31,53,80,128,30,3,383
UCL522056,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,11,8,6,10,4,3,0,39,0,3,3,4,9,3,0,0,28,8,21,16,20,14,9,0,0,84,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,12,27,16,20,19,7,0,0,94,0,0,0,3,0,0,0,0,7,10,14,20,18,17,0,0,0,79,16,57,48,54,51,16,6,0,257
UCL522057,4,3,10,4,6,0,33,0,5,0,0,7,3,0,0,11,0,22,9,3,20,18,9,4,85,5,11,3,3,7,3,4,0,38,11,12,11,5,6,3,4,0,56,3,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,0,8,13,12,13,11,9,6,4,0,69,0,0,0,0,0,5,0,0,5,4,12,10,0,8,8,4,0,52,24,62,40,25,58,52,23,4,300
UCL522058,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,3,3,5,5,4,4,0,30,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,5,10,5,4,4,0,34,0,0,0,0,0,0,0,0,0,16,7,7,6,8,0,3,0,46,20,13,19,15,18,6,4,0,96
UCL522059,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,3,4,4,4,3,0,0,19,0,0,11,0,6,3,4,0,31,0,9,11,13,0,9,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8,11,12,11,10,4,0,58,0,0,0,0,0,0,0,0,4,4,17,16,7,17,10,12,0,80,10,26,43,32,38,29,18,0,197
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,4,0,0,17
UCL522061,0,4,0,4,0,0,6,0,0,0,0,3,0,0,0,4,0,9,5,4,9,8,7,0,36,0,4,5,0,12,11,4,0,31,0,7,6,9,16,16,7,0,62,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,11,6,13,20,22,5,0,73,0,0,0,0,0,0,0,0,0,0,9,0,5,10,11,7,0,46,4,28,16,27,53,47,24,0,205
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,0,0,9,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,12,12,0,0,4,0,35
UCL522063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,9,5,0,4,0,0,0,16,5,10,7,3,8,0,0,0,42
UCL522064,0,5,0,3,0,0,12,0,0,0,0,4,0,0,0,3,5,8,4,0,0,3,0,0,16,0,0,3,6,0,0,0,0,13,7,18,9,6,0,0,0,0,46,5,3,0,0,0,0,0,0,13,0,3,3,0,4,0,0,0,13,11,22,20,8,0,0,0,0,67,0,0,0,0,0,0,0,0,0,6,6,3,11,0,0,8,0,42,22,40,31,28,13,10,10,0,160
UCL522065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,9,0,3,0,4,0,0,0,0,11,3,8,0,0,12,0,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,3,0,12,5,6,0,33,0,0,0,0,0,0,0,0,0,3,9,0,4,14,8,8,7,46,6,17,13,12,28,15,9,7,110
UCL522066,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,13,3,0,0,0,0,23,0,3,10,0,0,0,0,0,21,6,19,18,10,6,4,4,0,64,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,21,20,11,10,9,4,0,72,0,0,0,0,0,0,0,0,0,3,7,8,13,13,5,10,9,55,12,35,47,29,26,12,10,4,180
UCL522067,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,3,11,13,6,8,0,0,0,41,0,4,6,11,6,3,0,0,32,8,30,37,22,15,3,0,0,118,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,33,41,24,12,3,0,0,123,0,0,0,0,0,0,0,0,0,10,28,28,31,13,11,0,0,114,30,84,85,75,45,21,0,0,336
UCL522068,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,8,0,4,0,4,8,0,4,0,26,0,4,7,6,8,5,0,0,31,8,3,16,19,18,12,0,0,73,0,3,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,7,10,6,18,21,13,14,0,0,92,0,0,0,0,0,0,0,0,3,8,0,6,9,10,4,0,0,40,18,25,31,48,37,25,11,6,195
UCL522069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,0,13,0,0,0,9,3,0,0,0,13,8,9,8,7,7,5,4,0,44,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,8,8,7,8,10,4,0,49,0,0,0,0,0,0,0,0,0,6,10,4,5,3,9,13,0,43,10,22,24,13,12,23,18,0,124
