UCL_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
UCL515021,0,68,4,0,73,0,30,3,0,29,4,53,0,0,53,11,63,0,0,81,7,95,3,0,108,23,97,3,0,120,15,99,4,0,119,3,45,4,0,52,0,13,0,0,13,67,565,26,0,658,0,34,3,0,42,0,23,0,0,25,6,47,0,0,65,19,66,5,0,91,21,81,3,0,105,18,108,4,0,131,21,88,3,0,113,16,52,0,0,69,3,15,0,0,15,104,510,21,0,639,4,104,4,0,110,0,51,4,0,57,11,104,3,0,118,24,129,7,0,167,31,175,6,0,214,40,199,8,0,249,36,189,6,0,227,21,99,3,0,121,4,25,4,0,30,169,1076,49,0,1289
UCL515022,4,116,12,0,139,4,113,4,0,121,20,208,10,7,249,28,177,8,0,209,28,178,28,0,231,32,222,8,0,262,24,178,9,0,216,21,115,12,0,147,3,31,6,0,41,165,1340,103,13,1619,0,107,10,0,118,5,85,9,0,100,35,202,4,0,239,45,168,13,0,232,46,188,18,0,253,63,202,13,0,276,32,189,8,0,230,24,107,14,0,142,0,61,4,0,70,244,1312,93,3,1654,13,219,22,0,250,6,200,14,7,223,56,405,13,14,491,76,344,23,0,443,73,368,45,0,480,94,429,20,0,534,61,368,22,0,445,40,223,24,0,290,8,94,12,0,114,419,2647,193,17,3276
UCL515023,0,54,11,0,63,8,66,18,0,96,11,141,30,0,176,9,109,19,0,139,22,129,24,0,170,21,121,22,0,166,10,123,18,0,154,6,45,9,0,60,4,12,6,0,20,87,805,152,0,1048,0,55,12,0,73,0,60,5,0,66,15,116,24,0,150,18,101,25,0,141,24,102,15,0,143,26,119,20,0,168,15,88,17,0,119,8,47,3,0,60,3,28,7,0,37,114,711,124,3,954,3,108,21,0,138,6,126,20,0,157,25,255,45,0,330,25,210,47,0,280,47,234,39,0,317,46,239,48,0,330,30,208,32,0,275,8,90,12,0,119,8,42,5,0,57,203,1523,273,3,1999
UCL515024,0,42,5,0,51,3,33,15,20,69,0,77,18,26,126,4,60,10,9,85,12,60,13,0,85,5,102,18,0,130,8,80,13,0,97,5,35,7,0,51,0,9,0,0,12,48,503,107,51,707,0,35,0,0,35,0,37,3,0,49,6,77,12,0,96,5,69,10,0,88,16,63,13,0,93,22,71,15,0,100,8,71,17,0,101,4,44,8,0,50,0,17,4,0,24,75,482,81,0,639,6,78,8,0,89,6,72,19,20,111,10,152,31,26,222,15,129,22,9,178,28,124,31,0,181,26,178,30,0,236,22,156,28,0,199,14,74,16,0,100,4,29,8,0,43,117,989,191,51,1350
UCL515025,10,48,12,0,69,0,33,7,0,40,7,72,3,0,79,10,65,9,0,85,17,77,13,0,108,23,86,12,0,119,15,86,8,0,109,6,44,7,0,59,7,17,14,0,35,86,522,88,0,701,0,52,11,0,61,0,28,6,0,34,5,80,12,0,104,16,66,13,0,97,25,84,16,0,120,35,95,16,0,153,16,88,13,0,117,5,47,18,0,71,5,19,24,0,45,113,559,119,0,793,9,100,20,0,133,3,64,9,0,72,13,148,17,0,176,30,133,23,0,181,40,163,26,0,227,55,187,29,0,268,32,174,22,0,226,11,88,29,0,126,7,36,36,0,83,194,1084,209,0,1492
UCL515026,0,53,7,0,55,0,79,4,0,77,17,159,17,0,186,7,108,5,0,124,15,103,0,0,119,10,98,9,0,116,7,67,9,0,88,0,21,0,0,27,0,11,0,0,11,63,688,51,0,804,0,64,6,0,74,0,62,3,0,73,17,178,15,0,209,19,107,4,0,128,25,101,13,0,137,27,90,4,0,125,15,54,4,0,73,8,17,0,0,24,0,10,0,0,10,113,688,50,0,853,4,111,12,0,130,7,140,12,0,153,31,341,32,0,398,26,211,12,0,251,40,208,17,0,261,36,188,16,0,236,23,125,7,0,150,8,42,0,0,52,0,19,0,0,23,175,1381,102,0,1657
UCL515027,0,104,18,0,123,7,99,21,0,122,16,193,29,5,240,8,152,23,0,182,30,181,25,0,240,40,167,22,0,223,24,169,22,0,217,14,77,19,0,110,7,33,12,0,51,136,1179,190,9,1514,4,93,18,0,117,9,91,19,0,108,21,176,34,0,225,28,171,31,0,227,38,169,17,0,226,53,183,20,0,252,33,159,16,0,208,11,100,22,0,139,0,59,31,0,92,196,1204,197,0,1595,3,200,39,0,242,9,188,34,0,238,34,366,55,5,467,37,322,55,0,417,65,357,42,0,462,89,348,40,0,484,51,327,37,0,420,26,184,40,0,245,5,95,52,0,144,330,2381,386,8,3110
UCL515028,4,81,18,0,104,8,104,14,0,121,21,413,81,0,516,25,392,71,5,491,30,385,71,7,482,19,264,35,0,316,8,69,19,0,97,0,12,5,0,14,0,0,0,0,0,100,1725,312,16,2148,0,78,16,0,95,7,115,16,0,143,20,388,59,6,472,22,310,42,0,375,15,219,35,0,266,13,131,21,3,173,4,49,3,0,53,0,9,0,0,9,0,0,0,0,0,83,1298,197,11,1590,4,158,34,0,197,15,219,32,0,266,35,803,140,9,987,42,705,115,5,866,43,601,103,3,754,32,402,55,5,491,11,117,18,0,154,0,21,4,0,27,0,0,0,0,0,180,3024,507,28,3738
UCL515029,6,18,10,0,31,0,36,17,0,51,5,117,62,0,188,12,137,98,0,249,4,129,91,0,225,0,96,52,3,155,0,18,12,0,29,0,5,4,0,8,0,0,4,0,3,26,556,345,6,935,0,20,6,0,24,0,30,11,0,38,3,83,24,0,110,6,76,27,0,111,3,54,24,0,86,3,46,12,0,62,0,10,0,0,13,0,0,3,0,3,0,0,0,0,0,18,324,109,0,449,6,36,18,0,59,4,63,29,0,91,4,205,86,0,298,21,215,119,0,357,11,181,114,0,307,7,143,64,3,216,0,26,16,0,40,0,3,9,0,15,0,0,4,0,3,45,878,455,6,1380
UCL515030,0,107,11,0,117,3,76,8,0,86,17,142,13,0,160,24,145,12,0,183,24,161,15,0,199,34,171,12,0,219,24,180,14,0,223,21,107,23,0,154,7,37,14,0,60,153,1118,130,0,1404,6,125,17,0,149,0,64,5,0,71,26,127,16,0,168,42,171,21,0,237,51,166,10,0,231,72,156,8,0,236,53,198,17,0,267,14,129,29,0,164,3,37,31,0,72,264,1183,150,0,1601,12,230,29,0,269,3,146,11,0,157,42,268,24,0,330,62,321,37,0,421,75,333,28,0,434,108,329,21,0,457,74,382,34,0,487,29,232,55,0,315,8,79,45,0,133,415,2306,279,0,3003
UCL515031,10,58,12,0,80,0,34,4,0,43,8,86,22,0,122,11,115,27,0,150,14,133,24,0,169,27,180,27,0,241,24,234,45,0,306,20,118,21,0,159,4,30,7,0,37,119,995,197,0,1303,0,44,3,0,50,5,34,8,0,46,13,87,19,0,123,18,117,12,0,150,29,132,14,0,178,33,204,24,0,268,49,226,31,0,306,22,132,22,0,169,7,29,3,0,30,171,1010,142,0,1321,13,107,16,0,131,6,77,11,0,91,17,177,43,0,238,28,231,44,0,305,38,266,42,0,347,62,390,54,0,509,76,456,76,0,611,36,250,44,0,331,8,52,14,0,72,287,2001,336,4,2630
UCL515032,0,49,8,0,59,4,34,0,0,42,0,69,3,0,75,11,59,4,0,72,8,98,8,0,121,15,68,5,0,90,8,51,0,0,58,0,13,0,0,17,0,4,0,0,6,49,452,40,0,540,3,49,6,0,55,0,33,3,0,39,8,67,4,0,82,13,74,13,0,97,27,82,3,0,117,20,75,4,0,100,14,41,3,0,54,7,14,0,0,19,0,7,0,0,9,84,441,37,0,567,7,92,11,0,111,4,72,0,0,77,7,135,9,0,153,28,139,11,0,171,36,188,12,0,234,40,147,7,0,192,20,88,5,0,113,10,25,0,0,36,6,10,3,0,16,139,897,71,0,1104
UCL515033,0,57,16,0,74,0,49,9,0,61,8,192,44,0,249,17,281,64,0,363,17,196,49,4,266,5,146,45,0,198,5,33,12,3,47,0,7,9,0,13,0,0,0,0,6,55,968,246,13,1279,3,44,11,0,61,4,52,11,0,58,13,206,34,0,256,15,220,34,0,274,15,135,28,0,173,8,84,16,6,114,5,41,18,0,61,3,11,9,0,18,0,0,0,0,0,64,790,156,6,1009,7,98,29,0,132,4,103,11,0,115,22,399,81,0,511,37,501,105,0,640,24,329,83,4,439,17,233,62,6,313,9,77,22,3,107,3,17,6,0,32,0,0,0,0,6,113,1763,400,17,2291
UCL515034,0,65,10,0,73,0,55,3,0,61,12,139,8,6,158,14,111,18,0,139,20,151,18,0,183,26,143,4,0,170,10,130,7,0,147,6,67,5,0,76,0,10,0,0,16,85,875,67,6,1024,4,50,10,0,62,0,48,6,0,56,21,137,7,0,164,29,131,14,0,178,25,146,7,0,177,35,113,15,0,168,23,110,12,0,144,6,62,3,0,72,0,12,3,0,15,148,817,74,0,1039,6,114,14,0,133,0,103,14,0,117,28,282,11,4,322,43,243,33,0,319,46,295,23,0,366,56,257,21,0,336,30,240,20,0,289,12,131,7,0,152,0,23,8,0,32,229,1690,144,6,2066
UCL515035,0,18,8,0,24,0,15,4,0,28,4,53,9,0,63,11,48,8,0,67,7,46,7,0,55,15,84,3,0,101,10,80,8,0,96,5,51,4,0,69,0,14,0,0,16,49,409,53,0,515,3,14,5,0,27,3,17,0,0,26,0,54,5,0,63,13,31,12,0,56,7,51,11,0,66,23,78,10,0,113,14,81,8,0,105,10,44,10,0,58,0,25,3,0,24,84,401,59,0,543,7,37,10,0,55,0,41,6,0,47,6,107,15,0,128,19,81,21,0,125,18,100,15,0,125,34,167,10,0,215,25,157,13,0,196,18,92,13,0,126,3,38,5,0,41,134,809,112,3,1056
UCL515036,0,50,3,0,55,0,51,3,0,55,4,89,9,0,97,11,87,8,0,104,14,99,14,0,124,21,133,9,0,157,17,127,16,0,151,8,66,11,0,87,0,27,10,0,38,69,727,72,0,871,0,52,4,0,55,5,35,0,0,41,13,97,7,0,118,22,96,8,0,127,39,106,12,0,158,29,128,4,0,161,19,127,7,0,156,12,70,15,0,102,0,28,17,0,44,140,741,80,0,966,4,104,7,0,115,5,86,4,0,95,19,185,17,0,218,26,185,13,0,233,47,206,20,0,281,49,256,17,0,323,33,248,20,0,306,16,140,29,0,187,5,53,27,0,85,210,1467,154,0,1843
UCL515037,3,56,19,0,74,0,50,18,0,69,11,210,93,0,312,15,230,82,0,323,11,159,57,0,225,6,122,57,0,193,6,28,15,0,51,0,6,0,0,6,0,0,0,0,0,42,862,349,5,1258,7,31,3,0,42,4,48,9,0,61,6,133,36,0,175,19,132,31,0,180,4,87,16,0,107,8,38,19,0,64,5,10,3,0,17,0,3,0,0,3,0,0,0,0,0,41,484,115,3,646,8,88,18,0,115,0,100,31,0,129,15,340,130,0,482,30,357,115,0,507,16,248,73,0,337,12,165,78,0,258,6,43,15,0,63,0,12,0,0,14,0,0,0,0,0,83,1346,468,6,1903
UCL515038,5,41,6,0,56,0,30,3,0,30,5,86,9,0,97,11,69,14,0,97,11,97,23,0,135,32,140,20,0,188,18,189,16,0,227,8,118,14,0,140,0,32,13,0,46,99,798,115,0,1014,4,36,0,0,37,4,19,0,0,29,10,67,6,0,85,16,90,14,0,117,36,95,11,0,135,45,142,12,0,199,41,190,13,0,246,14,112,26,0,151,4,40,5,0,52,164,789,94,0,1040,9,75,7,0,90,3,50,3,0,60,13,151,17,0,180,31,166,23,0,219,45,192,28,0,267,72,279,36,0,390,61,382,28,0,474,19,226,37,0,287,7,71,16,0,93,260,1589,210,0,2062
UCL521001,0,23,0,0,25,0,9,0,0,9,4,17,0,0,19,4,23,0,0,24,11,32,0,0,43,8,33,5,0,43,3,22,0,0,27,0,10,0,0,8,0,3,0,0,3,27,173,3,0,203,0,19,0,0,18,0,10,0,0,10,3,12,0,0,15,3,34,0,0,36,13,39,0,0,44,14,30,0,0,49,3,13,5,0,21,0,6,0,0,6,0,0,0,0,0,39,160,6,0,202,0,41,0,0,48,0,25,0,0,25,6,22,3,0,31,7,52,0,0,65,18,66,0,0,87,17,67,3,0,90,10,41,7,0,53,0,12,0,0,19,0,3,0,0,3,60,332,8,0,408
UCL521002,0,16,6,0,20,0,10,0,0,10,0,25,0,0,29,8,28,6,0,49,9,35,4,0,44,11,38,4,0,48,3,67,3,0,71,0,24,0,0,23,0,3,0,0,3,26,245,26,0,304,0,15,5,0,26,0,10,0,0,10,3,26,3,0,32,8,32,10,0,49,9,45,5,0,65,12,37,5,0,54,8,59,9,0,80,0,17,0,0,23,0,6,0,0,0,43,253,26,0,327,0,32,8,0,42,0,25,0,0,25,5,59,3,0,58,14,61,19,0,90,20,84,5,0,113,18,70,9,0,97,19,126,8,0,148,0,39,0,0,47,0,9,0,0,8,76,498,56,0,626
UCL521003,0,17,3,0,17,0,9,0,0,13,0,23,5,0,30,0,29,8,0,36,5,29,3,0,39,9,48,3,0,56,12,70,5,0,90,5,49,7,0,59,0,13,3,0,21,32,287,39,0,367,0,9,0,0,12,0,5,0,0,5,5,16,0,0,19,4,36,5,0,42,11,27,8,0,46,10,53,5,0,68,23,65,8,0,98,7,41,6,0,57,0,20,0,0,20,63,272,39,5,379,5,24,3,0,36,5,17,0,0,21,6,40,3,0,52,3,66,5,0,80,10,63,13,0,84,23,103,9,0,127,30,135,14,0,189,10,87,15,0,117,4,33,9,0,40,98,562,77,4,742
UCL521004,0,22,0,0,22,0,29,0,0,28,0,46,0,0,44,0,31,0,0,34,4,24,0,0,28,0,18,0,0,16,0,3,0,0,7,0,4,0,0,4,0,0,0,0,0,11,175,10,0,194,3,23,0,0,24,3,25,0,0,25,5,58,4,0,67,3,31,0,0,37,4,31,0,0,43,5,29,0,0,31,0,9,0,0,9,0,0,0,0,3,0,0,0,0,0,26,205,3,0,242,3,52,0,0,55,3,53,0,0,59,7,102,3,0,114,9,64,3,0,73,10,57,5,0,73,4,44,0,0,51,0,15,0,0,21,0,5,0,0,8,0,0,0,0,0,34,386,11,0,435
UCL521005,0,12,0,0,15,0,14,0,0,21,5,42,10,0,63,4,61,3,0,65,4,57,8,0,73,9,67,10,0,89,8,56,0,0,67,0,25,0,0,28,0,4,0,0,3,40,345,39,0,429,0,19,3,0,22,0,16,0,0,20,12,53,3,0,70,11,64,9,0,76,6,45,3,0,57,13,60,4,0,80,9,46,5,0,60,4,16,6,0,20,0,7,4,0,3,49,326,42,0,415,0,33,7,0,37,0,37,0,3,43,21,98,12,0,136,6,122,11,0,143,16,105,11,0,125,19,128,12,0,165,16,106,7,0,127,8,40,12,0,52,0,3,3,0,10,86,673,79,3,839
UCL521006,6,11,0,0,17,0,13,0,0,19,4,23,4,0,32,11,36,4,0,45,5,42,3,0,46,9,56,5,0,73,3,43,3,0,53,9,19,5,0,32,0,5,0,0,5,43,245,21,0,313,5,16,0,0,22,0,10,0,0,16,9,26,7,0,41,12,39,0,0,55,9,38,5,0,52,19,50,3,0,76,11,41,3,0,59,3,30,6,0,35,0,4,0,0,4,73,264,21,0,360,4,28,4,0,34,0,23,0,0,34,11,48,6,0,72,24,78,5,0,105,13,80,3,0,102,30,108,10,0,148,11,86,10,0,110,15,47,8,0,66,3,5,0,0,5,118,505,47,4,673
UCL521007,5,9,0,0,8,0,13,0,0,13,0,15,9,0,20,0,14,0,0,19,6,20,4,0,30,4,36,3,0,44,3,29,6,0,41,0,20,4,0,22,0,6,0,0,7,17,164,20,0,207,4,11,0,0,13,0,13,0,0,18,3,13,6,0,26,6,28,0,0,34,3,24,5,0,28,10,30,6,0,43,7,23,6,0,35,4,26,10,0,35,0,10,0,0,13,36,179,27,0,247,5,17,0,0,22,0,27,0,0,29,9,33,11,0,44,6,44,3,0,52,8,40,8,0,56,12,66,6,0,86,10,57,8,0,74,5,47,6,0,62,5,16,0,0,22,53,346,53,0,453
UCL521008,0,0,5,0,6,0,12,4,0,17,0,17,0,0,18,3,18,4,0,31,5,27,9,0,35,3,27,9,0,45,4,27,0,0,38,4,26,5,0,25,0,16,0,0,13,20,169,36,0,220,6,7,0,0,13,0,10,0,0,10,4,22,4,0,31,7,15,3,0,28,8,18,5,0,34,4,22,6,0,29,4,27,0,0,30,0,35,0,0,37,0,22,0,0,23,30,179,23,0,234,3,9,3,0,20,0,19,7,0,28,4,42,6,0,50,5,34,12,0,55,13,50,12,0,67,9,47,13,0,72,6,58,5,0,66,3,60,4,0,65,0,29,0,0,39,47,340,58,0,452
UCL521009,0,16,5,0,18,0,13,3,0,15,0,30,10,0,40,5,26,11,0,38,0,28,8,0,38,0,33,9,0,41,5,38,8,0,56,3,20,6,0,25,0,7,0,0,11,18,198,60,0,276,0,7,0,0,7,0,8,0,0,8,3,21,0,0,29,3,18,0,0,22,7,23,0,0,25,7,22,3,0,30,8,33,3,0,46,5,25,7,0,35,0,8,6,0,12,27,158,28,0,212,0,19,5,0,27,0,21,3,0,22,4,53,10,0,65,9,41,11,0,62,3,43,14,0,62,4,54,15,0,73,10,68,16,0,98,10,42,10,0,58,0,14,9,0,22,47,359,90,0,489
UCL521010,0,30,5,0,34,0,23,3,0,24,0,40,5,0,45,6,25,0,0,35,5,36,6,0,46,5,35,9,0,43,3,37,3,0,43,0,22,4,0,27,0,9,0,0,7,25,250,29,0,303,0,19,6,0,24,0,22,0,0,23,8,38,0,0,49,4,29,3,0,34,10,45,6,0,58,5,39,3,0,50,12,41,3,0,54,8,17,0,0,23,0,6,0,0,6,49,257,24,0,328,0,46,9,0,57,0,45,4,0,51,6,83,0,0,95,14,57,10,0,76,19,80,9,0,113,16,74,12,0,96,15,76,5,0,93,8,40,3,0,52,0,12,0,0,12,72,506,55,0,633
UCL521011,0,10,0,0,10,3,14,0,0,16,0,29,0,0,27,0,47,0,0,45,6,27,0,0,37,6,23,0,0,27,3,16,0,0,18,0,3,0,0,11,0,0,0,0,0,17,178,0,0,199,0,23,0,0,17,0,9,0,0,9,3,27,0,0,36,9,49,0,0,53,13,33,0,0,44,10,23,0,0,30,0,9,0,0,13,0,4,0,0,9,0,0,0,0,0,35,181,3,0,216,0,34,0,0,33,3,22,0,0,30,9,60,0,0,65,9,95,0,0,102,18,61,0,0,79,13,43,0,0,61,3,29,0,0,33,4,12,0,0,14,0,0,0,0,0,52,358,5,0,411
UCL521012,0,15,0,0,13,0,4,0,0,7,0,27,0,0,24,6,21,0,0,30,4,30,3,0,41,6,43,4,0,47,3,42,3,0,52,0,14,0,0,19,0,3,0,0,7,21,195,16,0,230,0,15,0,0,15,0,3,0,0,5,0,27,0,0,27,0,15,3,0,21,0,34,0,0,35,6,47,8,0,58,7,51,0,0,56,0,7,0,0,10,0,0,0,0,5,13,200,12,0,229,0,25,0,0,29,0,13,0,0,15,0,51,0,0,56,5,45,0,0,49,4,63,3,0,71,17,86,8,0,104,5,97,4,0,106,0,17,3,0,23,0,7,0,0,9,35,399,22,0,460
UCL521013,0,44,0,0,44,0,19,0,0,20,0,46,9,0,51,0,37,0,0,41,12,47,5,0,59,9,57,0,0,68,4,36,4,0,46,0,7,7,0,14,0,4,0,0,4,29,294,25,0,338,0,29,0,0,28,0,15,0,0,10,9,45,4,0,57,9,43,3,0,56,19,60,0,0,72,15,42,4,0,58,9,40,3,0,44,0,11,4,0,15,0,4,0,0,6,61,279,15,0,353,0,66,0,0,73,0,30,4,0,36,7,87,13,0,111,9,81,3,0,91,32,102,5,0,134,24,102,9,0,131,15,69,5,0,90,0,22,3,0,24,0,7,0,0,10,82,573,38,0,697
UCL521014,0,12,0,0,14,0,21,8,0,28,5,61,32,0,92,5,50,34,0,88,3,63,21,0,93,10,72,20,0,102,4,67,15,0,83,0,14,3,0,17,0,4,0,0,4,24,363,132,0,520,0,14,6,0,21,0,5,0,0,9,0,26,12,0,36,5,28,15,0,49,7,48,12,0,64,5,40,12,0,61,4,40,8,0,50,0,3,5,0,10,0,0,0,0,0,31,209,69,0,304,0,23,8,0,32,0,23,10,0,37,5,86,38,0,126,5,84,47,0,134,12,109,32,0,151,16,112,32,0,168,8,106,20,0,134,0,24,5,0,28,0,6,0,0,4,54,569,201,0,823
UCL521015,0,11,0,0,15,0,13,0,0,13,5,29,0,0,27,0,28,3,0,26,3,31,3,0,36,8,31,3,0,40,4,49,3,0,55,3,18,0,0,25,0,13,3,0,20,20,224,16,0,262,0,7,0,0,6,0,10,0,0,8,8,31,3,0,41,0,24,0,0,27,3,21,3,0,28,3,36,4,0,42,9,34,4,0,48,0,29,5,0,33,0,14,6,0,17,30,205,24,0,264,0,18,4,0,23,0,26,0,0,25,9,56,3,0,72,0,52,0,0,55,4,55,6,0,67,13,67,5,0,81,13,83,11,0,106,3,49,6,0,58,0,32,4,0,37,52,429,45,0,518
UCL521016,0,21,0,0,19,3,16,0,0,17,7,46,4,0,52,0,24,3,0,30,0,35,3,0,38,5,33,0,0,44,3,31,0,0,35,0,21,0,0,20,0,6,0,0,12,25,232,19,0,265,0,22,0,0,23,3,14,0,0,17,6,35,0,0,42,3,28,10,0,41,7,30,3,0,38,4,27,0,0,34,3,26,5,0,32,4,15,0,0,11,0,10,0,0,10,35,198,15,0,249,0,38,3,0,40,10,31,0,0,37,10,81,3,0,96,7,49,8,0,69,7,60,5,0,80,14,63,0,0,74,8,57,4,0,70,4,33,0,0,34,0,20,0,0,16,54,429,32,0,516
UCL521017,0,19,0,0,19,4,12,4,0,20,8,40,12,0,63,6,46,9,0,62,5,34,7,0,44,3,36,9,0,53,6,22,4,0,37,4,15,8,0,18,0,0,0,0,0,24,228,54,0,310,0,6,0,0,6,4,18,3,0,25,0,39,3,0,45,8,37,3,0,46,3,28,5,0,37,9,22,4,0,36,4,22,0,0,24,5,12,4,0,21,0,10,5,0,17,32,197,39,0,270,0,23,0,0,22,8,32,8,0,43,11,79,18,0,108,10,84,14,0,109,12,54,12,0,75,11,66,14,0,91,9,47,6,0,58,4,25,14,0,43,0,14,5,0,21,63,422,91,0,578
UCL521018,0,19,0,0,23,0,13,0,0,13,0,32,0,0,35,0,24,0,0,27,5,28,6,0,37,5,21,0,0,23,4,24,0,0,31,3,10,0,0,14,0,3,0,0,9,26,170,5,0,210,3,11,0,0,17,0,12,0,0,17,5,27,0,0,27,12,20,0,0,36,13,22,5,0,32,10,17,0,0,36,10,13,0,0,21,4,15,0,0,23,0,5,0,0,5,51,155,5,0,209,6,29,0,0,40,0,26,0,0,29,3,55,0,0,64,16,43,0,0,59,14,51,4,0,72,12,42,0,0,57,15,38,0,0,54,10,24,0,0,33,0,8,0,0,10,82,325,15,0,418
UCL521019,0,6,0,0,12,0,15,3,0,25,0,52,16,0,71,3,60,21,0,88,4,65,21,0,93,13,125,37,0,178,22,187,65,0,271,15,72,28,0,109,0,5,3,0,8,60,590,200,7,853,0,11,3,0,12,0,22,12,0,32,4,69,21,4,99,4,56,25,0,85,13,61,25,0,97,23,138,52,0,218,20,154,44,0,215,7,45,17,0,73,0,6,5,0,3,73,562,208,4,842,0,23,4,0,31,0,35,17,0,58,6,121,34,8,165,6,122,50,0,177,16,122,49,0,191,40,264,91,0,397,44,340,110,0,487,18,115,44,0,181,0,10,6,0,17,131,1150,409,6,1693
