UCL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL522001,0,0,0,0,5,3,0,0,0,5,3,14,0,0,0,183,166,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,193,179,377,0,0,0,0,0,0,0,0,0,12,17,29,0,0,0,0,0,0,12,15,31,38,33,71,0,0,0,0,0,0,38,33,71,12,14,26,0,0,0,258,245,504
UCL522002,3,0,3,14,37,50,0,0,0,0,0,0,0,0,0,9,12,22,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,31,56,91,0,0,0,10,0,5,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,75,78,152,0,0,0,0,0,0,77,78,154,15,7,22,0,0,0,132,151,282
UCL522003,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,35,35,68,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,40,37,82,0,0,0,96,88,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,85,0,0,0,0,0,0,43,46,85,36,32,66,0,0,0,167,173,343
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,44,83,0,0,7,0,0,0,0,0,3,0,0,0,3,0,5,9,6,16,0,0,0,58,63,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,53,116,0,0,0,0,0,0,62,53,116,39,41,83,0,0,0,159,158,317
UCL522005,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,116,127,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,120,127,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,51,0,0,0,0,0,0,34,25,56,16,15,30,0,0,0,163,169,333
UCL522006,0,3,3,38,29,64,0,0,0,4,0,7,6,4,5,37,34,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,6,0,0,0,22,31,50,0,0,5,13,10,23,0,4,3,120,114,238,0,4,3,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,93,77,166,0,0,0,0,0,0,93,80,171,3,4,9,0,0,0,218,209,429
UCL522007,0,0,0,20,8,28,0,0,0,5,3,5,0,0,0,16,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,4,4,6,0,6,3,0,0,0,47,45,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,56,96,0,0,0,0,0,0,43,56,96,10,10,16,0,0,0,97,107,205
UCL522008,0,0,4,19,9,25,0,0,0,0,0,4,0,0,0,15,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,3,10,4,4,10,0,0,0,44,44,89,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,46,83,0,0,0,0,0,0,43,46,91,8,16,29,0,0,0,96,112,210
UCL522009,0,0,0,24,25,46,0,0,0,0,0,0,0,0,0,15,27,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,11,4,3,9,0,0,0,5,0,5,4,3,9,3,0,9,0,0,0,58,65,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,97,83,183,0,0,0,0,0,0,97,83,183,14,14,30,0,0,0,173,168,344
UCL522010,0,0,4,13,19,34,0,0,0,0,0,5,0,0,0,40,44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,19,25,38,9,7,12,3,7,12,0,0,0,92,95,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,60,142,3,0,3,0,0,0,88,59,141,40,22,61,0,3,3,222,182,394
UCL522011,0,0,0,29,26,56,0,0,0,0,0,0,0,0,0,21,17,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,5,0,6,9,14,17,5,4,4,0,0,0,72,68,134,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,58,123,0,0,0,0,0,0,69,58,125,32,28,61,0,0,0,169,151,319
UCL522012,0,3,8,47,43,91,0,0,0,0,4,3,0,0,0,38,42,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,0,6,6,17,0,0,0,0,0,0,10,13,25,3,3,5,0,0,0,116,119,235,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,100,240,0,0,0,0,0,0,139,103,242,13,18,35,0,0,0,276,248,520
UCL522013,0,0,4,20,33,56,0,0,0,5,4,8,0,0,0,27,26,54,0,0,5,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,9,17,22,0,0,3,67,88,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,106,227,0,0,0,0,0,0,122,106,225,17,26,43,0,0,0,208,215,426
UCL522014,0,0,0,18,14,26,0,0,0,0,0,0,0,0,0,8,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,8,9,0,0,0,34,39,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,125,0,0,0,0,0,0,56,67,125,6,3,14,0,0,0,104,105,205
UCL522015,0,10,14,85,87,175,0,0,0,3,5,8,0,0,0,86,104,183,3,0,3,0,0,0,22,21,42,0,0,0,3,0,4,0,0,0,5,0,9,0,0,4,11,10,21,0,0,0,3,0,3,21,19,43,8,9,23,0,0,0,251,262,513,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,228,483,4,0,3,0,0,0,261,228,486,23,33,52,8,13,21,547,543,1097
UCL522016,0,0,0,12,21,35,0,0,0,5,8,7,0,0,0,16,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,71,142,0,0,0,0,0,0,78,71,150,27,36,62,0,0,0,143,144,292
UCL522017,0,6,0,20,23,49,0,0,0,6,0,3,0,0,0,11,21,28,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,0,0,0,0,0,0,6,5,15,5,6,14,0,0,0,51,71,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,92,192,0,0,0,0,0,3,105,97,198,22,19,44,0,0,0,183,184,367
UCL522018,0,0,6,25,14,39,0,0,0,0,0,0,0,0,0,19,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,3,7,15,0,0,7,0,0,0,49,45,95,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,45,96,0,0,0,0,0,0,55,40,95,37,24,60,0,0,0,143,114,263
UCL522019,0,0,0,6,16,23,0,0,0,0,0,0,0,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,3,11,0,0,4,0,0,0,23,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,69,0,0,0,0,0,0,41,32,75,25,34,61,0,0,0,92,98,189
UCL522020,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,80,86,165,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,26,0,0,0,97,119,218,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,35,12,44,0,0,0,0,0,0,35,12,44,11,15,25,0,0,0,144,144,287
UCL522021,0,0,0,37,31,67,0,0,0,3,0,3,0,0,0,18,26,44,0,0,0,0,0,0,8,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,15,18,3,8,8,0,0,0,77,81,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,73,158,0,0,0,0,0,0,90,73,164,16,11,30,0,0,0,186,167,347
UCL522022,0,0,0,11,18,30,0,0,0,0,0,0,0,0,0,11,12,20,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,12,0,0,0,0,0,0,4,3,10,0,0,5,0,0,0,37,43,79,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,50,115,0,0,0,0,0,0,58,54,112,16,23,39,0,0,0,114,122,233
UCL522023,3,0,5,15,23,44,0,0,0,3,4,8,0,0,0,20,30,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,0,7,3,0,0,0,0,0,5,0,0,0,49,63,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,90,89,179,0,0,0,0,0,0,90,89,179,23,12,36,0,0,0,164,173,331
UCL522024,0,0,3,22,22,41,0,0,0,6,4,6,0,0,0,3,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,0,0,32,44,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,63,67,125,0,0,0,0,0,0,65,67,126,11,12,21,0,0,0,112,125,234
UCL522025,0,0,0,35,41,72,0,0,0,0,0,4,0,0,0,44,43,91,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,7,0,0,0,0,0,0,9,12,24,8,9,15,0,0,0,106,117,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,85,72,156,0,0,0,0,5,4,90,77,168,35,35,70,0,0,0,237,225,461
UCL522026,3,0,3,34,38,69,0,0,0,4,0,6,0,0,0,25,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,7,14,0,4,7,0,0,0,73,84,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,5,60,51,107,0,0,0,0,0,0,66,52,117,5,4,12,0,0,0,148,144,292
UCL522027,0,0,0,41,32,70,0,0,0,0,0,0,0,0,0,24,28,57,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,7,6,8,6,0,5,0,0,0,85,79,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,79,170,0,0,0,0,0,0,93,79,177,15,12,28,0,0,0,197,172,366
UCL522028,3,0,5,17,10,26,0,0,0,0,0,0,0,0,0,8,20,29,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,6,0,0,0,10,11,20,0,0,0,0,0,0,0,0,3,5,10,13,0,0,0,43,62,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,57,0,0,0,0,0,0,34,26,63,10,9,18,0,10,10,87,108,198
UCL522029,0,0,0,15,17,35,0,0,0,0,0,0,0,0,0,56,54,104,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,6,6,0,0,0,0,0,0,3,0,7,7,8,14,0,0,0,85,94,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,190,0,0,0,0,0,0,93,95,189,13,6,23,0,0,0,189,199,393
UCL522030,0,0,0,11,15,27,0,0,0,0,0,3,0,0,0,15,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,10,7,22,0,0,0,42,39,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,57,141,0,0,0,0,0,0,83,57,142,34,29,62,7,0,7,167,125,287
UCL522031,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,12,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,43,36,80,0,0,0,38,54,87,0,0,0,93,106,197,0,0,4,0,0,0,0,0,0,25,18,47,0,0,0,0,0,0,25,18,47,21,18,41,0,0,0,0,0,4,24,23,45,5,4,8,3,0,3,150,151,306
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,173,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,170,335,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,8,4,14,12,22,0,0,0,0,0,0,14,12,22,16,13,31,0,0,0,190,208,395
UCL522033,0,0,0,30,31,64,0,0,0,5,10,13,0,0,0,8,11,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,9,4,11,0,0,0,0,0,8,4,6,9,9,14,16,0,0,0,68,82,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,118,85,197,0,0,4,0,0,0,115,89,202,23,18,45,0,0,0,209,192,406
UCL522034,0,0,0,0,4,4,0,0,0,5,0,7,0,0,0,12,7,18,0,0,0,0,0,0,0,0,0,0,0,0,58,65,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,78,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,33,0,0,0,0,0,0,25,11,33,6,8,11,0,0,0,101,95,194
UCL522035,6,0,6,24,27,50,0,0,0,0,0,0,0,0,0,14,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,47,55,104,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,41,90,0,0,0,0,0,0,51,40,91,9,12,24,0,0,0,112,111,226
UCL522036,0,0,0,17,19,37,0,0,0,0,0,0,0,0,0,17,13,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,46,39,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,66,46,111,0,0,0,0,0,0,66,46,111,7,4,17,0,0,0,120,88,213
UCL522037,0,0,0,21,21,44,0,0,0,0,0,0,0,0,0,9,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,3,17,3,0,3,0,0,0,47,56,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,65,138,0,0,0,0,0,0,76,64,139,16,14,36,0,0,0,137,137,278
UCL522038,0,0,0,44,38,85,0,0,0,0,4,7,0,0,0,51,38,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,5,6,0,0,0,0,0,0,3,3,10,12,6,22,0,0,0,125,100,221,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,95,207,0,0,0,0,0,0,109,95,207,23,22,42,0,0,3,258,222,486
UCL522039,0,0,3,14,12,24,0,0,0,0,6,13,0,0,0,20,28,42,18,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,9,9,4,10,15,0,0,0,67,75,148,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,109,235,0,0,4,0,0,0,128,110,235,40,27,64,0,0,0,243,216,454
UCL522040,0,0,0,25,22,41,0,0,0,0,0,3,0,0,0,19,19,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,8,0,5,0,0,0,55,52,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,73,0,0,0,0,0,0,44,35,77,11,7,23,0,0,0,107,100,207
UCL522041,0,0,0,31,37,70,0,0,0,0,0,0,0,0,0,21,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,3,0,7,0,3,3,0,0,0,65,63,130,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,48,144,0,0,0,0,0,0,93,50,145,21,19,36,0,0,0,177,138,319
UCL522042,0,3,3,30,11,36,0,0,0,4,0,3,0,0,0,44,35,84,0,0,0,0,4,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,5,6,7,11,0,0,4,0,0,0,10,3,8,11,0,8,0,0,6,97,63,170,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,166,110,275,3,0,3,0,0,0,168,110,278,46,48,93,0,0,3,318,233,553
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,110,211,0,0,0,109,126,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,54,125,0,0,0,0,0,0,74,54,125,17,15,28,0,0,0,195,190,390
UCL522044,0,0,0,12,14,29,0,0,0,9,4,10,0,0,0,18,12,34,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,4,5,9,3,4,9,0,0,0,58,48,107,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,71,150,0,0,0,0,4,6,83,69,152,28,15,49,0,4,3,175,138,309
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,28,23,16,36,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,0,0,0,56,69,131,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,16,16,27,0,0,0,0,0,0,16,16,27,32,23,53,0,0,0,107,104,210
UCL522046,0,0,0,20,20,39,0,0,0,3,0,3,0,0,0,27,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,3,5,9,3,0,4,0,0,0,66,49,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,61,137,0,0,0,0,0,0,69,61,136,47,41,91,0,0,0,190,158,348
UCL522047,0,0,0,32,30,62,0,0,0,4,0,7,0,0,0,31,36,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,0,9,6,0,0,0,0,0,0,76,77,154,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,84,171,0,0,0,0,0,0,94,84,171,100,84,185,0,0,0,272,250,518
UCL522048,4,0,3,17,11,28,0,0,0,0,5,6,0,0,0,20,25,47,14,10,26,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,13,10,21,0,0,0,74,76,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,44,108,0,0,0,0,0,0,64,44,108,24,19,44,0,0,0,167,143,308
UCL522049,0,0,0,26,25,50,0,0,0,4,0,6,0,0,0,50,39,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,11,4,8,10,5,3,13,0,0,0,95,82,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,101,0,0,0,0,0,0,54,52,107,61,54,119,0,0,0,212,196,402
UCL522050,0,0,0,35,52,79,0,0,0,0,0,0,0,0,0,28,21,48,6,4,9,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,8,4,3,6,0,0,0,70,96,169,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,77,177,0,0,0,0,0,0,102,79,177,44,34,76,0,0,0,225,206,428
UCL522051,0,0,0,17,16,37,0,0,0,0,0,5,0,0,0,12,22,37,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,7,13,0,0,4,0,0,0,40,54,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,59,119,0,0,0,6,0,4,62,61,126,0,3,3,0,0,0,109,127,231
UCL522052,0,0,0,3,3,10,0,0,0,3,5,3,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,24,24,47,3,0,3,0,0,0,0,0,0,15,15,27,0,0,0,0,0,0,11,15,29,66,35,95,0,0,0,0,0,0,66,35,95,18,10,25,0,0,0,123,80,205
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,15,32,0,0,0,0,0,4,0,0,0,18,27,41,0,0,0,0,0,0,18,27,41,17,25,40,0,0,0,0,0,0,17,25,40,18,32,50,0,0,0,68,95,165
UCL522054,0,0,0,18,26,38,0,0,0,0,0,0,0,0,0,18,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,3,3,3,0,0,0,0,40,47,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,72,0,0,0,0,0,0,36,31,72,27,14,48,0,0,0,110,100,213
UCL522055,0,6,7,38,42,78,0,0,0,0,3,6,0,0,0,38,31,68,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,3,3,7,14,0,0,0,0,0,0,11,9,17,8,3,12,0,0,0,100,98,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,90,209,0,0,3,0,0,0,113,93,204,87,70,155,0,0,5,306,276,573
UCL522056,0,0,0,17,20,36,0,0,0,4,6,4,0,0,0,26,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,4,8,6,10,0,0,0,0,0,0,6,11,14,7,9,13,0,0,0,74,61,134,0,0,0,0,3,10,0,0,0,0,0,0,3,3,10,0,0,0,3,3,10,133,105,242,0,0,4,0,0,0,134,109,245,55,11,68,0,0,0,271,197,463
UCL522057,9,3,6,24,23,46,0,0,0,4,3,6,0,0,0,31,39,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,3,3,9,5,3,8,0,0,0,65,75,146,4,0,4,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,90,188,0,4,4,0,0,0,95,95,190,33,29,59,0,4,4,206,213,412
