UCL_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
UCL521033,0,7,19,29,39,25,8,0,0,124,0,0,4,0,3,6,0,0,0,14,0,0,6,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,29,28,47,38,7,0,0,158,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,26,28,48,40,11,0,0,159,0,0,5,3,0,12,35,12,0,74,5,8,69,61,73,49,27,9,0,305,8,23,101,94,121,97,73,16,0,540,5,0,11,9,11,15,7,0,0,62,0,0,0,6,3,9,0,0,0,15,0,0,5,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,5,4,13,16,19,22,11,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5
UCL521034,9,12,16,23,44,41,7,0,0,146,4,10,0,4,5,10,3,3,0,29,0,0,0,6,0,5,0,0,0,9,0,0,0,0,0,3,0,0,0,8,12,28,22,29,47,47,8,3,0,194,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,12,22,19,34,47,51,8,3,0,202,8,0,5,7,10,14,33,13,10,98,0,0,3,0,0,9,0,0,0,20,25,29,32,40,56,69,40,16,10,317,3,4,11,16,23,17,3,0,0,69,16,3,15,17,23,17,6,0,0,95,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,15,4,32,33,52,39,3,0,0,174,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,9
UCL521035,4,0,8,10,22,22,5,0,0,72,0,4,0,8,8,7,8,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,18,17,25,30,11,0,0,109,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,5,15,22,25,29,12,0,0,115,12,0,0,6,0,9,32,18,8,84,0,0,5,5,0,4,0,5,0,20,11,5,20,30,29,43,46,28,10,222,0,0,4,7,14,12,0,0,0,38,3,0,9,9,14,16,4,0,0,60,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,8,0,11,24,26,32,4,0,0,105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6
UCL521036,3,3,11,8,9,14,11,0,0,63,0,0,9,0,3,7,0,4,0,27,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,5,3,5,19,10,19,26,12,0,0,100,0,0,5,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,10,3,6,24,10,22,32,12,0,0,114,3,5,11,6,13,24,35,20,5,108,4,0,3,0,12,6,9,3,0,50,11,12,37,16,49,63,52,25,5,271,0,9,15,6,15,15,5,0,0,58,3,0,9,0,0,13,3,0,0,32,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,6,26,16,19,25,9,0,0,105,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
UCL521037,3,3,21,36,24,28,4,0,0,118,10,4,7,5,6,5,0,0,0,48,4,0,0,0,4,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,19,12,36,45,29,33,3,0,0,177,0,4,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,3,0,0,0,19,19,11,35,51,34,33,3,0,0,196,22,7,4,17,15,24,44,31,5,166,0,0,3,3,3,0,0,0,0,15,41,23,43,68,53,62,47,29,6,377,3,0,12,21,19,9,0,0,0,59,3,3,8,24,21,11,0,0,0,82,0,0,0,0,4,5,0,0,0,10,0,0,0,3,0,0,0,0,0,3,10,3,23,47,45,26,0,0,0,152,0,0,0,0,5,0,0,0,0,6,0,0,6,3,0,0,0,0,0,12,5,0,4,6,4,5,0,0,0,18
UCL521038,0,0,9,15,17,20,9,0,0,67,4,0,0,9,4,11,5,0,0,28,0,0,0,0,0,4,0,0,0,8,0,0,0,3,6,0,0,0,0,10,6,0,14,19,20,39,13,0,0,115,0,3,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,21,7,6,10,26,24,48,13,3,0,131,5,4,0,5,10,23,56,41,15,151,0,3,3,6,8,3,10,3,0,45,15,11,20,30,42,72,81,49,16,330,0,0,8,6,15,7,4,0,0,41,0,0,3,12,16,23,9,0,0,60,4,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,3,15,16,28,32,8,0,0,117,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10
UCL521039,3,4,14,27,22,32,4,0,0,106,12,0,3,11,12,19,12,0,0,67,5,0,0,0,5,6,0,0,0,15,0,0,0,0,0,3,0,0,0,5,21,7,19,42,32,52,14,0,0,182,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,7,19,39,32,52,17,0,0,192,7,0,0,4,8,13,32,29,6,98,4,0,0,0,8,3,5,4,4,18,29,6,19,40,43,68,53,36,8,306,3,0,7,14,24,10,0,0,0,57,13,0,14,27,23,31,3,0,0,109,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,6,11,0,20,47,46,47,10,3,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL521040,0,18,45,62,51,48,9,0,0,223,0,3,0,10,0,11,5,0,0,25,0,0,11,0,7,12,8,0,0,39,0,0,3,6,3,0,0,0,0,12,0,19,56,75,62,69,21,3,0,296,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,19,56,74,62,68,19,3,0,306,3,0,11,10,10,30,85,38,0,178,0,12,27,33,27,31,28,6,0,166,3,34,94,115,97,129,134,42,6,648,0,7,34,27,32,27,8,0,0,136,0,0,12,19,9,14,8,0,0,61,0,0,10,0,5,7,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,9,59,50,42,46,20,0,0,228,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10
UCL521041,0,10,61,73,47,33,5,0,0,228,0,0,8,8,0,3,0,0,0,24,0,0,4,9,3,6,0,0,0,30,0,0,0,3,3,0,0,0,0,4,0,11,82,91,52,51,3,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,82,91,52,50,3,0,0,291,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,16,84,92,54,51,9,0,0,306,0,10,28,23,11,17,3,0,0,100,0,0,18,14,7,0,0,0,0,44,0,3,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,16,56,45,20,17,5,0,0,157,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,7
UCL521042,3,8,17,16,35,26,9,0,0,117,12,0,5,0,4,9,3,0,0,36,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,4,10,12,27,25,37,35,14,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,23,25,43,40,14,0,0,166,6,3,0,4,8,8,30,18,12,85,0,3,8,0,3,3,5,0,4,26,20,15,39,28,49,51,45,19,12,278,0,3,11,20,16,14,0,0,0,65,8,3,9,13,16,14,7,0,0,69,0,0,0,4,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,5,10,12,25,33,40,33,8,0,0,158,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521043,0,0,8,17,25,22,4,0,0,89,0,0,3,3,3,8,5,0,0,29,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,11,9,16,21,31,37,9,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,16,21,31,37,9,0,0,124,3,0,0,0,3,7,21,8,0,45,0,0,0,5,4,0,0,0,0,12,11,9,16,25,38,47,34,7,0,184,0,0,7,7,18,15,0,0,0,41,6,0,4,10,18,21,5,0,0,63,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,6,8,17,17,32,40,5,0,0,121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL521044,4,5,11,7,16,20,0,0,0,69,5,0,0,0,0,7,4,4,0,27,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,15,12,12,16,29,8,4,0,101,5,0,0,3,0,4,0,0,0,15,0,0,0,0,4,0,0,0,0,3,5,0,4,3,0,5,0,0,0,18,5,9,18,16,19,35,9,4,0,118,11,4,4,14,8,24,50,30,8,154,0,4,0,5,10,8,0,3,6,25,12,20,26,35,40,67,57,37,10,297,0,0,3,6,9,9,0,0,0,28,10,5,6,10,8,21,3,4,0,60,0,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,10,9,16,19,20,29,3,4,0,101,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7
UCL521045,5,6,8,6,13,17,7,0,0,66,0,0,0,0,0,3,5,4,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,14,8,13,21,17,4,0,83,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,16,6,13,23,17,4,0,85,4,0,0,4,5,4,34,18,11,80,5,0,3,3,12,13,21,11,5,60,12,0,19,16,29,37,71,31,17,232,0,0,7,5,6,3,0,0,0,35,4,0,9,5,0,10,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,14,9,18,5,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL521046,0,0,17,19,12,11,4,0,0,70,5,0,4,0,6,4,0,4,0,26,0,0,4,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,10,27,24,16,17,5,4,0,112,0,6,0,0,5,5,0,0,0,17,3,0,0,0,7,0,0,0,0,8,3,6,0,0,5,5,0,0,0,22,10,11,29,19,30,26,5,4,0,131,19,17,20,16,23,20,13,7,3,143,6,0,4,9,3,8,9,0,0,25,36,26,49,44,53,54,18,13,3,298,0,5,11,13,17,6,0,0,0,52,0,4,6,10,11,6,3,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,4,4,9,23,28,22,15,8,0,0,103,0,0,4,5,0,0,0,0,0,11,0,4,0,0,3,0,0,0,0,3,0,4,4,5,3,3,0,0,0,14
UCL521047,4,8,24,26,25,46,13,0,0,140,0,0,3,6,11,3,0,0,0,26,0,0,4,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,11,33,32,37,52,15,0,0,181,0,4,4,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,14,4,12,31,38,40,56,15,0,0,193,3,0,6,0,0,16,29,14,7,69,0,0,5,3,8,5,0,3,3,39,5,13,39,38,52,77,49,19,4,299,0,8,13,16,23,16,0,0,0,70,0,3,6,12,8,6,3,0,0,41,0,0,6,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,10,0,11,25,27,38,19,7,0,0,126,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6
UCL521048,0,5,24,18,24,31,7,0,0,104,6,0,4,5,0,8,4,0,0,30,0,0,0,8,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,10,27,24,25,40,11,0,0,143,0,4,4,0,4,0,0,0,0,12,5,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,14,12,13,31,25,26,40,11,0,0,165,7,0,8,11,7,15,71,44,9,178,0,3,5,5,4,6,4,6,0,43,21,16,41,38,34,67,90,54,18,384,0,6,13,10,19,13,0,0,0,69,0,0,8,12,13,24,13,0,0,73,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,6,11,22,33,31,47,17,0,0,158,0,0,0,0,3,0,0,0,0,4,0,0,0,3,4,0,0,0,0,6,0,0,0,3,7,4,0,0,0,16
UCL521049,0,5,6,12,8,5,4,0,0,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,11,11,8,8,5,0,0,50,0,4,6,3,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,23,3,6,16,20,8,11,5,0,0,77,19,14,28,22,20,10,6,0,0,110,0,0,3,0,3,3,0,0,0,7,21,20,48,42,32,18,7,0,0,192,0,0,3,7,11,10,3,0,0,34,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,13,10,3,0,0,42,3,5,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,0,0,0,15
UCL521050,10,16,32,30,28,25,8,5,0,154,0,3,3,0,8,3,8,0,0,29,0,0,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,14,17,41,34,35,27,15,3,0,188,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,15,17,44,37,35,32,15,3,0,198,3,4,0,11,9,15,37,11,5,92,3,0,5,5,0,3,0,4,0,17,22,23,49,45,45,51,51,17,9,307,0,10,3,15,8,7,7,0,0,61,3,0,13,17,11,19,6,0,0,73,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,6,0,0,0,3,3,18,19,35,25,36,15,0,0,145,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,5,0,0,0,13
UCL521051,6,13,21,17,29,37,9,0,0,128,0,11,8,3,3,10,8,0,0,36,0,0,0,3,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,9,24,31,23,36,45,9,0,0,177,0,3,5,3,0,3,0,0,0,11,0,4,0,0,0,0,0,0,0,3,0,9,5,3,7,3,0,0,0,20,9,28,30,23,40,50,9,0,0,196,14,6,4,9,7,16,28,19,0,100,0,0,0,6,5,4,4,0,0,23,20,37,40,39,55,71,38,22,0,317,0,4,10,16,21,26,0,0,0,79,9,6,10,11,15,24,0,0,0,81,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,10,23,28,37,49,3,0,0,167,0,0,0,0,4,0,0,0,0,10,5,0,0,0,4,0,0,0,0,12,5,4,0,4,9,0,0,0,0,21
UCL521052,0,8,27,26,37,22,5,0,0,121,3,4,0,0,10,3,3,0,0,19,0,0,0,10,4,6,0,0,0,22,0,0,0,0,3,0,0,0,0,11,3,10,32,31,46,34,8,0,0,166,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,10,3,8,34,37,46,32,8,0,0,175,9,4,5,19,15,21,39,13,0,131,3,5,11,28,31,25,7,4,0,120,14,21,51,80,98,82,63,17,0,426,8,0,15,14,15,11,5,3,0,75,0,5,6,6,10,5,0,0,0,36,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,28,27,24,24,5,4,0,124,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5
UCL522001,0,0,10,4,9,0,0,0,0,26,0,0,5,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6,0,0,0,0,36,8,11,12,10,7,0,0,0,0,45,0,0,0,0,0,0,0,0,0,3,9,9,10,10,6,0,0,0,0,49,10,13,26,14,17,5,0,0,0,86,9,13,25,22,17,8,10,3,0,103,0,0,0,0,3,0,0,0,0,8,25,29,43,39,33,14,12,3,0,196,0,3,7,3,7,11,6,0,0,35,0,0,4,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,4,16,9,10,9,9,0,0,54,0,9,8,8,3,0,0,0,0,20,0,0,6,0,6,0,0,0,0,10,0,9,9,13,3,0,0,0,0,31
UCL522002,0,7,6,6,8,9,6,0,0,40,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,8,8,18,12,11,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,8,18,8,11,0,0,55,4,0,0,4,0,5,22,13,3,52,0,0,3,0,0,0,0,0,0,9,4,12,9,11,19,17,26,13,3,116,0,4,0,8,4,4,3,0,0,20,6,0,11,5,6,0,0,0,0,29,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,3,7,12,9,13,5,0,0,57,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
UCL522003,0,0,8,3,3,3,4,0,0,22,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,9,3,0,0,0,43,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,0,0,10,0,9,14,8,10,9,0,0,0,53,6,5,9,7,6,5,5,0,0,48,0,3,0,4,0,0,0,0,0,12,11,18,27,16,17,9,9,0,0,119,0,0,6,4,4,0,0,0,0,18,0,3,4,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,10,0,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6
UCL522004,0,3,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,4,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,3,3,6,6,5,0,0,0,28,25,17,13,12,8,10,3,0,0,86,0,0,0,0,0,0,0,0,0,6,26,23,14,22,16,6,3,0,0,112,0,0,0,0,0,0,0,0,0,10,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4
UCL522005,0,0,4,3,0,0,0,0,0,14,0,0,9,4,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,5,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,13,14,6,3,5,0,0,40,14,0,12,12,4,6,4,4,0,57,0,0,6,0,0,0,0,0,0,10,16,0,25,28,12,11,3,4,0,106,0,0,3,13,3,0,0,0,0,21,3,0,4,4,5,0,0,0,0,15,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,7,18,7,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,8
