UCL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Oth_lt_health_cond_0_14,F_Oth_lt_health_cond_15_24,F_Oth_lt_health_cond_25_34,F_Oth_lt_health_cond_35_44,F_Oth_lt_health_cond_45_54,F_Oth_lt_health_cond_55_64,F_Oth_lt_health_cond_65_74,F_Oth_lt_health_cond_75_84,F_Oth_lt_health_cond_85_over,F_Oth_lt_health_cond_Tot,F_No_lt_health_cond_0_14,F_No_lt_health_cond_15_24,F_No_lt_health_cond_25_34,F_No_lt_health_cond_35_44,F_No_lt_health_cond_45_54,F_No_lt_health_cond_55_64,F_No_lt_health_cond_65_74,F_No_lt_health_cond_75_84,F_No_lt_health_cond_85_over,F_No_lt_health_cond_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Oth_lt_health_cond_0_14,P_Oth_lt_health_cond_15_24,P_Oth_lt_health_cond_25_34,P_Oth_lt_health_cond_35_44,P_Oth_lt_health_cond_45_54,P_Oth_lt_health_cond_55_64,P_Oth_lt_health_cond_65_74,P_Oth_lt_health_cond_75_84,P_Oth_lt_health_cond_85_over,P_Oth_lt_health_cond_Tot,P_No_lt_health_cond_0_14,P_No_lt_health_cond_15_24,P_No_lt_health_cond_25_34,P_No_lt_health_cond_35_44,P_No_lt_health_cond_45_54,P_No_lt_health_cond_55_64,P_No_lt_health_cond_65_74,P_No_lt_health_cond_75_84,P_No_lt_health_cond_85_over,P_No_lt_health_cond_Tot
UCL515033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,5,30,28,7,5,0,0,0,87,0,0,0,0,0,0,0,0,0,3,4,5,16,11,10,6,4,0,0,56,320,83,154,176,104,53,20,0,0,919,58,26,38,44,28,17,17,9,0,229,410,120,256,274,173,111,61,18,0,1411,0,0,4,16,22,17,13,14,0,88,40,17,39,44,25,22,13,4,0,206,0,0,4,6,5,12,5,0,0,39,0,0,0,0,0,0,0,0,0,5,0,4,5,14,19,34,12,8,0,102,0,0,3,0,13,20,10,3,0,48,4,0,3,0,0,3,0,0,0,5,0,0,0,0,3,4,4,0,0,16,12,8,43,45,18,16,5,0,0,153,0,0,0,3,4,0,0,0,0,9,21,10,25,20,16,11,12,0,0,110,673,161,314,403,253,145,43,0,0,2001
UCL515034,0,0,0,4,0,0,3,0,0,17,0,0,0,0,4,7,12,3,0,33,7,21,32,25,31,22,9,6,0,149,0,0,0,0,0,3,8,3,0,14,7,9,9,26,21,21,11,5,0,103,230,81,105,99,94,79,49,15,0,744,27,12,10,22,15,19,7,3,0,117,284,117,163,178,175,168,144,72,15,1328,0,4,7,13,32,56,76,48,12,247,46,27,30,38,34,30,24,10,5,243,0,0,8,7,12,22,32,25,6,98,0,0,0,0,0,0,3,7,0,10,0,0,4,5,16,28,36,20,6,125,0,0,0,4,7,17,43,26,5,102,0,0,0,3,3,7,13,7,0,35,0,0,0,0,8,17,25,10,3,68,6,44,56,33,50,45,18,6,0,250,5,0,0,0,0,5,8,9,4,33,11,17,21,27,31,48,30,17,0,194,499,160,210,182,211,147,103,34,9,1560
UCL515035,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,8,0,0,14,0,5,9,8,14,11,11,0,0,64,0,0,0,0,0,0,0,3,0,11,3,4,5,7,4,13,9,9,4,58,68,31,34,31,34,46,25,10,4,282,16,11,10,7,10,7,14,9,5,81,91,50,63,56,66,105,105,58,24,629,0,0,0,0,8,50,61,36,17,173,7,12,11,10,13,22,17,12,0,109,0,0,5,0,3,8,18,14,4,52,0,0,0,0,0,0,0,3,8,16,0,0,5,4,6,22,27,18,8,80,0,0,0,0,0,15,26,23,11,82,0,0,0,0,0,3,5,5,3,15,0,0,0,0,0,11,11,9,4,40,5,5,16,11,22,26,16,3,4,114,0,0,0,0,0,0,6,8,0,20,5,0,7,12,12,32,16,14,7,115,140,65,76,66,61,88,52,25,5,583
UCL515036,0,0,0,0,5,3,3,0,6,16,0,0,0,0,0,5,6,5,0,22,5,12,24,21,36,25,22,4,0,141,0,0,0,0,0,0,5,5,5,8,10,3,12,14,21,28,15,10,7,124,177,66,71,74,73,73,42,15,4,604,21,8,9,10,13,9,9,13,19,109,225,98,118,127,157,161,156,97,44,1189,0,4,4,8,36,73,96,65,32,314,35,21,29,20,17,31,30,23,4,206,0,0,0,5,4,22,24,25,12,93,0,0,0,0,0,0,4,0,0,10,3,0,0,0,20,36,54,34,14,158,6,0,0,0,9,29,46,32,15,133,0,0,0,0,5,6,5,4,8,29,0,0,0,0,0,12,13,15,0,52,11,19,36,32,43,37,27,13,5,221,0,0,0,0,0,0,12,5,6,26,16,10,11,27,31,42,31,16,12,188,322,150,141,138,144,138,96,32,9,1183
UCL515037,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,10,18,22,9,5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,6,3,8,11,10,0,0,0,0,41,187,63,101,109,57,22,8,0,0,538,51,17,35,33,16,22,0,0,0,179,253,102,172,180,107,60,16,3,0,902,0,0,6,8,20,22,12,3,0,62,25,14,31,37,14,8,4,0,0,130,0,0,0,8,3,6,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,9,24,12,12,4,0,65,0,0,0,0,11,8,4,3,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,3,0,0,14,5,19,22,37,12,12,0,0,0,111,0,0,0,0,0,0,0,0,0,3,11,7,15,15,20,11,0,6,0,84,401,157,278,301,178,99,20,7,0,1446
UCL515038,0,0,0,0,0,0,8,13,0,16,0,0,0,3,0,9,12,8,0,35,4,13,10,21,21,25,23,13,4,128,0,0,0,0,0,0,12,4,0,14,8,5,6,11,19,25,36,6,3,114,125,47,53,63,71,82,76,32,3,556,21,6,13,12,16,13,21,25,3,124,165,68,85,117,135,199,246,151,52,1212,0,0,7,6,15,73,111,80,34,321,31,15,17,23,24,34,51,16,9,206,0,0,5,4,11,33,41,38,7,143,0,0,0,0,0,0,9,16,26,44,0,3,0,3,16,41,55,35,18,176,0,0,0,5,3,31,64,47,18,174,0,0,0,4,4,9,7,17,0,40,0,0,4,4,0,15,21,19,7,66,16,14,24,26,36,39,41,18,7,218,0,0,0,0,0,3,8,11,3,33,15,10,10,19,26,44,61,21,4,208,232,103,123,125,140,164,163,65,10,1124
UCL521001,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,5,3,11,12,10,6,0,0,38,0,0,0,0,0,0,0,0,0,0,7,0,0,5,5,6,0,0,0,25,37,15,8,14,24,17,4,4,0,127,0,0,0,0,0,4,5,0,0,9,40,33,15,36,44,49,21,6,0,242,0,0,0,0,8,15,13,0,0,42,9,8,6,8,6,3,0,0,0,42,0,0,0,3,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,0,28,0,0,0,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,3,0,18,3,13,3,13,13,12,3,0,0,61,0,0,0,0,0,0,0,0,0,3,3,5,3,8,9,6,4,0,0,44,70,39,16,35,53,49,15,3,3,296
UCL521002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,12,0,3,8,7,19,8,6,0,0,48,0,0,0,0,4,0,0,0,0,8,0,0,6,0,7,4,8,0,0,27,37,23,19,21,25,16,30,0,0,177,11,3,3,9,5,0,9,0,0,43,54,32,32,49,65,54,80,23,0,378,0,0,0,7,7,20,36,18,4,98,8,12,4,3,11,8,16,0,0,76,0,0,0,0,8,9,14,7,0,35,0,0,0,0,0,0,3,0,0,3,0,0,0,4,4,9,24,6,0,44,0,0,0,0,0,6,18,5,0,33,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,5,11,3,0,18,3,6,8,9,27,9,7,0,0,67,0,0,0,0,3,0,4,6,0,9,4,0,4,5,13,10,10,0,0,54,89,40,40,48,52,41,56,12,0,376
UCL521003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,15,0,8,6,11,10,20,4,5,0,50,0,0,0,0,0,0,0,3,0,8,0,0,0,4,7,6,11,3,0,35,38,12,17,22,17,19,29,14,7,183,8,0,0,5,8,7,9,6,3,46,55,21,19,43,46,68,98,57,20,432,0,0,5,0,8,31,49,40,4,144,10,3,5,12,4,15,15,17,3,92,0,0,0,0,0,8,13,9,0,36,0,0,0,0,0,0,0,3,9,5,0,0,4,3,0,17,31,13,4,75,0,0,0,0,5,8,21,21,9,71,0,0,0,0,0,0,6,0,4,9,0,0,0,0,0,3,4,14,3,27,0,7,6,11,14,25,17,9,0,89,0,0,0,0,0,0,0,4,0,14,5,3,6,5,9,17,17,12,0,73,71,32,31,44,41,44,70,21,12,376
UCL521004,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,12,70,43,59,35,18,17,0,0,0,251,6,0,0,0,0,0,0,0,0,8,84,50,67,37,43,31,9,3,0,322,0,0,0,0,4,4,0,0,0,11,3,5,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,9,7,0,0,35,0,4,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,3,0,0,0,17,158,100,107,62,40,29,7,0,0,507
UCL521005,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,10,0,7,14,18,10,7,8,5,0,64,0,0,0,0,0,4,0,0,0,8,3,0,3,3,8,10,4,0,0,36,101,24,35,44,33,37,20,9,0,298,20,4,6,5,4,11,3,4,0,61,124,40,70,76,57,80,60,20,3,536,0,0,4,8,10,24,37,21,4,109,24,8,15,14,14,15,12,0,0,101,0,0,0,0,0,5,5,6,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,20,11,0,47,0,0,0,0,3,3,17,7,4,33,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,3,3,0,19,4,12,17,25,19,18,12,4,0,105,0,0,0,0,0,3,4,3,0,12,5,0,7,8,15,18,6,9,0,64,202,55,69,88,70,75,51,13,0,617
UCL521006,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,7,3,9,8,12,8,10,3,0,0,54,0,0,0,0,0,0,0,3,0,3,5,3,3,3,5,6,7,6,0,36,73,17,24,30,27,33,20,10,0,234,8,4,7,5,4,6,6,0,0,38,89,34,41,55,52,76,59,35,4,454,0,0,3,9,10,30,27,26,5,111,11,4,7,7,10,18,14,0,0,68,0,0,0,4,0,10,10,14,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,22,10,0,58,0,0,0,0,4,13,12,18,0,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,15,8,8,14,13,13,18,8,4,0,72,0,0,0,0,0,0,5,3,0,7,9,4,3,7,3,17,12,9,0,68,131,45,44,60,58,68,33,13,0,459
UCL521007,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,5,3,8,6,12,9,7,6,4,4,46,0,0,0,0,0,0,0,0,4,0,3,0,4,4,0,6,3,0,3,26,34,19,9,21,12,22,5,7,5,133,8,0,5,5,5,4,7,8,0,35,45,27,26,34,28,43,35,35,13,294,0,0,3,8,3,17,26,23,10,87,4,5,0,3,4,0,3,4,0,37,0,0,0,3,0,5,7,9,0,26,0,0,0,0,0,0,0,4,3,10,0,0,4,0,5,3,18,12,7,45,0,0,0,0,3,5,11,3,0,25,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,3,10,4,5,21,0,7,10,11,12,7,8,3,3,68,0,0,0,0,0,0,5,5,0,7,3,0,4,5,9,13,11,8,3,45,57,37,23,29,29,42,16,10,8,249
UCL521008,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,3,5,0,6,0,0,3,3,8,3,3,9,3,41,0,0,0,0,0,3,0,0,0,3,6,0,6,0,8,5,4,4,0,27,20,13,19,11,13,15,7,9,0,115,15,4,4,3,5,3,5,0,0,41,47,27,31,28,34,29,30,37,23,278,0,0,5,0,11,13,23,31,20,103,9,3,6,3,7,4,6,0,3,48,0,0,0,0,0,0,4,11,6,26,0,0,0,0,0,0,3,14,14,26,0,0,0,0,9,8,12,8,4,42,0,0,0,0,3,3,11,14,7,30,0,0,0,0,0,4,0,8,7,16,0,0,0,0,0,4,4,5,5,13,3,0,5,9,14,12,9,11,12,74,0,0,0,0,0,0,0,4,3,8,6,0,8,0,9,4,4,7,3,38,49,25,32,30,24,31,18,10,4,231
UCL521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,3,0,8,9,5,7,4,0,0,30,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,3,4,4,0,24,35,12,14,10,3,10,15,7,0,113,0,0,5,5,3,3,8,9,10,41,46,10,29,22,25,30,46,35,12,257,0,0,0,3,9,22,21,21,3,79,6,0,8,3,6,14,8,4,0,58,0,0,4,0,3,3,9,3,0,23,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,13,16,7,3,39,0,0,0,0,0,8,15,6,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,17,5,0,9,7,8,8,10,7,3,54,0,0,0,0,0,0,0,3,0,4,8,3,3,3,6,12,8,4,6,42,79,29,27,36,20,22,27,13,5,262
UCL521010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,4,8,14,7,9,10,3,0,0,63,0,0,0,0,0,0,4,0,0,5,0,0,0,7,4,4,6,0,0,35,48,27,22,20,27,21,10,8,0,192,6,8,3,0,8,4,6,4,0,38,67,49,49,34,58,50,54,23,6,391,0,4,3,3,15,13,30,23,7,92,13,10,17,7,10,3,11,4,0,76,0,0,6,0,0,3,9,4,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,9,21,9,5,50,0,0,0,0,4,5,16,7,7,44,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,16,6,4,20,9,15,22,8,13,20,8,0,0,96,0,0,0,0,0,3,4,0,0,4,5,10,9,7,9,11,12,0,0,59,101,61,44,46,53,44,20,20,0,395
UCL521011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,7,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,3,0,0,0,17,68,25,28,36,27,22,10,0,0,205,3,0,0,0,0,3,0,0,0,10,79,33,36,53,44,30,13,9,0,301,0,0,0,3,10,12,12,4,0,49,12,4,6,11,5,4,5,0,0,54,0,0,0,0,0,5,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,5,0,0,25,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,10,3,6,3,8,5,5,4,0,0,42,0,0,0,0,0,0,0,0,0,0,9,0,0,7,6,7,9,0,0,35,132,48,54,63,54,30,11,4,0,395
UCL521012,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,13,0,4,5,3,5,8,6,0,0,32,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,9,8,0,0,24,37,13,18,16,18,23,19,0,0,145,0,3,0,4,0,5,0,0,0,15,45,21,27,21,35,58,56,10,5,271,0,0,0,0,9,15,39,7,3,76,4,4,11,6,12,11,10,0,0,59,0,0,0,0,3,13,11,0,0,24,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,6,14,7,3,36,0,0,0,0,5,7,12,0,0,22,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,10,9,4,0,28,0,9,5,3,6,11,13,0,0,42,0,0,0,0,0,0,4,0,0,6,0,4,0,4,4,16,12,0,0,43,66,28,34,34,47,41,33,8,0,285
UCL521013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,15,9,8,15,4,6,0,0,56,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,8,3,3,0,37,63,27,26,36,42,29,14,5,0,260,4,0,7,5,0,11,0,0,0,26,81,46,54,56,72,58,44,15,6,435,0,0,4,7,20,21,25,15,4,83,17,11,14,3,12,10,12,5,0,77,0,0,0,0,0,3,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,8,4,0,30,0,0,0,0,4,7,8,6,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,22,5,17,16,11,19,11,6,0,0,92,0,0,0,0,0,0,0,0,0,3,3,8,10,10,13,20,10,4,0,70,136,73,67,60,86,68,34,4,0,538
UCL521014,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,6,4,3,3,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,3,8,0,0,29,42,15,24,19,33,30,16,0,0,181,22,10,8,15,12,13,8,5,0,84,66,32,36,49,64,61,50,10,0,369,0,0,0,5,7,18,39,4,0,77,3,5,8,10,6,7,12,0,0,51,0,0,0,0,0,3,16,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,17,24,8,0,64,0,0,0,0,7,13,20,4,0,41,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,7,12,0,3,23,0,10,4,10,12,6,8,0,0,54,0,0,0,0,0,3,4,0,0,9,0,3,8,7,11,12,15,3,0,62,79,43,78,60,85,75,32,8,4,455
UCL521015,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,5,3,16,0,3,9,4,6,0,3,4,0,31,0,0,0,0,0,0,3,0,4,9,0,0,3,5,3,4,3,0,0,19,34,9,21,14,12,21,12,14,0,138,8,0,3,0,3,5,8,5,4,28,48,17,41,27,28,42,48,33,17,302,0,0,0,3,0,14,34,22,17,89,11,10,6,10,9,8,7,7,4,60,0,0,0,0,4,0,15,6,7,33,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,9,14,10,11,50,0,0,0,0,0,5,11,7,10,37,0,0,0,0,0,5,3,0,0,18,0,0,0,0,0,4,7,6,7,23,0,8,10,7,12,8,8,4,0,54,0,0,0,0,0,0,7,3,4,10,7,4,4,4,8,3,9,5,0,44,59,30,44,36,38,33,24,18,5,288
UCL521016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,45,34,31,24,21,23,11,5,4,194,8,0,0,10,3,0,5,0,0,27,57,38,42,41,38,34,32,11,10,302,0,0,3,0,3,10,14,8,4,50,10,10,3,11,5,7,3,4,0,58,0,0,0,0,5,3,6,5,5,19,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,9,5,7,3,34,0,0,0,0,0,5,8,8,3,26,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,5,6,7,0,19,0,3,7,6,10,12,5,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,0,6,0,0,27,92,57,70,46,45,37,28,13,7,398
UCL521017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,6,5,6,0,0,0,33,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,3,0,3,18,62,19,34,31,16,15,13,4,3,199,14,5,9,4,5,8,3,6,5,57,83,33,45,46,37,36,24,21,17,357,0,0,0,3,3,9,8,14,3,41,8,6,13,5,5,7,5,4,0,53,0,0,0,0,0,6,6,10,3,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,13,9,8,0,34,0,0,0,0,3,5,5,12,0,26,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,4,4,0,10,0,3,8,8,5,11,5,0,0,54,0,0,0,0,0,6,0,0,0,3,0,0,5,3,6,5,11,4,8,34,123,41,70,70,43,37,18,7,3,412
UCL521018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,6,8,8,3,4,3,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,4,5,0,17,43,16,22,19,22,20,5,0,3,146,0,6,0,0,4,0,0,0,0,15,44,30,27,36,32,36,21,23,5,259,0,0,0,5,7,15,20,15,5,61,3,3,8,4,8,15,9,7,0,54,0,0,0,0,0,4,4,4,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,7,4,5,0,17,0,0,0,0,0,7,6,6,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,9,3,12,13,19,15,13,0,5,0,75,0,0,0,0,0,0,3,4,0,11,6,3,7,0,3,7,4,3,0,43,89,42,40,35,40,27,18,8,3,301
UCL521019,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,8,4,0,16,0,9,14,9,8,14,14,3,0,76,0,0,0,0,0,0,6,0,0,7,0,0,3,4,7,9,19,0,0,56,68,23,57,46,37,105,72,23,0,419,20,18,16,23,26,56,45,24,3,236,97,54,93,85,97,218,215,73,3,937,0,0,0,4,21,39,113,42,6,217,8,10,10,13,10,25,35,12,0,114,0,0,0,0,4,12,41,23,0,79,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,28,42,12,0,100,0,0,0,0,8,13,56,31,4,115,0,0,0,0,0,0,6,9,0,10,0,0,0,0,0,7,19,6,0,39,0,8,17,12,22,22,35,10,0,125,0,0,0,0,0,0,12,0,0,14,0,0,3,5,14,21,32,6,0,90,141,37,100,102,90,177,160,49,3,854
UCL521020,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,7,0,3,8,8,5,9,6,0,0,41,0,0,0,0,0,0,5,0,0,8,0,0,4,0,0,4,4,7,0,20,44,21,15,25,35,23,26,4,0,196,0,0,0,6,0,4,6,3,0,19,55,28,31,35,47,51,69,19,0,343,0,0,0,0,5,24,43,16,0,95,4,9,7,7,11,13,11,8,0,63,0,0,0,0,4,3,14,3,0,31,0,0,0,0,0,0,5,0,0,4,0,0,0,0,5,3,24,10,0,40,0,0,0,0,0,13,25,9,0,46,0,0,0,0,0,0,7,0,0,8,0,0,0,0,4,0,11,9,0,29,0,7,12,11,15,16,15,3,0,72,0,0,0,0,0,0,6,0,0,11,0,3,4,4,6,11,12,8,0,42,89,54,31,39,64,54,49,4,0,391
UCL521021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,10,7,6,7,8,6,0,0,38,0,0,0,0,0,0,0,0,0,6,3,0,0,4,9,14,8,4,4,40,83,28,40,43,27,24,23,8,4,268,12,0,5,3,9,0,4,0,0,29,98,41,51,63,44,51,55,29,5,443,0,0,3,4,4,21,13,20,4,68,12,5,3,11,8,5,3,4,0,56,0,0,0,5,0,9,12,7,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,8,5,10,5,35,0,0,0,0,4,8,9,10,3,40,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,5,5,3,0,12,3,8,6,12,7,9,10,4,0,54,0,0,0,0,0,5,3,6,0,12,5,0,0,8,12,25,11,10,3,68,169,53,62,73,52,42,40,16,8,522
