UCL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
UCL522022,0,4,5,7,3,7,0,0,0,0,0,0,7,3,7,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,22,46,0,0,0,29,35,63
UCL522023,3,0,6,12,13,21,0,4,3,0,3,3,11,19,31,3,3,10,0,0,6,0,3,3,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,11,32,0,0,0,40,45,88
UCL522024,0,0,0,0,0,4,0,0,0,0,4,4,0,6,5,5,3,13,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,14,19,30
UCL522025,3,0,4,4,13,17,9,5,9,0,0,0,10,17,31,14,9,21,3,3,5,0,0,0,10,7,20,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,38,30,69,0,0,0,66,68,139
UCL522026,0,0,0,5,6,9,0,0,0,0,0,0,7,6,8,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,15,16,32
UCL522027,0,7,7,3,12,16,7,0,13,0,0,0,15,15,25,8,8,14,0,0,4,0,0,0,7,10,16,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,7,10,0,0,0,0,7,7,0,0,0,0,5,4,17,12,31,0,0,0,51,50,93
UCL522028,0,0,0,4,0,0,0,0,0,4,5,7,4,7,9,0,0,4,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,10,10,16,31,44
UCL522029,8,5,12,21,16,40,0,4,6,3,0,3,18,22,48,7,6,10,6,9,15,4,0,7,23,14,34,0,0,0,0,4,4,0,0,0,4,3,0,0,0,0,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,0,0,59,58,118
UCL522030,4,4,11,9,7,21,0,0,0,0,0,5,10,6,22,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,27,19,45,7,0,7,52,38,90
UCL522031,11,9,21,26,26,53,0,0,0,0,0,0,26,26,53,11,9,13,0,0,0,0,0,0,11,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,3,0,3,57,45,105
UCL522032,4,3,3,23,25,45,0,0,0,0,0,0,23,25,45,3,6,8,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,20,23,47,0,0,0,48,65,104
UCL522033,0,0,0,8,14,20,0,0,0,0,0,0,8,14,20,7,8,19,0,0,0,0,0,0,7,13,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,4,4,0,0,0,0,0,3,22,11,34,0,0,0,43,48,85
UCL522034,0,0,0,5,10,15,0,0,0,0,0,0,5,10,15,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,18,22,38
UCL522035,0,0,0,9,8,18,0,0,0,0,0,0,9,13,17,6,4,6,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20,0,0,0,26,26,54
UCL522036,3,0,6,13,7,19,0,0,0,0,0,0,13,7,19,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0,3,5,3,11,0,0,0,26,19,42
UCL522037,0,3,3,16,22,30,0,0,0,0,0,0,14,22,31,3,7,14,0,0,0,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,5,11,9,0,0,0,0,0,0,0,0,0,0,0,0,13,15,33,0,0,0,38,56,90
UCL522038,4,3,16,32,14,48,0,0,0,0,0,0,32,15,48,10,8,16,0,0,0,0,0,0,10,8,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,8,4,13,12,0,0,0,0,0,0,0,0,0,0,3,3,11,13,22,0,0,3,65,52,120
UCL522039,0,3,3,13,7,22,0,0,0,0,0,4,16,13,28,9,6,17,0,0,0,0,0,0,9,6,17,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,34,22,53,0,0,0,69,47,113
UCL522040,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,10,16,23
UCL522041,0,4,7,6,6,17,0,0,0,0,0,0,6,6,17,13,10,20,0,0,0,0,0,0,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,18,14,36,0,0,0,46,41,80
UCL522042,7,5,12,23,19,38,0,0,0,0,0,6,24,22,43,7,4,11,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,9,3,15,0,0,0,6,7,15,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,8,6,12,19,0,0,0,0,0,3,0,0,0,0,0,8,29,39,74,0,0,3,75,87,163
UCL522043,13,3,15,30,28,55,0,0,0,0,3,3,30,27,59,21,27,53,0,0,0,0,0,0,21,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,0,0,0,71,68,137
UCL522044,0,0,0,6,8,13,0,0,0,0,0,0,6,8,13,3,6,9,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,32,17,47,0,4,3,38,40,74
UCL522045,4,4,9,0,0,0,8,17,23,0,0,0,8,17,23,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,44,0,0,0,39,43,86
UCL522046,0,0,3,10,10,18,0,0,0,0,0,0,10,10,18,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,55,39,90,0,0,0,67,58,121
UCL522047,4,3,5,12,8,17,0,0,0,0,3,4,13,12,25,3,5,12,0,0,0,6,0,4,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,3,7,11,0,0,0,0,3,3,0,0,0,0,5,5,101,81,179,0,0,0,123,111,237
UCL522048,0,0,0,14,11,26,0,0,0,0,0,0,14,11,26,9,4,10,0,0,0,0,0,3,6,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,3,8,6,9,14,6,0,6,0,0,0,0,0,0,6,0,6,16,14,30,0,0,0,49,39,84
UCL522049,0,0,0,5,3,15,4,5,18,0,0,0,11,12,26,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,55,61,116,0,0,0,74,84,153
UCL522050,0,6,9,19,17,30,0,0,0,0,0,3,17,16,34,4,3,13,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,49,33,77,0,0,0,77,65,140
UCL522051,0,5,5,6,3,12,0,0,0,0,0,0,9,6,13,0,8,11,0,4,4,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,5,9,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,19,30,49
UCL522052,0,0,0,7,11,13,0,0,0,0,0,0,7,11,13,0,9,7,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,20,9,20,0,0,0,22,26,50
UCL522053,0,0,0,7,11,23,0,0,0,0,0,0,7,11,23,6,4,13,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25,0,0,0,28,35,62
UCL522054,0,0,0,4,13,19,0,0,0,0,0,0,4,13,19,3,0,5,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,24,11,41,0,0,0,38,37,71
UCL522055,0,5,8,10,6,15,3,0,3,0,0,0,13,6,15,5,5,8,0,3,3,0,0,0,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,85,70,153,0,0,5,100,90,192
UCL522056,0,0,0,15,19,32,0,0,0,0,0,0,15,19,32,9,13,18,0,0,3,0,0,0,5,10,20,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,4,4,10,9,0,0,0,0,0,0,0,0,0,0,0,0,49,18,68,0,0,0,76,61,137
UCL522057,3,6,9,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,5,4,10,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,24,19,48,0,4,4,39,31,78
UCL522058,0,0,0,7,15,26,0,0,0,0,0,0,7,15,26,7,13,18,0,0,0,0,0,0,7,13,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,15,33,44,0,0,0,31,61,96
UCL522059,0,6,5,10,11,26,0,0,0,0,0,0,13,11,28,9,3,10,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,47,50,97,0,0,0,70,71,146
UCL522060,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,4,7
UCL522061,5,0,5,7,5,9,0,0,0,0,0,0,7,5,9,0,12,10,0,0,0,0,0,0,3,12,15,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,19,7,28,0,3,3,35,31,61
UCL522062,5,3,4,22,15,41,0,0,0,0,0,0,22,15,41,6,3,8,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,36,29,63
UCL522063,0,0,0,12,13,21,0,0,0,0,0,0,12,13,21,17,11,26,0,0,0,0,0,0,17,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,17,0,0,0,38,28,67
UCL522064,10,5,12,0,0,0,17,12,29,0,0,0,15,18,35,3,0,3,6,19,23,5,0,3,12,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,19,8,26,3,6,6,57,59,117
UCL522065,0,0,0,13,9,20,0,0,0,0,0,4,15,8,22,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,32,32,57,0,0,0,45,51,93
UCL522066,7,3,10,17,18,35,5,3,7,0,0,0,19,23,39,12,14,22,0,0,0,0,0,0,12,14,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,4,0,6,21,31,59,0,0,0,64,81,146
UCL522067,0,0,0,10,11,17,0,0,0,0,0,0,10,11,17,8,9,7,0,0,0,0,0,0,8,9,7,0,0,0,0,0,4,0,0,0,4,4,8,0,0,0,8,10,12,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,4,9,7,11,17,0,0,0,0,0,0,0,0,0,0,0,0,90,32,126,0,0,0,112,62,174
UCL522068,5,0,4,17,16,35,5,0,5,0,0,0,23,19,39,15,11,28,3,0,3,0,0,0,18,14,31,0,0,0,0,0,4,0,3,8,0,4,4,0,0,0,5,8,12,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,5,4,3,15,18,0,0,0,0,0,0,0,0,0,0,0,0,18,11,36,0,0,0,67,63,129
UCL522069,0,0,0,9,4,13,0,0,0,0,0,0,9,4,13,3,8,11,0,0,0,0,0,0,3,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,17,32,0,0,0,33,33,67
UCL522070,0,8,10,18,18,35,0,0,0,0,0,0,18,18,37,12,8,18,0,0,0,0,0,0,12,15,25,4,0,4,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,11,0,0,0,0,3,3,0,0,0,0,3,3,8,8,22,0,0,0,48,54,104
UCL522071,5,4,8,3,0,3,0,0,0,26,28,52,30,28,55,0,0,0,0,0,0,3,13,25,3,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,46,60,106
UCL531001,1083,1039,2118,4338,3883,8223,1083,1058,2140,1066,971,2039,6489,5922,12410,2784,2565,5346,857,889,1743,1231,1213,2441,4872,4671,9541,239,204,450,103,174,280,578,268,850,501,811,1316,14,10,19,1440,1472,2906,389,628,1013,153,332,490,101,191,297,463,822,1284,3,0,9,1120,1972,3088,2554,3448,6003,154,158,312,242,396,639,5,4,11,402,562,962,24439,9080,33519,503,262,774,40348,24974,65319
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,6,3,9,22,0,21,0,0,0,30,3,32,3,0,3,5,0,5,0,0,0,21,5,27,0,0,0,33,5,36,60,10,69,0,0,0,8,3,7,0,0,0,8,3,7,1252,127,1379,143,16,164,1464,160,1629
