UCL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
UCL515037,0,90,20,0,113,0,161,39,0,203,4,55,19,0,74,3,52,14,0,69,4,211,94,0,312,0,239,84,0,323,3,165,57,0,225,4,129,57,0,193,0,33,15,0,51,0,4,0,0,6,0,0,0,0,0,21,1138,405,9,1574,0,66,8,0,74,0,139,37,0,181,0,33,5,0,42,0,52,9,0,61,0,132,35,0,175,3,150,28,0,180,3,89,16,0,107,0,44,19,0,64,0,14,0,0,17,0,3,0,0,3,0,0,0,0,0,10,728,168,3,903,0,158,24,0,184,0,300,79,0,381,5,90,23,0,115,3,103,28,0,129,4,348,136,0,482,3,388,113,0,507,3,253,77,0,337,4,171,80,0,258,0,44,15,0,63,0,10,0,0,14,0,0,0,0,0,32,1863,572,6,2474
UCL515038,0,30,0,0,35,9,104,13,0,123,0,45,3,0,56,0,29,3,0,30,5,85,6,0,97,3,83,11,0,97,6,107,15,0,135,15,156,17,0,188,13,206,11,0,227,15,110,14,0,140,6,26,9,0,46,77,988,114,0,1175,0,33,4,0,36,4,116,10,0,131,0,36,0,0,37,0,29,0,0,29,0,74,10,0,85,0,108,10,0,117,7,124,8,0,135,9,177,10,0,199,21,205,10,0,246,12,116,18,0,151,24,24,0,0,52,85,1035,88,0,1212,0,64,3,0,70,11,221,22,0,248,7,80,6,0,90,5,53,3,0,60,4,160,14,0,180,3,192,28,0,219,12,234,27,0,267,22,336,25,0,390,34,419,25,0,474,35,221,32,0,287,34,50,11,0,93,154,2022,202,0,2380
UCL521001,0,7,0,0,7,0,38,0,0,42,0,24,0,0,25,0,9,0,0,9,0,16,0,0,19,0,24,0,0,24,0,36,0,0,43,0,41,0,0,43,0,23,0,0,27,0,4,0,0,8,0,0,0,0,3,12,241,7,0,255,0,12,0,0,12,0,27,0,0,30,0,18,0,0,18,0,7,0,0,10,0,15,0,0,15,0,33,0,0,36,3,42,0,0,44,0,44,0,0,49,3,16,0,0,21,6,8,0,0,6,0,0,0,0,0,19,220,6,0,242,0,22,0,0,22,0,62,3,0,68,3,39,0,0,48,0,19,0,0,25,0,35,0,0,31,0,63,0,0,65,4,78,0,0,87,9,79,5,0,90,3,44,3,0,53,6,8,0,0,19,0,0,0,0,3,24,464,11,0,499
UCL521002,0,16,3,0,25,4,45,8,0,58,3,11,5,0,20,0,10,0,0,10,0,26,4,0,29,0,41,6,0,49,0,45,4,0,44,5,37,5,0,48,7,63,3,0,71,6,20,0,0,23,0,0,0,0,3,28,315,40,0,378,0,15,0,0,16,0,36,3,0,39,0,23,0,0,26,0,10,0,0,10,0,26,0,0,32,0,36,8,0,49,3,52,6,0,65,5,45,5,0,54,3,67,9,0,80,3,16,0,0,23,0,0,3,0,0,14,329,31,0,378,0,35,3,0,37,0,73,14,0,95,3,39,6,0,42,0,25,0,0,25,0,54,3,0,58,0,76,15,0,90,7,95,5,0,113,5,84,5,0,97,12,131,8,0,148,10,37,0,0,47,6,0,3,0,8,41,645,69,0,763
UCL521003,0,13,3,0,18,0,21,6,0,32,0,17,3,0,17,0,13,0,0,13,0,30,5,0,30,3,31,3,0,36,0,31,3,0,39,7,51,6,0,56,12,77,3,0,90,11,39,10,0,59,10,10,0,0,21,47,318,41,0,409,0,17,4,0,15,0,25,4,0,38,0,12,0,0,12,0,5,0,0,5,0,18,0,0,19,0,39,5,0,42,0,36,8,0,46,7,64,0,0,68,9,86,6,0,98,7,41,3,0,57,7,8,5,0,20,34,357,39,5,434,0,29,3,0,33,4,53,12,0,66,0,27,3,0,36,0,19,0,0,21,0,48,3,0,52,6,68,9,0,80,5,68,13,0,84,18,107,3,0,127,12,161,7,0,189,21,82,11,0,117,18,23,0,0,40,80,676,85,4,841
UCL521004,0,25,0,0,24,0,66,0,0,66,0,24,0,0,22,0,26,3,0,28,0,42,5,0,44,0,34,0,0,34,0,31,0,0,28,0,17,0,0,16,0,4,0,0,7,0,3,0,0,4,0,0,0,0,0,4,270,12,0,286,0,28,0,0,25,0,50,0,0,53,0,24,0,0,24,0,25,0,0,25,0,65,4,0,67,0,33,0,0,37,0,35,0,0,43,4,30,0,0,31,5,8,0,0,9,0,0,0,0,3,0,0,0,0,0,10,299,13,0,322,0,51,3,0,54,3,116,5,0,117,0,51,0,0,55,0,50,4,0,59,0,108,5,0,114,0,68,0,0,73,0,66,0,0,73,0,46,0,0,51,5,11,0,0,21,6,3,0,0,8,0,0,0,0,0,15,571,27,0,609
UCL521005,0,49,6,0,53,0,74,9,0,86,0,12,0,0,15,0,23,0,0,21,3,56,12,0,63,4,62,3,0,65,0,58,10,0,73,0,77,10,0,89,0,61,4,0,67,3,24,0,0,28,0,0,0,0,3,16,501,48,0,565,0,34,4,0,39,0,74,12,0,86,0,19,3,0,22,0,12,0,0,20,0,64,3,0,70,0,63,5,0,76,0,49,3,0,57,3,73,6,0,80,3,51,5,0,60,3,19,3,0,20,0,7,0,0,3,15,466,57,0,538,3,84,10,0,92,0,149,22,0,167,0,34,7,0,37,0,35,0,3,43,3,115,17,0,136,3,126,14,0,143,0,114,15,0,125,3,147,15,0,165,0,118,9,0,127,9,41,6,0,52,3,8,0,0,10,33,963,104,3,1104
UCL521006,0,17,5,0,19,9,56,0,0,61,0,15,0,0,17,0,17,0,0,19,0,30,4,0,32,0,39,4,0,45,0,45,3,0,46,4,70,3,0,73,0,45,4,0,53,3,27,0,0,32,0,3,0,0,5,22,357,17,0,393,0,17,6,0,21,3,63,5,0,74,0,19,0,0,22,0,14,0,0,16,0,30,7,0,41,3,55,0,0,55,0,47,0,0,52,0,75,3,0,76,6,47,3,0,59,3,27,3,0,35,0,3,0,0,4,23,407,22,0,456,0,33,4,0,41,7,124,4,0,136,4,31,0,0,34,0,29,0,0,34,0,63,5,0,72,0,97,0,0,105,0,89,7,0,102,4,142,5,0,148,10,94,5,0,110,12,53,7,0,66,0,5,0,0,5,43,763,41,4,847
UCL521007,0,9,0,0,13,0,23,6,0,25,0,8,0,0,8,0,13,0,0,13,0,18,9,0,20,0,10,0,0,19,0,21,3,0,30,0,38,3,0,44,8,28,5,0,41,5,17,0,0,22,0,6,0,0,7,22,193,31,0,245,0,18,3,0,22,0,21,5,0,29,0,10,0,0,13,0,13,0,0,18,0,21,4,0,26,0,34,3,0,34,5,19,5,0,28,4,41,3,0,43,3,28,6,0,35,8,23,10,0,35,5,7,0,0,13,25,234,37,0,295,0,27,0,0,31,0,39,9,0,52,0,24,0,0,22,0,27,0,0,29,0,38,9,0,44,5,43,6,0,52,0,42,9,0,56,7,77,8,0,86,14,59,3,0,74,13,40,9,0,62,7,13,0,0,22,43,429,62,0,543
UCL521008,0,19,4,0,20,3,16,7,0,25,0,4,5,0,6,0,12,0,0,17,0,17,0,0,18,0,20,4,0,31,3,22,9,0,35,0,34,9,0,45,8,31,0,0,38,9,13,0,0,25,11,9,0,0,13,31,194,40,0,265,0,12,3,0,13,0,24,4,0,26,0,9,0,0,13,0,6,0,0,10,0,32,4,0,31,0,22,3,0,28,4,25,5,0,34,8,23,3,0,29,0,28,6,0,30,15,22,0,0,37,16,4,0,0,23,44,195,32,0,280,0,27,11,0,39,3,39,8,0,51,0,14,3,0,20,0,19,5,0,28,0,43,6,0,50,0,41,12,0,55,7,51,12,0,67,4,50,10,0,72,11,55,5,0,66,29,34,5,0,65,22,10,0,0,39,75,392,73,0,541
UCL521009,0,16,0,0,16,5,31,0,0,34,0,10,5,0,18,0,13,3,0,15,3,30,6,0,40,0,31,7,0,38,3,30,11,0,38,0,33,9,0,41,5,36,8,0,56,0,20,3,0,25,4,9,0,0,11,20,249,57,0,327,0,10,0,0,10,0,32,0,0,34,0,7,0,0,7,0,8,0,0,8,0,28,0,0,29,0,24,0,0,22,0,24,0,0,25,0,27,3,0,30,5,35,3,0,46,3,22,5,0,35,3,7,5,0,12,17,219,28,0,257,0,25,0,0,25,5,63,0,0,69,0,22,5,0,27,0,21,3,0,22,3,52,11,0,65,0,53,7,0,62,0,49,11,0,62,0,60,15,0,73,13,66,16,0,98,11,36,15,0,58,9,11,9,0,22,35,463,82,0,582
UCL521010,0,20,0,0,25,5,48,3,0,52,8,22,0,0,34,0,22,0,0,24,0,39,3,0,45,0,33,0,0,35,0,44,5,0,46,0,41,8,0,43,5,39,3,0,43,3,21,0,0,27,4,8,0,0,7,22,331,27,0,384,0,23,0,0,25,0,40,0,0,41,0,19,4,0,24,0,22,0,0,23,0,45,0,0,49,0,31,0,0,34,0,56,4,0,58,3,48,5,0,50,8,45,0,0,54,0,18,0,0,23,0,0,0,0,6,19,357,21,0,391,0,42,6,0,48,5,86,4,0,91,8,45,5,0,57,0,44,0,0,51,0,84,3,0,95,0,68,3,0,76,0,100,9,0,113,4,83,7,0,96,10,79,3,0,93,6,41,4,0,52,9,5,0,0,12,37,685,56,0,775
UCL521011,0,19,0,0,19,3,59,0,0,66,0,13,0,0,10,0,16,0,0,16,0,29,0,0,27,0,45,0,0,45,0,37,0,0,37,0,27,0,0,27,9,11,0,0,18,0,11,0,0,11,0,0,0,0,0,12,263,0,0,279,0,21,0,0,21,0,59,0,0,59,0,21,0,0,17,0,10,0,0,9,0,36,0,0,36,0,53,0,0,53,0,44,0,0,44,0,30,0,0,30,0,14,0,0,13,0,5,0,0,9,0,0,0,0,0,10,295,0,0,298,0,41,0,0,41,3,114,0,0,120,5,34,0,0,33,0,28,0,0,30,0,64,0,0,65,0,102,0,0,102,0,79,0,0,79,0,59,0,0,61,8,28,0,0,33,0,9,0,0,14,0,0,0,0,0,19,557,0,0,576
UCL521012,0,9,0,0,9,0,22,0,0,22,0,15,0,0,13,0,5,0,0,7,0,21,0,0,24,0,30,0,0,30,0,37,0,0,41,5,42,0,0,47,4,42,0,0,52,0,19,0,0,19,0,0,0,0,7,15,240,8,0,258,0,11,0,0,11,0,31,0,0,31,0,13,0,0,15,0,3,0,0,5,0,27,0,0,27,0,15,0,0,21,0,31,0,0,35,5,51,0,0,58,10,46,4,0,56,0,10,0,0,10,3,3,0,0,5,17,247,10,0,271,0,14,0,0,14,0,55,0,0,55,0,26,0,0,29,0,13,0,0,15,0,52,0,0,56,0,46,0,0,49,0,70,0,0,71,8,93,7,0,104,11,93,7,0,106,0,25,0,0,23,5,3,0,0,9,36,485,14,0,531
UCL521013,0,29,4,0,32,3,58,0,0,62,3,40,0,0,44,0,20,0,0,20,0,48,0,0,51,7,32,4,0,41,3,51,4,0,59,4,60,0,0,68,0,42,5,0,46,0,12,0,0,14,0,0,0,0,4,27,389,22,0,436,0,25,3,0,31,0,54,0,0,52,6,28,0,0,28,0,11,0,0,10,3,47,4,0,57,0,49,3,0,56,4,72,0,0,72,6,54,4,0,58,7,43,0,0,44,0,13,0,0,15,3,0,0,0,6,23,401,13,0,435,0,55,5,0,61,3,111,0,0,112,6,64,0,0,73,0,35,0,0,36,5,93,7,0,111,4,85,4,0,91,9,123,4,0,134,7,118,9,0,131,6,78,4,0,90,5,22,0,0,24,5,0,0,0,10,51,790,37,0,873
UCL521014,0,14,4,0,13,0,28,11,0,44,0,10,0,0,14,0,19,8,0,28,0,64,31,0,92,0,55,34,0,88,0,67,24,0,93,0,84,15,0,102,9,60,8,0,83,0,11,4,0,17,4,0,0,0,4,23,412,147,0,580,0,11,9,0,17,0,34,15,0,50,0,14,6,0,21,0,4,0,0,9,0,31,10,0,36,0,34,15,0,49,0,54,12,0,64,4,44,8,0,61,7,41,10,0,50,0,11,5,0,10,0,0,0,0,0,15,273,81,0,369,0,25,6,0,32,0,60,31,0,91,0,26,8,0,32,0,24,10,0,37,0,87,41,0,126,4,86,47,0,134,0,118,32,0,151,8,138,26,0,168,12,98,22,0,134,0,22,3,0,28,4,4,0,0,4,37,685,227,0,946
UCL521015,0,12,0,0,12,0,25,0,0,28,0,11,0,0,15,0,14,0,0,13,0,25,0,0,27,0,26,0,0,26,0,39,3,0,36,0,36,0,0,40,4,50,7,0,55,5,19,0,0,25,0,10,3,0,20,9,271,15,0,294,0,20,0,0,19,0,25,0,0,29,0,7,0,0,6,0,8,0,0,8,0,35,3,0,41,0,27,0,0,27,0,27,6,0,28,0,37,4,0,42,6,39,4,0,48,0,31,5,0,33,11,9,0,0,17,17,261,20,0,302,0,30,0,0,30,0,50,0,0,52,0,18,4,0,23,0,27,0,0,25,4,66,3,0,72,0,54,0,0,55,0,59,10,0,67,4,76,0,0,81,4,92,10,0,106,6,48,5,0,58,9,19,5,0,37,28,537,37,0,601
UCL521016,0,22,4,0,22,0,40,0,0,44,0,21,0,0,19,0,21,0,0,17,0,47,6,0,52,0,27,3,0,30,5,38,3,0,38,0,37,5,0,44,0,29,0,0,35,4,16,0,0,20,0,9,0,0,12,17,299,20,0,339,0,12,0,0,15,0,35,7,0,43,0,22,0,0,23,0,17,0,0,17,0,42,3,0,42,0,30,10,0,41,3,35,3,0,38,0,34,0,0,34,0,29,5,0,32,0,17,0,0,11,3,9,0,0,10,9,271,22,0,302,5,36,4,0,40,3,75,10,0,83,0,38,3,0,40,0,32,0,0,37,4,91,6,0,96,0,60,9,0,69,0,66,5,0,80,0,71,5,0,74,8,59,5,0,70,3,29,0,0,34,3,13,0,0,16,29,572,40,0,637
UCL521017,0,25,3,0,29,0,40,3,0,47,0,17,0,0,19,0,13,5,0,20,0,45,12,0,63,0,56,8,0,62,0,30,13,0,44,0,42,9,0,53,5,23,4,0,37,0,16,8,0,18,0,0,0,0,0,9,311,59,0,383,0,29,9,0,35,0,39,7,0,49,0,6,0,0,6,0,22,3,0,25,0,42,4,0,45,0,45,3,0,46,0,29,3,0,37,3,31,4,0,36,0,17,0,0,24,8,11,6,0,21,5,7,5,0,17,16,287,48,0,357,0,52,12,0,63,0,85,10,0,94,0,23,0,0,22,0,35,9,0,43,0,91,15,0,108,0,94,11,0,109,0,62,13,0,75,3,69,14,0,91,6,44,6,0,58,6,27,8,0,43,5,7,5,0,21,30,596,109,0,738
UCL521018,0,24,0,0,24,3,33,0,0,39,5,21,0,0,23,0,13,0,0,13,0,30,0,0,35,0,26,0,0,27,0,31,0,0,37,6,22,0,0,23,3,23,0,0,31,9,10,0,0,14,6,5,0,0,9,25,235,10,0,270,0,16,0,0,16,0,34,0,0,34,0,17,0,0,17,0,16,0,0,17,0,27,0,0,27,0,32,0,0,36,0,32,4,0,32,5,31,0,0,36,3,19,0,0,21,4,14,0,0,23,0,0,0,0,5,10,238,3,0,259,0,42,0,0,42,3,68,0,0,69,5,32,0,0,40,0,26,0,0,29,0,58,0,0,64,0,61,4,0,59,0,64,4,0,72,7,56,0,0,57,6,42,0,0,54,14,21,0,0,33,3,10,0,0,10,40,478,11,0,526
UCL521019,0,40,9,0,49,0,38,15,0,62,0,10,0,0,12,0,10,3,0,25,0,51,14,0,71,0,66,18,0,88,4,71,23,0,93,0,140,35,0,178,13,198,59,0,271,4,76,22,0,109,3,6,3,0,8,30,709,216,7,961,0,34,5,0,40,0,39,13,0,53,0,13,3,0,12,0,22,12,0,32,0,74,18,4,99,0,64,22,0,85,0,73,26,0,97,9,158,54,0,218,9,169,44,0,215,5,52,19,0,73,0,3,5,0,3,24,697,217,4,942,0,75,15,0,90,0,80,32,0,111,0,18,6,0,31,0,35,17,0,58,0,126,29,8,165,0,128,45,0,177,7,139,46,0,191,9,300,95,0,397,26,364,104,0,487,9,133,41,0,181,5,6,6,0,17,51,1405,430,6,1896
UCL521020,0,17,0,0,16,0,34,0,0,38,0,20,0,0,24,0,12,0,0,12,0,21,0,0,22,0,23,0,0,23,0,53,0,0,53,0,53,0,0,54,5,62,4,0,67,8,26,4,0,34,0,0,0,0,4,20,323,11,0,355,0,10,6,0,15,0,35,0,0,37,0,14,0,0,14,0,19,0,0,19,0,30,0,0,31,0,34,0,0,35,0,47,0,0,47,3,44,0,0,51,9,52,5,0,69,4,13,3,0,19,0,0,0,0,0,20,309,16,0,343,0,30,8,0,35,0,71,6,0,76,0,38,0,0,41,0,24,0,0,32,0,46,4,0,52,4,57,0,0,60,0,99,0,0,102,6,101,5,0,110,13,117,4,0,137,6,36,5,0,49,4,4,0,0,4,39,633,26,0,694
UCL521021,0,31,0,0,33,0,76,6,0,77,0,18,0,0,20,0,11,0,0,15,0,27,6,0,27,0,48,3,0,51,0,45,5,0,46,7,48,5,0,55,3,37,0,0,49,8,32,0,0,41,4,3,0,0,9,21,375,18,0,414,0,32,4,0,38,0,61,5,0,65,0,22,0,0,28,0,15,0,0,15,0,44,5,0,54,0,59,0,0,63,3,41,3,0,44,3,45,0,0,51,6,49,3,0,55,0,25,0,0,29,4,4,0,0,5,21,403,19,0,440,0,59,0,0,64,0,131,5,0,140,3,46,0,0,46,0,29,0,0,30,6,73,10,0,82,5,107,0,0,114,3,87,4,0,89,9,96,3,0,104,8,86,5,0,103,11,51,4,0,63,9,9,0,0,12,39,774,45,0,854
UCL521022,0,12,0,0,12,3,43,4,0,53,0,20,5,0,26,0,9,0,0,15,0,32,6,0,38,0,34,5,0,35,0,52,12,0,63,3,42,12,0,60,6,31,8,0,38,0,0,0,0,0,0,0,0,0,0,13,283,46,4,346,0,16,0,0,16,0,42,6,0,50,0,17,4,0,24,0,5,6,0,13,0,34,3,0,35,0,49,4,0,50,0,63,12,0,74,0,50,6,0,63,0,30,6,0,36,0,6,0,0,8,3,0,0,0,4,7,320,41,0,371,0,25,0,0,25,3,93,8,5,110,0,39,10,0,49,0,22,3,0,24,0,66,11,0,73,0,79,5,0,87,0,116,20,0,136,6,95,18,4,125,6,60,13,0,76,0,11,0,0,9,3,0,0,0,4,22,604,80,7,712
UCL521023,0,18,0,0,21,0,44,0,0,42,0,13,0,0,10,0,8,0,0,13,3,27,0,0,30,0,33,6,0,38,0,32,0,0,34,0,39,5,0,44,4,32,5,0,37,0,6,5,0,13,3,0,0,0,4,25,249,21,0,295,0,18,0,0,21,3,36,4,0,44,0,10,0,0,11,0,13,3,0,11,0,43,3,0,44,4,34,3,0,46,0,21,0,0,21,3,30,0,0,35,8,16,3,0,31,4,4,0,0,9,6,0,0,0,7,27,223,25,0,277,0,35,0,0,36,5,79,6,0,85,0,25,0,0,29,0,20,3,0,24,3,64,3,0,76,7,64,8,0,84,0,53,0,0,57,4,70,4,0,79,18,46,9,0,70,4,9,0,0,18,10,0,0,0,12,50,473,41,0,567
UCL521024,3,61,14,0,71,7,119,24,0,147,0,54,0,0,58,0,45,5,0,59,4,109,24,0,139,0,95,31,0,130,0,87,37,0,122,0,77,18,0,101,4,74,18,0,98,5,18,12,0,36,0,0,3,0,3,27,752,180,3,967,0,58,5,0,69,4,107,22,0,129,0,60,6,0,66,0,52,8,0,62,5,127,25,0,155,4,120,22,0,142,0,99,17,0,114,10,80,14,0,109,11,64,18,0,91,3,13,6,0,25,0,4,0,0,7,39,778,141,4,963,4,116,13,0,142,6,220,44,0,275,0,119,6,0,131,0,100,17,0,116,8,239,47,7,297,8,212,54,0,272,4,180,50,0,235,13,161,39,0,214,13,141,34,0,188,12,37,17,0,61,0,4,9,0,10,64,1534,321,3,1933
UCL521025,0,35,0,0,35,3,41,4,0,45,0,3,0,0,3,0,9,3,0,10,0,51,7,0,62,4,44,0,0,52,6,56,4,0,59,5,52,7,0,65,7,41,3,0,45,3,14,0,0,16,0,7,0,0,9,17,346,27,0,403,0,32,0,0,32,0,32,3,0,36,0,4,0,0,8,0,16,0,0,16,0,54,3,0,66,0,37,0,0,42,4,37,0,0,41,0,47,7,0,52,3,35,4,0,40,0,23,5,0,30,3,3,0,0,9,13,325,24,0,366,0,70,3,0,70,4,74,7,0,84,0,9,0,0,11,0,20,3,0,24,5,103,13,0,119,4,85,0,0,89,5,93,5,0,100,4,94,13,0,113,8,73,4,0,82,4,37,10,0,56,3,14,0,0,15,35,675,54,0,771
UCL521026,0,34,3,0,37,4,65,6,0,77,0,15,5,0,20,0,14,0,0,14,0,28,0,0,23,0,39,0,0,39,0,64,3,0,66,4,47,4,0,53,4,23,0,0,29,3,14,0,0,17,0,3,0,0,3,15,347,18,0,381,0,18,0,0,17,0,54,0,0,60,0,18,0,0,27,0,20,0,0,20,0,39,0,0,41,0,58,4,0,61,4,73,9,0,81,0,47,5,0,54,0,24,0,0,25,0,18,0,0,24,0,0,0,0,0,12,369,20,0,400,0,53,0,0,57,5,120,6,0,131,3,37,7,0,48,0,38,0,0,38,0,61,0,0,63,0,89,4,0,97,9,134,5,0,147,3,100,9,0,109,7,48,0,0,54,0,34,0,0,36,0,3,0,0,3,31,716,39,0,780
UCL521027,0,31,9,0,42,0,31,18,0,51,3,16,9,0,25,0,19,21,0,40,0,77,89,0,166,0,62,76,0,139,0,67,84,0,149,4,54,43,0,101,3,25,15,0,43,0,5,0,0,10,0,0,0,0,4,13,382,382,3,771,0,23,6,0,27,4,20,25,0,44,0,19,10,0,27,0,19,14,0,38,0,43,38,0,79,6,30,27,0,63,0,43,27,0,68,0,23,18,0,46,3,14,6,0,27,0,8,8,0,10,0,0,0,0,0,17,244,170,0,425,0,48,24,0,74,5,52,45,0,102,4,33,20,0,57,0,40,34,0,72,0,120,128,0,243,6,91,104,0,202,0,106,111,0,216,4,78,64,0,144,7,33,18,0,66,3,8,8,0,17,0,0,0,0,4,27,623,546,3,1193
UCL521028,0,13,0,0,18,0,30,4,0,36,0,15,0,0,20,0,10,0,0,10,0,35,7,0,39,5,33,4,0,37,3,39,7,0,49,4,55,6,0,69,6,49,0,0,62,19,23,0,0,39,4,3,0,0,13,45,312,33,0,391,0,13,0,0,17,0,24,6,0,31,4,23,0,0,26,0,6,0,0,8,0,31,0,0,39,0,36,0,0,40,10,39,7,0,54,6,52,3,0,68,4,50,0,0,50,19,19,4,0,49,13,13,0,0,27,60,308,34,0,399,0,32,6,0,38,6,53,13,0,69,4,37,5,0,40,3,17,4,0,22,4,66,10,0,75,4,63,0,0,76,7,75,12,0,101,11,113,10,0,134,11,95,0,0,111,38,44,4,0,81,23,14,0,0,37,108,618,67,0,792
