UCL_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
UCL521010,0,0,0,0,0,0,0,0,0,0,5,12,22,18,43,32,4,0,0,135,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,16,0,0,3,4,4,4,0,0,0,34,0,0,0,0,3,0,0,0,0,12,4,5,4,9,6,10,0,0,0,34,0,0,0,0,0,0,0,0,0,6,3,6,7,4,8,4,0,0,0,20,3,5,0,0,0,5,4,0,0,18,0,3,0,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,8,0,0,0,0,6,0,0,0,0,5,0,3,0,0,7,5,0,0,0,19,0,0,3,4,7,9,0,0,0,20,3,3,4,11,10,12,5,0,0,45,0,0,0,0,6,0,0,0,0,0
UCL521011,0,0,0,0,0,0,0,0,0,0,10,5,21,46,36,18,4,0,0,143,0,0,0,0,5,7,0,0,0,6,0,5,3,10,5,0,0,0,0,22,5,7,8,14,10,5,0,0,0,44,0,0,0,3,5,0,0,0,0,6,0,3,8,12,5,6,0,0,0,39,0,0,0,6,3,0,0,0,0,12,0,3,3,3,5,5,0,0,0,23,12,0,0,0,0,0,0,0,0,11,0,0,3,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,4,4,0,0,0,0,0,0,0,11,0,0,0,0,4,5,0,0,0,18,0,0,0,8,12,6,0,0,0,24,0,0,8,10,6,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0
UCL521012,0,0,0,0,5,0,0,0,0,6,6,5,22,17,29,35,11,0,0,114,0,0,0,0,0,3,4,0,0,9,0,0,4,0,3,4,0,0,0,11,0,0,8,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,13,8,0,3,3,0,0,35,0,0,0,0,0,0,0,0,0,5,7,0,5,4,7,4,0,0,0,22,3,0,6,3,0,0,0,0,0,21,0,0,3,0,9,9,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,7,0,0,0,23,3,0,0,8,6,4,0,0,0,22,0,0,0,3,9,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL521013,0,0,0,0,0,0,0,0,0,3,21,9,39,43,56,38,11,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,9,0,0,0,39,0,0,4,4,8,3,0,0,0,29,0,0,5,0,5,0,0,0,0,5,5,4,12,11,8,13,0,0,0,47,0,0,4,5,4,0,0,0,0,13,8,5,5,0,11,9,0,0,0,42,8,3,4,3,3,0,0,0,0,28,0,0,0,4,3,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,0,3,0,0,5,0,4,0,0,18,0,0,0,0,0,3,0,0,0,11,0,3,5,10,8,13,3,0,0,41,0,3,4,5,8,10,3,0,0,32,0,0,9,16,13,17,0,0,0,45,0,0,0,0,0,0,0,0,0,0
UCL521014,0,0,0,0,3,3,0,0,0,11,3,4,16,22,42,29,13,0,0,134,0,0,0,0,0,0,0,0,0,0,0,11,40,36,33,23,3,0,0,149,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,11,6,5,5,8,0,0,33,0,0,0,0,6,0,0,0,0,3,4,0,5,11,3,4,3,0,0,27,3,0,0,4,7,4,0,0,0,22,0,0,5,4,3,13,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,11,0,0,0,0,7,4,0,0,0,5,0,0,5,3,12,12,0,0,0,31,0,0,8,0,4,5,0,0,0,27,0,0,0,3,10,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0
UCL521015,0,0,0,0,0,0,0,0,0,4,3,6,34,25,27,27,19,0,0,137,0,3,8,0,10,11,10,0,0,47,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,6,7,5,0,0,0,22,0,3,4,4,4,4,5,0,0,26,0,9,3,0,4,10,0,0,0,28,4,0,8,0,3,0,0,0,0,16,0,0,9,6,9,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,6,5,7,4,0,3,0,0,26,0,0,6,4,3,5,0,0,0,21,0,0,5,4,7,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL521016,0,0,0,0,0,0,0,0,0,8,5,10,21,21,28,18,8,0,0,119,3,3,9,8,6,4,3,0,0,39,0,0,4,0,0,0,0,0,0,9,3,4,12,4,10,3,0,0,0,39,0,3,0,0,4,3,0,0,0,8,0,0,6,3,0,10,0,0,0,21,0,3,5,0,4,0,0,0,0,20,0,6,7,3,5,4,0,0,0,22,0,0,3,0,0,5,0,0,0,8,0,0,0,0,7,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,3,3,0,5,4,0,3,0,23,0,4,13,9,9,5,3,0,0,47,0,0,5,6,8,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0
UCL521017,0,3,0,0,0,0,0,0,0,8,3,13,34,31,23,20,7,4,0,144,0,0,9,5,5,8,8,3,0,47,0,0,5,6,0,0,0,0,0,18,0,6,20,27,10,10,4,0,0,71,0,0,0,0,0,0,0,0,0,3,0,6,4,3,0,5,0,0,0,14,0,5,5,5,4,0,0,0,0,18,3,0,5,5,0,7,0,0,0,18,0,0,3,5,3,0,0,0,0,11,0,0,3,6,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,4,0,6,8,5,0,0,0,23,0,0,13,3,3,0,6,0,0,24,0,0,3,8,8,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0
UCL521018,0,0,0,0,0,0,0,0,0,3,5,12,21,21,26,15,8,0,0,112,0,4,5,3,0,0,6,0,0,22,0,0,3,8,3,0,0,0,0,11,0,4,9,10,10,5,0,0,0,35,0,0,0,0,0,0,0,0,0,3,4,0,9,6,7,3,0,0,0,21,0,4,0,0,7,0,0,0,0,7,3,3,0,0,0,3,0,0,0,17,11,0,0,0,0,0,0,0,0,16,0,0,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,9,0,0,4,4,7,5,4,0,0,23,0,0,10,7,9,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3
UCL521019,0,0,4,0,0,0,0,0,0,4,8,19,55,46,57,83,20,5,0,298,3,3,0,0,5,8,7,5,0,30,0,0,10,15,0,4,0,0,0,35,0,0,0,5,4,13,5,0,0,31,0,0,0,0,4,0,0,0,0,6,0,3,11,12,14,18,6,0,0,71,0,0,0,4,0,0,0,0,0,10,0,3,10,10,7,16,4,0,0,59,3,12,14,9,11,17,6,0,0,66,0,0,3,3,9,13,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,0,8,0,0,5,11,3,3,3,0,0,21,0,0,6,5,7,8,4,0,0,29,5,0,9,11,15,26,5,0,0,66,0,0,4,7,9,12,0,0,0,37,0,0,7,5,13,21,6,0,0,52,0,5,3,0,0,3,0,0,0,11
UCL521020,0,0,0,0,3,0,0,0,0,3,9,11,19,22,41,23,6,0,0,127,3,4,0,6,6,4,0,0,0,19,0,0,6,9,10,9,0,0,0,28,0,0,0,0,6,8,0,0,0,12,0,0,0,0,3,4,0,0,0,7,0,3,3,11,12,8,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,4,3,4,3,4,0,0,0,20,3,0,0,3,5,7,0,0,0,12,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,8,0,0,0,10,0,0,0,0,8,8,0,0,0,11,0,0,3,3,8,6,5,0,0,23,3,0,3,4,6,7,0,0,0,22,0,0,0,3,0,0,0,0,0,3
UCL521021,3,3,0,3,0,4,0,0,0,12,11,13,46,48,35,32,10,3,0,192,3,7,27,19,19,3,8,4,0,88,0,3,5,12,11,7,0,0,0,41,3,0,6,10,5,0,0,0,0,26,0,0,0,0,5,3,0,0,0,4,0,0,9,10,10,6,0,0,0,42,0,0,0,0,7,0,0,0,0,6,0,3,0,3,6,0,0,0,0,25,3,0,0,6,0,0,0,0,0,10,0,0,0,0,4,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,7,0,0,0,0,3,4,7,0,0,14,0,0,7,3,7,9,0,0,0,29,0,0,3,8,0,3,0,0,0,19,0,0,0,5,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0
UCL521022,0,0,0,0,4,0,0,0,0,10,14,7,30,39,54,45,11,0,0,206,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,8,3,5,4,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,4,12,8,9,6,0,0,0,44,0,0,0,0,0,0,0,0,0,3,3,6,10,7,12,4,7,0,0,38,11,4,5,5,7,12,4,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,5,9,3,6,0,0,0,26,0,0,3,7,4,4,4,0,0,15,0,0,7,10,5,5,0,0,0,20,6,4,0,14,18,8,6,0,0,45,0,0,6,10,17,17,5,0,0,59,0,0,0,0,0,5,0,0,0,6
UCL521023,0,4,4,0,0,0,0,0,0,7,4,9,27,27,14,16,13,0,0,98,0,3,8,3,3,9,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,3,0,0,22,4,4,12,7,4,3,0,0,0,36,0,0,3,0,4,3,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,4,6,10,0,0,0,26,0,3,0,13,0,4,0,0,0,26,0,0,5,5,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0
UCL521024,0,0,0,4,3,3,0,0,0,13,6,17,61,45,52,45,15,0,0,231,0,0,0,0,4,0,0,0,0,4,0,0,8,5,6,3,0,0,0,18,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,6,7,8,10,9,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,6,10,4,0,0,0,0,0,23,0,0,6,5,11,3,0,0,0,35,0,0,0,5,5,0,4,0,0,13,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,13,3,0,0,4,4,3,0,0,0,20,0,3,16,12,14,14,0,0,0,69,3,8,33,20,14,10,0,0,0,86,0,11,27,21,23,24,7,0,0,122,0,0,0,0,0,0,0,0,0,3
UCL521025,0,0,0,0,0,0,0,0,0,4,6,15,40,32,31,34,3,0,0,158,0,0,3,0,0,3,4,0,0,13,0,8,45,38,40,22,3,0,0,154,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,7,0,0,0,18,6,0,3,4,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,3,0,0,0,0,8,0,0,3,0,0,3,0,0,0,7,0,0,3,4,9,8,0,0,0,25,0,0,10,4,5,0,0,0,0,20,0,0,7,5,0,10,0,0,0,29,0,0,5,0,0,0,0,0,0,5
UCL521026,0,0,0,0,3,4,0,0,0,10,18,14,25,36,64,28,4,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,3,0,0,0,30,0,3,3,3,11,3,0,0,0,23,0,0,0,0,0,4,0,0,0,7,3,3,7,10,9,10,0,0,0,44,0,0,0,0,4,0,0,0,0,7,6,0,0,0,8,5,6,0,0,25,7,4,4,9,6,4,0,0,0,28,0,0,0,0,5,8,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,4,5,5,4,5,0,0,21,0,0,0,7,4,0,3,0,0,15,0,5,0,3,13,4,0,0,0,22,0,0,3,3,16,4,0,0,0,32,3,0,5,8,12,11,3,0,0,49,0,0,0,0,0,0,0,0,0,4
UCL521027,0,0,0,0,0,0,0,0,0,4,17,12,25,22,29,14,4,0,0,125,0,0,0,0,0,0,0,0,0,0,3,12,71,43,56,28,0,0,0,215,0,6,3,4,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,13,6,0,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,4,0,3,0,6,5,0,0,0,14,0,0,6,7,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL521028,0,0,0,0,0,0,6,0,0,6,15,9,23,23,39,36,9,0,0,144,3,3,5,7,10,3,0,0,0,33,0,0,0,0,6,0,0,0,0,7,5,0,8,5,3,5,0,0,0,21,0,0,0,3,0,3,0,0,0,9,0,3,3,6,0,3,0,0,0,17,0,0,4,0,0,0,0,0,0,11,3,0,8,3,3,11,0,0,0,30,3,0,6,3,3,3,5,0,0,25,0,0,0,0,4,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,11,0,5,9,3,12,4,0,0,0,26,0,0,4,4,9,4,0,0,0,17,4,0,7,11,8,21,4,0,0,56,0,0,0,0,0,0,0,0,0,0
UCL521029,3,0,0,0,4,3,0,0,0,4,3,10,29,32,31,42,14,0,0,172,0,6,12,14,16,14,15,0,0,80,0,0,0,0,0,4,0,0,0,4,0,5,13,4,6,4,0,0,0,32,0,0,0,0,0,0,0,0,0,6,5,0,3,0,8,6,0,0,0,23,0,3,5,0,6,0,0,0,0,14,3,0,3,3,6,9,3,0,0,26,0,0,9,4,0,6,0,0,0,19,0,0,0,7,4,9,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,8,10,3,8,0,0,0,23,0,0,8,5,3,3,0,0,0,23,0,0,4,12,5,10,0,0,0,37,0,0,0,0,0,0,0,0,0,0
UCL521030,0,0,0,3,0,0,0,0,0,13,0,11,64,29,24,33,11,6,0,166,3,20,66,19,8,7,8,0,0,138,0,3,4,0,4,4,0,0,0,15,0,0,0,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,0,3,0,4,8,8,0,0,24,0,0,0,0,4,0,0,0,0,3,3,4,0,4,3,7,3,0,0,21,0,3,5,6,5,12,0,4,0,40,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,7,5,3,0,0,0,0,16,0,0,0,0,6,4,0,0,0,9,0,0,0,0,9,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL521031,0,0,0,0,0,0,0,0,0,0,0,7,41,28,22,25,7,3,0,133,0,0,4,0,0,0,0,0,0,12,0,14,64,45,33,26,0,0,0,182,0,0,0,0,0,0,0,0,0,7,0,0,5,0,4,0,0,0,0,10,0,3,3,11,5,9,4,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,3,11,3,4,5,0,0,0,33,0,0,6,3,0,7,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,7,0,0,6,0,6,0,0,0,0,13,0,0,7,5,6,10,0,0,0,36,0,0,10,5,3,7,0,0,0,31,0,0,0,0,6,8,0,0,0,18,0,0,0,0,0,0,0,0,0,4
UCL521032,4,6,0,3,0,0,0,0,0,8,4,7,34,14,19,25,4,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,11,0,0,0,26,0,0,10,4,0,7,0,0,0,20,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,5,0,10,12,0,0,0,35,0,3,11,0,4,4,3,0,0,27,0,0,16,3,5,15,4,0,0,40,0,0,0,0,0,0,0,0,0,0
UCL521033,0,0,0,0,0,0,0,0,0,4,5,4,13,16,19,22,11,0,0,94,0,0,0,0,3,3,0,0,0,7,0,6,23,15,23,7,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,17,0,0,0,3,0,0,6,0,0,7,0,0,0,0,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,7,4,5,6,0,0,0,25,0,0,0,5,6,5,3,0,0,21,0,0,6,4,3,10,5,0,0,17,0,0,0,0,0,0,0,0,0,0
UCL521034,0,0,4,0,7,0,0,0,0,14,15,4,32,33,52,39,3,0,0,174,4,0,4,0,6,6,0,0,0,25,0,0,4,10,13,11,0,0,0,42,0,0,0,6,8,6,0,0,0,27,0,0,0,0,0,3,0,0,0,6,0,4,5,5,12,10,5,0,0,47,0,0,0,0,0,0,0,0,0,7,3,7,0,0,8,4,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,13,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,0,0,14,3,0,0,0,3,0,0,0,0,7,0,0,3,4,0,6,0,0,0,19,0,7,0,5,8,4,0,0,0,30,0,0,0,5,15,8,4,0,0,36,0,0,0,0,0,0,0,0,0,3
UCL521035,0,0,0,0,0,0,0,0,0,0,8,0,11,24,26,32,4,0,0,105,0,0,5,5,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,6,9,14,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,19,3,0,0,4,3,9,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,10,0,0,8,8,4,7,0,0,0,23,0,0,3,6,9,6,5,0,0,25,0,0,0,6,6,5,0,0,0,27,0,0,0,0,0,0,0,0,0,4
