SAL_CODE_2021,Age_14_IndSt_nsP,Age_14_TotM,Age_14_TotF,Age_14_TotP,Age_10_14_Indig_M,Age_10_14_Indig_F,Age_10_14_Indig_P,Age_10_14_NonInd_M,Age_10_14_NonInd_F,Age_10_14_NonInd_P,Age_10_14_Indig_st_nsM,Age_10_14_Indig_st_nsF,Age_10_14_Indig_st_nsP,Age_10_14_TotM,Age_10_14_TotF,Age_10_14_TotP,Age_15_Indig_M,Age_15_Indig_F,Age_15_Indig_P,Age_15_NonInd_M,Age_15_NonInd_F,Age_15_NonInd_P,Age_15_Indig_st_nsM,Age_15_Indig_st_nsF,Age_15_Indig_st_nsP,Age_15_TotM,Age_15_TotF,Age_15_TotP,Age_16_Indig_M,Age_16_Indig_F,Age_16_Indig_P,Age_16_NonInd_M,Age_16_NonInd_F,Age_16_NonInd_P,Age_16_IndigStat_nsM,Age_16_IndigStat_nsF,Age_16_IndigStat_nsP,Age_16_TotM,Age_16_TotF,Age_16_TotP,Age_17_Indig_M,Age_17_Indig_F,Age_17_Indig_P,Age_17_NonInd_M,Age_17_NonInd_F,Age_17_NonInd_P,Age_17_IndigStat_nsM,Age_17_IndigStat_nsF,Age_17_IndigStat_nsP,Age_17_TotM,Age_17_TotF,Age_17_TotP,Age_18_Indig_M,Age_18_Indig_F,Age_18_Indig_P,Age_18_NonInd_M,Age_18_NonInd_F,Age_18_NonInd_P,Age_18_IndigStat_nsM,Age_18_IndigStat_nsF,Age_18_IndigStat_nsP,Age_18_TotM,Age_18_TotF,Age_18_TotP,Age_19_Indig_M,Age_19_Indig_F,Age_19_Indig_P,Age_19_NonInd_M,Age_19_NonInd_F,Age_19_NonInd_P,Age_19_IndigStat_nsM,Age_19_IndigStat_nsF,Age_19_IndigStat_nsP,Age_19_TotM,Age_19_TotF,Age_19_TotP,Age_15_19_Indig_M,Age_15_19_Indig_F,Age_15_19_Indig_P,Age_15_19_NonInd_M,Age_15_19_NonInd_F,Age_15_19_NonInd_P,Age_15_19_IndSt_nsM,Age_15_19_IndSt_nsF,Age_15_19_IndSt_nsP,Age_15_19_TotM,Age_15_19_TotF,Age_15_19_TotP,Age_20_Indig_M,Age_20_Indig_F,Age_20_Indig_P,Age_20_NonInd_M,Age_20_NonInd_F,Age_20_NonInd_P,Age_20_Ind_status_nsM,Age_20_Ind_status_nsF,Age_20_Ind_status_nsP,Age_20_TotM,Age_20_TotF,Age_20_TotP,Age_21_Indig_M,Age_21_Indig_F,Age_21_Indig_P,Age_21_NonInd_M,Age_21_NonInd_F,Age_21_NonInd_P,Age_21_Ind_status_nsM,Age_21_Ind_status_nsF,Age_21_Ind_status_nsP,Age_21_TotM,Age_21_TotF,Age_21_TotP,Age_22_Indig_M,Age_22_Indig_F,Age_22_Indig_P,Age_22_NonInd_M,Age_22_NonInd_F,Age_22_NonInd_P,Age_22_Indig_st_nsM,Age_22_Indig_st_nsF,Age_22_Indig_st_nsP,Age_22_TotM,Age_22_TotF,Age_22_TotP,Age_23_Indig_M,Age_23_Indig_F,Age_23_Indig_P,Age_23_NonInd_M,Age_23_NonInd_F,Age_23_NonInd_P,Age_23_Indig_st_nsM,Age_23_Indig_st_nsF,Age_23_Indig_st_nsP,Age_23_TotM,Age_23_TotF,Age_23_TotP,Age_24_Indig_M,Age_24_Indig_F,Age_24_Indig_P,Age_24_NonInd_M,Age_24_NonInd_F,Age_24_NonInd_P,Age_24_Indig_st_nsM,Age_24_Indig_st_nsF,Age_24_Indig_st_nsP,Age_24_TotM,Age_24_TotF,Age_24_TotP,Age_20_24_Indig_M,Age_20_24_Indig_F,Age_20_24_Indig_P,Age_20_24_NonInd_M,Age_20_24_NonInd_F,Age_20_24_NonInd_P,Age_20_24_Indig_st_nsM,Age_20_24_Indig_st_nsF,Age_20_24_Indig_st_nsP,Age_20_24_TotM,Age_20_24_TotF,Age_20_24_TotP,Age_25_29_Indig_M,Age_25_29_Indig_F,Age_25_29_Indig_P,Age_25_29_NonInd_M,Age_25_29_NonInd_F,Age_25_29_NonInd_P,Age_25_29_Indig_st_nsM,Age_25_29_Indig_st_nsF,Age_25_29_Indig_st_nsP,Age_25_29_TotM,Age_25_29_TotF,Age_25_29_TotP,Age_30_34_Indig_M,Age_30_34_Indig_F,Age_30_34_Indig_P,Age_30_34_NonInd_M,Age_30_34_NonInd_F,Age_30_34_NonInd_P,Age_30_34_Indig_st_nsM,Age_30_34_Indig_st_nsF,Age_30_34_Indig_st_nsP,Age_30_34_TotM,Age_30_34_TotF,Age_30_34_TotP,Age_35_39_Indig_M,Age_35_39_Indig_F,Age_35_39_Indig_P,Age_35_39_NonInd_M,Age_35_39_NonInd_F,Age_35_39_NonInd_P,Age_35_39_Indig_st_nsM,Age_35_39_Indig_st_nsF,Age_35_39_Indig_st_nsP,Age_35_39_TotM,Age_35_39_TotF,Age_35_39_TotP,Age_40_44_Indig_M,Age_40_44_Indig_F,Age_40_44_Indig_P,Age_40_44_NonInd_M
SAL50988,0,13,17,29,14,15,29,43,44,93,0,9,9,61,70,125,0,0,3,9,10,23,4,0,0,16,10,26,5,4,3,5,4,9,5,0,0,10,6,21,0,0,7,9,6,16,0,0,0,11,12,18,0,0,0,3,8,7,0,0,0,3,6,10,3,4,7,4,5,14,3,0,3,12,7,21,10,10,22,40,25,70,5,3,11,54,41,100,0,0,5,3,9,10,0,0,0,6,11,22,3,0,4,4,5,11,4,0,3,13,9,21,0,0,4,7,0,13,5,0,5,9,4,15,0,3,4,9,0,8,0,0,0,10,7,17,0,4,6,4,7,11,0,0,0,5,12,24,13,13,27,32,29,58,7,6,9,49,47,97,12,4,18,41,34,75,11,5,15,63,49,113,3,9,13,25,33,64,8,3,19,43,52,91,7,0,6,30,31,67,9,5,16,49,42,90,3,11,15,25
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50991,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,3
SAL50992,0,3,4,5,0,0,0,13,18,35,0,0,0,13,23,39,0,0,0,0,3,3,0,0,0,0,6,10,0,0,0,7,10,13,0,0,0,8,10,14,0,0,0,6,3,10,0,0,0,6,3,10,0,0,0,0,5,7,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,4,14,23,32,3,0,4,16,18,41,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,8,0,0,0,4,5,6,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,3,3,5,0,0,0,3,3,7,0,0,0,5,0,7,0,0,0,5,0,4,3,0,0,18,11,24,0,0,0,20,8,30,0,0,0,13,14,23,0,0,0,10,14,24,0,0,0,9,14,28,0,0,0,13,14,34,0,0,0,10,9,23,0,0,0,10,9,23,0,0,0,25
SAL50993,15,10,4,20,0,3,7,11,4,15,21,9,30,35,18,52,0,0,0,0,0,3,3,7,7,3,7,11,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,0,0,5,3,0,3,4,0,3,0,0,0,4,0,6,5,0,4,6,6,10,0,0,4,0,0,3,0,0,0,4,6,7,0,4,6,9,5,10,11,9,20,14,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,4,9,0,0,0,3,7,15,0,0,0,5,10,18,0,0,4,5,10,21,0,0,0,11,6,12,0,0,0,12,3,17,0,0,0,4,11,12,0,0,0,6,11,16,0,4,0,14
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,0,8,0,12,9,6,10,38,29,67,6,0,5,51,33,84,0,0,0,9,0,9,0,0,0,7,6,9,0,0,0,7,7,12,0,0,0,10,4,16,0,0,0,6,7,13,0,0,0,6,11,16,0,0,0,5,0,9,0,0,0,3,0,8,0,0,4,3,0,4,0,0,0,7,0,10,5,4,10,23,17,46,0,3,3,30,21,52,0,0,0,3,6,6,0,0,0,3,6,6,0,0,0,6,5,7,0,0,0,4,5,8,0,0,0,0,4,11,0,0,0,4,7,9,0,0,0,3,4,6,0,0,0,3,4,10,0,0,0,7,3,5,0,0,0,9,3,6,3,0,0,17,15,31,0,0,4,24,15,43,5,4,3,22,12,31,3,0,4,22,17,41,0,0,3,17,24,45,0,0,7,22,29,50,3,3,6,21,16,36,0,5,5,17,24,40,0,6,3,17
SAL50997,0,8,6,7,6,9,19,11,3,19,4,3,7,27,19,46,0,0,0,4,0,7,0,0,0,3,6,9,0,0,0,7,0,7,3,0,3,7,0,6,0,0,4,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,5,0,5,3,5,4,0,0,0,4,0,3,0,0,0,3,3,3,5,4,3,15,3,16,9,3,5,18,10,33,5,0,5,0,0,5,0,0,0,3,0,8,0,3,5,5,5,9,0,0,3,6,10,12,0,0,0,0,3,5,0,0,0,0,5,10,0,0,0,5,0,5,0,0,0,4,4,8,0,0,0,0,9,7,3,5,6,6,8,16,7,9,11,10,14,28,12,7,15,24,27,53,8,0,10,21,27,49,4,11,17,32,39,72,5,3,11,11,22,31,8,4,8,25,31,53,4,4,6,16,21,35,6,7,7,25,29,52,4,4,6,18
SAL50998,10,129,94,222,22,21,45,573,440,1009,21,20,37,617,477,1093,3,5,5,108,95,203,0,7,13,112,102,216,4,6,4,109,105,214,6,0,7,114,115,228,8,6,12,114,100,207,4,3,11,121,107,228,0,5,7,100,102,202,0,0,5,108,104,213,7,6,10,111,87,194,6,4,8,122,90,211,21,25,43,543,481,1021,18,16,39,574,525,1100,0,9,6,129,110,242,3,0,8,131,119,249,0,10,10,150,133,282,8,7,9,159,139,301,3,0,5,133,136,272,5,9,8,145,145,291,4,3,11,146,113,261,9,4,16,164,119,282,5,3,7,154,137,295,7,6,15,167,145,311,15,18,35,714,630,1343,34,16,57,767,666,1432,9,19,27,840,766,1608,38,18,54,890,807,1695,19,11,29,882,942,1818,51,38,92,952,987,1940,11,12,21,876,814,1692,39,27,72,925,854,1778,10,8,19,661
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
SAL51000,5,45,81,124,9,4,12,259,328,582,15,15,26,277,348,623,0,0,0,46,71,116,0,0,5,49,68,119,0,0,0,32,85,118,0,4,4,34,87,121,3,0,4,63,86,151,0,3,0,67,88,152,0,0,0,51,72,122,0,0,0,54,77,124,0,0,0,42,65,104,0,6,8,47,71,115,3,8,13,233,372,609,7,14,20,243,390,638,0,0,0,51,66,125,6,4,8,61,73,132,0,0,0,57,58,108,3,0,5,58,57,113,0,0,0,43,57,101,0,3,3,44,60,102,0,0,0,49,43,95,0,3,0,52,50,96,0,0,0,48,50,100,4,7,9,55,52,108,0,4,0,254,273,528,9,15,21,263,288,553,9,6,6,201,242,443,20,16,33,225,257,479,3,3,10,239,250,492,16,13,27,261,272,528,0,4,9,244,310,555,22,11,24,267,318,589,0,0,0,268
SAL51001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,3,14,10,32,7,4,9,74,59,130,14,9,27,96,79,170,3,6,6,14,18,29,0,0,5,22,16,36,0,8,8,20,15,35,4,0,4,28,19,45,4,0,4,8,16,29,3,0,4,17,21,34,0,0,4,17,12,23,5,0,5,17,14,31,3,0,4,13,15,29,0,4,3,16,18,32,4,7,17,76,69,145,13,4,19,96,82,178,0,0,0,5,4,12,0,0,0,9,6,18,0,0,0,12,13,18,0,0,3,12,11,19,0,0,0,14,7,21,3,0,3,13,7,20,0,0,0,11,11,23,0,0,6,15,10,30,0,0,0,8,4,18,5,0,5,12,4,22,0,0,0,49,41,92,15,7,15,63,47,106,0,10,7,33,56,92,0,4,7,41,71,112,0,5,5,59,58,121,7,8,18,67,75,139,0,4,3,63,57,117,10,11,21,69,73,143,5,8,11,51
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51006,0,0,0,0,8,0,4,0,0,0,0,0,0,8,0,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,4,6,4,11,0,13,0,0,0,0,0,0,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,3,0,0,0,0,0,0,3,0,7,3,3,8,3,0,3,3,0,3,12,3,18,3,5,3,0,0,0,5,0,5,9,5,5,0,5,5,0,0,0,0,0,0,0,5,7,0,0,3,0
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0
SAL51008,0,53,41,97,0,0,0,225,145,365,3,3,6,229,148,374,0,0,0,49,48,91,0,0,0,49,48,91,0,0,0,54,41,89,0,0,0,54,38,90,0,0,0,46,35,76,0,0,0,46,35,78,0,0,0,45,22,67,0,0,0,45,22,67,0,0,0,34,33,69,0,0,0,34,33,69,0,0,0,223,170,397,0,0,4,227,169,397,0,0,0,31,30,63,0,0,0,31,32,62,0,0,0,27,31,57,0,0,0,27,31,57,0,0,0,37,24,64,0,0,0,37,24,64,0,0,3,21,22,41,0,0,0,21,23,41,0,0,0,23,26,49,0,0,6,27,25,52,0,0,3,140,129,272,0,0,3,142,136,276,0,0,0,90,60,156,3,0,12,97,67,161,0,0,0,90,87,177,10,4,16,97,91,186,0,0,0,91,114,207,3,5,11,102,116,212,0,0,0,131
SAL51009,0,12,9,13,6,0,3,36,38,74,0,0,0,39,43,76,0,0,0,14,8,19,0,0,0,8,8,20,0,0,0,4,10,13,0,0,0,4,11,11,0,0,0,3,6,12,0,0,0,3,7,13,0,0,0,3,3,10,0,0,0,3,3,10,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,29,22,57,0,3,3,27,25,63,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,8,8,0,0,0,4,3,4,0,0,0,4,3,4,0,0,0,4,0,3,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,23,0,0,0,12,16,23,0,0,0,9,15,23,0,0,0,9,15,24,0,0,0,11,18,33,0,4,4,17,26,38,0,0,0,15,15,32,0,0,0,15,15,32,0,0,0,14
SAL51010,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,3,0,3,4,0,0,6,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51013,0,0,4,0,3,0,6,0,0,5,3,0,5,4,6,6,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,9,0,0,3,3,9,12,0,0,0,3
SAL51014,0,3,4,5,18,25,42,0,0,0,0,0,0,19,25,35,11,3,10,0,0,0,0,0,0,11,3,10,3,3,12,0,0,0,0,0,0,3,3,12,4,0,4,0,0,0,0,0,0,4,0,4,3,4,7,0,0,0,0,0,0,3,5,13,0,9,14,0,0,0,0,0,0,0,11,12,25,24,45,0,0,0,0,0,0,25,26,48,4,12,13,0,0,0,0,0,0,4,10,15,0,4,8,0,0,0,0,0,0,0,4,8,7,3,11,0,0,0,0,0,0,9,3,14,4,4,9,0,0,0,0,0,0,4,4,9,0,4,9,0,0,0,0,0,0,0,3,6,17,29,47,0,4,3,0,0,0,20,29,48,21,20,44,0,0,0,0,0,0,22,20,45,21,21,39,0,9,7,0,0,0,21,26,47,16,12,36,0,0,3,0,0,0,17,18,36,10,13,23,0
SAL51015,0,48,65,121,5,8,12,333,296,628,0,0,0,338,308,646,0,3,0,56,49,101,0,0,3,62,49,110,0,0,0,50,41,91,0,0,0,50,45,94,0,0,0,42,47,93,0,0,0,50,45,94,0,0,0,33,33,71,0,0,0,33,33,76,0,0,0,47,40,85,3,0,4,52,45,86,3,3,11,230,215,443,7,5,10,235,223,461,0,0,0,37,43,76,3,0,3,38,39,80,4,0,4,29,42,76,0,0,0,31,47,83,0,0,0,32,44,75,6,3,8,37,47,84,0,0,0,27,30,64,4,0,4,31,30,65,0,0,4,31,32,63,0,0,0,34,36,65,7,0,5,164,191,353,16,5,23,180,199,382,0,7,5,185,230,417,9,10,18,190,246,442,0,0,4,244,296,539,9,15,23,255,309,566,0,0,4,326,374,708,14,13,23,347,392,731,3,0,5,300
