SAL_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
SAL51228,0,0,0,4,0,7,0,0,0,4,3,7,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,10,12,29,0,0,0,17,12,29,0,0,0,0,0,0,3,0,8,3,0,8,0,0,0,23,19,37,3,6,11,21,22,46,0,0,0,11,12,29,0,0,0,12,12,28,0,0,0,5,4,10,0,0,0,5,4,9,0,0,0,0,0,0,0,0
SAL51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,14,6,14,0,0,0,8,0,6,0,0,0,8,0,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,3,0,0
SAL51230,0,3,5,179,233,410,0,0,0,185,237,418,8,16,23,413,356,771,0,0,0,423,372,797,0,8,3,102,90,192,0,0,0,104,91,194,0,0,0,8,11,19,0,0,0,8,11,19,3,8,15,162,110,267,0,0,0,171,116,283,3,3,6,126,71,199,0,0,4,132,76,207,0,5,6,33,9,45,0,0,0,31,18,52,0,3,3,32,30,67,0,0,0,32,38,67,8,23,34,536,622,1161,0,6,6,548,645,1196,0,0,0,31,15,48,0,0,0,31,15,48,0,10,10,355,386,735,0,6,3,359,396,751,43,39,84,4719,4054,8779,8,8,12,4774,4101,8869,0,0,9,189,120,311,923,607,1526,1117,731,1847,69,74,150,6373,5600,11974,937,616,1552,7383,6289,13670,43,35,80,4929,4267,9201,8,8,14,4985,4312,9301,17,18,39,986,948,1936,6,0,4,1005,972,1979,9,11,14,203,191,394,0,0
SAL51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,7,6,17,13,25,0,0,0,14,7,20,0,7,6,17,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51232,0,0,0,12,5,16,0,0,0,12,5,16,0,0,0,7,5,8,0,0,0,7,8,12,0,0,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,7,0,8,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,0,0,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,5,4,8,0,6,3,47,42,95,0,0,0,51,48,98,0,0,0,4,0,4,5,13,16,10,13,21,0,3,10,70,64,130,6,8,22,82,83,161,0,4,7,51,46,98,0,0,0,55,49,104,0,3,3,9,6,18,0,0,0,11,15,23,0,0,0,8,3,15,0,0
SAL51233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,19,0,0,0,14,10,20,0,0,0,14,3,10,0,0,0,14,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51234,0,0,0,119,234,349,0,0,0,119,238,356,4,9,6,351,401,752,0,0,0,357,407,766,0,0,0,47,67,118,0,0,0,50,67,117,0,0,0,4,0,3,0,0,0,4,0,3,5,6,9,233,166,399,0,0,0,235,174,403,3,0,3,108,64,174,0,0,0,109,64,174,0,0,0,22,29,55,0,0,0,22,29,55,0,0,0,21,30,49,0,0,0,21,34,49,13,6,16,247,443,689,0,0,0,261,450,704,0,0,0,13,19,32,0,0,0,13,16,27,9,7,12,304,395,696,0,0,0,308,402,716,55,47,99,5754,5853,11601,7,10,18,5811,5903,11722,0,0,4,192,186,380,189,107,296,385,297,677,76,66,144,7122,7448,14567,195,116,316,7394,7635,15029,57,55,114,5965,6091,12053,7,10,18,6030,6157,12184,15,9,22,803,937,1747,0,0,0,823,949,1769,4,0,5,128,191,315,0,0
SAL51235,0,0,0,5,0,7,0,0,0,5,0,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,4,9,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,5,4,3,14,16,26,0,0,0,14,17,28,0,0,0,0,0,4,0,0,3,4,10,6,3,3,5,25,23,45,0,0,3,29,33,61,5,4,3,14,16,26,0,0,0,14,17,28,0,0,3,4,4,9,0,0,0,4,7,10,0,0,0,4,0,6,0,0
SAL51236,0,0,3,48,85,135,0,0,0,53,85,136,3,4,8,81,83,161,0,0,0,82,84,169,0,0,0,14,20,32,0,0,0,17,20,32,0,0,0,0,6,0,0,0,0,0,6,0,3,3,11,42,35,79,3,0,3,50,39,93,0,3,6,28,16,45,0,0,0,38,21,53,0,0,0,6,8,13,0,0,0,10,3,14,0,0,0,12,23,29,0,0,0,12,23,29,3,4,10,67,90,156,0,0,0,76,93,168,0,0,0,4,3,10,0,0,0,4,3,10,4,6,8,44,73,112,0,0,0,49,76,121,28,46,76,757,647,1407,3,3,3,793,692,1489,4,0,8,36,49,79,90,76,169,128,127,255,50,55,110,1036,982,2019,98,77,175,1183,1122,2305,34,47,76,787,691,1481,3,3,3,827,737,1562,12,6,17,152,155,309,0,0,0,164,160,328,4,6,10,39,71,104,0,0
SAL51237,0,0,0,17,37,58,0,0,0,17,39,52,0,0,0,27,18,41,0,0,0,27,18,41,0,0,0,8,4,19,0,0,0,8,4,19,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,16,7,29,0,0,0,16,7,29,0,0,0,12,14,25,0,0,0,12,14,25,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,12,22,31,0,0,0,12,22,31,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,21,22,46,0,0,0,22,23,46,5,0,5,160,156,318,0,0,0,162,156,317,0,0,0,19,19,33,13,8,23,31,27,56,0,4,3,277,269,547,9,8,22,292,281,579,0,0,3,170,172,335,0,0,0,172,166,347,0,0,0,66,64,134,0,0,0,67,64,130,0,0,0,18,15,30,0,0
SAL51238,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,8,17,0,0,0,11,8,17,0,0,0,0,0,0,0,6,4,0,6,8,0,0,0,17,14,35,0,6,4,13,18,31,0,0,0,13,7,24,0,0,0,13,7,24,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0
SAL51239,0,0,0,13,10,22,0,0,0,11,10,22,0,0,0,0,4,7,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,11,9,22,0,0,0,15,9,20,0,0,0,7,4,14,0,0,0,7,4,14,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,5,3,3,0,0,0,5,3,3,0,0,0,5,3,14,0,0,0,5,3,14,0,0,0,5,5,9,0,0,0,5,5,9,0,0,0,9,5,11,0,0,0,9,5,11,0,0,0,34,24,57,0,0,0,34,24,60,0,0,0,0,4,5,13,8,19,15,11,23,0,0,0,75,48,122,11,8,17,86,56,141,0,0,0,39,23,62,0,0,0,41,23,67,0,0,0,17,11,33,0,0,0,17,11,33,0,0,0,4,3,11,0,0
SAL51240,0,0,0,6,13,17,0,0,0,8,13,18,0,0,0,7,10,16,0,0,0,7,10,16,0,0,4,0,3,4,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,4,0,0,0,5,7,12,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,5,3,7,0,0,0,9,6,15,0,0,0,9,6,15,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,6,10,10,0,0,0,6,7,10,0,0,0,72,56,129,0,0,0,71,57,129,0,0,0,3,9,10,4,0,10,10,10,17,4,3,5,106,90,204,4,0,10,111,97,214,0,4,3,70,64,127,0,0,0,72,59,133,0,0,0,22,15,39,0,0,0,22,15,39,0,0,4,10,6,12,0,0
SAL51241,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,6,8,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,18,13,28,0,0,6,16,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,0,0,6,21,24,49,0,0,0,18,16,30,0,0,6,16,15,30,0,0,0,3,7,7,0,0,0,3,7,7,0,0,0,0,0,0,0,0
SAL51242,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,0,0,0,4,6,13,0,0,0,3,4,8,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0
SAL51243,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,39,0,0,0,22,18,39,0,0,0,0,6,5,7,6,10,9,10,13,0,0,0,25,25,49,7,6,10,26,30,60,0,0,0,22,18,39,0,0,0,22,18,39,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,4,0,4,0,0
SAL51244,4,5,9,37,50,90,0,0,0,41,57,97,3,9,13,27,24,51,0,0,0,33,32,64,0,0,0,19,10,25,0,0,0,19,11,32,0,0,0,0,4,3,0,0,0,5,9,7,6,9,18,27,22,51,0,0,0,32,31,63,0,8,5,23,25,51,0,0,0,25,30,54,0,0,0,6,9,9,0,0,0,3,8,9,0,3,3,14,11,28,0,0,0,14,11,26,4,7,11,43,37,79,3,0,3,47,45,95,0,0,0,4,7,10,0,0,0,4,10,8,4,0,5,33,34,66,0,0,0,32,37,70,32,30,57,126,126,255,3,0,3,156,158,312,0,0,0,15,13,24,23,23,50,37,39,72,47,54,100,297,274,569,30,29,62,372,348,722,32,30,60,147,135,280,3,3,7,177,171,353,12,11,15,95,79,174,0,4,8,110,87,194,0,8,15,30,27,62,0,0
SAL51245,0,0,0,8,5,11,0,0,0,8,5,11,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,10,4,14,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,4,0,5,0,0,0,10,3,11,0,0,0,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,3,4,8,0,0,0,75,57,135,0,0,0,79,57,136,0,0,0,5,6,8,21,23,36,22,25,45,0,0,0,110,87,196,23,23,40,127,109,231,0,0,0,77,61,137,0,0,0,83,61,146,0,0,0,12,17,33,0,0,0,12,17,33,0,0,0,10,3,9,0,0
SAL51246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,10,10,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,7,0,0,0,0,5,6,0,0,0,23,17,43,0,0,0,23,17,43,0,0,0,0,0,0,5,3,8,5,3,3,0,0,4,36,27,62,5,3,5,45,27,74,0,0,0,28,16,39,0,0,0,28,16,39,0,0,0,8,4,16,0,0,0,8,10,20,0,0,0,0,0,0,0,0
SAL51247,5,9,13,244,379,625,0,6,9,247,397,644,9,22,35,186,255,444,3,5,8,203,287,482,0,0,4,107,102,206,0,0,0,110,104,211,0,0,0,11,16,24,0,0,0,11,19,22,6,3,14,179,140,317,4,0,4,190,147,337,4,3,7,168,96,263,0,0,0,168,102,273,0,0,5,36,30,65,0,0,0,38,32,72,0,4,5,79,79,160,0,0,0,81,82,164,6,17,25,252,336,586,0,0,0,257,349,614,0,0,0,42,30,72,0,0,0,45,31,77,13,7,20,210,251,459,4,3,7,221,265,485,58,46,107,1109,1139,2248,8,17,22,1182,1197,2377,6,5,14,121,134,256,166,140,308,290,281,575,108,90,196,2096,2279,4370,182,165,345,2377,2540,4914,71,49,119,1198,1229,2426,12,17,21,1279,1292,2569,19,20,45,476,577,1050,0,8,6,494,603,1099,4,5,16,162,227,390,0,0
SAL51248,0,0,5,36,42,71,0,0,0,35,42,74,0,0,0,33,36,69,0,0,0,33,36,70,0,0,3,13,15,20,0,0,0,17,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,38,0,0,0,32,10,42,0,0,4,29,10,42,0,0,0,27,16,45,0,0,0,4,4,3,0,0,0,4,6,6,0,0,0,3,5,9,0,0,0,3,5,9,0,4,3,34,51,84,0,0,0,34,51,85,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,30,35,64,0,0,0,34,35,69,13,8,23,282,285,570,0,0,0,296,293,590,6,0,5,22,9,24,64,58,118,84,66,150,18,16,31,442,441,881,64,58,126,528,516,1042,13,8,23,303,302,602,0,0,0,310,314,626,3,0,4,89,100,190,0,0,3,95,102,192,0,0,0,25,23,50,0,0
SAL51249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,19,0,0,0,11,6,19,0,0,0,11,9,18,0,0,0,11,9,18,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0
SAL51250,0,0,0,3,8,8,0,0,0,3,8,8,0,0,0,5,4,6,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,36,21,59,0,0,0,36,27,64,0,0,0,0,0,0,4,0,7,4,0,7,0,0,0,48,37,86,4,0,7,55,41,97,0,0,0,36,21,59,0,0,0,36,27,64,0,0,0,9,5,14,0,0,0,9,5,14,0,0,0,0,3,8,0,0
