SAL_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
SAL50384,16,36,35,575,812,810,2549,2401,2403,2600,2000,2000,510,460,460,1,0.8,0.8,4.3,3.3,3.4,9.1,1.9,2
SAL50385,0,63,63,0,762,762,0,2083,2083,0,500,500,0,0,0,0,0.6,0.6,0,1.8,1.8,0,0,0
SAL50386,16,42,41,575,753,751,1187,1708,1701,1181,1625,1625,330,260,285,0.8,0.7,0.7,3.6,2.5,2.5,0,0.9,0.9
SAL50387,52,49,49,612,828,826,2324,2083,2083,2821,1855,1896,0,300,300,0.9,0.7,0.7,3.7,2.6,2.6,33.3,0.4,0.9
SAL50388,41,49,49,574,977,953,1375,1317,1321,772,1032,980,0,151,151,0.8,0.6,0.7,2.7,2.1,2.1,11.1,0,0.7
SAL50389,24,39,39,1062,968,969,2666,2471,2480,1993,2176,2172,560,380,400,0.9,0.7,0.7,3.8,3,3,6.7,1.2,1.4
SAL50390,21,45,44,833,941,938,2624,2386,2388,1647,2100,2100,480,400,420,0.9,0.7,0.7,3.5,2.7,2.7,0,0.5,0.5
SAL50391,49,59,57,350,589,575,900,1062,1062,0,2167,2167,200,0,200,0.6,0.6,0.6,2,1.8,1.8,0,0,0
SAL50392,0,46,46,0,1375,1375,0,3250,3250,0,0,0,0,0,0,0,0.7,0.7,0,3,3,0,0,0
SAL50393,0,50,50,0,1025,1025,0,1437,1437,0,0,0,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50394,0,46,46,0,2250,2250,0,3749,3749,0,897,897,0,0,0,0,0.6,0.6,0,2.4,2.4,0,0,0
SAL50395,0,53,53,0,1062,1062,0,966,966,0,0,0,0,669,669,0,0.9,0.9,0,1.4,1.4,0,0,0
SAL50396,17,44,43,612,643,643,1786,1462,1469,1733,1842,1842,360,350,350,0.9,0.7,0.7,3.5,2.6,2.6,6,0.7,0.8
SAL50397,24,31,30,1187,1020,1021,2166,2132,2133,2050,1993,2000,373,360,360,0.8,0.8,0.8,2.8,3,3,0,2.7,2.6
SAL50398,22,41,36,324,1375,575,725,2750,1625,0,0,0,75,1000,88,1.7,1,1.3,3.3,2.4,2.8,33.3,0,12.5
SAL50399,25,39,38,824,705,705,1124,1523,1511,0,1941,1941,210,190,195,0.8,0.7,0.7,2,2.6,2.5,0,0.9,0.9
SAL50400,18,37,37,1312,962,975,3062,2644,2671,2078,2000,2021,350,390,390,0.9,0.8,0.8,3.9,3,3,5.3,1.1,1.3
SAL50401,34,53,53,2500,725,734,2250,1187,1281,2704,1775,1900,0,250,250,0.6,0.7,0.7,2,2.2,2.2,0,0,0
SAL50402,41,42,41,725,669,680,2749,1125,1291,2000,1950,1975,100,150,125,1,0.9,0.9,2.8,2.8,2.8,0,3.4,3
SAL50403,41,48,48,469,775,754,850,1091,1021,1083,1387,1387,250,220,220,0.9,0.8,0.8,2.2,1.9,2,2.3,2.9,2.8
SAL50404,18,49,49,428,582,577,687,981,975,1038,1387,1377,255,300,300,1,0.7,0.7,2.8,2.1,2.1,10,1.4,1.6
SAL50405,30,40,35,444,1337,855,1345,1959,1713,1733,1600,1638,150,200,180,1.1,0.7,0.9,3.3,1.9,2.5,17.4,1.6,8.1
SAL50406,0,31,31,0,1625,1625,0,3250,3250,0,0,0,0,0,0,0,0.8,0.8,0,3.3,3.3,0,0,0
SAL50407,0,54,54,0,628,628,0,1449,1449,0,1342,1342,0,350,350,0,0.8,0.8,0,2.6,2.6,0,7.1,7.1
SAL50408,0,40,40,0,1024,1024,0,2374,2374,0,3000,3000,0,0,0,0,0.9,0.9,0,3.1,3.1,0,0,0
SAL50409,28,43,43,777,789,789,1583,1686,1684,2184,2000,2000,350,340,340,0.9,0.7,0.7,2.7,2.4,2.4,4.2,1.7,1.7
SAL50410,0,30,30,0,1199,1199,0,1625,1625,0,0,0,0,0,0,0,0.8,0.8,0,3,3,0,0,0
SAL50411,0,47,47,0,900,900,0,1821,1821,0,1733,1733,0,168,168,0,0.7,0.7,0,2.5,2.5,0,1.5,1.5
SAL50412,46,44,44,1899,822,822,3250,1812,1833,1320,1300,1310,0,210,210,1,0.9,0.9,3,2.4,2.4,0,3.4,3.4
SAL50413,0,18,18,0,1012,1012,0,3250,3250,0,0,0,0,0,0,0,1.5,1.5,0,6,6,0,0,0
SAL50414,20,33,32,899,924,917,0,1875,1875,1430,1214,1300,0,300,300,0.8,0.8,0.8,4,2.8,2.9,0,0,0
SAL50415,30,34,34,856,1417,1355,2060,2839,2659,2522,2243,2343,267,368,350,1,0.9,0.9,2.8,2.9,2.8,5.6,1.8,2.6
SAL50416,29,52,51,479,604,600,1292,1072,1092,1200,1625,1600,270,267,268,0.9,0.7,0.7,3.2,2.2,2.3,3,1,1.1
SAL50417,45,36,36,1125,1125,1125,0,2250,2250,0,0,0,0,0,0,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL50418,0,60,60,0,1312,1312,0,1699,1699,0,0,0,0,0,0,0,0.7,0.7,0,1.5,1.5,0,0,0
SAL50419,22,47,46,474,633,627,1562,1271,1279,1408,1493,1486,285,300,300,1,0.7,0.7,3.5,2.3,2.4,11.8,1.5,1.9
SAL50420,0,42,42,0,724,724,0,1499,1499,0,792,792,0,0,0,0,0.8,0.8,0,2.7,2.7,0,8.3,8.3
SAL50421,0,51,51,0,1031,1031,0,2416,2416,0,1192,1192,0,190,190,0,0.7,0.7,0,2.5,2.5,0,3.8,3.8
SAL50422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50423,28,37,37,537,1171,1159,1025,2324,2305,2280,2300,2300,215,400,400,1,0.8,0.8,2.7,2.4,2.4,6.1,1.3,1.4
SAL50424,26,48,46,1042,671,685,1687,1042,1103,748,672,672,165,180,170,0.8,0.6,0.6,2.5,2.1,2.1,0,0.6,0.5
SAL50425,0,36,36,0,749,749,0,1458,1458,0,3250,3250,0,300,300,0,0.9,0.9,0,2.9,2.9,0,6.3,6.3
SAL50426,17,34,33,687,979,960,2062,2142,2134,1781,1733,1733,350,330,330,0.9,0.7,0.7,3.5,2.7,2.8,0,0.4,0.4
SAL50427,0,46,46,0,575,575,0,1125,1125,0,0,0,0,0,0,0,3,3,0,3.5,3.5,0,50,50
SAL50428,6,46,39,2500,933,966,2750,1124,1125,0,0,0,0,600,600,1.6,0.8,1,4.5,1.7,2.4,0,16.7,12.5
SAL50429,51,34,34,1125,1042,1062,3250,1125,1187,0,0,0,200,0,200,1,0.8,0.8,4,2.8,2.8,0,8.3,7.7
SAL50430,11,47,46,599,933,866,1875,2125,2124,0,217,217,0,0,0,1.1,0.8,0.8,3.5,2.9,2.9,0,0,0
SAL50431,18,54,53,472,592,590,1278,1190,1193,1650,1528,1530,340,303,310,0.9,0.6,0.6,3.2,2.2,2.2,4.7,1,1.1
SAL50432,0,62,62,0,1100,1100,0,1874,1874,0,0,0,0,0,0,0,0.6,0.6,0,2.6,2.6,0,0,0
SAL50433,0,51,51,0,966,966,0,2499,2499,0,2167,2167,0,1500,1500,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL50434,0,47,45,0,1291,1291,0,3750,3750,0,0,0,0,0,0,0,0.7,0.7,0,2.7,2.7,0,0,0
SAL50435,20,52,51,575,733,729,1824,1521,1521,1900,1723,1723,405,300,312,1,0.7,0.7,5,2.4,2.5,0,1.1,1.1
SAL50436,32,37,37,75,599,583,0,2031,1974,0,1742,1621,0,400,400,0.2,0.6,0.6,1,2.3,2.3,0,0,0
SAL50437,35,50,49,317,804,704,824,1161,1146,390,515,500,228,150,150,0.8,0.6,0.6,2.9,2,2,0,0,0
SAL50438,26,42,42,1036,951,951,3035,2388,2394,2167,2210,2208,473,460,460,0.8,0.7,0.7,3.4,2.8,2.8,2.3,0.6,0.6
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,4.5,4.5,0,0,0
SAL50441,23,41,41,866,883,883,1812,1738,1738,2000,1885,1885,450,450,450,0.9,0.7,0.7,3.2,2.6,2.6,9.1,0.4,0.5
SAL50442,25,35,32,331,1208,809,762,1875,1187,0,0,0,88,139,136,1.5,1.2,1.3,3.4,1.7,2.7,23.8,6.7,16.7
SAL50443,68,48,49,225,519,518,225,1062,1031,0,825,825,0,0,0,0.3,0.8,0.7,1,2.4,2.3,0,9.5,9.1
SAL50444,0,38,38,0,287,287,0,450,450,0,998,998,0,185,185,0,2,2,0,4,4,0,0,0
SAL50445,64,46,52,350,1062,1062,350,2250,2125,0,0,0,0,180,180,0.2,0.8,0.8,1,2.3,2.2,0,0,0
SAL50446,30,50,49,537,637,632,900,1386,1343,1192,1890,1733,355,270,274,0.8,0.8,0.8,3,2.4,2.4,0,1.1,1
SAL50447,14,63,63,0,1545,1545,0,2749,2749,0,3754,3754,0,650,650,0,0.5,0.5,0,2.1,2.1,0,0,0
SAL50448,0,52,52,0,474,474,0,850,850,0,1154,1154,0,150,150,0,1,1,0,2.1,2.1,0,0,0
SAL50449,0,45,45,0,1083,1083,0,1458,1458,0,0,0,0,0,0,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL50450,30,47,46,725,1042,1021,2250,1562,1562,867,1950,1900,0,46,46,2,0.8,0.8,2,2.3,2.3,100,0,2.8
SAL50451,0,42,42,0,825,825,0,1792,1792,0,0,0,0,300,300,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50452,28,47,47,481,686,679,1600,1182,1193,1487,1463,1470,320,298,300,0.9,0.6,0.7,3.1,2.1,2.1,6.7,1.1,1.3
SAL50453,23,31,31,599,805,801,1375,1839,1828,1681,1733,1733,340,350,350,0.8,0.9,0.8,2.6,2.9,2.9,9.1,5.2,5.3
SAL50454,21,41,38,525,891,822,1850,1726,1763,1299,1595,1545,250,262,262,1.1,0.8,0.8,3.6,2.4,2.6,17.4,1.3,4
SAL50455,0,56,56,0,939,939,0,2166,2166,0,1517,1517,0,138,138,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL50456,0,35,35,0,724,724,0,2374,2374,0,0,0,0,0,0,0,0.9,0.9,0,3.5,3.5,0,0,0
SAL50457,26,44,44,450,1082,1075,1593,2298,2288,2383,2600,2600,440,420,420,1,0.8,0.8,2.6,2.5,2.5,5.3,1,1
SAL50458,0,34,34,0,850,850,0,2250,2250,0,0,0,0,0,0,0,1.4,1.4,0,4,4,0,25,25
SAL50459,36,45,44,1125,1312,1208,1625,1687,1625,0,0,0,0,350,350,0.2,0.7,0.6,3,1.9,2,0,6.7,6.3
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,52,52,0,1949,1949,0,4624,4624,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL50462,0,61,61,0,630,630,0,1166,1166,0,1500,1500,0,238,238,0,0.6,0.6,0,1.8,1.8,0,0,0
SAL50463,0,40,40,0,537,537,0,1374,1374,0,0,0,0,0,0,0,0.8,0.8,0,2.5,2.5,0,0,0
SAL50464,39,35,35,908,1177,1174,1600,2012,2005,2034,1950,1950,400,410,410,0.9,1,1,1.8,1.8,1.8,2.6,3.8,3.8
SAL50465,17,48,47,325,886,873,2250,1687,1718,0,1950,1950,150,200,175,1,0.7,0.7,8,2.5,2.6,0,0,0
SAL50466,0,50,50,0,687,687,0,899,899,0,810,810,0,130,130,0,0.6,0.6,0,1.8,1.8,0,0,0
SAL50467,33,63,63,725,533,536,849,647,665,754,755,754,360,238,250,1.9,1.1,1.1,2.4,1.4,1.4,40,4.8,5.8
SAL50468,27,35,35,584,1058,1048,1518,2116,2100,2167,2065,2073,309,355,350,0.9,0.8,0.8,2.8,2.3,2.4,6.5,2.2,2.3
SAL50469,0,55,55,0,758,758,0,1374,1374,0,750,750,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50470,49,38,39,0,900,833,649,2250,1937,0,0,0,0,0,0,0.7,0.9,0.8,2.5,3.5,3.3,0,0,0
SAL50471,0,49,49,0,828,828,0,1949,1949,0,4333,4333,0,320,320,0,0.7,0.7,0,2.5,2.5,0,2.3,2.3
SAL50472,20,42,41,579,722,717,1875,1473,1485,1517,1517,1517,340,340,340,1,0.7,0.7,3.6,2.4,2.5,5.7,0.6,0.9
SAL50473,20,38,38,558,800,788,1625,1666,1664,1504,1733,1733,328,340,340,1,0.7,0.7,3.5,2.5,2.5,12.8,2.8,3.1
SAL50474,18,42,41,562,871,869,1833,2022,2016,1993,1950,1950,420,390,390,0.9,0.7,0.7,3.4,2.6,2.6,4,0.8,0.8
SAL50475,0,32,32,0,833,833,0,1625,1625,0,1430,1430,0,0,0,0,0.9,0.9,0,2.9,2.9,0,0,0
SAL50476,20,29,29,1145,1001,1004,2624,2016,2024,1950,1950,1950,350,350,350,0.9,0.8,0.8,3.5,2.9,2.9,7.4,1,1.1
SAL50477,20,38,38,450,944,938,0,1208,1208,0,2167,2167,0,0,0,0,1.4,1.4,0,2,2,0,13.3,13.3
SAL50478,0,52,52,0,1437,1437,0,3249,3249,0,2080,2080,0,150,150,0,0.6,0.6,0,2.5,2.5,0,0,0
SAL50479,0,37,37,0,724,724,0,1749,1749,0,0,0,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50480,13,47,46,0,700,700,575,1416,1375,0,2167,2167,420,295,300,0.6,0.7,0.7,2,2.6,2.6,0,2.1,2
SAL50481,16,52,51,225,652,647,2250,1424,1433,2167,1400,1506,0,250,250,1,0.8,0.8,3.3,2.5,2.5,0,3,3
SAL50482,16,33,32,676,844,840,1855,1846,1846,1937,1820,1833,330,350,350,1,0.8,0.8,3.5,2.9,2.9,8.9,2.2,2.5
SAL50483,49,47,48,900,1050,1025,2250,1875,2083,0,1701,1701,0,0,0,0.6,0.7,0.6,2,2.2,2.2,0,0,0
SAL50484,26,37,37,411,827,812,1208,1826,1805,1733,1850,1842,266,340,340,0.9,0.8,0.8,2.7,2.5,2.5,8.7,2.3,2.5
SAL50485,0,40,40,0,1125,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50486,43,72,71,524,613,609,524,1083,1055,0,1625,1625,203,315,300,0.5,0.6,0.6,1,1.6,1.6,0,0,0
SAL50487,34,53,52,349,469,463,649,816,762,1400,867,867,133,150,150,0.7,0.6,0.6,2.2,2.1,2.1,0,0,0
SAL50488,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,58,58,0,1062,1062,0,1999,1999,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL50490,0,46,46,0,1375,1375,0,1375,1375,0,0,0,0,0,0,0,0.5,0.5,0,1.7,1.7,0,0,0
SAL50491,23,62,61,491,549,549,1541,951,957,1925,1700,1701,360,320,320,0.9,0.6,0.6,3.4,2,2,5.9,0.3,0.4
SAL50492,52,52,52,464,705,696,1024,1088,1087,1560,1500,1500,160,240,235,0.8,0.7,0.7,2.2,1.9,1.9,3.3,1.3,1.3
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,56,56,0,1416,1416,0,2250,2250,0,0,0,0,160,160,0,0.6,0.6,0,1.7,1.7,0,0,0
SAL50495,0,29,29,0,1125,1125,0,1125,1125,0,0,0,0,0,0,0,0.3,0.3,0,1,1,0,0,0
SAL50496,61,63,62,450,833,833,0,1875,1875,0,3000,3000,0,0,0,0,0.9,0.9,0,2.9,2.9,0,0,0
SAL50497,20,37,36,749,972,967,1708,2036,2029,2384,2078,2090,250,347,340,1.2,0.9,0.9,3.1,2.5,2.5,17.5,3.8,4.3
SAL50498,0,49,49,0,949,949,0,1187,1187,0,3600,3600,0,210,210,0,1.2,1.2,0,2.4,2.4,0,10,10
SAL50499,64,52,53,500,1047,1016,0,3625,3625,0,3359,3359,0,250,250,0,1,1,0,3,3,0,0,0
SAL50500,23,51,50,662,635,635,1541,1202,1207,1950,1625,1625,310,300,300,0.9,0.7,0.7,3.2,2.2,2.2,6.3,0.9,1
SAL50501,9,55,55,0,1019,1019,1125,2194,2166,1083,2059,1950,0,300,300,0.7,0.7,0.7,3,2.4,2.4,0,1.2,1.2
SAL50502,22,42,41,474,750,745,1187,1544,1533,1600,1700,1700,320,313,314,0.9,0.7,0.7,3.2,2.4,2.4,7,1.5,1.7
SAL50503,61,39,44,350,1187,1125,350,350,350,0,0,0,90,0,90,1,1,1,1,1,1,0,0,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,57,0,57,225,0,225,225,0,225,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
SAL50507,0,54,54,0,262,262,0,649,649,0,0,0,0,0,0,0,1.3,1.3,0,1.5,1.5,0,0,0
SAL50508,32,34,33,361,1403,486,850,2250,1375,5063,433,1625,100,108,100,1.1,0.7,1,3.2,1.8,2.6,24.4,2.1,15.6
SAL50509,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50510,20,42,42,524,1216,1215,2625,3575,3570,2500,3250,3250,400,600,600,0.9,0.8,0.8,3,3,3,7.1,0.8,0.9
SAL50511,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,33,52,52,1125,655,659,1125,1208,1199,0,1814,1814,120,250,250,0.3,0.8,0.8,1,2.1,2.1,0,3.8,3.8
SAL50513,38,42,41,0,687,687,0,1375,1375,0,1500,1500,0,190,190,0,0.8,0.8,0,2.3,2.3,0,0,0
SAL50514,0,65,65,0,949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,50,50,0,589,589,0,1125,1125,0,2300,2300,0,883,883,0,0.9,0.9,0,3,3,0,7.7,7.7
SAL50516,57,33,34,1375,1875,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,35,41,41,900,773,774,3250,1855,1875,3142,1733,1733,600,350,350,1.1,0.7,0.7,3.7,2.7,2.7,16.7,2.3,2.6
SAL50518,22,39,38,527,818,810,1473,1619,1614,1672,1733,1733,350,350,350,0.9,0.7,0.7,3.1,2.4,2.5,7.7,1.6,1.8
SAL50519,44,40,40,824,2110,2039,574,1374,899,0,0,0,50,0,50,0.6,1.5,0.9,1.7,2,1.8,0,0,0
SAL50520,22,46,46,1062,1018,1020,2249,1552,1573,0,1285,1285,0,155,155,0.8,0.7,0.7,3,2.2,2.2,0,1.4,1.4
SAL50521,29,29,29,0,1937,1875,0,2749,2749,0,0,0,0,0,0,0,0.8,0.8,0,2,2,0,0,0
SAL50522,30,42,41,537,1028,1021,1375,1830,1822,2600,2167,2167,320,380,380,1,0.8,0.8,2.3,2,2,7.1,1.9,2
SAL50523,28,58,58,589,499,503,1625,802,813,2600,1500,1509,435,230,231,1.4,0.8,0.8,3.1,2,2,38.5,2.9,3.9
SAL50524,0,59,59,0,1125,1125,0,1687,1687,0,0,0,0,0,0,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL50525,26,52,52,1875,536,553,2999,1283,1296,2600,1733,1733,465,250,250,1.1,0.7,0.7,3.9,2.5,2.6,10,1.5,1.8
SAL50526,56,54,55,225,875,850,575,1291,1208,0,750,750,0,400,400,0.6,0.7,0.7,2,2.3,2.3,0,0,0
SAL50527,4,37,37,1375,1125,1137,1625,1958,1916,0,471,471,125,92,109,1,0.7,0.7,4,2.5,2.6,0,0,0
SAL50528,31,40,39,3250,2281,2323,0,1375,1375,0,0,0,0,0,0,0,1.3,1.3,0,4,4,0,0,0
SAL50529,22,24,24,1333,1454,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50530,50,44,47,271,1187,687,1125,2250,1458,4333,826,1083,63,130,75,0.8,0.7,0.8,2.4,2.2,2.3,9.1,0,3.8
SAL50531,20,45,27,378,1375,425,1125,2250,1187,0,0,0,69,0,69,1.2,0.8,1.1,3.7,3,3.5,22.2,0,16.7
SAL50532,0,55,55,0,630,630,0,1062,1062,0,0,0,0,0,0,0,0.7,0.7,0,1.7,1.7,0,0,0
SAL50533,29,46,46,387,872,865,2583,2319,2330,2275,2000,2000,500,380,380,0.9,0.7,0.7,3.7,2.9,2.9,0,1.1,1.1
SAL50534,20,51,50,485,684,677,1297,1336,1333,1559,1733,1733,332,360,360,1,0.6,0.6,3.4,2.3,2.3,10.9,0.9,1.3
SAL50535,0,45,45,0,860,860,0,1687,1687,0,2054,2054,0,264,264,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL50536,30,49,47,419,681,645,858,1181,1142,976,1450,1400,200,230,220,0.9,0.7,0.7,2.5,2,2,8.3,1.5,2.1
SAL50537,0,48,48,0,1531,1531,0,2250,2250,0,2166,2166,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50538,32,36,34,310,1375,374,462,1625,649,0,0,0,41,41,41,1,0.8,1,3,2.2,2.8,0,0,0
SAL50539,22,40,39,593,715,702,2124,1523,1542,0,1149,1149,0,290,290,0.8,0.8,0.8,4,2.6,2.7,0,1.8,1.7
SAL50540,28,43,30,225,1625,236,956,1875,1292,0,0,0,50,150,50,1.9,0.6,1.6,5.9,1.3,5,67.6,0,53.2
SAL50541,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50542,21,47,47,550,923,917,3250,2431,2449,3000,2286,2300,230,350,350,0.9,0.8,0.8,3.8,2.9,2.9,0,2.8,2.7
SAL50543,0,43,43,0,887,887,0,1792,1792,0,1060,1060,0,250,250,0,0.7,0.7,0,2.7,2.7,0,0,0
SAL50544,0,55,55,0,437,437,0,949,949,0,0,0,0,0,0,0,0.8,0.8,0,2.6,2.6,0,0,0
SAL50545,56,47,49,2500,1416,1458,0,3250,3250,0,3878,3878,0,192,192,0,0.8,0.8,0,2.5,2.5,0,0,0
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,28,41,40,850,744,746,1687,1591,1603,2167,1647,1699,320,303,305,0.8,0.7,0.7,2.8,2.6,2.6,0,2.3,2.2
SAL50549,0,41,41,0,1107,1107,0,1375,1375,0,434,434,0,75,75,0,0.6,0.6,0,2.1,2.1,0,0,0
SAL50550,23,36,36,461,590,582,1151,1243,1239,1547,1400,1400,280,295,293,0.9,0.8,0.8,2.9,2.6,2.6,11.5,5.8,6.1
SAL50551,26,41,41,380,714,700,900,1495,1473,1434,1600,1580,300,310,310,0.8,0.8,0.8,3.1,2.7,2.7,0,2.8,2.6
SAL50552,25,45,45,1042,875,876,2125,2102,2103,1842,1950,1950,350,385,380,0.7,0.7,0.7,2.8,2.6,2.6,0,0.9,0.9
SAL50553,19,36,35,472,797,784,1274,1640,1620,1647,1517,1517,282,340,330,0.9,0.7,0.7,3.6,2.6,2.7,12.7,2.6,3.2
SAL50554,23,58,52,38,849,725,2750,1874,1875,0,1950,1950,0,0,0,1.3,0.7,0.7,4,2.5,2.6,0,0,0
SAL50555,0,28,28,0,1031,1031,0,2124,2124,0,1000,1000,0,0,0,0,0.7,0.7,0,3.1,3.1,0,0,0
SAL50556,26,34,34,387,853,848,575,1581,1562,700,1300,1300,185,280,280,1.2,1,1,2,2.1,2.1,18.2,7.3,7.5
SAL50557,15,36,35,900,948,945,1656,1992,1973,1192,1700,1700,325,320,320,0.9,0.7,0.7,3.7,2.6,2.7,3.8,0.3,0.6
SAL50558,0,45,45,0,872,872,0,1916,1916,0,2080,2080,0,225,225,0,0.7,0.7,0,2.7,2.7,0,0,0
SAL50559,17,42,41,0,774,749,0,1312,1312,0,1759,1759,0,209,209,1.5,0.8,0.8,6,2.4,2.4,0,5.4,5.3
SAL50560,0,40,40,0,1083,1083,0,2583,2583,0,1750,1750,0,100,100,0,0.8,0.8,0,2.8,2.8,0,0,0
SAL50561,25,55,55,833,678,682,3374,1411,1426,3300,2400,2400,269,300,300,1.1,0.7,0.7,5.2,2.5,2.6,11.1,1.5,1.6
SAL50562,44,43,43,1875,1107,1110,2750,2125,2137,0,1733,1733,0,420,420,0.3,0.9,0.9,2,2.7,2.7,0,1.8,1.8
SAL50563,0,57,57,0,574,574,0,900,900,0,0,0,0,0,0,0,1.1,1.1,0,1.5,1.5,0,25,25
SAL50564,31,42,39,393,861,697,1062,1604,1458,774,650,680,220,200,200,0.9,0.7,0.7,3.4,2.4,2.6,12.5,1.1,2.5
SAL50565,29,34,33,1125,1374,1218,0,1875,1875,0,0,0,0,0,0,0,0.7,0.7,0,2.4,2.4,0,0,0
SAL50566,21,30,30,593,903,895,1437,1903,1891,2000,1755,1777,340,350,350,0.9,0.7,0.8,3.1,2.8,2.8,4.9,1.1,1.3
SAL50567,19,63,63,225,780,774,1375,1202,1233,0,2000,2000,330,370,368,1,0.6,0.6,3,1.9,2,0,0,0
SAL50568,0,50,50,0,899,899,0,1124,1124,0,0,0,0,700,700,0,0.6,0.6,0,2.1,2.1,0,0,0
SAL50569,25,55,55,466,666,657,1125,914,923,1491,934,934,200,180,180,0.9,0.7,0.7,2.8,1.9,2,0,1,0.9
SAL50570,0,46,46,0,604,604,0,1062,1062,0,0,0,0,100,100,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL50571,18,50,49,687,921,918,3249,2165,2169,2221,2253,2253,540,400,400,1.1,0.7,0.7,4.1,2.6,2.6,15.4,0.8,1
SAL50572,60,40,41,900,724,725,1375,1499,1375,0,552,552,100,0,100,0.6,0.8,0.8,2,3.1,3,0,0,0
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,22,38,38,478,641,635,1286,1252,1254,1517,1500,1500,288,290,290,0.9,0.8,0.8,3.1,2.5,2.5,6.6,3.3,3.5
SAL50575,0,45,45,0,921,921,0,1718,1718,0,1867,1867,0,295,295,0,0.9,0.9,0,2.6,2.6,0,4,4
SAL50576,0,37,37,0,687,687,0,1374,1374,0,1436,1436,0,0,0,0,1.2,1.2,0,2.4,2.4,0,9.1,9.1
SAL50577,62,41,42,3249,982,1018,6499,1583,1625,0,1000,1000,0,140,140,0.6,0.7,0.7,2,2.4,2.4,0,2.2,2.1
SAL50578,43,53,52,612,547,547,762,1156,1125,834,986,986,190,238,225,0.9,0.7,0.7,2.5,2.1,2.2,0,3.2,3
SAL50579,63,66,66,599,503,503,1375,850,860,2600,1339,1428,125,250,245,0.9,0.6,0.6,2.7,1.8,1.8,33.3,0,0.7
SAL50580,38,37,37,1125,933,966,1374,1708,1625,0,1354,1354,250,123,125,0.4,0.8,0.7,2,2.6,2.6,0,4.8,4.3
