SAL_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
SAL50123,0,0,0,0,0,0,6,3,12,3,11,8,4,12,16,9,13,25,3,14,20,9,27,34,14,39,54,12,36,43,13,48,60,7,28,36,6,107,114,14,43,57,5,6,12,105,387,491
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,3,3,0,0,0,0,7,7,0,0,0,0,17,17
SAL50126,0,5,5,0,3,3,0,15,15,3,16,18,0,51,50,3,44,41,0,35,42,0,43,40,0,31,32,0,26,28,0,26,28,0,27,27,0,46,47,0,35,42,0,10,10,6,413,428
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,0,9,9,0,8,8,0,12,12,0,20,20,0,50,50,3,37,38,0,36,38,0,44,43,0,38,38,3,48,45,0,39,37,0,33,38,0,84,91,0,40,41,0,9,9,6,507,517
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,16,16
SAL50131,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,6,6,0,6,6,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,24,27
SAL50132,0,10,10,0,6,6,0,10,11,0,13,19,6,52,60,3,47,52,0,50,47,0,51,54,6,58,63,0,32,32,0,46,48,0,32,30,0,84,80,3,37,37,0,9,9,18,537,558
SAL50133,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,7,7,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,32,32
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,4,6,0,0,0,0,11,13
SAL50137,0,9,9,0,8,4,0,15,14,0,16,18,0,35,35,0,32,27,0,17,20,0,37,36,0,34,36,0,20,28,0,29,28,0,26,26,0,63,65,0,48,49,0,11,11,0,400,406
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,8,10
SAL50140,0,0,0,0,0,0,0,3,3,0,7,7,0,3,3,0,0,0,0,0,0,0,6,6,0,3,7,0,0,0,0,5,5,0,0,0,0,5,5,0,7,7,0,0,0,0,39,43
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL50142,0,0,0,0,0,0,0,0,0,0,3,8,0,8,8,0,0,0,0,6,6,3,7,15,0,3,3,0,5,5,0,6,6,0,0,0,0,4,4,0,10,11,0,0,0,3,52,66
SAL50143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,5,7,4,16,22,4,0,7,0,0,0,11,28,40
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50145,0,5,5,0,0,0,0,0,0,0,5,5,0,3,3,0,9,9,0,0,0,0,9,9,0,3,3,0,4,4,0,3,3,0,5,5,0,3,3,0,4,8,0,0,0,0,53,57
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,10,10
SAL50147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50148,0,44,45,0,22,22,0,30,30,0,66,66,0,159,159,0,149,149,0,129,129,0,200,201,0,220,219,0,152,156,4,169,170,0,121,123,7,467,471,0,151,150,0,32,30,11,2111,2120
SAL50149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,0,0,0,0,0,0,0,0,4,4,0,10,10,0,14,14,0,5,11,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,49,55
SAL50152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,15,13
SAL50153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50155,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50157,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,0,0,0,0,4,0,4,4,0,6,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,26,30
SAL50158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,7,7,0,0,0,0,0,0,0,26,26
SAL50159,0,24,21,4,16,14,12,24,34,16,44,56,9,89,96,15,72,88,6,72,81,13,113,130,15,192,209,16,145,160,5,149,153,10,125,134,16,268,285,15,111,126,3,26,31,155,1470,1618
SAL50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,14,19
SAL50161,0,12,12,0,4,4,0,9,6,0,23,23,0,56,55,0,42,42,0,38,41,3,39,43,3,27,28,0,20,20,0,20,19,0,21,22,0,34,34,0,30,30,0,9,9,6,384,388
SAL50162,0,4,4,0,0,0,0,0,0,0,6,3,0,9,9,0,8,12,0,9,9,0,17,17,0,17,18,0,17,17,0,17,17,0,5,5,0,24,24,0,14,14,0,6,6,0,153,155
SAL50163,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,5,5,0,0,0,0,3,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,28,28
SAL50164,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,17,21
SAL50165,0,3,3,0,0,0,0,6,6,0,0,0,0,10,9,0,3,3,0,4,4,0,5,5,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,7,7,0,0,0,0,46,45
SAL50166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,9,9
SAL50167,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,0,0,0,0,4,4,0,4,4,0,0,7,0,0,0,0,23,30
SAL50168,0,4,4,0,0,0,0,0,0,0,15,15,0,24,27,0,13,13,0,7,7,0,21,21,0,24,24,0,19,24,0,23,23,3,20,24,0,42,48,0,17,17,0,4,4,3,233,251
SAL50169,0,0,0,0,0,0,0,11,11,0,21,21,0,48,50,0,30,33,0,34,38,0,43,43,0,57,54,0,34,34,0,39,39,0,37,37,0,37,39,3,35,37,0,16,18,3,442,454
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6
SAL50172,0,3,3,0,0,0,0,19,19,0,20,21,3,56,57,3,33,38,0,24,24,0,45,45,0,28,28,0,24,23,0,19,17,0,10,10,0,26,27,0,29,32,0,14,14,6,350,358
SAL50173,0,17,19,0,3,3,3,30,31,4,34,40,7,59,69,4,140,147,16,199,213,8,321,327,15,439,452,11,403,413,8,294,299,8,233,240,23,300,321,5,257,265,0,14,15,112,2743,2854
SAL50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,9,9,0,6,6,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,0,38,38
SAL50175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,0,0,0,0,8,12
SAL50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
SAL50177,0,3,3,0,0,0,0,4,4,0,14,14,0,22,20,0,22,22,0,16,16,0,12,15,0,15,22,0,9,9,0,9,9,0,10,8,0,16,16,0,13,10,0,3,3,0,168,171
SAL50178,0,15,13,0,9,9,7,27,33,3,46,54,0,83,87,5,51,54,4,61,61,0,45,47,0,70,70,4,63,64,0,51,49,0,72,70,3,175,177,3,35,37,0,16,16,29,819,841
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,0,29,26,0,15,15,3,36,42,3,53,54,4,202,206,5,142,140,0,122,125,0,109,111,3,116,119,6,85,91,0,76,81,0,44,44,0,79,83,3,103,106,0,23,29,27,1234,1272
SAL50181,0,4,4,0,8,8,0,4,4,0,3,3,0,11,11,0,11,11,3,21,22,0,19,18,0,29,29,0,23,23,4,31,36,0,23,21,0,92,94,0,39,39,0,0,0,7,318,323
SAL50182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50183,0,21,21,0,14,17,0,32,39,4,75,75,6,181,185,4,190,198,5,153,155,9,164,173,5,149,159,0,124,122,3,106,107,5,61,66,4,112,110,0,129,137,0,40,40,45,1551,1604
SAL50184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,7,7,0,7,7,0,14,11,0,20,18,0,25,25,0,24,24,3,88,85,0,21,24,0,0,0,3,209,207
SAL50185,0,3,8,4,0,4,10,11,19,11,12,25,13,23,39,7,23,28,4,16,22,6,25,34,4,26,27,0,21,28,0,13,17,6,24,31,3,40,48,5,25,20,3,12,15,76,274,365
SAL50186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50187,4,20,21,0,10,10,11,31,34,16,58,74,5,104,105,11,83,93,7,99,112,3,109,118,3,111,120,5,71,79,0,49,53,0,28,27,0,48,42,9,65,70,5,12,18,79,898,976
SAL50188,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,8,8,0,12,15,0,11,11,0,8,8,0,5,7,0,7,7,0,4,4,0,14,14,0,5,5,0,0,0,0,82,87
SAL50189,0,3,6,0,0,7,3,7,12,7,13,17,4,31,37,0,25,29,3,24,27,0,15,18,0,25,23,0,25,25,0,11,11,0,7,7,0,20,24,0,19,20,3,8,11,20,233,274
SAL50190,10,11,19,5,5,14,45,5,54,42,14,52,30,42,71,24,30,56,12,36,54,20,59,75,33,82,116,37,77,111,19,72,92,16,64,84,17,158,176,58,74,134,44,11,57,412,740,1165
SAL50191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,6,6,0,0,0,0,0,0,0,0,0,0,13,13,0,5,5,0,0,0,0,31,35
SAL50192,0,0,0,0,0,0,0,11,6,3,4,8,0,11,11,0,6,10,0,7,7,0,12,12,0,6,6,0,6,9,0,0,0,0,9,9,0,0,0,0,3,3,0,0,0,3,75,81
SAL50193,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,0,0,0,0,8,8,0,4,4,0,0,0,0,3,3,0,6,6,0,12,12,0,5,5,0,0,0,0,50,50
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,0,4,4,0,5,5,0,0,0,0,0,0,3,3,10,0,3,3,0,0,4,0,9,5,0,5,5,0,8,8,0,4,4,0,4,4,0,5,5,0,0,0,0,4,4,3,54,61
SAL50196,0,9,9,0,4,4,0,6,6,0,10,13,0,44,47,0,28,29,3,16,15,0,26,24,0,33,36,0,11,13,0,16,13,0,11,11,0,25,25,0,15,17,5,0,6,8,254,268
SAL50197,0,5,5,0,4,5,0,9,9,0,17,25,0,52,53,5,47,48,0,37,37,0,32,35,3,41,47,0,36,36,0,16,16,0,17,15,0,41,44,4,42,49,0,12,12,12,408,436
SAL50198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4
SAL50199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,0,15,15
SAL50200,0,6,6,0,0,7,3,3,9,5,6,15,6,14,15,3,19,19,4,20,25,6,42,48,14,69,81,7,84,91,12,92,101,13,77,93,21,312,330,7,70,77,0,10,14,101,824,931
SAL50201,0,55,55,0,35,35,0,57,58,5,99,103,0,251,251,4,229,235,4,219,223,0,289,289,3,247,251,6,231,240,0,214,218,0,185,192,4,507,509,0,181,183,0,41,41,26,2840,2883
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,8,8,0,3,3,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,29,29
SAL50204,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,8,8,0,0,0,0,4,4,0,10,7,0,4,4,0,3,3,0,14,9,0,10,10,0,6,6,0,3,3,3,70,65
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,12
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50207,0,28,30,0,15,15,4,38,37,0,54,55,6,129,138,4,104,109,0,120,124,8,166,180,11,211,223,4,179,184,0,123,128,0,114,119,4,242,246,4,236,243,0,26,26,45,1785,1857
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,12,12
SAL50210,0,21,23,0,11,11,0,30,31,0,53,53,3,135,143,9,126,137,0,116,117,0,151,151,7,177,187,3,129,132,0,121,125,3,127,128,3,340,346,3,100,103,0,20,20,31,1657,1707
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,13,8
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,8
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,4,4,0,3,3,0,5,5,0,7,7,0,16,16,0,17,14,0,17,17,4,21,24,0,36,34,0,19,18,0,28,28,0,16,16,0,38,38,0,31,31,0,4,4,4,262,259
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50221,0,17,17,0,9,9,0,15,15,0,17,17,0,38,38,0,31,31,0,40,40,0,63,63,0,105,108,3,105,109,4,119,116,0,114,114,8,416,419,0,144,140,0,17,17,15,1250,1253
SAL50222,0,0,0,0,0,0,0,4,4,0,0,0,0,7,7,0,8,8,0,8,8,0,9,8,0,9,10,0,10,10,0,11,11,0,10,10,0,10,10,0,9,9,0,0,0,0,95,95
SAL50223,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,7,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,21,25
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,0,37,37,0,11,11,0,23,22,0,37,38,0,49,52,0,74,72,0,58,58,0,95,95,0,117,115,0,117,117,3,122,121,0,96,100,3,352,360,3,69,69,0,10,10,9,1267,1277
SAL50227,0,6,6,0,0,0,0,0,0,0,0,0,0,9,9,0,11,11,0,6,6,0,8,8,0,18,18,0,19,19,0,33,33,4,35,34,4,77,80,0,36,36,0,0,0,8,258,260
SAL50228,0,22,22,0,5,9,0,19,19,0,39,39,3,139,138,0,127,128,0,79,79,3,86,90,3,60,60,0,50,57,0,36,36,0,30,35,3,56,59,0,53,54,0,33,36,12,834,861
SAL50229,3,69,68,0,22,26,17,110,125,15,179,193,14,306,318,14,399,414,16,352,366,14,480,499,14,589,600,13,441,460,6,356,362,7,269,278,5,427,428,11,459,468,5,48,53,154,4506,4658
SAL50230,0,50,49,0,27,27,8,98,104,6,145,154,10,280,297,13,348,363,20,473,490,36,636,675,33,772,809,24,651,674,20,510,532,12,418,434,23,668,687,39,597,634,3,54,57,247,5727,5986
SAL50231,5,18,19,9,3,14,44,11,57,30,26,60,34,49,87,27,43,68,23,57,77,34,80,108,35,126,165,35,133,169,33,141,172,22,136,161,46,329,375,53,173,225,12,26,40,442,1351,1797
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,8,8
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50234,0,0,0,0,0,0,0,0,0,0,5,5,0,6,6,0,11,8,0,5,5,4,4,7,0,3,3,0,8,8,0,0,0,0,0,0,0,12,14,0,10,10,0,4,4,4,68,70
SAL50235,0,14,17,0,9,9,0,33,34,4,45,42,6,151,155,5,129,141,0,66,69,3,65,70,5,65,76,0,44,47,0,37,39,3,33,32,0,40,37,3,39,37,0,23,23,29,793,828
SAL50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50238,0,0,0,0,0,0,18,0,18,21,0,21,10,0,11,10,0,13,0,0,4,10,3,10,0,0,4,0,5,5,0,3,3,0,0,0,0,10,10,11,3,13,24,0,20,104,24,132
SAL50239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50240,0,30,34,0,10,15,7,54,62,11,87,98,10,191,204,9,165,171,5,168,179,13,171,185,8,193,202,5,120,128,3,82,90,4,44,46,3,71,82,11,92,105,3,31,32,92,1509,1633
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,9,9
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,8,12
SAL50244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50245,0,167,167,0,62,62,4,170,175,3,266,272,5,549,552,8,695,704,16,716,732,7,980,990,7,1281,1288,14,1071,1083,8,928,941,11,783,787,17,1673,1686,14,892,905,0,97,100,114,10330,10444
SAL50246,0,66,66,0,24,24,0,75,73,4,101,107,9,203,212,0,217,221,3,192,201,5,294,298,5,306,309,0,280,284,0,197,197,0,123,125,8,213,221,3,184,188,3,43,51,40,2518,2577
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50248,0,5,5,0,0,0,4,4,8,4,8,15,0,23,30,0,24,24,0,16,16,0,13,17,0,18,19,0,24,23,0,11,11,0,14,14,0,39,42,3,21,24,0,10,10,11,230,258
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50251,0,20,28,0,5,5,5,14,17,4,44,52,5,125,129,5,74,74,8,68,75,4,87,91,6,104,106,0,88,87,3,60,67,0,42,48,0,68,68,3,112,118,0,15,17,43,926,982
