SAL_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
SAL51055,14,17,33,1202,1353,2556,58,49,110,1281,1423,2699,11,9,18,735,692,1422,0,3,7,747,698,1444,0,0,0,33,30,62,0,0,0,33,30,62,11,9,18,763,718,1478,0,3,7,777,726,1508,5,11,11,435,627,1057,3,4,9,439,639,1078,0,3,3,10,7,17,53,37,94,61,54,113,0,0,0,4.2,4,4.1,0,0,0,4.1,4,4.1,75,38.9,55.9,63.4,53.1,58,5.1,6,5.5,60.8,51.3,55.8,75,38.9,55.9,60.7,51,55.6,5.1,6,5.5,58.3,49.3,53.6,4,6,5,78,144,221,0,0,0,83,151,231,10,5,15,643,538,1183,0,0,3,659,543,1202,0,0,0,70,51,123,0,0,0,70,49,123,0,0,4,52,40,96,0,0,0,55,41,94,0,0,0,25,46,74,0,0,0,25,46,74,0,5,5,145,240,381,0,0,0,145,244,391,4,3,8,121,161,286,0,0,0,123,168,292,6,4,10,356,171,529,0,0
SAL51056,14,11,25,455,441,899,46,33,71,514,476,994,16,3,17,308,248,561,0,0,0,325,250,578,0,0,0,15,18,29,0,0,0,18,17,31,11,4,20,329,261,593,0,0,0,340,269,611,0,6,4,127,172,304,0,0,0,128,182,309,0,0,0,0,0,4,42,30,66,45,27,76,7.1,16.7,10,5.2,5.4,5.3,0,0,0,5.2,5.6,5.4,93.3,54.5,76.9,71.5,59.6,65.7,2.4,0,1.4,66.5,55.9,61.4,86.7,45.5,69.2,67.8,56.4,62.2,2.4,0,1.4,63,52.7,58,0,4,5,28,37,63,0,0,0,25,36,64,10,0,14,283,211,493,0,0,0,298,211,508,0,0,0,39,12,52,0,0,0,39,12,52,0,0,0,3,4,11,0,0,0,3,4,11,0,0,0,0,6,9,0,0,0,0,6,9,0,0,0,24,50,68,0,0,0,26,49,68,0,0,0,15,43,58,0,0,0,15,43,58,4,4,4,167,83,246,5,0
SAL51057,0,0,0,0,4,8,0,6,6,0,11,11,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,63.6,66.7,0,0,0,100,100,100,0,0,0,100,63.6,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51058,0,0,0,23,21,49,0,0,0,23,22,50,0,0,0,16,12,32,0,0,0,16,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,32,0,0,0,16,12,32,0,0,0,10,5,20,0,0,0,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,63.6,59.6,0,0,0,56,60.9,58.3,0,0,0,56,63.6,59.6,0,0,0,56,60.9,58.3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,16,13,27,0,0,0,16,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,13,6,17,0,0
SAL51059,0,5,7,54,41,89,7,9,13,65,49,111,0,0,0,48,31,75,0,0,0,48,27,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,31,75,0,0,0,48,30,75,0,0,0,8,6,14,0,0,3,9,10,17,0,0,0,0,0,0,9,3,10,9,3,8,0,33.3,25,0,0,0,0,0,0,0,3.2,1.3,50,75,66.7,85.2,75.7,81.3,12.5,0,7.7,75,67.4,71.8,50,50,50,85.2,75.7,81.3,12.5,0,7.7,75,65.2,70.9,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,45,18,63,0,0,0,44,20,68,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,11,6,0,0,0,0,4,4,0,0,0,0,4,4,0,0,6,16,5,19,0,0
SAL51060,0,0,0,83,77,151,9,8,13,88,79,167,0,0,0,37,36,76,0,0,0,37,36,76,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,48,36,85,0,0,0,48,36,85,0,0,0,29,33,66,0,0,0,29,38,66,0,0,0,4,4,4,9,8,13,12,8,19,0,0,0,10.9,0,6,0,0,0,10.9,0,6,0,0,0,56.8,50,53.5,0,0,0,51.7,45.7,48.8,0,0,0,50.6,50,50.3,0,0,0,46.1,45.7,45.9,0,0,0,0,3,10,0,0,0,0,3,10,0,0,0,36,30,69,0,0,0,36,30,69,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,4,5,9,0,0,0,4,5,9,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,8,13,19,0,0,0,8,13,19,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,30,9,37,0,0
SAL51061,0,0,0,19,13,28,0,0,0,19,9,30,0,0,0,15,9,27,0,0,0,15,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,27,0,0,0,15,9,27,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.3,90.9,86.2,0,0,0,83.3,83.3,83.3,0,0,0,83.3,90.9,86.2,0,0,0,83.3,83.3,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,25,0,0,0,15,9,25,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0
SAL51062,0,0,0,43,31,77,3,0,3,46,36,79,0,0,0,25,13,40,0,0,0,25,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,39,0,0,0,20,13,39,0,0,0,15,14,30,0,0,0,15,14,30,0,0,0,0,0,0,3,0,3,6,3,5,0,0,0,4.3,0,2.5,0,0,0,4.3,0,2.5,0,0,0,54.8,53.1,54.1,0,0,0,50,50,50,0,0,0,52.4,53.1,52.7,0,0,0,47.8,50,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,39,0,0,0,25,14,39,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,3,5,10,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,14,5,18,0,0
SAL51063,4,0,0,9,13,23,0,0,0,15,12,26,4,0,0,9,5,16,0,0,0,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,8,19,0,0,0,15,8,21,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,5.6,0,0,0,0,11.1,4.8,100,100,100,100,61.5,78.3,0,0,0,100,64.3,80.8,100,100,100,100,53.8,73.9,0,0,0,100,57.1,76.9,4,0,0,7,0,4,0,0,0,10,6,11,0,0,0,4,7,14,0,0,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,5,4,0,0,0,3,5,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0
SAL51064,12,25,40,1249,1537,2785,111,121,230,1368,1684,3051,9,7,12,643,645,1287,4,0,4,652,649,1300,4,0,6,49,64,109,0,0,0,47,65,111,8,8,15,689,708,1399,4,0,4,701,715,1420,5,19,24,550,815,1358,6,5,12,553,836,1394,0,0,0,13,18,25,97,112,208,115,124,241,33.3,16.7,26.7,6.7,9,7.9,0,0,0,7,9.1,8,81.8,21.4,38.5,55.2,46.1,50.2,1.8,0.8,1.3,51.2,42.5,46.4,54.5,17.9,28.2,51.6,42,46.3,1.8,0.8,1.3,47.6,38.7,42.7,0,0,0,67,136,207,0,0,0,67,138,207,9,3,11,559,495,1052,4,0,4,565,495,1065,0,0,0,40,24,64,0,0,0,40,24,64,0,0,0,120,96,205,0,0,0,120,96,205,0,0,0,30,47,85,0,0,0,30,47,85,0,0,0,311,328,634,0,0,0,310,325,643,0,0,0,139,144,281,0,5,7,139,149,287,0,0,0,165,108,277,0,0
SAL51065,0,0,0,11,7,19,0,0,0,7,11,24,0,0,0,9,7,20,0,0,0,9,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,0,0,0,9,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,90,100,94.4,0,0,0,90.9,88.9,90,100,0,50,90,100,94.4,0,0,0,90.9,88.9,90,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,9,3,14,0,0,0,9,3,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SAL51066,0,0,0,4,9,13,0,0,0,6,9,12,0,0,0,4,9,13,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,85.7,100,91.7,0,0,0,100,100,100,0,0,0,85.7,100,91.7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,4,9,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL51067,5,7,8,138,139,277,11,12,20,149,157,304,0,0,3,83,82,163,0,0,0,86,89,175,0,0,0,0,4,8,0,0,0,0,4,8,0,3,6,84,85,173,0,0,0,91,93,179,0,0,0,47,51,97,0,0,0,47,53,102,0,0,0,3,0,5,7,11,21,10,10,27,0,20,16.7,2.3,4.7,3.5,0,0,0,2.3,5.4,3.9,50,71.4,66.7,63.2,62.8,63,9.1,9.1,9.1,59.1,59.4,59.2,50,57.1,55.6,61.8,59.9,60.8,9.1,9.1,9.1,57.7,56.1,56.9,0,0,0,0,6,8,0,0,0,0,6,8,0,0,3,81,76,150,0,0,0,77,81,159,0,0,0,4,7,15,0,0,0,4,10,14,0,0,0,5,8,9,0,0,0,5,8,9,0,0,0,4,7,4,0,0,0,4,7,4,0,0,0,14,15,30,0,0,0,14,17,29,0,0,0,8,16,30,0,0,0,8,16,30,0,3,0,41,19,58,0,0
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,50,0,0,0,100,0,50,0,0,0,100,0,50,0,0,0,100,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,3,5,6,753,911,1669,23,19,41,785,932,1713,3,0,7,493,496,990,0,0,0,500,496,998,0,0,0,20,23,42,0,0,0,20,22,38,3,5,4,517,520,1028,0,0,0,518,519,1036,0,0,0,234,376,613,0,4,3,235,384,623,0,0,0,9,12,22,19,12,32,28,29,51,0,50,16.7,3.5,4.1,3.8,0,0,0,3.5,4.2,3.9,66.7,100,75,68,56.7,61.8,4.5,5.9,5.1,66.2,55.9,60.6,66.7,50,62.5,65.6,54.4,59.5,4.5,5.9,5.1,63.9,53.5,58.3,0,0,3,64,132,194,0,0,0,63,133,199,3,0,3,423,358,783,0,0,0,428,362,790,0,0,0,36,38,70,0,0,0,36,38,70,0,0,0,47,48,92,0,0,0,47,48,92,0,0,0,21,40,59,0,0,0,21,40,59,0,0,0,158,212,369,0,0,0,162,212,377,0,0,3,60,83,144,0,0,0,58,87,148,0,0,0,163,98,261,0,0
SAL51070,6,6,9,177,169,343,45,34,75,223,211,433,5,0,3,124,104,227,0,0,0,125,110,232,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,122,104,226,0,0,0,125,110,239,0,0,5,50,62,106,0,3,3,51,65,118,0,0,0,4,0,6,39,32,71,46,31,80,0,0,0,1.6,0,0.9,0,0,0,1.6,0,0.8,66.7,50,55.6,70.6,62.5,66.7,2.3,0,1.3,57.1,52.2,54.8,66.7,50,55.6,69.5,62.5,66.1,2.3,0,1.3,56.3,52.2,54.3,0,4,4,5,8,10,0,0,0,5,9,11,5,0,3,118,93,214,0,0,0,119,97,212,0,0,0,21,9,29,0,0,0,21,9,29,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,5,7,0,0,0,0,5,7,0,0,0,11,18,31,0,0,0,11,21,28,0,0,0,15,20,33,0,0,0,15,20,33,0,0,0,52,22,75,0,0
SAL51071,4,0,3,52,43,89,4,0,6,57,45,99,0,5,0,35,21,58,0,0,0,37,28,64,0,0,0,3,0,3,0,0,0,3,0,3,0,5,0,32,23,59,0,0,0,41,27,64,0,0,0,14,20,32,0,0,0,17,13,32,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8.6,3.8,6.6,0,0,0,8.1,3.6,6.2,50,66.7,60,70,61.9,66.3,33.3,0,25,67.3,60.9,64.4,50,66.7,60,64,59.5,62,33.3,0,25,61.8,58.7,60.4,0,0,0,4,6,3,0,0,0,4,6,3,0,5,0,28,22,51,0,0,0,32,22,52,0,0,0,6,6,11,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,4,4,0,0,0,0,3,5,0,0,0,26,10,36,0,0
SAL51072,0,0,0,5,4,13,0,0,4,5,3,11,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,40,54.5,0,0,0,57.1,33.3,46.2,0,0,0,66.7,40,54.5,0,0,0,57.1,33.3,46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL51073,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,66.7,0,0,0,100,50,66.7,0,0,0,100,50,66.7,0,0,0,100,50,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51074,0,0,0,13,12,24,0,0,0,13,12,24,0,0,0,13,9,21,0,0,0,13,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,24,0,0,0,13,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.3,0,0,0,0,10,4.3,0,0,0,100,100,100,0,0,0,100,100,100,0,0,0,100,90,95.7,0,0,0,100,90,95.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,0,0,0,13,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
SAL51075,0,0,0,19,11,30,0,4,5,16,16,30,0,0,0,19,6,23,0,0,0,19,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,23,0,0,0,19,6,23,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,4,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,66.7,85.2,0,0,0,93.8,57.1,76.7,0,0,0,100,66.7,85.2,0,0,0,93.8,57.1,76.7,0,0,0,0,6,6,0,0,0,0,6,6,0,0,0,13,3,21,0,0,0,13,3,21,0,0,0,5,4,3,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0
SAL51076,0,0,4,122,111,231,20,18,41,145,133,278,0,0,4,87,65,161,0,0,0,95,69,160,0,0,0,3,0,7,0,0,0,3,0,7,0,0,4,95,69,164,0,0,0,102,69,166,0,0,0,28,42,67,0,0,0,28,42,67,0,0,0,0,0,0,22,18,35,22,18,35,0,0,0,5.3,1.5,3.7,0,0,0,5.1,1.4,3.6,100,100,100,77.2,61.8,70,4.8,0,2.5,67.3,53.1,60.6,100,100,100,73.2,60.9,67.4,4.8,0,2.5,63.9,52.3,58.5,0,0,0,10,9,21,0,0,0,10,9,21,0,0,4,79,58,139,0,0,0,83,55,143,0,0,0,10,3,12,0,0,0,10,3,12,0,0,0,8,4,12,0,0,0,8,4,12,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,4,11,12,0,0,0,4,11,12,0,0,0,5,9,12,0,0,0,5,10,16,0,0,0,43,20,63,0,0
SAL51077,0,0,0,11,12,21,0,0,0,11,14,25,0,0,0,9,11,11,0,0,0,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,0,0,0,9,11,18,0,0,0,0,6,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,70,66.7,68.2,0,100,100,70,71.4,70.8,0,100,100,70,66.7,68.2,0,100,100,70,71.4,70.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,0,0,0,9,11,18,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0
SAL51078,0,0,0,16,13,24,3,0,7,16,10,34,0,0,0,8,8,13,0,0,0,8,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,15,0,0,0,6,8,15,0,0,0,10,4,14,0,0,0,10,4,14,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,12.5,0,6.7,0,0,0,12.5,0,6.7,0,0,0,50,58.3,53.6,0,0,0,42.1,53.8,46.9,0,0,0,43.8,58.3,50,0,0,0,36.8,53.8,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,0,0,0,6,8,13,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0
