SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,7,0,6
SAL50430,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,4,5,3,9,14,3,0,3,9,11,17
SAL50431,0,24,19,39,0,3,8,67,81,146,154,130,282,219,218,435,38,40,71,552,682,1236,150,138,287,738,860,1597
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,8
SAL50433,0,0,0,0,0,0,0,0,0,0,18,16,35,18,16,35,0,0,0,0,0,0,18,16,35,16,19,36
SAL50434,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,4,4,0,4,3
SAL50435,0,4,0,0,0,0,0,0,9,10,16,24,42,21,26,49,3,0,3,19,26,49,21,24,43,41,51,90
SAL50436,0,0,0,0,0,0,0,4,0,4,0,0,4,11,0,7,0,0,0,38,37,75,6,0,7,47,39,83
SAL50437,0,0,0,0,0,0,0,7,8,14,24,27,51,36,33,65,4,5,9,16,28,41,24,27,51,43,54,97
SAL50438,0,33,69,98,0,0,3,45,58,104,162,126,285,207,187,392,15,18,31,2310,2221,4527,168,135,301,2497,2376,4869
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50441,0,16,28,45,0,0,0,37,21,63,222,175,401,262,203,462,11,15,24,754,790,1544,227,182,410,993,986,1981
SAL50442,0,0,0,0,0,0,0,0,0,0,10,15,22,9,14,23,12,17,26,0,10,9,10,15,22,20,37,61
SAL50443,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,8,0,0,0,8,3,9,4,0,8,8,9,21
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,3,0,6,3,0,6
SAL50446,0,0,3,3,0,0,0,0,7,9,21,12,34,24,16,41,7,3,6,42,54,101,21,17,39,66,81,145
SAL50447,0,0,0,0,0,0,0,4,6,6,10,3,15,12,8,22,0,0,0,12,6,16,10,3,15,16,11,30
SAL50448,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,4,3,3,0,3,4,6,12
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,0,0,8,7,12
SAL50450,0,0,0,0,0,0,0,0,0,0,4,3,10,9,3,14,0,0,0,7,13,19,4,3,10,14,14,31
SAL50451,0,0,0,0,0,0,0,0,0,0,5,5,10,5,5,11,0,0,0,0,8,7,5,5,10,4,10,21
SAL50452,0,13,20,25,0,0,0,30,32,60,89,86,176,120,117,237,22,26,42,330,348,684,96,84,178,446,461,905
SAL50453,0,36,82,116,0,0,0,53,44,99,147,112,260,198,157,356,11,21,31,922,1018,1936,147,117,257,1077,1150,2230
SAL50454,0,4,0,3,0,4,7,8,3,17,36,32,67,45,39,89,28,20,49,65,54,124,36,32,67,126,111,238
SAL50455,0,0,0,0,0,0,0,0,0,0,9,7,17,9,7,17,0,0,0,3,0,3,9,7,17,9,7,20
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50457,0,15,32,49,0,0,0,25,19,41,149,144,290,170,160,329,13,13,26,949,1110,2059,151,145,295,1115,1265,2378
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,6,5,3
SAL50459,0,0,0,0,0,0,0,0,0,0,4,6,9,4,6,9,0,0,0,3,0,3,4,6,9,11,6,7
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
SAL50462,0,0,0,3,0,0,0,0,0,0,4,6,6,4,6,6,0,0,0,0,5,3,4,6,6,9,8,14
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50464,0,71,112,179,3,0,3,44,50,102,542,360,900,595,408,1010,23,9,37,1023,1212,2232,542,360,907,1581,1589,3170
SAL50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,18,32,0,0,0,20,18,35
SAL50466,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,5,5,0,5,5
SAL50467,0,0,0,0,0,0,0,3,6,11,32,26,57,33,28,65,3,0,3,8,14,19,32,26,57,42,33,75
SAL50468,0,59,66,125,0,0,4,32,36,69,337,268,609,369,312,678,41,31,72,1289,1382,2673,337,273,612,1668,1687,3356
SAL50469,0,0,0,0,0,0,0,0,0,0,7,0,9,7,0,9,0,0,0,0,0,0,7,0,9,7,0,9
SAL50470,0,0,0,0,0,0,0,0,0,0,5,3,9,5,3,9,0,0,0,4,8,10,5,3,9,8,9,19
SAL50471,0,0,0,0,0,0,0,0,0,3,15,14,25,11,14,27,0,0,0,9,12,20,15,14,25,19,25,49
SAL50472,0,23,40,59,4,3,4,45,49,91,269,209,474,314,256,574,67,88,149,897,868,1763,269,208,477,1228,1162,2395
SAL50473,0,9,13,26,3,5,6,26,18,41,90,83,170,116,96,215,21,24,42,389,449,841,90,83,170,501,547,1056
SAL50474,0,16,21,39,0,0,0,12,42,57,74,40,115,86,87,175,13,13,30,547,637,1186,72,42,115,641,690,1329
SAL50475,0,0,0,0,0,0,0,0,0,0,13,10,19,13,10,19,0,0,0,8,0,6,13,10,19,20,8,28
SAL50476,0,19,29,56,0,0,0,11,14,23,108,68,174,112,77,194,10,14,25,494,530,1022,112,70,175,612,607,1217
SAL50477,0,0,0,0,0,0,0,4,0,3,0,0,3,8,3,5,0,0,0,12,0,15,0,0,3,10,4,17
SAL50478,0,0,0,0,0,0,0,0,0,0,5,3,6,5,5,9,0,0,0,0,4,5,5,3,6,4,4,13
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL50480,0,0,0,0,0,0,0,0,0,8,6,4,12,5,10,18,0,0,0,12,15,27,6,4,12,16,20,42
SAL50481,0,0,0,0,0,0,0,0,3,3,12,11,22,14,11,23,6,0,8,28,32,58,12,11,22,45,41,84
SAL50482,0,117,155,273,11,7,14,104,129,238,598,483,1077,702,622,1328,211,221,431,3517,3632,7147,604,492,1100,4327,4341,8676
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,3,0,3
SAL50484,0,11,11,22,0,0,0,11,17,28,97,71,165,109,91,197,13,14,30,390,377,771,94,71,173,507,468,969
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0
SAL50486,0,0,0,0,0,0,0,9,5,8,3,5,14,13,13,24,0,0,0,10,14,27,3,5,14,17,25,39
SAL50487,0,0,0,0,0,0,0,0,0,0,8,7,12,8,8,19,3,0,3,4,10,11,8,7,12,14,16,28
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,0,10,32,40,3,0,5,42,53,95,80,67,150,123,119,247,22,33,56,374,446,825,83,75,159,486,547,1036
SAL50492,0,0,7,8,0,0,0,21,12,30,93,90,181,106,109,218,6,4,13,144,167,308,90,93,188,241,264,510
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,5,0,0,3,4,3,8
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50497,0,12,11,20,3,0,5,23,23,47,118,82,197,147,107,250,20,16,33,243,265,505,127,89,215,384,369,754
SAL50498,0,0,0,0,0,0,0,3,0,3,3,4,4,5,4,8,0,0,0,0,0,0,3,4,4,5,4,11
SAL50499,0,0,0,0,0,0,0,0,0,0,8,5,13,8,5,13,0,0,0,3,7,8,8,5,13,5,16,20
SAL50500,0,10,30,43,5,0,5,31,32,59,127,96,224,162,122,286,28,23,52,489,521,1009,127,104,229,641,648,1287
SAL50501,0,0,0,0,0,0,0,0,0,0,8,10,16,6,8,19,0,0,0,16,21,36,8,10,16,24,32,54
SAL50502,0,20,19,41,3,0,4,42,61,105,84,67,154,129,129,256,22,15,38,498,544,1048,84,67,154,602,626,1235
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50508,0,3,4,3,12,10,22,5,0,6,48,58,106,58,70,131,83,75,158,23,30,52,48,58,106,153,162,321
SAL50509,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0
SAL50510,0,31,29,57,0,0,0,18,15,28,71,61,133,86,71,163,4,8,15,1418,1416,2831,72,63,143,1496,1490,2984
SAL50511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50512,0,0,0,5,0,0,0,0,4,5,7,7,13,12,11,24,0,0,0,14,29,42,7,7,13,23,36,60
SAL50513,0,0,0,0,4,0,4,70,0,70,0,0,0,71,0,71,4,0,4,76,4,83,0,0,0,82,4,88
SAL50514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,4,4,8
SAL50516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50517,0,5,11,14,0,0,0,3,3,8,28,27,59,36,32,65,0,0,0,117,107,223,28,27,59,142,138,284
SAL50518,0,58,74,138,12,18,27,53,55,111,302,231,532,370,298,669,93,99,193,1345,1443,2787,309,236,540,1748,1774,3524
SAL50519,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,4,9,0,0,0,13,4,14
SAL50520,0,3,0,3,0,0,0,5,0,8,14,13,22,19,16,33,0,0,0,33,32,56,14,13,22,44,40,87
SAL50521,0,0,0,0,0,0,0,0,0,0,10,5,13,10,5,13,0,0,0,0,0,0,10,5,13,10,5,13
SAL50522,0,34,56,91,9,0,9,53,42,89,386,271,657,440,311,749,26,26,55,815,1002,1811,390,275,660,1228,1302,2531
SAL50523,0,3,5,9,0,0,0,15,16,28,56,41,98,73,54,125,4,3,3,77,70,148,56,41,98,139,110,254
SAL50524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50525,0,4,8,4,0,0,0,11,6,16,20,5,32,30,15,47,3,0,8,65,74,139,22,5,30,93,84,172
SAL50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,3
SAL50527,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,7,4,0,4,5,9,21,3,3,7,14,13,28
SAL50528,0,0,0,0,0,0,0,0,0,0,95,8,107,96,8,108,0,0,0,5,4,4,95,8,107,97,16,112
SAL50529,0,3,0,7,0,0,0,3,0,6,321,83,407,324,90,409,0,0,0,19,9,26,321,83,407,342,91,433
SAL50530,0,0,0,0,5,0,5,0,0,0,5,3,4,11,3,13,0,0,0,8,3,6,5,4,7,13,8,19
SAL50531,0,0,0,0,0,0,6,0,0,0,5,0,4,0,4,5,11,15,24,0,6,9,5,0,4,15,16,30
SAL50532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50533,0,3,9,11,0,0,0,10,10,17,45,27,68,51,34,86,11,3,11,271,302,570,45,23,67,323,327,651
SAL50534,0,7,21,29,3,0,6,22,22,43,107,97,203,126,120,247,24,35,52,309,340,652,103,99,205,441,472,912
SAL50535,0,0,0,0,0,0,0,0,0,3,6,5,10,3,7,8,0,0,0,9,10,17,6,5,10,11,13,27
SAL50536,0,7,17,25,6,10,14,11,16,35,150,148,300,169,176,348,53,49,96,244,301,545,150,152,303,448,500,951
SAL50537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50538,0,0,0,0,0,0,4,0,0,0,11,10,19,13,16,24,4,7,13,0,0,0,10,10,23,18,20,35
SAL50539,0,0,8,8,0,0,0,8,3,9,25,29,53,30,27,60,5,0,4,48,42,91,25,29,53,75,76,145
SAL50540,0,0,0,0,7,4,11,0,0,0,0,0,3,8,6,20,24,25,53,0,0,0,0,0,3,29,31,58
SAL50541,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4
SAL50542,0,4,11,13,0,0,4,15,15,24,86,65,150,102,76,176,12,15,24,298,314,611,90,65,146,397,395,787
SAL50543,0,0,0,0,0,0,0,0,0,0,6,3,9,4,3,9,0,0,0,11,8,17,6,3,9,16,9,24
SAL50544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
SAL50545,0,0,0,0,0,0,0,0,0,0,0,6,9,0,5,4,0,0,0,0,3,6,0,6,9,8,5,13
SAL50546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50548,0,6,0,5,0,0,6,4,5,10,27,19,46,29,30,61,8,4,11,104,106,210,29,20,53,139,132,273
SAL50549,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,0,0,0,0,5,3,3,0,5,0,0,9
SAL50550,0,51,73,126,9,8,18,87,66,156,217,175,393,312,255,566,52,77,124,1096,1142,2243,220,187,411,1369,1398,2775
SAL50551,0,7,9,9,0,0,8,6,5,8,24,20,38,32,23,57,4,8,15,134,137,271,24,20,38,162,160,324
SAL50552,0,9,20,28,0,0,5,17,12,25,59,40,101,74,52,125,5,4,10,347,350,696,65,43,105,410,399,813
SAL50553,0,9,22,33,3,4,4,16,23,38,47,45,91,67,66,139,36,42,79,332,385,716,52,41,96,420,470,892
SAL50554,0,0,0,0,0,0,0,0,0,0,6,0,12,6,0,12,0,0,0,5,7,10,6,0,12,9,5,17
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,3,6
SAL50556,0,21,29,51,4,0,6,11,13,25,52,49,98,65,61,129,5,7,9,343,365,706,52,49,98,400,419,816
SAL50557,0,8,3,8,0,0,0,4,5,9,16,22,40,22,20,44,16,20,33,116,132,243,19,22,37,148,170,317
SAL50558,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,10,7,17,3,0,3,11,6,24
SAL50559,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,14,8,25,3,0,3,14,10,28
SAL50560,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,4,0,0,0,0,9,5,3,0,4,5,5,13
SAL50561,0,4,7,12,0,0,0,3,5,9,25,26,50,27,32,60,3,4,10,118,124,239,25,26,50,147,149,299
SAL50562,0,6,0,7,0,0,0,3,5,4,35,29,66,37,32,70,0,0,0,65,65,129,35,29,66,101,97,199
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50564,0,4,0,4,0,0,0,4,4,10,16,18,38,23,18,47,12,16,27,47,42,98,16,24,40,85,85,164
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,14,0,11
SAL50566,0,16,36,57,0,0,0,28,30,57,150,107,258,176,133,313,26,36,63,814,822,1632,152,109,258,989,968,1957
SAL50567,0,0,0,0,0,0,0,0,4,5,3,0,8,7,8,12,0,0,0,12,13,29,3,0,8,20,18,37
SAL50568,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,0,0,0,4,0,3,3,3,6
SAL50569,0,0,0,0,0,0,6,9,0,10,27,30,64,40,37,75,8,3,12,35,35,74,27,30,64,74,76,152
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,3,3,6
SAL50571,0,7,8,14,0,0,0,6,10,15,38,28,72,48,36,83,10,8,20,353,392,751,42,28,73,402,436,843
SAL50572,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,0,0,0,4,5,5,4,3,4,10,9,12
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,6,114,125,240,18,12,27,197,225,426,531,512,1043,742,749,1496,143,159,298,2414,2606,5016,546,516,1068,3098,3281,6379
SAL50575,0,0,5,3,0,0,0,0,8,4,12,4,19,15,13,24,0,0,0,31,23,54,12,4,19,41,23,69
SAL50576,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,0,0,0,3,0,3,4,3,8,4,8,13
SAL50577,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,3,0,0,0,6,7,22,0,3,6,8,8,21
SAL50578,0,0,0,0,0,0,0,0,0,3,5,9,6,7,4,12,0,0,0,14,21,33,5,9,6,18,30,47
SAL50579,0,0,0,0,0,0,0,3,6,9,5,0,9,10,9,18,0,0,0,13,14,34,5,0,9,23,20,40
SAL50580,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,10,7,12,0,0,3,11,10,13
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,14,0,0,0,7,10,13
SAL50582,0,0,5,4,0,0,0,3,3,4,12,10,24,17,14,28,0,3,9,31,33,72,14,10,24,50,54,100
SAL50583,0,32,51,83,5,4,5,101,153,249,237,222,461,341,370,717,109,106,207,865,1073,1931,241,220,466,1220,1395,2611
SAL50584,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,8,3,13,0,3,3,11,9,17
SAL50585,0,9,9,19,0,0,0,42,61,101,61,53,114,100,119,215,20,19,40,298,333,631,59,59,117,376,412,788
SAL50586,0,3,0,4,0,0,0,4,5,4,21,23,39,23,22,47,4,0,9,37,45,82,21,23,39,59,66,120
SAL50587,0,41,43,86,5,6,7,29,26,58,173,141,312,200,174,372,27,25,56,1189,1213,2403,179,140,315,1391,1384,2777
SAL50588,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,5,7,6,3,0,3,3,6,14
SAL50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50591,0,3,0,3,4,5,8,0,0,0,0,0,5,3,9,12,19,19,37,5,0,3,0,0,5,20,16,42
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,0,0,0,0,9,5,11,9,5,11,0,0,0,9,13,22,9,5,11,17,18,30
SAL50594,0,3,10,14,0,0,0,12,14,26,36,28,65,46,45,94,15,6,25,253,238,494,38,28,66,312,274,582
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,18,0,0,0,6,15,18
SAL50598,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,5,5,11,4,4,4,7,8,19
SAL50599,0,11,22,30,0,0,0,40,62,109,55,50,102,93,110,204,0,0,0,754,762,1514,54,50,103,811,811,1620
SAL50600,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,5,3,0,3,11,0,10,4,4,5,12,4,19
SAL50601,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,5,9,15,0,0,4,4,8,16
SAL50602,0,0,0,0,51,42,92,0,5,7,78,69,148,133,119,246,174,173,351,12,18,35,85,72,158,268,265,536
SAL50603,0,43,67,110,3,0,3,83,104,184,336,224,552,422,323,741,65,82,138,1588,1751,3344,343,231,569,1994,2060,4048
SAL50604,0,0,0,0,0,0,0,3,0,3,11,14,24,13,11,26,0,0,3,33,25,55,11,14,24,44,40,77
SAL50605,0,0,0,0,0,0,0,0,0,0,4,11,7,4,11,7,0,0,0,3,3,7,4,11,7,3,15,17
SAL50606,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,3,3,0,3,0,0,0,6,0,3,5,0,6
SAL50607,0,24,26,48,0,0,0,22,18,37,65,40,106,81,58,139,10,7,17,602,636,1231,65,46,105,673,689,1358
SAL50608,0,0,0,0,0,0,0,0,0,0,93,36,128,98,37,133,0,0,0,3,5,9,93,36,128,102,41,145
SAL50609,0,42,52,99,9,13,20,49,67,112,375,311,691,436,391,832,78,57,131,1067,1284,2348,377,316,697,1519,1654,3179
SAL50610,0,33,41,74,0,0,0,28,14,41,123,80,200,147,93,242,18,19,38,1030,1047,2073,119,85,206,1166,1149,2315
SAL50611,0,13,10,25,3,0,3,6,12,19,58,42,102,69,55,121,24,19,43,313,312,619,58,48,106,396,372,761
SAL50612,0,0,0,0,0,0,0,0,0,3,4,6,7,3,3,10,0,0,0,10,8,21,4,6,7,13,14,32
SAL50613,0,43,76,122,0,0,0,31,39,68,160,102,255,188,139,321,21,34,52,1872,1951,3830,156,102,261,2051,2089,4142
SAL50614,0,0,0,0,0,0,0,0,0,0,3,3,10,4,3,12,0,0,0,3,4,13,3,3,10,12,7,20
SAL50615,0,7,9,11,0,0,0,33,30,62,81,79,161,116,108,225,17,15,32,333,338,680,87,78,163,437,433,873
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,6,0,0,0,3,11,8
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,4,0,5,0,0,0,5,0,6,16,14,34,23,15,46,0,0,3,44,47,92,16,14,34,68,59,129
SAL50619,0,14,23,36,0,0,0,3,6,13,33,30,65,43,37,81,12,13,35,343,390,725,35,30,63,389,435,826
SAL50620,0,0,9,9,0,0,0,7,4,12,30,26,63,35,29,69,3,7,10,74,78,156,30,26,63,113,108,218
SAL50621,0,0,0,0,0,0,0,7,0,8,5,4,14,10,12,22,0,0,0,5,5,19,5,4,14,16,12,25
SAL50622,0,29,38,69,0,0,0,30,25,54,152,104,254,185,127,313,17,14,29,779,873,1651,153,103,260,952,988,1943
SAL50623,0,11,17,26,4,0,3,9,15,23,75,39,116,84,58,142,16,14,32,419,467,887,77,41,119,509,527,1034
SAL50624,0,0,0,0,0,0,0,0,0,0,3,0,9,8,0,10,0,0,0,4,0,3,3,0,9,7,4,11
SAL50625,0,10,15,20,0,0,4,13,15,26,47,27,80,62,44,107,16,8,24,294,319,614,47,27,80,358,360,717
SAL50626,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,0,0,0,15,17,31,4,3,4,17,19,39
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,5,5,5,4,0,0,10,5,20,35,26,60,43,35,79,3,10,10,165,169,335,35,26,60,205,204,405
SAL50629,0,0,3,3,0,0,0,3,0,3,12,0,13,10,0,15,3,3,3,43,49,87,10,0,13,56,51,114
SAL50630,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,0,0,0,13,9,25,0,3,7,15,13,26
SAL50631,0,0,0,0,0,0,0,0,3,4,3,4,10,0,6,9,0,0,0,24,16,40,3,6,6,22,27,51
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50633,5,38,51,94,7,10,19,52,54,104,258,189,448,322,250,565,88,75,159,1311,1414,2727,263,197,459,1661,1680,3342
SAL50634,0,0,0,0,0,0,0,0,0,0,9,7,13,9,6,17,0,0,0,19,24,49,9,7,13,24,38,64
SAL50635,0,9,18,24,0,0,0,12,12,17,85,70,153,99,74,171,7,4,11,205,255,467,85,70,153,299,333,623
SAL50636,0,24,29,51,0,0,0,10,20,25,101,76,173,111,91,200,21,25,47,565,577,1146,102,76,176,689,680,1369
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,7,8,19,0,0,5,15,6,20
SAL50638,0,28,56,83,0,0,0,18,40,61,140,84,229,161,130,283,21,15,38,1441,1565,3005,146,90,233,1610,1668,3275
SAL50639,0,3,11,13,0,0,0,4,3,3,48,30,82,53,32,90,15,12,26,203,182,386,52,30,84,272,226,497
SAL50640,0,0,0,0,0,0,0,0,0,0,7,9,16,7,9,16,0,0,0,5,8,14,7,9,16,15,15,25
SAL50641,0,17,15,25,0,3,3,53,92,144,129,108,238,179,203,379,30,25,51,487,603,1088,130,108,243,640,742,1383
SAL50642,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,7,7,11,5,0,3,13,7,16
SAL50643,0,0,0,0,0,0,0,0,0,0,8,5,12,8,5,12,0,0,0,0,0,4,8,5,12,9,12,15
SAL50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,6,0,8
SAL50645,0,26,40,62,0,0,0,29,28,56,107,89,189,129,113,244,11,19,29,924,1045,1974,107,89,194,1044,1148,2194
