SAL_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
SAL51082,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,3,6,5,3
SAL51083,0,0,0,7,0,0,0,9,10,22,50,44,94,56,51,113,5,3,10,61,75,140,50,44,94,117,121,235
SAL51084,0,0,0,0,0,0,0,3,0,4,5,7,18,7,9,20,0,0,0,6,8,12,5,7,18,11,13,26
SAL51085,0,0,0,0,0,0,0,0,0,0,4,4,4,3,6,6,0,0,0,0,0,0,4,4,4,3,6,6
SAL51086,0,0,0,0,0,0,0,5,3,6,0,4,6,7,4,10,0,0,0,35,27,60,0,4,6,35,35,74
SAL51087,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,8,0,4,0,0,0,5,3,8
SAL51088,0,0,0,0,0,0,3,3,4,7,32,28,63,44,33,75,7,6,11,30,26,56,36,27,61,69,63,131
SAL51089,0,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,0,3,7,4,4,0,0,0,7,4,7
SAL51090,0,0,0,0,0,0,0,0,0,0,9,10,26,9,10,26,0,3,3,9,13,22,9,10,26,25,25,48
SAL51091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,3,5,8
SAL51092,0,3,0,5,0,0,0,6,4,5,25,32,51,31,27,65,4,7,8,43,37,86,26,29,58,76,73,148
SAL51093,0,3,6,17,11,6,20,46,64,106,178,165,349,240,235,471,45,51,101,337,401,739,184,165,355,570,621,1192
SAL51094,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,12,18,0,0,0,8,10,20
SAL51095,0,0,0,0,0,0,0,0,0,4,5,7,14,10,9,16,0,0,0,17,18,29,5,7,14,20,26,40
SAL51096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,0,37,43,79,0,0,0,23,28,49,126,135,264,151,166,315,6,10,14,1700,1631,3326,126,136,263,1833,1779,3610
SAL51099,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,10,8,23,0,0,4,12,15,22
SAL51100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,0,9
SAL51101,0,0,0,0,0,0,0,5,0,5,9,9,19,12,9,21,0,0,0,11,8,20,9,10,20,20,23,42
SAL51102,0,0,0,0,0,0,0,9,3,6,7,4,11,12,10,20,4,0,4,27,19,45,7,4,11,39,28,58
SAL51103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,9,8,22,0,0,3,20,14,32
SAL51105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51106,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6
SAL51107,0,0,0,0,0,0,0,0,0,0,8,6,14,8,6,14,0,0,0,5,3,9,8,6,14,16,7,20
SAL51108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51109,0,0,0,0,0,0,0,0,0,0,9,3,13,9,3,14,5,0,5,14,9,22,9,3,13,29,18,44
SAL51110,0,0,0,0,0,0,0,0,3,7,0,0,3,6,5,5,0,0,0,13,13,22,0,0,3,16,9,25
SAL51111,0,12,31,37,15,17,26,36,20,57,931,402,1332,977,441,1417,104,110,216,484,473,958,931,405,1343,1519,993,2514
SAL51112,0,0,0,0,0,0,5,0,0,0,10,6,16,11,9,20,5,5,7,0,0,0,10,6,16,17,5,17
SAL51113,0,15,26,37,11,9,15,16,14,31,335,307,641,357,327,684,98,110,203,590,575,1167,337,312,649,1019,995,2015
SAL51114,0,0,0,0,0,0,0,8,8,7,7,4,9,11,6,17,0,0,0,14,28,41,7,4,9,20,32,50
SAL51115,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,6,10,3,0,3,12,6,12
SAL51116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL51117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,5,5,6
SAL51118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,14,0,0,0,11,10,23
SAL51119,0,0,0,0,0,0,0,0,0,0,11,3,16,11,3,18,0,0,0,7,7,18,11,3,16,16,8,28
SAL51120,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,8,8,8,4,4,4,10,13,17
SAL51121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6
SAL51122,0,85,106,189,7,0,5,71,79,146,375,373,746,445,453,901,25,37,59,1416,1523,2939,384,374,758,1822,1933,3760
SAL51123,0,0,0,0,0,0,0,0,0,0,8,7,10,6,7,7,0,0,0,8,9,15,8,7,10,13,16,29
SAL51124,0,30,41,69,0,0,0,42,33,68,90,68,156,126,96,226,25,19,45,917,903,1825,90,71,161,1033,993,2033
SAL51125,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,9,0,0,0,4,10,13,4,3,3,4,6,15
SAL51126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,4,7
SAL51127,0,0,3,3,8,5,5,9,6,15,47,36,85,57,47,108,8,9,20,29,20,52,45,41,86,83,69,156
SAL51128,0,0,0,0,0,0,0,0,0,0,13,8,18,13,8,18,0,0,0,0,3,3,13,8,18,11,12,23
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,0,14,18,34,0,0,0,12,15,24,56,51,111,70,66,134,4,3,7,409,449,860,60,51,108,472,502,977
SAL51131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,4,3
SAL51132,0,0,4,4,0,0,0,0,0,0,8,4,18,8,8,20,0,0,0,21,33,53,8,4,18,32,37,72
SAL51133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,3
SAL51134,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,7,3,10
SAL51135,0,6,17,27,0,0,0,4,6,13,76,59,139,79,71,153,0,0,10,318,367,684,76,59,139,397,434,827
SAL51136,0,0,4,8,0,0,0,14,5,22,28,31,54,37,38,71,5,0,3,95,107,206,28,31,54,122,140,267
SAL51137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
SAL51138,0,10,18,24,3,0,4,24,44,70,91,82,173,121,126,243,14,6,16,333,433,764,94,82,179,442,519,960
SAL51139,0,0,0,0,0,0,0,6,3,0,19,8,26,17,8,30,0,0,0,13,17,23,19,8,26,32,21,51
SAL51140,0,0,0,3,0,0,0,0,0,0,8,6,7,8,6,7,0,0,0,14,5,19,8,6,7,17,6,27
SAL51141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,7
SAL51142,0,0,0,0,0,0,0,0,0,0,17,8,22,17,8,22,0,0,0,10,8,22,17,8,22,29,10,41
SAL51143,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,6,0
SAL51144,0,4,3,4,0,0,0,0,11,7,9,9,22,12,18,30,0,4,0,157,199,358,14,11,26,173,211,381
SAL51145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51146,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,0,0,0,4,3,6,3,0,7,8,7,13
SAL51147,0,41,49,89,3,0,3,26,40,66,174,129,299,203,167,364,16,6,25,1096,1159,2256,174,129,299,1288,1296,2576
SAL51148,0,0,0,0,0,0,0,5,3,6,43,30,76,47,37,82,0,0,0,32,25,58,43,30,76,78,50,128
SAL51149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,5,5,9
SAL51150,0,0,0,0,0,0,0,0,0,3,14,3,18,12,8,21,0,0,0,15,16,31,14,3,18,28,16,44
SAL51151,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,6,3,0,3,3,3,7,9
SAL51152,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,18,0,0,0,9,9,16
SAL51153,0,0,0,0,0,0,0,7,0,4,15,16,28,22,15,32,0,0,0,12,17,33,15,15,34,32,35,64
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51156,0,6,0,6,0,0,0,0,8,10,24,17,38,28,19,48,4,0,4,66,68,136,28,17,39,91,85,179
SAL51157,0,15,31,42,13,13,30,38,36,74,325,302,628,377,350,725,105,103,218,567,627,1189,332,304,634,1009,1033,2039
SAL51158,0,0,0,0,0,4,3,4,7,13,62,44,103,63,55,117,10,22,33,49,36,91,62,44,103,117,100,223
SAL51159,0,20,18,35,0,0,0,11,6,16,110,61,170,120,68,186,6,3,8,158,179,340,110,61,170,276,242,517
SAL51160,0,0,0,0,0,0,0,3,0,3,29,24,51,28,24,56,0,0,0,30,21,46,29,24,51,51,46,99
SAL51161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL51162,0,0,0,0,0,0,0,0,0,0,8,7,12,9,7,12,0,0,0,17,21,35,8,7,12,23,27,51
SAL51163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,4,7
SAL51164,0,0,0,0,0,0,0,0,0,0,4,0,9,4,0,10,0,0,0,6,3,3,4,0,9,5,6,9
SAL51165,0,0,0,6,0,0,3,6,3,7,390,72,461,399,79,469,7,15,16,30,11,50,390,72,461,427,97,524
SAL51166,0,0,0,0,0,0,0,0,0,0,5,5,7,5,5,7,0,0,0,0,4,6,5,5,7,9,7,9
SAL51167,0,0,4,3,3,0,10,13,9,22,75,70,146,93,83,174,28,27,55,92,104,196,78,72,149,194,206,403
SAL51168,0,0,0,3,5,0,7,0,0,0,12,17,27,17,17,34,3,6,10,10,12,18,11,17,28,23,28,54
SAL51169,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3
SAL51170,0,0,0,6,0,0,0,0,0,3,15,6,15,10,7,19,0,0,0,11,21,34,15,6,15,24,31,53
SAL51171,0,0,0,0,0,0,0,0,0,4,4,9,14,4,7,14,0,0,0,35,27,58,4,7,17,46,34,79
SAL51172,0,3,3,6,0,0,0,0,0,0,6,8,9,4,8,17,0,0,0,54,61,114,6,8,9,62,67,128
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,0,11,12,18,3,0,3,9,9,21,43,24,67,60,33,95,17,11,25,370,354,726,47,24,72,432,390,820
SAL51175,0,4,6,15,0,0,0,5,3,15,28,22,52,33,35,73,0,4,5,119,115,237,30,31,60,156,144,297
SAL51176,0,34,41,75,0,0,0,28,23,54,136,87,222,172,113,282,11,5,23,1097,1065,2162,145,92,231,1252,1164,2416
SAL51177,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,8,5,7,7,6,6,8,11,15
SAL51178,0,0,0,0,0,0,0,0,0,0,3,6,6,3,7,7,0,0,0,3,9,8,3,6,6,8,12,20
SAL51179,0,0,5,7,0,0,0,3,0,3,13,0,17,18,3,21,0,0,0,24,37,63,13,0,17,42,36,75
SAL51180,0,0,0,0,0,0,3,0,0,0,9,0,12,13,0,17,0,0,3,3,9,17,9,0,12,14,13,24
SAL51181,0,3,4,4,5,0,7,6,3,10,69,76,147,82,86,166,13,17,34,62,67,132,69,76,147,152,159,313
SAL51182,0,0,0,0,0,0,7,0,0,0,10,9,11,9,6,18,0,0,7,0,0,0,10,9,11,9,6,18
SAL51183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,4,5,6
SAL51184,0,12,14,24,10,4,17,12,15,33,48,44,93,75,64,141,37,24,61,206,219,418,48,44,93,289,280,564
SAL51185,0,0,5,5,0,0,0,0,7,8,28,23,50,32,25,61,0,0,0,67,50,118,28,23,50,97,67,165
SAL51186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
SAL51187,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,4,0,6
SAL51188,0,0,0,0,3,3,4,0,0,0,16,17,34,21,19,37,18,7,25,0,0,0,16,17,34,37,25,63
SAL51189,0,30,27,63,9,3,5,28,25,56,156,124,282,190,158,347,44,41,88,465,486,953,159,129,290,671,660,1329
SAL51190,0,22,25,50,0,0,0,24,21,40,147,125,269,168,142,313,0,5,4,406,485,895,149,122,277,556,616,1174
SAL51191,0,0,0,0,0,0,0,3,0,5,11,5,11,15,11,18,0,0,0,16,17,36,11,5,11,28,22,47
SAL51192,0,36,46,84,0,0,0,30,25,58,119,70,188,154,100,249,12,16,27,1103,1099,2204,124,71,193,1242,1185,2430
SAL51193,0,0,0,0,0,0,0,3,0,4,7,9,13,9,8,14,0,0,0,7,16,18,7,9,13,14,20,40
SAL51194,0,0,0,0,0,0,0,0,0,0,5,11,13,5,11,13,0,0,0,7,3,10,5,11,13,8,11,21
SAL51195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,5,4,8
SAL51196,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,7,0,0,0,0,5,7,0,0,3,5,3,6
SAL51197,0,20,29,51,5,8,10,27,25,52,120,119,240,150,151,303,18,24,44,876,932,1801,123,126,248,1014,1081,2099
SAL51198,0,0,3,3,0,6,6,3,0,3,7,12,19,6,13,23,8,11,18,88,81,171,7,12,19,102,99,200
SAL51199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,6,5
SAL51200,0,0,0,0,9,7,13,0,0,0,5,11,17,13,17,31,16,30,48,0,0,0,5,11,17,28,32,63
SAL51201,0,4,7,5,0,0,0,3,6,3,179,94,274,188,94,282,19,15,37,103,121,223,179,94,275,301,232,535
SAL51202,0,0,0,0,0,0,0,0,0,0,7,0,8,3,0,8,0,0,0,15,18,27,7,0,8,15,15,34
SAL51203,0,0,0,0,0,0,0,0,3,3,4,0,4,4,3,3,0,0,0,0,4,3,4,0,4,8,4,9
SAL51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51205,0,15,15,28,0,0,0,7,6,10,34,30,67,40,35,78,5,3,9,323,334,657,34,29,68,368,365,734
SAL51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,0,0,0,11,0,18
SAL51208,0,0,0,5,0,0,0,3,5,10,12,4,17,10,12,27,0,0,0,85,76,156,12,9,16,95,78,172
SAL51209,0,23,26,48,0,0,0,19,27,50,68,56,125,92,88,174,10,10,24,706,671,1375,70,63,134,787,745,1530
SAL51210,0,25,36,61,6,0,11,33,45,79,189,155,343,226,203,433,76,73,145,635,694,1330,191,157,346,905,926,1828
SAL51211,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,0,0,7,3,8,0,10,10,7,12,15
SAL51212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,15,0,0,0,0,0,0,10,8,13
SAL51213,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,8,8,21,0,0,6,15,11,24
SAL51214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,14,5,15
SAL51215,0,0,0,0,0,0,0,0,0,0,4,5,10,4,5,10,0,0,0,0,0,0,4,5,10,4,3,6
SAL51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51217,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,0,0,0,0,3,8,3,4,4,8,11,10
SAL51218,0,0,0,0,5,6,14,0,0,0,34,10,44,40,15,54,5,11,14,0,6,4,34,10,44,39,22,61
SAL51219,0,12,40,53,0,0,0,12,10,29,65,47,112,77,58,137,4,11,15,494,598,1091,68,47,110,567,658,1221
SAL51220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51221,0,0,0,0,0,0,0,0,0,0,5,7,9,5,7,9,0,0,0,0,0,0,5,7,9,5,7,9
SAL51222,0,3,6,11,3,5,11,12,11,19,186,162,349,203,177,383,44,43,84,156,170,324,188,164,358,393,374,771
SAL51223,0,4,0,4,0,0,0,0,4,6,19,7,26,21,10,35,3,3,9,90,81,174,19,7,26,111,94,205
SAL51224,0,4,0,6,0,0,0,13,4,19,30,29,59,43,37,80,0,3,3,83,70,150,30,28,62,113,106,213
SAL51225,0,5,4,11,0,0,0,6,6,14,24,26,49,26,34,65,0,26,27,177,347,523,25,27,52,208,404,604
SAL51226,0,4,6,3,0,0,0,11,7,11,13,20,29,23,20,48,0,0,3,51,51,110,13,20,29,71,69,142
SAL51227,0,0,0,0,0,0,0,0,0,0,37,26,63,43,26,65,0,0,0,14,30,44,37,26,63,56,55,115
SAL51228,0,0,0,0,0,0,0,0,0,0,3,6,11,3,6,11,0,0,0,3,5,5,3,6,11,6,7,14
SAL51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51230,0,133,160,291,0,0,4,52,32,83,917,597,1515,972,632,1599,19,25,48,1430,1561,2990,920,603,1520,2373,2191,4561
SAL51231,0,0,0,0,0,0,0,14,7,20,0,7,6,17,13,25,0,0,0,14,7,20,0,7,6,17,13,25
SAL51232,0,0,0,0,0,0,0,0,0,0,5,13,16,5,12,20,0,0,0,17,14,28,5,8,17,23,22,47
SAL51233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL51234,0,83,109,194,0,0,0,46,51,92,186,104,291,231,154,384,37,34,63,2303,2476,4781,191,109,298,2530,2617,5145
SAL51235,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,3,3,8,8,16,0,0,3,11,13,22
SAL51236,0,11,11,23,0,0,3,8,10,18,92,77,165,95,86,187,18,27,42,236,250,489,91,77,168,347,350,695
SAL51237,0,0,0,0,0,0,0,7,3,3,9,8,22,19,14,24,0,0,7,74,64,144,9,8,22,89,81,171
SAL51238,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,0,0,0,0,0,0,0,6,4,0,3,3
SAL51239,0,0,0,0,0,0,0,0,4,3,13,8,19,12,10,26,0,0,0,9,11,17,13,8,19,22,13,37
SAL51240,0,0,0,0,0,0,0,3,3,6,4,0,10,10,4,11,0,0,0,38,27,69,4,0,10,43,32,75
SAL51241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,12,0,0,0,8,9,16
SAL51242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51243,0,0,0,0,0,0,0,0,0,0,7,6,10,7,6,10,0,0,0,5,4,11,7,6,10,8,10,19
SAL51244,0,0,7,7,0,0,0,4,8,8,23,23,42,25,29,53,12,18,32,45,33,74,26,25,52,77,79,155
SAL51245,0,0,0,0,0,0,0,0,0,0,17,21,40,17,21,40,0,0,0,20,23,45,17,21,40,41,39,77
SAL51246,0,0,0,0,0,0,0,0,0,0,5,3,8,5,3,8,0,0,0,10,13,22,5,3,8,17,17,30
SAL51247,0,5,18,20,5,4,13,35,34,74,156,138,299,203,185,385,44,43,84,462,563,1021,155,142,307,663,750,1410
SAL51248,0,3,0,6,0,0,0,4,3,10,60,51,116,66,59,127,4,5,10,103,104,209,60,51,116,166,163,331
SAL51249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8
SAL51250,0,0,0,0,0,0,0,0,0,0,4,0,7,4,7,8,0,0,0,10,9,21,4,0,7,14,15,25
SAL51251,0,0,0,0,0,0,0,0,0,0,6,0,7,6,0,7,0,3,5,3,3,6,6,0,7,6,6,16
SAL51252,0,0,0,0,0,0,0,0,0,0,19,16,33,19,16,33,0,4,8,10,4,15,19,16,33,29,23,57
SAL51253,0,0,0,0,3,0,3,8,0,8,72,8,82,83,8,95,9,8,14,10,0,14,72,8,82,92,12,109
SAL51254,0,0,0,0,0,0,0,0,3,4,14,11,26,16,19,34,0,0,0,14,19,38,14,11,26,33,35,67
SAL51255,0,0,0,0,0,0,0,0,3,9,10,4,14,8,13,19,0,4,0,8,13,24,10,4,14,22,23,38
SAL51256,0,0,0,0,0,0,0,0,0,0,9,7,11,9,10,12,3,3,6,28,19,49,9,7,11,38,25,67
SAL51257,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,11,10,28,0,0,0,11,16,32
SAL51258,0,3,0,3,0,0,0,15,17,38,93,78,174,114,94,215,3,11,13,103,105,202,93,78,174,199,193,389
SAL51259,3,20,32,54,3,5,7,15,13,34,240,228,466,263,247,510,51,45,100,408,451,854,244,224,472,696,721,1421
SAL51260,0,50,76,126,6,5,5,83,88,177,369,232,599,457,324,782,93,91,185,1686,1833,3521,369,237,603,2144,2163,4310
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,0,0,0,0,0,0,0,4,5,7,29,10,40,34,16,47,0,0,4,11,10,23,29,10,40,44,25,63
SAL51263,0,0,0,0,0,0,0,0,0,3,5,3,10,11,0,8,0,0,0,13,13,29,7,3,10,20,15,37
SAL51264,0,0,0,0,0,0,0,0,0,0,12,10,19,10,6,18,0,0,0,16,16,38,12,10,19,31,29,55
SAL51265,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4
SAL51266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,8
SAL51267,0,0,0,0,0,0,0,0,0,0,6,0,10,6,3,10,0,0,0,0,4,4,6,0,10,6,7,11
SAL51268,0,0,5,5,0,4,5,3,9,10,72,66,143,81,76,155,11,6,17,19,32,52,72,66,143,103,108,209
SAL51269,0,0,0,0,0,0,0,0,0,0,4,9,10,4,9,10,0,0,0,4,9,14,4,9,10,5,13,22
SAL51270,0,0,4,3,0,0,0,3,0,0,3,0,5,3,5,12,0,0,0,59,40,100,3,3,8,64,42,108
SAL51271,0,60,55,122,0,6,7,39,46,84,185,147,329,230,196,425,38,29,72,1008,1037,2042,187,149,340,1230,1217,2449
SAL51272,0,0,0,0,0,0,0,0,0,0,5,3,12,8,3,12,0,0,0,4,10,10,5,3,12,15,9,26
SAL51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,7,3,13
SAL51274,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,5,4
SAL51275,0,0,3,3,0,0,0,11,9,18,36,33,68,47,41,85,0,0,3,147,159,306,38,33,70,185,193,380
SAL51276,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,4,10,0,0,5,7,4,11
SAL51277,0,0,0,0,0,0,0,0,0,0,10,11,18,10,11,18,0,0,0,10,9,16,10,11,18,21,19,34
SAL51278,0,31,45,72,6,0,4,23,32,57,232,174,400,257,204,464,46,43,90,1166,1163,2329,235,180,414,1448,1385,2832
SAL51279,0,0,3,3,0,0,0,0,0,0,9,12,19,9,11,23,0,0,0,13,17,23,9,12,19,18,26,47
SAL51280,0,5,7,9,11,8,25,6,9,12,162,148,314,173,172,348,76,78,151,102,123,226,162,152,314,342,351,695
SAL51281,0,0,0,0,0,3,3,3,7,6,23,12,38,25,26,47,0,3,3,46,78,127,26,17,40,72,98,171
SAL51282,0,0,10,14,0,0,0,30,25,55,51,57,112,82,82,170,10,15,22,252,304,561,57,61,118,317,383,697
SAL51283,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,0,0,0,5,5,0,9,9,0,10,11
SAL51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL51285,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,10,11,20,0,0,7,9,15,27
SAL51286,0,0,0,0,0,0,0,0,0,0,13,8,17,13,8,17,0,0,0,4,0,8,13,8,17,16,8,24
SAL51287,0,22,37,55,6,5,13,32,34,72,172,147,319,216,189,399,40,24,62,540,573,1113,172,147,319,748,741,1493
SAL51288,0,0,0,0,0,0,0,0,0,0,9,3,12,9,3,12,0,0,0,11,3,15,9,3,12,25,5,27
SAL51289,0,0,0,4,0,0,0,0,3,8,16,8,25,19,8,34,0,0,0,21,28,51,16,8,25,38,36,75
SAL51290,0,0,0,0,0,0,0,0,0,0,6,0,8,6,5,5,0,0,0,4,4,11,6,0,8,12,6,15
SAL51291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
SAL51293,0,0,0,0,0,0,0,0,0,0,3,4,5,6,4,6,0,0,0,40,31,71,3,4,5,43,39,78
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,0,14,27,46,0,0,0,24,21,46,118,101,222,149,126,272,28,14,44,593,635,1224,123,107,231,738,753,1496
SAL51297,0,0,0,0,0,0,0,0,0,0,5,0,9,5,6,8,0,0,0,9,7,22,5,0,9,15,16,26
SAL51298,0,21,31,53,0,0,0,14,22,40,60,46,108,77,71,148,10,6,14,1006,986,1989,63,47,110,1075,1034,2114
SAL51299,0,74,71,147,0,0,3,40,41,83,316,233,541,356,273,629,32,36,72,1132,1188,2316,320,233,555,1484,1458,2948
