SAL_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
SAL51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,4,0,4,0,0,3,13
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
SAL51606,0,4,0,0,0,0,0,7,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,7,3,0,0,15,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,3,0,0,0,4,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,3,0,5,24
SAL51607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,9
SAL51608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,11
SAL51609,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10
SAL51610,110,218,80,136,13,11,19,580,77,129,95,116,13,15,25,484,39,70,62,89,7,11,13,280,42,72,63,90,5,23,95,383,368,848,406,629,78,60,192,2582,0,0,0,0,0,0,14,14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,44,42,0,0,0,0,0,0,58,58,0,0,0,0,0,0,41,45,0,0,0,0,0,0,25,32,0,0,0,0,0,0,30,30,0,3,0,0,0,0,228,232,0,0,3,14,16,0,30,65,0,55,18,61,14,6,25,173,100,305,82,132,12,7,61,707,108,216,83,137,11,11,73,648,82,129,95,120,13,15,81,537,38,74,64,89,7,16,43,324,42,72,63,91,5,23,123,416,371,853,405,652,80,67,438,2867
SAL51611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,5,0,0,0,5,0,5,0,0,0,0,4,3,0,5,0,5,0,0,0,13,0,0,0,3,0,0,0,12,0,0,0,5,0,0,0,6,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,7,0,16,8,4,16,49
SAL51612,720,1153,318,273,14,29,57,2557,591,968,350,330,28,52,74,2388,295,488,241,286,17,54,53,1431,218,428,367,356,20,81,154,1620,2095,3901,1444,1587,178,232,418,9843,0,0,0,0,0,0,18,18,0,0,0,0,0,0,25,28,0,0,0,0,0,0,29,34,0,0,0,0,0,0,57,57,0,0,0,0,0,0,71,71,0,0,0,0,0,0,34,39,0,6,0,0,0,0,42,49,5,7,0,0,0,0,281,298,0,3,7,65,51,3,39,172,31,294,53,115,32,4,46,578,243,578,110,163,10,14,72,1186,720,1150,320,276,14,29,112,2623,588,968,350,333,28,53,148,2467,299,493,241,288,17,54,91,1478,217,432,368,355,20,81,190,1671,2098,3908,1445,1595,178,235,705,10159
SAL51613,0,6,3,6,0,0,0,16,0,6,0,3,0,0,0,13,4,5,5,11,0,0,0,24,6,3,0,3,0,0,3,20,17,23,10,18,0,0,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,6,10,0,6,3,6,0,0,3,16,0,6,0,3,0,0,3,12,4,5,5,11,0,0,4,30,6,3,0,3,0,0,10,26,17,23,10,18,0,0,28,99
SAL51614,6,31,21,38,3,3,3,94,3,20,12,19,4,0,3,73,4,15,17,26,0,0,11,56,3,5,14,16,0,7,14,56,18,92,68,135,14,10,41,377,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,11,0,0,0,0,0,0,17,17,0,0,0,0,0,0,9,9,0,0,0,0,0,0,10,10,0,0,0,0,0,0,30,27,0,0,0,0,0,0,82,86,0,0,0,3,0,0,9,10,0,4,0,10,4,0,9,22,0,25,9,25,0,0,13,78,6,31,21,38,3,3,21,114,3,20,12,19,4,0,16,79,4,15,17,26,0,0,19,72,3,5,13,16,0,7,43,83,18,95,67,137,14,10,122,461
SAL51615,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,5,0,0,0,8,0,0,0,3,0,0,3,8,0,4,7,22,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,5,0,4,0,0,0,0,5,7,0,0,0,5,0,0,4,7,0,0,0,3,0,0,4,11,0,4,7,27,0,0,18,52
SAL51616,3,15,8,25,0,5,0,53,5,10,12,29,0,5,4,65,0,8,10,19,5,0,4,43,3,5,7,15,0,4,9,38,9,41,42,119,8,9,17,259,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,14,0,0,0,4,4,0,3,10,0,0,4,4,0,0,0,11,0,4,7,24,0,0,4,48,3,15,8,24,0,5,6,57,5,10,12,29,0,5,3,63,0,8,10,19,5,0,7,45,3,5,7,15,0,4,7,43,9,41,43,120,8,9,28,274
SAL51617,160,303,99,98,8,11,29,715,101,165,76,87,7,22,17,469,72,132,87,110,3,19,24,452,66,120,97,147,6,27,80,548,646,1332,555,682,73,83,213,3587,0,0,0,0,0,0,5,5,0,0,0,0,0,0,20,20,0,0,0,0,0,0,51,48,0,0,0,0,0,0,40,41,0,0,0,0,0,0,21,25,0,0,0,0,0,0,22,23,0,0,0,0,0,0,29,38,3,0,5,4,0,0,186,198,0,0,0,24,21,5,10,57,15,135,72,74,17,5,40,361,230,471,114,147,12,3,81,1071,160,311,101,104,7,11,71,766,101,168,76,88,7,18,36,494,73,135,92,117,3,19,43,478,67,124,97,147,6,27,112,585,656,1343,560,701,81,84,396,3815
SAL51618,5,0,3,14,0,0,0,22,0,3,5,15,0,0,0,33,0,0,6,6,0,0,0,11,0,3,0,4,0,0,3,12,11,24,20,63,3,3,7,129,0,0,0,0,0,0,11,11,0,0,0,0,0,0,12,12,0,0,0,0,0,0,37,37,0,0,0,0,0,0,35,35,0,0,0,0,0,0,21,21,0,0,0,0,0,0,10,12,0,0,0,0,0,0,12,12,0,0,0,0,0,0,133,140,0,0,0,6,0,0,12,13,0,0,0,10,0,0,12,26,3,11,5,16,0,0,42,81,5,0,4,18,0,0,39,67,0,5,5,17,0,0,28,55,0,0,6,9,0,0,10,23,0,6,0,4,0,0,13,27,11,25,18,72,4,3,153,292
SAL51619,4,10,0,8,0,0,0,23,4,3,4,10,0,3,0,24,3,7,3,5,0,0,4,22,0,6,11,5,0,0,4,22,15,37,16,25,0,4,9,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,7,0,0,0,13,4,10,0,8,0,0,7,24,4,3,4,10,0,3,6,26,3,7,3,9,0,0,3,28,0,6,11,5,0,0,5,32,15,37,15,21,0,4,27,124
SAL51620,0,0,0,6,5,0,0,12,0,3,0,7,0,0,0,15,3,5,0,0,4,0,5,10,0,0,0,3,0,0,3,9,9,4,5,18,7,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,17,0,3,4,8,0,0,0,16,3,5,0,0,4,0,3,14,0,0,0,7,0,0,6,12,9,4,4,19,7,0,20,61
SAL51621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,6,0,0,0,5,0,0,0,6,0,0,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,14,0,0,0,5,0,0,0,5,0,0,3,8,0,0,8,22
SAL51622,0,7,0,4,0,0,0,17,0,9,4,5,0,0,0,12,0,4,6,8,0,0,0,25,0,3,3,9,0,0,3,20,9,27,13,30,3,3,3,88,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,7,12,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,9,0,7,0,4,0,0,0,16,0,9,4,5,0,0,0,18,0,3,6,8,0,0,0,25,0,3,3,9,0,0,10,22,9,24,13,30,0,3,14,102
SAL51623,143,320,58,47,7,4,17,592,161,285,109,78,6,8,18,672,146,219,124,91,6,25,26,634,123,303,179,108,9,29,58,803,685,1478,521,427,49,78,145,3391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,14,0,0,0,0,0,0,13,14,0,0,0,0,0,0,17,18,0,0,0,0,0,0,21,19,0,0,0,0,0,0,21,20,0,0,0,0,0,0,88,93,0,0,0,18,15,3,5,43,11,103,19,32,13,0,12,190,95,256,34,51,3,5,24,470,142,319,59,47,7,4,25,607,166,285,109,82,4,8,36,695,143,219,124,91,6,25,44,654,129,303,179,108,9,29,81,826,686,1477,522,428,49,78,232,3485
SAL51624,7,26,7,31,0,0,0,75,7,10,6,11,0,0,0,34,8,8,7,12,4,0,0,37,5,12,10,6,0,0,4,37,25,70,35,76,7,15,10,229,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,18,3,19,0,3,3,42,7,26,7,31,0,0,11,82,7,10,6,11,0,0,3,40,8,12,7,12,4,0,10,50,5,12,10,6,0,0,3,33,25,69,35,76,7,15,40,264
SAL51625,10,44,30,88,4,5,11,188,12,34,26,84,6,3,13,181,5,23,34,63,4,7,14,155,10,29,28,68,8,8,45,188,49,161,162,471,59,26,103,1033,0,0,0,0,0,0,6,6,0,0,0,0,0,0,19,13,0,0,0,0,0,0,35,35,0,0,0,0,0,0,36,42,0,0,0,0,0,0,37,37,0,0,0,0,0,0,24,23,0,0,0,0,0,0,33,29,0,0,0,0,0,4,192,196,0,0,0,16,11,0,18,40,4,11,3,52,16,8,24,106,5,28,35,117,10,5,49,254,10,44,33,91,4,0,48,233,12,34,33,94,10,3,52,231,6,25,37,70,4,9,44,194,10,29,32,69,8,6,81,231,49,164,167,506,63,29,309,1293
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6
SAL51628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,11
SAL51629,0,7,0,5,0,0,0,17,0,4,0,10,0,0,0,21,0,9,0,12,0,0,6,28,0,6,0,3,0,0,0,9,6,23,3,46,12,0,11,112,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,4,14,0,5,26,0,0,0,0,0,0,0,8,0,3,0,6,0,0,0,18,0,7,0,5,0,0,0,11,0,4,0,10,0,0,0,18,0,9,0,12,0,0,6,29,0,6,0,3,0,0,5,14,6,23,3,45,12,0,22,125
SAL51630,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,12
SAL51631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,21
SAL51632,4,14,3,37,3,0,7,66,3,12,5,22,0,0,4,45,6,8,8,27,0,3,4,51,3,4,18,24,0,6,18,73,14,50,34,157,19,10,29,317,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,9,12,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,18,18,0,0,0,4,0,0,50,59,0,0,0,4,3,0,4,12,3,4,0,12,0,0,7,24,0,13,5,32,9,0,9,71,4,14,4,43,3,0,17,78,3,12,5,22,0,0,7,50,6,8,8,33,0,3,10,64,3,4,18,27,0,3,34,95,14,50,38,164,19,10,83,385
SAL51633,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,14
SAL51634,0,7,0,4,0,0,0,16,11,0,3,8,0,0,0,21,0,6,4,6,0,0,0,20,0,8,10,6,0,0,4,35,8,27,14,36,0,0,6,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,16,0,7,0,4,0,0,4,12,11,0,3,8,0,0,4,26,0,6,4,6,0,0,0,17,0,8,10,6,0,0,9,40,8,27,14,36,0,0,23,113
