SAL_CODE_2021,ty_ur_Non_pri_dw_Ind_M,ty_ur_Non_pri_dw_Ind_F,ty_ur_Non_pri_dw_Ind_P,ty_ur_Non_pri_dw_NonInd_M,ty_ur_Non_pri_dw_NonInd_F,ty_ur_Non_pri_dw_NonInd_P,ty_ur_Non_pri_dw_IndSt_nsM,ty_ur_Non_pri_dw_IndSt_nsF,ty_ur_Non_pri_dw_IndSt_nsP,tpe_ur_Non_pvte_dwg_TotM,tpe_ur_Non_pvte_dwg_TotF,tpe_ur_Non_pvte_dwg_TotP
SAL50905,0,0,0,0,0,0,0,0,0,0,0,0
SAL50906,0,0,0,0,0,0,0,0,0,0,0,0
SAL50907,0,0,0,0,0,0,0,0,0,0,0,0
SAL50908,0,0,0,0,0,0,0,0,0,0,0,0
SAL50909,0,0,0,0,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0,0,0,0,0
SAL50911,0,0,0,41,65,103,0,0,0,41,66,101
SAL50912,0,0,0,33,5,35,25,5,32,57,13,68
SAL50913,0,0,0,0,0,0,0,0,0,0,0,0
SAL50914,0,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,0,0,0,0,0,0,0,0
SAL50916,0,0,0,0,0,0,0,0,0,0,0,0
SAL50917,0,0,0,7,4,15,10,0,10,20,4,23
SAL50918,0,0,0,0,0,0,0,0,0,0,0,0
SAL50919,0,0,0,0,0,0,0,0,0,0,0,0
SAL50920,0,0,0,0,0,0,0,0,0,0,0,0
SAL50921,0,0,0,0,0,4,3,0,3,0,0,6
SAL50922,3,0,3,38,133,172,0,0,0,38,133,172
SAL50923,0,0,0,0,0,0,0,0,0,0,0,0
SAL50924,0,0,0,0,3,0,0,0,4,4,0,3
SAL50925,0,0,0,0,0,0,0,0,0,0,0,0
SAL50926,0,3,9,91,15,105,31,7,37,121,28,155
SAL50927,0,0,0,0,0,0,0,0,0,0,0,0
SAL50928,0,0,0,0,0,0,0,0,0,0,0,0
SAL50929,0,0,0,0,0,0,0,0,0,0,0,0
SAL50930,0,0,0,0,0,0,0,0,0,0,0,0
SAL50931,0,0,0,0,0,0,0,0,0,0,0,0
SAL50932,0,0,0,10,28,33,19,15,35,27,40,63
SAL50933,0,0,0,89,113,204,0,5,7,92,120,208
SAL50934,0,0,0,0,0,0,0,0,0,0,0,0
SAL50935,0,0,0,0,0,0,0,0,0,0,0,0
SAL50936,0,0,0,0,0,0,0,0,0,0,0,0
SAL50937,0,0,0,0,0,0,0,0,0,0,0,0
SAL50938,0,3,3,24,31,61,4,4,6,35,35,72
SAL50939,5,0,3,57,125,187,0,0,0,67,123,192
SAL50940,138,5,142,44,3,42,0,0,0,173,7,187
SAL50941,0,0,0,10,3,11,0,0,0,8,3,15
SAL50942,0,0,0,0,0,0,0,0,0,0,0,0
SAL50943,0,0,0,0,0,0,0,0,0,0,0,0
SAL50944,9,23,30,17,7,21,3,0,4,22,29,53
SAL50945,0,0,0,0,0,0,0,0,0,0,0,0
SAL50946,0,0,0,8,5,12,0,0,0,13,5,12
SAL50947,5,4,6,110,169,276,10,7,18,123,183,297
SAL50948,0,0,0,0,0,0,0,0,0,0,0,0
SAL50949,0,0,0,0,0,0,0,0,0,0,0,0
SAL50950,0,0,3,4,3,6,0,0,3,4,3,13
SAL50951,0,0,0,0,0,0,0,0,0,0,0,0
SAL50952,0,0,0,0,0,0,0,0,0,0,0,0
SAL50953,0,0,0,0,0,0,0,0,0,0,0,0
SAL50954,0,0,0,0,0,0,0,0,0,0,0,0
SAL50955,0,0,0,0,0,0,0,0,0,0,0,0
SAL50956,0,0,0,0,0,0,0,0,0,0,0,0
SAL50957,0,0,0,0,0,0,0,0,0,0,0,0
SAL50958,0,0,0,0,0,0,0,0,0,0,0,0
SAL50959,0,0,0,0,0,0,0,0,0,0,0,0
SAL50960,0,0,0,25,74,104,0,0,0,27,74,107
SAL50961,0,0,0,0,0,0,0,0,0,0,0,0
SAL50962,0,0,0,0,0,0,0,0,0,0,0,0
SAL50963,0,0,0,0,0,4,0,0,0,5,0,0
SAL50964,0,0,0,0,0,0,0,0,0,0,0,0
SAL50965,0,0,0,0,0,0,0,0,0,0,0,0
SAL50966,0,0,0,0,0,0,0,0,0,0,0,0
SAL50967,0,0,0,0,0,0,0,0,0,0,0,0
SAL50968,0,0,0,4,0,4,0,0,0,4,0,4
SAL50969,0,0,0,0,0,0,0,0,0,0,0,0
SAL50970,0,0,0,30,42,76,0,0,0,30,48,73
SAL50971,0,0,0,25,4,28,10,0,10,39,4,45
SAL50972,0,0,0,0,0,0,0,0,0,0,0,0
SAL50973,0,0,0,0,0,0,0,0,0,0,0,0
SAL50974,0,0,0,0,0,0,0,0,0,0,0,0
SAL50975,0,0,0,0,0,0,0,0,0,0,0,0
SAL50976,0,0,0,0,0,0,0,0,0,0,0,0
SAL50977,0,0,0,0,0,0,0,0,0,0,0,0
SAL50978,0,0,0,0,0,0,0,0,0,0,0,0
SAL50979,0,0,0,0,0,0,0,0,0,0,0,0
SAL50980,0,0,0,0,0,0,0,0,0,0,0,0
SAL50981,0,0,0,0,0,0,0,0,0,0,0,0
SAL50982,0,0,0,0,0,0,0,0,0,0,0,0
SAL50983,0,0,0,0,0,0,0,0,0,0,0,0
SAL50984,0,0,0,0,0,0,0,0,0,0,0,0
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,0,0,0,0,0,0,0,0,0,0,0
SAL50987,0,0,0,0,0,0,0,0,0,0,0,0
SAL50988,3,0,5,33,37,62,3,0,5,38,33,71
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,0,0,0,0,0,0,0
SAL50991,0,0,0,0,0,0,0,0,0,0,0,0
SAL50992,0,0,0,0,0,0,0,0,0,0,0,0
SAL50993,0,0,3,3,4,3,28,22,48,31,30,59
SAL50994,0,0,0,0,0,0,0,0,0,0,0,0
SAL50995,0,0,0,0,0,0,0,0,0,0,0,0
SAL50996,0,0,0,0,0,0,0,0,0,0,0,0
SAL50997,4,8,10,0,0,0,0,0,0,4,8,10
SAL50998,0,0,0,32,28,58,0,0,0,32,28,58
SAL50999,0,0,0,0,0,0,0,0,0,0,0,0
SAL51000,7,12,16,56,146,197,12,4,14,78,157,231
SAL51001,0,0,0,0,0,0,0,0,0,0,0,0
SAL51002,0,0,0,0,0,0,0,0,0,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,0,0,0,14,26,42,0,0,0,14,26,42
SAL51005,0,0,0,0,0,0,0,0,0,0,0,0
SAL51006,0,0,0,10,0,8,22,7,32,31,8,34
SAL51007,0,0,0,0,0,0,0,0,0,0,0,0
SAL51008,3,0,3,23,4,27,38,40,76,64,42,103
SAL51009,0,0,3,25,28,52,0,0,0,25,33,58
SAL51010,0,0,0,0,0,0,0,0,0,0,0,0
SAL51011,0,0,0,0,0,0,0,0,0,0,0,0
SAL51012,0,0,0,0,0,0,0,0,0,0,0,0
SAL51013,0,0,0,0,0,0,0,0,0,0,0,0
SAL51014,0,0,0,0,0,3,0,0,0,0,0,3
SAL51015,0,0,0,0,0,0,0,0,0,0,0,0
SAL51016,0,0,0,0,0,0,4,7,7,4,7,7
SAL51017,0,0,0,0,0,0,0,0,0,0,0,0
SAL51018,0,0,0,0,0,0,0,0,0,0,0,0
SAL51019,0,0,0,0,0,0,0,0,0,0,0,0
SAL51020,3,0,3,68,10,76,40,4,36,105,19,124
SAL51021,4,11,17,172,261,436,61,78,142,240,351,590
SAL51022,0,0,0,0,0,0,0,0,0,0,0,0
SAL51023,0,0,0,0,0,0,0,0,0,0,0,0
SAL51024,0,0,0,7,4,17,38,9,43,44,17,61
SAL51025,0,0,0,0,0,0,0,0,0,0,0,0
SAL51026,0,0,0,7,0,8,0,8,6,3,7,17
SAL51027,0,0,0,0,0,0,0,0,0,0,0,0
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,0,0,0,0,3,3,0,0,0,0,3,3
SAL51031,0,0,0,0,8,9,0,0,0,0,8,9
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,38,8,50,383,81,470,198,49,250,626,143,764
SAL51034,0,0,0,0,0,0,0,0,0,0,0,0
SAL51035,0,0,0,0,0,0,0,0,0,0,0,0
SAL51036,0,0,0,5,0,5,0,0,0,5,0,5
SAL51037,0,0,0,0,0,0,0,0,0,0,0,0
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0,0,0,0,0
SAL51040,0,0,0,3,0,3,0,0,0,3,0,3
SAL51041,0,0,0,18,27,38,3,0,3,14,27,40
SAL51042,4,0,4,10,0,10,0,0,0,13,0,15
SAL51043,0,0,0,0,0,0,0,0,0,0,0,0
SAL51044,0,0,0,0,0,0,0,0,0,0,0,0
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,0,0,0,0,0,0,0,0,0,0,0,0
SAL51047,0,0,0,0,4,5,0,0,4,4,0,6
SAL51048,0,0,0,0,0,0,0,0,0,0,0,0
SAL51049,0,0,0,0,0,0,0,0,0,4,0,3
SAL51050,0,0,0,0,0,0,0,0,0,0,0,0
SAL51051,0,0,0,15,3,20,4,0,4,20,5,26
SAL51052,0,0,0,0,0,0,0,0,0,0,0,0
SAL51053,0,0,0,0,0,0,0,0,0,0,0,0
SAL51054,0,0,0,0,0,0,0,0,0,0,0,0
SAL51055,0,0,0,16,28,45,0,0,3,23,29,51
SAL51056,0,0,0,0,0,0,0,0,0,0,0,0
SAL51057,0,0,0,0,3,3,0,6,6,0,8,8
SAL51058,0,0,0,0,0,0,0,0,0,0,0,0
SAL51059,0,0,0,6,0,3,0,0,0,5,0,8
SAL51060,0,0,0,0,0,0,0,0,0,0,0,0
SAL51061,0,0,0,0,0,0,0,0,0,0,0,0
SAL51062,0,0,0,0,0,0,0,0,0,0,0,0
SAL51063,0,0,0,0,0,0,0,0,0,0,0,0
SAL51064,12,17,28,139,316,453,79,100,174,229,428,654
SAL51065,0,0,0,0,0,0,0,0,0,0,0,0
SAL51066,0,0,0,0,0,0,0,0,0,0,0,0
SAL51067,0,0,0,0,0,0,0,0,0,0,0,0
SAL51068,0,0,0,0,0,0,0,0,0,0,0,0
SAL51069,0,0,0,54,102,156,0,0,0,57,104,159
SAL51070,0,0,0,0,0,0,0,0,0,4,0,4
SAL51071,0,0,0,0,0,0,0,0,0,0,0,0
SAL51072,0,0,0,0,0,0,0,0,0,0,0,0
SAL51073,0,0,0,0,0,0,0,0,0,0,0,0
SAL51074,0,0,0,0,0,0,0,0,0,0,0,0
SAL51075,0,0,0,0,0,0,0,0,0,0,0,0
SAL51076,0,0,0,0,0,0,0,0,0,0,0,0
SAL51077,0,0,0,0,0,0,0,0,0,0,0,0
SAL51078,0,0,0,3,0,8,0,0,0,3,0,7
SAL51079,0,0,0,0,0,0,0,0,0,0,0,0
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,0,0,0,0,0,0,0,0,0,0,0,0
SAL51082,0,0,0,0,0,0,0,0,0,0,0,0
SAL51083,0,0,0,0,3,5,0,0,0,0,3,5
SAL51084,0,0,0,0,0,0,0,0,0,0,0,0
SAL51085,0,0,0,3,5,7,0,0,0,3,5,7
SAL51086,0,0,0,0,0,0,0,0,0,0,0,0
SAL51087,0,0,0,0,0,0,0,0,0,0,0,0
SAL51088,0,0,0,3,11,9,10,6,15,9,18,23
SAL51089,0,0,0,0,0,0,0,0,0,0,0,0
SAL51090,0,0,0,0,0,0,0,0,0,0,0,0
SAL51091,0,0,0,0,0,0,0,0,0,0,0,0
SAL51092,0,0,0,0,0,0,0,0,0,0,0,0
SAL51093,7,3,7,50,79,137,10,4,15,67,93,156
SAL51094,0,0,0,0,0,0,0,0,0,0,0,0
SAL51095,0,0,0,8,5,13,0,3,3,8,9,13
SAL51096,0,0,0,0,0,0,0,0,0,0,0,0
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,3,0,5,78,111,186,27,21,46,102,130,238
SAL51099,0,0,0,0,0,0,0,0,0,0,0,0
SAL51100,0,0,0,0,0,0,0,0,0,0,0,0
SAL51101,0,0,0,0,0,0,0,0,0,0,0,0
SAL51102,0,0,0,11,0,17,5,0,5,15,5,26
SAL51103,0,0,0,0,0,0,0,0,0,0,0,0
SAL51104,0,0,0,0,0,0,0,0,0,0,0,0
SAL51105,0,0,0,0,0,0,0,0,0,0,0,0
SAL51106,0,0,0,0,0,0,0,0,0,0,0,0
SAL51107,0,0,0,5,0,5,0,0,0,5,0,5
SAL51108,0,0,0,0,0,0,0,0,0,0,0,0
SAL51109,0,0,0,0,0,3,0,0,0,0,0,3
SAL51110,0,0,0,0,0,0,0,0,0,0,0,0
SAL51111,47,17,63,950,324,1274,705,184,892,1706,527,2227
SAL51112,0,0,0,4,0,4,10,0,12,11,5,16
SAL51113,0,0,4,0,0,0,0,0,0,0,0,7
SAL51114,0,0,0,5,0,6,0,0,0,5,0,6
SAL51115,0,0,0,0,0,0,0,0,0,0,0,0
SAL51116,0,0,0,0,0,0,0,0,0,0,0,0
SAL51117,0,0,0,0,0,0,0,0,0,0,0,0
SAL51118,0,0,0,0,0,0,0,0,0,0,0,0
SAL51119,0,0,0,0,0,0,0,0,0,0,0,0
SAL51120,0,0,0,0,0,0,0,0,0,0,0,0
SAL51121,0,0,0,0,0,0,0,0,0,0,0,0
SAL51122,0,0,0,0,0,0,0,0,0,0,3,3
SAL51123,0,0,0,0,0,0,0,0,0,0,0,0
SAL51124,0,0,0,19,39,63,0,0,0,19,39,63
SAL51125,0,0,0,0,0,0,0,0,0,0,0,0
SAL51126,0,0,0,0,0,0,0,0,0,0,0,0
SAL51127,0,0,0,3,10,8,3,0,3,9,6,16
SAL51128,0,0,0,0,0,0,0,0,0,0,0,0
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,0,0,0,0,0,0,4,0,3,4,0,3
SAL51131,0,0,0,0,0,0,0,0,0,0,0,0
SAL51132,0,0,0,0,0,0,0,0,0,0,0,0
SAL51133,0,0,0,0,0,0,0,0,0,0,0,0
SAL51134,0,0,0,0,0,0,0,0,0,0,0,0
SAL51135,0,0,0,43,78,118,0,0,0,41,79,122
SAL51136,0,0,0,0,0,0,0,0,0,0,0,0
SAL51137,0,0,0,0,0,0,0,0,0,0,0,0
SAL51138,0,0,0,49,62,111,0,0,0,48,62,111
SAL51139,0,0,0,29,0,25,13,0,13,34,0,38
SAL51140,0,0,0,0,0,0,0,0,0,0,0,0
SAL51141,0,0,0,0,0,0,0,0,0,0,0,0
SAL51142,0,0,0,0,0,0,5,0,7,5,0,7
SAL51143,0,0,0,0,0,0,0,0,0,0,0,0
SAL51144,0,0,0,0,0,0,0,0,0,0,0,0
SAL51145,0,0,0,0,0,0,0,0,0,0,0,0
SAL51146,0,0,0,0,0,0,0,0,0,0,0,0
SAL51147,0,0,0,93,146,241,10,0,8,105,149,253
SAL51148,0,0,0,0,0,0,0,0,0,0,0,0
SAL51149,0,0,0,0,0,0,0,0,0,0,0,0
SAL51150,0,0,0,0,0,0,0,0,0,0,0,0
SAL51151,0,0,0,0,0,0,0,0,0,0,0,0
SAL51152,0,0,0,0,0,0,0,0,0,0,0,0
SAL51153,0,0,0,0,0,0,0,0,0,0,0,0
SAL51154,0,0,0,0,0,0,0,0,0,0,0,0
SAL51155,0,0,0,0,0,0,0,0,0,0,0,0
SAL51156,0,0,0,0,0,0,0,0,0,0,0,0
SAL51157,6,3,11,50,50,102,23,21,45,79,78,154
SAL51158,0,0,0,8,14,26,0,0,0,15,14,25
SAL51159,0,0,7,51,17,74,37,12,48,92,40,132
SAL51160,0,0,0,0,0,0,0,0,0,0,0,0
SAL51161,0,0,0,0,0,0,0,0,0,0,0,0
SAL51162,0,0,0,0,0,0,0,0,0,0,0,0
SAL51163,0,0,0,0,0,0,0,0,0,0,0,0
SAL51164,0,0,0,0,0,0,0,0,0,0,0,0
SAL51165,48,9,60,426,73,501,390,68,455,865,151,1017
SAL51166,0,0,0,0,0,0,0,0,0,0,0,0
SAL51167,0,0,0,0,0,0,0,0,0,0,0,0
SAL51168,0,0,0,0,5,4,0,3,0,3,4,10
SAL51169,0,0,0,0,0,0,0,0,0,0,0,0
SAL51170,0,0,0,0,0,0,0,0,0,0,0,0
SAL51171,0,0,0,0,0,0,0,0,0,0,0,0
SAL51172,0,0,0,0,0,0,0,0,0,0,0,0
SAL51173,0,0,0,0,0,0,0,0,0,0,0,0
SAL51174,0,0,0,0,0,0,0,0,0,0,0,0
SAL51175,0,0,0,0,0,3,0,0,0,0,0,3
SAL51176,0,0,0,6,4,6,0,0,0,4,4,5
SAL51177,0,0,0,0,0,0,0,0,0,0,0,0
SAL51178,0,0,0,0,0,0,0,0,0,0,0,0
SAL51179,0,0,0,0,0,0,0,0,0,0,0,0
SAL51180,0,0,0,0,0,0,0,0,0,0,0,0
SAL51181,0,0,0,12,15,28,11,17,27,24,31,57
SAL51182,0,0,0,0,0,0,8,4,14,8,4,14
SAL51183,0,0,0,0,0,0,0,0,0,0,0,0
SAL51184,0,0,0,0,0,0,0,0,0,0,0,0
SAL51185,0,0,0,0,0,0,0,0,0,0,0,0
SAL51186,0,0,0,6,5,11,0,0,0,6,5,11
SAL51187,0,0,0,0,0,0,0,0,0,0,0,0
SAL51188,9,11,21,20,10,35,9,5,15,41,31,70
SAL51189,0,0,0,0,0,0,0,3,0,0,3,0
SAL51190,0,0,0,42,28,67,3,0,3,43,28,69
SAL51191,0,0,0,0,0,0,0,0,0,0,0,0
SAL51192,0,0,0,0,0,0,0,0,0,0,0,0
SAL51193,0,0,0,0,0,0,0,0,0,0,0,0
SAL51194,0,0,0,0,0,0,0,0,0,0,0,0
SAL51195,0,0,0,0,0,0,0,0,0,0,0,0
SAL51196,0,0,0,0,0,0,0,0,0,0,0,0
SAL51197,0,0,0,3,3,3,0,3,3,3,4,6
SAL51198,19,17,38,246,202,449,0,0,4,268,215,486
SAL51199,0,0,0,0,0,0,0,0,0,0,0,0
SAL51200,0,0,0,0,0,0,0,0,0,0,0,0
SAL51201,6,7,11,90,37,126,114,44,153,208,85,297
SAL51202,0,0,0,0,0,0,0,0,0,0,0,0
SAL51203,3,0,3,3,4,12,4,0,9,14,4,16
SAL51204,0,0,0,0,0,0,0,0,0,0,0,0
SAL51205,4,0,7,7,0,6,0,0,0,3,4,13
SAL51206,0,0,0,0,0,0,0,0,0,0,0,0
SAL51207,0,0,0,0,0,0,0,0,0,0,0,0
SAL51208,0,0,0,0,0,0,0,0,0,0,0,0
SAL51209,0,0,0,0,3,3,0,0,0,0,3,3
SAL51210,7,7,8,0,0,0,0,0,0,7,8,18
SAL51211,0,0,0,0,0,3,0,10,10,0,3,12
SAL51212,0,0,0,0,0,0,0,0,0,0,0,0
SAL51213,0,0,0,0,0,0,0,0,0,0,0,0
SAL51214,0,0,0,0,0,0,0,0,0,0,0,0
SAL51215,0,0,0,0,0,0,0,0,0,0,0,0
SAL51216,0,0,0,0,0,0,0,0,0,0,0,0
SAL51217,0,0,0,0,0,0,0,0,0,0,0,0
SAL51218,0,0,0,24,5,30,32,4,36,59,9,66
SAL51219,0,0,0,0,0,0,0,0,0,0,0,0
SAL51220,0,0,0,0,0,0,0,0,0,0,0,0
SAL51221,0,0,0,0,0,0,0,0,0,0,0,0
SAL51222,0,0,3,3,0,7,6,3,8,7,0,16
SAL51223,0,0,0,0,0,0,0,0,0,0,0,0
SAL51224,0,0,0,17,11,30,7,4,5,18,12,35
SAL51225,0,20,25,0,78,80,0,3,3,3,105,107
SAL51226,0,0,0,0,0,0,0,0,0,0,0,0
SAL51227,0,0,0,0,0,0,0,0,0,0,0,0
SAL51228,0,0,0,0,0,0,0,0,0,0,0,0
SAL51229,0,0,0,0,0,0,0,0,0,0,0,0
SAL51230,10,12,23,546,391,935,363,216,579,921,622,1539
SAL51231,0,0,0,14,7,20,0,0,0,14,7,20
SAL51232,0,0,0,0,0,0,0,0,0,0,0,0
SAL51233,0,0,0,0,0,0,0,0,0,0,0,0
SAL51234,0,0,0,0,0,0,0,0,0,0,0,0
SAL51235,0,0,0,0,0,0,0,0,0,0,0,0
SAL51236,0,0,0,6,4,0,11,6,17,10,7,18
SAL51237,0,0,0,0,0,0,0,0,0,0,0,0
SAL51238,0,0,0,0,0,0,0,0,0,0,0,0
SAL51239,0,0,0,0,0,0,0,0,0,0,0,0
SAL51240,0,0,0,0,0,0,0,0,0,0,0,0
SAL51241,0,0,0,0,0,0,0,0,0,0,0,0
SAL51242,0,0,0,0,0,0,0,0,0,0,0,0
SAL51243,0,0,0,0,0,0,0,0,0,0,0,0
SAL51244,0,0,0,3,0,3,0,0,0,3,0,3
SAL51245,0,0,0,0,0,0,0,0,0,0,0,0
SAL51246,0,0,0,0,0,0,0,0,0,0,0,0
SAL51247,0,0,0,27,41,69,0,0,0,27,41,64
SAL51248,0,0,0,0,0,0,0,0,0,0,0,0
SAL51249,0,0,0,0,0,0,0,0,0,0,0,0
SAL51250,0,0,0,0,0,0,0,0,0,0,0,0
SAL51251,0,0,0,0,0,0,0,0,0,0,0,0
SAL51252,0,0,0,0,0,0,0,0,0,0,0,0
SAL51253,7,0,7,98,18,109,74,9,83,183,17,203
SAL51254,0,0,0,0,0,0,0,0,0,0,0,0
SAL51255,0,0,0,0,0,0,0,0,0,0,0,0
SAL51256,0,0,0,0,0,0,0,0,0,0,0,0
SAL51257,0,0,0,0,0,0,0,0,0,0,0,0
SAL51258,0,0,0,0,0,0,0,0,0,0,0,0
SAL51259,0,0,0,32,36,68,58,38,97,89,74,162
SAL51260,0,0,0,39,70,104,7,12,23,46,79,128
SAL51261,0,0,0,0,0,0,0,0,0,0,0,0
SAL51262,0,0,0,12,0,10,18,8,26,27,9,36
SAL51263,0,0,0,0,0,0,0,0,0,0,0,0
SAL51264,0,0,0,0,0,0,0,0,0,0,0,0
SAL51265,0,0,0,0,0,0,0,0,4,0,0,4
SAL51266,0,0,0,0,0,0,0,0,0,0,0,0
SAL51267,0,0,0,0,0,0,0,0,0,0,0,0
SAL51268,0,0,0,3,10,12,3,4,6,3,12,16
SAL51269,0,0,0,0,0,0,0,0,0,0,0,0
SAL51270,0,0,0,0,0,0,0,0,0,0,0,0
SAL51271,0,0,0,42,24,70,0,0,0,42,24,70
SAL51272,0,0,0,0,0,0,0,0,0,0,0,0
SAL51273,0,0,0,0,0,0,0,0,0,0,0,0
SAL51274,0,0,0,0,0,0,0,0,0,0,0,0
SAL51275,0,0,0,8,0,8,0,0,0,8,0,8
SAL51276,0,0,0,0,0,0,0,0,0,0,0,0
SAL51277,0,0,0,0,0,0,0,0,0,0,0,0
SAL51278,0,0,0,0,0,0,0,0,0,0,0,0
SAL51279,0,0,0,0,0,0,0,0,0,0,0,0
SAL51280,0,0,0,0,0,0,0,0,0,0,0,0
SAL51281,0,0,0,15,10,18,10,3,13,26,9,32
SAL51282,0,0,0,0,0,0,0,0,0,0,0,0
SAL51283,0,0,0,7,8,15,0,3,6,8,17,21
SAL51284,0,0,0,0,0,0,0,0,0,0,0,0
SAL51285,0,0,0,0,0,0,0,0,0,0,0,0
SAL51286,0,0,0,0,0,0,0,0,0,0,0,0
SAL51287,0,0,0,65,136,201,5,4,13,74,138,210
SAL51288,0,0,0,0,0,0,0,0,0,0,0,0
SAL51289,0,0,0,0,0,0,0,0,0,0,0,0
SAL51290,0,0,0,0,0,0,0,0,0,0,0,0
SAL51291,0,0,0,0,0,0,0,0,0,0,0,0
SAL51292,0,0,0,0,0,0,0,0,0,0,0,0
SAL51293,0,0,0,0,0,0,0,0,0,0,0,0
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,0,0,0,0,0,0,0,0,0,0,0,0
SAL51297,0,0,0,0,0,0,0,0,0,0,0,0
SAL51298,0,0,0,0,0,0,0,0,0,0,0,0
SAL51299,3,3,7,36,28,63,20,9,33,61,41,102
SAL51300,0,0,0,0,3,4,0,0,5,4,4,7
SAL51301,0,0,4,62,103,165,67,26,93,130,130,262
SAL51302,0,0,0,23,6,29,24,6,32,47,13,57
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,0,0,0,0,0,0,0,0,0,0,0,0
SAL51305,171,17,186,34,3,44,0,0,0,200,24,226
SAL51306,0,0,0,12,20,39,4,5,16,27,32,55
SAL51307,0,0,0,0,0,0,0,0,0,5,0,5
SAL51308,0,0,0,0,0,0,0,0,0,0,0,0
SAL51309,0,0,0,0,0,0,0,0,0,0,0,0
SAL51310,0,0,0,0,0,0,0,4,4,0,4,4
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0
SAL51312,0,0,0,55,94,151,0,4,4,52,106,155
SAL51313,0,0,0,84,20,105,74,16,87,157,38,191
SAL51314,0,0,0,16,11,25,0,0,4,21,12,28
SAL51315,0,0,0,0,0,0,0,0,0,0,0,0
SAL51316,0,0,0,0,0,0,0,0,0,0,0,0
SAL51317,0,0,0,0,0,0,0,0,0,0,0,0
SAL51318,0,0,0,0,0,0,0,0,0,0,0,0
SAL51319,0,0,0,0,4,6,0,0,0,0,4,6
SAL51320,0,0,0,0,0,0,0,0,0,0,0,0
SAL51321,28,0,26,237,131,360,0,6,6,258,136,390
SAL51322,0,0,0,0,0,0,0,0,0,0,0,0
SAL51323,0,0,0,0,0,0,0,0,0,0,0,0
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0
SAL51326,0,0,0,3,0,5,23,0,25,22,3,30
SAL51327,0,0,0,0,0,0,0,0,0,0,0,0
SAL51328,0,0,0,0,0,0,0,0,0,0,0,0
SAL51329,0,0,0,0,0,0,0,0,0,0,0,0
SAL51330,0,0,4,85,102,186,13,7,22,101,105,204
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,0,0,0,0,4,8,0,0,0,0,4,8
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0
SAL51336,0,0,0,0,0,0,0,0,0,0,0,0
SAL51337,0,0,0,0,0,3,0,0,0,0,0,3
SAL51338,0,0,0,0,0,0,0,0,0,0,0,0
SAL51339,53,0,53,297,3,298,0,0,0,353,3,356
SAL51340,0,0,0,0,0,0,0,0,0,0,0,0
SAL51341,0,0,0,0,0,0,0,0,0,0,0,0
SAL51342,0,0,0,5,0,8,0,0,5,4,0,7
SAL51343,0,0,0,0,0,0,0,0,0,0,0,0
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,0,0,0,0,0,0,0,0,0,0,3,3
SAL51346,4,0,4,82,49,125,14,5,21,103,53,150
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,0,0,0,43,104,150,5,13,22,49,119,169
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0
SAL51350,0,0,0,0,3,4,0,0,0,0,0,3
SAL51351,0,0,0,0,0,0,0,0,0,0,0,0
SAL51352,0,0,0,0,0,0,0,0,0,0,0,0
SAL51353,0,5,6,5,12,18,0,0,0,9,18,22
SAL51354,0,0,0,0,0,0,0,0,0,0,0,0
SAL51355,0,0,0,16,0,16,12,0,12,35,0,35
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,0,0,0
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,0,0,17,7,22,11,0,13,26,7,33
SAL51360,0,0,0,3,4,5,0,0,0,3,4,5
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0
