SAL_CODE_2021,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
SAL50548,11,15,23,0,0,0,0,0,0,11,19,28,404,412,820,33,26,54,448,452,902
SAL50549,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31,3,0,3,14,21,33
SAL50550,186,194,377,0,4,4,0,3,5,188,204,388,4042,4027,8069,239,207,447,4471,4432,8897
SAL50551,18,10,33,0,0,0,0,0,0,18,10,33,510,491,999,25,24,48,554,531,1079
SAL50552,17,15,30,0,0,0,0,0,0,14,15,29,1283,1361,2644,74,47,115,1369,1422,2789
SAL50553,71,96,167,0,0,3,0,0,0,71,94,173,1400,1461,2870,56,45,101,1528,1611,3143
SAL50554,6,0,6,0,0,0,0,0,0,6,0,6,18,16,37,6,0,12,25,22,47
SAL50555,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25,0,0,0,9,16,25
SAL50556,18,17,35,0,4,4,0,0,0,18,20,41,1207,1272,2486,52,54,109,1284,1347,2628
SAL50557,25,45,74,0,0,0,0,0,3,26,49,72,444,447,895,25,25,41,491,512,1009
SAL50558,0,0,0,0,0,0,0,0,0,0,0,0,52,51,106,3,0,3,59,51,112
SAL50559,0,0,0,0,0,0,0,0,0,0,0,0,48,46,93,3,0,3,55,45,97
SAL50560,0,0,0,0,0,0,0,0,0,0,0,0,19,17,38,3,0,4,19,20,44
SAL50561,14,12,22,0,0,0,0,0,0,14,12,22,639,623,1270,29,26,57,682,660,1347
SAL50562,0,0,0,0,0,0,0,0,0,0,0,0,223,235,458,35,33,68,262,266,525
SAL50563,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,3,5,5
SAL50564,36,40,79,0,0,0,0,0,0,36,44,76,237,213,450,21,24,41,295,277,568
SAL50565,0,0,0,0,0,0,0,0,0,0,0,0,14,6,29,0,0,6,23,12,30
SAL50566,58,77,138,0,4,3,3,0,8,67,85,157,2586,2665,5251,159,117,278,2813,2870,5681
SAL50567,0,6,3,0,0,0,0,0,0,4,6,3,110,134,242,4,0,9,120,135,258
SAL50568,0,0,0,0,0,0,0,0,0,0,0,0,15,11,25,4,0,3,21,14,29
SAL50569,16,15,29,0,0,0,0,0,0,16,13,29,207,208,418,27,34,65,257,257,508
SAL50570,0,0,0,0,0,0,0,0,0,0,0,0,14,9,14,0,0,0,11,9,15
SAL50571,19,11,31,0,0,0,0,0,0,19,11,31,1583,1633,3214,44,33,80,1644,1683,3323
SAL50572,0,0,0,0,0,0,0,0,0,0,0,0,14,13,26,4,3,4,20,20,33
SAL50573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50574,374,417,790,3,0,3,10,10,17,385,426,819,9504,9673,19177,594,566,1157,10484,10669,21149
SAL50575,0,0,0,0,0,0,0,0,0,0,0,0,118,103,218,12,4,19,132,105,238
SAL50576,0,0,0,0,0,0,0,0,0,0,0,0,14,4,20,9,3,13,22,13,38
SAL50577,5,0,5,0,0,0,0,0,0,5,0,5,55,55,108,0,3,6,60,56,113
SAL50578,5,9,7,0,0,0,0,0,0,5,9,7,71,72,143,9,9,7,80,83,158
SAL50579,0,5,9,0,0,0,0,0,0,0,5,9,149,125,276,4,5,8,153,136,293
SAL50580,0,0,3,0,0,0,0,0,0,0,0,3,27,25,57,0,0,3,32,26,62
SAL50581,0,0,0,0,0,0,0,0,0,0,0,0,29,23,59,3,0,0,28,31,57
SAL50582,10,6,12,0,0,0,0,0,0,10,6,12,170,160,327,14,14,31,193,176,365
SAL50583,234,252,484,0,3,5,4,5,6,239,257,492,4107,4743,8846,271,256,532,4621,5246,9869
SAL50584,0,0,0,0,0,0,0,0,0,0,0,0,21,17,43,0,5,6,25,19,46
SAL50585,48,37,84,0,0,0,5,0,5,48,37,91,1200,1256,2461,62,59,123,1315,1352,2666
SAL50586,6,3,12,0,0,0,0,0,0,6,3,12,148,145,288,21,26,42,173,173,344
SAL50587,55,68,123,0,0,0,0,4,9,60,77,126,4672,4721,9390,184,156,341,4911,4951,9861
SAL50588,0,0,0,0,0,0,0,0,0,0,0,0,6,10,20,3,0,3,10,12,23
SAL50589,0,0,0,0,0,0,0,0,0,0,0,0,25,25,51,0,0,0,29,25,53
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,8,0,5
SAL50591,62,75,136,0,0,0,0,0,0,62,73,139,6,3,10,0,0,6,70,80,156
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,6,3,8,0,0,0,0,0,0,6,3,8,75,72,139,11,5,9,82,76,158
SAL50594,25,26,51,0,0,0,4,0,5,27,27,57,960,957,1914,40,27,74,1032,1010,2040
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,0,4,4,5,5
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,8,16,28,0,0,0,12,16,30
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,17,28,40,0,0,0,17,30,41
SAL50598,0,0,5,0,0,0,0,0,0,0,0,5,33,36,69,4,5,9,44,36,83
SAL50599,5,6,16,0,0,0,0,0,0,5,6,16,2553,2708,5255,63,60,115,2624,2767,5391
SAL50600,3,0,3,0,0,0,0,0,0,3,0,3,24,20,43,4,4,5,32,23,52
SAL50601,0,0,0,0,0,0,0,0,0,0,0,0,29,27,52,0,0,4,24,27,55
SAL50602,510,597,1106,0,0,0,4,5,3,509,602,1114,139,132,269,102,88,186,750,825,1572
SAL50603,155,162,314,3,5,10,0,5,4,165,172,327,6510,7017,13523,367,254,619,7034,7438,14474
SAL50604,8,4,12,0,0,0,0,0,0,8,4,12,135,122,254,8,14,20,154,135,286
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,21,25,49,4,11,7,27,33,58
SAL50606,3,0,3,0,0,0,0,0,0,3,0,3,7,10,14,6,6,8,14,14,23
SAL50607,24,30,49,3,0,0,0,5,5,27,33,56,2498,2540,5040,68,43,119,2597,2619,5209
SAL50608,3,5,9,0,0,0,0,0,0,3,5,9,42,20,63,93,36,128,140,55,197
SAL50609,167,156,322,0,0,0,4,0,9,169,157,329,4923,5332,10258,408,338,742,5500,5826,11327
SAL50610,46,44,90,0,0,0,0,0,0,46,44,95,3316,3349,6670,134,95,229,3495,3494,6985
SAL50611,59,61,123,0,0,0,3,0,3,63,59,126,1095,1078,2176,58,50,107,1217,1193,2410
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,47,42,84,4,8,12,52,48,98
SAL50613,57,72,134,0,0,0,0,0,0,57,77,131,5531,5736,11261,167,110,274,5747,5919,11667
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,27,22,47,3,3,10,28,30,52
SAL50615,60,61,120,3,0,4,5,0,5,63,61,128,1570,1578,3151,91,92,188,1732,1730,3462
SAL50616,0,4,3,0,0,0,0,0,0,0,4,3,17,17,31,0,0,0,16,22,41
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,4,4,9,0,0,0,0,0,0,4,4,9,232,219,450,21,14,37,254,236,493
SAL50619,28,26,57,0,0,0,0,0,0,30,29,60,1105,1171,2279,42,33,75,1181,1233,2417
SAL50620,15,5,20,0,0,0,0,0,0,19,5,22,425,419,847,35,29,70,484,458,935
SAL50621,0,0,0,0,0,0,0,0,0,0,0,0,35,37,72,4,4,13,46,45,83
SAL50622,64,36,99,0,0,0,0,0,9,67,42,108,3246,3259,6503,171,123,287,3481,3423,6898
SAL50623,38,52,85,0,0,0,0,0,0,37,52,84,1888,2030,3917,82,47,129,2005,2129,4130
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,14,12,27,9,0,13,22,13,36
SAL50625,38,33,66,0,0,0,0,0,0,38,33,71,1168,1172,2337,53,36,89,1253,1243,2500
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,73,63,136,4,3,4,76,66,142
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,12,18,25,0,0,0,0,0,0,12,18,25,737,714,1452,33,32,62,783,759,1542
SAL50629,3,3,9,0,0,0,0,0,0,3,3,9,209,202,411,12,3,17,229,212,438
SAL50630,0,0,0,0,0,0,0,0,0,0,0,0,54,46,104,0,3,7,57,48,101
SAL50631,0,0,0,0,0,0,0,0,0,0,0,0,59,56,117,3,6,6,61,65,127
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,15,9,21,0,0,0,16,9,19
SAL50633,192,207,398,6,0,5,4,3,10,199,213,414,5534,5747,11281,292,211,502,6029,6169,12198
SAL50634,3,4,9,0,0,0,0,0,0,3,4,9,109,110,222,12,8,21,123,127,247
SAL50635,12,12,20,0,0,0,0,0,0,12,12,20,1101,1050,2152,86,66,157,1197,1127,2326
SAL50636,56,64,114,0,3,0,0,0,4,57,63,122,1876,1971,3849,103,92,194,2035,2126,4165
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,58,45,104,0,0,5,62,45,107
SAL50638,38,31,74,0,0,0,0,0,0,44,31,75,5304,5559,10863,154,104,256,5503,5696,11200
SAL50639,39,34,72,0,0,0,0,0,3,43,42,80,823,799,1623,59,42,105,927,885,1807
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,28,35,63,7,9,16,36,39,72
SAL50641,50,66,119,0,4,5,4,0,3,55,72,128,1837,2091,3928,147,118,266,2044,2280,4323
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,26,20,48,3,0,5,35,26,54
SAL50643,0,0,4,0,0,0,0,0,0,0,0,4,26,16,48,8,5,12,34,22,59
SAL50644,0,0,0,0,0,0,0,0,0,0,0,0,34,31,62,0,0,0,38,31,61
SAL50645,35,39,78,0,0,0,0,0,0,36,39,77,3236,3456,6691,117,101,218,3393,3593,6987
SAL50646,4,0,4,0,0,0,0,0,0,4,0,4,61,64,123,9,6,13,67,70,140
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,21,12,31,0,0,0,21,12,31
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,0,0,0,10,7,9
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,22,16,38,7,0,8,28,18,46
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,3,4,9,11,8,22
SAL50652,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,5,0,0,21,18,39
SAL50653,0,4,4,0,0,0,0,0,0,0,4,4,142,156,296,5,3,9,149,165,313
SAL50654,23,30,48,0,0,0,0,0,0,23,29,45,497,468,968,47,46,97,563,544,1115
SAL50655,0,4,4,0,0,0,0,0,0,0,4,4,74,75,149,6,4,6,81,82,161
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,10,3,11,0,0,0,0,0,0,10,3,11,324,326,649,35,18,46,362,348,713
SAL50658,3,0,5,0,0,0,0,0,0,3,0,5,44,53,92,8,9,12,56,58,112
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,18,22,43,0,0,0,18,24,45
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,7,10,16,0,0,5,13,11,26
SAL50661,139,125,262,9,3,14,3,3,5,151,133,284,4169,4242,8406,182,148,324,4500,4519,9021
SAL50662,3,0,8,0,0,0,0,0,0,3,0,8,178,140,320,33,25,57,210,168,384
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,0,8,7,12
SAL50664,17,13,25,3,4,3,0,0,0,16,12,30,2725,2794,5521,65,58,124,2808,2854,5669
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16,0,0,0,8,3,16
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,12,9,21
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,0,0,0,8,12,18
SAL50668,16,26,45,0,0,0,0,0,0,16,26,45,2711,2884,5599,105,91,196,2839,2998,5837
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,0,0,0,9,7,13
SAL50670,40,41,83,0,0,0,0,0,0,40,40,84,4134,4776,8906,313,288,603,4489,5105,9592
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4
SAL50672,0,0,0,0,0,0,0,0,0,0,0,0,44,39,87,3,5,10,52,47,98
SAL50673,63,51,117,0,0,0,0,0,0,63,51,117,4,0,4,3,7,10,68,57,133
SAL50674,0,0,0,3,0,3,0,0,0,3,0,3,33,30,63,4,3,9,38,34,72
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,0,0,32,19,54,8,0,6,38,26,57
SAL50677,0,0,0,0,0,0,0,0,0,0,0,0,24,23,51,5,0,5,24,23,53
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,30,25,60,8,5,9,35,33,71
SAL50679,5,0,3,0,0,0,0,0,0,5,0,3,66,63,131,15,14,28,80,80,163
SAL50680,0,0,0,0,0,0,0,0,0,0,0,0,16,16,35,0,4,9,20,21,41
SAL50681,4,4,3,0,0,0,0,0,0,4,4,3,144,135,277,4,3,12,154,144,291
SAL50682,13,6,22,0,0,0,0,0,3,13,9,24,1242,1212,2453,37,12,50,1291,1241,2533
SAL50683,59,47,106,0,0,0,0,0,0,61,46,106,1724,1755,3479,58,26,85,1840,1829,3670
SAL50684,0,0,0,0,0,0,0,0,0,0,0,0,69,83,159,0,0,0,69,83,157
SAL50685,19,10,30,0,0,0,0,0,0,19,10,30,4,4,0,0,0,0,19,17,35
SAL50686,7,11,18,0,0,0,0,0,0,5,11,24,537,550,1083,47,43,93,594,603,1205
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,4,6,9
SAL50688,0,0,5,0,0,0,0,0,0,0,0,5,71,62,141,8,8,13,83,68,154
SAL50689,0,0,4,0,0,0,0,0,0,0,0,4,22,24,50,0,3,3,27,25,56
SAL50690,0,0,0,0,0,0,0,0,0,0,0,0,31,37,64,6,6,9,33,41,75
SAL50691,5,0,8,0,0,0,0,0,0,5,0,8,102,49,148,17,4,26,124,51,183
SAL50692,7,4,12,3,0,6,0,0,0,14,10,23,149,125,276,26,22,51,194,155,353
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19,3,3,3,14,12,24
SAL50694,137,137,275,0,0,0,0,4,3,140,140,276,12,10,21,4,4,9,152,154,306
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,27,20,44,0,0,3,28,20,49
SAL50696,12,13,31,0,0,0,0,5,5,12,16,32,1906,1992,3897,78,40,115,1997,2046,4044
SAL50697,0,0,0,0,0,0,0,0,0,0,0,0,29,29,56,3,3,13,30,35,68
SAL50698,0,0,0,0,0,0,0,0,0,0,0,0,63,59,122,10,7,17,69,65,139
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,35,25,63,0,0,0,35,25,63
SAL50700,5,3,9,0,0,0,0,0,0,5,3,9,625,790,1423,29,22,54,655,820,1479
SAL50701,50,36,83,0,5,8,0,0,8,51,47,98,4363,4251,8610,269,212,477,4679,4511,9193
SAL50702,17,29,51,0,0,0,0,0,0,19,29,49,2348,2649,4996,116,120,240,2480,2796,5283
SAL50703,4,3,12,0,0,0,0,0,0,4,3,12,182,159,336,39,25,58,220,191,406
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50705,28,31,57,0,0,0,0,0,0,23,31,54,892,859,1756,96,75,169,1016,965,1985
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32,3,3,5,18,18,36
SAL50707,40,32,67,4,0,4,0,0,0,37,31,71,3310,3539,6850,125,118,248,3473,3689,7163
SAL50708,4,0,4,0,0,0,0,0,0,4,0,4,56,55,120,12,11,24,75,72,147
SAL50709,29,27,48,0,0,0,0,0,0,29,25,49,646,581,1222,109,96,208,782,701,1478
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,4,9,9,0,0,0,0,0,0,4,9,9,407,390,798,14,18,31,422,422,840
SAL50712,109,94,204,7,3,14,7,0,7,126,94,219,1666,1525,3193,157,145,299,1950,1760,3711
SAL50713,0,0,0,0,0,0,0,0,0,0,0,0,44,40,88,5,3,4,49,46,91
SAL50714,19,18,35,0,0,0,0,0,0,18,18,34,2452,2664,5115,93,59,154,2563,2736,5305
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,36,27,65,9,10,20,47,39,90
SAL50716,163,176,341,0,0,0,0,0,0,163,176,343,10,15,23,13,14,22,184,198,388
SAL50717,11,12,24,0,0,0,0,0,0,11,12,24,271,225,502,159,126,281,437,363,802
SAL50718,42,57,99,3,0,5,0,5,3,49,56,107,661,631,1298,136,126,264,845,820,1666
SAL50719,0,5,10,0,0,0,0,0,0,0,5,10,240,242,481,10,13,26,252,262,512
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,5,4,3,6,12
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,6,0,4,0,0,0,0,0,0,3,0,4,118,105,218,9,3,18,129,110,239
SAL50723,11,16,28,0,0,0,0,0,0,11,16,28,17,13,27,4,0,3,29,32,65
SAL50724,38,51,94,0,0,0,4,7,10,43,58,102,901,746,1645,61,36,97,1001,844,1842
SAL50725,29,35,57,5,3,8,0,3,3,30,41,65,4283,4516,8802,158,104,262,4472,4664,9137
SAL50726,0,4,3,0,0,0,0,0,0,0,4,3,19,10,29,7,3,6,21,19,39
SAL50727,6,3,10,0,0,0,0,0,0,6,3,10,42,43,78,8,10,14,53,49,105
SAL50728,10,8,15,0,0,0,0,0,0,10,8,15,131,126,254,0,0,0,136,131,270
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,16,19,34,0,0,0,13,18,34
SAL50730,58,53,110,0,0,0,0,0,0,58,53,110,123,145,265,51,62,115,230,263,495
SAL50731,24,38,63,0,0,0,0,3,3,24,42,69,934,993,1924,64,41,102,1022,1074,2096
SAL50732,3,0,0,0,0,0,0,0,0,3,0,0,199,198,391,6,0,3,201,197,395
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,0,18,21,4,22
SAL50734,0,0,0,0,4,0,0,0,0,4,4,4,83,79,157,6,5,6,89,80,172
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,23,0,23,8,0,8,33,0,33
SAL50736,0,0,0,0,0,0,0,0,0,0,0,0,46,33,76,0,0,7,51,30,86
SAL50737,0,3,4,0,0,0,0,0,0,0,3,4,44,35,80,7,0,11,55,48,98
SAL50738,0,3,7,0,0,0,0,0,0,0,3,7,75,39,112,37,8,40,111,50,163
SAL50739,0,0,3,0,0,0,0,0,0,0,0,3,147,149,292,14,9,20,156,160,317
SAL50740,26,43,70,0,0,0,0,0,0,29,43,71,4477,5065,9545,138,132,267,4646,5239,9886
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,161,171,336,3,5,5,0,0,0,165,174,341,1515,1434,2946,186,171,353,1860,1776,3637
SAL50743,4,5,3,0,0,0,0,0,0,4,5,3,26,27,60,0,0,0,31,38,66
SAL50744,0,0,0,0,0,0,0,0,0,0,0,0,35,26,62,4,3,9,37,31,72
SAL50745,13,11,26,0,0,0,0,0,0,14,11,27,517,545,1058,16,14,30,551,568,1119
SAL50746,0,0,0,0,0,0,0,0,0,0,0,0,26,20,49,0,0,0,26,20,49
SAL50747,49,35,78,0,0,0,0,0,0,45,35,81,348,363,711,47,44,90,440,436,877
SAL50748,186,189,372,3,0,7,7,0,3,196,198,388,4705,4814,9522,336,327,664,5237,5341,10575
SAL50749,5,11,18,0,0,0,0,0,0,5,11,18,495,451,946,54,43,97,555,508,1062
SAL50750,0,0,0,0,0,0,0,0,0,0,0,0,21,12,33,4,0,4,23,12,36
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50752,26,42,69,0,0,0,0,0,0,30,44,74,2152,2246,4398,68,90,162,2249,2379,4627
SAL50753,0,0,0,0,0,0,0,0,0,0,0,0,48,58,105,0,6,13,46,66,118
SAL50754,113,117,228,5,0,6,3,8,10,117,125,245,2694,2475,5172,149,119,271,2967,2719,5684
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,52,61,112,5,0,5,0,0,0,54,61,115,3447,3484,6933,184,163,351,3690,3710,7397
SAL50757,0,3,3,0,0,0,0,0,0,0,3,3,136,100,242,11,11,20,150,115,265
SAL50758,18,13,28,0,6,6,0,0,0,18,11,36,818,863,1686,38,15,58,873,902,1776
SAL50759,4,3,8,0,0,0,0,0,0,4,3,8,15,4,20,15,7,20,38,16,52
SAL50760,56,54,115,0,0,0,0,0,0,60,58,115,42,50,92,27,24,58,139,128,265
SAL50761,3,3,3,0,0,0,0,0,0,3,3,9,123,114,240,11,13,28,145,128,278
SAL50762,0,0,0,0,0,0,0,0,0,0,0,0,22,19,35,9,9,13,23,22,48
SAL50763,9,4,11,0,0,0,0,0,0,9,4,11,114,104,219,20,12,38,144,120,261
SAL50764,48,66,115,3,0,4,0,0,3,56,71,123,6155,6613,12767,185,122,307,6397,6799,13204
SAL50765,0,0,0,0,0,0,0,0,0,0,0,0,6,3,16,0,0,0,6,3,16
SAL50766,15,31,45,6,0,6,0,0,0,18,30,52,3354,3366,6720,121,89,215,3499,3492,6988
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,0,0,0,7,8,18
SAL50768,0,0,0,0,0,0,0,0,0,0,0,0,77,70,149,0,4,9,77,83,156
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,10,10,23,0,0,0,10,10,23
SAL50770,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,3,5,3,9,10,21
SAL50771,40,51,85,0,0,0,0,0,0,40,51,90,513,483,998,41,34,72,594,567,1157
SAL50772,0,0,0,0,0,0,0,0,0,0,0,0,39,39,81,4,3,8,47,47,90
SAL50773,20,31,50,0,0,0,0,0,0,20,31,50,133,125,258,13,15,26,169,165,332
SAL50774,0,0,0,0,0,0,0,0,0,0,0,0,18,15,30,5,5,9,25,15,41
SAL50775,0,0,0,0,0,0,0,0,0,0,0,0,31,25,62,6,5,13,37,38,76
SAL50776,0,0,0,0,0,0,0,0,0,0,0,0,29,20,40,0,0,0,29,20,40
SAL50777,4,4,5,0,0,0,0,0,0,4,4,5,63,6,71,17,0,22,79,20,99
SAL50778,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,15,8,22
SAL50779,0,0,0,0,0,0,0,0,0,0,0,0,43,7,48,37,4,41,82,16,93
SAL50780,0,0,0,0,0,0,0,0,0,0,0,0,23,25,50,0,4,4,27,28,54
SAL50781,85,116,200,3,0,0,0,0,0,87,117,204,1822,1658,3483,107,120,233,2019,1900,3919
SAL50782,33,27,57,0,0,0,0,0,0,31,27,59,440,401,844,43,47,85,512,475,985
SAL50783,0,10,9,0,0,0,0,0,0,0,10,9,112,82,195,5,0,8,123,92,213
SAL50784,0,0,0,0,0,0,0,0,0,0,0,0,22,26,46,5,4,9,27,35,59
SAL50785,0,0,0,0,0,0,0,0,0,0,0,0,66,56,125,15,7,18,77,62,141
SAL50786,0,4,3,0,0,0,0,0,0,0,4,3,29,17,48,3,0,8,27,26,58
SAL50787,3,0,3,0,0,0,0,0,0,3,0,3,122,117,245,12,4,13,135,124,262
SAL50788,0,0,0,0,0,0,0,0,0,0,0,0,50,50,95,3,3,8,53,54,110
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,17,17,40,0,0,4,19,17,41
SAL50790,0,3,6,0,0,0,0,0,0,0,4,9,23,15,38,8,6,13,34,26,55
SAL50791,0,4,3,0,0,0,0,0,0,0,4,3,54,50,106,15,11,32,73,70,143
SAL50792,4,10,12,0,0,0,0,0,0,4,10,12,155,146,298,18,21,41,177,173,352
SAL50793,0,0,0,0,0,0,0,0,0,0,0,0,35,44,78,5,0,6,39,45,88
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,13,10,20,0,0,0,13,10,20
SAL50795,0,0,0,0,0,0,0,0,0,0,0,0,49,7,52,22,8,31,66,18,91
SAL50796,50,72,125,0,0,0,0,0,0,50,72,126,4,3,9,6,4,5,63,78,141
SAL50797,0,0,0,0,0,0,0,0,0,0,0,0,23,24,48,0,0,0,23,24,48
SAL50798,4,0,4,0,0,0,0,0,0,4,0,4,21,22,41,0,0,7,32,20,49
SAL50799,601,709,1313,7,4,14,18,16,36,625,737,1366,1584,1629,3218,449,467,920,2660,2831,5494
SAL50800,26,19,42,0,0,0,0,0,0,26,19,42,11,8,15,0,4,4,37,21,56
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL50802,0,0,0,0,0,0,0,0,0,0,0,0,19,19,35,0,3,6,23,18,33
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,5,4,4
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,5,8,0,10
SAL50805,0,0,0,0,0,0,0,0,0,0,0,0,14,19,39,4,3,3,16,23,42
SAL50806,6,6,16,0,0,0,0,0,0,6,6,16,257,292,547,4,0,10,268,300,567
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,10,9,20
SAL50808,254,281,534,0,0,0,0,0,0,254,281,534,29,48,79,15,9,24,304,334,634
SAL50809,56,43,100,0,0,0,0,0,0,55,43,101,55,35,86,9,8,19,116,86,205
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,0,0,0,0,0,0,0,0,0,31,19,48,3,3,9,38,21,59
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,8,0,11,12,3,13
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,13,11,26,0,0,0,12,11,23
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,3,3,4,8,9,12
SAL50815,13,13,29,0,0,0,0,0,0,13,13,29,331,333,669,36,27,60,381,377,759
SAL50816,36,33,68,0,0,0,0,0,0,41,33,68,2186,2310,4503,110,84,200,2336,2429,4768
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,38,3,41,110,18,132,151,23,178
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,3,6,14,0,0,0,4,3,9,5,11,17,269,223,488,9,12,15,279,241,523
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,10,8,26,3,0,7,17,12,29
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,10,8,19,0,7,11,9,19,27
SAL50822,0,0,0,0,0,0,0,0,0,0,0,0,42,32,76,3,8,9,48,40,84
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,12,7,21,0,0,0,12,7,16
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,3,4,7
SAL50825,0,0,3,0,0,0,0,0,0,0,0,3,12,3,12,0,0,0,11,3,17
