SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL51380,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,32,0,0,0,19,12,32,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,15,14,30,0,0,0,15,14,30,0,0,0,4,5,6,0,0,0,4,5,6
SAL51381,3,620,361,983,0,0,0,35,70,100,0,0,0,31,70,101,41,28,73,4739,4692,9438,19,23,37,4804,4745,9548,23,10,36,1127,1145,2271,5,0,9,1154,1160,2311,14,14,29,2605,2664,5273,14,13,22,2630,2687,5322,47,25,75,3000,2963,5967,4,9,16,3052,2998,6049
SAL51382,0,13,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91,69,158,0,0,0,91,70,157,0,0,0,3,0,9,0,0,0,6,0,9,0,0,0,64,44,103,0,0,0,64,44,104,0,0,0,24,21,44,0,0,0,23,21,46
SAL51383,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,0,0,0,20,17,38,0,0,0,0,3,10,0,0,0,0,3,10,0,0,0,15,14,30,0,0,0,15,14,30,0,0,0,0,9,10,0,0,0,0,9,10
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,7,4,12,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,5,14,0,0,0,4,5,14,0,0,0,0,0,4,0,0,0,0,0,4
SAL51385,0,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,58,40,98,0,0,0,60,42,103,0,0,0,3,6,3,0,0,0,3,6,3,0,0,0,44,32,76,0,0,0,44,32,76,4,0,0,13,5,22,0,0,0,13,10,26
SAL51386,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26,0,0,0,16,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,22,0,0,0,15,10,22,0,0,0,3,0,3,0,0,0,3,0,3
SAL51387,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,16,0,0,0,10,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,0,0,0,10,10,17,0,0,0,0,4,4,0,0,0,0,4,4
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,0,0,0,7,8,11,0,0,0,0,0,0,0,0,0,0,0,0
SAL51389,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51390,3,526,263,795,0,0,0,24,39,68,0,0,0,23,39,64,26,30,56,1407,1442,2852,4,6,12,1436,1480,2919,10,3,10,290,319,610,0,3,9,298,326,627,13,14,26,865,884,1744,3,6,9,880,898,1777,17,23,39,740,796,1537,6,3,9,761,819,1580
SAL51391,0,10,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,78,0,0,0,36,36,78,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,30,27,52,0,0,0,30,27,52,0,0,0,9,15,20,0,0,0,9,15,20
SAL51392,0,8,3,9,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,40,45,82,0,0,0,40,45,82,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,34,30,64,0,0,0,36,30,67,0,0,0,9,10,13,0,0,0,9,10,13
SAL51393,0,55,17,75,0,0,0,0,10,10,0,0,0,0,10,6,5,6,12,215,192,407,7,5,8,223,196,423,6,3,10,50,48,95,0,0,0,55,51,104,5,3,8,148,119,272,3,4,3,152,126,283,0,5,12,94,106,201,0,0,0,102,110,210
SAL51394,5,961,564,1525,0,5,5,60,88,145,0,0,0,60,91,151,50,49,99,5225,5487,10716,15,11,23,5289,5551,10837,5,12,18,726,741,1467,4,0,4,729,755,1482,25,20,48,3392,3534,6923,14,9,21,3426,3564,6992,23,30,59,2161,2304,4470,3,3,5,2189,2338,4530
SAL51395,4,203,120,316,0,10,12,12,21,36,0,0,0,15,25,45,143,180,327,549,534,1085,15,8,24,714,722,1440,16,22,40,74,88,163,0,0,0,92,115,202,89,108,194,394,397,787,8,6,17,491,510,1002,59,70,128,200,209,411,6,3,3,269,279,545
SAL51396,3,1289,651,1938,0,3,5,56,86,139,0,0,0,52,90,139,75,92,166,4160,4448,8609,21,13,36,4256,4561,8811,30,23,52,710,782,1491,0,0,3,734,801,1545,37,45,83,2701,2849,5549,14,12,28,2749,2906,5659,45,57,104,1907,2120,4028,3,3,6,1957,2184,4141
SAL51397,0,316,246,562,0,3,4,35,36,73,0,0,0,36,39,78,60,73,136,1160,1368,2522,13,9,21,1234,1444,2682,12,11,19,224,272,495,0,0,0,236,280,520,34,42,82,728,859,1582,9,10,21,769,913,1684,28,31,64,576,697,1271,0,0,5,608,726,1336
SAL51398,0,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,21,41,63,0,0,0,28,42,69,0,0,0,6,3,7,0,0,0,6,3,7,0,0,0,22,33,50,0,0,0,22,32,51,4,0,4,8,12,19,0,0,0,7,11,17
SAL51399,0,50,16,66,0,0,0,0,4,4,0,0,0,0,4,4,3,4,9,105,98,205,0,0,0,106,106,212,0,4,4,16,17,24,0,0,0,16,16,30,3,6,3,90,76,171,0,0,0,98,80,172,0,4,3,30,38,65,0,0,0,26,41,67
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
SAL51401,5,43,29,72,3,8,16,0,0,0,0,0,0,3,8,16,475,460,935,22,14,39,0,0,5,493,482,975,39,49,91,15,11,26,0,0,0,54,64,116,360,364,724,4,6,14,0,0,5,373,374,743,100,116,213,24,26,48,0,0,0,124,137,262
SAL51402,0,368,198,569,3,0,3,23,31,51,0,0,0,21,32,52,38,53,90,1813,1751,3561,3,3,6,1858,1808,3658,20,24,42,464,407,870,0,0,0,483,432,920,17,24,37,983,984,1966,3,3,5,997,1004,2007,35,53,87,1179,1056,2234,0,0,0,1215,1107,2323
SAL51403,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,58,0,0,0,29,30,59,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,18,18,34,0,0,0,18,18,34,0,0,0,12,10,26,0,0,0,12,10,27
SAL51404,0,83,42,130,0,0,0,0,4,4,0,0,0,0,4,4,6,9,9,194,206,403,0,0,0,199,214,413,0,4,4,21,24,44,0,0,0,22,26,48,5,9,12,157,163,317,0,0,0,162,168,328,0,3,3,55,60,113,0,0,0,57,62,118
SAL51405,4,731,352,1073,0,0,0,35,45,80,0,0,0,35,46,80,26,21,49,4216,4497,8715,13,11,28,4261,4534,8793,4,6,6,494,522,1015,0,0,0,498,527,1019,6,14,20,3101,3356,6456,14,11,23,3124,3379,6499,15,9,29,1390,1451,2842,3,3,3,1405,1470,2870
SAL51406,0,14,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,65,124,0,0,0,60,67,125,0,0,0,7,16,22,0,0,0,12,16,24,0,0,0,40,49,90,0,0,0,42,51,92,0,0,0,21,27,47,0,0,0,21,27,50
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,0,339,146,493,0,0,0,9,17,30,0,0,0,12,17,28,18,19,32,1033,1066,2103,6,6,14,1060,1089,2147,4,4,8,105,95,207,0,0,0,107,96,210,3,7,16,788,780,1570,0,0,6,792,791,1588,13,8,25,298,327,628,0,0,4,310,337,650
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SAL51410,0,167,74,246,0,0,4,10,12,29,0,0,0,18,17,31,23,27,44,472,454,927,0,4,4,495,489,983,6,8,11,48,58,105,0,0,0,54,63,117,8,16,27,366,337,694,0,0,0,374,353,724,9,17,24,133,156,284,0,0,0,143,173,319
SAL51411,0,116,45,160,0,0,0,0,0,5,0,0,0,0,0,4,5,8,8,331,332,659,0,0,0,334,341,674,0,0,0,46,38,90,0,0,0,46,42,91,0,3,4,241,245,489,0,0,0,246,252,497,0,0,0,134,112,247,0,0,0,139,117,251
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,5,6,3,0,0,0,0,3,0,0,0,0,0,3,0
SAL51413,6,314,234,549,0,5,3,18,33,50,0,0,0,23,36,54,120,127,250,1196,1226,2423,15,5,25,1328,1364,2692,29,24,58,147,147,299,0,0,0,176,177,356,60,71,132,882,862,1747,9,6,17,946,941,1889,65,63,130,386,447,831,3,0,3,451,510,965
SAL51414,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,3,11,8,19,0,0,0,0,0,0,10,8,15,4,10,15,0,0,8,0,0,0,6,15,19,11,8,19,0,0,0,0,0,0,10,7,22,0,8,9,0,3,3,0,0,0,5,11,12
SAL51415,0,10,5,16,8,0,3,0,0,0,0,0,0,8,0,8,109,122,224,8,11,15,0,0,0,112,128,246,21,19,41,6,7,13,0,0,0,28,28,55,73,87,150,0,0,0,0,0,0,73,87,155,37,34,72,9,15,26,0,0,0,50,48,96
SAL51416,4,317,211,528,0,0,3,25,28,59,0,0,0,22,36,57,25,21,49,3485,3808,7293,7,5,11,3520,3833,7351,12,14,27,901,1056,1956,7,6,15,918,1080,1995,18,17,29,1904,2148,4055,4,3,10,1926,2163,4086,17,23,41,2276,2504,4781,6,4,12,2303,2535,4836
SAL51417,4,997,625,1618,3,3,5,62,83,149,0,0,0,64,89,158,71,67,137,4385,4627,9016,13,12,23,4466,4706,9175,23,16,47,792,802,1590,3,0,3,816,824,1635,27,20,50,2696,2836,5533,7,11,16,2731,2870,5607,57,58,111,2149,2277,4422,0,5,8,2208,2339,4550
SAL51418,0,10,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,42,89,0,0,0,46,42,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,69,0,0,0,36,34,69,0,0,0,5,12,17,0,0,0,5,12,17
SAL51419,5,173,100,272,4,11,10,4,12,20,0,0,0,11,19,35,55,45,99,504,557,1061,0,3,6,562,597,1165,8,9,9,101,129,228,0,0,0,107,134,237,18,18,35,298,335,632,0,3,6,318,354,676,37,26,61,266,301,564,0,0,0,306,326,628
SAL51420,7,936,498,1433,5,11,15,53,84,138,0,0,0,66,88,152,170,168,338,2982,3134,6111,25,19,37,3174,3313,6490,36,35,75,365,420,791,7,3,6,402,464,870,101,84,184,2227,2332,4561,19,11,35,2350,2427,4777,87,90,173,959,1082,2046,9,7,13,1055,1184,2235
SAL51421,0,129,72,201,0,0,0,4,11,16,0,0,0,8,11,18,24,13,37,1833,1766,3598,8,8,16,1863,1780,3645,8,3,15,376,372,746,0,0,0,386,374,759,12,0,17,1061,1055,2116,3,0,7,1078,1061,2138,22,11,33,1030,982,2009,5,0,4,1053,993,2048
SAL51422,0,15,12,21,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,55,54,110,0,0,0,59,52,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,70,0,0,0,40,32,69,0,0,0,18,18,39,0,0,0,21,18,34
SAL51423,0,21,0,27,0,0,0,7,4,4,0,0,0,7,4,4,0,0,0,36,11,43,0,0,0,39,11,52,0,0,0,11,7,16,0,0,0,11,7,16,0,0,0,24,6,39,0,0,0,30,6,37,0,0,0,21,8,29,0,0,0,21,8,29
SAL51424,0,15,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,39,86,0,4,4,47,46,91,0,0,0,3,5,11,0,0,0,3,5,11,0,0,4,39,34,70,0,0,0,42,38,78,0,0,0,12,11,21,0,0,0,12,11,21
SAL51425,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,8,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,0,0,0,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0
SAL51426,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21,0,0,0,9,10,21,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,9,20,0,0,0,10,9,20,0,0,0,0,4,0,0,0,0,0,4,0
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,0,19,15,30,0,0,7,0,0,0,0,0,0,0,0,7,48,58,109,59,56,109,0,0,0,103,118,221,3,0,3,17,11,26,0,0,0,14,10,29,40,49,88,44,45,83,0,0,0,83,88,172,11,7,16,22,24,45,0,0,0,33,26,64
SAL51431,0,11,3,13,0,0,0,0,4,4,0,0,0,0,4,4,7,12,24,45,37,77,0,0,4,56,49,102,0,0,0,0,3,3,0,0,0,0,3,5,9,8,18,26,21,46,0,0,4,39,33,69,3,5,4,12,12,32,0,0,0,19,16,34
SAL51432,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,17,0,0,0,5,5,17,0,0,0,3,3,4,0,0,0,3,3,4,0,0,0,5,5,9,0,0,0,5,5,9,0,0,0,0,3,8,0,0,0,0,3,8
SAL51433,0,16,3,13,0,3,4,0,0,0,0,0,0,0,3,4,211,181,386,9,13,30,0,0,0,218,195,412,18,18,36,5,9,13,0,0,0,24,22,50,167,151,323,3,4,4,0,0,0,170,155,325,37,34,69,15,19,31,0,0,0,46,47,100
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,6,5,10,0,0,0,4,0,5,0,0,0,4,0,5
SAL51435,4,1047,543,1590,0,0,3,54,74,134,0,0,0,52,78,132,29,30,61,3967,4091,8060,10,7,24,4008,4130,8144,12,10,21,469,512,977,0,3,4,475,527,1004,13,16,28,2854,2944,5801,7,10,19,2877,2973,5851,20,18,41,1312,1412,2720,5,0,5,1331,1432,2762
SAL51436,0,136,83,216,0,3,4,7,17,19,0,0,0,6,18,29,25,26,54,500,548,1043,0,3,0,528,571,1097,6,5,11,88,74,163,0,0,0,96,79,173,20,16,28,360,384,740,0,3,0,378,398,770,14,14,30,198,217,415,0,0,0,217,226,444
SAL51437,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,10,18,0,0,0,11,10,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,0,0,0,3,3,12,0,0,0,4,5,7,0,0,0,7,5,12
SAL51438,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,0,0,0,20,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,33,0,0,0,15,19,33,0,0,0,0,0,0,0,0,0,0,0,0
SAL51439,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29,73,0,0,0,44,31,78,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,34,30,65,0,0,0,34,28,63,0,0,0,3,4,13,0,0,0,3,4,13
SAL51440,4,111,8,116,0,4,4,6,0,8,0,0,0,5,7,16,103,85,184,164,33,196,4,0,4,272,113,383,18,12,29,70,24,94,0,0,0,86,34,123,86,70,152,74,8,88,5,0,5,166,81,242,27,22,47,154,42,195,0,0,0,185,62,246
SAL51441,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,46,0,0,0,25,20,47,0,0,0,5,6,10,0,0,0,5,6,10,0,0,0,27,22,43,0,0,0,27,23,47,0,0,0,3,4,4,0,0,0,3,4,4
SAL51442,0,24,10,35,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,93,95,190,8,4,6,99,97,198,0,0,0,7,8,16,0,0,0,7,8,16,0,0,0,72,61,136,3,0,4,71,69,142,0,0,0,23,35,54,0,0,0,23,35,54
SAL51443,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,0,0,0,12,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,17,0,0,0,7,11,17,0,0,0,6,0,3,0,0,0,6,0,3
SAL51444,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,43,0,0,0,19,24,43,0,0,0,3,0,9,0,0,0,3,0,9,0,0,0,19,25,46,0,0,0,19,25,46,0,0,0,0,0,0,0,0,0,0,0,0
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,0,659,333,987,0,0,4,29,43,68,0,0,0,30,44,75,50,52,103,2350,2353,4705,10,4,15,2413,2411,4823,6,13,23,373,381,756,7,0,9,389,401,786,29,31,57,1533,1602,3133,6,3,13,1570,1635,3205,28,31,58,1030,1012,2043,5,0,8,1060,1045,2108
SAL51447,0,16,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,76,0,0,0,37,38,76,0,0,0,3,6,8,0,0,0,3,6,8,0,0,0,33,24,56,0,0,0,33,24,56,0,0,0,14,18,27,0,0,0,14,18,27
SAL51448,14,2352,1184,3534,8,4,14,116,192,303,0,0,0,120,198,316,224,235,458,9591,9775,19371,48,49,95,9866,10057,19920,32,55,85,1178,1235,2412,5,0,4,1216,1287,2503,123,142,260,6860,7031,13890,31,38,68,7015,7207,14223,106,119,232,3321,3443,6767,11,11,17,3445,3569,7016
SAL51449,0,33,15,44,0,0,0,0,0,0,0,0,0,0,0,0,14,18,35,97,100,200,0,0,0,118,111,232,5,4,20,16,14,36,0,0,0,23,26,54,6,10,19,75,67,146,0,0,0,81,78,163,13,11,24,41,43,79,0,0,0,52,49,102
SAL51450,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,63,0,0,0,35,29,64,4,0,3,4,11,11,0,0,0,6,5,13,0,0,0,32,23,53,0,0,0,34,23,51,4,0,3,9,11,18,0,0,0,10,10,21
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
SAL51452,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,33,0,0,0,17,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,29,0,0,0,11,9,27,0,0,0,3,0,3,0,0,0,3,0,3
SAL51453,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,54,0,0,0,28,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,42,0,0,0,20,17,39,0,0,0,7,3,13,0,0,0,7,3,13
SAL51454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SAL51455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,37,0,3,3,0,0,0,12,22,39,0,0,0,0,0,0,0,0,0,0,0,0,15,20,38,0,0,0,0,0,0,15,20,38,0,0,0,0,3,3,0,0,0,0,3,3
SAL51456,0,429,180,608,7,9,12,17,8,23,0,0,0,19,18,39,102,112,221,870,775,1645,3,4,12,980,896,1878,38,31,72,266,245,516,0,5,7,302,287,594,29,41,77,316,263,582,0,8,4,350,309,661,85,99,184,711,657,1367,8,7,10,798,763,1558
SAL51457,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,14,0,0,0,12,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,0,0,0,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0
SAL51458,3,155,67,220,0,0,0,4,13,23,0,0,0,4,13,23,25,27,49,478,458,933,12,6,16,510,493,1000,6,3,8,84,103,189,0,0,0,93,105,195,12,17,23,338,335,671,4,3,11,358,354,711,11,15,22,202,209,419,0,4,5,219,224,446
SAL51459,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,18,0,0,0,14,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,4,5,11,0,0,0,4,5,11
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,24,0,0,0,17,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,0,0,0,9,3,14,0,0,0,8,8,5,0,0,0,8,8,5
SAL51462,0,42,21,63,0,0,0,0,6,6,0,0,0,0,6,6,9,0,10,147,127,273,0,0,0,160,126,285,0,0,0,11,15,29,0,0,0,11,15,29,4,0,4,120,85,201,0,0,0,119,85,210,0,0,0,40,47,85,0,0,0,46,47,94
SAL51463,0,31,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,63,0,0,0,33,28,63,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,25,17,39,0,0,0,25,17,39,0,0,0,13,9,23,0,0,0,13,9,23
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,0,0,0,3,11,11,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,9,0,0,0,0,4,9,0,0,0,4,4,6,0,0,0,4,4,6
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,0,11,4,12,0,0,0,0,0,0,0,0,0,0,4,4,3,10,10,38,36,71,0,0,0,41,41,86,3,0,3,0,4,9,0,0,0,5,4,7,3,4,12,29,30,55,0,0,0,27,31,62,4,0,5,12,17,32,0,0,0,22,13,36
SAL51467,0,343,169,517,0,0,0,15,23,43,0,0,0,15,23,43,4,10,16,1451,1477,2926,8,5,9,1457,1492,2949,3,5,8,430,530,962,0,0,0,434,531,968,0,0,0,368,346,717,0,0,0,373,353,723,8,11,16,1340,1472,2811,0,3,4,1345,1491,2836
SAL51468,0,24,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,52,118,5,0,3,68,50,121,0,0,0,9,11,19,0,0,0,9,11,19,0,0,0,41,28,70,5,0,3,41,31,73,0,0,0,33,32,60,0,0,0,33,32,60
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,0,193,64,254,0,0,0,4,14,15,0,0,0,4,14,15,8,9,13,1110,1232,2337,3,0,0,1121,1238,2358,0,0,4,186,184,370,0,0,0,187,186,376,6,3,5,812,895,1701,0,0,4,818,896,1712,4,8,10,408,459,868,0,0,0,417,466,883
