SAL_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
SAL51290,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,44,0,0,0,20,20,43,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,21,15,40,0,0,0,21,19,43,0,0,0,0,3,8,0,0,0,0,3,8
SAL51291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL51292,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24,0,0,0,16,8,24,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,7,16,0,0,0,10,7,16,0,0,0,3,3,4,0,0,0,3,3,4
SAL51293,0,30,12,43,0,0,0,0,5,5,0,0,0,0,5,5,3,0,3,118,121,242,0,0,0,122,121,242,0,0,0,10,15,32,0,0,0,10,15,32,0,0,0,82,83,164,0,0,0,82,83,164,3,0,3,42,55,96,0,0,0,45,55,96
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,5,505,262,771,3,0,8,28,48,69,0,0,0,27,44,75,31,30,64,1736,1894,3627,12,6,14,1776,1928,3707,15,12,24,246,319,568,0,0,0,261,329,590,17,18,33,1244,1337,2584,6,4,9,1262,1364,2620,27,15,46,627,772,1399,0,0,3,658,788,1446
SAL51297,0,9,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,44,93,0,0,0,51,48,101,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,41,32,73,0,0,0,41,36,76,0,0,0,6,14,18,0,0,0,6,16,17
SAL51298,0,349,151,503,0,0,0,20,27,48,0,0,0,20,25,49,13,9,19,2462,2523,4985,4,9,8,2477,2540,5016,3,4,11,426,431,862,0,0,0,427,436,872,8,3,16,1562,1622,3178,0,9,7,1570,1631,3201,7,14,17,1209,1232,2442,0,0,3,1209,1250,2463
SAL51299,8,882,492,1376,3,3,11,70,56,132,0,0,0,74,65,137,91,100,193,3891,3651,7538,23,20,45,4010,3769,7775,25,36,62,1145,1123,2271,0,6,7,1171,1162,2333,49,40,98,1988,1893,3884,15,6,23,2056,1947,4001,58,82,134,2787,2669,5455,10,12,26,2853,2762,5613
SAL51300,0,90,32,122,0,0,0,5,4,7,0,0,0,5,4,4,6,9,17,284,263,554,5,0,6,294,275,572,0,0,0,44,39,83,0,0,0,44,43,87,4,6,9,198,191,389,6,0,5,203,201,403,0,6,7,119,103,221,0,0,0,122,107,227
SAL51301,17,1927,1037,2962,5,11,9,86,143,228,0,0,0,86,151,236,97,113,206,5502,5898,11397,35,33,76,5639,6040,11680,45,42,81,1113,1216,2334,5,6,13,1163,1264,2432,51,59,110,3575,3785,7359,31,21,53,3656,3866,7526,75,77,148,2769,3062,5833,17,16,28,2858,3150,6008
SAL51302,0,16,7,25,0,0,0,0,0,0,0,0,0,0,0,0,43,40,78,14,4,20,0,0,0,58,50,102,0,0,4,6,4,13,0,0,0,6,6,13,29,32,60,8,6,14,0,0,0,39,37,77,8,3,10,11,0,23,0,0,0,19,10,29
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,0,6,8,15,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,42,28,67,0,0,0,42,30,67,0,0,0,8,7,9,0,0,0,8,4,11,0,0,0,31,25,52,0,0,0,31,26,52,0,0,0,19,9,27,0,0,0,19,10,26
SAL51305,0,42,37,81,5,11,12,0,3,7,0,0,0,4,12,21,218,204,418,64,59,122,0,6,4,280,270,554,55,53,106,19,25,44,0,0,0,75,83,153,118,119,240,28,31,59,0,0,0,146,152,299,129,121,256,47,56,101,4,6,6,180,182,365
SAL51306,0,49,23,67,0,5,5,0,0,0,0,0,0,0,5,4,45,41,86,136,116,254,0,5,3,182,158,345,13,11,23,41,69,111,0,0,0,53,85,135,36,26,63,94,77,178,0,5,3,133,109,245,16,18,40,77,92,172,0,0,0,86,117,206
SAL51307,0,137,54,190,0,0,0,12,6,18,0,0,0,12,6,18,8,4,12,400,362,762,3,3,6,413,366,785,0,3,3,43,50,96,0,0,0,43,51,97,4,0,8,278,251,525,3,0,3,281,253,537,4,4,6,152,141,297,0,0,0,154,149,300
SAL51308,3,894,410,1305,0,0,0,39,65,104,0,0,0,39,65,104,23,24,46,2922,2905,5832,10,14,26,2953,2948,5902,7,0,10,332,325,657,0,0,0,336,325,662,11,22,37,2255,2201,4461,6,11,18,2281,2236,4512,9,8,14,868,892,1762,0,4,3,883,900,1785
SAL51309,0,24,20,41,0,0,0,0,3,9,0,0,0,0,3,9,0,3,3,87,84,167,0,6,7,84,90,177,0,0,0,6,13,17,0,0,0,6,13,17,0,3,3,49,59,110,0,6,8,55,67,116,0,0,0,32,35,65,0,0,0,36,35,68
SAL51310,0,22,6,32,0,0,0,3,5,4,0,0,0,3,5,4,4,0,3,60,71,136,0,0,0,70,73,143,0,0,0,6,14,21,0,0,0,10,14,24,4,0,3,47,55,101,0,0,0,50,61,108,0,0,0,23,27,53,0,0,0,25,27,48
SAL51311,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,15,0,0,0,9,14,15,0,0,0,0,0,5,0,0,0,0,0,5
SAL51312,0,172,81,249,0,0,0,10,18,25,0,0,0,10,18,25,0,5,7,1436,1624,3062,12,8,16,1445,1632,3082,0,4,3,197,237,433,0,0,0,199,234,432,0,3,4,929,1072,2004,5,5,10,942,1078,2019,0,0,4,640,745,1383,3,3,6,643,751,1395
SAL51313,0,29,3,34,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,63,14,77,0,0,0,67,14,77,0,0,0,18,6,23,0,0,0,18,6,23,0,0,0,34,7,39,0,0,0,34,7,39,0,0,0,48,12,60,0,0,0,47,12,65
SAL51314,0,16,9,28,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,50,30,74,0,0,0,50,30,74,0,0,0,31,35,72,0,0,0,31,35,72,0,0,0,23,16,38,0,0,0,23,16,38,0,0,0,49,49,97,0,0,0,49,49,97
SAL51315,0,15,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,64,0,0,0,35,32,64,0,0,0,9,4,16,0,0,0,9,4,16,0,0,0,22,21,51,0,0,0,22,21,51,0,0,0,13,15,27,0,0,0,13,15,27
SAL51316,4,35,13,49,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,103,99,202,0,0,4,108,100,211,0,0,0,5,3,7,0,0,0,7,9,14,5,0,5,62,57,121,3,0,4,71,62,132,0,0,0,35,36,68,0,0,0,35,34,71
SAL51317,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,43,0,0,0,19,23,43,0,0,0,4,6,3,0,0,0,4,6,3,0,0,0,19,19,35,0,0,0,19,19,35,0,0,0,3,8,13,0,0,0,3,8,13
SAL51318,0,8,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,64,0,0,0,32,25,64,0,0,0,7,7,11,0,0,0,7,7,11,0,0,0,25,18,42,0,0,0,25,21,46,0,0,0,12,17,27,0,0,0,12,17,27
SAL51319,3,1050,452,1505,0,6,6,47,85,130,0,0,0,47,88,136,67,57,126,3039,3060,6097,10,17,27,3120,3129,6254,14,10,23,442,483,927,5,9,9,458,496,960,29,29,55,2171,2179,4347,10,14,22,2199,2218,4418,44,33,81,1133,1216,2353,3,8,16,1188,1256,2444
SAL51320,0,15,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,61,66,134,0,0,0,61,73,134,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,50,43,98,0,0,0,50,46,98,0,0,0,11,14,31,0,0,0,11,20,27
SAL51321,0,152,55,207,0,0,0,10,8,19,0,0,0,6,8,19,28,5,33,1233,1160,2396,0,5,5,1257,1170,2422,12,0,12,194,163,359,0,0,0,207,163,366,9,0,11,775,795,1573,0,0,0,783,801,1579,30,0,35,588,452,1046,0,0,0,620,459,1081
SAL51322,6,214,78,292,0,0,0,9,6,25,0,0,0,9,6,25,8,0,9,806,817,1625,7,3,12,815,824,1643,0,0,4,75,74,149,0,0,0,76,72,151,8,0,9,609,617,1227,0,5,10,615,629,1244,3,0,5,231,233,461,0,0,0,231,242,472
SAL51323,0,121,53,175,0,0,0,3,9,12,0,0,0,3,9,12,4,10,18,400,396,796,0,0,0,403,412,814,0,5,9,75,71,144,0,0,0,80,76,154,0,7,7,278,272,551,0,0,0,278,281,552,5,6,11,178,179,353,0,0,0,181,185,364
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SAL51326,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,56,0,0,0,35,23,56,0,0,0,10,4,20,0,0,0,10,9,20,0,0,0,30,17,43,0,0,0,30,17,43,0,0,0,16,11,26,0,0,0,16,13,27
SAL51327,0,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,48,41,80,0,0,0,49,41,82,0,0,0,4,0,4,0,0,0,3,4,11,4,0,4,38,30,64,0,0,0,40,30,66,0,0,0,4,8,12,0,0,0,14,11,19
SAL51328,0,144,61,205,0,0,0,7,11,14,0,0,0,7,11,14,6,4,11,430,413,847,0,5,4,443,417,860,0,0,0,49,41,94,0,5,5,49,43,93,3,4,7,342,318,661,0,3,6,346,327,671,0,0,0,123,126,244,0,0,0,123,125,243
SAL51329,0,13,3,14,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,41,31,77,0,0,0,41,31,74,0,0,0,4,4,9,0,0,0,4,4,9,0,0,0,32,24,55,0,0,0,32,24,55,0,0,0,12,9,20,0,0,0,12,9,22
SAL51330,9,1443,706,2151,0,5,5,60,81,140,0,0,0,60,87,145,64,60,130,6159,6467,12625,32,18,46,6257,6545,12802,20,19,32,1583,1859,3444,9,8,9,1614,1877,3487,40,41,78,3313,3457,6769,19,13,32,3368,3505,6880,41,33,72,4010,4521,8531,11,8,22,4066,4566,8631
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,0,58,27,80,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,185,181,365,0,0,0,186,181,369,0,0,0,37,40,76,0,0,0,37,40,76,0,0,0,130,131,266,3,0,3,135,131,262,0,0,0,77,79,153,0,0,0,77,79,153
SAL51333,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,27,0,0,0,19,14,31,0,0,0,5,3,10,0,0,0,5,3,10,0,0,0,11,10,21,0,0,0,11,10,21,0,0,0,7,10,17,0,0,0,7,7,14
SAL51334,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,41,0,0,0,27,22,46,0,0,0,8,8,5,0,0,0,8,8,5,0,0,0,16,12,21,0,0,0,13,12,25,0,0,0,9,14,22,0,0,0,9,14,22
SAL51335,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,31,78,0,0,0,45,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,68,0,0,0,42,25,68,0,0,3,0,3,8,0,0,0,5,9,6
SAL51336,0,14,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,29,67,0,0,0,37,29,67,0,0,0,11,5,21,0,0,0,11,5,21,0,0,0,22,23,47,0,0,0,26,23,45,0,0,0,21,15,38,0,0,0,24,15,41
SAL51337,8,1564,878,2445,0,3,4,77,108,191,4,0,3,82,115,198,110,92,205,4939,4942,9884,23,12,28,5070,5052,10119,27,24,52,817,905,1728,3,4,6,849,937,1788,56,36,96,3280,3202,6484,15,11,29,3355,3258,6606,73,68,140,2129,2331,4455,3,0,7,2197,2407,4604
SAL51338,0,29,10,40,0,0,0,3,0,3,0,0,0,3,0,3,0,0,5,59,61,120,0,0,0,61,65,129,0,4,6,20,18,32,0,0,0,21,18,40,0,0,0,48,50,97,0,0,0,48,51,102,0,0,0,25,27,55,0,0,0,25,31,58
SAL51339,4,375,168,545,0,0,0,15,19,30,0,0,0,15,15,29,28,16,46,945,953,1899,12,11,24,983,981,1960,9,10,7,154,152,308,0,0,0,158,163,319,19,12,27,707,711,1415,11,7,19,735,723,1458,12,9,21,338,362,698,0,0,0,351,370,718
SAL51340,5,1082,734,1818,4,3,3,79,116,191,0,0,0,82,117,197,185,194,377,4474,4548,9019,19,16,29,4675,4755,9428,38,31,70,526,546,1077,3,5,5,568,580,1148,111,116,226,2953,2937,5894,11,12,24,3075,3061,6144,79,84,160,1674,1789,3465,5,6,9,1759,1878,3636
SAL51341,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,25,48,0,0,0,28,26,53,0,0,0,4,3,11,0,0,0,4,3,11,0,0,0,17,18,34,0,0,0,18,16,39,4,0,0,12,11,17,0,0,0,13,13,20
SAL51342,0,64,32,95,0,0,0,4,4,8,0,0,0,4,4,8,3,0,7,259,276,539,5,0,5,269,281,545,0,0,0,43,53,101,0,0,0,43,53,101,0,0,0,177,177,347,3,0,3,179,172,355,4,0,3,114,138,254,0,0,0,123,139,261
SAL51343,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,11,0,0,0,6,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,0,0,5,3,10,0,0,0,5,3,4,0,0,0,5,3,4
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,0,294,135,428,0,0,0,16,20,29,0,0,0,16,21,32,6,5,8,1864,2036,3901,3,0,9,1871,2047,3917,0,5,5,368,358,728,0,0,0,371,357,733,0,5,7,1233,1348,2582,3,0,9,1243,1353,2598,5,4,8,914,953,1863,0,0,0,920,957,1874
SAL51346,0,92,63,154,0,0,0,3,15,23,0,0,0,4,15,22,8,6,8,1732,1916,3655,10,4,9,1744,1930,3670,10,13,20,331,380,713,4,3,4,347,392,738,0,0,0,1115,1243,2360,7,0,7,1118,1251,2365,12,11,23,842,976,1818,0,0,4,860,989,1842
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,0,528,279,810,0,4,4,37,32,66,0,0,0,37,38,70,31,19,53,1632,1728,3361,7,12,14,1672,1758,3433,4,17,23,295,297,592,4,4,4,305,316,622,17,11,27,1058,1075,2133,6,12,15,1076,1099,2173,20,21,46,778,862,1639,0,0,10,801,888,1691
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4
SAL51350,0,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,24,42,0,0,0,19,25,47,0,0,0,3,8,10,0,0,0,3,8,10,5,0,0,9,19,26,0,0,0,14,14,33,0,0,0,12,12,23,0,0,0,12,12,23
SAL51351,0,216,100,319,0,0,0,4,4,9,0,0,0,4,6,12,13,7,20,546,553,1099,3,3,5,558,568,1128,4,4,8,108,112,219,0,0,0,115,121,229,6,3,5,352,357,704,0,0,5,361,360,717,7,10,19,272,279,555,0,4,4,278,292,574
SAL51352,0,368,207,576,0,0,0,24,22,46,0,0,0,22,28,53,21,34,54,1195,1280,2476,9,0,9,1226,1313,2537,3,8,12,195,218,418,0,0,0,199,228,428,10,13,22,727,793,1515,9,0,9,742,807,1546,14,21,44,556,584,1146,0,0,0,573,611,1180
SAL51353,0,99,47,140,0,6,6,4,11,12,0,0,0,4,12,16,19,22,43,268,257,517,0,4,7,283,283,566,5,14,16,56,55,108,0,0,0,68,63,125,4,6,14,164,177,343,0,0,0,170,190,357,15,24,44,141,116,261,0,3,3,157,146,303
SAL51354,4,516,297,817,3,0,3,22,35,55,0,0,0,20,35,52,49,35,82,1560,1634,3190,0,5,11,1612,1672,3287,5,6,11,248,274,524,0,0,0,257,276,530,32,20,50,1070,1117,2184,4,5,6,1107,1139,2244,11,15,29,615,685,1301,0,0,0,630,701,1330
SAL51355,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,6,0,6
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,45,0,0,0,27,23,45,0,0,0,3,4,5,0,0,0,3,4,5,0,0,0,12,9,26,0,0,0,12,9,26,0,0,0,19,9,23,0,0,0,19,9,23
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,553,211,764,0,0,0,18,37,60,0,0,0,18,37,60,73,68,141,1498,1337,2829,10,8,14,1578,1410,2985,23,11,31,369,344,709,0,0,0,383,362,745,23,36,62,918,796,1712,8,5,12,950,840,1785,48,33,75,799,768,1568,5,0,9,846,807,1646
SAL51360,0,598,261,858,0,0,0,17,38,56,0,0,0,17,38,55,19,13,30,3241,3430,6668,9,9,13,3264,3443,6715,11,10,16,379,397,777,0,4,5,391,414,801,11,9,16,2356,2474,4831,5,7,13,2375,2490,4862,14,6,22,1132,1212,2345,6,4,7,1147,1225,2378
SAL51361,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,0,0,0,6,7,11,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,8,9,11,0,0,0,8,9,11,0,0,0,0,3,5,0,0,0,0,3,5
SAL51362,0,141,70,214,0,0,4,6,8,19,0,0,0,11,13,21,65,57,124,353,335,694,8,6,11,426,398,818,12,8,17,73,70,140,0,0,3,90,75,165,31,28,63,236,209,443,4,7,16,274,241,512,37,26,63,178,169,347,0,0,0,211,200,409
SAL51363,6,1013,596,1605,6,8,12,59,78,136,0,0,0,59,88,143,63,66,130,3246,3514,6759,12,20,34,3320,3604,6919,16,23,43,599,683,1279,4,5,5,620,711,1331,38,22,66,2175,2385,4558,9,16,22,2220,2418,4643,34,61,96,1460,1650,3111,6,10,15,1501,1721,3221
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,24,0,0,0,10,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,0,0,0,5,10,18,0,0,0,0,0,0,0,0,0,0,0,0
SAL51365,0,99,53,148,0,3,4,5,9,12,0,0,0,8,8,13,62,73,139,261,207,472,3,0,4,328,280,611,11,8,14,40,44,86,0,0,0,50,56,104,38,47,86,187,142,327,3,0,4,226,191,419,23,31,54,110,99,209,0,0,0,134,128,261
SAL51366,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,6,20,0,0,0,7,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,17,0,0,0,7,8,17,0,0,0,0,0,3,0,0,0,0,0,3
SAL51367,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,36,0,0,0,18,21,36,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,14,16,32,0,0,0,14,16,32,0,0,0,7,0,10,0,0,0,7,0,10
SAL51368,0,213,82,299,0,0,0,13,11,23,0,0,0,13,11,23,13,15,28,1303,1319,2622,3,3,10,1324,1341,2657,6,9,14,235,267,505,0,0,0,242,275,515,11,9,19,826,827,1652,0,3,10,834,840,1678,6,9,21,646,710,1357,0,0,0,656,720,1373
SAL51369,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0
SAL51370,0,14,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,88,0,0,0,52,39,88,0,0,0,12,9,20,0,0,0,12,9,20,0,0,0,45,29,73,0,0,0,45,29,73,0,0,0,16,15,29,0,0,0,16,15,29
SAL51371,0,384,219,606,0,0,0,12,21,32,0,0,0,11,21,35,36,31,69,1513,1505,3019,3,3,3,1554,1535,3086,16,3,24,235,260,494,0,0,0,253,263,515,21,15,37,977,989,1959,0,3,3,996,1003,1997,24,19,42,652,669,1321,6,0,3,680,690,1368
SAL51372,5,1417,542,1958,20,44,66,33,82,116,0,0,0,50,131,185,888,922,1810,2671,2288,4959,17,25,45,3580,3237,6813,238,252,491,915,910,1826,9,4,7,1160,1164,2328,427,472,901,1022,773,1797,16,18,36,1471,1266,2731,552,586,1138,2254,2176,4433,15,10,25,2824,2770,5593
SAL51373,3,546,246,786,3,6,13,35,43,76,0,0,0,38,51,86,166,176,340,1463,1398,2863,12,12,26,1645,1578,3229,48,52,103,344,319,667,0,0,0,391,374,763,115,104,217,929,875,1803,5,4,12,1048,981,2033,75,101,173,754,722,1474,3,3,11,831,829,1659
SAL51374,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,0,0,0,7,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,10,0,0,0,3,0,4,0,0,0,3,0,4
SAL51375,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,73,0,0,3,38,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,60,0,0,3,33,27,60,0,0,0,5,6,14,0,0,0,5,6,14
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,4,0,0,0,0,0,4
SAL51377,3,616,302,915,4,0,5,31,58,88,0,0,0,31,56,95,103,94,191,2289,2277,4571,9,7,13,2401,2376,4774,18,16,31,323,320,642,0,4,3,341,334,676,66,61,127,1650,1608,3265,7,5,12,1726,1674,3402,31,38,71,830,820,1652,0,3,5,863,861,1726
SAL51378,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,19,0,0,0,12,8,19,0,0,0,0,0,0,0,0,0,0,0,0
SAL51379,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,16,16,33,7,12,17,0,0,0,29,24,49,5,0,5,0,0,5,0,0,0,9,4,9,13,9,21,4,3,7,0,0,0,22,14,34,4,6,9,3,7,15,0,0,0,9,14,20
