LGA_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
LGA57700,12,18,157,168,46,298,60,257,26,1041,58,94,360,234,120,152,98,169,21,1304,294,521,883,462,527,217,376,284,81,3636,453,581,684,419,529,193,436,275,79,3634,409,445,529,332,494,175,386,240,63,3070,323,251,360,215,374,130,296,187,43,2179,81,66,81,44,74,33,82,62,7,533,22,8,3,0,10,3,5,7,11,61,0,0,0,0,0,0,0,0,0,3,1646,1978,3055,1870,2168,1203,1742,1479,329,15470
LGA57770,0,3,3,9,0,6,0,5,0,27,5,10,10,11,8,7,4,13,0,60,22,41,52,40,23,9,15,41,9,254,40,37,40,15,16,4,23,16,6,207,42,36,36,21,19,9,22,26,6,218,65,43,43,30,54,21,36,39,8,322,14,11,6,8,3,8,5,17,4,69,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,187,177,190,132,124,58,115,147,28,1160
LGA57840,24,48,70,296,50,367,42,206,8,1099,107,576,258,634,294,357,116,221,42,2607,500,2396,522,504,544,264,174,267,90,5260,878,2080,411,312,492,173,105,145,62,4650,976,1568,316,297,539,189,103,132,55,4180,700,1201,255,234,546,176,108,143,51,3415,238,481,88,65,211,108,44,56,28,1315,36,71,13,8,32,13,0,17,10,198,0,3,0,0,4,0,0,0,5,12,3466,8423,1923,2343,2700,1653,699,1183,349,22738
LGA57910,52,116,387,1073,231,1833,161,1059,78,5004,395,1710,1280,2249,1079,1700,463,1110,164,10160,2826,9768,4162,3796,3121,1774,1502,2307,547,29807,4472,9203,3271,2637,3144,1289,1275,1850,455,27592,4033,6524,2344,2013,3120,1193,967,1454,298,21939,2505,4139,1858,1441,2543,1009,858,1261,182,15791,676,1291,461,378,848,381,283,458,91,4867,107,165,64,21,94,49,24,64,45,621,8,15,4,0,8,3,0,3,5,45,15062,32926,13839,13614,14182,9238,5545,9560,1859,115822
LGA57980,4,12,14,115,17,113,13,80,6,367,32,209,64,181,99,129,12,44,8,778,208,1297,123,160,186,86,30,77,24,2180,378,1036,106,105,159,48,24,49,20,1925,400,832,83,84,163,55,25,50,29,1721,263,647,57,74,159,58,27,43,12,1347,108,279,25,27,69,38,12,12,5,579,15,50,3,4,15,9,0,0,8,102,0,5,0,0,0,0,0,0,0,5,1399,4371,476,749,868,533,151,359,117,9004
LGA58050,62,65,527,718,154,1467,229,1090,83,4397,295,644,1310,1282,730,1059,532,929,164,6943,1458,3122,3411,2329,2243,1256,1631,1485,341,17278,2134,3155,3010,2266,2525,984,1785,1393,324,17575,1957,2308,2332,1926,2305,993,1464,1364,256,14906,1245,1465,1614,1340,1775,737,1247,1134,164,10719,336,405,337,242,439,163,332,308,53,2611,60,39,23,15,26,11,20,49,11,257,9,3,3,0,0,0,0,9,3,22,7552,11208,12564,10118,10199,6672,7240,7764,1395,74710
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,14,4,0,0,0,0,3,3,0,33,4,0,3,7,8,4,0,0,0,20,14,8,0,5,5,4,0,3,0,34,21,4,3,0,0,0,0,3,0,41,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,63,11,7,13,17,5,10,21,0,153
LGA58260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,6,0,12,14,4,7,4,4,0,0,3,0,38,19,7,11,9,3,5,0,5,0,66,22,4,7,3,6,0,6,0,3,58,19,4,3,12,3,0,9,4,0,59,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,84,24,32,24,19,4,26,25,11,257
LGA58330,0,0,22,16,0,32,0,17,10,89,8,4,24,11,7,12,12,10,3,90,17,33,51,25,23,11,14,22,6,196,41,48,45,31,26,8,33,30,6,277,64,56,70,49,71,17,59,33,9,421,83,81,64,66,71,25,69,44,8,511,36,31,22,12,24,15,18,18,4,173,8,3,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,251,262,301,209,220,120,204,172,33,1781
LGA58400,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,6,0,4,4,0,0,7,0,0,27,0,0,0,0,3,0,0,0,0,8,11,8,5,3,5,3,0,0,0,26,11,3,0,6,0,0,4,0,0,32,9,0,0,4,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,49,7,15,15,9,3,15,10,0,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,9,10,8,3,5,0,0,0,0,0,25,3,11,0,6,4,0,4,0,0,26,3,11,4,0,3,0,3,10,0,41,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,6,8,7,0,10,15,0,117
LGA58510,12,29,61,198,42,243,21,177,11,784,90,374,283,538,255,278,115,248,22,2202,582,2263,789,720,620,329,286,431,91,6111,775,1808,554,385,514,169,199,247,89,4741,653,1006,355,295,490,152,164,203,41,3356,399,620,259,207,371,123,161,159,36,2338,112,178,68,62,111,52,56,50,9,695,6,15,0,7,6,5,3,4,9,55,0,0,0,0,0,0,0,0,3,11,2625,6291,2365,2414,2414,1342,1008,1519,310,20285
LGA58540,0,0,5,0,0,5,0,5,0,15,3,0,4,0,0,3,0,5,0,21,18,6,10,0,9,3,0,8,0,50,22,9,8,6,5,3,7,10,0,74,27,4,6,0,5,5,8,11,0,77,54,3,11,6,8,5,13,11,3,107,17,0,0,0,0,6,3,0,0,37,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,147,28,44,21,25,19,38,59,9,385
LGA58570,5,11,47,173,35,224,18,127,6,656,84,423,177,492,223,251,62,160,33,1895,732,3028,660,708,714,298,144,288,91,6662,1099,2318,458,348,445,179,107,157,59,5148,806,1543,287,232,434,164,97,114,45,3729,496,897,202,163,358,122,76,129,31,2479,107,264,67,51,98,40,31,44,12,719,17,26,6,4,13,4,6,10,0,82,0,0,0,0,0,0,0,0,0,3,3350,8518,1901,2172,2315,1286,532,1029,277,21381
LGA58610,0,0,10,3,0,7,0,11,0,36,0,3,13,0,8,3,0,8,0,37,7,18,27,17,11,7,3,27,4,118,33,23,17,9,13,6,13,23,4,131,41,16,11,22,12,6,10,17,5,136,34,17,17,13,11,12,26,22,3,153,23,6,5,0,11,9,10,7,0,67,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,150,71,92,68,64,48,59,116,13,684
LGA58680,0,0,0,0,0,0,4,0,0,11,3,0,0,0,0,0,6,3,0,15,3,0,3,0,5,0,5,3,0,27,10,3,5,0,0,0,9,5,0,35,18,4,5,0,5,0,14,7,0,57,25,4,3,4,0,0,12,8,0,52,9,0,4,0,5,0,0,3,0,26,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,81,15,22,11,14,3,44,32,5,234
LGA58760,80,105,717,1134,254,2242,295,1487,105,6422,402,922,1727,2003,1027,1631,614,1269,172,9759,2015,4124,4371,3020,2806,1530,1514,1961,440,21784,3051,5155,4247,2843,3383,1311,1692,1917,436,24036,2964,3980,3630,2735,3373,1392,1714,2061,378,22228,1677,2061,2289,1740,2300,966,1331,1575,185,14123,338,449,431,325,526,219,330,440,45,3101,33,39,29,19,46,27,32,34,22,270,5,3,0,0,7,3,0,0,8,22,10567,16836,17445,13813,13712,9319,7507,10753,1788,101739
LGA58820,0,0,29,13,3,24,5,27,0,113,3,5,35,20,12,9,11,21,7,119,18,23,66,18,24,14,37,36,5,231,36,35,79,31,30,16,57,45,9,338,55,39,89,37,40,18,70,44,16,412,40,37,84,39,33,20,65,50,5,373,27,10,8,7,5,0,21,21,0,115,12,3,0,0,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,191,154,399,173,150,103,261,245,48,1724
LGA58890,4,0,0,0,0,0,0,6,0,7,3,0,7,0,0,0,4,6,0,25,11,9,5,3,4,0,5,7,0,39,16,3,9,3,5,0,6,4,0,52,49,7,13,4,9,0,0,9,0,90,50,10,9,6,6,0,6,9,0,87,38,0,0,0,0,0,3,9,0,49,11,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,3,190,29,30,16,21,11,27,47,0,365
LGA59030,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,4,0,14,7,3,12,0,0,0,7,6,0,28,14,5,6,0,0,0,13,0,0,41,13,5,11,0,0,0,12,0,0,43,17,4,10,0,3,0,11,9,0,57,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14,43,0,16,10,49,21,5,203
LGA59100,0,0,6,0,0,4,0,3,0,12,4,0,0,0,0,0,0,3,0,15,17,3,6,3,0,0,0,6,0,45,21,5,6,7,5,0,5,4,0,51,25,4,7,0,5,3,4,12,0,58,36,3,14,5,5,0,8,6,0,76,17,0,0,0,0,0,3,9,0,30,4,0,0,0,0,0,0,0,4,14,4,0,0,0,0,0,0,0,0,4,127,19,36,16,17,13,22,42,4,299
LGA59170,0,0,4,0,0,8,0,3,0,18,0,0,3,0,0,3,3,9,0,27,17,12,9,9,5,0,16,19,0,79,48,11,11,7,10,6,8,15,0,118,29,17,15,3,4,6,13,11,0,97,53,7,3,4,15,7,8,15,0,114,32,3,6,0,6,0,3,0,0,54,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,191,53,56,27,43,23,55,77,10,520
LGA59250,0,0,0,0,0,0,5,4,0,4,0,12,12,0,3,0,7,14,0,51,6,39,48,4,8,0,52,24,3,177,16,20,48,7,5,0,29,12,4,140,20,20,31,8,9,0,37,14,7,137,14,10,19,3,9,0,25,3,0,85,0,3,0,0,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,101,156,24,34,3,156,77,10,613
LGA59310,0,0,5,0,0,7,3,6,0,30,6,3,11,4,3,4,7,4,0,41,27,10,20,3,8,5,3,18,0,107,31,23,12,6,23,6,10,19,0,131,37,16,13,14,9,13,11,13,3,120,29,10,15,11,12,12,18,16,0,128,18,0,7,3,8,0,15,6,0,70,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,158,63,97,47,63,49,68,87,10,638
LGA59320,0,0,0,0,0,0,0,3,0,6,0,3,3,0,3,0,6,4,0,14,10,4,4,0,5,4,0,14,0,35,11,5,0,4,5,0,3,3,0,30,21,0,0,9,0,0,0,0,0,38,29,8,6,0,3,0,4,8,0,56,8,0,4,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,14,22,11,18,13,17,22,0,208
LGA59330,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,4,4,0,17,7,8,7,0,4,0,0,7,0,37,9,5,3,0,3,0,0,4,0,27,14,0,5,3,7,0,0,7,0,36,17,3,6,6,3,5,6,7,0,42,12,5,0,4,0,0,4,7,0,27,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,73,25,25,12,27,5,15,31,0,208
LGA59340,0,8,22,31,11,29,4,43,9,138,10,45,45,47,34,21,19,58,5,280,106,320,166,150,88,43,60,146,24,1104,182,237,177,126,107,22,61,78,23,1014,189,201,145,96,107,30,93,80,23,965,172,172,104,101,126,49,76,74,11,881,67,50,21,27,29,16,36,17,9,272,10,0,0,3,4,3,0,0,4,27,0,0,0,0,0,0,0,0,0,0,739,1026,682,579,513,206,353,497,95,4682
LGA59350,0,0,0,5,0,0,0,0,0,3,0,3,3,0,0,0,11,4,0,27,5,17,33,4,3,0,42,4,0,109,12,7,20,0,8,0,11,8,0,71,14,8,21,4,9,0,20,4,0,81,5,14,18,0,0,0,21,5,0,64,11,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,55,98,15,27,0,114,25,0,371
LGA59360,0,0,0,0,0,0,3,3,0,10,4,7,21,4,4,0,11,12,0,59,15,27,59,10,14,4,64,28,3,222,27,11,58,13,16,6,80,14,4,219,41,12,49,10,16,9,78,27,4,243,53,12,40,7,14,0,72,36,4,234,15,3,6,0,5,0,11,9,4,61,8,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,4,166,69,235,38,62,15,313,131,22,1056
LGA59370,0,0,12,14,3,16,3,20,0,65,0,9,16,5,8,12,6,9,0,62,17,40,37,18,13,12,19,26,0,186,49,44,30,30,36,19,20,30,0,261,49,40,38,35,34,21,36,17,8,274,65,44,64,57,48,22,41,40,9,384,44,18,24,6,16,11,12,9,6,147,9,0,0,3,0,3,0,4,0,23,5,0,0,0,0,0,0,5,0,9,243,199,216,168,156,110,127,160,23,1406
LGA59799,0,0,0,0,0,0,0,3,0,10,0,10,21,12,0,0,0,31,0,71,11,60,106,20,4,0,19,80,0,297,19,93,212,16,11,0,58,116,10,516,29,100,183,6,23,0,63,77,10,486,27,57,93,12,9,0,32,32,4,267,8,10,10,0,0,0,4,7,0,40,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,96,324,627,58,45,6,172,344,23,1697
