LGA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
LGA53220,157,527,459,3005,34,4184,9,43,34,1815,25,1930,196,3,14,23,0,235,42,14,6,21,0,92,142,54,15,88,4,304,1955,519,460,2622,59,5616,352,5,27,3,0,387,69,3,0,19,0,91,131,47,29,308,0,519,36,3,4,20,0,70,23,11,0,7,0,35,183,7,7,0,3,199,537,115,84,747,14,1494,143,54,36,219,3,464,19,0,0,0,0,19,13,0,0,0,0,14,19,8,3,0,3,37,6,4,0,14,0,32,422,27,17,7,7,482,170,29,23,13,0,237,52,6,9,20,0,86,19,0,6,4,0,29,35,0,4,0,0,41,558,115,103,718,10,1498,25,6,0,3,0,38,100,3,8,0,0,116,59,0,0,18,0,72,11,0,0,0,0,13,31,0,0,0,0,32,75,9,3,34,0,124,1180,107,92,200,13,1595,54,5,3,57,6153,6275,5291,986,837,7204,6297,20614
LGA53290,78,599,499,4663,99,5939,5,26,6,574,12,624,64,4,0,9,0,84,8,5,0,37,0,46,93,32,27,63,0,212,1054,502,396,3421,89,5456,88,0,19,0,0,113,34,5,7,32,0,69,169,40,35,382,3,632,7,3,5,7,0,28,7,3,0,0,0,14,45,3,4,6,0,57,198,77,55,839,6,1177,80,45,22,283,6,422,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,5,0,7,81,20,13,16,4,135,97,41,20,8,0,166,23,3,0,16,0,51,15,0,9,6,0,18,5,0,0,0,0,4,298,127,105,851,13,1393,0,0,0,6,0,7,89,8,9,0,0,113,12,6,3,4,0,22,13,0,0,0,0,13,14,0,0,0,0,18,35,5,6,38,0,85,338,90,76,147,10,654,20,16,6,91,1363,1494,2309,968,774,8240,1558,13849
LGA53360,46,294,214,1992,29,2565,0,0,4,93,0,102,29,3,3,18,0,51,11,10,4,22,0,48,74,25,9,38,3,149,824,257,195,1522,28,2828,38,0,5,0,0,38,37,0,5,4,0,46,113,18,23,128,6,285,13,9,3,22,0,55,8,0,0,9,0,15,15,3,0,4,0,28,179,45,28,387,3,649,112,33,18,122,0,287,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,7,9,0,6,0,22,23,4,0,0,0,28,42,12,4,8,0,60,45,13,9,17,0,74,11,0,0,3,0,9,0,0,0,0,0,0,175,53,51,415,4,693,3,0,0,0,0,4,29,0,0,0,0,33,25,3,0,7,0,38,3,0,0,0,0,5,0,0,0,0,0,0,38,10,4,12,0,61,228,36,41,76,5,380,12,3,6,37,345,406,1662,488,377,3527,411,6465
LGA53430,315,1667,1299,5529,48,8863,5,43,27,432,11,518,352,33,47,59,0,494,307,86,29,213,3,635,327,117,71,163,3,678,4397,1572,1290,5893,81,13239,145,9,21,3,0,169,312,53,48,61,0,471,619,129,138,536,5,1428,60,32,23,74,8,188,53,13,11,16,5,97,224,27,28,17,0,299,1298,403,331,2345,23,4403,1445,329,180,895,25,2872,21,7,10,0,0,37,22,0,4,7,0,38,20,4,4,14,0,36,31,11,8,16,5,78,91,18,10,11,0,127,134,47,24,28,0,236,187,35,35,61,0,325,76,15,10,22,0,125,15,3,0,0,0,14,1252,388,321,1861,11,3824,108,10,7,4,0,131,162,26,24,18,0,233,179,13,19,49,0,260,32,13,7,4,0,56,47,5,12,0,0,65,225,54,33,114,0,430,2202,405,373,437,24,3447,96,15,7,93,1959,2169,11386,3161,2472,12357,2159,31539
LGA53570,44,222,169,1425,41,1907,0,7,0,95,0,104,48,0,0,4,0,52,9,3,4,15,0,28,58,5,16,26,0,104,769,189,148,1158,36,2300,67,0,3,0,0,72,26,3,3,11,0,40,63,20,10,86,5,189,16,6,0,4,0,23,3,3,0,3,0,10,5,0,0,0,0,10,139,33,23,277,4,477,77,20,12,82,0,189,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,10,8,0,0,0,0,11,22,5,3,0,0,29,17,14,14,7,0,48,18,8,0,6,0,28,5,0,0,4,0,11,10,0,0,0,0,10,173,44,22,239,4,484,4,0,3,0,0,5,23,5,0,0,0,35,11,6,0,3,0,18,5,0,0,0,0,4,32,0,0,0,0,34,31,6,0,9,0,52,382,18,26,38,11,469,16,0,3,38,327,392,1722,360,274,2568,412,5336
LGA53640,4,43,52,416,9,522,0,5,3,70,0,83,3,3,0,0,0,3,0,0,0,0,0,0,21,0,5,8,0,27,85,42,26,325,4,486,54,0,0,0,0,54,0,0,0,0,0,0,6,3,4,33,0,52,0,0,0,0,0,8,0,0,0,0,0,3,5,0,0,0,0,5,18,10,4,59,3,93,3,4,0,14,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,3,4,4,0,0,13,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,7,83,0,116,0,0,0,0,0,0,4,0,0,0,0,9,6,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,21,0,12,9,0,48,0,5,0,5,84,92,223,74,68,743,101,1205
LGA53710,0,20,38,304,9,370,0,0,3,28,3,33,3,0,0,0,0,0,0,0,0,0,0,4,18,0,0,12,0,28,54,18,28,314,13,428,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,25,0,33,0,0,0,0,0,0,0,0,0,4,0,8,5,0,0,0,0,5,15,0,7,83,3,104,0,0,8,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,3,60,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,15,10,5,5,9,0,34,0,0,0,12,95,100,115,35,56,622,113,940
LGA53780,2412,4297,3539,17400,285,27928,46,205,121,2516,135,3012,10980,143,294,166,58,11640,194,56,46,159,0,453,1032,283,209,547,13,2084,13641,3853,3104,13881,313,34792,4181,22,173,22,12,4420,376,26,28,107,4,535,963,230,195,975,25,2395,113,40,27,110,3,293,111,22,13,40,0,189,7942,137,132,137,22,8369,2509,546,424,3024,34,6536,1440,494,252,1573,24,3787,681,6,19,6,0,712,245,35,28,36,0,340,44,3,6,31,0,81,97,37,14,47,0,196,1216,162,102,37,17,1529,592,223,114,63,3,1003,439,85,38,194,7,769,149,3,18,31,0,199,180,25,0,0,0,211,2737,761,564,3063,52,7174,184,15,12,15,0,229,980,88,103,39,8,1219,416,31,19,59,0,526,665,18,10,4,6,707,679,25,38,11,0,751,408,67,60,139,0,682,27682,1199,1046,1121,167,31210,1166,51,83,266,5891,7451,72097,7629,6225,31541,6880,124367
LGA53800,231,1533,1206,12082,135,15189,9,140,62,3248,42,3501,220,18,20,67,5,330,33,22,7,107,3,170,311,95,61,207,5,678,2902,1382,1076,9858,149,15364,491,13,79,21,4,607,85,18,16,50,0,168,329,80,79,832,8,1327,36,22,15,29,0,102,27,10,0,12,0,48,283,20,12,30,0,346,511,283,176,2638,22,3625,375,167,81,888,13,1531,8,0,0,4,0,12,6,0,0,3,0,14,34,8,5,31,0,82,29,25,4,17,0,69,199,37,39,27,4,306,132,71,58,43,0,304,85,25,18,88,0,211,35,6,5,23,0,70,16,0,4,5,0,27,677,289,219,2220,24,3427,6,0,0,0,0,9,292,32,15,29,0,371,73,10,3,49,0,135,12,0,5,0,0,22,152,3,8,0,0,162,97,38,23,102,0,257,1412,242,265,664,17,2603,79,12,7,211,3473,3790,7305,2667,2023,23501,3814,39311
LGA53920,22,56,39,517,12,642,4,17,0,2520,65,2604,15,0,0,3,0,23,3,5,0,3,0,9,23,8,4,7,0,38,219,59,45,514,19,849,27,0,0,0,0,23,3,0,0,6,0,6,33,10,0,63,0,104,5,0,0,0,0,5,0,0,0,0,0,0,14,3,0,0,0,21,60,9,12,178,8,274,24,15,0,30,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,5,7,3,0,0,0,7,9,0,0,0,0,12,5,5,0,5,0,13,4,0,0,0,0,3,0,0,0,0,0,0,59,21,8,128,0,221,0,0,0,0,0,0,10,0,0,0,0,7,5,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,6,14,0,0,4,0,17,111,15,5,32,6,173,10,0,0,41,573,618,543,127,67,3462,669,4870
LGA53990,231,1248,1078,8559,75,11190,9,52,25,732,11,827,242,7,9,15,0,273,32,13,16,53,0,112,277,91,54,171,0,586,3003,1242,998,7152,90,12486,591,6,35,3,4,632,62,12,4,33,0,115,253,68,41,505,12,879,9,7,7,71,0,98,19,7,0,4,0,29,208,10,6,29,0,256,623,166,173,1531,12,2501,575,243,80,1259,20,2177,48,0,15,0,0,63,3,4,0,0,0,12,4,0,0,8,0,15,4,3,9,17,0,43,349,58,41,12,4,459,172,100,47,37,8,369,96,29,29,79,3,229,13,0,3,17,0,41,13,3,0,0,0,19,637,224,208,1494,12,2570,18,3,0,3,0,23,242,19,30,8,0,300,45,15,10,42,0,108,3,0,0,0,0,7,22,0,0,0,0,22,77,36,17,63,6,196,937,164,179,254,10,1547,68,13,15,105,978,1168,7024,2240,1778,15326,1179,27553
LGA54060,25,157,124,1312,35,1654,0,13,3,112,3,135,9,0,0,6,0,16,11,0,0,8,0,21,35,11,8,15,0,72,343,153,120,1036,29,1685,7,0,0,0,0,7,8,0,0,7,0,10,36,13,12,93,0,151,3,0,0,9,0,10,0,4,0,0,0,5,3,0,0,0,0,7,52,19,19,243,7,338,22,17,3,53,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,5,28,3,4,0,0,40,20,11,9,5,0,45,14,6,4,13,0,37,0,0,0,0,0,4,0,0,0,0,0,4,87,27,24,192,4,329,5,0,0,0,0,5,5,3,0,0,0,6,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,4,11,5,0,5,0,27,72,12,9,51,0,144,4,0,0,9,420,432,652,277,197,2296,481,3893
LGA54130,4,24,37,433,3,506,0,0,0,37,0,37,4,0,0,0,0,4,0,0,0,0,0,4,9,5,5,0,0,14,78,29,34,337,0,482,6,0,0,0,0,4,5,0,0,0,0,0,11,0,8,30,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,9,6,64,0,85,0,10,0,32,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,6,0,3,0,0,10,0,3,0,0,0,7,5,0,0,0,0,4,0,0,0,0,0,0,19,3,8,80,0,112,0,0,0,0,0,0,12,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,21,3,9,23,0,53,0,0,0,8,94,104,175,58,62,746,99,1142
LGA54170,1857,8173,6832,30742,240,47839,29,131,87,1074,15,1330,3256,125,204,230,14,3822,529,204,95,540,0,1374,2104,453,301,797,6,3663,35208,7034,5740,23850,345,72186,769,44,152,40,8,1015,860,111,71,220,8,1263,2655,452,379,1865,18,5376,532,184,96,402,3,1228,287,60,35,45,4,431,2311,159,121,132,11,2733,9354,1420,1017,7027,74,18894,2935,1018,520,3002,34,7508,191,9,21,0,0,221,103,25,9,45,0,185,404,95,57,232,0,791,174,56,44,109,0,383,736,155,87,35,10,1028,1148,491,274,100,0,2013,1303,158,162,301,5,1930,369,24,49,55,4,501,65,9,8,0,0,82,8435,1482,1062,6132,63,17171,291,40,17,47,0,393,3377,241,192,29,6,3852,526,45,54,122,8,758,195,39,33,30,0,293,498,17,57,12,3,588,1634,178,133,359,6,2308,10981,1372,1518,1448,95,15419,596,78,62,388,3264,4396,72991,13597,10970,54341,4051,155950
LGA54200,718,3022,2328,13265,116,19443,18,104,50,1118,19,1308,1177,36,72,62,3,1342,129,68,43,198,0,441,723,194,150,352,9,1431,8786,2771,2138,10769,203,24669,879,15,58,24,0,976,236,28,24,79,9,372,720,204,140,873,20,1963,80,31,9,84,4,202,95,25,15,36,4,171,1344,58,53,46,5,1514,1971,501,340,2665,29,5507,1262,460,235,1532,14,3501,63,0,17,5,0,80,45,14,7,14,0,83,16,11,4,24,0,46,34,21,19,38,0,114,485,53,46,16,4,598,417,193,90,51,4,761,297,67,29,151,3,551,97,21,19,30,0,176,63,3,0,3,0,69,1941,543,434,2656,38,5611,75,17,8,20,0,118,419,62,61,27,4,568,123,15,10,50,0,203,93,9,8,17,0,121,100,8,9,10,0,121,302,69,34,121,0,519,4769,497,527,658,50,6506,192,28,22,208,1723,2176,21893,5202,3938,24007,2141,57181
LGA54280,266,1048,1018,7562,104,9997,13,77,63,1639,70,1857,311,10,17,36,0,377,86,29,13,124,0,253,191,81,28,103,0,409,2534,879,795,5806,102,10117,793,9,73,13,9,896,77,4,6,34,3,131,318,72,62,559,13,1026,25,11,9,44,0,94,15,4,3,5,0,32,469,10,15,16,0,517,611,176,135,1614,18,2548,203,103,62,631,15,1012,37,0,0,0,0,35,9,0,0,7,0,16,5,4,3,17,0,29,8,11,6,14,0,38,993,93,89,23,24,1213,387,115,65,27,4,597,66,20,7,65,0,157,30,5,9,8,0,43,142,17,0,4,3,159,753,229,141,1371,13,2512,26,4,3,4,0,34,314,31,21,4,0,367,85,4,3,20,0,112,36,0,5,3,0,37,58,0,3,0,0,64,75,26,9,68,0,184,2283,157,198,314,29,2983,144,26,23,186,3625,4008,8853,1862,1631,14277,3957,30581
LGA54310,225,904,938,6070,42,8177,8,106,68,2036,35,2259,351,3,16,34,6,400,23,19,12,82,5,141,175,85,36,132,7,441,2105,802,769,4510,57,8245,531,5,56,16,3,610,89,11,7,27,0,128,181,78,66,474,0,803,25,15,5,43,0,89,7,8,6,13,0,36,348,11,8,11,0,378,600,140,129,1152,14,2029,147,113,51,432,7,743,15,0,4,0,0,21,7,0,0,3,0,14,21,8,5,3,0,39,20,8,5,25,0,54,395,35,33,15,9,495,197,83,69,33,0,377,63,29,13,52,0,158,27,5,3,10,0,44,38,4,0,0,0,41,600,187,146,1074,13,2021,17,5,3,0,0,30,169,15,32,14,3,233,61,0,3,8,0,78,23,3,6,0,0,32,52,0,5,0,0,56,65,16,9,44,0,134,1516,173,202,468,31,2386,92,14,14,118,5930,6161,6394,1636,1544,11845,6115,27539
LGA54340,22,154,108,1045,22,1361,0,13,4,289,15,324,43,0,6,3,0,47,0,0,0,4,0,5,35,10,10,16,0,68,280,97,97,802,33,1310,41,0,6,4,0,46,11,0,0,6,0,15,25,4,14,88,0,136,0,0,6,4,0,4,6,0,0,0,0,6,17,0,0,0,3,21,49,20,7,135,3,214,35,15,6,58,0,123,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,19,14,0,8,102,15,18,5,0,0,38,11,0,3,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,47,18,15,164,3,248,7,0,0,0,0,7,31,5,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,11,0,0,12,0,24,498,33,28,149,19,729,23,6,3,37,377,451,1090,268,191,2039,473,4054
LGA54410,10,44,33,360,16,461,0,0,4,48,3,54,3,0,0,0,0,3,0,0,0,4,0,9,12,0,0,0,0,13,70,42,20,323,9,460,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,11,0,24,0,0,0,0,0,4,0,0,0,0,0,9,4,0,0,0,0,4,16,3,5,59,0,80,7,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,11,6,0,10,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,11,5,66,0,104,0,0,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,33,0,6,13,0,47,4,0,0,3,107,114,170,69,55,685,132,1110
LGA54480,3,14,23,184,0,226,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,3,4,0,3,4,0,9,25,8,23,150,6,209,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,7,19,0,30,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,35,0,44,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,0,15,4,0,0,0,46,53,63,17,38,310,54,480
LGA54550,5,60,69,630,16,781,0,10,5,73,6,93,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,0,0,11,119,62,66,544,13,804,51,0,0,0,0,54,5,0,0,4,0,6,10,0,7,49,0,64,0,0,4,5,0,9,0,0,0,0,0,0,3,0,0,0,0,3,16,8,4,106,0,140,25,6,0,50,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,39,6,9,5,0,51,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,18,122,8,193,0,0,0,0,0,0,7,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,10,0,19,33,0,5,13,5,55,7,0,0,11,146,162,308,114,117,1133,183,1846
LGA54620,5,41,46,343,15,445,0,3,0,58,0,64,0,0,0,4,0,3,0,0,0,5,0,3,7,3,0,5,0,19,95,38,39,292,3,469,9,0,0,0,0,11,0,0,0,0,0,0,9,0,3,15,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,7,9,81,0,137,13,5,3,23,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,4,0,0,3,0,13,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,31,9,5,72,0,110,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,14,26,8,5,3,0,47,0,0,0,0,107,113,193,65,64,641,133,1096
LGA54690,0,14,9,116,5,149,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,7,6,115,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,33,0,41,3,4,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,36,0,55,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,3,5,10,64,24,22,235,9,354
LGA54760,0,19,25,285,0,337,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,45,23,24,210,4,306,3,0,0,0,0,3,3,0,0,0,0,6,4,5,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,47,0,71,8,3,0,19,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,15,4,11,44,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,4,4,75,84,86,36,41,473,89,719
LGA54830,704,2034,1654,8587,106,13086,9,87,73,1244,28,1434,936,24,44,39,11,1051,99,41,10,128,0,278,374,110,78,236,0,801,5784,1831,1554,6570,122,15859,2971,26,90,24,0,3116,154,8,19,36,0,215,422,114,88,546,8,1184,37,15,12,59,0,123,32,6,5,19,0,62,1832,48,26,31,3,1929,1025,248,186,1336,20,2812,396,242,94,844,12,1583,188,4,17,11,0,217,24,10,0,14,3,47,26,0,7,14,0,50,25,11,13,29,0,76,995,106,95,51,10,1253,392,121,70,28,0,614,135,24,21,49,0,224,92,6,8,18,0,122,126,19,8,5,0,157,1359,341,258,1407,11,3377,150,23,3,19,0,193,509,53,36,15,9,625,229,19,8,31,0,285,100,6,0,8,0,116,106,3,18,4,0,131,234,33,27,90,0,385,5401,433,376,451,40,6701,328,13,32,159,2916,3452,20349,3430,2789,14939,3224,44736
LGA54900,10,43,35,463,4,557,0,5,0,25,0,30,10,0,0,0,0,10,0,0,0,0,0,0,16,3,7,8,0,28,105,36,36,336,7,528,9,0,0,0,0,13,0,0,0,3,0,3,10,5,3,25,0,42,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,9,25,4,7,82,0,116,5,7,0,23,0,33,3,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,7,5,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,76,0,105,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,4,3,18,0,47,0,0,0,9,85,94,221,71,61,799,102,1248
LGA54970,31,66,64,421,6,594,0,9,4,338,5,351,17,0,0,0,0,17,0,3,0,0,0,7,17,7,7,3,0,42,325,77,63,395,11,869,33,0,6,0,0,39,11,0,0,0,0,13,36,5,7,46,0,93,0,0,0,3,0,9,3,0,0,0,0,8,10,0,0,5,0,17,73,16,5,109,0,207,25,9,3,48,0,81,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,5,0,0,4,0,5,59,0,0,0,5,62,28,4,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,10,97,15,20,98,0,233,4,0,0,0,0,8,27,0,0,0,0,25,3,0,0,5,0,10,0,0,0,0,0,6,0,0,0,0,0,0,14,0,0,5,0,19,145,16,10,30,3,195,4,0,0,4,1748,1762,757,137,114,1136,1769,3909
