LGA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
LGA54200,71,1706,73,0,1852,74,1493,82,4,1650,173,2636,145,12,2965,336,3205,166,4,3710,461,3077,133,4,3674,469,2726,123,0,3320,407,2328,85,6,2826,195,1361,87,3,1638,57,432,46,0,533,2236,18955,948,32,22171,87,1559,83,0,1730,100,1293,57,0,1450,301,2799,139,7,3243,544,3334,163,0,4044,789,2959,131,0,3885,859,2614,106,6,3583,551,2503,107,0,3168,243,1523,106,0,1875,32,642,69,0,736,3503,19233,963,15,23717,163,3263,157,4,3581,172,2786,137,9,3102,475,5441,279,14,6209,877,6539,329,3,7749,1248,6034,267,5,7559,1326,5335,232,7,6904,956,4834,197,7,5990,438,2882,194,6,3516,81,1070,115,7,1266,5741,38190,1912,51,45883
LGA54280,17,745,92,0,855,29,928,190,0,1145,91,2168,480,13,2750,136,1968,454,6,2573,152,1762,360,4,2277,158,1605,321,8,2095,82,810,200,3,1104,24,285,54,0,363,3,48,13,0,66,705,10318,2154,46,13223,24,648,90,0,761,38,782,105,9,935,135,1978,289,14,2412,208,1659,252,3,2128,220,1457,197,3,1874,205,1208,185,4,1601,93,629,131,9,865,31,265,40,0,329,5,110,17,0,136,955,8741,1303,41,11036,38,1395,177,5,1615,70,1710,292,4,2080,220,4143,767,29,5162,347,3635,702,9,4694,373,3217,554,10,4152,358,2809,506,14,3694,179,1443,332,19,1965,55,547,86,0,697,10,162,34,0,199,1656,19057,3457,84,24253
LGA54310,16,547,128,0,691,19,540,222,3,792,89,1882,872,26,2868,169,2176,988,28,3363,117,1748,817,21,2698,97,1258,606,12,1980,30,577,199,8,816,7,150,41,3,205,0,12,3,0,16,543,8892,3875,101,13414,26,406,88,0,523,17,438,127,8,590,108,1637,415,10,2168,164,1534,317,0,2018,140,1127,252,0,1521,84,753,205,9,1042,49,428,111,13,593,17,117,27,0,158,0,6,4,0,13,608,6440,1535,36,8625,40,957,213,0,1206,38,977,343,15,1380,193,3513,1284,34,5031,334,3701,1312,31,5380,257,2872,1069,19,4218,182,2012,807,20,3023,79,1009,313,17,1413,27,273,68,3,364,0,17,10,0,24,1154,15334,5418,142,22045
LGA54340,10,91,22,0,129,10,101,22,0,129,26,222,42,4,290,25,189,46,0,261,13,208,30,0,256,38,218,22,0,268,25,163,15,0,204,10,87,11,0,108,4,29,5,0,39,159,1310,211,3,1684,5,93,22,0,123,8,93,16,0,118,26,188,34,0,249,39,160,26,0,222,42,173,18,0,236,45,177,22,0,251,28,164,22,0,216,21,86,12,0,122,0,42,15,0,59,211,1189,194,0,1593,20,187,48,0,254,22,199,31,0,251,51,415,71,4,537,62,350,64,0,482,57,384,48,0,485,81,392,42,0,521,55,331,42,0,419,29,167,28,0,226,7,71,22,0,94,372,2502,399,3,3275
LGA54410,0,16,7,0,24,0,19,4,0,23,5,46,6,0,56,0,48,4,0,55,10,51,14,0,76,16,71,13,0,101,9,68,7,0,85,11,36,12,0,53,0,5,3,0,11,51,363,68,0,485,0,27,5,0,26,0,14,3,0,20,4,32,3,0,43,12,43,7,0,60,14,57,8,0,81,23,63,13,0,99,9,51,6,0,66,4,39,11,0,56,0,23,6,0,31,69,351,55,0,477,0,40,8,0,56,0,38,6,0,39,11,78,17,0,102,12,94,9,0,111,29,104,20,0,151,38,133,23,0,196,15,118,12,0,146,12,78,20,0,110,4,32,3,0,43,122,716,123,0,962
LGA54480,0,10,0,0,10,0,12,5,0,12,0,26,0,0,29,6,33,11,0,44,3,33,3,0,46,6,21,4,0,28,4,18,7,0,25,0,6,0,0,9,0,0,0,0,0,16,157,31,0,202,0,0,0,0,3,0,10,0,0,10,0,30,4,0,33,0,37,3,0,40,4,27,9,0,37,4,13,0,0,20,5,15,0,0,24,0,4,0,0,10,0,0,0,0,0,13,130,21,0,170,0,12,3,0,11,0,19,5,0,19,0,49,6,0,60,4,66,13,0,79,10,65,9,0,81,10,31,4,0,48,6,29,10,0,46,0,13,0,0,18,0,0,0,0,0,33,291,47,0,373
LGA54550,0,20,3,0,27,4,39,0,0,37,11,67,9,0,85,9,120,11,0,137,15,79,10,0,109,28,130,20,0,177,12,90,5,0,103,3,55,13,0,71,0,21,0,0,23,79,612,69,0,769,0,24,0,0,23,3,24,5,0,30,13,71,10,0,90,18,87,12,0,114,18,85,13,0,117,27,99,12,0,139,9,77,9,0,96,3,55,11,0,77,0,29,0,0,34,93,550,72,0,721,0,46,3,0,53,7,61,3,0,71,16,138,18,0,175,22,208,20,0,248,38,162,26,0,230,57,227,28,0,317,21,166,12,0,199,6,110,27,0,137,0,45,9,0,55,180,1164,146,0,1489
LGA54620,0,17,0,0,23,0,34,10,0,45,5,97,13,3,111,11,80,13,0,103,16,87,5,0,108,15,94,13,0,118,9,57,4,0,72,4,19,6,0,25,3,8,5,0,15,55,489,64,3,610,0,5,4,0,10,0,14,0,0,23,0,29,8,0,42,6,38,7,0,59,17,41,9,0,63,18,46,7,0,72,13,36,0,0,56,0,16,3,0,22,0,8,3,0,10,57,244,37,0,344,3,22,6,0,28,4,49,10,0,66,10,126,14,7,149,21,118,20,0,155,32,123,14,0,171,29,138,27,0,195,18,99,11,0,123,3,39,4,0,48,0,17,6,0,23,116,739,101,4,960
LGA54690,0,4,0,0,4,0,3,0,0,3,0,15,0,0,15,4,15,0,0,23,3,24,4,0,33,4,23,0,0,27,6,34,0,0,36,0,13,0,0,15,0,0,0,0,0,16,141,8,0,164,0,4,0,0,9,0,3,0,0,3,0,17,0,0,17,0,14,0,0,17,0,21,0,0,24,4,24,0,0,31,5,19,0,0,27,0,11,0,0,10,0,0,0,0,0,12,110,0,0,125,0,9,3,0,13,0,5,0,0,5,0,30,0,0,27,3,38,0,0,39,7,44,9,0,55,12,47,0,0,58,5,55,0,0,60,0,19,0,0,24,0,3,0,0,3,30,247,9,0,287
LGA54760,0,4,0,0,3,0,11,5,0,16,4,25,4,0,38,10,41,6,0,53,0,51,10,0,63,0,42,6,0,52,0,36,7,0,45,0,22,0,0,21,0,6,0,0,5,15,238,35,0,296,0,3,0,0,10,0,3,0,0,3,4,29,8,0,38,3,40,4,0,44,11,40,0,0,52,11,31,3,0,48,5,28,5,0,38,0,16,3,0,14,0,0,0,0,4,34,194,33,0,262,0,7,3,0,14,0,15,5,0,22,12,55,10,0,75,10,79,13,0,100,11,89,12,0,115,14,75,8,0,100,9,68,9,0,82,0,33,3,0,39,0,8,4,0,10,53,432,67,0,554
LGA54830,49,1189,129,0,1374,70,1270,225,0,1564,166,2896,670,8,3747,299,2986,540,5,3823,260,2251,286,0,2795,215,1587,127,3,1940,150,1028,88,13,1275,75,507,32,4,622,11,141,15,0,176,1285,13862,2123,40,17310,77,1070,84,0,1222,79,1236,76,0,1394,368,3222,185,0,3775,491,2995,180,4,3669,474,2085,123,4,2680,406,1557,98,5,2073,214,1094,68,9,1391,70,573,40,0,687,5,208,15,0,238,2180,14046,865,29,17118,126,2264,217,0,2600,148,2504,301,0,2954,533,6115,855,13,7517,786,5979,725,3,7496,724,4336,411,7,5475,625,3148,223,14,4012,365,2126,156,22,2664,147,1081,72,10,1301,19,361,34,0,413,3466,27909,2989,68,34433
LGA54900,0,21,4,0,27,0,31,4,0,35,0,71,3,0,78,11,74,7,0,93,12,88,7,0,108,8,93,17,0,117,3,65,9,0,78,0,32,0,0,30,0,0,0,0,0,37,476,55,0,565,0,15,0,0,15,0,19,8,0,27,3,67,3,0,76,18,67,8,0,90,9,54,8,0,73,13,60,7,0,83,4,48,3,0,55,0,22,3,0,26,0,8,0,0,10,54,355,36,0,445,0,35,4,0,42,0,52,10,0,63,5,139,5,0,149,25,143,13,0,185,20,148,13,0,178,26,156,19,0,198,11,114,13,0,126,0,52,3,0,58,0,9,0,0,12,87,836,89,3,1012
LGA54970,0,24,14,0,36,0,89,79,0,166,17,335,353,3,707,24,320,351,5,696,26,336,366,4,730,30,266,258,0,552,5,59,44,0,110,0,10,3,0,12,0,0,0,0,0,103,1430,1464,18,3006,0,18,6,0,25,0,46,36,0,82,12,115,91,0,219,7,92,50,0,147,10,82,62,0,152,13,74,38,0,121,0,26,6,0,33,0,5,0,0,11,0,0,0,0,0,45,458,291,0,788,0,38,19,0,63,8,132,107,0,246,21,450,441,3,926,31,406,399,5,841,33,413,425,0,876,40,331,300,0,678,11,84,52,0,141,0,19,6,0,21,0,3,0,0,0,146,1885,1750,20,3796
LGA55040,0,20,13,0,35,0,98,120,0,230,10,331,363,4,719,22,285,319,4,623,25,231,252,0,507,3,180,167,3,353,9,81,45,0,129,4,14,8,0,24,0,3,0,0,3,71,1251,1280,18,2617,0,20,12,0,33,0,41,45,0,90,10,127,92,0,226,8,91,68,0,165,8,74,47,0,130,3,87,45,0,142,11,54,15,0,75,0,9,3,0,12,0,0,0,4,3,43,497,324,9,867,0,41,27,0,66,4,144,168,0,316,26,455,454,7,938,27,374,383,4,783,33,301,301,0,640,9,266,214,3,495,17,135,57,0,205,4,26,3,0,32,0,5,0,4,7,113,1748,1598,21,3489
LGA55110,109,2259,140,0,2508,108,1843,123,0,2081,231,3472,241,7,3952,362,3589,245,6,4202,476,3963,230,9,4676,645,4202,184,7,5040,632,4583,235,7,5464,395,2937,219,0,3548,121,829,137,0,1082,3081,27684,1747,39,32556,112,2141,146,0,2399,167,1921,121,5,2209,463,4038,243,9,4747,747,4152,274,3,5170,1015,4332,260,3,5603,1306,4512,209,6,6032,997,4834,235,8,6077,429,3132,295,5,3861,101,1209,277,5,1589,5331,30261,2059,44,37695,224,4395,291,4,4912,278,3767,242,3,4287,689,7507,486,10,8701,1110,7735,514,15,9371,1487,8291,489,11,10286,1952,8709,392,17,11074,1633,9421,468,18,11540,824,6070,509,3,7415,222,2035,413,5,2671,8413,57939,3810,85,70253
LGA55180,15,240,20,0,272,8,192,14,8,224,32,386,41,23,479,43,374,37,3,462,77,462,62,0,607,101,588,62,0,746,66,496,41,0,606,42,248,27,0,314,7,65,16,0,93,395,3046,320,34,3799,9,219,25,0,254,8,139,19,3,170,58,382,29,8,481,80,397,45,0,530,115,458,58,0,626,173,543,54,0,769,77,435,35,0,554,43,220,28,0,293,8,100,9,0,117,570,2895,311,12,3789,19,452,44,0,525,18,329,32,9,389,89,766,78,26,956,130,773,84,3,990,194,922,116,0,1234,270,1125,117,0,1511,149,932,82,0,1159,83,471,53,0,605,16,168,24,0,209,969,5939,630,45,7581
LGA55250,5,20,9,0,32,5,64,48,0,118,10,236,127,8,374,19,176,113,3,313,15,185,112,4,315,11,161,73,0,247,6,92,27,0,127,0,22,13,0,36,0,0,0,0,0,72,953,529,7,1560,0,25,12,0,38,6,38,22,0,62,11,89,43,0,134,9,58,30,0,97,12,58,38,0,110,8,81,27,0,114,11,44,19,0,72,0,14,6,0,15,0,0,0,0,0,53,407,187,4,650,9,37,24,0,77,11,104,63,0,176,20,318,168,5,512,27,238,147,3,411,22,248,156,4,429,20,242,97,0,363,16,135,45,0,197,4,38,11,0,47,0,0,0,0,0,126,1359,715,12,2213
LGA55320,122,3024,103,6,3247,135,2776,112,0,3020,249,4701,225,15,5191,493,5325,222,27,6067,803,5253,197,20,6275,1033,4568,200,26,5824,768,4315,212,22,5318,367,2499,228,9,3103,138,959,183,0,1287,4101,33425,1668,128,39327,151,3002,139,8,3309,205,2759,106,7,3078,356,4897,287,14,5548,846,5971,259,18,7092,1436,5521,228,24,7203,1741,4809,210,22,6791,1188,4673,235,25,6121,445,2916,266,9,3641,100,1737,293,5,2139,6472,36294,2033,126,44924,272,6024,240,12,6551,340,5532,219,8,6100,597,9603,507,32,10743,1339,11298,486,41,13162,2241,10772,427,45,13479,2773,9380,415,42,12612,1955,8991,444,48,11434,817,5416,492,17,6743,241,2697,474,7,3422,10572,69713,3709,256,84251
LGA55390,0,4,5,0,11,0,47,34,3,92,11,141,110,0,258,12,145,114,0,270,13,133,90,0,235,9,76,65,0,146,4,36,20,0,60,0,4,6,0,11,0,0,0,0,0,51,593,447,4,1092,0,4,0,0,5,0,23,15,0,38,0,36,21,0,51,3,20,12,0,35,4,31,16,0,52,5,44,16,0,60,0,14,4,0,18,0,3,0,0,6,0,0,0,0,0,16,164,86,0,269,0,12,5,0,16,8,71,50,3,128,16,176,130,0,318,15,162,130,0,312,22,163,107,0,284,16,121,78,0,210,4,47,29,0,75,0,6,4,0,11,0,0,0,0,0,70,755,531,3,1358
LGA55460,0,65,12,0,81,8,78,18,0,105,11,168,33,0,208,13,141,35,0,187,28,168,27,0,220,31,171,30,0,226,17,159,25,0,197,10,60,13,0,80,4,23,6,0,27,121,1022,197,0,1340,0,70,10,0,88,0,64,3,0,70,20,139,26,0,181,27,126,27,0,184,37,138,21,0,196,33,154,29,0,218,26,120,18,0,166,10,59,10,0,77,3,34,7,0,40,161,895,153,3,1209,3,138,31,0,167,12,139,24,0,174,26,306,58,0,384,35,277,66,0,370,66,300,48,0,421,69,325,56,0,444,41,277,44,0,363,14,117,22,0,157,11,52,5,0,68,279,1923,347,3,2545
LGA55530,0,6,0,0,6,0,10,0,0,10,0,18,0,0,22,0,20,0,0,25,9,19,9,0,34,6,42,18,0,60,3,44,15,0,60,3,12,14,0,24,0,0,4,0,7,11,177,57,0,250,0,6,0,0,6,0,5,0,0,11,4,13,0,0,22,4,27,5,0,33,3,24,8,0,31,4,28,12,0,47,5,18,13,0,42,0,12,5,0,16,0,0,0,0,0,22,131,45,0,201,0,7,0,0,7,0,20,0,0,18,4,33,3,0,40,4,52,6,0,57,10,42,14,0,72,6,72,32,0,106,9,62,28,0,99,0,26,14,0,41,0,0,5,0,4,35,313,103,0,450
LGA55600,0,51,10,0,60,3,46,16,20,79,0,101,29,26,158,9,91,18,9,126,21,116,23,0,161,13,152,31,0,200,11,117,17,0,140,7,57,11,0,76,0,17,0,0,15,71,744,150,51,1019,3,51,4,0,55,0,47,6,0,54,13,102,11,0,122,17,91,16,0,124,29,106,20,0,158,31,107,18,0,156,18,98,21,0,134,5,53,8,0,69,0,22,7,0,33,114,678,110,0,911,5,98,13,0,115,6,96,25,20,134,14,200,42,26,279,22,185,32,9,248,48,227,40,0,318,45,260,48,0,355,31,214,34,0,277,15,109,16,0,141,4,34,9,0,47,190,1423,261,51,1929
LGA55670,0,6,11,0,19,0,15,6,0,20,0,24,5,0,34,0,22,8,0,33,4,34,8,0,47,5,32,14,0,50,8,41,21,0,69,4,12,10,0,29,0,11,3,0,12,25,201,78,0,303,0,13,11,0,21,0,14,6,0,13,5,25,3,0,30,6,25,5,0,35,4,22,6,0,32,5,37,13,0,61,7,30,27,0,63,0,14,3,0,28,0,7,3,0,7,40,176,74,0,283,0,20,21,0,42,0,27,6,0,33,3,52,8,0,65,9,46,11,0,66,16,56,6,0,80,11,69,26,0,105,13,71,46,0,127,5,26,17,0,51,0,13,8,0,20,62,380,147,0,586
LGA55740,7,224,11,0,244,8,237,13,0,264,20,397,42,0,457,39,464,32,0,537,83,520,20,6,625,84,417,31,4,540,63,389,17,0,464,30,213,18,5,262,3,71,7,0,81,336,2924,183,17,3460,27,357,14,4,398,14,246,22,0,279,34,450,27,3,521,70,483,19,0,578,131,537,20,3,685,147,379,26,0,548,101,346,26,0,463,36,250,22,0,305,13,104,28,0,139,570,3145,196,18,3923,31,575,27,4,639,18,491,33,0,539,55,850,69,7,970,112,950,45,0,1113,213,1059,38,7,1314,228,790,57,7,1088,161,724,35,4,931,68,463,38,4,574,11,171,32,0,218,906,6071,377,29,7379
LGA55810,0,0,5,0,8,0,23,20,0,45,5,70,81,0,159,10,77,98,0,179,9,84,97,0,192,12,79,66,0,150,6,48,30,0,81,0,14,9,0,20,0,0,0,0,0,36,393,415,0,842,0,9,12,0,16,0,10,11,0,24,3,25,38,0,68,13,20,32,0,74,9,24,33,0,62,5,48,34,0,87,3,39,7,0,52,0,6,0,0,10,0,0,0,0,0,31,185,173,0,391,0,10,20,0,30,0,32,34,0,71,5,97,121,0,227,16,98,131,0,252,18,111,129,0,254,18,121,106,0,240,8,81,40,0,137,3,14,7,0,24,0,7,0,0,3,68,573,587,0,1231
LGA55880,0,0,0,0,0,0,3,0,0,3,0,20,3,0,27,0,29,3,0,31,9,34,10,0,44,12,31,5,0,44,0,22,0,0,29,0,12,0,0,12,0,8,0,0,4,21,156,23,0,194,0,0,0,0,3,0,9,0,0,8,6,15,0,0,18,9,20,4,0,32,6,18,4,0,34,8,26,0,0,38,3,15,0,0,18,0,8,0,0,8,0,12,0,0,12,29,122,15,0,167,0,0,0,0,8,0,12,0,0,12,5,37,4,0,45,9,47,8,0,64,14,54,11,0,73,20,51,3,0,79,6,41,0,0,49,0,13,0,0,13,0,13,0,0,16,51,280,34,0,364
LGA55950,0,11,3,0,16,0,6,0,0,6,0,25,5,0,31,0,28,0,0,32,6,30,5,0,45,8,35,4,0,40,5,35,7,0,42,3,16,5,0,22,0,4,6,0,7,27,194,28,0,245,0,6,0,0,11,5,4,0,0,3,0,23,4,0,28,4,25,4,0,36,13,20,4,0,36,15,32,0,0,49,4,30,7,0,39,0,22,3,0,23,0,0,0,0,0,36,171,27,0,235,0,21,3,0,28,5,9,0,0,13,0,48,6,0,60,8,55,3,0,65,19,49,10,0,81,14,67,9,0,93,10,65,9,0,80,4,36,9,0,46,0,3,3,0,9,60,360,56,0,482
LGA56090,51,1082,60,0,1207,57,836,216,0,1111,101,1492,699,5,2291,161,1662,633,3,2453,312,1979,379,3,2670,377,2046,217,7,2646,252,1733,103,4,2089,154,921,69,0,1147,33,230,41,0,305,1499,11987,2416,22,15920,61,1012,46,0,1123,54,733,31,0,820,176,1527,89,4,1796,346,1834,84,0,2259,600,2035,89,6,2728,679,1980,84,0,2745,431,1721,72,0,2228,155,980,67,0,1205,26,329,77,0,432,2531,12161,637,19,15341,114,2102,110,0,2326,110,1572,246,0,1931,275,3015,782,10,4089,503,3495,711,3,4716,913,4018,461,6,5399,1058,4035,297,12,5397,679,3457,178,0,4319,310,1900,140,3,2352,55,555,125,0,734,4026,24143,3049,35,31259
LGA56160,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,8,4,0,15,6,9,0,0,12,0,9,0,0,13,0,13,3,0,13,0,0,0,0,0,0,0,0,0,0,5,50,12,0,68,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,7,0,0,9,0,13,0,0,12,0,9,0,0,12,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,7,54,6,0,71,0,0,0,0,0,0,0,0,0,0,0,18,0,0,23,0,21,9,0,24,4,16,6,0,26,0,18,0,0,22,0,30,5,0,35,0,0,0,0,0,0,0,0,0,0,9,110,17,0,136
LGA56230,28,420,41,0,488,18,355,27,0,402,53,677,46,0,776,85,700,58,0,844,130,824,69,0,1025,157,905,61,0,1121,121,966,78,0,1165,68,557,61,0,686,21,144,28,0,198,679,5548,470,6,6702,34,484,42,0,559,26,342,24,0,389,95,729,68,8,897,180,777,62,3,1027,226,831,59,0,1117,279,878,58,0,1211,184,930,63,0,1174,79,527,69,0,678,10,149,40,0,208,1106,5654,484,10,7259,56,906,82,0,1049,44,693,43,0,788,149,1404,115,4,1673,270,1474,123,3,1871,361,1653,126,3,2143,431,1777,119,0,2332,303,1892,143,3,2338,142,1088,128,0,1362,33,300,71,0,399,1790,11205,949,14,13965
LGA56300,4,25,6,0,35,0,11,0,0,16,0,36,10,3,49,3,74,13,0,96,10,63,15,0,91,14,102,16,0,130,19,145,21,0,181,7,55,15,0,79,0,11,0,0,15,62,532,94,3,687,0,17,3,0,24,0,11,0,4,11,4,41,10,0,54,5,68,21,0,97,17,62,8,0,83,24,118,17,0,162,8,121,15,0,146,3,53,11,0,65,0,11,6,0,18,64,504,88,0,661,5,44,12,0,59,0,16,0,4,22,6,79,17,3,104,13,146,33,0,189,26,125,27,0,177,38,226,29,0,288,31,270,30,0,330,10,109,26,0,144,0,22,3,0,26,125,1040,182,3,1350
LGA56370,0,3,0,0,5,0,14,9,0,15,0,44,9,0,58,3,29,3,0,40,0,46,17,0,58,8,44,13,0,55,0,40,8,0,50,0,17,9,0,30,3,9,4,0,14,22,252,62,0,333,0,7,0,0,7,0,7,0,0,9,3,40,5,0,46,7,26,3,0,39,3,33,12,0,47,11,34,6,0,51,4,28,4,0,36,7,22,4,0,37,0,14,11,0,23,37,216,42,0,289,0,11,4,0,13,0,24,5,0,24,3,89,13,0,105,10,58,12,0,81,8,79,22,0,109,16,76,15,0,105,3,65,12,0,82,9,42,12,0,62,4,26,10,0,39,51,466,104,0,622
LGA56460,10,176,22,0,211,7,111,20,0,137,16,222,29,5,271,7,192,28,0,240,30,249,35,0,315,46,229,25,0,301,32,230,31,0,285,15,109,16,0,146,7,39,12,0,59,175,1557,221,9,1958,7,154,20,0,179,9,112,19,0,131,27,209,29,0,270,44,212,34,0,295,47,213,16,0,281,66,244,23,0,335,33,192,18,0,248,17,134,23,0,170,5,62,35,0,99,251,1537,223,0,2010,15,333,42,0,387,9,220,36,0,265,44,438,61,5,540,55,409,63,0,529,81,460,49,0,596,117,473,46,0,638,63,419,50,0,535,31,246,43,0,319,10,102,50,0,162,425,3094,442,8,3970
LGA56580,30,832,13,0,878,41,678,19,0,734,47,859,46,6,959,99,992,43,3,1138,162,1265,33,5,1472,219,1048,27,7,1294,156,982,44,6,1191,72,620,37,0,737,30,216,41,5,290,867,7480,305,31,8681,39,701,22,0,765,44,594,16,0,653,77,763,37,3,884,180,1119,35,0,1334,342,1275,58,0,1675,398,1001,38,12,1444,264,985,44,8,1304,119,618,63,0,807,21,345,59,0,426,1482,7409,362,27,9281,68,1534,33,3,1643,90,1265,32,0,1385,123,1624,78,10,1839,276,2109,80,8,2472,507,2541,94,5,3144,616,2042,61,16,2739,419,1967,91,12,2487,192,1243,102,0,1540,55,561,96,5,712,2344,14888,664,58,17959
LGA56620,11,53,12,0,70,0,49,8,0,58,14,77,25,0,115,17,80,20,0,116,7,65,19,0,94,0,46,19,0,73,0,23,0,0,31,0,6,0,0,7,0,0,0,0,0,52,404,104,3,563,7,43,17,0,64,11,43,8,0,59,14,97,16,0,132,13,79,13,0,105,9,84,18,0,111,10,61,13,0,84,0,30,4,0,31,0,10,0,0,10,0,0,0,0,0,65,439,84,0,587,19,87,22,0,131,14,87,17,0,118,29,173,37,5,248,28,157,31,0,218,20,150,36,0,206,8,110,36,3,155,0,53,5,0,58,0,14,3,0,21,0,0,0,0,3,117,845,188,3,1156
