LGA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
LGA53220,5,0,0,0,234,243,24,0,0,0,661,689,871,57,67,8,2548,3547,1976,133,276,4,1384,3772,1889,193,418,21,706,3221,1326,145,389,34,299,2193,363,21,102,26,28,539,53,0,11,8,0,78,6,0,0,3,0,7,45,0,13,3,43,95,6548,549,1274,96,5902,14376,6,0,0,0,175,180,15,4,0,0,449,470,293,23,35,3,1045,1403,364,38,83,0,434,922,365,79,156,21,210,836,265,44,188,28,99,625,164,9,29,42,19,263,28,0,11,8,0,49,0,0,0,0,4,5,5,0,0,0,30,30,1509,207,512,106,2466,4801,14,0,0,0,408,424,43,9,0,0,1104,1159,1164,84,105,8,3590,4953,2338,177,356,4,1815,4692,2250,271,581,44,916,4062,1597,189,576,58,400,2818,526,30,134,62,52,805,84,0,21,19,10,125,6,0,0,5,3,9,45,0,13,3,69,126,8062,759,1784,207,8365,19176
LGA53290,0,0,0,0,459,459,5,0,0,0,344,348,220,9,11,0,537,777,422,26,46,0,304,808,540,51,101,6,268,966,581,52,158,18,162,967,472,39,112,34,71,729,276,18,51,66,22,430,64,3,9,30,4,110,5,0,0,0,8,20,2586,187,490,155,2190,5615,0,0,0,0,391,394,21,0,0,0,306,324,303,12,18,0,454,794,479,47,70,11,254,853,533,51,109,20,192,908,578,32,152,53,87,904,460,29,94,113,31,729,197,17,46,192,11,461,34,0,9,119,3,173,0,0,0,0,0,6,2598,199,511,508,1726,5543,0,0,0,0,856,861,28,4,0,0,643,670,519,24,36,0,986,1568,905,76,115,5,558,1660,1073,96,208,27,464,1867,1158,84,311,72,254,1872,928,67,212,152,102,1461,472,32,101,254,34,895,99,3,22,152,11,284,7,3,0,0,10,28,5190,388,999,668,3913,11158
LGA53360,0,0,0,0,95,95,3,0,0,0,125,126,94,0,3,0,305,407,216,12,18,4,137,387,218,18,39,0,99,373,357,13,69,9,64,517,520,16,86,19,27,672,199,3,23,22,4,250,12,0,0,11,0,22,4,0,0,0,14,19,1622,64,242,60,884,2872,0,0,0,0,93,93,0,0,0,0,153,158,142,3,3,0,349,490,219,4,20,3,130,384,218,13,40,6,72,354,378,15,74,16,25,506,483,10,70,25,14,601,117,0,18,33,0,171,9,0,0,9,0,16,5,0,0,0,17,26,1569,49,225,94,856,2790,0,0,0,0,189,189,0,0,0,0,281,285,230,4,6,0,656,898,438,17,38,3,270,768,440,35,78,6,171,731,733,31,141,25,96,1025,1003,22,152,43,38,1265,310,5,42,57,4,416,21,0,0,21,0,44,10,0,0,0,31,44,3193,115,464,149,1738,5661
LGA53430,0,4,0,0,701,708,6,0,7,0,831,840,356,13,23,0,1700,2093,1007,69,121,3,1031,2229,989,117,281,17,687,2087,1101,96,421,24,500,2132,913,74,353,60,285,1686,546,29,152,88,63,873,199,8,26,94,22,348,38,0,10,3,53,99,5139,410,1393,291,5866,13105,0,3,0,0,713,719,10,5,0,0,956,970,486,26,26,4,1751,2296,1086,85,158,14,867,2210,1066,114,366,40,614,2199,1073,115,512,98,415,2209,862,67,522,191,192,1837,418,20,181,349,43,1013,88,6,41,373,16,522,15,0,4,0,51,75,5112,443,1807,1069,5621,14052,0,7,0,0,1418,1425,18,0,7,0,1785,1814,841,42,48,9,3452,4389,2092,151,279,19,1895,4443,2059,226,651,49,1299,4284,2169,210,936,120,910,4344,1776,141,876,254,478,3522,963,50,333,435,108,1892,285,14,65,473,38,876,52,0,19,0,106,177,10255,857,3204,1358,11483,27154
LGA53570,0,0,0,0,127,127,6,0,0,0,111,115,46,3,8,0,211,264,126,13,16,0,96,250,195,18,41,0,105,356,254,35,65,9,69,427,302,28,104,20,40,488,184,6,36,30,3,262,24,0,5,9,0,38,16,0,0,0,9,29,1156,101,271,69,773,2360,0,0,0,0,120,120,3,0,0,0,90,95,80,0,7,0,225,314,169,11,12,3,89,286,225,16,40,6,70,353,277,16,52,16,45,406,293,14,50,45,17,415,112,0,15,57,3,190,13,0,3,26,0,42,16,0,3,0,18,40,1182,55,191,154,681,2271,0,0,0,0,249,249,7,0,0,0,201,208,129,4,9,0,440,581,296,27,31,3,183,540,411,33,77,10,173,707,534,44,118,28,117,837,596,41,155,67,52,905,295,10,54,81,10,451,35,0,10,36,0,84,31,6,5,0,28,69,2332,158,464,224,1456,4628
LGA53640,0,0,0,0,22,22,4,0,0,0,28,32,28,0,0,0,52,86,53,6,4,0,24,82,54,8,8,0,11,76,53,8,19,0,23,106,65,4,13,3,9,87,12,0,0,8,0,22,0,0,0,3,0,5,0,0,0,0,0,0,271,18,41,16,165,515,0,0,0,0,15,15,4,0,0,0,24,29,46,4,4,0,36,99,51,4,0,0,19,78,52,4,3,0,7,68,45,0,9,5,9,69,41,0,9,4,3,62,11,0,0,4,0,12,0,0,0,7,0,7,0,0,0,0,0,0,249,13,24,24,130,437,0,0,0,0,41,41,10,0,0,0,53,59,82,4,5,0,88,182,99,7,6,0,42,157,106,12,7,0,18,148,104,8,27,6,31,178,99,4,22,8,11,140,18,0,0,11,0,34,0,0,0,11,0,8,0,0,0,0,0,0,519,34,65,42,294,952
LGA53710,0,0,0,0,23,23,0,0,0,0,15,15,9,0,0,0,24,32,28,0,0,0,25,54,42,6,4,0,12,58,41,8,16,3,6,76,51,8,14,3,6,86,23,0,3,4,4,34,6,0,0,3,0,11,0,0,0,0,0,0,206,19,36,16,118,391,0,0,0,0,14,14,0,0,0,0,18,18,13,0,5,0,16,34,30,0,6,0,19,63,39,0,5,0,10,60,52,0,20,5,11,85,38,0,14,12,5,75,14,0,5,7,3,29,0,0,0,10,0,12,0,0,0,0,0,0,196,6,53,38,93,385,0,0,0,0,37,37,0,0,0,0,39,39,24,0,5,0,39,67,62,4,6,0,38,112,83,7,9,0,17,121,87,9,31,10,19,158,92,10,30,14,15,157,37,0,8,13,3,67,5,0,0,17,0,24,0,0,0,0,0,0,402,29,82,52,214,776
LGA53780,10,0,3,0,4087,4099,125,9,7,3,4206,4347,2989,136,115,8,5235,8485,6337,346,454,12,2606,9765,5146,357,701,41,1632,7885,4014,287,900,92,812,6104,3439,200,664,230,306,4844,1680,81,232,289,72,2349,397,16,47,235,14,710,82,6,6,7,27,131,24213,1439,3139,917,19005,48717,14,0,0,4,3744,3761,310,30,8,3,3624,3974,4289,236,237,15,3992,8769,6565,426,599,66,2003,9663,4966,460,999,167,1245,7841,4036,325,1229,371,522,6479,2926,185,983,849,178,5121,1183,51,335,1105,52,2719,225,10,77,822,19,1151,87,3,12,36,26,163,24610,1729,4475,3431,15408,49651,23,0,0,3,7833,7864,436,34,16,6,7825,8316,7282,371,355,20,9236,17259,12902,779,1055,76,4609,19420,10112,817,1703,210,2874,15724,8046,620,2126,467,1334,12590,6372,384,1649,1074,489,9967,2864,128,567,1386,129,5071,625,25,122,1056,37,1864,170,12,21,38,56,294,48820,3164,7618,4344,34419,98372
LGA53800,0,0,0,0,1281,1282,23,4,0,0,971,1000,621,21,33,3,1527,2209,1172,90,140,11,886,2297,1364,160,253,24,659,2450,1435,150,370,58,499,2511,1352,93,322,116,152,2029,702,34,116,154,47,1049,195,4,27,112,13,361,8,0,3,0,12,27,6866,549,1262,481,6053,15223,0,0,0,0,1214,1214,64,6,0,0,997,1060,846,69,43,8,1433,2394,1324,163,209,13,798,2512,1524,161,390,57,589,2723,1421,149,496,149,368,2581,1262,85,350,350,90,2137,540,21,128,422,31,1137,100,4,21,360,7,487,6,0,0,3,11,17,7086,649,1636,1364,5530,16265,0,0,4,0,2494,2499,83,4,0,0,1970,2062,1466,90,78,11,2958,4604,2497,253,355,26,1681,4810,2891,320,640,78,1246,5174,2864,300,864,203,870,5090,2617,172,669,470,246,4166,1236,54,240,581,79,2193,291,6,49,475,22,842,14,0,3,7,25,47,13953,1201,2902,1849,11577,31485
LGA53920,8,0,0,3,160,173,21,0,0,0,129,150,101,10,7,0,255,369,142,14,13,4,174,339,136,19,28,6,119,309,163,7,48,10,63,287,177,4,29,12,28,253,45,9,6,3,6,73,3,0,0,0,3,8,8,0,0,0,11,16,805,63,131,34,944,1979,10,0,0,0,145,157,34,0,5,0,149,184,94,8,5,0,267,383,129,19,13,9,156,314,107,13,23,10,117,268,166,16,37,20,60,296,144,0,30,36,33,248,22,0,10,9,11,57,0,0,4,4,0,11,4,0,0,0,9,14,707,67,121,93,941,1928,18,0,0,3,311,323,53,0,5,0,281,342,192,14,13,0,521,752,270,30,20,5,331,653,245,34,53,14,231,578,325,27,81,29,122,585,319,8,58,49,58,500,78,9,16,19,15,125,6,0,4,4,0,17,5,0,0,0,18,25,1511,129,250,128,1889,3910
LGA53990,0,0,0,0,996,995,26,4,0,0,611,636,534,35,23,0,880,1472,1038,84,105,0,494,1722,1084,81,186,5,364,1724,1163,69,237,16,199,1688,1037,46,190,59,54,1383,506,14,59,81,18,673,107,3,6,41,8,170,11,0,0,0,3,19,5498,330,810,215,3630,10484,0,0,0,0,927,928,32,4,0,0,547,583,731,55,33,5,814,1637,1227,104,148,12,411,1895,1167,96,241,42,283,1830,1224,88,310,76,144,1845,931,35,255,178,41,1448,374,8,71,262,10,723,39,0,11,167,8,225,3,0,0,0,3,12,5739,392,1063,743,3196,11128,0,0,0,0,1922,1925,53,4,0,6,1162,1224,1270,86,53,10,1695,3113,2262,190,251,15,907,3619,2253,183,422,48,652,3555,2389,153,545,97,350,3529,1964,82,444,246,101,2840,880,21,129,336,26,1391,153,3,21,213,10,394,12,0,6,0,11,33,11236,719,1873,956,6825,21618
LGA54060,0,0,0,0,101,101,0,0,0,0,62,66,38,0,0,0,90,138,109,11,6,0,62,184,138,12,25,0,66,240,195,11,52,0,75,333,256,20,63,19,18,377,139,7,28,17,8,194,25,0,3,12,0,44,0,0,0,0,0,0,906,64,170,54,488,1675,0,0,0,0,77,77,0,0,0,0,53,62,37,8,5,0,80,129,119,12,11,0,63,204,145,9,28,5,53,239,223,13,54,13,43,342,224,21,70,48,8,367,107,3,23,63,6,196,8,0,4,33,0,38,0,0,0,0,0,0,857,62,191,157,389,1654,0,0,0,0,179,179,0,0,0,0,122,122,78,8,4,0,172,269,223,22,18,0,125,387,284,20,52,6,121,479,419,20,105,15,121,673,483,41,126,61,27,741,243,11,47,78,7,388,29,0,7,47,0,81,0,0,0,0,4,4,1766,124,365,209,877,3332
LGA54130,0,0,0,0,15,15,0,0,0,0,26,26,26,0,0,0,34,59,56,3,0,0,24,82,51,6,3,0,17,74,55,6,20,0,22,107,50,9,15,0,5,81,13,0,5,0,3,22,4,0,0,3,0,9,0,0,0,0,4,6,259,19,43,6,155,484,0,0,0,0,11,11,0,0,0,0,27,25,39,0,0,0,40,74,51,0,5,0,16,76,43,0,8,0,12,71,56,0,20,0,3,76,41,0,8,11,0,66,12,0,3,4,0,15,0,0,0,5,0,3,0,0,0,0,0,5,238,4,40,20,112,421,0,0,0,0,26,26,0,0,0,0,53,51,65,0,0,0,73,133,110,4,9,0,43,161,93,7,5,3,35,147,110,6,39,0,30,185,92,8,20,15,10,146,20,0,5,7,3,42,4,0,3,3,0,10,0,0,0,0,11,9,500,30,82,35,270,906
LGA54170,0,0,0,0,5314,5321,30,3,0,0,4640,4673,1941,90,79,6,5568,7681,6357,331,512,9,2645,9852,7474,464,903,61,1639,10546,7357,315,1104,150,819,9739,6772,206,835,285,281,8371,2863,62,295,337,72,3636,650,20,62,323,15,1066,40,6,9,0,31,90,33479,1495,3802,1172,21023,60976,3,0,4,0,4918,4925,82,4,0,5,4046,4138,2994,176,171,5,4752,8093,7428,491,734,44,2172,10868,8104,548,1382,139,1273,11446,7855,412,1673,379,668,10991,6004,235,1377,1049,244,8902,2057,54,554,1323,89,4082,383,13,118,1231,27,1771,41,4,14,18,25,100,34949,1945,6029,4198,18213,65332,6,0,4,0,10230,10243,112,7,0,9,8685,8818,4932,262,252,10,10315,15776,13784,823,1247,58,4812,20727,15576,1013,2284,204,2913,21990,15208,727,2778,527,1489,20733,12774,443,2212,1327,518,17272,4922,121,855,1658,160,7717,1029,35,180,1554,48,2839,81,7,29,21,57,195,68435,3441,9835,5376,39234,126307
LGA54200,0,0,0,0,1847,1852,24,0,0,0,1620,1648,859,53,48,0,1998,2952,2235,154,213,6,1089,3702,2299,178,406,24,756,3669,2191,136,460,63,475,3317,2110,101,355,105,158,2820,1234,43,137,185,47,1639,345,6,24,141,11,529,12,0,4,6,16,32,11299,676,1643,535,8016,22171,3,0,4,0,1724,1732,50,5,0,0,1392,1449,1330,78,78,9,1743,3241,2545,217,311,32,933,4038,2448,231,568,58,578,3885,2316,170,625,176,293,3577,2012,101,525,399,126,3164,941,29,222,653,34,1874,170,10,56,493,8,741,9,0,0,3,4,15,11827,844,2389,1822,6835,23717,3,0,4,0,3577,3580,77,5,0,0,3015,3097,2188,134,127,6,3742,6197,4787,372,524,39,2027,7748,4746,413,976,83,1341,7552,4508,301,1080,240,763,6896,4117,204,886,505,281,5990,2170,71,361,834,77,3511,511,20,79,641,17,1264,22,0,0,4,15,51,23133,1515,4036,2359,14851,45883
LGA54280,8,0,0,0,846,858,31,4,0,0,1104,1144,703,45,53,0,1937,2738,1354,130,151,0,921,2561,1221,134,257,21,644,2270,1200,104,317,58,406,2086,622,82,191,57,147,1094,196,25,54,45,42,363,26,0,3,23,6,64,18,0,6,0,23,46,5388,532,1029,209,6064,13223,0,0,0,0,757,762,37,14,4,5,876,932,806,59,53,8,1470,2398,1207,90,144,11,663,2123,1041,105,265,40,422,1870,961,84,267,86,199,1590,471,34,145,150,56,854,132,11,49,125,16,329,23,3,9,102,0,136,13,0,0,9,20,41,4693,394,931,532,4479,11036,7,0,0,0,1605,1612,65,19,3,4,1977,2068,1510,106,103,10,3405,5139,2568,219,301,21,1583,4684,2259,236,516,59,1063,4145,2162,183,583,146,601,3679,1092,117,334,206,199,1949,328,33,106,171,53,697,50,7,15,124,6,197,32,0,5,9,44,84,10074,930,1962,747,10540,24253
LGA54310,6,0,0,0,685,691,20,0,0,0,766,783,771,48,41,0,1985,2839,1967,118,171,9,1072,3330,1580,155,300,13,632,2679,1281,105,312,17,239,1960,566,50,106,30,45,809,147,4,15,24,6,204,8,0,0,6,0,16,51,4,5,0,46,101,6389,488,950,108,5473,13414,4,0,0,0,518,523,25,0,0,0,558,585,780,45,41,3,1288,2156,1263,65,133,15,537,2014,903,95,172,21,331,1518,640,47,188,40,121,1037,402,21,82,53,32,588,78,6,11,55,0,158,3,0,0,11,0,13,14,0,4,0,20,36,4101,278,634,194,3415,8625,8,0,0,0,1205,1206,42,0,0,0,1321,1365,1546,90,81,3,3277,4997,3230,184,303,25,1607,5350,2480,247,471,33,962,4197,1925,156,497,61,364,3000,965,68,189,87,82,1392,222,14,27,79,16,360,9,0,0,16,3,24,68,4,8,0,61,142,10494,770,1589,301,8888,22045
LGA54340,0,0,0,0,129,129,11,0,0,0,123,134,88,3,0,0,197,290,140,4,10,0,111,255,144,14,21,3,68,256,175,13,30,8,42,268,147,7,25,5,24,204,71,4,4,15,5,108,26,0,4,7,0,39,0,0,0,0,4,3,799,48,96,39,704,1684,0,0,0,0,124,123,9,0,0,0,110,118,99,3,5,0,133,249,129,4,12,8,58,222,141,15,24,9,48,236,162,15,28,11,30,251,141,9,32,32,7,216,63,0,13,44,3,122,13,0,4,45,0,59,0,0,0,0,0,0,752,52,120,150,507,1593,0,0,0,0,248,256,18,0,0,0,225,249,183,12,8,0,334,535,274,10,25,8,168,479,281,27,51,9,120,485,337,37,62,21,70,521,284,19,55,38,30,419,133,3,19,58,11,226,39,0,0,55,3,94,0,0,0,0,4,3,1554,105,218,186,1215,3275
LGA54410,0,0,0,0,23,24,0,0,0,0,20,23,16,0,0,0,44,56,20,3,3,0,23,55,34,3,9,0,25,76,60,4,9,0,21,101,46,0,17,4,8,81,29,0,16,6,4,53,7,0,0,0,0,11,0,0,0,0,0,0,218,24,51,15,179,485,0,0,0,0,26,26,0,0,0,0,14,20,16,0,0,0,24,43,32,0,3,0,20,60,37,5,11,0,18,81,63,4,22,0,8,99,39,3,10,8,5,66,24,0,9,21,4,56,6,0,4,24,0,31,0,0,0,0,0,0,216,20,53,60,133,477,0,0,0,0,53,56,3,0,0,0,36,39,33,0,0,0,67,102,53,3,5,0,48,111,75,11,19,0,44,151,123,12,33,3,28,196,86,8,27,14,16,150,62,0,21,22,9,110,17,0,3,27,4,43,0,0,0,0,0,0,440,39,107,73,308,962
LGA54480,0,0,0,0,10,10,0,0,0,0,13,12,10,0,0,0,16,29,32,0,0,0,14,44,23,4,6,0,16,46,19,5,3,0,4,28,18,0,0,0,0,25,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,105,4,12,0,78,202,0,0,0,0,3,3,0,0,0,0,11,10,12,0,0,0,16,33,29,0,0,0,6,40,21,0,4,0,10,37,11,0,6,0,0,20,17,0,0,3,0,24,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,106,4,10,7,44,170,0,0,0,0,11,11,0,0,0,0,22,19,22,0,0,0,37,60,62,0,3,0,19,79,46,4,10,0,26,81,31,0,11,0,4,48,37,0,5,3,0,46,6,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,207,9,22,9,122,373
LGA54550,0,0,0,0,27,27,0,0,0,0,38,37,23,3,3,0,58,85,84,7,5,0,41,137,66,3,10,0,30,109,103,8,26,3,37,177,77,6,10,5,6,103,46,0,8,12,0,71,12,0,0,5,0,23,0,0,0,0,0,0,409,34,60,18,243,769,0,0,0,0,23,23,0,0,0,0,26,30,31,0,3,0,58,90,83,4,6,0,25,114,68,6,5,4,32,117,91,0,16,3,23,139,66,0,12,14,3,96,38,6,11,26,0,77,3,0,0,29,0,34,0,0,0,0,0,0,379,13,47,75,202,721,0,0,0,0,53,53,5,0,0,0,65,71,56,3,4,0,115,175,164,6,13,0,64,248,133,8,15,4,68,230,196,7,38,10,64,317,144,7,20,13,7,199,81,8,14,34,0,137,19,0,0,32,6,55,0,0,0,0,0,0,792,52,108,96,440,1489
LGA54620,0,0,0,0,23,23,0,0,0,0,39,45,32,0,3,0,75,106,54,7,4,0,37,103,68,3,10,0,24,108,79,5,9,4,22,118,46,3,12,4,6,72,20,0,0,3,0,25,14,0,0,0,0,15,0,0,0,0,3,3,308,27,50,7,224,610,0,0,0,0,10,10,0,0,0,0,18,23,19,0,0,0,22,42,30,4,0,0,19,59,32,0,11,7,13,63,50,6,13,3,4,73,39,0,9,8,0,56,15,0,0,10,0,22,4,0,0,8,0,10,0,0,0,0,0,0,185,14,32,33,85,344,0,0,0,0,28,28,3,0,0,0,62,66,44,0,3,0,99,148,83,6,7,0,51,155,99,8,23,7,37,171,131,12,24,9,20,191,84,9,18,5,6,123,32,0,0,13,0,48,13,5,3,5,0,23,0,0,0,0,7,4,491,42,74,42,315,960
LGA54690,0,0,0,0,4,4,0,0,0,0,3,3,9,0,0,0,10,15,13,0,0,0,4,23,18,0,0,0,9,33,11,0,8,0,8,27,26,0,4,0,3,36,6,0,4,4,0,15,3,0,0,0,0,0,0,0,0,0,0,0,84,5,18,4,48,164,0,0,0,0,9,9,0,0,0,0,3,3,5,0,0,0,8,17,14,0,0,0,4,17,17,0,8,0,4,24,18,4,3,4,0,31,18,0,0,0,3,27,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,76,5,15,9,25,125,0,0,0,0,13,13,0,0,0,0,5,5,12,0,0,0,19,27,32,0,0,0,8,39,32,0,12,0,14,55,30,8,7,4,7,58,41,0,13,0,9,60,16,0,7,4,0,24,3,0,0,0,0,3,0,0,0,0,0,0,163,14,39,9,70,287
LGA54760,0,0,0,0,3,3,0,0,0,0,17,17,12,0,0,0,25,38,38,0,0,0,13,53,42,4,4,0,17,63,34,0,7,0,9,52,29,4,0,0,5,45,17,0,3,0,6,21,0,0,0,0,0,5,0,0,0,0,0,0,175,12,19,3,88,296,0,0,0,0,10,10,0,0,0,0,3,3,22,0,0,0,16,38,32,4,0,0,11,44,36,3,5,0,8,52,33,0,6,4,4,48,34,0,0,3,0,38,12,0,3,9,0,14,0,0,0,4,0,4,0,0,0,0,0,0,166,8,18,14,53,262,0,0,0,0,14,14,0,0,0,0,20,20,33,0,0,0,45,75,68,4,0,0,25,100,76,7,5,0,29,115,68,0,13,3,14,100,66,4,4,3,5,82,23,0,9,4,6,39,0,0,0,7,0,10,0,0,0,0,0,0,340,15,34,19,147,554
LGA54830,12,0,0,0,1368,1374,55,3,0,0,1501,1562,1205,66,67,4,2389,3733,2207,173,180,6,1254,3822,1586,181,289,15,720,2789,1087,118,341,36,348,1928,787,67,230,76,102,1265,388,37,78,85,22,616,85,4,12,75,8,176,17,0,9,0,14,40,7435,655,1198,305,7721,17310,0,0,0,0,1224,1222,73,9,0,0,1307,1394,1597,114,68,3,1993,3775,2209,208,252,19,973,3669,1484,197,441,52,501,2681,1085,134,502,141,203,2066,714,58,297,232,76,1379,268,22,108,272,8,676,41,0,16,179,0,235,16,0,0,6,0,29,7489,752,1687,902,6285,17118,9,0,0,0,2592,2600,134,16,0,4,2807,2951,2801,183,138,5,4376,7507,4417,378,432,25,2229,7488,3073,384,721,73,1222,5470,2171,249,843,177,545,3998,1496,127,529,310,178,2640,664,59,185,355,32,1293,124,7,26,254,3,410,34,3,9,9,13,68,14915,1409,2885,1209,14010,34433
LGA54900,0,0,0,0,27,27,0,0,0,0,33,33,29,6,0,0,45,78,55,4,3,0,31,93,69,3,11,0,25,108,75,6,13,0,23,117,54,6,15,0,0,78,21,0,4,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,305,20,49,11,186,565,0,0,0,0,14,15,0,0,0,0,22,27,37,0,0,0,40,76,57,3,11,0,19,90,48,5,4,4,11,70,65,0,4,0,10,83,39,0,4,9,0,55,12,0,0,12,0,26,0,0,0,6,0,10,0,0,0,0,0,0,261,12,24,34,112,445,0,0,0,0,40,42,0,0,0,0,55,62,68,6,0,0,79,149,113,5,10,0,50,185,116,12,13,5,30,178,141,7,17,0,31,198,91,3,23,7,0,126,36,0,3,14,0,58,0,0,0,6,0,12,0,0,0,0,3,3,568,32,70,39,300,1012
