LGA_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
LGA54170,626,1966,5124,7585,8092,5928,1149,49,4,30510,1873,1553,1090,896,989,1400,1146,157,14,9114,76,90,246,254,280,301,137,21,0,1410,13,53,108,102,89,64,16,4,0,459,2592,3662,6560,8831,9450,7699,2447,231,16,41491,94,191,258,187,222,222,38,0,0,1227,485,149,87,44,39,65,44,4,0,913,580,337,348,231,264,290,85,7,0,2142,3168,4005,6906,9068,9715,7987,2524,237,16,43635,2046,552,541,503,581,1561,5670,3259,961,15668,102,116,231,281,251,190,173,143,95,1582,5321,4673,7681,9852,10546,9739,8371,3636,1066,60889,222,1282,3317,3556,4758,3137,454,18,0,16744,2475,2022,2495,4585,4448,3904,1169,94,3,21187,84,93,586,476,219,396,102,6,0,1961,30,44,78,101,68,54,24,10,0,407,2811,3449,6482,8718,9495,7488,1746,120,3,40303,40,63,100,123,125,87,8,0,0,539,436,121,117,188,157,119,35,0,5,1168,471,179,219,310,279,200,44,0,5,1709
LGA54200,251,732,1989,2747,2666,2005,444,30,5,10880,552,468,386,345,363,443,360,79,11,3000,26,32,108,105,99,100,36,0,0,506,14,36,53,55,54,37,16,7,0,270,848,1272,2539,3249,3179,2584,856,111,14,14650,43,53,82,85,82,84,21,0,0,455,126,48,28,18,19,26,18,4,0,287,173,100,112,107,98,109,37,4,0,740,1012,1376,2651,3356,3275,2698,897,113,14,15392,786,210,178,205,300,521,1849,1453,467,5973,51,62,119,149,92,100,76,68,49,779,1852,1648,2952,3702,3669,3317,2820,1639,529,22142,104,454,1207,1368,1658,1097,212,7,0,6104,738,621,950,1520,1278,1073,395,37,0,6623,32,33,195,147,113,120,31,7,0,678,13,27,35,35,41,12,7,3,0,175,891,1137,2379,3077,3086,2309,648,53,6,13587,32,37,39,51,45,43,0,0,0,256,136,30,62,61,52,35,13,0,0,391,164,65,106,120,100,81,15,0,0,644
LGA54280,229,673,1811,1740,1520,1229,263,19,0,7481,209,93,181,139,115,142,81,19,0,987,17,36,53,50,65,83,21,0,0,328,6,30,52,31,29,27,8,3,0,187,463,828,2093,1970,1738,1483,379,32,0,8984,20,33,40,46,47,30,5,0,0,225,37,10,11,4,8,19,6,0,0,94,58,41,58,46,52,46,7,0,0,311,515,875,2151,2018,1788,1531,381,32,0,9291,266,117,197,163,180,250,518,275,47,2015,72,150,392,379,302,307,194,52,12,1862,858,1144,2738,2561,2270,2086,1094,363,64,13179,149,440,974,872,948,610,98,3,0,4088,262,171,538,548,398,357,119,10,0,2406,13,25,116,51,56,47,10,0,0,314,4,20,25,20,22,14,3,3,0,108,426,654,1652,1487,1428,1029,228,15,0,6923,20,24,19,29,18,11,0,0,0,120,27,15,19,20,12,10,0,0,0,111,48,31,42,52,30,24,0,0,0,226
LGA54310,129,400,1569,1914,1507,933,174,0,0,6622,188,55,137,153,131,102,29,9,0,801,16,17,113,131,94,102,22,6,0,499,6,11,45,33,21,16,3,0,0,138,336,480,1871,2233,1755,1152,219,19,0,8064,12,13,25,23,19,30,3,0,0,129,32,3,9,0,8,0,3,0,0,58,42,23,34,28,29,28,6,0,0,189,382,497,1898,2260,1778,1180,229,19,0,8254,197,100,155,140,121,198,387,151,12,1458,114,189,781,932,774,583,193,39,3,3600,691,783,2839,3330,2679,1960,809,204,16,13313,61,268,812,789,688,312,49,0,0,2983,185,73,418,527,313,143,32,4,0,1705,13,22,136,68,49,55,15,0,0,352,13,8,27,16,7,10,0,0,0,73,264,368,1383,1402,1061,521,108,6,0,5112,10,11,21,18,20,13,0,0,0,95,16,12,25,13,18,7,0,0,0,84,26,17,47,29,31,20,0,0,0,175
LGA54340,25,69,165,142,148,148,42,4,0,743,26,16,34,25,25,39,28,10,0,197,0,0,7,0,5,4,3,0,0,32,4,3,14,9,4,7,0,0,0,34,53,94,217,177,180,201,67,15,0,1010,3,4,4,10,4,9,0,0,0,39,0,0,5,0,0,3,0,0,0,12,4,4,14,14,9,7,0,0,0,55,63,95,227,190,192,211,70,15,0,1063,50,18,24,26,31,49,120,87,32,430,22,18,38,40,29,16,16,9,6,185,129,134,290,255,256,268,204,108,39,1678,17,45,77,65,82,83,19,5,0,378,35,29,54,74,64,71,41,4,0,370,0,3,8,7,12,7,0,4,0,44,0,0,0,0,7,4,0,0,0,10,51,81,139,147,159,160,61,8,0,808,0,0,9,0,6,0,0,0,0,17,0,0,7,9,4,5,0,0,0,27,0,3,10,11,15,8,0,0,0,47
LGA54410,8,10,37,33,41,50,10,0,0,192,0,0,9,4,0,10,8,4,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,11,15,18,45,43,48,66,19,3,0,245,0,0,0,0,4,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,4,0,0,0,17,17,13,47,43,51,69,21,3,0,262,12,4,6,12,12,17,54,40,14,160,4,4,8,3,13,13,6,9,0,59,24,23,56,55,76,101,81,53,11,482,4,13,14,13,23,24,4,0,0,92,8,5,8,29,27,25,6,0,0,114,0,0,9,3,0,4,0,0,0,17,5,0,0,0,0,0,0,0,0,6,15,12,27,39,59,53,9,3,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3
LGA54480,0,12,22,35,33,23,10,4,0,131,3,0,6,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,11,22,37,35,26,13,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,22,37,35,26,13,0,0,154,8,0,0,0,3,0,10,5,0,25,0,3,0,6,4,4,7,0,0,23,10,12,29,44,46,28,25,9,0,202,0,3,17,13,15,9,0,0,0,59,0,0,8,14,10,9,5,0,0,46,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,21,27,26,11,10,0,0,111,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
LGA54550,5,27,52,92,76,99,33,4,0,388,10,9,12,11,14,27,22,5,0,103,0,0,11,4,3,3,6,0,0,23,0,3,3,6,3,7,0,0,0,23,15,35,69,107,91,129,56,17,0,533,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,4,0,0,0,5,15,35,71,110,91,134,56,17,0,541,7,0,4,17,12,28,39,42,16,161,0,0,9,10,9,17,4,11,3,69,27,37,85,137,109,177,103,71,23,769,7,12,29,28,45,45,19,0,0,190,5,9,28,49,42,43,18,4,0,197,0,0,11,9,4,0,0,0,0,28,4,0,0,0,0,5,4,0,0,12,19,22,68,91,89,94,40,3,0,422,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7
LGA54620,16,31,89,72,77,79,18,10,4,398,0,3,5,10,3,10,9,4,0,46,0,0,6,4,6,5,0,0,0,22,0,0,0,0,3,3,4,0,0,13,14,35,100,90,98,96,36,14,3,475,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,14,35,95,90,105,96,36,14,3,483,3,0,0,0,3,12,28,11,8,69,0,10,13,5,10,13,4,0,4,58,23,45,106,103,108,118,72,25,15,610,0,8,16,13,30,31,10,0,0,112,4,3,17,17,10,13,7,0,0,87,0,3,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,15,34,35,48,50,23,4,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,6
LGA54690,0,3,12,18,22,16,17,0,0,93,0,0,4,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,15,19,21,19,20,4,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,19,21,18,20,4,0,111,0,0,0,0,4,5,20,14,0,49,0,0,0,0,4,0,0,0,0,6,4,3,15,23,33,27,36,15,0,164,0,0,4,5,10,9,0,0,0,35,0,0,9,11,3,8,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,10,20,21,9,0,0,77,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA54760,4,8,24,41,40,35,13,3,0,172,0,0,0,5,6,9,4,10,0,30,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,4,14,30,48,51,42,22,14,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,30,48,51,41,22,14,0,221,0,0,0,0,3,4,17,9,6,41,0,5,3,6,10,6,7,0,0,30,3,17,38,53,63,52,45,21,5,293,0,0,13,17,19,18,12,0,0,75,3,0,10,20,22,14,4,5,0,77,0,0,5,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,6,5,22,39,45,36,19,5,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,163,627,2116,2436,1686,971,156,7,0,8162,370,318,382,310,284,232,109,18,4,2032,21,25,93,93,82,53,20,0,0,384,10,30,76,68,44,21,5,0,0,259,563,998,2661,2913,2101,1275,282,28,4,10827,49,112,155,110,79,55,8,0,0,574,102,35,36,16,29,17,12,0,0,248,153,148,195,126,108,78,21,0,0,823,715,1149,2856,3035,2206,1356,300,30,4,11651,576,354,716,621,474,492,905,563,162,4859,76,63,165,168,117,82,51,22,11,758,1374,1562,3733,3822,2789,1928,1265,616,176,17272,70,409,1219,1229,1012,550,68,0,0,4563,437,494,1109,1185,810,493,124,3,0,4652,24,37,200,110,76,54,16,0,0,511,19,20,54,35,26,16,6,3,0,168,544,958,2578,2554,1916,1111,211,13,0,9894,36,49,84,55,54,33,0,0,0,325,97,56,111,93,51,37,7,0,0,446,138,109,198,144,104,71,5,0,0,772
LGA54900,12,20,65,77,93,84,35,9,0,391,0,4,3,4,10,8,14,8,0,44,0,0,0,0,4,0,4,0,0,8,0,0,0,5,0,0,0,0,0,6,17,25,71,84,96,93,49,17,0,452,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,26,70,84,96,93,49,17,0,459,6,4,4,0,0,11,19,11,0,55,5,4,3,7,7,19,8,0,0,48,27,33,78,93,108,117,78,30,0,564,0,8,24,33,36,47,8,4,0,160,5,10,27,34,17,18,11,0,0,131,0,0,4,5,0,6,3,0,0,18,0,0,0,0,0,0,0,0,0,5,7,20,54,70,58,68,26,5,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,5,64,256,257,273,208,34,0,0,1104,0,8,41,27,27,21,3,0,0,126,0,3,30,45,36,29,0,0,0,144,0,0,7,0,7,3,0,0,0,22,9,78,329,327,347,271,42,0,0,1396,0,0,0,5,5,0,0,0,0,13,0,0,0,0,4,0,6,0,0,8,0,0,0,7,4,4,6,0,0,23,9,77,334,332,347,274,41,0,0,1420,15,5,13,10,9,26,21,6,0,115,10,79,356,343,359,260,45,3,0,1456,36,166,701,687,722,551,107,12,0,2989,3,25,75,58,53,42,0,0,0,257,0,3,18,15,13,3,3,0,0,61,0,9,11,7,6,7,0,0,0,34,0,0,0,0,0,0,0,0,0,4,6,39,106,71,70,57,4,0,0,362,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3
LGA55040,9,88,286,246,199,143,26,0,0,1000,0,10,29,35,24,17,4,0,0,108,0,4,24,14,15,11,6,0,0,76,0,0,5,7,3,5,0,0,0,20,13,98,342,302,241,175,33,0,0,1203,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,13,100,345,302,245,171,37,0,0,1211,5,4,3,7,9,15,52,15,3,126,13,121,359,314,249,164,45,8,0,1271,35,224,708,624,507,354,129,24,3,2603,5,26,91,58,46,48,5,3,0,284,3,6,17,16,16,13,3,0,0,75,0,0,3,0,3,0,3,0,0,16,0,0,0,3,0,0,0,0,0,8,13,36,112,87,67,60,6,3,0,382,0,5,0,0,4,3,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,5,5,0,4,6,0,0,0,17
LGA55110,342,887,2306,2642,2907,2372,482,26,0,11966,749,494,499,440,472,640,426,85,4,3808,51,61,165,182,223,245,62,6,5,1002,20,41,108,86,61,46,16,5,4,400,1163,1485,3085,3355,3659,3306,985,131,8,17176,86,155,224,167,171,144,31,0,0,972,198,54,50,32,31,67,21,4,0,448,284,205,274,193,197,207,56,3,0,1420,1450,1691,3355,3545,3851,3515,1042,135,8,18592,961,278,398,454,618,1344,4205,3209,939,12401,102,102,192,192,206,172,205,205,138,1518,2507,2075,3948,4196,4670,5033,5457,3549,1082,32515,128,583,1270,1478,1949,1314,164,3,0,6889,1047,839,1463,1845,1829,1705,470,37,4,9238,37,76,236,160,158,188,44,5,0,895,29,33,60,41,59,33,12,6,4,279,1244,1525,3035,3525,3989,3241,685,56,6,17307,47,88,99,111,117,93,8,4,0,563,168,64,121,102,111,115,22,3,0,704,217,151,218,212,232,213,29,3,0,1270
LGA55180,74,134,282,295,368,366,135,20,4,1677,59,19,69,50,68,109,87,24,6,489,0,10,18,17,23,30,17,0,0,115,0,7,12,8,0,3,7,9,0,47,146,164,378,374,455,512,245,48,9,2325,8,15,10,5,10,13,6,0,0,60,10,5,0,7,0,9,0,0,0,24,12,20,10,9,10,16,4,0,0,89,158,182,384,381,468,529,247,48,9,2418,89,14,32,44,75,159,321,245,71,1048,19,16,39,34,59,53,38,22,10,299,268,214,459,458,607,746,609,314,93,3759,31,58,134,156,207,211,39,13,0,846,106,46,159,189,231,240,93,10,0,1076,0,8,31,19,15,46,12,0,0,135,6,4,6,5,6,4,5,3,0,42,139,112,328,371,467,502,148,27,0,2098,3,4,12,10,4,11,0,0,0,41,3,0,9,3,9,8,0,0,0,33,6,8,12,13,9,17,0,0,0,76
LGA55250,6,47,188,143,151,111,39,0,0,674,0,12,14,24,14,16,8,4,0,81,0,6,15,18,20,17,4,0,0,75,0,0,3,6,5,0,3,0,0,18,8,60,225,187,181,139,50,0,0,846,0,0,3,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,10,3,0,4,4,3,3,0,0,0,20,10,62,226,184,189,142,50,3,0,863,12,9,22,17,21,25,51,19,0,176,10,48,124,113,109,78,23,13,0,508,32,118,369,314,312,247,127,36,0,1555,0,18,57,36,44,27,9,0,0,185,0,3,12,9,14,15,3,0,0,49,0,0,8,4,0,6,3,0,0,24,4,4,0,5,0,0,0,0,0,12,8,21,75,46,57,51,8,3,0,272,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,12,0,6,0,0,0,0,4,0,0,16
LGA55320,276,997,3366,4601,4718,3298,775,66,7,18104,1209,1199,832,586,618,829,799,170,9,6256,52,53,94,134,123,161,72,10,0,715,15,42,88,64,50,38,16,9,0,329,1553,2301,4379,5394,5516,4330,1662,261,16,25409,42,86,153,118,144,123,30,3,0,690,234,127,72,19,28,56,33,6,0,571,273,214,219,139,171,175,65,3,0,1264,1825,2513,4604,5531,5690,4502,1719,261,16,26672,1342,445,393,327,390,1121,3379,2644,1096,11140,71,70,179,177,172,180,195,189,167,1387,3241,3018,5173,6041,6254,5800,5294,3095,1285,39203,98,818,2521,2334,2894,1976,347,7,0,10989,1516,1508,1552,2865,2571,2118,832,89,3,13053,50,67,319,238,136,174,63,9,3,1049,25,33,50,41,33,28,13,0,3,234,1696,2423,4437,5474,5634,4296,1255,108,5,25327,22,37,69,93,90,54,7,0,0,367,257,102,80,125,115,90,32,0,0,808,276,139,152,215,208,142,34,0,0,1172
LGA55390,0,43,121,135,133,64,18,0,0,512,0,0,6,10,0,4,4,0,0,30,3,5,13,6,0,4,0,0,0,31,0,4,5,0,0,6,0,0,0,9,6,51,148,148,134,72,20,0,0,575,0,0,5,0,4,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7,0,0,5,0,4,0,0,0,0,13,6,50,150,149,138,75,21,0,0,590,0,3,8,3,3,11,13,4,0,57,0,39,111,118,87,57,20,6,0,438,11,90,258,270,235,146,60,11,0,1086,0,17,25,9,26,32,5,0,0,112,0,0,6,0,4,3,0,0,0,21,0,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,36,17,26,36,5,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55460,15,53,120,118,134,110,37,4,0,594,22,15,25,8,15,28,22,7,0,145,0,0,3,4,7,8,7,0,0,29,0,0,3,6,4,4,0,0,0,14,39,75,159,136,163,147,61,10,0,782,0,6,9,4,0,5,0,0,0,31,0,0,0,0,9,0,0,0,0,8,0,9,11,4,4,5,0,0,0,40,41,77,162,138,165,155,63,10,3,824,28,8,12,16,31,47,114,56,21,329,9,18,33,35,29,24,21,17,5,182,81,105,208,187,220,226,197,80,27,1340,14,29,59,56,65,52,16,0,0,286,38,15,46,63,60,67,14,5,0,304,6,6,20,7,5,10,0,0,0,43,0,0,0,6,4,0,0,3,0,13,49,42,120,128,133,125,35,5,0,646,0,3,0,0,4,3,0,0,0,15,0,5,0,0,5,0,0,0,0,13,0,8,7,0,8,3,0,0,0,23
LGA55530,3,10,18,17,17,26,5,3,0,104,0,0,0,0,3,7,3,0,0,15,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,18,20,27,36,12,6,0,128,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,18,20,27,33,12,6,0,128,0,0,0,0,0,10,31,14,0,57,0,0,0,0,9,18,15,12,4,56,6,10,22,25,34,60,60,24,7,250,0,0,0,13,13,3,0,0,0,38,0,6,0,11,9,4,0,0,0,37,0,0,3,0,0,8,0,0,0,17,0,0,0,6,0,3,0,0,0,7,0,6,12,30,24,20,6,6,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
LGA55600,9,37,74,80,102,111,34,10,0,452,15,0,9,7,14,25,24,10,0,93,0,0,3,3,0,7,7,0,0,23,0,0,7,0,3,0,0,0,0,12,23,41,84,88,120,142,65,18,0,584,0,3,11,4,6,0,0,0,0,21,0,0,0,3,0,4,0,0,0,9,0,3,11,7,6,4,0,0,0,31,29,43,95,95,119,145,64,18,0,616,29,6,15,7,16,21,63,44,10,212,6,17,25,16,24,28,15,8,0,132,60,70,135,121,161,200,140,76,15,963,6,17,34,40,64,50,12,3,0,235,20,7,28,47,49,45,24,4,0,229,0,0,10,0,3,9,4,0,0,26,0,0,0,0,0,0,4,0,0,4,23,27,76,92,114,107,42,11,0,496,3,0,6,0,3,0,0,0,0,11,3,0,6,0,0,0,0,0,0,17,5,4,12,0,4,0,0,0,0,25
LGA55670,0,3,21,17,24,29,11,0,0,112,3,4,6,0,0,5,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,4,25,22,32,32,12,0,0,135,0,4,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,11,5,10,23,22,30,36,12,0,0,146,8,4,0,4,8,4,31,15,10,78,11,6,5,8,8,6,19,10,4,79,19,20,36,33,47,50,69,29,12,305,0,0,5,14,11,18,3,4,0,68,0,4,14,11,11,11,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,25,20,28,11,4,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,9,69,238,359,447,267,71,21,0,1484,78,121,91,79,63,87,91,19,0,636,5,5,15,13,8,10,13,0,0,69,0,0,3,10,0,3,0,0,0,18,93,199,351,461,522,367,177,42,0,2203,0,8,7,15,16,16,6,0,0,71,14,5,8,0,0,0,8,5,0,37,15,11,17,15,21,15,8,0,0,106,106,209,367,474,543,383,187,46,0,2319,127,36,54,32,63,126,261,198,68,970,9,10,32,29,20,23,13,18,6,156,244,264,452,533,624,534,465,262,81,3447,9,63,224,178,259,125,20,0,0,878,141,145,144,230,241,174,87,8,0,1175,4,11,28,23,12,8,3,4,0,96,3,6,6,3,0,6,0,0,0,14,157,220,396,437,511,314,117,14,0,2169,0,7,15,9,16,0,0,0,0,38,28,3,5,6,13,11,0,0,0,66,28,10,13,15,19,12,0,0,0,108
