LGA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
LGA58610,14,4,17,53,58,108,0,5,4,0,0,0,54,58,117,35,42,76,0,0,0,0,3,3,35,45,84,4,3,3,0,0,0,4,0,5,9,6,9,0,0,0,17,11,23,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,8,12,17,20,34,0,0,0,0,4,4,0,0,0,0,4,3,82,92,179,0,0,3,207,225,438
LGA58680,5,0,8,11,13,25,0,0,0,0,0,0,11,13,25,9,9,13,0,0,0,0,3,3,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,5,7,4,0,0,0,0,3,0,0,0,6,4,7,53,48,93,0,0,0,82,81,157
LGA58760,2105,1956,4061,7578,7013,14591,1475,1541,3010,1637,1555,3194,10710,10131,20837,5183,4844,10035,1325,1369,2697,1707,1634,3337,8231,7860,16083,556,541,1099,287,620,902,708,409,1117,633,1226,1860,10,11,21,2192,2809,4999,1607,2315,3924,511,908,1422,358,465,820,631,1270,1902,7,9,14,3111,4965,8078,5316,7785,13104,339,351,693,518,942,1462,10,10,19,871,1299,2167,3496,3654,7142,174,191,372,30902,32869,63775
LGA58820,29,26,57,82,76,157,67,67,136,6,0,8,150,149,298,79,77,161,18,24,50,18,27,44,120,136,260,4,7,14,3,6,6,26,17,35,4,21,32,0,0,0,35,48,80,5,18,26,0,5,7,7,0,5,0,15,13,0,0,0,10,42,56,50,92,138,0,9,4,0,6,10,0,0,0,0,13,12,173,157,337,4,0,5,522,579,1100
LGA58890,0,3,5,30,18,49,4,4,4,0,0,0,31,27,57,13,8,23,0,0,0,0,0,0,13,8,23,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,4,3,3,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,8,8,4,10,11,0,0,0,0,0,0,0,0,0,0,3,3,45,51,94,0,0,0,96,99,195
LGA59030,0,4,3,4,5,12,5,4,8,0,0,0,11,5,19,4,0,4,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,66,19,79,4,0,4,88,37,120
LGA59100,6,4,12,33,28,61,0,0,0,0,3,3,34,32,65,3,7,15,0,0,0,0,0,0,9,7,17,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,11,0,0,0,0,0,0,0,0,0,0,7,7,61,45,112,0,0,0,110,107,217
LGA59170,12,3,22,49,42,86,5,3,10,0,0,0,52,48,100,16,19,38,0,0,0,0,0,0,18,19,42,0,0,0,0,0,0,3,0,3,0,9,9,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,12,11,8,16,24,0,3,3,0,0,5,0,0,0,4,5,5,50,56,102,0,0,0,147,152,296
LGA59250,0,3,0,14,19,28,0,0,0,0,0,0,14,19,28,9,10,16,0,0,0,0,0,0,9,11,22,0,0,0,0,3,3,6,0,6,9,4,11,0,0,0,10,10,22,0,0,0,0,3,3,6,0,6,5,3,5,0,0,0,4,7,16,17,21,34,3,0,7,0,5,3,0,0,0,5,4,6,406,99,507,5,0,5,458,149,609
LGA59310,15,10,20,55,60,116,0,0,0,0,0,0,55,65,123,18,18,32,0,0,0,0,0,0,18,17,37,0,6,5,0,0,0,4,3,14,9,10,18,0,0,0,13,18,32,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,3,4,16,16,38,0,0,0,4,3,8,0,0,0,4,3,8,54,40,92,0,0,4,163,158,321
LGA59320,9,10,8,14,15,33,0,4,4,0,0,0,14,20,34,16,6,21,0,0,0,0,0,0,16,8,26,0,4,4,0,0,0,0,0,4,4,0,4,0,0,0,7,9,7,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,6,8,7,10,0,0,0,0,0,4,0,0,0,0,0,4,26,19,46,0,0,0,66,64,130
LGA59330,0,0,0,16,8,30,0,0,0,0,0,0,13,13,31,7,7,15,0,0,0,3,0,3,7,7,17,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,19,22,45,0,0,0,50,54,100
LGA59340,70,67,133,352,319,672,71,94,161,12,17,31,439,431,867,141,153,292,5,10,8,10,16,22,151,169,324,9,0,9,7,9,12,10,18,27,27,55,81,0,0,0,48,80,129,3,7,11,10,18,31,3,6,12,41,61,104,0,0,0,62,99,163,113,180,289,10,9,10,14,18,30,3,0,0,20,23,43,928,789,1716,67,65,132,1782,1716,3499
LGA59350,0,0,3,4,0,6,0,0,0,0,0,0,11,0,7,0,0,3,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,7,7,13,0,0,0,4,0,0,0,0,0,4,0,3,452,121,568,3,0,3,472,129,606
LGA59360,3,5,7,18,16,34,8,9,17,0,0,6,25,32,53,7,3,13,0,0,0,0,0,0,9,3,15,0,0,0,0,0,0,0,3,0,0,10,14,0,0,0,8,10,14,0,0,0,0,0,0,0,3,0,3,4,8,0,0,0,7,9,14,13,14,31,3,0,3,8,4,5,0,0,0,8,4,10,398,79,476,0,0,0,456,140,594
LGA59370,13,19,34,95,98,194,11,16,22,8,10,22,118,124,241,53,64,115,17,17,36,7,8,12,77,86,160,0,0,3,0,0,4,4,5,10,3,14,21,0,0,0,12,19,31,5,5,6,0,3,3,0,4,4,0,15,15,0,0,0,7,21,32,22,45,66,0,0,0,3,9,12,0,0,0,3,9,12,158,134,293,0,0,0,395,415,808
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,6,3,9,22,0,21,0,0,0,30,3,32,3,0,3,5,0,5,0,0,0,21,5,27,0,0,0,33,5,36,60,10,69,0,0,0,8,3,7,0,0,0,8,3,7,1252,127,1379,143,16,164,1464,160,1629
