LGA_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
LGA55810,0,0,0,0,0,5,0,8,0,0,0,0,22,20,0,45,18,3,0,22,55,81,0,159,46,0,0,46,38,93,0,179,18,3,0,24,74,94,0,192,0,0,0,7,81,66,0,150,3,3,0,7,49,35,0,81,0,0,0,0,16,9,0,20,0,0,0,0,0,0,0,0,93,11,0,106,324,415,0,842,0,0,0,0,9,12,0,16,0,0,0,0,13,11,0,24,4,4,0,7,23,38,0,68,27,0,0,27,14,35,0,74,5,0,0,5,24,33,0,62,0,7,0,7,46,34,0,87,0,9,0,6,34,7,0,52,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,31,16,0,52,163,170,0,391,0,0,0,0,10,20,0,30,0,0,0,5,32,34,0,71,21,7,0,31,81,121,0,227,72,0,0,70,47,128,0,252,25,0,0,32,101,129,0,254
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,11,14,3,0,27,17,0,0,15,13,3,0,31,7,4,0,8,26,10,0,44,0,5,0,3,31,5,0,44,0,3,0,3,26,0,0,29,0,0,0,0,12,0,0,12,0,0,0,0,8,0,0,4,35,12,0,45,133,23,0,194,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,8,13,3,0,13,4,0,0,18,14,0,0,18,6,4,0,32,3,0,0,4,23,4,0,34,0,10,0,10,25,4,0,38,0,0,0,0,19,0,0,18,0,0,0,0,8,0,0,8,0,0,0,0,12,0,0,12,35,17,4,54,97,10,0,167,0,0,0,0,3,0,0,8,0,0,0,0,10,0,0,12,23,4,0,22,17,4,0,45,32,6,0,37,18,8,0,64,9,4,3,18,49,11,0,73
LGA55950,0,0,0,0,13,3,0,16,4,0,0,0,5,0,0,6,12,0,0,12,16,5,0,31,19,0,3,17,14,0,0,32,11,0,0,9,24,5,0,45,0,0,0,0,39,3,0,40,0,5,0,5,36,6,0,42,0,0,0,0,14,5,0,22,0,0,0,0,4,6,0,7,42,5,4,50,159,30,0,245,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,3,17,0,0,17,7,6,0,28,15,0,0,24,7,4,0,36,10,4,0,14,21,3,0,36,0,14,0,13,30,0,0,49,0,4,0,4,26,7,0,39,0,0,0,0,27,4,0,23,0,0,0,0,0,0,0,0,47,23,3,74,129,27,0,235,0,0,0,0,21,3,0,28,5,0,0,6,8,0,0,13,29,0,0,29,25,7,0,60,38,0,6,42,19,3,0,65,24,4,4,25,46,12,0,81
LGA56090,0,72,0,70,1067,67,0,1207,23,31,0,51,843,211,0,1111,467,53,11,538,1056,695,5,2291,1058,30,38,1125,697,625,3,2453,849,66,43,961,1336,372,3,2670,176,218,3,396,2033,215,7,2646,29,298,4,329,1668,98,4,2089,3,76,0,85,992,66,0,1147,0,4,0,3,261,38,0,305,2620,845,105,3561,9952,2383,22,15920,4,105,0,106,968,45,0,1123,38,64,4,106,682,33,0,820,779,92,42,907,801,78,4,1796,1410,80,126,1619,569,80,0,2259,866,189,50,1109,1531,81,6,2728,74,584,9,668,1995,79,0,2745,21,543,6,568,1591,77,0,2228,3,88,0,88,1053,62,0,1205,0,4,0,4,353,75,0,432,3202,1742,232,5174,9536,609,19,15341,5,176,0,180,2037,107,0,2326,60,96,4,164,1527,243,0,1931,1248,144,51,1445,1858,774,10,4089,2473,112,161,2744,1264,706,3,4716,1721,255,94,2065,2871,457,6,5399
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,9,0,0,9,8,3,0,15,0,0,0,3,6,0,0,12,0,0,0,0,13,0,0,13,0,0,0,0,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,48,9,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,14,4,0,0,5,0,0,0,9,0,3,0,3,6,0,0,12,0,6,0,6,7,0,0,12,0,0,0,4,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,5,16,46,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,15,0,0,23,11,0,0,11,5,4,0,24,4,0,0,7,14,6,0,26
LGA56230,0,25,0,23,422,41,0,488,23,24,0,44,328,28,0,402,270,21,7,300,431,46,0,776,434,13,20,466,324,57,0,844,259,47,14,317,645,69,0,1025,47,114,0,161,893,65,0,1121,8,79,0,79,1007,70,0,1165,5,23,0,25,605,56,0,686,0,4,0,4,168,27,0,198,1037,347,39,1424,4820,452,6,6702,0,33,0,35,486,44,0,559,49,25,0,78,286,24,0,389,454,42,37,529,307,58,8,897,621,31,49,701,257,61,3,1027,255,116,19,396,668,60,0,1117,17,270,0,287,870,51,0,1211,0,162,0,171,942,64,0,1174,3,15,0,23,598,52,0,678,0,4,0,4,159,40,0,208,1403,707,106,2216,4571,464,10,7259,0,59,0,59,905,81,0,1049,72,50,0,121,614,45,0,788,722,65,41,827,733,103,4,1673,1056,49,68,1170,581,120,3,1871,508,164,30,707,1314,125,3,2143
LGA56300,0,0,0,0,31,6,0,35,0,0,0,0,14,6,0,16,16,0,0,16,22,10,3,49,38,0,0,43,40,14,0,96,19,7,0,24,52,14,0,91,3,5,0,11,110,16,0,130,0,14,0,14,153,21,0,181,0,0,0,0,63,15,0,79,0,0,0,0,11,0,0,15,77,26,0,105,491,87,3,687,0,0,0,0,20,3,0,24,0,0,0,0,7,0,4,11,26,0,0,26,13,7,0,54,44,0,0,50,31,21,0,97,16,6,0,18,56,8,0,83,0,19,0,21,120,20,0,162,0,17,0,17,115,14,0,146,0,0,0,0,56,13,0,65,0,0,0,0,11,6,0,18,89,46,0,134,437,84,0,661,0,0,0,0,42,12,0,59,0,0,0,0,14,4,4,22,45,0,0,43,40,14,3,104,83,0,0,88,68,33,0,189,36,6,0,42,107,24,0,177
LGA56370,0,3,0,3,4,0,0,5,0,0,0,0,14,9,0,15,22,6,0,19,23,9,0,58,26,6,0,27,8,3,0,40,16,0,0,15,36,17,0,58,3,9,0,9,38,8,0,55,0,0,0,0,40,8,0,50,0,0,0,0,24,4,0,30,0,0,0,0,9,4,0,14,66,12,0,80,194,58,0,333,0,0,0,0,5,0,0,7,0,0,0,0,4,0,0,9,25,5,4,32,12,5,0,46,23,0,4,23,8,3,0,39,10,3,0,13,30,11,0,47,0,18,0,18,32,6,0,51,0,3,0,4,28,4,0,36,0,0,0,0,25,4,0,37,0,0,0,0,15,11,0,23,60,33,8,96,153,36,0,289,0,3,0,3,5,4,0,13,0,0,0,0,14,5,0,24,45,5,4,57,36,13,0,105,47,3,4,58,14,12,0,81,20,5,0,29,57,22,0,109
LGA56460,3,5,0,11,169,27,0,211,4,7,0,9,106,18,0,137,75,6,0,83,161,28,5,271,108,3,3,116,91,32,0,240,77,6,0,92,193,32,0,315,11,20,0,32,245,26,0,301,3,25,0,34,220,27,0,285,0,0,0,4,126,18,0,146,0,0,0,0,43,12,0,59,291,80,6,372,1358,227,9,1958,0,16,0,18,144,23,0,179,8,12,0,16,94,14,0,131,107,12,3,124,113,33,0,270,160,15,7,182,78,33,0,295,60,17,5,79,183,19,0,281,6,66,0,73,241,24,0,335,3,30,0,35,193,22,0,248,3,5,0,5,142,19,0,170,0,0,0,0,66,35,0,99,344,175,16,538,1248,219,0,2010,3,28,0,26,312,52,0,387,14,17,0,22,202,35,0,265,184,16,3,203,267,61,5,540,269,14,12,296,168,64,0,529,141,29,5,170,378,43,0,596
LGA56580,0,44,0,41,815,16,0,878,0,20,0,18,699,20,0,734,134,22,13,170,743,40,6,959,748,14,22,782,305,40,3,1138,788,12,23,824,609,34,5,1472,179,63,4,242,1022,27,7,1294,35,264,0,296,838,49,6,1191,9,100,0,110,583,38,0,737,0,7,0,7,240,36,5,290,1895,538,57,2491,5857,304,31,8681,0,53,0,57,689,20,0,765,4,29,0,33,607,8,0,653,229,42,16,287,564,29,3,884,980,33,75,1093,212,33,0,1334,847,30,34,914,714,54,0,1675,80,207,0,294,1106,35,12,1444,19,470,0,485,767,43,8,1304,7,130,0,134,614,54,0,807,0,7,0,7,360,52,0,426,2169,1002,128,3297,5625,331,27,9281,5,96,0,98,1505,36,3,1643,0,52,0,53,1304,31,0,1385,362,64,27,453,1302,76,10,1839,1728,47,91,1869,521,74,8,2472,1637,42,56,1732,1315,88,5,3144
LGA56620,4,22,0,29,26,12,0,70,11,11,0,18,31,6,0,58,25,23,6,54,33,23,0,115,28,19,10,57,43,15,0,116,15,12,0,29,43,22,0,94,0,9,4,14,35,21,0,73,0,7,0,7,15,5,0,31,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,84,106,22,217,245,104,3,563,4,26,4,32,16,17,0,64,12,14,0,30,17,10,0,59,38,20,16,78,42,13,0,132,39,27,11,74,21,8,0,105,14,28,11,48,51,9,0,111,5,29,6,36,30,12,0,84,0,10,0,10,13,3,0,31,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,109,153,44,310,198,76,0,587,5,50,4,61,45,28,0,131,26,22,0,48,49,16,0,118,63,45,25,132,74,33,5,248,67,43,25,129,62,21,0,218,28,42,12,81,91,32,0,206
LGA56730,3,20,0,25,281,46,0,351,21,7,0,26,213,57,0,294,167,21,3,187,286,179,0,656,245,14,7,270,210,155,4,641,146,19,6,169,395,112,0,682,34,54,0,92,591,79,0,760,9,41,0,53,590,70,0,713,0,11,0,11,300,40,0,343,0,0,0,3,72,16,0,89,625,191,26,835,2933,758,3,4535,5,26,0,32,256,30,0,320,31,20,5,52,168,38,0,259,276,12,17,312,198,42,0,554,328,22,21,371,184,70,0,620,163,59,11,230,472,67,0,774,15,150,0,165,611,53,0,833,0,96,0,96,537,54,0,693,0,12,0,13,304,43,0,362,0,0,0,0,119,26,0,139,817,408,53,1275,2851,421,3,4551,7,48,0,54,535,79,0,669,49,32,5,81,377,91,0,556,446,35,19,496,481,224,0,1210,571,42,30,643,395,220,6,1261,306,81,18,405,869,179,6,1460
LGA56790,0,3,0,3,65,7,0,76,3,3,0,9,46,14,0,63,37,5,0,48,97,23,3,157,101,0,0,103,61,31,0,192,46,5,0,49,171,41,0,265,7,32,0,34,326,51,3,417,0,25,0,29,422,69,0,519,0,5,0,5,186,26,0,214,0,0,0,3,41,4,0,43,198,82,0,278,1408,265,7,1958,0,4,0,3,28,17,0,45,7,7,0,16,38,15,0,66,52,5,5,62,68,24,5,155,121,10,9,137,54,24,0,218,32,14,0,47,149,26,0,223,4,59,0,61,314,65,4,442,0,40,0,42,362,53,0,456,0,9,0,5,143,24,0,174,0,0,0,0,44,5,0,49,219,143,16,373,1200,258,3,1837,0,4,0,7,91,19,0,118,12,9,0,17,80,32,0,132,87,9,5,104,159,45,6,316,222,7,13,243,112,54,0,412,80,19,0,100,318,70,0,493
LGA56860,0,0,0,0,6,0,0,10,0,0,0,3,9,7,0,11,0,0,0,0,7,0,0,7,4,0,0,4,4,3,0,12,0,0,0,0,13,5,0,19,0,0,0,0,18,7,0,25,0,4,0,4,15,4,0,30,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,7,6,0,17,71,24,0,109,0,0,0,0,3,0,0,3,0,0,0,4,5,0,0,10,3,0,0,3,3,0,0,7,4,0,0,4,0,0,0,8,7,3,0,6,10,6,0,22,0,0,0,0,17,0,0,24,0,10,0,10,10,10,0,22,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,15,12,0,29,53,26,0,109,0,0,0,0,12,4,0,10,4,0,0,5,12,5,0,23,3,0,0,7,9,0,0,14,6,0,0,6,11,4,0,20,4,0,0,6,18,13,0,42
LGA56930,0,3,0,3,53,4,0,59,0,0,0,0,44,0,0,46,11,6,0,13,49,0,0,60,32,0,0,32,11,5,0,43,48,0,0,51,38,0,0,92,21,0,0,21,83,4,0,99,0,18,0,17,62,0,0,83,0,5,0,5,42,4,0,41,0,0,0,0,17,0,0,17,103,30,0,143,393,12,0,543,0,18,0,22,141,7,0,171,0,0,0,0,48,3,0,52,15,0,0,18,33,0,0,53,40,3,0,42,21,5,0,68,62,5,0,65,48,3,0,118,7,19,0,27,84,0,0,115,0,28,0,30,57,6,0,95,0,9,0,9,37,3,0,56,0,0,0,0,22,0,0,26,126,89,0,216,498,26,0,747,0,24,0,27,196,13,0,231,0,0,0,0,87,3,0,96,18,4,0,23,85,0,0,110,67,3,0,72,31,6,0,110,115,4,0,116,90,4,0,213
LGA57000,0,0,0,0,6,5,0,14,0,0,0,0,15,8,0,27,27,0,0,24,73,65,5,164,50,0,0,52,46,79,3,177,23,6,0,26,63,60,0,145,6,7,0,11,78,57,0,145,0,4,0,4,24,14,0,46,0,0,0,0,13,6,0,20,0,0,0,0,0,4,0,4,101,19,3,119,319,294,5,736,0,0,0,0,8,3,0,16,0,0,0,0,14,12,0,24,9,0,0,9,16,7,0,40,15,0,0,19,8,18,0,44,5,3,0,9,29,11,0,45,0,3,0,3,34,14,0,47,0,8,0,8,23,13,0,41,0,0,0,0,7,0,0,9,0,0,0,0,3,0,0,3,29,14,0,47,136,83,0,271,0,0,0,0,11,13,0,26,0,0,0,4,28,17,0,51,27,0,0,33,92,75,5,199,67,0,4,74,55,93,3,221,31,3,0,34,86,69,0,198
LGA57080,0,22,0,22,545,77,3,649,8,20,0,30,1575,233,76,1910,267,56,3,324,3715,683,163,4884,644,42,12,700,1867,528,111,3206,257,24,0,290,1225,437,83,2032,68,56,3,121,1275,354,52,1805,18,105,0,120,871,205,23,1226,0,33,0,35,446,117,6,600,0,0,0,0,124,49,3,173,1269,360,19,1645,11644,2676,524,16493,5,54,0,54,690,92,13,848,12,53,0,66,1674,230,44,2017,441,103,7,550,3323,463,129,4461,687,64,19,767,1256,320,36,2372,202,56,8,268,958,217,32,1486,19,159,0,182,947,176,22,1326,9,188,0,197,701,183,11,1093,0,32,0,39,378,102,11,524,0,3,0,3,151,56,3,215,1375,702,35,2113,10082,1845,292,14336,5,65,0,70,1235,172,17,1495,17,70,0,96,3253,458,116,3927,709,156,12,874,7037,1154,288,9347,1333,107,22,1462,3123,845,148,5580,461,85,15,560,2190,652,119,3518
LGA57140,0,0,0,0,17,0,0,17,5,0,0,3,20,4,0,29,15,0,0,15,21,0,0,37,21,0,0,29,20,3,0,52,6,0,0,8,42,10,0,55,4,12,0,14,73,9,0,94,0,7,0,7,74,0,0,84,0,0,0,0,41,0,0,47,0,0,0,0,12,0,0,10,57,23,0,79,310,27,0,420,0,0,0,0,13,0,0,14,5,0,0,8,8,5,0,13,30,4,0,25,20,4,0,48,23,3,0,30,10,0,0,42,14,0,0,12,41,7,0,61,0,17,0,24,67,4,0,88,0,3,0,6,66,3,0,77,0,4,0,4,41,4,0,50,0,0,0,0,14,0,0,15,70,37,0,110,272,26,0,410,0,0,0,0,33,0,0,34,10,3,0,13,28,3,0,46,40,4,0,46,39,5,0,87,47,4,3,57,30,9,0,96,22,4,0,27,80,14,0,116
LGA57210,0,3,0,3,133,25,0,164,5,3,0,11,80,11,0,101,68,8,5,83,108,32,0,223,118,7,9,132,87,66,0,278,76,5,0,86,234,46,0,362,18,27,0,42,337,45,0,423,0,30,0,32,336,40,0,410,3,3,0,7,149,13,0,175,0,0,0,0,34,15,0,55,293,84,8,393,1501,294,4,2191,3,8,0,7,102,23,0,128,16,6,0,22,55,8,0,86,110,7,17,134,79,22,0,233,146,3,20,172,75,31,0,278,81,33,3,112,232,25,0,376,5,59,0,68,326,42,0,436,4,43,0,46,306,27,0,377,0,4,0,10,119,28,0,149,0,0,0,0,41,21,0,67,362,175,39,577,1334,222,5,2135,3,10,0,13,239,44,0,289,27,10,0,32,132,17,0,189,181,13,16,211,188,58,0,459,268,14,21,299,162,95,0,555,153,40,3,200,463,72,0,739
LGA57280,5,22,0,33,334,83,0,446,27,19,3,47,316,115,0,483,428,42,20,490,975,517,6,1995,739,28,20,792,751,549,8,2102,292,34,11,335,889,485,6,1719,52,63,0,116,875,384,6,1381,4,27,0,37,338,129,4,497,0,4,0,4,93,20,0,118,0,0,0,0,11,5,0,20,1549,241,61,1853,4586,2292,34,8769,5,43,0,59,246,68,0,370,39,29,3,77,286,99,3,458,585,47,52,689,691,307,5,1685,640,44,52,736,417,216,0,1369,154,67,9,229,555,196,5,980,15,114,0,127,520,139,0,789,0,43,0,43,251,68,3,360,0,9,0,6,59,26,0,89,0,0,0,0,21,0,0,20,1442,390,119,1960,3037,1107,26,6130,14,73,0,86,579,145,0,814,69,50,4,127,599,216,3,937,1020,92,74,1177,1669,822,13,3683,1378,73,72,1528,1166,766,18,3472,440,96,22,563,1446,685,13,2695
LGA57350,0,0,0,0,10,3,0,15,0,0,0,0,4,3,0,6,14,0,0,20,10,12,0,36,14,0,0,14,16,8,0,42,3,0,0,3,30,23,0,58,4,8,0,12,43,18,0,70,0,7,0,9,61,30,0,96,0,0,0,0,36,11,0,43,0,0,0,0,10,3,0,16,42,13,0,58,216,103,0,382,0,0,0,0,6,0,0,11,0,0,0,4,3,5,0,6,22,3,0,23,14,14,0,55,21,4,0,21,8,11,0,41,3,0,0,9,32,19,0,66,0,13,0,13,50,23,0,85,0,9,0,9,45,18,0,79,0,0,0,0,30,11,0,42,0,0,0,0,18,4,0,22,48,31,0,81,216,110,0,404,0,0,0,0,15,8,0,23,0,0,0,4,7,9,0,18,37,7,0,40,30,26,0,93,38,4,0,35,24,20,0,76,12,0,0,17,64,44,0,120
LGA57420,0,3,0,3,28,3,0,35,0,0,0,4,59,19,0,81,67,3,0,70,167,55,5,293,85,6,5,91,102,38,4,233,49,7,0,54,182,53,0,287,10,8,0,17,199,42,0,263,0,8,0,12,112,14,0,137,0,0,0,4,49,8,0,57,0,0,0,0,9,0,0,11,208,43,9,256,914,229,9,1407,0,0,0,0,19,4,0,22,4,5,0,8,45,4,0,51,76,4,3,78,63,21,0,166,62,5,8,75,33,11,0,118,11,8,0,25,89,16,0,128,0,19,0,22,113,14,0,152,0,7,0,7,84,9,0,101,0,4,0,4,56,10,0,61,0,0,0,0,16,0,0,19,158,52,11,222,517,77,4,818,0,4,0,6,47,3,0,53,6,7,0,9,104,27,0,140,147,4,4,152,227,68,11,465,147,6,6,165,135,45,4,342,60,20,0,78,272,64,0,419
LGA57490,16,258,0,271,3993,220,0,4489,169,139,0,307,3335,322,14,3973,2686,221,97,2997,4734,608,15,8351,4334,173,187,4693,2883,499,16,8091,2349,301,70,2727,4895,353,9,7980,416,741,12,1164,5673,284,19,7135,63,590,0,650,4011,213,11,4888,9,133,0,138,2487,210,4,2841,0,11,0,13,696,141,4,846,10047,2553,370,12964,32708,2840,89,48599,40,412,5,449,3572,209,0,4236,418,292,20,729,2894,212,4,3840,4475,406,320,5195,3513,508,17,9225,5869,306,410,6590,2407,406,9,9412,2355,823,131,3314,5312,336,7,8967,151,1903,21,2073,5248,222,30,7568,41,1083,7,1125,4175,240,19,5566,10,165,0,182,2738,286,4,3208,3,13,0,11,965,233,0,1213,13355,5401,909,19661,30826,2659,92,53240,52,668,9,724,7562,428,4,8721,583,433,20,1030,6229,537,14,7819,7161,619,417,8198,8243,1109,27,17577,10206,477,598,11284,5289,903,24,17500,4709,1123,205,6036,10210,686,18,16949
LGA57630,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,14,0,0,0,0,3,30,0,35,3,0,0,3,3,16,0,24,3,0,0,3,5,26,0,34,0,6,0,6,18,19,0,40,0,0,0,0,24,5,0,27,0,0,0,0,9,9,0,16,0,0,0,0,0,0,0,0,3,4,0,4,76,110,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,3,0,4,0,5,0,0,0,0,6,7,0,12,0,3,0,3,20,11,0,31,0,0,0,0,20,0,0,21,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,3,0,7,47,25,0,75,0,0,0,0,0,0,0,6,0,0,0,0,3,14,0,20,0,0,0,0,7,39,0,45,5,0,0,5,5,23,0,33,3,0,0,3,11,28,0,40
LGA57700,8,74,0,83,811,52,0,946,50,29,3,90,703,41,0,830,862,47,18,929,1032,133,0,2094,1210,51,44,1305,727,196,3,2227,520,80,18,616,1100,156,3,1875,98,174,3,279,1200,94,3,1574,12,136,0,151,807,69,4,1029,0,26,0,27,429,25,0,480,0,0,0,4,101,9,0,108,2770,617,92,3476,6908,774,14,11173,0,121,0,129,829,42,0,997,117,86,5,207,604,32,0,844,1395,107,85,1593,865,98,0,2561,1448,86,97,1635,609,87,0,2323,509,217,40,775,1142,64,5,1977,35,427,8,472,1109,58,9,1640,6,246,0,254,740,44,9,1044,0,31,0,35,382,27,3,445,0,0,0,0,127,13,0,145,3524,1327,244,5094,6399,458,27,11979,14,193,4,208,1640,92,0,1941,172,115,6,296,1305,73,0,1669,2257,159,110,2525,1899,232,0,4656,2655,138,147,2943,1332,277,4,4551,1034,297,63,1389,2243,220,3,3855
