LGA_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,33,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,6,7,13,0,0,0,47,46,99
LGA56930,11,9,22,3,10,10,0,0,0,0,0,0,0,0,0,251,163,413,16,19,33,0,0,0,0,0,0,3,0,8,3,0,4,14,26,37,312,226,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,4,12,0,0,0,0,0,0,0,0,0,0,0,0,47,68,115,22,29,49,0,3,3,387,332,717
LGA57000,0,0,0,99,13,107,0,0,0,0,0,0,3,0,4,120,57,176,30,9,32,3,0,3,0,0,0,0,0,0,74,18,92,20,24,41,348,112,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,12,9,0,9,13,0,15,21,3,24,0,0,0,4,0,4,0,0,0,4,0,4,21,10,31,10,5,15,7,3,11,395,141,539
LGA57080,183,190,373,1375,1426,2798,3,6,11,0,0,0,72,103,174,3298,2340,5642,208,415,623,19,0,19,71,12,82,190,57,243,261,90,349,1617,1219,2833,7290,5857,13140,131,205,338,0,0,0,0,0,0,5,3,14,0,7,11,13,10,21,150,223,382,0,0,0,0,0,0,18,20,38,10,32,41,52,42,94,81,95,174,67,35,106,306,355,662,31,45,75,22,9,30,7,4,10,60,60,115,817,620,1437,1172,1111,2282,57,32,95,9700,8030,17733
LGA57140,0,0,0,4,3,0,0,0,0,0,0,0,3,0,3,104,100,206,12,13,23,5,0,5,0,0,0,0,0,0,4,0,3,18,11,29,145,123,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,33,28,60,12,19,32,0,0,0,197,175,375
LGA57210,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,749,614,1359,56,52,102,19,0,22,0,3,3,0,3,4,12,7,18,61,42,106,905,719,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,10,7,17,0,0,0,0,0,0,0,0,0,0,0,0,163,170,327,113,129,242,14,10,29,1200,1032,2235
LGA57280,3,0,3,186,39,227,3,0,3,0,0,0,19,17,38,3678,2497,6172,418,253,680,72,6,76,48,8,52,31,12,40,154,32,184,149,155,305,4762,3027,7789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7,0,0,3,6,4,12,14,8,18,85,25,109,102,28,131,0,0,0,6,0,6,9,0,9,12,0,12,63,139,201,423,348,773,38,23,64,5402,3567,8971
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,62,150,3,10,8,6,0,8,0,0,0,0,0,0,8,0,8,23,8,35,134,79,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,24,42,9,19,27,0,0,0,167,128,290
LGA57420,0,0,0,238,40,279,0,0,0,0,0,0,0,0,0,395,214,606,43,21,69,29,0,29,0,0,0,0,0,4,70,6,81,33,50,86,815,340,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,4,4,10,8,15,9,5,15,13,12,30,0,0,0,4,0,4,0,0,0,4,0,4,47,50,96,64,54,118,12,3,14,961,454,1411
LGA57490,560,660,1215,366,263,629,6,4,7,0,0,0,52,35,91,20268,18936,39200,1330,1325,2653,280,10,291,137,9,150,113,35,147,859,187,1053,307,299,610,24274,21774,46042,315,359,675,0,0,0,0,0,0,333,312,648,47,63,105,16,11,28,718,753,1462,0,0,0,0,0,0,20,15,34,18,27,44,19,4,24,51,50,98,288,104,396,1056,900,1958,157,197,356,29,7,41,5,4,11,198,212,403,1322,2218,3541,4181,4349,8526,150,108,255,31172,29550,60725
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,17,4,0,4,3,0,3,0,0,0,4,0,4,6,0,5,4,4,8,37,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,6,7,13,0,0,0,45,21,69
LGA57700,53,78,136,65,32,94,0,0,3,0,0,0,13,11,29,5402,4919,10326,296,311,610,225,17,246,24,0,23,12,0,18,149,41,191,98,79,179,6346,5498,11840,18,17,39,0,0,0,0,0,0,85,70,157,11,13,18,0,0,0,111,103,210,0,0,0,0,0,0,0,7,7,0,3,4,3,0,4,5,14,15,77,28,105,193,142,340,15,33,48,4,0,3,4,0,4,23,33,56,407,764,1170,925,1047,1977,44,42,82,7941,7532,15470
LGA57770,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,198,148,354,31,16,42,9,0,12,0,0,0,10,10,17,9,8,16,60,77,138,328,259,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,31,40,73,243,218,464,12,0,14,630,528,1160
LGA57840,149,115,260,818,744,1558,20,21,46,0,0,0,51,65,121,6959,6276,13229,330,644,974,33,0,33,52,5,59,278,67,347,153,47,193,165,177,344,9005,8164,17168,128,108,234,3,0,4,0,0,0,26,36,61,11,6,16,12,3,7,173,157,334,12,3,10,0,0,0,31,23,51,13,35,51,22,17,37,74,74,150,69,53,119,320,284,600,30,44,76,12,8,19,0,0,5,41,55,94,1147,1222,2372,968,1439,2409,59,32,96,11546,11194,22738
LGA57910,828,930,1763,2081,2288,4372,3,4,9,0,0,4,279,243,527,38913,34820,73731,1848,3181,5025,413,5,417,342,40,382,718,148,860,850,231,1076,456,534,994,46730,42425,89159,903,890,1792,0,0,0,0,0,0,412,434,851,55,82,138,40,17,56,1418,1422,2836,0,0,0,0,0,0,126,147,266,77,120,198,49,58,103,253,324,581,396,241,635,2066,1987,4051,197,213,410,45,38,81,18,9,31,258,261,521,4459,5253,9707,4687,7280,11967,255,166,416,58452,57371,115822
LGA57980,275,233,509,379,330,708,0,0,0,0,0,0,35,39,77,1938,2059,3991,146,243,390,3,0,3,37,9,48,195,98,294,44,21,65,317,345,664,3367,3370,6741,53,54,108,0,0,0,0,0,0,7,5,8,5,7,9,9,8,18,76,73,149,0,0,0,0,0,0,10,7,11,7,10,11,12,8,16,21,18,39,33,26,67,135,121,257,5,8,11,0,4,3,0,0,0,9,10,21,557,566,1124,332,511,844,10,14,21,4411,4593,9004
LGA58050,359,415,776,472,414,886,9,0,9,6,0,0,118,113,233,27243,23683,50932,1452,1956,3408,530,25,552,184,10,186,157,40,194,816,183,1002,372,371,744,31713,27215,58927,250,291,539,0,0,0,0,0,0,327,363,683,38,50,87,21,11,29,633,715,1346,0,0,0,0,0,0,36,45,81,27,57,83,31,24,55,99,124,218,307,193,495,1032,1024,2055,103,161,263,16,12,27,6,13,16,128,178,309,1729,2769,4501,3937,4683,8619,173,122,291,38716,35995,74710
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,33,84,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,12,0,19,72,39,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,24,9,12,18,0,0,0,91,60,153
LGA58260,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,99,67,162,0,5,9,3,0,3,0,0,0,0,0,0,0,0,0,11,11,18,117,82,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,39,5,7,9,0,3,4,151,109,257
LGA58330,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,547,533,1079,30,40,72,28,4,32,0,0,0,0,0,0,25,0,30,27,13,42,668,597,1269,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,15,5,24,0,4,4,0,0,0,0,0,0,0,4,3,105,121,232,125,121,247,8,9,13,926,856,1781
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,21,59,32,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,8,5,3,0,4,75,50,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,36,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,27,41,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,19,18,31,0,0,0,62,53,117
LGA58510,272,279,549,899,853,1749,0,0,3,0,0,0,62,55,121,6098,5165,11261,328,623,946,35,0,35,62,10,71,202,60,264,183,69,249,190,174,364,8318,7282,15602,104,120,226,0,0,0,0,0,0,16,25,43,0,12,14,19,0,16,141,158,303,0,0,0,0,0,0,31,21,51,26,33,58,28,16,53,86,74,159,65,46,107,292,277,566,40,49,91,15,7,16,9,4,13,57,62,124,780,826,1609,1008,1314,2321,45,25,68,10504,9784,20285
LGA58540,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,132,87,220,4,4,9,6,0,6,0,0,0,0,0,0,5,0,5,22,24,47,165,123,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,36,73,12,12,24,4,0,3,219,165,385
LGA58570,208,197,403,1099,978,2082,0,0,3,0,0,0,96,112,213,5404,5068,10474,301,531,830,46,0,44,70,16,91,403,158,559,143,48,186,703,614,1311,8481,7719,16196,115,135,253,0,0,0,0,0,0,8,14,27,9,14,20,19,0,22,157,166,328,0,0,0,0,0,0,15,25,44,8,30,34,24,27,53,49,84,130,79,45,124,285,299,587,23,28,47,13,8,20,0,4,5,38,38,78,1114,1087,2198,871,1374,2249,39,34,71,10831,10553,21381
LGA58610,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,216,211,430,12,23,30,8,0,8,3,0,3,0,0,0,7,0,7,18,22,37,270,254,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,9,3,9,0,0,0,0,0,0,0,0,3,0,0,3,40,33,74,28,41,69,4,6,11,354,333,684
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,46,114,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,9,8,16,76,53,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,18,44,33,13,41,6,6,5,140,88,234
LGA58760,1268,1334,2601,494,378,866,16,6,26,4,0,6,145,87,230,34569,31836,66403,2139,2518,4651,732,23,752,216,10,224,124,23,145,1110,222,1334,337,356,691,41151,36788,77946,661,614,1271,0,0,0,0,0,0,680,611,1288,80,127,209,34,15,56,1462,1373,2828,0,0,0,0,0,0,41,43,89,34,54,90,28,8,34,105,110,212,454,197,657,2020,1679,3697,263,294,564,18,21,42,16,3,27,308,318,624,2668,4273,6938,5506,6630,12141,234,153,389,51889,49843,101739
LGA58820,0,0,0,39,0,36,0,0,0,0,0,0,0,0,0,573,530,1104,50,27,77,25,3,21,6,0,6,0,0,0,19,8,24,18,27,46,726,591,1320,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,3,3,4,9,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,54,66,119,139,103,240,22,13,32,946,774,1724
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,71,188,0,7,5,5,0,5,0,0,0,0,0,0,5,0,4,23,5,28,138,86,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,47,112,9,10,20,0,0,6,215,152,365
LGA59030,0,0,0,31,5,39,0,0,0,0,0,0,0,0,0,59,24,89,16,7,14,5,0,5,0,0,0,0,0,0,3,0,3,12,7,16,124,39,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,11,25,8,0,8,0,0,4,145,55,203
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,135,5,8,14,9,0,9,0,0,0,0,0,0,0,5,9,24,12,36,121,85,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,36,28,63,17,17,26,5,3,3,169,128,299
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,123,300,11,9,20,0,0,0,0,0,0,6,0,6,7,5,18,20,17,38,220,160,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,46,91,21,25,48,3,3,4,286,233,520
LGA59250,0,0,0,98,17,115,0,0,0,0,0,0,0,0,0,113,27,138,57,6,63,12,0,12,0,0,0,0,0,0,97,27,125,53,39,91,435,114,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,16,3,18,18,5,24,0,0,0,4,0,4,5,0,6,11,0,12,4,3,6,10,3,14,3,6,7,476,139,613
LGA59310,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,227,160,388,6,14,18,11,0,14,0,0,4,0,0,0,12,0,11,28,24,57,292,202,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,38,69,32,32,61,3,3,7,367,273,638
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,47,101,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,72,57,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,57,4,13,12,0,3,3,113,90,208
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,59,126,4,4,6,3,0,3,0,0,0,0,0,0,0,0,5,14,4,10,88,60,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,20,34,11,6,16,5,0,5,114,87,208
LGA59340,3,0,3,69,11,83,3,0,3,0,0,0,3,7,8,1093,991,2083,167,155,323,55,0,56,23,9,34,43,26,72,196,48,236,327,334,658,1972,1581,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,5,9,25,6,33,30,6,42,0,0,0,0,0,0,0,0,0,4,0,7,91,111,203,376,436,817,42,23,64,2514,2164,4682
LGA59350,0,0,0,44,9,50,0,0,0,0,0,0,0,4,6,80,24,99,36,12,49,0,0,0,3,0,3,0,5,4,56,11,74,22,16,41,251,72,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,7,5,0,11,17,0,17,0,0,0,5,0,5,0,0,0,6,0,6,4,6,6,9,7,15,3,0,4,284,85,371
LGA59360,0,0,0,163,29,190,0,0,0,0,0,0,0,0,0,304,127,424,60,8,74,20,0,26,0,0,0,3,0,5,57,17,77,59,45,109,676,234,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,3,5,7,23,3,24,31,8,35,4,0,4,6,0,6,0,0,0,9,0,9,27,23,45,26,13,40,15,0,13,776,277,1056
LGA59370,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,425,436,861,19,23,45,22,0,22,4,0,4,0,0,0,18,3,29,24,17,37,516,491,1003,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,85,79,164,106,101,209,9,13,22,729,682,1406
LGA59799,0,0,0,190,15,207,4,3,7,0,0,0,5,0,5,81,8,91,27,0,27,13,0,13,0,0,0,0,0,0,767,78,850,287,36,324,1390,143,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,8,6,11,38,4,39,46,8,50,0,0,0,5,0,10,0,0,0,8,0,11,17,4,23,31,34,64,23,0,24,1517,186,1697
