LGA_CODE_2021,F_Inad_desc_Ns_15_19,F_Inad_desc_Ns_20_24,F_Inad_desc_Ns_25_34,F_Inad_desc_Ns_35_44,F_Inad_desc_Ns_45_54,F_Inad_desc_Ns_55_64,F_Inad_desc_Ns_65_74,F_Inad_desc_Ns_75_84,F_Inad_desc_Ns_85_yr_over,F_Inad_desc_Ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Agr_fstry_fsh_15_19,P_Agr_fstry_fsh_20_24,P_Agr_fstry_fsh_25_34,P_Agr_fstry_fsh_35_44,P_Agr_fstry_fsh_45_54,P_Agr_fstry_fsh_55_64,P_Agr_fstry_fsh_65_74,P_Agr_fstry_fsh_75_84,P_Agr_fstry_fsh_85_yr_over,P_Agr_fstry_fsh_Tot,P_Min_15_19_yr,P_Min_20_24_yr,P_Min_25_34_yr,P_Min_35_44_yr,P_Min_45_54_yr,P_Min_55_64_yr,P_Min_65_74_yr,P_Min_75_84_yr,P_Min_85_yr_over,P_Min_Tot,P_Manf_15_19_yr,P_Manf_20_24_yr,P_Manf_25_34_yr,P_Manf_35_44_yr,P_Manf_45_54_yr,P_Manf_55_64_yr,P_Manf_65_74_yr,P_Manf_75_84_yr,P_Manf_85_yr_over,P_Manf_Tot,P_Elec_gas_wtr_wst_sv_15_19,P_Elec_gas_wtr_wst_sv_20_24,P_Elec_gas_wtr_wst_sv_25_34,P_Elec_gas_wtr_wst_sv_35_44,P_Elec_gas_wtr_wst_sv_45_54,P_Elec_gas_wtr_wst_sv_55_64,P_Elec_gas_wtr_wst_sv_65_74,P_Elec_gas_wtr_wst_sv_75_84,P_Elec_gas_wtr_wst_sv_85_ov,P_Elec_gas_wtr_wst_sv_Tot,P_Con_15_19_yr,P_Con_20_24_yr,P_Con_25_34_yr,P_Con_35_44_yr,P_Con_45_54_yr,P_Con_55_64_yr,P_Con_65_74_yr,P_Con_75_84_yr,P_Con_85_yr_over,P_Con_Tot,P_Whl_trd_15_19_yr,P_Whl_trd_20_24_yr,P_Whl_trd_25_34_yr,P_Whl_trd_35_44_yr,P_Whl_trd_45_54_yr,P_Whl_trd_55_64_yr,P_Whl_trd_65_74_yr,P_Whl_trd_75_84_yr,P_Whl_trd_85_yr_over,P_Whl_trd_Tot,P_Re_trd_15_19_yr,P_Re_trd_20_24_yr,P_Re_trd_25_34_yr,P_Re_trd_35_44_yr,P_Re_trd_45_54_yr,P_Re_trd_55_64_yr,P_Re_trd_65_74_yr,P_Re_trd_75_84_yr,P_Re_trd_85_yr_over,P_Re_trd_Tot,P_Acc_food_svc_15_19,P_Acc_food_svc_20_24,P_Acc_food_svc_25_34,P_Acc_food_svc_35_44,P_Acc_food_svc_45_54,P_Acc_food_svc_55_64,P_Acc_food_svc_65_74,P_Acc_food_svc_75_84,P_Acc_food_svc_85_yr_over,P_Acc_food_svc_Tot,P_Trp_pos_wh_15_19,P_Trp_pos_wh_20_24,P_Trp_pos_wh_25_34,P_Trp_pos_wh_35_44,P_Trp_pos_wh_45_54,P_Trp_pos_wh_55_64,P_Trp_pos_wh_65_74,P_Trp_pos_wh_75_84,P_Trp_pos_wh_85_yr_over,P_Trp_pos_wh_Tot,P_In_med_tcom_15_19,P_In_med_tcom_20_24,P_In_med_tcom_25_34,P_In_med_tcom_35_44,P_In_med_tcom_45_54,P_In_med_tcom_55_64,P_In_med_tcom_65_74,P_In_med_tcom_75_84,P_In_med_tcom_85_yr_over,P_In_med_tcom_Tot,P_Fin_in_svc_15_19,P_Fin_in_svc_20_24,P_Fin_in_svc_25_34,P_Fin_in_svc_35_44,P_Fin_in_svc_45_54,P_Fin_in_svc_55_64,P_Fin_in_svc_65_74,P_Fin_in_svc_75_84,P_Fin_in_svc_85_yr_over,P_Fin_in_svc_Tot,P_Rnt_hrg_rea_est_serv_15_19,P_Rnt_hrg_rea_est_serv_20_24,P_Rnt_hrg_rea_est_serv_25_34,P_Rnt_hrg_rea_est_serv_35_44,P_Rnt_hrg_rea_est_serv_45_54,P_Rnt_hrg_rea_est_serv_55_64,P_Rnt_hrg_rea_est_serv_65_74,P_Rnt_hrg_rea_est_serv_75_84,P_Rnt_hrg_rea_est_serv_85_ov,P_Rnt_hrg_rea_est_serv_Tot,P_Prof_sc_tech_serv_15_19,P_Prof_sc_tech_serv_20_24,P_Prof_sc_tech_serv_25_34,P_Prof_sc_tech_serv_35_44,P_Prof_sc_tech_serv_45_54,P_Prof_sc_tech_serv_55_64,P_Prof_sc_tech_serv_65_74,P_Prof_sc_tech_serv_75_84,P_Prof_sc_tech_serv_85_over,P_Prof_sc_tech_serv_Tot,P_Adm_sup_serv_15_19,P_Adm_sup_serv_20_24,P_Adm_sup_serv_25_34,P_Adm_sup_serv_35_44,P_Adm_sup_serv_45_54,P_Adm_sup_serv_55_64,P_Adm_sup_serv_65_74,P_Adm_sup_serv_75_84,P_Adm_sup_serv_85_over,P_Adm_sup_serv_Tot,P_PubAd_saf_15_19,P_PubAd_saf_20_24,P_PubAd_saf_25_34,P_PubAd_saf_35_44,P_PubAd_saf_45_54,P_PubAd_saf_55_64,P_PubAd_saf_65_74,P_PubAd_saf_75_84,P_PubAd_saf_85_yr_over,P_PubAd_saf_Tot,P_Ed_trng_15_19,P_Ed_trng_20_24,P_Ed_trng_25_34,P_Ed_trng_35_44,P_Ed_trng_45_54,P_Ed_trng_55_64,P_Ed_trng_65_74,P_Ed_trng_75_84,P_Ed_trng_85_yr_over,P_Ed_trng_Tot,P_Hlth_cre_socia_assist_15_19,P_Hlth_cre_socia_assist_20_24,P_Hlth_cre_socia_assist_25_34,P_Hlth_cre_socia_assist_35_44,P_Hlth_cre_socia_assist_45_54,P_Hlth_cre_socia_assist_55_64,P_Hlth_cre_socia_assist_65_74,P_Hlth_cre_socia_assist_75_84,P_Hlth_cre_socia_assist_85_ov,P_Hlth_cre_socia_assist_Tot,P_Arts_rec_svc_15_19,P_Arts_rec_svc_20_24,P_Arts_rec_svc_25_34,P_Arts_rec_svc_35_44,P_Arts_rec_svc_45_54,P_Arts_rec_svc_55_64,P_Arts_rec_svc_65_74,P_Arts_rec_svc_75_84,P_Arts_rec_svc_85_yr_over,P_Arts_rec_svc_Tot
LGA56090,10,23,53,62,95,62,22,4,0,332,625,660,1288,1713,2144,1819,456,47,4,8766,15,12,23,22,27,55,15,10,0,179,24,75,244,358,330,256,52,4,0,1339,60,93,164,191,248,209,49,8,0,1004,5,13,23,32,39,34,14,0,0,160,65,144,278,362,347,324,81,5,0,1607,30,56,101,118,147,138,20,8,0,613,311,257,194,173,270,245,81,13,0,1551,399,149,83,73,75,72,19,7,0,877,21,49,130,175,224,250,71,10,0,942,12,8,20,28,31,29,7,0,0,138,0,16,41,72,75,59,14,0,0,281,4,16,31,55,54,74,32,5,0,273,19,57,171,226,307,218,84,13,0,1088,14,41,71,95,118,110,34,0,0,486,3,42,184,255,417,365,76,8,0,1352,43,86,241,336,495,440,165,19,0,1828,27,126,338,400,545,529,132,12,0,2113,42,30,50,58,43,42,24,4,0,300
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,10,6,7,8,7,0,0,30,0,0,3,5,6,6,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,3,8,24,27,30,13,11,0,0,117,299,280,543,684,801,637,164,14,3,3422,7,5,33,34,46,52,47,19,0,248,14,52,150,201,193,134,23,0,0,777,43,46,116,149,216,169,25,3,0,769,4,6,16,26,26,16,3,0,0,100,24,71,141,147,146,116,43,3,0,685,14,8,17,20,32,18,10,0,0,119,128,105,114,92,112,98,27,0,0,672,173,73,48,50,61,41,22,0,0,463,4,6,16,28,61,69,26,5,0,221,0,3,3,5,10,3,0,0,0,23,0,0,10,20,19,10,6,0,0,60,3,6,13,22,21,18,13,3,0,103,0,22,41,58,47,41,18,0,0,230,8,18,30,29,63,42,9,0,0,199,5,13,59,59,97,85,25,5,0,339,13,30,70,111,142,113,32,0,0,507,18,59,114,155,164,180,33,3,0,722,14,13,31,18,20,25,14,0,0,146
LGA56300,0,0,0,0,0,7,0,0,0,9,5,11,29,64,60,81,34,7,0,289,5,3,17,24,25,14,24,6,0,123,0,0,3,8,3,5,0,0,0,15,5,0,3,14,11,18,10,0,0,66,0,0,0,0,0,0,0,0,0,4,0,0,4,7,10,17,6,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,6,9,0,0,32,6,0,6,5,10,21,4,0,0,54,0,0,0,0,3,4,0,3,0,14,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,4,3,0,3,7,8,0,0,23,0,0,6,4,3,6,0,0,0,18,0,0,3,10,8,12,0,0,0,37,0,0,3,19,12,16,8,0,0,52,0,0,4,13,12,22,5,0,0,63,0,0,0,0,3,0,0,0,0,4
LGA56370,0,0,0,0,0,0,0,0,0,6,5,4,37,22,33,40,9,7,0,154,9,8,32,24,32,40,21,6,0,175,0,0,3,0,7,0,0,0,0,14,0,0,6,0,4,0,0,0,0,10,0,0,5,0,0,0,0,0,0,4,0,0,4,3,0,3,0,0,0,15,0,0,3,6,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,12,0,6,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,5,3,8,4,0,0,20,0,0,5,9,4,8,0,0,0,28,0,0,3,3,6,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0
LGA56460,3,0,0,0,7,11,3,0,0,30,58,84,180,214,215,215,61,8,0,1035,17,17,42,53,54,52,22,8,5,265,0,0,12,5,9,5,0,0,0,37,5,8,25,16,14,14,6,0,0,91,3,5,8,3,6,6,4,0,0,34,10,12,21,16,42,25,13,0,0,142,0,7,11,14,13,19,3,0,0,70,41,26,28,42,30,32,16,3,0,206,24,9,7,17,17,9,3,0,0,79,0,9,13,14,14,20,6,6,0,88,0,0,4,3,3,0,0,0,0,10,6,6,16,12,20,4,0,0,0,58,0,0,0,6,4,3,0,0,0,16,3,6,10,9,5,10,6,0,0,47,0,0,3,6,10,11,7,0,0,33,5,8,20,34,32,23,18,0,0,135,0,19,38,46,60,68,17,0,0,252,8,31,78,73,69,80,27,0,0,363,4,0,3,5,3,0,0,0,0,22
LGA56580,10,17,18,37,61,30,12,4,3,180,308,506,695,1003,1281,909,317,54,7,5089,10,3,9,3,15,16,9,8,0,66,0,19,95,208,251,126,37,3,0,749,15,20,30,51,62,56,20,11,0,268,0,5,9,30,31,17,5,3,0,104,20,45,73,87,124,72,38,6,0,465,6,13,17,29,57,34,5,5,0,169,150,159,74,64,100,74,31,5,0,661,208,168,60,58,42,28,19,0,0,586,10,19,16,22,49,27,9,0,0,154,12,12,22,10,18,15,5,5,0,100,5,30,59,91,120,74,19,9,0,405,7,14,31,51,85,70,41,11,3,314,12,134,260,351,426,282,149,32,3,1642,13,20,16,23,41,35,12,3,0,177,5,29,133,130,119,113,41,9,0,587,71,100,123,169,253,284,105,12,0,1109,36,144,328,474,602,467,221,36,0,2316,45,45,35,20,28,22,11,4,0,202
LGA56620,0,0,0,0,0,0,0,0,0,0,4,14,19,26,44,34,12,0,0,146,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,3,3,0,0,19,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,3,11,12,15,16,3,0,0,63,0,3,15,10,8,12,7,0,0,61,0,4,7,13,20,12,0,0,0,47,0,0,7,7,8,7,7,0,0,35
LGA56730,4,7,12,18,13,9,5,4,0,68,144,174,324,408,531,475,136,15,0,2214,6,14,35,27,40,48,42,15,3,235,0,15,34,28,47,44,7,0,0,180,25,21,50,38,55,57,13,0,0,253,4,9,10,21,22,23,9,0,0,97,16,38,72,88,79,65,18,0,0,382,8,13,22,27,30,26,7,0,0,129,96,50,60,73,85,85,27,0,0,474,68,55,37,29,39,27,18,0,0,270,3,8,37,33,61,69,27,6,0,241,0,0,0,5,0,3,3,0,0,13,0,4,13,10,13,10,0,0,0,51,0,3,3,6,10,9,7,0,0,42,3,8,31,25,43,28,3,0,0,145,3,13,25,30,27,24,6,0,0,129,6,17,60,77,109,126,28,0,0,416,5,23,68,85,104,92,20,4,0,394,14,38,83,119,128,148,59,0,0,588,0,0,8,8,4,11,3,3,0,38
LGA56790,0,0,5,0,0,8,3,0,0,27,18,42,90,141,155,218,75,10,0,755,7,13,34,57,52,69,63,19,0,318,0,9,19,23,26,20,6,0,0,104,0,0,11,0,3,12,10,0,0,29,0,0,0,5,0,3,0,0,0,11,4,10,25,30,27,52,6,0,0,158,0,0,4,4,0,4,0,0,0,15,8,10,15,13,28,33,9,0,0,111,25,14,23,24,29,51,13,3,0,186,0,0,3,14,3,21,10,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,10,0,0,0,5,9,4,5,0,0,22,0,4,8,9,10,6,3,0,0,46,0,5,0,19,14,20,3,0,0,65,0,4,6,14,20,36,10,0,0,93,0,0,10,31,46,43,12,0,0,143,0,0,22,24,33,54,21,3,0,156,0,0,0,3,3,4,0,0,0,19
LGA56860,0,0,0,0,0,0,0,0,0,0,4,8,5,9,8,15,5,0,0,46,0,0,0,8,4,10,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,0,6,3,0,0,6,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA56930,0,3,0,0,0,0,0,0,0,13,50,41,39,43,70,52,32,3,0,332,9,0,0,0,3,5,0,0,0,14,0,0,3,9,9,10,0,0,0,27,4,3,3,3,4,6,3,3,0,26,0,0,0,0,0,6,0,0,0,5,0,0,3,6,7,6,3,0,0,23,0,0,3,0,3,4,0,0,0,11,16,10,4,3,14,6,5,0,0,58,17,21,3,5,3,0,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,10,14,15,6,0,0,60,0,0,5,3,3,11,11,7,0,39,0,13,15,6,30,30,17,0,0,109,3,0,0,4,0,0,0,0,0,10,0,4,0,5,3,3,7,0,0,19,15,5,5,6,18,8,3,0,0,63,3,11,21,19,32,26,15,0,0,128,8,0,0,0,0,0,0,0,0,10
LGA57000,0,0,0,0,0,0,0,0,0,3,3,18,24,26,28,25,10,0,0,141,0,5,9,14,11,20,17,6,0,91,4,19,80,74,65,47,3,0,0,290,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,13,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,5,5,6,9,0,3,0,30,0,3,5,0,11,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,4,0,0,0,19,0,0,0,9,4,4,0,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,5
LGA57080,7,54,110,54,33,23,9,3,0,309,396,1192,3082,1516,904,692,210,35,0,8030,3,8,30,12,7,9,6,0,0,77,8,89,564,479,281,202,33,3,0,1660,13,36,159,111,80,59,29,6,0,490,0,11,69,54,30,19,7,0,0,188,18,61,299,203,146,122,27,0,0,881,6,18,84,75,54,35,14,0,0,286,129,248,373,151,109,92,29,4,0,1135,217,580,878,319,121,89,27,4,0,2241,12,56,161,118,76,79,23,0,0,529,12,24,65,52,28,15,5,3,0,205,7,47,231,138,74,74,19,9,0,588,0,10,83,59,40,37,31,12,0,271,15,211,1047,624,250,226,101,24,0,2498,10,67,268,141,68,44,25,4,0,629,17,71,278,215,171,133,36,0,0,929,66,205,399,289,172,140,56,3,0,1334,30,181,935,444,285,231,73,11,0,2187,23,82,143,61,34,25,10,3,0,386
LGA57140,0,0,3,0,0,0,0,0,0,5,10,10,27,25,40,42,19,5,0,175,3,9,14,18,21,34,25,6,0,145,0,0,0,0,4,4,0,0,0,11,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,3,0,0,0,15,6,3,6,0,3,0,0,0,0,14,6,0,3,3,3,6,0,0,0,17,0,0,0,0,4,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,6,0,0,0,6,0,0,7,7,4,12,0,0,0,24,0,4,3,9,8,8,0,0,0,24,0,0,3,3,14,19,5,0,0,44,0,0,0,0,0,0,0,0,0,5
LGA57210,3,7,7,8,16,13,5,0,0,50,52,52,146,186,250,239,90,9,0,1032,24,28,92,87,113,107,94,29,4,582,0,0,3,13,17,12,0,0,0,44,13,14,30,29,45,26,8,5,0,168,0,0,0,0,0,0,0,0,0,8,6,14,18,26,23,29,17,3,0,143,3,5,9,7,15,12,0,0,0,52,23,8,24,23,32,42,6,0,0,156,23,8,9,16,16,13,11,4,0,99,4,3,13,16,24,30,15,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,6,0,0,15,0,0,0,6,7,3,0,0,0,11,0,4,12,15,8,12,7,0,0,56,0,0,3,11,13,12,3,0,0,50,0,6,11,25,51,30,16,0,0,135,0,0,17,44,48,42,14,0,0,171,4,13,33,28,57,56,23,0,0,220,0,0,7,3,3,7,0,0,0,21
LGA57280,6,11,32,34,25,13,3,0,0,137,167,276,1096,926,613,406,80,0,0,3567,6,0,5,0,3,3,4,0,0,24,40,127,702,782,486,303,29,0,0,2472,13,18,115,82,68,28,5,0,0,328,8,9,28,42,42,23,3,0,0,154,20,46,225,145,144,108,27,0,0,712,10,21,77,84,42,25,4,0,0,261,80,39,98,87,82,75,14,0,0,480,68,39,97,73,59,38,14,0,0,376,24,38,197,263,232,181,23,0,0,970,0,3,8,3,3,4,0,0,0,25,0,0,13,15,0,3,0,0,0,37,3,15,51,33,23,11,4,0,0,144,6,7,60,72,31,22,8,0,0,212,4,18,80,69,38,36,3,0,0,248,19,22,138,109,85,65,25,0,0,462,5,33,175,152,116,88,17,0,0,584,20,48,197,181,130,120,33,0,0,735,3,4,15,16,11,6,3,0,0,60
LGA57350,0,0,0,0,0,0,0,0,0,0,4,0,26,22,28,33,9,0,0,128,3,6,14,20,24,27,15,9,0,115,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,3,0,0,0,11,0,0,6,0,0,0,0,0,0,9,4,0,0,0,0,3,0,0,0,17,0,0,0,0,4,4,0,0,0,9,0,0,0,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,21,0,0,8,7,7,11,0,0,0,32,0,0,12,0,5,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,3,0,0,0,0,0,12,13,39,115,87,88,93,19,4,0,454,5,14,43,35,38,58,13,6,4,213,5,38,140,111,132,83,20,0,0,527,0,0,3,5,3,3,0,0,0,18,0,0,0,0,0,3,0,0,0,9,6,13,40,25,29,31,3,0,0,145,0,0,4,5,0,0,0,0,0,10,3,3,4,4,13,10,0,0,0,43,3,11,13,6,16,13,5,0,0,65,0,0,4,6,6,7,6,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,17,0,5,10,9,3,0,0,0,0,32,0,0,4,0,0,4,0,0,0,20,0,0,12,7,20,21,0,0,0,67,0,4,13,14,20,9,3,0,0,64,0,6,17,10,9,20,3,0,0,60,0,0,5,0,0,0,0,0,0,5
LGA57490,62,86,229,235,216,135,23,5,6,995,2151,2748,6167,6653,6638,4364,779,47,5,29550,5,28,66,98,83,68,23,6,0,379,36,263,999,1153,983,575,87,3,0,4104,194,329,942,1036,1130,910,126,8,0,4664,21,53,170,180,195,138,11,0,0,781,283,571,1487,1440,1304,901,133,7,0,6137,53,96,336,309,322,252,40,5,0,1420,1009,991,1191,948,1028,708,143,4,0,6020,1572,630,483,431,293,175,55,5,0,3646,44,132,443,555,581,593,157,13,0,2516,44,43,92,77,59,35,8,4,0,349,5,46,245,239,224,120,19,0,0,905,19,44,156,156,172,137,39,7,0,738,40,162,573,700,588,336,109,3,0,2517,70,182,427,435,450,339,75,0,3,1972,76,539,1390,1237,1187,868,138,12,0,5447,115,302,905,1358,1441,938,207,11,0,5274,136,626,1570,1815,1980,1480,271,12,0,7884,116,115,194,126,118,76,32,3,0,788
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,21,0,0,0,0,0,4,0,0,0,9,0,3,0,8,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57700,24,27,68,67,52,41,8,6,0,293,570,636,1839,1736,1519,995,217,18,3,7532,13,20,33,45,80,80,48,15,0,335,21,60,272,273,225,128,21,0,0,994,46,92,275,280,236,188,37,4,0,1158,3,5,50,45,45,38,4,0,0,198,86,166,487,418,340,230,46,0,0,1781,14,35,126,149,100,70,11,0,0,510,195,180,319,301,249,167,31,3,0,1451,343,93,86,80,78,47,7,0,0,743,17,49,212,248,232,165,64,3,0,982,10,13,13,14,11,6,3,0,0,68,10,11,52,66,53,27,5,0,0,214,8,16,50,45,46,32,4,0,0,212,16,52,165,189,153,98,20,4,0,706,21,31,115,110,99,64,18,0,0,457,9,34,176,219,226,157,36,6,0,861,30,84,254,282,252,181,39,4,0,1130,57,144,502,467,351,257,63,0,0,1847,26,45,46,49,40,22,9,3,0,239
LGA57770,0,0,4,0,0,4,0,0,0,11,11,37,135,87,92,146,22,5,0,528,3,3,7,6,8,11,9,5,0,45,0,0,30,43,30,29,0,0,0,137,0,0,6,11,8,20,3,0,0,44,0,0,4,0,3,3,0,0,0,12,0,3,19,26,25,45,9,0,0,131,0,0,0,4,4,4,0,0,0,16,3,6,16,16,13,30,8,0,0,88,8,21,55,18,15,19,3,0,0,143,0,6,3,4,7,14,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,12,0,0,0,0,7,8,0,0,0,13,0,8,10,15,4,14,0,0,0,55,0,4,15,10,8,17,9,0,0,52,5,4,18,17,16,34,4,0,0,95,0,0,7,17,17,24,0,0,0,68,0,0,19,13,20,35,8,0,0,100,0,5,4,5,0,5,0,0,0,25
LGA57840,11,35,79,78,57,53,27,5,4,351,561,1320,2633,2229,2113,1696,569,64,7,11194,19,19,18,28,24,33,38,12,0,183,13,69,345,405,369,219,34,5,0,1452,26,64,167,145,144,133,55,8,0,747,3,9,54,59,50,32,8,0,0,223,31,140,349,337,248,201,72,10,0,1385,7,45,72,93,94,76,20,5,0,420,303,400,362,205,206,162,87,12,0,1734,377,377,299,180,119,102,30,9,0,1490,16,74,171,152,150,141,45,9,0,758,14,24,71,48,45,31,12,0,0,246,9,46,163,203,224,121,70,9,0,836,9,33,85,99,99,109,54,10,0,497,15,248,745,725,544,430,187,26,0,2910,15,73,165,104,109,100,31,13,0,608,11,103,269,277,318,245,64,6,0,1286,78,232,516,487,530,479,192,13,0,2535,36,360,900,685,589,546,167,28,5,3317,63,107,114,81,57,52,28,3,0,509
LGA57910,80,191,532,499,344,206,83,30,4,1966,2622,5353,15079,13303,10879,7716,2213,202,11,57371,21,33,130,119,133,98,51,16,0,592,17,247,1744,1919,1218,603,120,8,0,5880,128,296,959,1046,983,777,223,30,5,4441,14,43,306,340,262,193,40,3,0,1210,249,705,2720,2535,1779,1294,357,37,6,9677,54,151,511,620,592,407,123,16,0,2467,1559,1888,2288,1655,1329,1112,380,48,4,10251,1626,1485,2016,1194,743,531,127,14,0,7732,51,265,1145,1057,856,683,249,27,0,4334,28,91,358,323,238,161,44,16,0,1263,19,191,835,1055,905,501,131,22,0,3658,12,102,419,432,391,321,167,40,4,1890,78,694,3031,3344,2399,1341,475,71,6,11435,73,326,1246,1081,713,563,197,25,0,4239,42,339,1539,1734,1596,1202,269,21,3,6745,226,671,2237,2276,2444,1969,573,43,0,10442,187,1368,5060,4156,3275,2628,862,63,0,17600,250,341,629,424,363,226,69,13,0,2310
LGA57980,6,3,40,33,33,23,7,6,0,140,186,449,1151,937,884,675,270,41,4,4593,0,0,3,3,7,11,8,5,0,44,0,27,139,199,191,70,26,3,0,643,16,7,42,60,51,40,19,0,0,230,0,8,27,20,21,9,4,0,0,87,5,34,71,95,74,53,18,0,0,348,4,8,24,35,30,27,14,0,0,151,89,121,117,64,69,47,24,11,0,538,140,125,111,45,23,30,16,0,0,485,4,12,21,40,41,35,15,4,0,172,4,14,36,16,16,24,6,0,0,123,0,13,68,104,46,56,27,10,0,319,0,5,35,17,34,35,25,7,0,158,11,108,430,384,329,214,108,19,0,1605,5,17,45,33,31,27,10,4,0,174,0,22,106,104,99,86,25,3,0,456,29,61,176,185,216,197,96,7,0,967,13,114,540,383,302,283,114,20,0,1764,24,38,55,31,25,26,7,6,0,210
