LGA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
LGA56460,2380,2429,4808,106,123,230,314,296,614,211,179,387,137,131,265,271,270,540,240,295,529,315,281,596,301,335,638,285,248,535,146,170,319,59,99,162,9,0,8,2178,2259,4437,202,176,375,130,145,270,0,0,7,0,5,4,133,146,278,1737,1783,3517,379,410,788,1904,1967,3873,213,217,426,1965,2048,4015,17,24,43,268,265,528,134,132,263,18,25,46,28,87,116,738,869,1606,228,250,484,509,461,975,140,116,260,79,70,151,15,10,21
LGA56580,10884,11248,22132,484,503,996,1722,1459,3179,878,765,1643,734,653,1385,959,884,1839,1138,1334,2472,1472,1675,3144,1294,1444,2739,1191,1304,2487,737,807,1540,290,426,712,28,29,60,10420,10782,21198,465,466,933,42,52,94,0,0,3,0,0,0,40,51,94,7088,7149,14231,3492,3755,7251,9011,9022,18034,1561,1876,3442,9717,9945,19670,203,168,371,1677,1422,3106,817,715,1536,470,454,928,334,471,803,6915,7224,14140,441,445,889,641,853,1498,258,260,516,72,92,164,16,20,35
LGA56620,715,736,1444,40,42,87,107,96,209,70,64,131,58,59,118,115,132,248,116,105,218,94,111,206,73,84,155,31,31,58,7,10,21,0,0,3,3,0,3,660,717,1378,58,14,73,545,598,1144,0,0,0,0,0,0,545,598,1144,611,651,1261,30,28,57,102,81,187,527,596,1122,623,660,1290,7,9,19,101,89,184,22,27,52,0,0,3,7,9,14,106,125,238,77,75,152,136,159,300,57,53,114,57,66,123,11,17,24
LGA56730,5581,5566,11145,295,286,583,756,725,1482,351,320,669,294,259,556,656,554,1210,641,620,1261,682,774,1460,760,833,1596,713,693,1403,343,362,705,89,139,232,3,3,6,5097,5435,10536,489,127,616,334,363,694,0,0,3,5,5,8,339,367,707,3980,4065,8043,1080,968,2047,4490,4705,9194,273,343,614,4517,4737,9250,69,69,140,665,624,1285,208,209,416,34,46,82,60,176,238,1416,1785,3204,467,558,1027,1303,1261,2567,316,289,609,211,163,373,20,12,34
LGA56790,2256,2099,4355,73,83,158,223,178,404,76,45,118,63,66,132,157,155,316,192,218,412,265,223,493,417,442,861,519,456,981,214,174,387,43,49,93,7,3,13,2112,1962,4072,144,141,284,92,95,187,0,0,0,0,0,0,93,94,189,1628,1449,3072,298,346,642,1905,1758,3665,41,67,106,1898,1734,3631,18,13,36,190,156,343,34,18,55,6,7,14,13,41,53,645,710,1350,179,212,384,611,498,1110,141,92,235,96,65,159,10,5,16
LGA56860,130,125,250,3,4,10,13,13,24,10,3,10,11,10,23,7,7,14,12,8,20,19,22,42,25,24,43,30,22,52,9,7,10,0,0,4,0,0,0,119,114,235,9,13,23,4,7,18,0,0,0,0,0,0,4,7,18,93,84,172,13,8,21,101,87,190,4,9,11,102,92,197,0,0,0,14,5,16,7,0,7,0,3,3,0,5,5,35,36,70,8,12,26,30,21,53,8,7,10,0,0,0,0,0,0
LGA56930,647,930,1583,32,20,51,72,162,238,59,171,231,46,52,96,60,53,110,43,68,110,92,118,213,99,115,219,83,95,174,41,56,98,17,26,45,0,0,0,644,788,1432,3,149,150,0,33,35,0,0,0,0,0,0,0,32,41,466,640,1106,164,256,423,569,800,1371,63,102,160,588,839,1427,5,14,17,66,167,228,48,160,209,34,39,70,10,29,37,456,513,964,23,69,97,29,78,107,16,53,67,5,8,9,0,3,3
LGA57000,782,307,1090,7,12,21,34,30,65,14,16,26,27,24,51,164,40,199,177,44,221,145,45,198,145,47,190,46,41,81,20,9,31,4,3,11,5,0,5,244,213,452,540,101,641,7,13,21,0,0,0,0,0,0,7,13,21,330,177,509,141,43,178,413,204,614,60,15,76,409,194,601,3,4,7,22,24,48,3,4,6,4,0,3,7,11,19,237,97,330,60,28,85,119,50,170,14,9,24,15,3,19,0,0,0
LGA57080,17739,15458,33193,563,537,1096,682,586,1269,649,848,1495,1910,2017,3927,4884,4461,9347,3206,2372,5580,2032,1486,3518,1805,1326,3132,1226,1093,2319,600,524,1122,173,215,388,540,308,849,12665,11713,24378,5074,3743,8816,310,326,632,12,5,12,8,5,16,327,335,657,6672,5347,12022,7967,8030,15999,9168,7485,16647,5269,5752,11021,9847,8334,18185,102,111,209,554,494,1052,513,672,1184,1086,1189,2271,1370,1524,2897,10976,10186,21161,799,627,1429,1113,989,2103,213,179,398,120,136,258,68,63,125
LGA57140,511,487,995,30,20,52,71,47,118,17,14,34,29,13,46,37,48,87,52,42,96,55,61,116,94,88,179,84,77,157,47,50,97,10,15,26,0,0,0,505,474,987,0,7,12,51,57,104,0,0,0,0,0,0,51,57,104,405,367,776,69,93,164,457,428,888,23,24,46,454,426,885,3,0,5,65,48,110,10,11,15,0,0,0,0,6,8,144,171,313,39,44,80,131,111,241,36,32,70,29,16,43,0,0,0
LGA57210,2679,2543,5227,136,108,249,349,308,655,164,128,289,101,86,189,223,233,459,278,278,555,362,376,739,423,436,859,410,377,791,175,149,328,55,67,116,5,5,7,2570,2506,5074,113,37,149,85,89,171,0,0,0,0,0,0,85,89,172,1890,1739,3632,491,516,1001,2187,2128,4315,157,159,325,2192,2158,4349,25,16,48,306,268,575,93,97,188,7,8,22,25,72,99,790,948,1735,220,236,451,662,534,1198,143,106,249,88,57,148,36,22,53
LGA57280,10743,8049,18788,729,674,1403,1250,1250,2497,446,370,814,483,458,937,1995,1685,3683,2102,1369,3472,1719,980,2695,1381,789,2173,497,360,861,118,89,208,20,20,35,34,21,60,8378,7523,15897,2365,524,2892,1326,1352,2681,70,51,125,79,89,168,1475,1490,2970,6178,5135,11314,2075,1636,3712,6851,5493,12349,1268,1164,2433,7169,5822,12987,150,154,300,1045,1048,2092,218,193,410,49,59,106,232,355,585,3226,2920,6143,1011,638,1655,1683,1069,2754,335,198,539,134,122,261,37,40,74
LGA57350,443,489,935,28,25,51,35,55,102,15,11,23,6,6,18,36,55,93,42,41,76,58,66,120,70,85,152,96,79,171,43,42,87,16,22,40,0,0,0,429,472,904,14,14,34,35,40,70,0,0,0,0,0,0,35,40,70,287,316,600,44,48,95,306,350,654,9,13,25,311,351,655,3,4,11,23,44,67,6,0,13,0,0,0,4,6,13,102,127,229,28,27,55,94,103,197,17,19,36,25,15,40,0,0,0
LGA57420,1586,1003,2592,74,73,149,107,112,222,35,22,53,81,51,140,293,166,465,233,118,342,287,128,419,263,152,414,137,101,237,57,61,119,11,19,30,9,4,13,1011,906,1920,573,94,669,42,45,89,0,6,0,0,0,0,45,54,93,991,686,1678,366,204,571,1227,849,2071,131,61,190,1203,811,2007,25,21,37,103,99,204,15,9,24,5,8,7,31,38,61,577,388,966,132,100,225,359,178,537,73,41,112,35,20,52,3,0,5
LGA57490,63702,67513,131213,4794,4329,9122,10307,9940,20246,4489,4236,8721,3973,3840,7819,8351,9225,17577,8091,9412,17500,7980,8967,16949,7135,7568,14706,4888,5566,10455,2841,3208,6054,846,1213,2063,97,105,203,62368,66718,129085,1328,793,2127,1613,1713,3326,42,51,93,60,53,115,1720,1816,3534,41532,43298,84833,18993,21228,40218,55570,58328,113893,4810,6058,10870,53988,57180,111162,1367,1138,2506,9677,9332,19005,3150,3144,6299,898,1139,2039,1323,2973,4294,22215,26689,48908,6396,6535,12932,13047,13037,26085,2695,2679,5375,1121,1224,2344,159,162,319
LGA57630,203,75,283,0,0,0,4,0,4,6,0,6,14,0,20,35,9,45,24,5,33,34,12,40,40,31,73,27,21,47,16,5,22,0,0,0,0,0,0,88,57,147,112,21,135,4,0,5,0,0,0,0,0,0,4,0,5,73,37,109,20,17,34,89,52,139,0,5,4,88,48,138,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,35,17,60,15,3,17,20,23,38,12,7,17,4,3,6,0,0,0
LGA57700,15298,15868,31167,1415,1383,2794,2714,2511,5218,946,997,1941,830,844,1669,2094,2561,4656,2227,2323,4551,1875,1977,3855,1574,1640,3219,1029,1044,2071,480,445,927,108,145,252,17,26,46,14889,15803,30691,412,60,471,430,408,840,13,14,26,14,12,24,458,437,891,10992,11208,22197,3808,4119,7923,12813,13477,26286,1628,1826,3448,13185,13898,27080,387,338,732,2584,2375,4962,644,728,1372,184,250,438,285,646,935,4875,6335,11217,1461,1499,2956,3328,2893,6223,695,518,1216,259,212,473,51,32,82
LGA57770,1547,1430,2976,94,63,159,104,93,199,23,23,43,33,51,88,148,203,355,156,141,298,179,140,324,298,326,625,371,286,659,132,88,216,7,7,14,14,14,18,1230,1184,2412,315,249,560,70,41,111,0,0,0,0,0,0,70,44,111,953,858,1812,299,317,619,1169,1063,2238,98,112,206,1172,1061,2233,16,10,30,80,70,152,6,12,20,0,4,9,11,37,49,456,541,997,145,127,270,363,288,652,72,50,126,58,23,80,3,4,4
LGA57840,20864,21953,42818,1046,1001,2048,2294,1941,4239,1392,1112,2503,1728,1717,3446,3174,3235,6409,2755,2898,5655,2441,2725,5164,2309,2723,5025,2185,2435,4621,1097,1372,2467,449,790,1232,98,74,172,19864,21060,40926,1004,890,1891,320,298,619,7,13,15,11,12,24,339,317,655,12872,13165,26038,7069,7774,14841,15789,16141,31925,4080,4752,8829,17492,18208,35692,337,312,641,2195,1847,4042,1195,973,2170,972,967,1940,944,1221,2167,12772,13503,26280,1087,1179,2268,1918,2223,4135,471,477,947,243,311,555,62,101,158
LGA57910,106824,115056,221880,6838,6431,13269,12787,12188,24969,5706,5504,11211,6387,6821,13208,17262,18987,36243,16567,17416,33988,13411,14132,27546,11306,12297,23598,8925,10676,19600,5436,7008,12442,2195,3596,5790,218,288,506,105273,112908,218185,1550,2141,3699,1178,1306,2486,37,25,64,25,35,59,1242,1363,2601,62360,66290,128649,39955,44119,84078,72879,77395,150275,29066,32576,61642,87708,94544,182249,1893,1835,3730,12080,11583,23667,4705,4711,9414,2842,3368,6205,4381,6567,10952,57499,63151,120646,6497,6661,13162,12204,13734,25942,2990,3287,6275,2576,3518,6093,856,1133,1987
LGA57980,8162,9024,17183,430,410,839,972,984,1958,429,372,803,451,559,1010,1200,1394,2595,1126,1289,2413,1015,1125,2140,929,1023,1953,925,955,1883,522,631,1153,158,278,432,32,24,56,7868,8731,16601,294,290,581,64,75,144,4,0,3,0,3,3,71,83,151,4899,5404,10300,2809,3219,6028,6354,6895,13255,1309,1674,2985,6814,7471,14283,149,131,280,907,941,1844,385,334,720,235,326,559,359,548,910,5265,5939,11208,306,316,620,510,643,1148,155,151,307,64,95,162,12,12,19
LGA58050,73827,76583,150408,5852,5424,11277,11388,10627,22014,5007,4605,9612,4824,4679,9499,10615,12027,22640,10841,11475,22316,9119,9982,19101,7815,8414,16229,5231,5515,10740,2452,2756,5206,688,1082,1767,149,173,327,72861,75404,148260,967,1180,2147,2594,2770,5369,68,55,125,55,65,115,2716,2893,5609,46472,47125,93592,24225,26354,50583,53520,54360,107880,16767,18478,35244,62879,64383,127258,1674,1461,3139,10723,9999,20725,3614,3472,7085,1353,1620,2978,1894,3507,5407,29520,33681,63203,6260,6258,12517,12853,12292,25144,2766,2572,5334,1594,1840,3432,501,724,1219
LGA58190,209,162,374,6,6,15,26,22,53,10,7,17,8,4,13,28,15,42,13,26,36,35,27,61,48,22,70,17,18,34,13,15,27,3,0,9,0,0,0,209,162,374,0,0,0,15,21,33,0,0,0,0,0,0,15,21,33,160,113,270,19,25,44,179,134,310,0,0,6,165,127,291,0,0,3,23,20,38,7,0,13,3,0,3,3,7,5,65,58,126,17,15,31,40,27,68,13,0,21,7,4,15,0,0,0
LGA58260,327,284,612,21,21,38,33,38,70,10,9,17,11,12,19,38,36,74,53,38,92,38,43,79,44,40,90,47,34,75,24,19,45,4,3,6,3,0,0,290,268,560,37,20,52,20,20,47,0,0,0,0,0,0,22,24,48,229,190,420,39,41,81,259,223,483,7,12,16,252,215,464,0,9,10,21,30,54,7,7,9,0,0,0,3,7,16,91,107,201,33,21,53,73,43,113,10,6,19,12,9,19,0,0,4
LGA58330,2226,2172,4398,76,85,164,258,215,478,101,97,201,86,53,142,145,170,324,194,210,401,282,334,618,431,456,882,425,361,789,191,154,346,35,29,69,0,0,0,2182,2164,4353,45,3,45,69,63,135,0,0,0,0,0,0,69,63,135,1493,1448,2945,463,492,959,1899,1876,3786,72,80,148,1861,1802,3657,19,25,44,214,186,403,67,69,135,19,6,24,14,79,95,674,789,1467,195,234,429,580,481,1061,124,94,214,70,59,133,4,0,0
LGA58400,148,132,285,0,8,9,14,8,22,8,10,13,3,6,8,17,20,36,5,10,17,17,22,38,38,25,55,34,25,55,10,11,23,0,0,0,0,0,0,144,124,276,5,4,6,6,4,10,0,0,0,0,0,0,6,10,15,106,94,201,21,21,44,122,112,237,3,8,8,129,107,231,0,0,0,11,5,17,3,8,10,0,0,0,0,0,5,42,34,77,18,7,27,49,43,94,9,10,17,4,3,13,0,0,0
LGA58470,169,147,310,9,11,23,11,14,25,8,6,11,4,4,7,6,14,23,16,21,37,27,20,41,32,25,62,37,29,68,6,9,14,0,0,0,0,0,0,169,147,310,0,0,0,56,38,93,0,0,0,0,0,0,52,38,94,124,109,229,28,21,48,134,121,259,14,10,27,145,123,274,3,3,9,13,9,27,0,0,3,0,0,0,3,9,12,57,61,121,9,16,24,42,25,68,5,3,8,15,0,15,0,0,0
LGA58510,18300,18710,37008,996,1053,2053,1626,1533,3161,753,801,1544,1496,1549,3045,3793,3789,7579,3030,2898,5931,2201,2178,4378,1915,1839,3754,1419,1444,2859,724,943,1666,348,685,1039,45,55,103,17303,17459,34760,995,1257,2253,324,321,643,9,6,13,12,0,12,349,326,665,10407,10271,20674,6646,7150,13794,12738,12433,25174,4213,4762,8972,13944,13879,27827,273,268,545,1533,1438,2973,571,635,1209,735,818,1550,1042,1386,2429,10473,10920,21391,1077,938,2008,1988,1891,3875,392,402,794,270,366,638,97,113,211
LGA58540,396,371,771,18,15,31,43,48,94,9,10,22,10,9,25,38,34,75,53,48,100,56,55,103,80,68,149,60,54,109,26,26,48,6,3,12,0,0,0,393,369,762,9,5,11,16,15,28,0,0,0,0,0,0,16,15,28,306,240,547,49,69,117,338,298,638,8,14,27,323,278,596,3,0,4,42,40,80,0,10,8,0,0,0,4,5,12,136,118,254,31,25,60,104,85,190,17,10,23,8,12,19,3,0,3
LGA58570,17641,17948,35588,990,884,1876,1670,1660,3329,657,642,1301,1141,1353,2491,3847,4091,7941,3150,2964,6113,2339,2224,4562,1898,1826,3720,1184,1248,2436,548,634,1189,217,421,638,76,63,138,17121,17407,34529,515,539,1061,156,171,330,3,0,5,0,4,0,169,174,339,11084,11155,22244,5665,6047,11718,13467,13201,26665,3197,3919,7122,14615,14856,29474,321,224,545,1607,1582,3190,548,531,1080,521,701,1223,996,1394,2388,10985,11528,22508,897,807,1703,1453,1394,2850,309,271,579,269,451,716,79,151,229
LGA58610,836,827,1657,51,35,85,104,91,198,40,45,79,26,26,59,82,80,163,97,87,180,94,99,193,121,129,255,131,129,261,72,71,148,19,31,46,0,0,3,813,807,1622,17,19,34,26,21,49,0,0,0,0,0,0,26,21,49,632,580,1211,120,155,271,716,709,1421,40,27,67,686,684,1362,8,7,19,84,80,164,16,28,42,4,7,10,10,11,18,241,272,516,61,73,137,217,210,421,52,43,93,34,19,50,4,3,3
LGA58680,272,247,514,8,11,24,26,27,55,8,14,23,16,7,20,16,22,36,29,24,55,45,47,95,49,33,82,39,36,75,20,21,44,6,3,9,0,0,0,272,247,514,0,0,0,0,6,8,0,0,0,0,0,0,0,6,8,187,177,359,32,28,64,216,199,409,3,5,11,209,194,399,0,0,0,22,23,44,3,9,12,0,0,0,3,5,6,86,78,163,23,22,49,64,44,107,16,8,22,6,7,15,3,0,3
LGA58760,98802,104970,203769,7474,7226,14703,16139,15145,31289,7083,6731,13813,6628,6464,13085,13104,14974,28081,14093,15845,29942,13065,14376,27442,9973,10863,20832,6755,7624,14382,3475,4149,7620,1003,1568,2580,174,191,372,98403,104208,202610,402,758,1163,1783,1925,3711,69,55,121,53,52,102,1899,2031,3930,55757,57596,113357,39682,43909,83593,74748,78326,153077,20307,22609,42917,84071,88666,172739,2197,2102,4293,15302,14392,29691,5220,5251,10473,2121,2466,4591,2388,4822,7209,41336,48295,89636,8475,8475,16950,16105,15608,31714,3485,3351,6840,1811,2227,4037,754,1018,1769
LGA58820,2042,2064,4098,89,103,190,240,254,492,120,126,240,95,74,168,170,188,351,238,238,475,291,288,582,315,323,638,295,272,565,148,146,293,42,56,98,4,0,5,1920,2010,3932,118,50,172,82,69,152,0,0,0,0,0,0,82,69,152,1498,1528,3027,366,402,767,1730,1794,3521,138,119,260,1780,1790,3573,16,19,45,224,228,457,80,88,158,11,19,35,14,59,68,513,610,1121,208,231,433,585,515,1102,138,114,249,80,83,162,7,0,12
LGA58890,407,346,752,15,15,26,53,53,107,13,11,18,20,11,33,30,33,58,41,35,77,62,64,120,82,65,142,59,44,103,27,14,47,13,7,24,0,0,0,407,346,752,0,0,0,11,7,19,0,0,0,0,0,4,15,8,26,323,249,573,30,42,70,350,290,644,0,3,8,345,276,619,3,5,3,44,38,79,5,3,8,4,3,5,0,5,5,153,145,295,25,24,51,96,62,150,15,11,23,17,9,19,0,0,4
LGA59030,258,140,396,5,12,18,14,12,30,0,0,5,12,3,17,31,20,52,50,11,65,53,12,69,57,26,79,17,21,38,8,9,18,4,4,8,4,0,4,114,125,242,142,11,158,4,3,5,0,0,0,0,0,0,4,3,5,147,98,245,45,21,68,184,113,298,8,8,15,181,113,289,0,4,3,14,11,23,0,0,4,0,4,4,4,0,8,78,47,128,32,17,44,51,20,73,8,10,14,0,7,7,0,0,0
LGA59100,346,309,659,17,17,35,48,46,91,13,10,20,19,14,26,36,32,70,28,41,63,42,33,75,67,55,124,52,31,76,25,29,51,4,12,11,0,0,0,332,295,629,16,10,28,8,8,15,0,0,0,0,0,0,8,8,15,265,231,494,22,32,48,276,256,536,5,5,11,271,246,519,4,8,11,38,40,77,0,9,5,0,0,0,0,9,11,90,109,202,28,25,50,80,58,136,16,16,33,8,3,11,0,0,0
LGA59170,503,498,997,27,39,70,81,67,151,20,13,28,20,12,35,49,61,111,84,64,151,56,54,111,64,85,153,51,56,106,36,34,68,13,9,17,0,0,0,496,487,986,7,10,14,8,11,17,0,0,0,0,0,0,6,11,18,395,376,775,52,53,105,437,419,863,18,17,30,425,406,826,6,5,13,70,54,131,10,9,22,4,0,5,0,23,20,200,199,398,36,39,83,87,79,160,18,17,34,9,8,21,4,0,4
LGA59250,975,336,1306,4,15,22,36,37,72,16,10,23,77,24,103,269,77,342,199,57,259,203,51,257,116,38,151,44,16,66,5,5,9,0,0,0,5,0,5,179,167,350,790,170,956,71,81,155,0,0,0,0,0,4,76,83,156,394,185,577,173,52,226,454,149,597,113,85,192,492,213,705,0,0,0,24,28,47,3,3,9,3,5,8,16,17,27,288,98,387,69,21,84,131,59,192,27,12,34,15,12,21,0,0,0
LGA59310,684,593,1278,41,32,75,79,82,159,27,19,47,33,26,61,82,64,141,79,88,167,85,66,153,102,83,189,96,84,184,45,36,78,11,9,20,0,0,4,663,579,1241,22,14,33,38,34,75,0,0,0,3,0,3,42,34,74,538,476,1010,93,75,171,605,532,1138,25,24,53,594,517,1109,12,7,25,71,74,149,9,12,22,0,4,3,11,16,23,247,223,463,52,41,100,171,131,307,27,27,52,16,17,30,0,0,0
LGA59320,226,206,430,16,15,36,35,26,64,5,8,11,13,8,22,23,17,42,19,28,49,28,25,50,47,35,81,29,24,58,6,9,16,4,0,0,0,0,0,226,206,430,0,0,0,3,0,7,0,0,0,0,0,0,9,0,6,181,148,332,25,30,48,200,178,378,4,4,7,195,174,373,5,6,7,26,24,52,5,9,11,0,0,8,5,6,10,77,79,159,14,8,26,48,42,89,12,6,20,7,4,7,0,0,0
LGA59330,249,211,459,8,12,15,22,20,44,3,9,14,15,9,26,23,26,49,23,23,45,32,21,55,41,28,72,39,34,74,35,28,57,3,8,8,0,0,0,238,205,442,4,6,13,12,19,29,0,0,0,0,0,0,12,19,29,196,156,349,30,30,63,219,179,398,11,11,20,220,187,408,0,0,0,19,20,43,3,3,5,0,6,3,3,6,4,81,71,154,26,20,45,59,42,97,21,17,35,7,13,16,0,0,0
LGA59340,5751,5374,11122,314,301,620,694,708,1398,195,213,403,300,298,597,886,923,1812,852,730,1584,802,699,1500,823,876,1704,728,513,1245,144,98,237,14,15,33,67,65,132,4553,4801,9356,1195,578,1770,1201,1318,2517,14,4,19,21,19,39,1230,1344,2575,3883,3711,7602,885,819,1705,4219,3982,8204,550,569,1117,4439,4222,8659,67,61,126,544,545,1091,69,73,146,12,29,40,94,162,256,1856,2010,3867,466,472,938,1081,837,1915,238,190,433,177,107,286,28,21,49
LGA59350,806,259,1061,4,3,11,9,6,15,7,7,6,52,18,68,243,60,302,141,40,181,164,51,212,125,37,165,50,25,70,18,9,21,0,4,4,3,0,3,128,104,228,677,153,833,37,38,75,0,0,0,0,0,0,37,38,75,254,112,367,95,33,127,323,128,442,33,14,43,316,125,444,0,0,0,9,7,12,0,0,0,0,0,0,5,4,13,179,81,264,34,15,47,97,29,126,13,5,22,0,0,6,0,0,0
LGA59360,1351,535,1887,27,13,36,36,40,73,10,9,17,69,30,98,258,92,352,265,72,333,272,103,375,280,81,365,103,62,167,33,16,52,8,9,20,0,0,0,519,386,902,833,153,988,21,16,35,0,0,0,0,0,0,25,16,35,691,341,1036,259,111,374,866,408,1271,96,47,134,848,398,1244,9,0,10,24,33,65,0,4,6,9,3,8,14,13,26,386,193,580,124,44,171,274,125,399,65,21,86,37,15,58,0,0,0
LGA59370,1698,1728,3423,56,60,106,186,195,383,73,53,127,42,47,88,135,118,253,155,179,338,184,190,374,302,312,620,333,323,652,182,187,372,52,56,106,0,0,0,1646,1674,3316,56,52,104,61,71,131,0,6,3,0,0,0,69,67,135,1229,1260,2484,294,320,617,1511,1539,3045,44,60,103,1474,1530,3010,13,18,36,171,177,351,38,33,68,3,5,12,9,41,49,571,677,1252,129,150,277,438,378,820,96,67,164,64,50,118,0,0,3
LGA59799,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
