LGA_CODE_2021,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85_yr_over,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85_over,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85_yr_over,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85_yr_over,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85_yr_over,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85_yr_over,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85_ov,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85_over,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_yr_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85ov,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85_yr_over,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
LGA58050,2169,3547,8846,9260,7497,5645,1569,170,11,38716,17,26,52,43,62,58,25,9,0,305,3,63,265,254,191,79,13,0,0,873,64,107,265,310,308,198,32,6,0,1299,0,14,70,53,56,35,8,0,0,234,17,81,297,312,228,166,35,0,0,1129,25,59,194,219,169,113,26,3,0,802,682,668,1020,772,746,569,103,7,0,4562,887,425,441,354,302,182,27,5,0,2620,24,91,272,262,282,177,43,0,0,1151,9,19,48,59,34,35,0,0,0,203,11,53,263,268,191,95,22,3,0,901,12,43,149,138,109,77,19,0,0,552,19,148,496,513,310,179,61,6,0,1729,25,121,325,313,289,196,38,4,0,1318,15,111,468,544,573,401,68,0,0,2187,78,244,826,1031,1078,768,135,10,0,4162,142,718,2043,2016,1773,1328,281,10,0,8302,52,85,161,112,92,64,20,4,0,593,79,192,457,388,335,167,32,4,0,1653
LGA58190,0,9,20,8,18,25,10,5,0,91,0,0,5,3,7,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,4,0,0,0,15,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,8,22,36,30,33,9,6,0,151,0,3,0,7,11,4,5,0,0,30,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,0,0,4,5,5,8,0,0,0,19,0,0,0,4,6,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,43,53,105,138,202,271,95,14,3,926,0,3,6,7,9,13,13,0,0,46,0,0,3,9,12,6,0,0,0,27,8,0,4,3,12,3,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,14,0,0,0,26,3,0,3,0,7,8,0,0,0,22,14,5,8,10,21,24,3,0,0,83,11,5,0,6,9,15,0,0,0,51,0,0,3,7,6,7,7,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,3,7,5,6,0,0,0,15,0,5,7,4,0,6,3,0,0,20,0,0,3,3,9,9,4,0,0,31,0,0,3,0,5,10,0,0,0,19,0,4,13,6,33,20,7,0,0,79,5,0,13,24,27,33,10,0,0,107,0,7,22,28,47,65,13,0,0,187,0,0,0,5,5,0,0,0,0,11,0,3,4,0,7,7,5,0,0,26
LGA58400,0,3,16,9,16,22,9,5,0,75,0,0,0,0,3,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58470,0,4,3,13,17,18,5,0,0,62,0,0,4,3,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,5,3,9,0,0,0,12,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
LGA58510,359,1049,3145,2550,1737,1237,387,37,7,10504,0,0,8,8,8,5,0,0,0,35,0,14,155,125,72,36,0,0,0,406,14,19,54,52,39,25,11,0,0,204,0,4,23,29,12,3,0,0,0,84,0,21,87,74,38,34,4,0,0,264,0,15,51,27,20,28,5,0,0,142,108,174,226,96,77,61,31,0,0,774,176,222,252,122,57,28,9,0,0,871,9,21,58,52,54,20,4,0,0,213,4,11,23,17,11,9,0,0,0,77,0,27,68,78,53,43,6,0,0,273,0,21,47,37,40,21,19,0,0,176,9,69,333,294,143,73,23,3,0,947,12,56,135,97,69,38,14,0,0,422,7,48,176,172,150,98,19,0,0,663,19,86,302,275,277,199,51,3,0,1214,24,229,709,437,364,281,79,4,0,2124,21,40,60,53,22,27,5,4,0,226,18,45,122,71,70,34,16,4,0,375
LGA58540,9,12,30,36,40,62,22,4,0,219,0,0,5,5,8,18,3,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,0,0,0,10,5,0,6,0,3,0,0,0,0,11,6,0,0,0,0,6,0,0,0,14,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,14,0,0,0,7,4,4,0,0,0,20,0,0,0,3,7,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7
LGA58570,304,841,3247,2732,1932,1308,413,62,0,10831,0,0,19,3,5,3,5,0,0,32,0,26,165,171,93,29,3,0,0,481,23,9,70,43,29,28,4,0,0,201,0,0,36,37,34,6,0,0,0,119,0,20,101,60,38,19,7,0,0,246,3,10,36,25,40,12,0,0,0,121,98,170,194,118,105,74,18,3,0,792,127,217,323,127,60,21,13,0,0,891,5,4,34,41,24,21,5,0,0,125,0,12,52,31,24,16,3,0,0,135,0,25,123,115,74,34,4,0,0,370,4,8,43,50,32,29,15,0,0,182,3,100,476,350,223,111,40,6,0,1307,3,33,99,72,54,42,14,0,0,316,5,36,227,218,165,115,19,0,0,784,23,69,306,282,299,245,53,3,0,1267,19,184,800,462,369,272,78,5,0,2190,21,45,100,74,37,21,10,0,0,313,8,44,117,82,57,56,14,0,0,383
LGA58610,19,17,65,66,63,78,33,5,0,354,5,0,7,6,10,10,13,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,3,7,0,0,0,0,0,10,8,4,3,4,7,4,4,0,0,35,6,0,0,3,0,5,0,0,0,17,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,3,0,4,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,0,0,23,4,3,0,11,14,4,0,0,0,41,0,0,19,15,18,19,7,0,0,81,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,15
LGA58680,6,9,12,20,34,30,19,3,0,140,0,0,0,0,8,5,0,3,0,28,0,0,5,4,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,5,4,0,0,0,10,0,0,0,0,0,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
LGA58760,3070,4917,11050,12310,11129,7417,1789,196,13,51889,15,26,115,115,110,70,25,0,0,478,3,66,294,299,199,101,18,0,0,988,62,68,254,345,393,218,42,3,0,1392,9,30,68,106,77,50,8,0,0,350,29,120,442,431,425,198,51,0,0,1698,12,63,174,211,201,134,29,0,0,823,1062,1035,1186,1093,1139,777,116,3,0,6404,1287,696,552,452,386,208,32,0,0,3615,22,69,192,180,226,164,28,4,0,884,20,38,80,49,43,33,4,0,0,272,24,79,397,469,404,176,28,0,0,1566,12,64,174,185,174,106,17,0,0,734,27,205,652,765,557,277,72,6,0,2560,49,192,416,461,468,269,49,7,0,1906,21,135,564,673,680,445,94,3,0,2622,147,347,1230,1706,1755,955,175,9,0,6324,214,1038,2698,2931,2846,1953,404,12,0,12104,127,121,144,168,141,77,16,4,0,790,137,282,713,584,467,255,49,3,0,2487
LGA58820,56,68,128,174,231,207,62,18,0,946,0,3,3,12,7,7,7,0,0,41,0,3,10,19,9,7,0,0,0,41,6,5,15,11,17,8,0,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,5,12,7,9,3,0,0,35,0,0,0,0,0,0,0,0,0,3,17,9,8,16,20,13,4,0,0,91,19,5,0,5,11,9,0,0,0,46,0,0,0,4,8,7,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,13,0,0,0,0,0,5,0,0,0,11,0,0,3,5,7,0,0,0,0,16,0,3,7,4,5,13,0,0,0,26,0,5,5,14,14,13,3,0,0,59,6,4,8,29,28,24,3,0,0,98,0,7,14,22,41,44,11,0,0,144,3,0,0,4,3,0,0,0,0,13,3,0,9,6,0,5,0,0,0,25
LGA58890,0,16,24,24,50,48,28,15,3,215,5,5,5,7,21,17,13,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,9,0,0,4,4,4,3,0,0,0,24,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
LGA59030,0,6,19,35,28,43,9,0,0,145,0,0,5,4,3,4,3,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,9,10,32,20,30,46,23,8,4,169,0,3,6,6,10,10,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,7,0,0,0,8,0,0,3,7,0,4,0,0,0,21,0,5,4,4,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
LGA59170,11,20,42,64,50,55,27,15,0,286,0,4,12,9,16,23,9,0,0,70,0,5,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,14,0,0,4,0,5,0,0,0,0,17,0,0,0,0,5,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,12,11,7,4,0,0,33,0,0,10,6,3,7,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7
LGA59250,5,35,137,108,109,61,10,4,0,476,0,0,0,0,0,3,0,0,0,7,0,0,19,10,5,3,0,0,0,44,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,5,0,3,4,0,0,0,0,11,0,0,3,4,5,0,0,0,0,8,0,0,0,4,0,4,0,0,0,13,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59310,14,26,66,61,71,71,39,12,0,367,0,3,5,10,10,10,6,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,0,0,19,5,0,4,5,9,7,3,0,0,23,0,3,4,7,0,3,0,0,0,19,0,0,0,4,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,4,5,4,0,0,0,0,21,0,0,3,14,12,13,4,0,0,46,0,0,5,13,14,6,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14
LGA59320,3,11,15,16,23,31,8,0,0,113,0,0,5,7,8,4,8,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,3,3,4,4,3,0,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59330,3,14,20,12,22,27,14,3,0,114,0,0,0,9,4,5,4,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,6,0,0,4,4,0,0,19,0,0,3,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59340,61,147,567,557,541,451,174,11,0,2514,3,18,45,13,27,20,9,0,0,132,0,3,13,16,6,4,0,0,0,42,0,5,12,0,3,6,0,0,0,32,0,0,6,0,3,3,0,0,0,13,0,3,9,8,6,14,0,0,0,54,0,0,0,5,3,0,0,0,0,13,16,13,32,28,33,32,16,4,0,176,21,20,64,33,32,29,12,0,0,210,0,6,21,9,23,6,4,0,0,69,0,0,0,0,0,3,0,0,0,8,0,0,8,8,4,7,0,0,0,22,0,0,9,4,3,7,0,0,0,22,0,5,18,25,16,17,6,0,0,80,5,7,17,22,9,28,0,0,0,93,4,9,45,55,36,28,0,0,0,170,0,18,86,67,94,88,12,0,0,360,12,28,131,123,85,109,25,8,0,511,0,0,7,4,11,0,0,0,0,23,0,4,11,18,17,12,5,0,0,64
LGA59350,0,22,89,49,60,51,17,0,0,284,0,0,0,0,0,0,0,0,0,4,0,0,8,6,9,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,3,0,5,3,0,0,0,7,0,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59360,0,45,159,167,172,181,44,7,4,776,0,4,0,0,3,14,3,0,0,23,4,5,23,14,14,8,4,0,0,80,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,9,7,0,0,0,0,18,0,3,0,4,3,5,0,0,0,19,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,0,0,6,0,5,5,0,0,0,17,0,0,8,5,13,9,0,0,0,27,0,0,10,6,8,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA59370,40,26,105,121,124,198,89,15,5,729,3,3,4,14,9,20,12,0,0,69,0,0,0,0,0,5,0,0,0,9,0,0,0,7,6,0,3,0,0,16,0,0,0,0,3,3,0,0,0,6,0,0,4,3,0,6,0,0,0,14,0,4,0,0,4,4,0,0,0,16,9,0,4,15,19,13,0,0,0,65,12,0,4,12,13,12,3,0,0,55,0,6,0,3,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,0,3,0,0,6,0,0,12,7,3,10,0,0,0,34,0,0,8,0,3,6,0,0,0,23,0,0,9,14,12,13,3,0,0,54,0,4,13,24,27,25,3,0,0,93,0,5,17,30,35,48,10,5,0,147,0,0,0,4,0,4,0,0,0,12,0,0,5,0,3,7,0,0,0,13
LGA59799,3,54,237,494,451,234,32,6,0,1517,0,3,5,0,0,5,0,0,0,15,4,3,13,15,6,6,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,8,3,0,0,0,22,0,10,14,10,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,10,0,0,9,0,4,0,0,0,0,13,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,9,0,0,3,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
