ILOC_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
ILOC50400401,0,0,0,5,0,0,8,11,0,0,0,9,0,0,5,20,0,0,0,11,0,0,8,23,0,0,3,6,0,0,3,11,0,0,0,4,0,0,8,9,0,0,3,0,0,0,3,5,4,3,5,32,3,0,47,92,0,0,0,0,0,0,5,5,0,0,0,3,0,0,3,4,0,0,0,3,0,0,6,10,0,0,0,0,3,0,5,16,0,0,0,4,0,0,0,9,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,4,0,0,3,18,8,0,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,11,0,0,3,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,3,3,0,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400601,0,13,3,20,3,0,29,74,18,66,29,95,6,0,95,306,15,30,25,83,0,3,58,216,7,23,8,88,0,0,55,188,18,20,15,62,3,0,56,174,4,9,9,40,0,3,51,113,63,161,95,395,12,12,376,1122,0,0,0,0,0,0,7,8,0,0,0,7,0,3,11,21,0,3,3,14,7,0,16,38,0,4,3,5,0,0,6,21,5,5,14,10,0,3,10,40,0,0,3,0,0,0,4,11,0,0,0,0,0,0,16,19,3,11,27,38,16,11,63,166,0,0,0,6,4,0,0,6,4,24,3,16,3,0,0,47,50,122,31,46,6,7,13,268,28,76,30,36,5,3,8,191,19,53,20,37,0,0,4,131,18,34,41,19,4,6,7,120,3,8,6,3,4,0,3,29,121,314,128,157,18,14,44,793,0,0,0,0,0,0,18,18,0,0,0,0,0,0,31,31
ILOC50400602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400701,0,0,0,4,0,0,14,17,0,9,6,16,0,0,11,38,4,8,0,28,0,0,22,60,4,0,4,31,0,0,27,71,3,7,8,23,0,4,18,59,0,5,0,19,0,0,14,42,18,30,21,116,3,3,108,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,9,14,4,3,0,0,0,30,4,16,8,5,0,0,0,32,9,17,12,11,0,4,0,56,4,12,15,7,0,0,0,39,0,0,11,5,0,0,5,18,29,55,46,30,3,3,7,179,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
ILOC50400702,0,0,0,0,0,0,5,9,0,0,0,7,0,0,10,13,0,0,4,10,0,0,4,24,0,5,0,8,0,0,8,21,4,0,0,0,0,0,0,9,0,0,0,3,0,0,7,12,3,4,4,22,6,0,38,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,3,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400801,0,0,0,0,0,0,6,9,0,0,0,9,0,0,7,27,0,5,5,13,0,0,21,40,0,0,3,13,6,0,15,37,0,0,0,7,0,0,13,24,0,0,3,9,0,3,3,14,4,10,11,46,9,9,72,160,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,11,0,0,0,8,3,0,9,18,0,0,0,3,0,0,0,6,0,3,0,0,4,0,0,8,0,0,5,0,0,0,3,3,0,3,6,16,12,0,21,55,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,4,0,0,0,0,0,6,3,5,0,4,0,0,0,8,0,0,3,3,0,0,0,11,0,0,5,0,0,0,0,0,5,18,8,12,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500101,0,7,8,95,34,11,71,226,19,53,65,271,28,3,128,564,26,54,55,209,11,10,104,469,23,39,41,190,4,9,90,408,18,27,47,196,0,16,81,387,25,40,69,286,6,16,169,607,113,229,282,1265,107,60,695,2750,0,0,0,0,0,0,3,3,0,0,4,4,11,3,0,20,4,0,3,21,0,0,0,26,0,0,8,11,0,0,8,20,0,5,5,7,0,0,0,17,0,0,0,0,0,0,8,13,0,0,0,0,0,0,8,9,4,4,20,47,14,5,20,114,0,0,3,29,25,8,10,74,0,29,18,100,32,4,11,192,35,110,82,219,28,16,28,516,28,92,88,168,19,21,33,450,24,74,75,142,15,12,30,373,23,43,79,127,13,22,40,341,16,71,75,102,16,27,178,486,123,408,419,876,147,117,333,2434,0,0,0,0,0,0,31,31,0,0,0,0,0,0,46,49
ILOC50500102,16,127,85,301,79,15,65,680,238,687,412,1208,66,37,245,2915,700,1197,660,1144,42,54,338,4138,278,547,411,877,23,39,244,2416,147,262,287,770,10,39,176,1682,116,242,232,711,8,59,184,1552,1500,3062,2102,5113,289,253,1318,13633,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,17,0,0,10,14,0,0,3,41,4,5,5,11,0,0,4,22,0,0,5,4,5,0,0,19,0,0,3,0,0,0,3,13,0,0,0,0,0,0,0,3,10,9,31,50,10,4,8,125,4,0,12,118,65,16,18,230,29,186,121,311,60,24,26,771,519,1396,508,793,87,46,110,3452,759,1646,701,700,62,84,135,4087,317,617,444,472,45,103,84,2076,159,331,342,290,41,69,89,1312,89,262,238,174,28,77,200,1070,1865,4434,2366,2859,387,419,671,13002,0,0,0,0,0,0,42,42,0,0,0,0,0,0,34,34
ILOC50500103,0,26,8,89,24,0,34,180,17,72,56,225,23,10,73,486,38,70,58,201,4,16,66,448,28,61,54,193,9,18,69,425,25,61,53,204,4,13,70,432,19,43,71,260,4,20,121,549,131,335,313,1193,82,71,468,2591,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,6,11,3,0,0,19,0,0,9,11,0,3,3,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,0,0,0,4,0,9,11,22,4,6,11,63,0,0,3,23,22,5,4,54,4,22,19,85,22,4,10,163,50,129,75,150,7,12,19,437,62,123,74,131,10,18,24,452,48,105,76,114,11,15,22,393,26,69,89,96,10,11,27,334,28,69,82,77,15,24,143,432,218,504,423,682,93,87,242,2260,0,0,0,0,0,0,20,18,0,0,0,0,0,0,19,19
ILOC50500104,0,23,11,77,17,6,31,164,19,67,71,266,16,5,80,521,41,94,123,275,8,9,102,654,28,66,51,186,3,7,61,397,10,22,32,146,4,3,42,253,9,19,11,121,0,12,42,211,103,282,302,1082,82,51,382,2283,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,4,10,0,0,0,20,0,0,0,4,0,0,0,9,0,0,7,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,24,3,0,6,51,0,0,0,25,25,0,3,51,4,39,37,78,20,7,11,192,48,137,119,200,26,19,27,580,73,158,131,208,14,16,18,624,21,67,85,103,10,26,8,323,8,35,56,72,13,12,20,219,11,16,34,28,7,7,31,124,159,456,461,714,116,84,126,2114,0,0,0,0,0,0,29,29,0,0,0,0,0,0,18,18
ILOC50500105,0,5,6,25,5,0,14,63,0,24,31,88,5,7,19,178,11,18,19,82,0,5,24,165,4,20,11,67,0,0,33,137,7,12,11,91,0,5,24,147,3,13,8,99,3,4,17,154,33,87,91,469,31,20,147,873,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,12,6,0,3,36,0,0,0,18,5,0,3,27,0,4,6,33,5,6,0,54,5,32,29,68,7,7,5,152,15,30,30,71,9,12,13,172,13,26,19,50,4,8,9,124,9,18,25,54,5,9,17,135,4,12,23,20,6,10,36,115,43,117,134,316,39,47,83,781,0,0,0,0,0,0,5,5,0,0,0,0,0,0,15,15
ILOC50500201,8,51,22,85,18,7,46,237,89,269,97,268,18,0,105,857,136,243,122,283,13,8,91,906,105,176,120,269,11,19,79,762,71,109,90,250,11,15,65,615,46,91,98,331,3,20,127,719,459,943,550,1515,89,70,526,4161,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,4,8,4,0,0,19,3,0,0,3,0,0,0,11,0,4,4,0,0,3,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,9,10,7,19,8,3,10,66,0,0,0,27,7,4,3,41,9,73,31,65,28,7,5,213,132,386,110,167,25,10,26,852,208,371,131,175,22,28,19,953,153,241,133,128,15,34,19,717,108,154,135,115,4,44,36,598,57,129,127,91,15,36,117,570,660,1354,665,762,106,152,241,3939,0,0,0,0,0,0,8,13,0,0,0,0,0,0,16,16
ILOC50500301,24,134,84,189,42,6,83,554,216,596,248,598,33,23,189,1916,237,564,248,461,13,30,180,1727,117,295,232,463,20,30,150,1311,90,203,168,498,5,29,125,1126,107,243,267,732,16,48,210,1615,782,2041,1263,2983,161,171,979,8371,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,3,3,0,8,5,4,0,27,4,0,3,4,0,0,0,14,5,0,6,8,0,0,3,13,0,3,0,3,0,0,0,7,0,6,0,0,0,0,0,8,6,9,12,30,5,5,12,83,0,0,6,38,24,3,13,92,22,154,81,148,56,9,24,500,323,796,287,313,34,29,71,1844,298,621,279,285,28,55,80,1648,172,368,244,273,32,65,56,1207,98,222,226,207,39,77,86,946,86,231,279,169,28,104,235,1137,998,2394,1396,1434,232,347,565,7373,0,0,0,0,0,0,29,29,0,0,0,0,0,0,23,23
ILOC50500302,25,147,102,142,35,5,65,523,350,1002,303,571,25,33,231,2515,464,930,308,534,20,26,221,2502,280,570,267,367,24,27,155,1688,209,339,209,388,9,29,143,1322,139,299,224,463,6,45,269,1443,1474,3279,1422,2510,147,171,1110,10099,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,13,0,7,3,14,0,0,3,32,4,4,0,5,0,4,4,25,0,4,5,3,0,0,3,13,0,3,0,0,0,0,7,10,0,0,3,0,0,3,0,11,8,23,7,37,4,5,17,104,0,0,0,39,29,10,3,76,28,272,98,131,35,11,18,593,582,1285,309,377,42,20,70,2683,624,1047,315,263,28,39,58,2368,373,613,303,231,26,57,62,1667,223,354,259,182,24,49,66,1165,170,309,244,141,27,80,232,1211,2001,3879,1524,1368,209,268,511,9767,0,0,0,0,0,0,19,19,0,0,0,0,0,0,45,45
ILOC50500401,4,62,33,90,21,3,61,284,105,293,129,281,27,13,164,1019,119,233,147,224,9,11,147,898,81,156,100,246,8,12,119,721,59,84,102,221,9,12,98,581,33,88,81,264,7,13,162,650,406,915,594,1354,102,67,786,4230,0,0,0,0,0,0,0,6,0,0,0,3,0,0,4,6,0,3,3,13,3,0,10,27,3,3,3,7,0,0,3,21,5,0,0,0,0,0,4,15,0,0,9,3,0,0,5,12,0,0,4,0,0,0,7,11,5,10,18,27,8,3,31,100,0,0,0,20,17,0,6,53,10,65,38,91,16,6,18,244,157,377,135,155,12,12,37,892,142,303,128,129,10,28,39,786,92,150,127,106,12,22,34,549,49,119,108,92,8,28,37,437,37,81,75,68,15,19,220,513,489,1111,618,655,98,118,384,3473,0,0,0,0,0,0,11,11,0,0,0,0,0,0,30,30
ILOC50500402,6,28,31,74,14,9,42,200,58,201,110,182,10,6,101,669,57,142,74,163,5,11,75,532,26,72,53,110,3,7,59,332,13,43,28,108,0,11,47,251,13,28,26,148,0,7,61,283,178,512,337,798,63,41,402,2320,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,11,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,8,0,0,3,0,0,0,3,5,0,4,8,19,9,0,9,49,0,0,3,23,10,0,7,41,4,50,31,55,13,9,10,184,101,243,85,94,10,18,33,586,81,160,81,93,14,8,27,452,41,91,76,61,15,16,18,322,9,32,43,39,10,10,25,167,15,55,42,34,6,16,54,218,257,638,362,399,71,72,178,1970,0,0,0,0,0,0,19,19,0,0,0,0,0,0,22,22
ILOC50500403,3,18,21,30,6,0,23,110,76,140,59,131,7,6,56,469,115,141,71,117,7,7,48,497,35,74,52,116,0,13,47,329,16,41,31,108,0,9,30,235,13,38,33,131,0,13,47,274,252,443,266,647,29,42,261,1948,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,3,0,0,0,9,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,4,9,0,0,0,30,0,0,0,7,9,0,0,22,8,38,20,28,12,0,11,123,86,221,82,82,8,4,19,502,101,184,66,54,7,13,12,429,38,78,58,34,0,8,12,232,18,41,39,34,0,8,14,164,13,30,32,36,5,15,51,192,263,594,297,270,52,54,130,1660,0,0,0,0,0,0,8,8,0,0,0,0,0,0,16,16
ILOC50500404,17,82,48,81,16,5,32,283,188,433,185,261,22,15,119,1219,162,226,119,147,7,10,107,772,63,111,53,140,0,10,68,446,31,69,74,132,4,15,48,372,36,52,47,115,0,16,67,339,486,978,526,882,74,73,443,3465,0,0,0,4,0,0,0,4,0,0,0,3,4,0,0,8,3,7,0,5,0,0,0,18,0,3,0,3,0,0,0,12,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,3,13,13,19,3,0,0,57,0,0,0,8,9,0,0,23,16,98,43,78,17,0,8,267,192,513,168,148,11,9,41,1072,135,276,102,91,6,13,17,634,54,113,64,66,0,12,13,330,34,64,72,43,5,29,23,276,14,53,63,41,5,18,41,238,448,1118,519,469,56,82,142,2838,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,14
ILOC50500501,36,301,89,201,64,9,74,768,278,709,201,426,33,20,129,1797,696,1033,364,493,14,25,174,2800,624,958,312,567,16,36,178,2684,392,552,248,568,12,46,133,1950,324,640,487,878,13,70,279,2683,2353,4192,1704,3215,214,205,1000,12887,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,4,0,0,0,11,0,0,0,6,0,0,0,9,0,0,4,5,0,0,0,10,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,6,3,7,9,24,0,0,10,52,0,0,18,79,49,4,12,166,39,369,62,140,37,9,21,683,381,922,185,215,27,22,59,1803,824,1457,417,341,19,55,78,3186,601,1044,424,328,35,74,95,2594,332,556,404,239,38,92,84,1749,216,576,487,208,49,151,376,2072,2387,4935,1997,1548,246,407,724,12253,0,0,0,0,0,0,26,26,0,0,0,0,0,0,20,26
ILOC50500502,50,359,274,292,77,15,228,1295,796,1439,607,588,50,38,517,4042,491,834,340,395,25,26,288,2400,176,361,177,356,11,26,182,1300,111,188,138,320,7,23,144,937,87,164,115,355,10,29,151,913,1715,3349,1664,2369,218,170,1582,11063,0,0,0,4,0,5,0,12,0,0,7,13,11,0,0,24,0,5,3,25,0,0,0,34,0,6,5,8,4,0,0,26,4,0,0,6,0,0,0,13,3,3,0,4,0,0,0,10,4,0,0,0,0,0,3,13,9,18,17,50,23,4,14,136,0,0,8,60,38,0,10,121,63,410,235,217,49,13,69,1059,966,1450,405,329,34,43,173,3411,473,886,344,229,27,27,99,2075,189,395,185,176,20,43,47,1058,116,230,156,160,15,41,69,789,74,181,144,101,20,49,168,735,1888,3546,1476,1274,206,216,638,9251,0,0,0,0,0,0,32,32,0,0,0,0,0,0,97,97
ILOC50500503,11,79,14,55,17,0,18,196,48,160,41,78,10,11,42,383,79,164,56,113,7,8,44,465,94,165,79,141,4,13,47,542,79,166,97,179,8,12,52,582,47,123,64,185,3,12,34,466,363,846,358,768,52,49,232,2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,12,0,0,0,25,19,5,5,51,10,88,15,40,4,4,4,170,91,225,48,62,3,9,13,452,133,238,76,56,9,15,25,552,103,200,127,86,11,15,24,559,62,130,144,72,7,23,20,462,36,77,80,40,8,13,41,297,435,955,488,386,65,86,130,2546,0,0,0,0,0,0,7,7,0,0,0,0,0,0,5,5
ILOC50500601,13,84,44,223,34,9,51,462,118,402,173,688,30,19,141,1567,202,429,251,723,29,34,179,1855,134,294,189,579,20,32,140,1384,85,170,166,510,17,27,92,1055,70,110,159,442,5,31,125,937,621,1492,987,3212,181,152,755,7397,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,14,3,11,0,12,0,4,3,32,3,6,5,12,0,0,0,15,0,0,5,5,0,0,4,13,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,3,6,20,8,34,8,3,9,94,0,0,8,57,39,3,10,124,21,130,69,164,39,19,21,463,247,712,241,375,51,19,56,1703,308,661,306,368,32,39,77,1795,139,386,273,293,26,65,69,1256,91,210,203,205,17,57,74,855,65,118,133,103,17,53,137,626,861,2221,1238,1562,230,258,451,6813,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,26
ILOC50500602,5,85,39,222,26,5,191,573,79,287,129,525,21,18,247,1299,112,268,198,519,18,27,163,1304,98,213,186,523,19,25,142,1215,97,145,155,502,7,25,111,1050,49,114,163,606,8,37,245,1227,443,1110,874,2933,109,146,1146,6770,0,0,0,0,0,0,0,6,0,3,0,9,4,0,0,9,0,8,8,12,0,0,0,28,0,0,4,5,0,0,0,5,0,4,0,3,0,0,0,15,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,13,14,19,7,4,9,69,0,0,11,45,31,12,9,99,8,134,57,144,23,11,10,383,165,488,189,273,27,23,34,1204,172,474,233,229,23,27,44,1207,142,268,231,251,15,46,56,1006,103,181,213,217,18,60,65,856,39,129,153,126,21,58,234,763,631,1685,1081,1274,154,234,451,5513,0,0,0,0,0,0,27,27,0,0,0,0,0,0,68,68
