ILOC_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
ILOC50500402,90,100,191,3299,3344,6645,268,226,497,3661,3674,7333,52,46,94,2287,1996,4293,6,3,15,2344,2052,4398,6,0,9,146,125,276,0,0,0,154,128,283,53,52,104,2437,2125,4563,9,3,14,2499,2183,4678,42,43,85,822,1174,1993,9,8,15,865,1233,2094,0,7,7,40,42,84,251,216,467,295,265,558,9.4,8,8.7,6.1,5.9,6,11.1,0,7.1,6.2,5.9,6.1,58.2,50.5,54.2,73.9,63.5,68.7,3.4,2.2,2.8,68.3,59.4,63.8,52.7,46.5,49.5,69.4,59.8,64.6,3,2.2,2.6,64.1,55.8,60,6,15,18,171,334,496,0,0,0,172,344,516,39,32,73,2080,1638,3716,7,4,12,2125,1671,3803,0,0,0,135,70,204,0,0,0,135,70,207,0,0,6,137,173,314,0,0,0,142,173,315,0,0,0,38,85,122,0,0,0,38,83,124,5,4,7,508,638,1144,0,0,0,512,641,1152,9,8,13,328,362,692,0,0,0,337,372,706,17,19,34,771,399,1173,3,0
ILOC50500403,34,43,76,2777,2846,5625,163,134,301,2972,3030,5999,21,29,46,1973,1624,3594,6,4,3,1998,1649,3642,0,4,7,99,92,185,0,0,0,98,93,190,21,32,50,2072,1714,3782,3,4,5,2097,1743,3839,12,16,28,674,1096,1777,3,14,13,695,1121,1815,0,0,0,29,43,70,155,123,282,182,162,351,9.5,12.9,11.5,4.7,5.3,4.9,20,0,14.3,4.8,5.4,5.1,61.8,68.9,65.8,74.6,60.1,67.3,3,1.5,2.3,70.5,57.6,64,55.9,60,58.2,71.1,57,63.9,2.4,1.5,2,67.1,54.5,60.8,6,3,10,173,285,462,0,0,4,182,287,471,13,20,38,1772,1317,3086,4,0,4,1787,1338,3126,0,0,0,126,71,198,0,0,0,126,71,200,0,0,0,214,202,415,0,0,0,214,203,416,0,0,0,40,62,101,0,0,0,40,60,100,0,9,9,448,594,1038,0,0,0,443,600,1047,0,4,6,264,297,567,0,0,3,266,301,575,7,9,20,636,270,904,3,0
ILOC50500404,93,116,203,4460,4230,8690,302,220,526,4853,4570,9419,56,57,112,3359,2861,6216,7,9,17,3428,2925,6348,8,6,17,181,153,333,0,0,0,185,161,351,62,64,124,3541,3013,6556,7,5,22,3615,3088,6695,27,48,71,878,1193,2070,6,17,19,917,1250,2164,0,3,8,39,30,71,285,200,484,328,230,557,12.9,12.3,12.6,5.1,5.1,5.1,0,11.1,5,5.2,5.2,5.2,67.4,58,62.3,79.4,71.2,75.4,3.6,4,3.8,74.4,67.6,71.1,58.7,50.9,54.4,75.4,67.6,71.6,3.6,3.6,3.6,70.6,64,67.4,3,17,19,309,466,782,0,0,0,313,485,805,44,39,85,2998,2373,5363,5,4,14,3048,2417,5467,0,0,0,177,112,289,0,0,0,178,112,292,0,0,5,385,312,693,0,0,0,383,314,696,0,0,0,103,136,242,0,0,0,103,143,238,8,13,20,967,1118,2084,0,6,0,978,1134,2109,8,13,14,518,519,1037,0,0,0,526,528,1053,18,19,39,860,469,1329,6,0
ILOC50500501,128,122,252,17942,19221,37161,539,427,961,18607,19772,38383,72,53,122,11730,10890,22627,23,18,40,11822,10963,22780,17,16,34,688,637,1327,0,0,0,707,653,1358,84,65,150,12421,11528,23953,21,17,43,12529,11612,24142,44,57,99,5374,7508,12884,26,39,67,5449,7603,13050,0,0,0,144,184,325,490,371,860,628,555,1185,17.9,25,21.1,5.5,5.5,5.5,4.2,5.9,4.9,5.6,5.6,5.6,65.1,54,59.6,69.2,60,64.5,4.4,4,4.2,67.3,58.7,62.9,53.5,40.5,47.1,65.4,56.7,60.9,4.3,3.8,4,63.5,55.4,59.4,12,11,21,1590,2514,4097,0,0,6,1596,2522,4121,58,38,96,10026,8289,18313,22,14,37,10103,8342,18447,3,0,0,725,476,1200,0,0,0,723,477,1203,0,0,0,1932,1698,3631,4,0,0,1939,1697,3632,3,0,7,414,687,1106,0,0,0,415,695,1105,5,7,14,4175,4935,9110,8,5,14,4192,4950,9141,6,9,10,1698,1997,3697,6,11,13,1704,2012,3723,36,24,61,3169,1548,4719,13,3
ILOC50500502,241,293,532,14972,14120,29094,934,748,1685,16150,15158,31312,101,119,214,10821,8540,19355,12,10,25,10933,8662,19594,24,23,58,665,599,1266,3,0,3,694,622,1325,127,141,273,11484,9134,20623,19,10,31,11626,9288,20922,105,145,249,3250,4794,8044,16,26,42,3373,4962,8333,13,9,15,236,189,429,900,712,1614,1144,907,2058,21.9,18.3,20,5.8,6.6,6.1,21.1,10,17.2,6,6.7,6.3,53.3,48.5,50.7,76.7,64.7,70.9,2,1.3,1.7,72,61.3,66.8,41.7,39.6,40.5,72.2,60.5,66.5,1.6,1.2,1.4,67.7,57.1,62.6,14,34,45,948,1333,2284,0,0,3,963,1366,2331,79,82,169,9629,7061,16689,17,7,15,9729,7151,16877,0,0,3,638,300,940,0,0,5,645,303,944,6,4,11,1489,1491,2977,3,0,3,1495,1495,2992,0,0,0,216,404,621,0,0,0,216,404,624,7,18,29,3336,3546,6885,5,5,12,3349,3570,6921,9,17,29,1652,1476,3131,0,4,4,1664,1497,3163,41,50,91,2317,1274,3591,9,0
ILOC50500503,27,29,56,3917,4195,8112,122,62,184,4070,4283,8352,20,19,33,2769,2597,5364,10,0,14,2792,2618,5413,0,0,4,141,152,293,0,0,0,143,158,295,16,21,35,2911,2749,5654,10,0,14,2937,2768,5710,7,10,16,976,1419,2397,6,9,14,993,1435,2423,0,0,0,34,29,58,104,53,155,139,78,219,5.6,15,10.5,4.9,5.6,5.2,0,0,0,4.9,5.6,5.2,69.2,71.4,70.4,74.2,65.6,69.7,8.3,4.8,7.1,72.2,64.7,68.4,65.4,60.7,63,70.6,61.9,66.1,8.3,4.8,7.1,68.7,61.1,64.8,4,4,9,307,520,829,0,0,0,317,524,837,15,12,23,2425,2047,4474,10,0,11,2445,2066,4508,0,4,3,149,120,270,0,0,0,152,118,274,0,0,0,290,283,578,0,0,0,295,283,574,0,0,0,65,149,215,0,0,0,66,149,215,3,3,4,844,955,1796,3,0,3,846,958,1802,0,3,8,353,488,840,0,0,0,358,490,852,3,5,11,760,386,1145,0,0
ILOC50500601,158,183,348,10436,11091,21524,481,365,842,11078,11633,22711,100,101,201,7879,7414,15294,26,18,38,8008,7531,15536,22,13,34,354,339,700,0,0,0,377,359,733,123,113,234,8234,7759,15991,27,18,43,8381,7885,16267,38,70,108,2136,3244,5379,13,17,32,2184,3335,5519,0,0,3,64,82,146,439,328,767,505,413,919,18.5,10.7,14.8,4.3,4.4,4.4,4,0,2.4,4.5,4.5,4.5,77,60.5,68.2,78.9,70,74.3,5.2,4.4,4.9,75.7,67.8,71.6,62.7,54.1,58.1,75.5,66.9,71.1,5,4.4,4.8,72.3,64.7,68.4,12,26,40,792,1525,2322,0,5,8,804,1559,2365,86,72,158,7029,5835,12861,22,10,30,7139,5914,13052,0,0,0,474,345,826,4,0,4,485,349,830,3,3,0,467,526,998,0,0,0,476,528,1000,0,5,5,144,337,482,0,0,0,144,339,489,5,20,23,1483,2221,3703,0,6,7,1492,2245,3735,5,8,17,979,1238,2218,0,0,0,987,1250,2232,37,34,74,3166,1562,4730,8,4
ILOC50500602,127,146,269,9299,9732,19030,804,434,1243,10234,10310,20542,87,84,177,6472,5817,12284,20,14,27,6572,5915,12485,9,7,22,252,255,507,4,0,4,269,262,538,99,93,198,6725,6074,12793,20,14,37,6846,6181,13024,27,44,73,2475,3554,6036,12,19,31,2517,3623,6131,5,0,5,102,101,204,770,411,1177,874,511,1379,13.1,9.3,11.2,3.8,4.2,4,18.2,0,11.8,4,4.3,4.1,79.2,67.8,73.1,72.3,62.4,67.2,2.7,2.8,2.7,66.9,59.9,63.4,68.8,61.5,64.9,69.6,59.8,64.5,2.2,2.8,2.4,64.2,57.4,60.8,26,22,47,923,1182,2106,3,0,3,953,1203,2156,57,67,126,5473,4577,10051,18,13,26,5547,4654,10200,0,4,5,377,289,664,0,0,0,382,287,665,4,0,8,316,360,674,0,0,3,317,363,685,0,0,0,121,273,394,0,0,0,121,278,399,3,13,22,1098,1685,2785,3,0,3,1110,1699,2812,11,14,32,857,1081,1945,4,3,5,874,1099,1975,38,19,58,2892,1274,4169,6,3
ILOC50500603,230,258,496,16425,17236,33660,662,475,1140,17325,17973,35294,139,135,277,12689,11861,24548,25,22,47,12847,12024,24877,24,18,38,587,590,1178,0,0,7,613,606,1218,160,159,319,13278,12449,25727,22,29,48,13464,12631,26093,72,102,170,3010,4645,7655,11,20,32,3089,4771,7864,3,9,8,137,140,279,627,427,1056,771,575,1342,13.1,11.5,12.3,4.4,4.7,4.6,4,8,6,4.5,4.8,4.7,68.4,59.5,63.7,80.8,72.2,76.4,3.8,5.3,4.4,77.7,70.3,73.9,59.4,52.7,55.8,77.2,68.8,72.9,3.6,4.8,4.1,74.2,66.9,70.5,18,40,60,1346,2410,3755,0,0,0,1365,2450,3817,120,94,214,11209,9354,20562,22,20,47,11344,9472,20814,4,0,10,641,513,1158,0,0,0,648,515,1163,0,9,12,1045,1002,2045,0,0,0,1050,1008,2055,3,8,10,291,591,880,0,0,0,299,596,891,6,19,20,2810,3815,6629,0,9,3,2815,3843,6658,18,22,35,1558,2026,3588,0,7,7,1575,2054,3628,56,41,104,4083,2263,6342,11,7
ILOC50500604,56,68,121,2104,2286,4386,144,124,266,2305,2471,4775,20,24,43,1400,1410,2801,0,4,6,1418,1432,2851,4,3,11,111,73,183,0,0,0,122,78,197,29,27,56,1514,1480,2990,0,4,6,1537,1513,3047,28,36,60,569,784,1354,6,14,26,609,833,1440,0,0,0,26,18,40,136,106,237,155,125,289,23.1,17.9,20.4,7.4,5,6.2,0,0,0,7.7,5.2,6.5,47.3,42.4,44.6,71.8,64.8,68.2,1.4,2.4,1.9,66.8,61.1,63.8,36.4,34.8,35.5,66.4,61.6,63.9,1.4,2.4,1.9,61.6,57.9,59.7,6,6,10,175,360,536,0,0,0,180,370,546,14,19,29,1201,1032,2230,0,0,4,1218,1051,2273,0,0,0,116,80,195,0,0,0,116,80,195,0,0,0,114,133,248,0,0,0,114,135,249,0,0,0,35,94,130,0,0,0,35,96,131,5,7,14,309,512,824,0,0,0,317,523,838,0,4,3,146,233,381,0,5,5,152,240,385,5,12,14,525,295,821,0,0
ILOC50500605,115,116,231,4719,5174,9894,374,329,708,5208,5617,10832,50,31,83,3076,3169,6247,4,5,12,3137,3203,6339,12,13,14,200,185,387,3,0,3,209,195,407,61,42,100,3277,3351,6628,5,5,14,3344,3394,6741,46,76,120,1390,1771,3165,13,7,17,1451,1852,3304,9,3,6,56,46,99,359,319,677,415,366,785,13.1,22.5,16.8,6.1,5.5,5.8,28.6,0,16.7,6.2,5.7,6,54,34.5,44.1,69.4,64.8,67,1.9,1.5,1.7,64.2,60.4,62.3,46.9,26.7,36.7,65.2,61.2,63.1,1.3,1.5,1.4,60.2,57,58.5,17,8,24,382,688,1066,0,0,0,389,698,1083,41,21,57,2668,2439,5105,4,6,5,2711,2464,5176,0,0,0,252,219,471,0,0,4,257,220,476,8,0,9,240,352,594,0,0,0,247,351,598,0,0,0,98,216,314,0,0,0,98,214,312,4,16,20,705,1177,1881,0,0,4,714,1189,1904,4,8,14,409,552,960,0,0,0,418,559,976,23,16,39,1192,578,1770,3,5
ILOC50500701,208,235,444,14997,16530,31523,1016,810,1827,16219,17571,33787,106,105,208,10030,10297,20334,24,17,42,10165,10420,20583,21,18,36,555,411,963,0,0,3,574,434,1005,122,123,247,10585,10711,21298,29,24,52,10740,10855,21591,73,103,177,4261,5624,9889,38,45,83,4375,5774,10146,9,8,21,143,188,333,954,744,1697,1112,940,2050,15.1,15.6,15.3,5.2,3.9,4.5,3.8,4.5,4.2,5.3,4,4.7,60,52.1,55.9,70.6,64.8,67.6,2.6,2.7,2.6,66.2,61.8,63.9,51,44,47.3,66.9,62.3,64.5,2.5,2.6,2.5,62.7,59.3,60.9,23,32,44,1439,2552,3993,5,4,8,1462,2586,4052,86,71,163,8512,7687,16200,21,14,36,8617,7778,16393,8,3,14,769,815,1584,3,5,8,781,825,1605,5,14,13,1674,1787,3464,0,3,4,1683,1803,3484,5,4,10,476,976,1452,0,0,0,482,974,1457,14,26,41,3637,4863,8501,7,11,21,3656,4902,8556,16,20,35,1478,1654,3133,3,9,17,1497,1685,3178,43,31,74,2493,1193,3696,16,0
ILOC50500801,80,82,163,3478,3306,6783,210,169,377,3761,3554,7319,47,35,85,2499,1934,4430,4,0,6,2552,1973,4524,11,8,18,151,133,278,0,0,0,159,144,302,58,47,103,2643,2069,4714,4,0,6,2707,2119,4824,18,32,50,761,1199,1959,3,8,11,792,1232,2022,6,3,5,71,43,107,201,163,359,269,205,478,15.3,23.4,18.9,5.6,6.5,6,0,0,0,5.8,6.8,6.2,73.8,57.3,65.4,76,62.6,69.5,1.5,1.8,1.6,71.9,59.5,65.9,62.5,43.9,53.1,71.8,58.5,65.3,1.5,1.8,1.6,67.8,55.5,61.8,7,5,17,187,299,489,0,0,0,197,309,504,41,23,64,2268,1603,3868,4,0,6,2312,1627,3939,0,0,0,143,75,216,0,0,0,143,73,219,0,0,0,188,260,447,0,0,0,193,260,447,0,0,0,40,64,102,0,0,0,40,65,103,0,5,5,548,726,1278,0,0,4,549,731,1280,0,8,11,366,316,684,0,0,0,372,325,697,24,20,42,810,377,1190,0,0
ILOC50500802,408,193,600,13727,13962,27693,462,317,778,14597,14470,29071,54,63,112,9811,8661,18475,14,9,21,9874,8730,18605,6,4,12,494,514,1010,0,0,0,506,519,1025,59,67,125,10306,9178,19488,15,9,22,10378,9253,19636,335,122,458,3316,4678,7993,19,15,32,3675,4813,8487,12,0,12,106,109,211,430,296,723,545,403,947,14.8,7.5,10.9,4.8,5.6,5.2,9.1,12.5,10.5,4.8,5.6,5.2,15,35.3,21.4,75.1,65.7,70.4,2.4,2.5,2.4,71.1,63.9,67.5,12.7,32.6,19.1,71.5,62,66.7,2.2,2.2,2.2,67.6,60.3,64,4,11,16,1082,1644,2729,0,0,3,1087,1662,2747,48,54,95,8584,6920,15507,10,6,11,8636,6975,15611,0,0,0,516,358,876,0,0,0,516,360,876,0,0,4,1158,1075,2234,0,0,0,1159,1076,2239,0,0,0,216,383,601,0,0,0,218,385,601,6,12,23,2501,3282,5779,0,4,6,2511,3298,5806,3,6,15,1358,1426,2782,3,0,6,1364,1432,2796,23,14,38,2602,1408,4013,7,0
ILOC50500803,236,276,512,7539,7857,15393,479,444,927,8252,8579,16834,110,95,199,4701,3664,8367,16,14,22,4821,3774,8597,46,36,74,398,358,758,3,3,5,440,395,841,151,126,278,5099,4022,9120,16,14,31,5263,4168,9431,72,141,208,2284,3648,5934,20,21,37,2371,3810,6180,15,4,23,155,184,340,451,412,859,622,599,1222,27.8,27.1,27.5,7.8,8.9,8.3,13.3,14.3,13.8,8.4,9.5,8.9,64.8,46.6,54.9,67.6,51.2,59.3,3.1,3.2,3.1,63.8,48.6,56,46.8,33.9,39.8,62.4,46.6,54.3,2.7,2.7,2.7,58.4,44,51.1,10,27,37,345,584,925,0,0,0,353,610,962,97,66,160,4278,3039,7321,16,12,26,4392,3118,7507,3,5,7,307,129,438,0,0,0,313,134,449,4,4,8,185,189,376,0,0,0,186,192,382,0,8,8,52,102,159,0,0,0,52,108,162,0,16,11,548,854,1399,0,9,9,553,870,1420,9,11,20,554,728,1279,3,4,6,560,744,1301,56,41,97,1938,1205,3144,12,3
ILOC50500804,94,80,171,3191,3356,6550,146,110,260,3434,3551,6988,55,36,92,2273,1997,4273,12,6,21,2341,2041,4379,7,3,14,146,146,292,0,0,0,151,153,303,64,42,105,2417,2140,4564,12,6,21,2497,2191,4686,24,42,65,744,1186,1929,9,8,20,776,1233,2011,3,0,4,31,29,61,128,98,224,154,130,283,10.9,14.6,12.4,6.1,6.8,6.4,0,0,0,6.2,6.9,6.5,69.6,49.4,60,75.8,63.8,69.7,7.4,6.3,6.9,72.7,61.7,67.1,62,42.2,52.6,71.2,59.5,65.2,7.4,6.3,6.9,68.2,57.4,62.7,3,12,16,216,354,562,0,0,0,217,364,583,48,24,71,2033,1617,3656,11,9,19,2090,1648,3743,0,3,0,128,67,198,0,0,0,134,69,201,0,0,0,93,103,197,0,0,0,96,104,194,0,0,0,25,73,97,0,0,0,25,73,97,0,6,5,310,465,776,0,0,0,311,470,784,9,3,7,254,359,614,4,4,6,259,366,626,24,22,43,906,533,1436,3,0
ILOC50500805,65,88,160,2142,1996,4136,123,92,217,2333,2171,4506,31,35,60,1424,1044,2471,4,0,0,1456,1078,2532,3,10,9,95,102,198,0,0,0,102,112,213,39,40,79,1518,1144,2665,0,0,5,1560,1190,2749,31,44,73,600,811,1413,3,8,12,635,851,1485,4,11,11,22,40,61,116,89,201,145,134,276,13.9,20.5,17.3,6.4,8.9,7.5,33.3,0,25,6.6,9.3,7.8,52.9,42.9,47.2,70.9,57.5,64.5,2.4,1.1,1.9,66.7,54.6,60.9,45.6,34.1,39,66.4,52.4,59.6,1.6,1.1,1.4,62.3,49.5,56.1,3,11,9,93,160,248,0,0,0,91,169,261,26,24,45,1292,871,2163,4,0,0,1322,895,2214,0,6,5,91,43,135,0,0,0,92,43,140,0,0,0,78,95,174,0,0,0,78,88,175,0,0,0,21,29,54,0,0,0,21,34,55,0,0,6,193,272,473,0,0,0,193,278,475,4,5,10,191,188,382,0,0,0,197,195,388,13,17,30,504,280,781,0,0
ILOC50500806,43,57,96,2082,1981,4062,126,126,250,2250,2160,4409,12,16,34,1299,976,2267,9,7,14,1313,1001,2317,4,4,10,101,95,195,0,0,0,103,105,207,17,23,42,1396,1069,2468,9,10,20,1422,1104,2522,23,32,48,645,890,1535,0,5,6,673,919,1594,0,0,4,38,24,63,113,111,222,157,133,291,23.5,20,21.4,7.4,8.9,8,0,11.1,6.3,7.5,9.2,8.2,40.5,44.6,42.9,67.1,53.9,60.7,5.6,7.4,6.5,63.2,51,57.3,31,35.7,33.7,62.2,49.1,55.8,5.6,6.6,6.1,58.5,46.4,52.5,0,6,6,112,148,259,0,0,5,113,157,273,12,16,26,1153,804,1960,6,5,13,1170,825,1998,0,0,0,94,43,132,0,0,0,94,43,131,0,0,0,106,108,216,0,0,0,106,108,216,0,0,0,19,33,48,0,0,0,17,33,52,0,3,3,278,337,615,0,4,4,283,340,622,0,4,5,183,182,364,0,0,0,185,183,371,5,8,16,376,229,604,4,0
ILOC50500807,141,166,307,5508,5440,10948,378,284,662,6025,5898,11922,63,65,126,3594,2746,6347,16,3,21,3674,2819,6487,26,17,39,261,221,482,0,0,0,284,243,526,86,78,166,3858,2973,6827,15,4,21,3960,3057,7012,47,83,132,1522,2323,3846,17,15,32,1585,2427,4010,9,9,11,127,150,275,347,267,611,480,420,898,29.9,17.7,24.1,6.7,7.5,7.1,6.7,16.7,9.5,7.2,7.8,7.5,62.1,47.3,54.1,70,54.6,62.4,4,2.1,3.2,65.7,51.8,58.8,43.6,38.9,41,65.3,50.5,57.9,3.7,1.7,2.9,60.9,47.8,54.4,0,14,15,231,432,657,0,0,0,232,450,679,59,49,105,3287,2270,5552,13,4,15,3357,2315,5671,0,7,4,243,99,348,4,0,4,248,105,354,0,8,8,169,212,389,0,0,0,176,223,395,0,0,0,45,75,123,0,0,0,45,76,123,0,4,5,540,723,1267,6,0,4,547,732,1273,9,5,12,425,503,928,0,3,5,438,508,944,21,32,55,1381,744,2126,9,0
ILOC50500808,171,196,369,8845,9137,17985,378,329,710,9399,9663,19062,89,68,163,5789,4972,10766,15,9,22,5891,5053,10944,20,22,39,416,380,794,0,0,0,431,402,833,102,94,201,6205,5357,11556,20,6,21,6326,5453,11780,62,102,163,2543,3700,6238,20,25,44,2626,3817,6443,7,0,5,101,86,185,341,305,644,447,385,840,16,24.2,19.9,6.7,7.1,6.9,5.9,16.7,8.7,6.8,7.4,7.1,60.9,48.7,54.5,70.1,58.6,64.3,4.5,1.8,3.2,67.3,56.5,61.8,51.1,36.9,43.6,65.4,54.4,59.8,4.2,1.5,3,62.7,52.3,57.4,12,18,28,556,941,1502,0,0,5,570,957,1530,77,50,123,5153,3991,9140,13,6,22,5243,4042,9288,0,0,3,393,198,592,0,0,0,394,204,600,4,0,5,369,359,727,0,0,0,376,359,732,4,3,7,88,207,294,0,0,0,92,210,299,0,20,27,1062,1430,2494,0,0,0,1063,1459,2520,7,22,26,831,952,1784,0,0,3,847,972,1819,34,41,78,2303,1139,3438,10,0
