ILOC_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
ILOC50800306,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,20,16,0,0,0,0,0,0,3,13,17,0,9,13,0,0,0,0,0,0,0,10,17,78,92,167,3,3,3,0,0,0,81,96,177
ILOC50800307,0,0,9,6,3,0,3,0,0,0,0,0,0,3,0,3,22,31,51,0,0,7,0,0,0,23,27,54,4,0,4,0,0,0,3,0,3,7,0,7,112,108,219,8,7,12,3,0,3,117,109,231
ILOC50800308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,6,6,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,62,51,111,0,4,6,0,0,0,66,58,117
ILOC50800501,0,3,6,6,0,5,12,0,0,0,0,0,0,0,5,12,16,21,38,0,0,0,0,0,0,16,24,44,0,3,4,0,0,0,7,15,24,12,18,27,65,60,119,4,9,10,7,15,24,77,79,153
ILOC50800502,0,4,18,23,0,10,10,4,4,5,0,0,0,4,8,14,14,44,57,24,38,63,0,0,0,40,82,124,6,7,20,3,8,6,23,34,65,40,50,87,84,131,219,157,156,315,23,38,65,275,328,600
ILOC50800503,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,0,3,0,0,0,3,9,15,0,0,0,0,0,0,5,4,6,5,4,6,15,25,45,3,9,9,5,4,6,27,33,66
ILOC50800504,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,8,11,24,0,0,0,0,0,0,8,11,24,3,9,11,0,0,0,10,12,19,12,13,29,111,98,209,0,0,0,10,13,20,124,107,231
ILOC50800505,0,0,5,9,0,0,3,0,0,0,0,0,0,0,0,3,14,13,27,0,0,3,0,0,0,18,15,26,6,0,5,0,0,0,3,0,3,8,0,10,94,94,180,4,3,8,3,0,3,97,93,191
ILOC50800506,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,25,0,0,0,0,0,0,13,17,30,29,16,48,0,0,0,0,0,0,32,19,48,203,212,416,9,11,20,0,0,0,212,227,434
ILOC50800601,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,19,10,30,4,4,0,0,0,0,19,17,35
ILOC50800602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,4,7,14,0,0,0,3,3,6,11,10,22,23,32,50,9,15,22,5,3,8,40,44,90
ILOC50800603,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43,4,3,4,0,0,0,28,22,45,49,34,83,0,0,0,10,3,10,55,40,93,196,196,397,0,4,6,10,3,10,206,204,412
ILOC50800604,0,7,0,16,0,0,0,0,0,0,0,0,0,4,0,4,14,6,16,27,17,51,0,0,0,47,23,64,156,20,174,12,6,24,55,41,98,222,69,289,222,70,287,116,99,220,59,46,101,396,211,609
ILOC50800605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,8,7,3,3,10,0,0,0,0,0,0,3,5,12,40,39,79,0,0,0,0,0,0,40,38,82
ILOC59499494,0,152,163,318,12,5,18,64,61,125,0,3,5,79,67,147,81,76,152,676,629,1306,11,12,19,768,713,1482,610,492,1106,915,384,1303,753,436,1191,2281,1315,3591,819,683,1495,3052,2281,5333,778,450,1228,4639,3416,8055
ILOC59799797,0,3,0,3,0,0,0,7,0,7,0,0,0,7,0,7,3,0,3,35,4,39,0,0,0,43,4,43,0,0,0,5,0,8,191,19,214,204,20,226,7,3,9,256,32,293,193,19,218,455,58,514
