ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50400501,163,176,343,10,15,23,13,14,22,184,198,388,31,18,45,0,0,0,0,0,0,31,18,45,18,35,55,0,0,0,0,0,0,18,35,55,43,41,87,0,0,0,0,0,0,43,41,87,48,47,95,6,0,4,0,3,4,50,49,99,23,36,55,7,8,17,7,9,15,38,55,88,3,7,5,5,0,5,5,4,7,12,8,19,155,170,326,8,9,16,9,8,17,172,186,359,0,3,4,0,0,0,4,4,4,7,4,11,0,0,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,0,0,0,5,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ILOC50400601,522,622,1149,1313,1332,2648,360,385,745,2201,2344,4539,52,57,110,101,85,187,25,26,42,183,165,344,146,148,293,165,140,308,59,61,120,369,350,715,86,101,184,111,115,225,36,53,83,231,263,497,135,164,303,431,552,985,123,145,267,690,860,1551,80,123,204,368,363,740,87,81,171,548,569,1113,26,30,59,130,72,205,29,25,52,185,132,318,478,594,1076,1193,1218,2408,318,356,673,1993,2163,4158,6,0,10,11,17,30,0,0,0,21,16,44,0,0,0,67,65,131,4,10,6,70,76,139,4,0,3,93,88,182,6,6,14,96,98,196,0,0,3,69,62,125,0,0,0,68,63,131,0,0,0,47,48,98,0,0,0,47,48,98,29,33,63,348,388,733,37,54,87,413,472,881,0,0,0,3,8,15,0,0,3,4,4,15,6,3,5,19,10,29,3,3,7,23,20,44,0,0,0,5,10,11,0,0
ILOC50400602,55,60,114,0,0,0,4,8,15,58,72,130,6,0,7,0,0,0,0,0,0,9,0,8,5,17,18,0,0,0,0,3,5,7,21,27,11,10,20,0,0,0,0,0,0,11,8,24,24,19,37,0,0,0,0,0,0,23,17,40,10,14,20,0,0,0,0,3,3,4,15,23,3,8,8,0,0,0,0,0,3,3,3,9,50,58,113,0,0,0,6,11,19,59,66,124,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400603,28,26,60,0,0,0,4,0,4,33,26,60,4,0,4,0,0,0,0,0,0,4,0,4,8,9,12,0,0,0,0,0,0,8,9,12,4,4,3,0,0,0,0,0,0,4,4,3,4,7,11,0,0,0,0,0,0,4,7,11,4,5,12,0,0,0,4,0,7,5,6,19,6,3,5,0,0,0,0,0,0,6,9,7,28,26,60,0,0,0,4,0,4,33,26,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50400701,78,76,152,320,339,656,108,93,201,505,502,1010,7,3,14,8,26,37,3,8,12,24,37,64,11,18,29,30,48,82,12,14,23,57,84,143,11,13,20,29,28,57,16,10,20,51,50,98,25,22,52,78,81,159,23,23,50,134,131,263,18,14,28,125,123,242,39,28,68,179,165,345,7,8,7,46,28,76,12,11,14,64,38,98,70,72,148,300,310,608,98,85,182,473,470,939,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,17,15,26,8,3,4,19,18,40,0,0,0,23,26,45,9,6,11,31,28,57,0,0,0,21,21,33,5,3,5,25,19,47,0,0,0,8,15,20,0,0,0,8,15,20,9,0,16,90,90,183,15,11,23,118,102,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,0,0,0,9,12,12,0,0,0,5,8,11,0,0
ILOC50400702,40,42,73,68,32,96,33,24,61,141,92,234,5,5,7,5,0,5,0,4,5,7,10,17,15,13,24,4,0,7,8,5,10,21,14,39,4,10,9,9,0,13,5,0,3,15,7,20,9,8,23,32,7,44,11,11,20,53,31,78,6,9,16,18,11,28,4,7,15,33,22,60,0,3,4,4,3,9,6,4,10,17,7,17,40,37,75,68,32,96,37,23,54,141,89,226,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,33,26,66,11,5,16,43,40,80,0,0,0,32,25,60,16,4,17,47,32,73,0,3,3,46,18,64,8,0,13,56,22,82,0,0,0,12,9,22,3,0,4,15,10,26,17,3,18,210,95,302,65,17,82,284,118,408,0,0,0,3,3,7,0,0,0,4,3,11,0,0,0,10,7,18,3,0,3,16,10,18,0,0,0,0,0,0,0,0
ILOC50400801,209,234,448,113,80,201,53,50,104,377,365,745,14,20,34,3,9,7,5,0,5,20,22,49,49,47,103,5,6,12,8,9,7,63,61,123,23,28,51,13,9,17,3,9,9,35,44,82,57,73,124,37,24,57,19,19,40,104,115,226,55,50,102,42,28,63,21,15,31,111,88,195,16,15,30,21,13,34,3,10,10,40,35,72,194,225,415,110,74,187,49,39,86,349,334,686,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,9,8,16,4,0,10,17,6,25,0,0,0,10,5,13,4,5,5,10,12,25,0,0,0,9,12,16,0,0,0,12,11,17,0,0,0,4,0,7,0,0,3,9,7,13,9,7,13,51,24,79,48,17,68,100,53,154,0,0,0,0,0,0,0,0,0,5,0,5,0,4,4,4,0,4,3,0,4,11,4,12,0,0,0,3,0,3,0,0
ILOC50500101,406,426,828,5552,5942,11494,549,511,1066,6502,6885,13382,69,56,124,360,359,719,35,44,77,464,459,919,86,89,178,654,585,1239,72,56,130,810,735,1545,70,87,158,648,676,1326,83,78,156,804,838,1644,92,89,185,1466,1500,2966,172,158,323,1733,1751,3479,61,72,132,1337,1445,2784,134,103,239,1532,1618,3150,18,30,50,1084,1382,2462,61,79,134,1164,1485,2648,371,396,767,5299,5734,11027,475,475,952,6139,6604,12745,0,0,3,22,17,42,3,4,13,27,21,53,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,6,0,0,0,4,0,4,0,0,0,4,0,4,21,19,45,155,127,279,17,12,33,195,162,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500102,409,454,865,25524,26252,51773,993,720,1715,26924,27426,54351,56,57,116,2349,2199,4546,45,44,93,2450,2303,4758,110,143,253,4373,4162,8539,126,110,237,4613,4417,9033,69,72,141,2706,2731,5435,89,73,165,2863,2882,5744,132,119,252,8413,9243,17660,380,278,655,8925,9638,18564,42,49,86,5276,5355,10629,270,137,411,5588,5536,11127,10,10,14,2405,2561,4968,76,78,156,2496,2648,5136,385,429,815,24602,25655,50257,618,601,1214,25604,26687,52294,0,0,7,16,23,46,0,3,4,26,23,51,0,0,0,11,9,21,0,0,0,12,11,22,0,0,0,10,6,14,0,0,0,10,6,14,0,0,0,10,11,13,0,0,0,10,11,13,0,0,0,4,5,9,0,0,0,4,5,9,22,14,35,327,376,705,51,68,116,402,450,853,0,0,0,7,0,4,0,0,0,7,0,4,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0
ILOC50500103,194,197,392,4718,4827,9543,332,332,667,5251,5351,10604,20,21,41,260,233,490,17,19,33,295,268,558,51,44,97,565,564,1128,32,52,83,644,661,1302,34,28,63,577,550,1131,48,34,82,653,621,1268,49,62,109,1234,1215,2455,99,81,183,1382,1364,2749,32,38,66,1235,1233,2471,100,88,189,1371,1357,2727,9,10,22,848,1018,1872,48,50,99,905,1088,1990,184,188,375,4501,4653,9159,241,276,522,4931,5126,10055,0,0,0,3,10,18,0,0,3,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,8,13,100,90,191,8,8,14,109,106,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500104,235,234,470,5110,5188,10301,354,283,638,5693,5709,11409,37,29,67,433,420,857,27,27,52,496,478,974,68,73,135,963,855,1824,72,58,132,1104,987,2093,40,35,77,690,671,1357,40,49,89,775,753,1528,56,48,110,1599,1776,3377,122,92,214,1781,1917,3704,23,37,60,1029,1071,2105,74,47,122,1129,1153,2278,3,12,16,397,394,783,12,15,23,412,413,826,216,218,432,4935,5078,10010,274,261,539,5420,5561,10978,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,56,66,128,3,0,8,65,76,148,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500105,122,114,235,1985,1977,3961,122,125,244,2224,2215,4442,12,11,26,125,121,251,8,9,20,149,149,295,26,25,45,262,259,525,20,23,43,305,306,614,30,17,45,256,235,488,15,19,33,300,264,568,28,35,61,532,512,1043,33,29,65,597,578,1171,25,19,47,472,512,986,29,30,56,534,564,1091,3,6,7,329,331,663,8,13,29,350,354,702,116,105,225,1913,1926,3837,99,113,205,2129,2146,4272,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,43,26,66,3,0,7,49,29,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500201,205,196,399,7151,7586,14740,443,350,796,7797,8135,15932,29,20,48,479,434,911,25,19,46,532,476,1002,53,33,86,848,786,1633,47,33,80,939,857,1799,47,34,85,757,696,1445,42,22,69,847,755,1601,41,53,89,2060,2222,4284,155,95,248,2260,2368,4628,30,36,71,1866,1992,3855,104,104,213,2002,2135,4133,5,15,21,1139,1459,2604,72,72,144,1216,1555,2771,194,182,380,6832,7347,14186,319,298,616,7349,7833,15180,0,0,0,17,10,26,0,0,0,17,13,29,0,0,0,3,5,11,0,0,0,3,5,11,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,134,140,273,17,0,15,149,145,293,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500301,259,277,537,15376,15619,31000,641,492,1133,16283,16396,32673,32,32,67,885,859,1744,27,27,48,940,917,1863,58,53,111,1658,1508,3171,63,49,116,1782,1611,3395,60,55,117,1813,1616,3429,75,53,121,1950,1721,3668,69,74,147,4528,4475,8997,215,159,373,4812,4711,9522,33,42,75,3658,3802,7463,167,104,269,3854,3952,7807,5,14,20,2836,3364,6200,99,104,203,2937,3488,6424,254,261,513,14848,15227,30077,436,410,842,15530,15902,31433,0,0,0,16,22,36,0,0,0,16,23,35,0,0,0,3,6,8,0,0,0,7,6,14,0,0,0,8,8,19,0,0,0,12,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,8,8,10,23,270,240,507,5,14,20,289,266,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500302,251,258,504,15942,16492,32429,826,692,1518,17012,17439,34457,22,26,48,1025,954,1986,27,24,48,1077,1004,2077,48,32,80,1651,1522,3177,66,59,126,1768,1610,3381,50,51,101,1563,1624,3188,66,68,135,1685,1742,3423,72,73,143,5645,5806,11456,319,261,588,6039,6146,12185,46,56,105,3841,3960,7807,206,116,324,4089,4142,8231,13,19,37,2203,2617,4820,144,161,304,2360,2801,5156,225,246,467,15230,15880,31112,596,547,1140,16055,16669,32721,0,0,0,21,25,41,0,0,0,21,24,42,0,0,0,11,8,15,4,0,4,13,5,18,0,0,0,6,12,18,0,0,4,13,15,25,0,0,0,5,3,5,0,0,0,6,3,8,0,0,0,0,0,3,0,0,0,0,0,3,33,20,59,325,313,630,27,23,48,382,355,740,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,7,5,8,0,0,0,7,5,14,0,0,0,0,0,0,0,0
ILOC50500401,246,239,484,6884,6746,13626,552,421,971,7677,7405,15082,27,24,49,365,384,744,18,19,43,413,429,841,42,38,75,672,640,1317,53,37,89,766,714,1487,52,36,88,779,683,1457,61,48,110,889,766,1658,73,77,148,2241,2133,4379,212,161,374,2530,2370,4899,45,49,93,1733,1630,3364,152,112,264,1936,1792,3721,9,19,28,1091,1275,2360,46,37,87,1148,1332,2480,226,225,454,6557,6512,13070,417,357,767,7195,7095,14294,0,0,0,17,10,28,0,0,0,17,10,25,0,0,0,17,10,22,3,0,5,20,9,29,0,0,0,35,9,44,4,0,10,43,8,55,3,0,7,49,6,55,15,0,16,71,5,81,0,0,0,34,7,37,11,7,15,42,10,47,24,30,54,251,198,459,47,29,77,327,260,583,0,0,0,12,7,26,3,0,10,20,12,35,0,0,0,7,5,13,3,0,3,12,4,15,0,0,0,0,0,0,0,0
ILOC50500402,128,140,272,3976,4025,8002,308,279,585,4419,4442,8864,17,10,28,247,252,496,11,18,29,271,283,548,23,29,57,435,427,860,30,27,64,494,485,976,33,29,62,500,519,1019,41,41,83,577,588,1172,36,36,62,1467,1361,2824,121,109,231,1615,1506,3122,16,20,43,862,849,1711,71,43,116,958,915,1869,8,12,15,475,615,1089,29,32,65,509,662,1173,121,127,246,3796,3911,7709,222,236,462,4139,4275,8416,0,0,0,5,3,9,0,0,0,5,3,8,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,4,10,0,0,0,0,4,10,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,4,10,13,18,67,73,144,7,3,12,82,89,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500403,54,61,115,3449,3484,6935,185,163,349,3688,3710,7397,8,9,10,245,224,462,7,5,17,259,237,493,13,19,24,433,413,844,10,17,32,453,451,905,12,14,24,386,366,751,27,18,47,423,397,826,16,15,29,1141,1171,2319,66,64,129,1228,1252,2477,6,12,19,801,713,1519,51,33,81,857,759,1616,0,3,6,443,588,1031,19,26,42,462,620,1078,48,61,110,3314,3378,6695,125,131,257,3487,3570,7054,0,0,0,3,4,5,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,3,4,4,6,57,56,120,4,0,4,68,59,131,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500404,120,137,255,5149,4883,10029,345,267,611,5614,5282,10897,5,6,9,294,267,559,13,18,34,316,291,606,19,23,39,398,378,782,31,21,49,448,420,870,19,21,40,559,564,1123,26,23,52,608,613,1220,26,44,72,2238,2041,4281,155,115,265,2419,2203,4625,34,30,68,1108,998,2103,91,42,133,1228,1076,2302,6,13,24,553,629,1183,32,36,69,594,681,1277,111,124,231,4896,4689,9586,246,220,467,5242,5038,10280,3,4,5,11,6,14,0,0,0,9,6,20,0,0,0,12,0,10,12,0,11,19,5,24,0,0,0,3,0,3,9,0,9,7,0,7,0,0,0,13,3,17,16,0,16,27,3,28,0,0,0,10,0,15,17,0,17,28,0,32,7,6,20,139,107,251,60,40,102,210,160,365,0,0,0,0,4,7,4,4,10,5,10,12,0,0,0,3,0,3,3,0,3,6,0,6,0,0,0,0,0,0,0,0
ILOC50500501,188,190,378,22683,23604,46283,610,502,1106,23480,24290,47767,18,22,40,1096,1026,2127,20,21,37,1133,1063,2199,41,38,79,3644,3354,7004,46,60,105,3732,3457,7190,41,44,85,3092,2848,5936,74,54,124,3205,2948,6149,38,33,72,5273,5785,11056,185,129,310,5491,5947,11437,37,25,72,5659,6051,11713,180,114,296,5884,6194,12078,13,20,31,3912,4537,8452,102,129,231,4028,4681,8712,179,183,366,21971,23005,44979,364,390,762,22521,23584,46099,0,0,0,25,30,54,0,0,0,24,33,59,0,0,0,16,11,22,0,0,0,16,13,27,0,0,0,8,8,12,0,0,0,9,13,15,0,0,0,3,6,9,0,0,0,3,6,9,0,0,0,4,0,8,0,0,0,4,0,8,8,15,23,276,292,568,0,0,3,287,305,589,0,0,0,4,4,5,0,0,0,4,4,5,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,5,3,0,0
ILOC50500502,361,426,784,17893,16875,34767,1078,872,1954,19333,18174,37503,41,41,80,1240,1176,2412,61,39,107,1345,1252,2595,79,89,174,1682,1580,3261,80,83,163,1839,1760,3596,85,91,174,2893,2578,5469,183,135,318,3157,2808,5966,96,112,203,7472,6552,14027,482,371,850,8045,7042,15082,41,66,111,3052,3019,6078,203,153,355,3302,3236,6537,19,20,42,1554,1966,3521,69,86,162,1639,2082,3721,339,406,747,17266,16428,33689,857,779,1635,18458,17608,36067,3,0,0,18,13,33,0,0,0,23,16,35,0,0,0,9,10,17,0,0,0,9,10,17,0,0,0,19,6,20,3,0,3,20,6,23,0,0,0,10,0,16,0,0,0,14,0,16,0,0,0,0,5,0,0,0,0,6,5,3,39,35,68,295,274,569,33,19,57,367,328,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,3,0,0,0,0,0,0,0,0
ILOC50500503,33,41,76,4791,5006,9799,135,72,210,4965,5119,10083,0,5,4,248,208,451,3,0,3,248,213,462,13,8,20,627,608,1234,8,14,23,648,628,1270,11,10,21,753,731,1478,12,10,22,775,742,1522,8,11,13,1035,1177,2213,43,20,61,1084,1204,2289,6,7,13,1430,1574,3003,52,23,78,1492,1603,3097,0,3,3,703,714,1417,13,13,26,719,723,1444,34,39,70,4634,4903,9533,66,62,126,4733,5002,9738,0,0,0,7,0,6,0,0,0,7,0,6,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,52,62,119,0,0,0,52,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50500601,286,281,564,13486,13884,27372,566,446,1016,14332,14616,28953,50,34,82,1090,980,2073,26,21,52,1171,1040,2208,72,66,138,1956,1819,3777,60,65,119,2085,1949,4033,62,59,117,1568,1548,3121,57,49,103,1680,1657,3339,65,76,141,4104,4397,8494,228,147,380,4403,4616,9019,32,41,75,3245,3437,6685,144,101,243,3421,3579,7003,5,7,13,1517,1705,3221,48,63,117,1575,1781,3355,273,265,536,12934,13500,26435,339,370,708,13546,14138,27682,0,0,0,8,10,25,0,0,0,8,10,25,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,10,15,0,0,0,6,10,15,0,0,0,5,5,12,0,0,0,5,5,12,0,0,0,5,0,7,0,0,0,4,0,6,12,7,20,224,201,431,7,10,14,246,223,467,0,0,0,0,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0
ILOC50500602,189,182,372,11129,11506,22635,871,497,1367,12185,12181,24370,24,13,41,632,593,1228,20,22,36,672,630,1306,36,23,58,1200,1178,2376,48,44,89,1282,1242,2524,42,37,84,1309,1284,2594,214,96,312,1570,1422,2987,47,56,102,2961,2978,5941,309,150,462,3318,3180,6496,27,40,70,2971,3094,6064,189,98,287,3188,3236,6422,6,10,18,2065,2371,4431,94,91,185,2162,2470,4634,172,169,344,10611,11119,21729,650,421,1076,11434,11712,23139,0,0,0,32,28,55,9,6,20,46,33,78,0,0,0,27,7,35,20,0,21,49,9,57,0,0,0,12,10,22,6,3,11,20,15,33,3,0,3,7,9,15,9,0,4,17,7,25,0,0,0,0,4,6,4,0,4,9,4,9,15,14,24,433,371,800,159,63,224,603,453,1055,0,0,0,8,5,12,0,0,0,8,5,12,0,0,0,4,0,8,9,0,9,15,0,10,0,0,0,9,0,6,6,0
