ILOC_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
ILOC50600103,77,90,171,8,4,14,0,0,0,86,94,180,0,5,9,0,0,0,0,0,0,0,5,9,10,13,27,0,0,0,0,0,0,10,13,27,15,19,30,0,0,0,0,0,0,15,20,35,24,31,62,6,0,6,0,0,0,33,31,67,15,16,28,5,3,3,0,0,0,16,19,35,7,10,11,0,0,0,0,0,0,7,10,11,79,90,164,6,4,9,0,0,0,86,90,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,6,0,8,0,0,0,0,0,0,0,0
ILOC50600104,32,41,75,0,3,6,0,0,0,37,43,83,0,8,6,0,0,0,0,0,0,0,8,6,4,9,14,0,0,0,0,0,0,4,9,14,8,10,16,0,0,0,0,0,0,8,10,16,11,10,21,0,0,0,0,0,0,15,10,26,7,5,11,0,3,3,0,0,0,7,3,14,0,3,6,4,0,4,0,0,0,0,3,6,32,41,75,0,0,6,0,0,0,34,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600105,50,38,93,42,28,73,14,7,19,107,79,179,5,0,5,0,0,0,0,0,0,6,0,8,13,8,22,3,0,5,0,0,0,16,12,29,10,11,19,0,3,3,0,0,0,10,11,19,14,11,25,8,4,14,4,0,4,29,22,47,14,7,20,15,6,26,5,3,5,31,25,54,4,0,5,14,8,23,4,0,4,21,11,29,48,38,84,35,33,66,9,7,18,96,76,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,0,0,0,4,9,10,0,0,0,3,9,11,0,0,0,3,9,11,3,7,13,51,38,94,16,6,23,68,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,4,3,6,0,0,0,0,0,4,0,0
ILOC50600106,275,279,556,1655,1519,3171,261,246,506,2191,2047,4239,40,41,74,165,151,322,12,20,33,217,211,427,72,72,147,261,241,502,49,49,98,384,370,752,44,47,95,140,144,279,28,27,55,208,221,429,79,86,169,615,646,1266,98,103,200,799,837,1635,42,33,71,423,302,727,63,43,107,527,376,900,0,3,9,49,25,75,9,0,14,59,37,99,248,252,502,1523,1398,2921,239,226,463,2014,1875,3884,0,0,0,11,3,12,0,0,0,11,3,12,0,0,0,15,4,19,5,0,5,21,4,25,0,0,0,12,9,22,0,0,0,11,11,27,5,0,4,24,3,28,6,0,6,31,5,36,0,0,0,9,6,11,0,0,0,9,6,11,14,18,31,484,178,660,110,33,144,606,224,834,0,0,0,6,4,7,0,0,0,6,4,7,0,0,0,0,0,0,0,5,4,5,5,3,0,0,0,0,0,0,0,0
ILOC50600107,47,46,90,27,17,45,8,0,6,76,66,147,3,0,7,0,0,0,0,0,0,3,0,7,4,11,10,0,0,0,0,0,0,4,11,10,12,7,17,3,0,3,0,0,0,18,7,23,15,11,33,9,6,13,0,0,0,21,21,41,12,5,15,8,6,14,0,0,4,24,16,35,0,6,6,6,9,14,3,0,3,10,12,24,46,46,91,22,11,38,8,0,6,78,62,134,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,32,11,35,11,0,12,43,15,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600108,48,50,99,10,7,21,0,0,0,60,55,117,4,3,5,3,0,3,0,0,0,9,3,6,9,9,18,0,8,7,0,0,0,11,8,22,9,11,22,0,0,4,0,0,0,10,11,25,21,20,40,0,0,0,0,0,0,15,20,40,3,3,5,6,0,4,0,0,0,6,8,11,4,0,7,0,0,0,0,0,0,4,3,7,46,50,100,7,7,19,0,0,0,59,55,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600109,63,47,110,7,4,13,0,0,0,69,57,126,6,3,13,0,0,0,0,0,0,6,3,13,18,4,27,0,0,0,0,0,0,18,4,27,12,10,22,0,0,0,0,0,0,13,12,20,23,18,40,5,3,6,0,0,0,28,23,44,4,6,15,3,0,3,0,0,0,9,5,17,3,3,7,0,0,0,0,0,0,5,3,4,63,47,110,9,4,11,0,0,0,73,49,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,3,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600110,36,44,87,3,4,9,0,0,0,43,52,90,5,7,11,0,0,0,0,0,0,4,7,12,5,3,9,0,0,0,0,0,0,5,3,9,13,12,28,0,0,0,0,0,0,13,16,24,13,9,27,3,0,3,0,0,0,12,14,29,3,7,10,0,4,4,0,0,0,3,13,11,0,4,7,0,0,0,0,0,0,0,4,7,33,47,84,3,4,9,0,0,0,41,52,89,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600111,145,50,195,1860,518,2384,1430,301,1735,3442,873,4312,0,0,0,16,8,25,3,7,6,25,13,43,10,0,6,23,18,43,6,4,11,38,28,63,10,11,19,146,74,217,100,42,146,260,126,384,73,26,102,1008,272,1276,800,160,958,1883,456,2340,46,10,55,622,125,750,502,78,578,1170,217,1389,6,0,8,41,24,65,21,8,30,64,33,105,142,50,190,1827,505,2332,1423,297,1718,3387,855,4244,0,0,0,10,4,12,6,3,9,18,7,20,0,0,0,86,21,105,55,4,57,133,27,165,0,0,0,107,38,142,50,10,61,161,42,202,5,0,4,198,30,229,135,7,151,341,42,383,0,0,4,72,18,91,45,4,42,115,17,137,169,65,241,4307,1063,5373,2900,543,3442,7379,1677,9054,0,0,0,24,4,32,20,0,20,44,4,53,0,0,0,11,0,14,9,3,13,28,5,26,0,0,0,7,4,10,0,0
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,203,131,337,2480,1854,4333,560,251,810,3243,2238,5482,16,15,36,135,129,263,15,13,30,164,160,322,27,22,49,239,198,433,31,29,60,296,243,542,32,26,61,220,191,408,49,40,86,299,254,556,67,39,106,956,737,1694,258,101,359,1280,875,2153,52,23,71,711,423,1134,177,58,234,944,502,1441,5,8,19,224,171,397,34,19,52,265,200,470,194,127,316,2290,1740,4034,506,229,732,2993,2094,5083,0,0,0,9,6,9,0,0,0,8,4,12,10,0,10,197,150,345,46,5,52,243,158,403,0,0,0,210,185,397,29,13,45,240,201,443,7,4,10,214,92,307,92,14,99,314,105,418,0,0,4,122,91,209,30,4,39,157,95,257,139,79,218,4304,2225,6528,1674,430,2104,6119,2734,8851,0,0,0,53,35,95,11,3,17,68,39,112,4,3,6,18,10,26,0,0,8,30,14,37,0,0,0,10,6,23,6,0
ILOC50600202,52,69,121,278,260,538,74,75,157,406,406,813,6,0,8,27,34,65,13,6,20,45,50,95,6,13,20,35,36,73,3,13,20,50,60,110,0,6,6,14,5,20,11,3,12,23,12,38,18,22,40,96,102,200,28,34,67,144,160,303,14,21,37,72,55,128,24,18,37,109,93,201,5,8,14,25,19,47,0,6,6,33,37,67,49,62,111,266,252,516,72,74,148,382,389,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32,7,3,13,22,23,41,0,0,0,9,10,18,5,7,5,15,17,33,0,0,0,7,0,9,4,0,4,11,3,13,0,0,0,7,4,17,3,0,0,10,8,23,3,3,8,218,176,393,91,80,173,314,263,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0
ILOC50600203,66,45,114,504,417,916,188,98,287,756,562,1319,5,7,10,36,44,76,11,3,17,53,50,102,9,9,20,74,63,141,17,20,43,111,95,208,12,15,19,42,38,74,22,7,24,65,53,125,20,11,36,194,166,360,82,44,121,296,223,522,17,6,22,150,94,243,53,23,76,216,126,339,0,3,6,6,4,18,4,0,5,16,11,23,58,44,100,452,362,815,176,88,265,684,493,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,4,0,4,5,0,5,0,0,0,4,0,0,3,0,3,5,0,8,0,0,0,3,0,3,5,0,5,4,0,4,7,5,15,183,49,228,180,31,206,373,85,453,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600204,145,151,300,1151,1040,2185,207,179,391,1503,1367,2874,25,9,38,121,124,242,21,18,36,166,156,318,36,47,90,232,195,432,45,29,76,317,276,593,12,22,34,92,76,171,22,20,38,131,115,249,45,43,90,412,431,839,71,72,141,527,542,1072,19,25,40,264,192,461,51,42,87,328,258,585,3,0,4,25,19,44,9,0,10,31,27,58,130,140,273,1058,963,2019,185,158,343,1380,1257,2641,0,0,0,3,0,10,0,0,0,3,3,11,0,0,0,4,7,7,0,0,6,10,3,15,0,0,0,8,8,8,0,0,4,7,7,13,0,0,0,11,3,10,5,0,5,13,0,20,0,0,0,9,0,9,0,0,0,12,0,12,8,5,10,204,94,300,101,35,133,311,137,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600301,755,773,1530,6820,6167,12984,1405,1096,2500,8976,8036,17013,89,89,177,618,535,1154,103,67,179,815,697,1508,189,182,368,1118,1088,2199,211,209,422,1517,1478,2990,139,124,263,689,581,1269,167,120,281,992,820,1816,220,242,456,2574,2514,5090,547,450,997,3337,3202,6546,101,118,221,1620,1287,2909,326,227,548,2044,1633,3677,12,24,34,206,159,365,44,25,69,263,209,474,692,698,1391,6476,5853,12327,1304,1035,2335,8472,7587,16056,5,3,7,12,8,21,0,0,0,23,18,35,8,6,16,55,27,82,25,5,25,93,40,128,3,0,3,72,50,121,36,15,50,110,68,172,9,3,10,85,33,114,77,17,87,164,50,211,0,0,0,49,30,67,22,4,26,64,30,92,35,26,63,1129,498,1620,793,179,969,1951,698,2646,0,0,0,9,3,13,0,5,9,16,6,20,0,0,0,8,0,12,3,0,3,17,0,16,0,0,0,0,0,0,0,0
ILOC50600401,24,23,53,0,0,3,0,0,0,29,29,59,0,4,4,0,0,0,0,0,0,0,4,4,5,7,10,0,0,0,0,0,0,5,7,10,3,0,8,0,0,0,0,0,0,3,0,8,6,9,17,0,0,0,0,0,0,9,9,13,6,6,12,0,0,3,0,0,0,8,10,17,0,0,3,0,0,0,0,0,0,4,0,3,24,23,53,0,0,3,0,0,0,25,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600402,52,49,101,90,75,169,34,23,58,177,152,327,6,4,11,7,10,16,0,0,0,15,11,24,9,16,17,12,9,25,7,4,16,26,30,62,8,5,11,8,5,17,3,0,5,22,15,34,17,11,24,29,25,52,6,7,17,47,44,88,14,14,29,28,20,48,15,3,16,56,40,95,5,4,5,8,3,11,5,3,8,11,7,25,51,47,94,75,77,152,30,25,53,155,147,303,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,8,6,11,0,0,0,8,6,11,0,0,0,6,8,10,3,0,4,10,12,19,0,0,0,6,4,8,5,5,3,6,5,9,0,0,5,69,27,94,14,5,24,84,33,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600403,163,142,306,1767,1629,3394,290,258,546,2226,2027,4249,10,14,26,161,174,329,15,14,20,184,199,379,36,28,59,259,253,515,20,28,50,317,308,625,22,23,47,131,116,245,30,32,56,180,168,347,47,44,96,708,705,1408,117,99,214,872,847,1717,39,30,72,463,322,783,94,79,169,588,430,1018,12,9,14,65,60,121,13,18,26,91,78,162,139,129,267,1631,1519,3156,254,228,479,2025,1873,3901,0,0,0,11,0,11,0,0,0,11,3,13,0,0,0,45,29,77,14,9,23,63,37,103,0,0,0,42,24,72,26,10,35,69,43,107,4,0,4,73,26,96,36,10,47,112,36,148,0,0,0,23,11,36,13,6,18,36,24,51,15,9,26,457,195,651,228,66,295,704,273,976,0,0,3,18,12,26,3,0,8,22,10,34,0,0,0,4,0,8,0,0,0,6,0,10,0,0,0,3,0,0,3,0
ILOC50600404,1190,1266,2454,3693,3303,6993,919,681,1594,5801,5249,11046,157,126,277,320,309,627,53,42,95,526,482,1010,257,268,523,503,516,1015,121,110,229,881,887,1772,210,207,420,343,331,668,102,84,186,654,620,1277,337,335,669,1393,1379,2771,356,279,631,2080,1993,4072,189,255,439,990,674,1655,256,151,407,1435,1074,2505,41,75,120,147,102,250,32,20,53,223,195,420,1121,1170,2289,3512,3125,6639,862,632,1496,5491,4923,10416,0,4,6,10,10,20,0,0,0,9,13,27,0,0,0,35,17,52,20,5,19,51,23,68,0,0,0,34,10,48,30,8,33,64,19,81,0,0,3,42,15,54,37,6,41,76,22,100,0,0,0,28,12,36,13,8,20,46,19,65,104,99,208,704,216,926,773,152,927,1585,469,2056,0,0,0,8,6,13,4,0,5,7,4,16,0,0,4,9,0,7,8,0,8,13,0,15,0,0,0,0,0,0,0,0
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,201,47,249,144,113,257,19,16,39,369,172,543,0,0,0,7,4,15,0,0,0,10,7,16,4,6,14,15,12,28,0,0,0,21,16,39,45,5,49,16,8,19,0,4,7,63,16,73,116,22,139,37,36,71,5,8,12,164,59,224,31,8,44,51,38,91,4,3,5,91,57,146,8,5,8,23,13,28,5,7,8,28,20,47,200,39,238,138,110,246,21,16,38,360,162,520,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,9,4,13,0,0,0,6,4,9,0,0,0,17,16,28,8,4,11,20,15,37,0,0,0,11,11,15,0,5,9,13,15,24,0,0,0,4,4,6,0,0,0,4,7,5,4,3,9,98,79,181,59,56,116,166,137,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600502,37,21,60,801,575,1377,358,135,493,1193,736,1929,4,5,6,46,43,89,5,4,9,53,49,110,9,5,15,120,104,221,9,18,22,133,123,261,4,0,6,64,43,111,21,16,43,90,59,156,13,0,18,280,194,472,195,55,253,490,244,736,6,11,18,254,172,428,114,41,158,379,227,606,0,0,0,36,26,57,8,6,12,46,25,68,37,20,54,757,542,1307,341,121,468,1141,689,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,27,12,0,12,38,9,47,0,0,0,26,22,50,8,0,12,33,25,55,0,0,0,50,19,72,37,0,44,92,23,115,0,0,0,20,11,35,14,6,19,40,19,57,4,11,16,718,258,973,775,137,911,1498,405,1898,0,0,0,8,0,7,0,0,3,3,7,12,0,0,0,7,0,7,7,0,7,8,0,8,0,0,0,0,0,0,0,0
ILOC50600503,52,50,101,13,19,35,3,0,3,68,73,139,7,5,12,0,0,5,0,0,0,6,7,13,11,6,15,0,3,3,0,0,0,11,12,20,11,6,20,0,4,9,0,0,0,18,17,34,18,19,31,4,7,10,0,0,0,14,28,43,7,10,16,6,4,10,0,0,5,14,9,28,3,5,10,0,0,0,0,0,0,3,3,7,52,47,101,13,21,28,3,0,3,68,68,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600504,185,187,374,72,68,142,20,24,49,278,279,558,10,17,24,5,3,8,0,0,0,12,19,34,32,21,56,3,11,10,3,3,7,40,31,76,32,29,63,3,3,8,0,0,5,39,38,77,41,47,82,15,26,44,3,7,12,61,77,137,51,46,106,20,22,42,11,7,10,83,71,154,14,26,37,17,11,27,4,0,4,36,41,75,176,181,359,67,62,132,21,24,41,265,266,532,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,12,26,25,6,29,0,0,0,34,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600505,165,126,291,759,602,1358,223,147,374,1149,871,2016,22,18,41,76,57,135,13,7,20,111,83,198,35,30,66,135,115,243,38,33,76,202,177,379,30,24,56,61,57,119,25,16,34,121,96,213,37,24,67,308,256,563,88,61,147,434,342,779,29,20,53,160,107,270,49,31,78,238,160,400,3,4,12,20,9,30,10,0,10,38,13,43,153,114,267,728,567,1296,222,146,362,1101,824,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,12,0,10,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0,4,0,9,8,0,8,17,0,18,0,0,0,5,0,5,6,0,6,8,0,8,13,3,18,249,48,308,152,13,170,418,71,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0
