ILOC_CODE_2021,Emp_Worked_FT_A_15_24_y_M,Emp_Worked_FT_A_25_34_y_M,Emp_Worked_FT_A_35_44_y_M,Emp_Worked_FT_A_45_54_y_M,Emp_Worked_FT_A_55_64_y_M,Emp_Worked_FT_A_65_and_over_M,Emp_Worked_FT_Tot_M,Emp_Worked_PT_A_15_24_y_M,Emp_Worked_PT_A_25_34_y_M,Emp_Worked_PT_A_35_44_y_M,Emp_Worked_PT_A_45_54_y_M,Emp_Worked_PT_A_55_64_y_M,Emp_Worked_PT_A_65_and_over_M,Emp_Worked_PT_Tot_M,EAfW_A_15_24_y_M,EAfW_A_25_34_y_M,EAfW_A_35_44_y_M,EAfW_A_45_54_y_M,EAfW_A_55_64_y_M,EAfW_A_65_over_M,EAfW_Tot_M,Emp_Tot_Age_15_24_y_M,Emp_Tot_Age_25_34_y_M,Emp_Tot_Age_35_44_y_M,Emp_Tot_Age_45_54_y_M,Emp_Tot_Age_55_64_y_M,Emp_Tot_A_65_over_M,Emp_Tot_Tot_M,Unemp_A_15_24_y_M,Unemp_A_25_34_y_M,Unemp_A_35_44_y_M,Unemp_A_45_54_y_M,Unemp_A_55_64_y_M,Unemp_A_65_over_M,Unemp_Tot_M,Tot_LF_Ag_15_24_y_M,Tot_LF_Ag_25_34_y_M,Tot_LF_Ag_35_44_y_M,Tot_LF_Ag_45_54_y_M,Tot_LF_Ag_55_64_y_M,Tot_LF_Ag_65_and_over_M,Tot_LF_Tot_M,Not_in_LF_Age_15_24_y_M,Not_in_LF_Age_25_34_y_M,Not_in_LF_Age_35_44_y_M,Not_in_LF_Age_45_54_y_M,Not_in_LF_Age_55_64_y_M,Not_in_LF_A_65and_over_M,Not_In_LF_Tot_M,LF_stat_NS_A_15_24_y_M,LF_stat_NS_A_25_34_y_M,LF_stat_NS_A_35_44_y_M,LF_stat_NS_A_45_54_y_M,LF_stat_NS_A_55_64_y_M,LF_stat_NS_A_65and_over_M,LF_status_NS_Tot_M,Tot_Age_15_24_y_M,Tot_Age_25_34_y_M,Tot_Age_35_44_y_M,Tot_Age_45_54_y_M,Tot_Age_55_64_y_M,Tot_A_65_and_over_M,Tot_Tot_M,Emp_Worked_FT_A_15_24_y_F,Emp_Worked_FT_A_25_34_y_F,Emp_Worked_FT_A_35_44_y_F,Emp_Worked_FT_A_45_54_y_F,Emp_Worked_FT_A_55_64_y_F,Emp_Worked_FT_A_65_and_over_F,Emp_Worked_FT_Tot_F,Emp_Worked_PT_A_15_24_y_F,Emp_Worked_PT_A_25_34_y_F,Emp_Worked_PT_A_35_44_y_F,Emp_Worked_PT_A_45_54_y_F,Emp_Worked_PT_A_55_64_y_F,Emp_Worked_PT_A_65_and_over_F,Emp_Worked_PT_Tot_F,EAfW_A_15_24_y_F,EAfW_A_25_34_y_F,EAfW_A_35_44_y_F,EAfW_A_45_54_y_F,EAfW_A_55_64_y_F,EAfW_A_65_over_F,EAfW_Tot_F,Emp_Tot_Age_15_24_y_F,Emp_Tot_Age_25_34_y_F,Emp_Tot_Age_35_44_y_F,Emp_Tot_Age_45_54_y_F,Emp_Tot_Age_55_64_y_F,Emp_Tot_A_65_over_F,Emp_Tot_Tot_F,Unemp_A_15_24_y_F,Unemp_A_25_34_y_F,Unemp_A_35_44_y_F,Unemp_A_45_54_y_F,Unemp_A_55_64_y_F,Unemp_A_65_over_F,Unemp_Tot_F,Tot_LF_Ag_15_24_y_F,Tot_LF_Ag_25_34_y_F,Tot_LF_Ag_35_44_y_F,Tot_LF_Ag_45_54_y_F,Tot_LF_Ag_55_64_y_F,Tot_LF_Ag_65_and_over_F,Tot_LF_Tot_F,Not_in_LF_Age_15_24_y_F,Not_in_LF_Age_25_34_y_F,Not_in_LF_Age_35_44_y_F,Not_in_LF_Age_45_54_y_F,Not_in_LF_Age_55_64_y_F,Not_in_LF_A_65and_over_F,Not_In_LF_Tot_F,LF_stat_NS_A_15_24_y_F,LF_stat_NS_A_25_34_y_F,LF_stat_NS_A_35_44_y_F,LF_stat_NS_A_45_54_y_F,LF_stat_NS_A_55_64_y_F,LF_stat_NS_A_65and_over_F,LF_status_NS_Tot_F,Tot_Age_15_24_y_F,Tot_Age_25_34_y_F,Tot_Age_35_44_y_F,Tot_Age_45_54_y_F,Tot_Age_55_64_y_F,Tot_A_65_and_over_F,Tot_Tot_F,Emp_Worked_FT_A_15_24_y_P,Emp_Worked_FT_A_25_34_y_P,Emp_Worked_FT_A_35_44_y_P,Emp_Worked_FT_A_45_54_y_P,Emp_Worked_FT_A_55_64_y_P,Emp_Worked_FT_A_65_and_over_P,Emp_Worked_FT_Tot_P,Emp_Worked_PT_A_15_24_y_P,Emp_Worked_PT_A_25_34_y_P,Emp_Worked_PT_A_35_44_y_P,Emp_Worked_PT_A_45_54_y_P,Emp_Worked_PT_A_55_64_y_P,Emp_Worked_PT_A_65_and_over_P,Emp_Worked_PT_Tot_P,EAfW_A_15_24_y_P,EAfW_A_25_34_y_P,EAfW_A_35_44_y_P,EAfW_A_45_54_y_P,EAfW_A_55_64_y_P,EAfW_A_65_over_P,EAfW_Tot_P,Emp_Tot_Age_15_24_y_P,Emp_Tot_Age_25_34_y_P,Emp_Tot_Age_35_44_y_P,Emp_Tot_Age_45_54_y_P,Emp_Tot_Age_55_64_y_P,Emp_Tot_A_65_over_P,Emp_Tot_Tot_P,Unemp_A_15_24_y_P,Unemp_A_25_34_y_P,Unemp_A_35_44_y_P,Unemp_A_45_54_y_P,Unemp_A_55_64_y_P,Unemp_A_65_over_P,Unemp_Tot_P,Tot_LF_Ag_15_24_y_P,Tot_LF_Ag_25_34_y_P,Tot_LF_Ag_35_44_y_P,Tot_LF_Ag_45_54_y_P,Tot_LF_Ag_55_64_y_P,Tot_LF_Ag_65_and_over_P,Tot_LF_Tot_P,Not_in_LF_Age_15_24_y_P,Not_in_LF_Age_25_34_y_P,Not_in_LF_Age_35_44_y_P,Not_in_LF_Age_45_54_y_P,Not_in_LF_Age_55_64_y_P,Not_in_LF_A_65and_over_P,Not_In_LF_Tot_P,LF_stat_NS_A_15_24_y_P,LF_stat_NS_A_25_34_y_P,LF_stat_NS_A_35_44_y_P,LF_stat_NS_A_45_54_y_P,LF_stat_NS_A_55_64_y_P,LF_stat_NS_A_65and_over_P,LF_status_NS_Tot_P,Tot_Age_15_24_y_P,Tot_Age_25_34_y_P,Tot_Age_35_44_y_P,Tot_Age_45_54_y_P,Tot_Age_55_64_y_P,Tot_A_65_and_over_P,Tot_Tot_P
ILOC50500803,19,3,15,16,12,0,57,7,6,4,4,0,5,33,5,6,3,3,6,0,17,26,15,21,22,19,5,110,13,11,9,0,3,0,46,46,27,30,24,17,8,151,19,3,13,14,3,15,72,4,0,3,0,0,4,15,62,38,42,43,29,24,236,4,8,14,12,7,0,52,10,5,3,6,6,0,30,3,7,3,0,0,0,13,22,18,27,15,13,0,95,10,11,10,9,4,0,36,33,24,31,20,15,0,126,43,22,18,20,21,19,141,0,0,0,0,0,0,4,77,49,51,42,35,24,276,23,10,29,28,16,4,109,18,13,7,13,6,6,66,3,12,9,3,5,0,27,49,31,44,42,30,9,199,23,22,17,5,5,0,74,72,53,60,44,33,12,278,64,31,29,32,28,33,208,0,4,3,0,6,5,23,140,89,93,85,63,49,512
ILOC50500804,3,14,9,10,0,0,42,8,0,0,0,0,0,11,0,6,0,0,0,0,9,11,22,10,6,0,6,55,6,0,0,0,0,0,7,16,21,10,6,0,6,64,11,3,0,0,0,4,24,0,0,0,0,0,0,3,34,27,14,12,5,5,94,0,3,8,0,6,0,17,5,3,5,8,0,0,17,0,0,0,0,0,0,7,5,7,11,8,6,0,36,3,0,0,0,0,0,3,13,7,8,7,6,0,42,13,12,3,8,3,7,42,0,0,0,0,0,0,0,27,21,10,11,8,6,80,3,16,15,8,6,0,52,9,8,3,4,0,0,28,5,5,0,0,0,0,13,21,28,21,16,9,0,92,8,0,0,0,0,0,14,26,28,23,16,9,0,105,29,18,0,8,6,8,65,0,0,0,0,0,0,4,59,40,26,25,11,9,171
ILOC50500805,6,4,3,3,5,0,21,0,6,0,0,0,0,10,0,0,0,0,0,0,0,5,11,6,3,5,0,31,0,0,4,0,0,0,3,7,12,11,3,5,0,39,15,3,0,0,0,12,31,0,0,0,0,0,0,4,23,10,13,9,4,12,65,6,5,0,0,0,0,13,0,0,5,5,0,0,12,0,4,0,0,0,0,5,10,12,3,5,5,0,35,5,0,4,0,0,0,10,12,12,8,6,5,0,40,8,3,16,3,7,6,44,0,4,0,0,3,0,11,22,20,19,8,14,7,88,13,15,8,4,3,0,38,7,3,4,5,0,0,17,0,5,0,0,0,0,3,16,17,11,7,6,0,60,7,0,3,0,0,0,9,25,23,15,11,6,0,79,20,10,16,5,7,17,73,3,4,0,0,3,0,11,46,35,28,16,17,17,160
ILOC50500806,0,4,0,0,0,0,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,4,0,6,3,0,12,0,4,0,0,0,0,4,3,9,0,6,3,0,17,0,4,3,3,3,3,23,0,0,0,0,0,0,0,6,9,3,5,0,7,43,0,3,3,0,0,0,8,3,0,4,0,0,0,9,0,0,0,0,0,0,0,3,8,3,4,4,0,16,0,0,0,0,0,0,4,5,7,3,4,4,0,23,3,4,3,7,0,7,32,0,0,0,0,0,0,0,11,11,11,9,6,9,57,3,7,3,3,4,0,17,4,0,4,3,3,0,15,0,0,0,0,0,0,0,11,5,8,3,5,0,34,0,3,0,0,0,0,10,14,10,10,3,5,0,42,9,10,7,8,4,14,48,0,0,0,0,0,0,4,18,19,17,13,11,18,96
ILOC50500807,8,10,7,6,3,0,42,5,5,4,0,0,0,11,4,5,0,0,0,0,10,11,23,7,6,3,8,63,13,9,4,0,0,0,26,23,28,14,10,5,8,86,13,10,3,6,3,7,47,0,0,0,0,0,0,9,38,34,20,16,15,19,141,0,11,8,5,8,0,35,3,9,5,5,3,0,24,0,0,0,0,4,0,6,8,20,18,14,9,0,65,4,4,0,6,0,0,17,15,21,19,14,9,0,78,12,23,6,10,8,19,83,0,0,0,0,0,0,9,25,44,27,26,20,25,166,9,28,14,15,11,3,78,5,10,9,5,6,3,30,0,6,0,0,3,0,18,23,33,22,22,15,6,126,17,12,6,4,6,0,39,33,47,30,25,20,6,166,27,32,10,14,13,25,132,0,0,0,0,0,4,11,64,83,47,45,31,38,307
ILOC50500808,11,13,12,11,9,0,64,9,6,5,0,0,0,17,0,0,0,0,4,0,8,21,19,22,13,6,5,89,11,4,0,7,0,0,20,31,22,22,16,6,5,102,20,15,9,0,9,8,62,0,0,0,4,0,0,7,52,38,33,22,21,13,171,5,10,10,9,6,0,38,12,4,8,4,0,0,27,0,0,0,0,0,0,7,17,18,15,16,5,0,68,11,5,0,0,0,0,22,25,25,17,15,6,0,94,27,16,18,16,6,14,102,0,0,0,0,0,0,0,54,42,37,30,16,17,196,14,22,21,18,11,0,101,15,8,8,6,0,0,49,3,0,0,5,4,4,14,37,37,36,31,18,9,163,17,10,4,3,0,0,39,56,48,37,35,20,9,201,49,28,24,15,17,21,163,0,3,0,4,0,0,5,110,80,68,52,35,29,369
ILOC50500901,14,19,19,17,9,3,77,13,4,0,0,4,0,26,0,0,0,0,0,0,4,26,27,21,19,19,3,106,4,4,0,3,0,0,12,32,29,21,16,19,3,123,23,8,5,7,8,9,57,0,0,0,0,0,0,4,58,40,23,28,24,13,180,7,13,14,15,0,3,40,13,3,7,6,3,0,32,0,3,0,3,0,0,9,18,16,22,19,7,3,85,0,3,3,0,0,0,13,19,24,24,22,8,3,94,12,5,11,3,8,6,46,0,0,0,0,0,0,3,29,26,34,25,18,8,142,19,31,31,29,13,4,119,24,12,11,8,4,0,55,0,9,0,3,0,0,11,44,45,45,41,24,9,194,12,5,3,3,0,0,22,53,51,44,42,22,9,217,34,10,13,9,17,13,101,0,4,0,0,0,0,3,90,60,63,53,41,18,325
ILOC50500902,14,36,37,22,16,0,135,13,10,0,4,3,4,39,3,3,0,5,0,0,14,28,52,42,31,19,6,183,12,3,0,3,0,0,20,40,54,41,32,24,5,201,18,4,11,8,4,22,70,3,0,0,4,0,3,11,63,61,55,45,29,32,281,15,21,17,17,10,3,79,24,6,19,10,4,0,67,0,6,6,4,0,0,17,36,37,40,31,17,6,168,4,3,0,0,0,0,5,43,44,38,32,17,6,173,35,13,17,10,13,22,108,0,0,3,0,0,0,3,73,56,57,42,29,29,288,29,55,53,42,31,4,218,36,25,17,14,12,8,105,4,6,7,11,0,0,31,69,86,82,65,37,16,345,15,5,6,4,0,0,25,82,92,79,69,41,16,376,56,26,24,16,21,46,177,3,0,4,3,0,3,13,136,117,111,88,62,56,570
ILOC50501001,9,21,9,5,6,0,50,7,0,0,3,0,0,9,0,6,0,5,0,0,8,12,27,10,9,6,3,70,10,7,4,3,4,0,25,19,28,12,11,11,3,90,21,9,12,4,3,9,52,4,0,0,0,0,0,5,53,30,25,18,13,8,148,5,13,14,3,4,0,39,8,6,4,4,5,0,25,0,0,0,0,4,0,10,17,16,16,11,7,0,73,5,4,0,5,0,0,16,22,20,16,15,7,0,86,16,7,8,5,12,11,58,0,3,0,4,0,0,5,48,29,19,27,17,14,152,19,33,17,13,12,4,92,7,4,6,8,5,0,36,0,5,0,6,0,0,16,28,43,27,22,17,5,140,18,9,5,9,4,0,38,45,53,33,27,16,5,172,41,12,12,10,11,17,111,5,3,3,4,0,0,16,97,65,47,42,30,20,296
ILOC50501002,5,16,16,7,7,3,51,11,3,3,0,0,0,20,0,3,0,0,0,0,5,21,23,19,9,9,3,82,7,4,4,0,0,0,12,24,27,19,9,9,3,91,12,3,3,5,0,0,28,0,0,0,0,0,0,0,37,34,27,7,9,8,120,11,11,13,7,3,0,51,7,4,5,0,0,0,23,0,0,0,0,0,0,4,16,15,19,12,9,0,78,0,0,0,0,0,0,7,25,17,19,18,9,0,88,12,18,11,6,6,3,53,3,0,0,0,0,0,9,36,40,31,19,11,10,146,15,32,26,18,12,3,103,20,4,10,0,0,0,44,4,0,3,0,0,0,10,40,42,33,24,17,3,161,4,6,3,0,0,0,17,48,46,41,26,17,3,177,23,21,14,12,6,5,81,3,0,0,0,0,0,5,75,73,55,35,20,13,261
ILOC50501003,11,14,13,13,7,4,65,6,0,0,0,0,0,8,3,3,3,6,0,0,14,22,17,20,19,12,6,88,8,0,0,0,0,0,9,23,17,16,18,16,6,100,17,3,4,4,5,8,38,0,3,0,0,0,0,8,44,21,25,25,20,10,139,11,9,12,17,9,0,50,13,3,4,6,0,0,37,0,0,0,0,0,0,3,18,15,20,26,12,0,87,6,0,0,0,0,0,5,22,13,20,25,8,0,97,31,8,0,8,6,12,60,0,0,0,0,0,0,3,57,19,25,32,10,12,163,17,22,25,29,13,4,116,19,5,7,7,0,0,49,3,3,3,8,0,0,13,43,33,42,43,17,8,180,10,0,0,0,3,0,15,51,30,42,45,21,8,193,51,10,6,9,5,18,101,0,3,0,0,0,0,4,103,40,49,54,32,25,299
ILOC50501101,19,25,16,20,3,0,80,13,11,4,3,0,0,40,3,7,3,0,0,0,12,36,37,24,23,10,6,128,21,9,7,3,0,0,42,59,51,23,26,6,10,175,41,9,8,17,6,23,104,7,0,6,0,0,0,14,103,66,35,42,11,28,291,12,18,11,11,9,0,58,22,15,14,11,9,0,71,4,4,0,0,0,0,10,40,35,19,25,16,0,139,9,8,6,0,3,0,31,47,47,28,23,18,0,167,37,36,27,24,14,17,157,6,0,0,0,0,0,7,89,80,52,45,32,23,331,28,38,24,24,12,4,138,40,29,16,15,9,0,112,11,9,3,0,3,0,23,73,80,39,45,24,3,272,26,25,15,0,4,0,69,104,100,54,50,30,12,342,82,44,36,40,15,46,257,12,0,6,3,0,4,19,195,147,92,88,45,51,619
ILOC50501102,10,27,18,9,8,0,77,11,3,4,6,0,0,28,0,3,4,4,0,0,9,24,37,26,14,8,0,115,5,5,0,0,0,0,13,27,39,28,15,8,0,123,127,211,128,53,5,3,533,0,0,0,0,3,0,3,156,255,154,66,23,7,656,9,16,8,10,3,0,49,3,12,9,3,6,0,33,0,4,0,0,0,0,9,17,32,19,18,9,0,90,8,0,4,0,0,0,15,25,32,20,16,6,0,100,22,16,8,6,5,9,67,0,0,0,0,0,0,0,46,47,34,18,12,12,175,24,41,29,20,10,0,127,18,15,14,7,5,0,58,3,4,6,4,0,0,13,37,66,49,29,21,0,199,11,5,3,3,0,0,22,51,75,51,32,21,0,229,151,229,138,59,8,13,601,0,0,0,0,3,0,7,200,306,184,91,36,15,833
ILOC50501201,9,20,20,13,9,0,72,15,8,0,3,3,5,40,0,0,4,0,0,0,3,26,28,25,17,13,7,114,15,0,0,0,0,0,22,35,33,27,17,14,7,133,17,3,4,6,4,7,45,3,0,0,0,0,0,3,53,40,33,22,24,10,182,10,11,10,9,8,0,43,19,0,3,0,3,5,38,0,4,0,0,0,0,4,29,18,15,14,12,5,84,0,3,0,0,4,0,14,31,23,10,12,19,5,94,7,9,4,11,8,6,53,3,0,5,0,3,3,11,42,28,26,22,31,17,158,13,25,26,23,17,0,115,35,13,7,8,9,9,72,0,0,4,4,0,0,11,54,44,40,28,31,7,199,14,9,0,0,4,0,34,67,50,41,32,32,7,232,24,12,13,12,16,19,100,8,0,5,0,3,3,20,97,69,59,47,50,28,343
ILOC50501202,7,8,8,3,11,0,34,12,4,0,0,0,0,18,4,0,0,0,3,0,7,27,12,9,8,11,0,66,11,0,0,0,0,0,16,33,18,9,6,14,0,85,19,15,7,3,8,4,48,0,0,0,0,0,0,3,54,30,19,9,15,9,133,3,9,6,3,10,0,32,12,5,11,0,0,5,37,0,0,0,0,0,0,4,20,16,15,5,11,7,76,3,0,0,0,0,0,5,19,19,19,5,11,7,79,34,18,15,15,8,5,99,6,0,0,0,6,0,6,60,36,32,25,22,11,183,11,19,15,9,16,0,68,31,8,8,0,5,5,56,0,0,3,3,0,0,16,45,29,28,12,22,3,137,9,3,0,0,0,0,20,56,31,28,15,23,5,162,52,31,20,20,12,10,144,3,0,0,0,6,0,12,114,62,45,32,44,15,316
ILOC50501301,18,21,19,17,17,0,91,12,4,5,5,0,0,23,5,3,0,0,0,0,12,31,26,22,22,19,0,119,10,3,0,0,0,0,17,44,29,23,22,19,0,137,111,260,150,67,28,12,642,0,0,0,0,0,0,3,154,295,179,93,51,13,780,12,11,7,16,10,0,56,18,7,8,9,4,0,40,4,5,0,0,3,0,10,22,20,21,19,19,3,110,8,0,0,4,0,0,12,31,23,19,22,19,3,121,25,4,3,6,6,18,65,0,0,0,0,0,0,6,60,35,21,36,31,19,188,29,28,29,31,29,3,142,23,11,12,8,9,0,64,7,5,3,0,6,0,23,61,46,39,43,38,3,232,16,6,0,4,0,0,25,69,48,44,49,43,3,260,140,266,156,79,31,23,704,3,6,0,0,0,6,8,217,325,200,128,74,31,972
ILOC50501302,8,17,12,9,5,0,49,9,0,0,0,4,0,19,0,0,0,0,0,0,7,21,22,13,9,7,0,72,3,7,0,3,0,0,12,22,26,11,11,7,0,82,18,0,7,8,4,11,51,0,0,0,0,0,0,4,44,24,24,24,17,9,135,9,7,7,11,0,0,39,10,0,4,5,0,0,22,0,3,0,0,0,0,10,22,14,7,20,7,0,65,7,6,0,0,0,0,12,23,16,14,18,7,0,79,12,10,6,5,6,3,48,0,0,0,0,0,0,0,35,27,18,24,11,4,125,19,26,20,18,5,3,85,21,5,4,5,4,0,38,0,3,0,3,0,0,12,41,35,23,30,12,3,138,8,10,3,6,0,0,21,50,43,25,25,12,3,158,26,11,13,14,7,14,95,0,0,3,0,0,0,8,80,57,36,42,27,18,258
ILOC50501401,18,37,22,11,9,0,105,7,11,4,0,4,0,25,0,7,5,5,4,0,16,31,47,31,19,11,3,141,4,3,4,0,0,0,20,32,54,32,21,16,3,162,12,8,6,11,8,12,60,0,0,4,0,3,7,8,49,62,46,32,21,26,235,16,32,11,11,6,0,85,13,12,6,7,4,3,48,4,3,0,0,0,0,9,39,53,24,21,7,3,139,15,4,0,0,0,0,23,44,55,22,17,12,4,164,19,14,9,9,10,11,70,0,0,0,0,0,0,4,66,63,30,32,22,20,239,39,69,42,28,16,4,188,22,19,10,7,4,3,68,5,12,5,5,4,0,24,69,99,56,40,20,9,285,19,5,11,3,8,0,40,85,106,59,43,28,9,326,33,19,17,22,19,24,135,0,0,6,0,5,7,16,118,130,79,67,49,46,474
ILOC50501402,7,23,22,18,0,5,71,24,4,0,8,3,0,40,0,6,0,0,0,0,4,35,33,19,22,9,4,116,10,4,3,3,0,0,13,43,31,20,25,9,4,133,41,11,3,9,6,11,85,0,0,0,0,0,0,0,87,39,25,31,17,17,212,9,19,9,8,5,3,52,26,7,3,5,5,0,59,0,8,0,0,0,0,15,39,34,20,19,9,5,121,12,3,3,0,0,0,21,51,33,21,21,9,5,146,47,6,0,7,11,5,84,0,0,0,3,0,0,5,101,38,24,30,22,13,228,9,40,31,26,5,4,116,55,14,10,11,7,0,94,5,10,4,0,0,0,19,71,64,37,42,18,5,240,21,4,8,3,0,0,34,92,65,44,42,18,5,272,92,16,6,13,17,22,167,0,0,0,3,0,0,3,181,83,51,62,33,34,440
ILOC50501501,29,44,43,33,19,5,171,21,14,4,0,0,0,43,3,13,6,6,0,0,30,58,67,49,41,23,3,243,29,19,3,3,5,0,58,87,85,52,45,25,3,304,62,19,15,9,12,13,138,0,0,4,0,3,5,24,147,106,74,57,47,24,457,16,18,19,9,16,4,87,35,22,15,17,8,3,107,9,4,3,3,0,0,15,58,52,39,34,26,8,211,29,11,5,7,0,0,54,87,63,42,42,29,6,268,53,45,34,36,25,22,213,0,0,0,0,4,17,23,137,106,82,77,58,40,500,50,62,64,43,37,6,256,55,40,17,23,14,4,151,13,22,7,6,0,0,50,115,118,87,76,52,9,454,57,29,12,8,3,0,114,174,149,97,84,55,11,570,110,67,53,45,31,32,347,0,4,5,3,13,21,41,291,214,155,134,97,63,954
ILOC50501502,7,16,14,9,3,6,64,13,3,4,5,0,0,25,0,6,0,0,0,0,15,20,29,21,22,7,5,97,14,4,0,4,4,0,23,32,27,21,23,13,5,119,14,7,5,6,17,16,61,0,0,4,0,0,0,4,43,40,32,29,25,22,183,13,7,10,10,5,5,40,17,11,3,4,0,0,45,4,0,0,0,0,0,8,28,24,12,12,7,3,89,4,7,0,7,0,0,15,32,27,15,16,7,3,101,12,14,4,14,15,19,69,3,0,0,0,3,4,8,46,44,26,27,19,21,181,15,24,25,20,5,7,103,28,17,9,8,3,4,69,5,8,0,3,0,0,21,51,50,36,28,14,12,192,12,9,4,7,4,0,36,65,58,37,39,15,12,222,23,25,9,21,27,29,131,3,0,5,0,3,5,15,89,88,50,59,45,39,371
ILOC50501503,41,78,52,29,14,0,211,20,13,5,8,4,0,49,5,6,8,4,0,0,26,66,95,69,39,17,3,282,8,8,4,6,0,0,21,72,104,65,38,17,3,305,36,8,8,4,11,15,83,3,0,5,0,0,0,6,111,109,80,49,24,15,389,28,41,29,21,16,0,133,38,33,25,9,4,0,108,4,9,7,0,0,0,24,74,79,60,32,16,0,268,20,12,5,5,0,0,41,98,90,67,34,18,0,302,38,27,20,18,10,12,125,0,0,0,0,0,0,0,135,116,87,50,30,12,430,69,118,81,48,22,0,342,56,40,32,14,9,0,153,13,18,15,7,0,0,52,142,179,123,68,39,3,549,27,13,6,4,0,0,64,170,192,136,75,38,3,610,73,35,29,23,24,24,203,3,0,4,0,0,0,12,240,230,171,95,54,29,824
ILOC50501601,31,20,26,18,7,5,106,12,8,5,3,0,4,32,0,3,8,0,0,0,15,38,34,36,23,8,7,153,4,0,5,0,0,0,8,43,34,44,24,8,7,162,21,28,18,14,5,4,95,0,0,3,0,0,0,9,63,65,64,37,17,12,263,19,28,29,20,3,0,103,20,11,14,8,8,0,58,0,10,0,0,5,0,13,46,42,41,30,13,0,172,9,0,0,0,0,0,14,52,46,45,29,13,0,188,29,19,8,4,8,4,75,0,5,0,0,0,0,5,79,71,52,37,20,6,262,49,54,53,35,13,9,213,28,18,19,10,8,4,88,3,12,8,0,3,6,31,82,80,82,52,24,8,327,11,0,4,3,0,0,25,93,83,83,56,24,8,348,46,46,29,16,10,12,169,0,5,3,0,0,0,11,142,132,111,73,40,27,523
ILOC50501701,20,22,15,8,13,0,75,16,3,0,0,0,0,25,10,3,0,4,0,0,13,38,29,15,14,10,5,113,3,5,0,7,0,0,15,42,35,15,19,14,0,126,51,3,3,12,4,8,89,3,0,0,3,0,0,11,100,40,18,33,19,17,222,5,26,5,11,0,0,45,7,3,3,0,8,0,29,4,0,0,0,0,0,11,14,27,5,15,13,5,82,3,4,0,0,0,0,13,23,35,14,21,10,5,96,41,18,12,18,11,16,108,4,7,0,0,0,0,14,65,53,18,37,26,15,222,28,39,19,18,9,0,126,22,11,3,4,3,3,51,10,3,0,8,4,0,24,60,56,26,32,24,7,193,9,13,0,5,7,0,33,66,69,27,38,26,5,225,96,26,9,25,16,24,194,6,3,0,3,0,5,28,164,94,38,74,44,30,446
ILOC50501702,19,30,23,10,11,5,87,9,9,0,6,3,7,28,0,0,4,0,0,0,12,28,46,31,11,11,9,134,11,3,3,0,5,0,20,34,47,34,18,19,7,152,27,19,6,13,19,10,97,4,0,0,4,9,4,17,66,69,41,27,42,15,265,13,19,10,15,5,0,63,17,9,8,3,6,0,46,5,3,0,0,0,0,7,37,29,20,21,17,3,120,7,3,3,4,0,0,25,43,34,24,23,19,3,143,16,31,14,25,10,15,106,0,0,0,0,3,11,13,57,64,37,46,29,27,262,30,45,32,20,20,6,155,31,20,10,7,7,4,78,3,5,4,0,0,0,16,63,69,52,26,27,11,251,13,6,5,8,6,0,48,79,79,53,36,31,10,295,47,50,22,36,28,23,198,0,0,0,4,13,12,30,127,129,75,79,73,43,525
ILOC50501801,10,31,26,14,4,0,93,14,3,0,3,0,0,20,5,9,0,0,0,0,12,23,49,29,22,4,0,136,6,0,0,0,0,0,16,35,47,32,22,11,0,148,32,7,9,9,10,11,71,0,0,0,0,0,0,4,59,54,43,32,22,14,226,0,21,16,18,8,0,64,17,13,7,5,7,0,49,0,4,0,0,0,0,5,20,42,24,31,11,0,120,8,5,0,4,0,0,18,28,45,20,28,11,0,135,14,20,11,22,7,18,94,0,0,4,0,0,0,3,43,58,32,55,23,18,233,18,55,42,35,10,4,158,25,22,6,15,7,0,75,3,11,0,3,0,0,20,43,84,50,51,21,4,255,14,4,4,7,0,0,29,64,91,55,53,25,0,279,44,22,18,29,19,29,167,0,0,4,0,0,0,9,104,117,73,88,41,32,459
ILOC50501802,21,16,17,17,10,7,83,11,5,5,9,0,5,32,3,7,0,4,0,0,12,34,20,22,28,18,3,123,13,10,6,4,3,0,25,44,29,27,22,20,3,152,28,16,8,10,12,12,74,0,0,0,0,5,4,7,76,39,40,33,27,20,236,11,11,13,10,8,0,56,13,10,8,8,4,0,51,0,0,0,0,0,0,5,30,25,27,20,9,5,119,10,5,8,0,0,0,20,33,25,34,22,9,5,136,33,12,14,18,19,21,113,0,0,0,5,0,5,8,70,36,46,44,32,23,255,32,30,31,26,17,3,139,31,12,16,15,6,3,89,3,7,4,4,0,0,16,60,47,47,44,26,9,238,17,10,11,9,3,0,45,81,53,59,52,27,9,283,62,19,18,21,26,35,190,0,0,0,5,6,5,12,148,76,82,83,61,48,489
