ILOC_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
ILOC50400205,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,14,16,4,10,12,0,0,0,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,0,0,0,3,9,9,42,24,68,0,3,6,0,0,0,51,28,76,7,8,9,0,0,0,0,0,4,5,3,14,58,51,111,0,5,4,5,0,5,61,57,120,47,31,78,0,3,6,0,0,0,50,27,78,8,4,12,0,0,0,0,0,0,8,8,10,0,11,10,0,0,0,0,0
ILOC50400301,4,11,11,3,10,16,0,3,3,9,16,27,11,22,26,12,10,19,0,0,4,16,32,46,0,8,5,0,0,0,0,0,0,4,8,5,0,4,3,0,0,0,0,0,0,0,4,3,18,28,40,10,3,15,0,0,0,27,29,59,6,10,17,3,0,10,0,0,0,14,14,25,3,3,7,0,0,0,0,0,0,3,3,7,5,0,4,0,0,3,0,0,0,5,0,6,6,3,10,5,6,16,0,0,0,12,13,27,0,6,7,0,0,0,0,0,0,0,8,9,8,10,23,3,9,20,0,0,0,11,30,41,252,271,522,108,101,202,11,11,26,371,385,754,39,50,90,3,3,9,76,65,145,122,119,240,337,404,745,144,134,283,94,81,171,576,619,1193,256,282,541,111,108,217,11,11,26,381,398,784,32,57,89,20,16,34,0,0,4,55,80,133,6,12,15,6,8,18,0,0
ILOC50400302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,3,7,15,4,3,4,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,90,101,190,0,0,0,6,3,12,90,104,198,18,15,36,0,0,0,0,6,6,27,17,44,122,128,253,0,0,0,6,8,19,128,140,271,91,100,189,0,0,0,6,3,12,93,111,202,13,13,24,0,0,0,0,0,0,13,13,24,3,0,3,0,0,0,0,0
ILOC50400303,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,48,47,99,0,0,0,0,0,0,48,47,99,13,16,31,0,0,0,0,0,0,12,16,32,64,73,136,0,0,0,0,0,0,67,73,140,51,47,96,0,0,0,0,0,0,51,47,96,0,7,6,0,0,0,0,0,0,0,7,6,0,5,5,0,0,0,0,0
ILOC50400401,0,0,3,0,0,3,0,0,0,3,4,4,3,6,12,0,5,4,0,0,0,7,14,17,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,0,0,0,0,0,6,8,12,0,5,6,3,0,3,0,0,0,3,5,13,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,4,0,0,4,0,8,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,3,0,0,0,6,3,13,128,109,233,23,6,30,0,0,9,150,120,270,43,29,70,4,0,3,6,12,21,49,40,98,182,165,349,32,13,50,10,8,22,233,194,421,134,108,240,22,8,31,0,0,9,157,117,278,8,16,29,12,5,11,0,0,0,17,20,43,0,9,11,0,0,0,0,0
ILOC50400501,0,3,3,0,0,0,0,0,0,0,0,0,8,18,26,0,0,0,0,0,0,8,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,43,0,0,0,0,0,0,19,28,43,4,6,5,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,5,5,5,4,3,13,0,0,0,0,0,0,4,3,13,0,3,3,0,0,0,0,0,0,0,3,3,5,20,25,0,0,0,0,0,0,5,20,25,110,117,231,9,11,22,0,0,0,125,125,250,19,12,27,0,0,0,13,14,22,32,24,51,163,176,343,10,15,23,13,14,22,184,198,388,119,124,241,9,11,22,0,0,0,128,137,264,24,24,52,0,0,0,0,0,0,24,28,48,4,8,16,0,0,0,0,0
ILOC50400601,11,17,28,62,63,123,0,3,3,70,82,155,15,42,60,70,102,176,0,0,0,91,149,237,0,6,3,19,30,51,4,0,4,25,31,60,0,3,4,3,3,6,0,0,0,4,10,12,26,48,70,53,22,74,0,0,0,77,69,148,12,21,37,41,14,56,0,0,0,56,35,91,4,14,19,13,9,19,0,0,0,20,22,39,0,4,5,12,18,33,0,0,0,17,25,36,15,20,35,43,109,151,0,0,0,53,139,190,0,0,0,3,3,7,0,0,0,3,6,13,23,27,59,49,102,154,0,0,0,75,134,209,367,436,801,981,940,1919,16,15,28,1363,1390,2755,66,57,128,41,36,84,341,360,703,449,458,912,522,622,1149,1313,1332,2648,360,385,745,2201,2344,4539,381,449,828,1016,1004,2017,16,15,28,1413,1468,2883,61,80,145,196,223,422,3,3,9,258,307,571,12,24,34,46,47,93,0,0
ILOC50400602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,0,0,0,0,0,8,6,9,4,3,7,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,0,3,42,44,84,0,0,0,0,0,0,42,44,84,5,6,13,0,0,0,4,8,15,11,16,23,55,60,114,0,0,0,4,8,15,58,72,130,45,46,88,0,0,0,0,0,0,45,46,88,3,3,9,0,0,0,0,0,0,3,3,9,3,0,3,0,0,0,0,0
ILOC50400603,6,0,3,0,0,0,0,0,0,6,0,3,3,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,39,0,0,0,0,0,0,15,23,39,0,0,0,0,0,0,4,0,4,0,0,3,28,26,60,0,0,0,4,0,4,33,26,60,15,23,39,0,0,0,0,0,0,15,23,39,6,7,10,0,0,0,0,0,0,6,7,10,0,0,3,0,0,0,0,0
ILOC50400701,3,0,6,27,19,44,0,0,0,27,24,48,0,0,0,17,31,50,0,0,0,17,31,50,0,4,4,10,3,12,0,0,0,10,6,16,0,0,0,0,0,4,0,0,0,0,0,4,3,4,10,15,3,17,0,0,0,18,10,25,4,3,3,17,5,18,0,0,0,16,7,29,3,3,9,5,0,7,0,0,0,8,3,6,4,4,5,10,5,16,0,0,0,10,7,19,0,4,0,11,21,29,0,0,3,12,22,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,22,28,0,0,0,12,21,37,48,47,92,228,250,478,6,4,11,276,297,579,16,23,39,12,4,13,98,86,189,133,113,241,78,76,152,320,339,656,108,93,201,505,502,1010,52,46,92,240,262,497,7,5,12,290,312,600,12,5,17,50,55,103,0,0,0,56,63,123,4,4,5,18,6,25,0,0
ILOC50400702,0,0,0,3,3,5,0,0,0,3,9,5,0,4,4,4,3,4,0,0,0,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,9,28,19,50,52,21,72,5,0,5,83,41,126,4,5,6,3,0,5,34,21,58,45,29,71,40,42,73,68,32,96,33,24,61,141,92,234,32,21,51,52,17,74,5,0,5,85,42,127,3,7,10,10,9,10,0,0,0,10,18,28,0,4,4,0,0,0,0,0
ILOC50400801,8,9,17,13,5,13,0,0,0,23,11,28,4,16,25,12,8,21,0,0,0,18,23,42,4,5,3,9,0,6,0,0,0,10,7,10,0,0,0,0,0,0,0,0,0,0,0,0,24,23,41,7,4,12,0,0,0,35,27,62,12,12,16,3,0,9,0,0,0,12,10,20,3,4,10,0,0,7,0,0,0,8,6,14,0,3,5,4,0,3,0,0,0,0,9,10,3,4,5,9,10,18,0,0,0,13,10,26,0,4,5,3,0,3,0,0,0,0,4,4,6,11,16,6,11,13,0,0,0,12,21,33,133,157,292,70,48,120,0,0,0,203,212,415,37,26,57,4,3,13,53,47,104,96,80,168,209,234,448,113,80,201,53,50,104,377,365,745,133,164,299,72,51,126,0,0,0,205,223,431,33,22,55,22,22,43,0,0,0,52,43,100,7,10,18,3,7,13,0,0
ILOC50500101,19,30,50,512,991,1507,3,15,23,539,1039,1582,48,74,124,524,840,1363,4,11,13,574,929,1507,3,9,15,193,215,411,0,0,8,203,222,433,0,0,4,60,98,156,4,3,10,61,101,164,36,45,79,469,508,971,3,9,15,509,559,1064,18,15,33,359,332,689,8,4,12,380,355,732,8,4,14,75,78,151,0,3,3,83,89,167,8,9,15,192,263,450,4,7,9,195,273,475,43,69,113,682,1099,1784,6,11,19,734,1180,1914,6,7,11,76,88,165,5,3,7,85,96,181,30,27,59,618,740,1361,4,8,9,653,773,1428,220,223,441,3035,2790,5829,21,16,39,3277,3025,6303,43,32,75,256,267,519,511,459,968,807,760,1569,406,426,828,5552,5942,11494,549,511,1066,6502,6885,13382,235,231,464,3296,3038,6337,21,14,37,3557,3279,6838,91,100,189,1284,1485,2768,10,18,25,1385,1599,2986,14,44,61,433,692,1126,3,14
ILOC50500102,8,23,26,1048,1800,2855,3,11,18,1060,1835,2894,44,61,104,1504,1865,3374,10,11,17,1560,1937,3496,5,11,11,476,526,996,3,0,4,480,529,1015,0,0,0,71,56,127,0,0,0,72,56,127,12,36,49,1093,859,1955,4,3,8,1118,896,2016,11,10,20,800,472,1273,3,0,0,806,482,1297,0,3,3,161,125,285,0,0,0,165,125,292,8,6,14,267,259,526,0,0,0,270,271,542,39,67,104,1331,2295,3626,6,8,14,1381,2370,3748,0,0,6,156,124,277,0,0,3,159,131,289,24,44,68,1553,1929,3482,9,9,18,1585,1981,3562,270,277,547,18563,18337,36900,34,39,69,18870,18653,37522,31,15,45,861,800,1665,933,660,1592,1824,1479,3304,409,454,865,25524,26252,51773,993,720,1715,26924,27426,54351,286,301,586,19532,19342,38882,33,41,79,19855,19684,39543,77,78,159,3876,4423,8297,14,11,23,3969,4514,8483,17,31,49,889,1240,2126,0,6
ILOC50500103,3,16,20,362,657,1020,5,13,16,370,683,1054,17,34,48,334,551,880,0,0,3,353,583,935,8,3,13,145,166,314,3,0,3,151,171,324,0,3,3,38,28,61,0,0,0,38,25,65,9,14,29,340,277,618,0,6,10,353,305,652,10,4,11,281,167,452,3,4,8,294,176,463,0,3,10,48,63,107,5,0,5,54,63,113,6,4,12,136,144,276,5,0,4,139,145,287,22,28,48,449,689,1140,0,6,6,478,724,1200,4,0,4,42,56,100,0,0,5,50,56,101,15,23,32,404,491,894,0,3,10,422,517,936,121,103,226,2805,2593,5400,6,11,15,2936,2709,5641,15,19,32,253,252,499,319,298,615,589,563,1148,194,197,392,4718,4827,9543,332,332,667,5251,5351,10604,132,114,244,3021,2797,5825,6,11,19,3160,2925,6090,33,32,64,967,1131,2098,7,6,17,1006,1176,2179,10,23,33,306,418,726,0,7
ILOC50500104,10,13,19,225,428,654,5,0,5,235,441,677,34,36,64,411,551,966,0,0,0,442,590,1030,0,0,3,74,107,182,0,0,0,83,109,190,0,0,0,16,11,21,0,0,0,14,11,21,11,16,28,283,242,524,0,0,0,296,264,557,8,10,15,167,126,293,0,0,0,179,137,315,0,4,5,31,37,70,0,0,4,37,40,79,0,7,6,73,74,154,0,0,0,78,81,160,5,34,37,390,620,1002,3,0,4,396,648,1051,0,0,0,38,24,60,0,3,4,34,26,64,11,14,21,373,465,840,0,6,3,387,484,869,149,149,301,3471,3271,6741,9,6,19,3637,3425,7063,20,17,35,203,179,382,335,274,604,556,464,1027,235,234,470,5110,5188,10301,354,283,638,5693,5709,11409,159,156,309,3690,3487,7174,9,9,25,3859,3651,7506,39,40,84,869,1024,1897,7,9,5,918,1071,1986,11,11,21,255,350,605,0,0
ILOC50500105,6,4,9,174,264,440,0,4,4,176,271,447,18,17,35,150,274,425,0,0,0,167,295,458,4,4,10,73,61,131,0,0,0,75,63,138,0,0,0,14,20,36,0,0,0,14,20,36,8,12,23,158,162,315,0,0,0,162,172,339,5,0,10,119,74,193,0,0,0,127,82,204,5,0,3,29,19,46,0,0,0,35,22,50,0,0,7,72,70,149,0,0,0,78,73,155,16,19,41,209,335,541,0,0,0,225,350,575,5,0,5,23,24,47,0,0,0,26,24,51,10,12,23,176,208,383,0,0,0,182,217,404,69,64,126,1156,1041,2200,0,0,0,1225,1102,2326,7,8,15,92,71,170,113,122,237,218,201,418,122,114,235,1985,1977,3961,122,125,244,2224,2215,4442,73,67,144,1236,1131,2362,4,0,3,1315,1196,2509,20,21,43,418,435,855,0,0,0,437,460,900,15,11,26,152,212,366,0,0
ILOC50500201,4,14,23,441,881,1325,5,3,5,453,900,1351,26,36,63,561,720,1281,0,4,4,589,763,1351,0,0,0,223,265,486,0,0,0,222,270,491,0,0,0,52,74,119,0,0,0,49,74,126,9,15,26,382,336,723,5,0,6,391,357,751,6,5,14,368,270,645,0,8,9,377,286,659,0,0,6,77,71,150,0,0,0,79,71,151,3,4,5,159,185,344,3,0,8,161,192,357,27,26,56,617,1018,1631,0,4,6,649,1053,1697,0,0,0,77,81,154,0,0,0,77,82,161,12,17,32,574,782,1358,4,4,13,590,811,1394,122,104,226,4516,4331,8847,20,14,33,4651,4451,9103,21,13,35,289,271,563,418,318,733,726,602,1328,205,196,399,7151,7586,14740,443,350,796,7797,8135,15932,128,107,235,4818,4690,9507,20,15,34,4964,4815,9775,51,46,99,1423,1775,3195,11,8,15,1478,1826,3309,4,16,24,426,572,997,0,9
ILOC50500301,3,16,12,894,1666,2562,6,9,12,900,1688,2584,26,47,70,998,1216,2218,0,7,8,1030,1268,2294,0,3,8,436,483,914,0,6,7,438,490,928,0,0,4,122,191,318,0,0,0,130,194,324,10,14,23,1011,827,1833,4,5,3,1023,842,1868,3,7,10,781,523,1304,7,3,6,790,533,1319,0,6,6,165,131,296,0,0,0,169,132,303,3,4,8,267,266,542,0,0,4,271,274,550,23,49,75,970,1466,2438,0,3,3,995,1519,2515,0,0,5,194,136,327,3,0,7,193,137,337,25,20,46,1114,1467,2581,5,0,8,1138,1491,2635,167,169,333,10213,9724,19935,37,25,60,10412,9914,20326,21,18,34,520,527,1049,592,448,1038,1135,989,2124,259,277,537,15376,15619,31000,641,492,1133,16283,16396,32673,181,175,351,10838,10416,21261,36,25,62,11057,10620,21676,47,41,93,2851,3162,6009,9,7,21,2899,3217,6118,12,37,52,752,1021,1774,3,8
ILOC50500302,9,17,27,840,1483,2320,3,11,13,854,1512,2363,18,40,58,1168,1479,2648,3,3,7,1192,1525,2715,4,4,7,398,491,891,0,0,0,403,496,895,0,9,7,79,163,243,0,0,3,80,169,255,12,16,28,662,594,1257,4,3,10,677,616,1294,8,16,17,689,426,1114,4,5,5,699,445,1140,0,4,4,133,109,240,0,0,0,137,113,243,0,4,8,251,232,482,3,5,4,256,244,495,35,57,92,1319,2121,3441,5,5,11,1354,2183,3542,0,9,9,132,106,240,0,0,0,131,116,249,33,27,59,1150,1611,2759,7,0,10,1186,1636,2823,154,135,289,10692,10162,20852,18,20,41,10872,10314,21183,16,14,30,519,488,1010,784,652,1437,1320,1153,2474,251,258,504,15942,16492,32429,826,692,1518,17012,17439,34457,170,147,320,11388,10951,22339,20,21,43,11578,11119,22702,48,58,105,2921,3550,6471,11,14,27,2977,3623,6600,12,14,33,766,1027,1796,0,8
ILOC50500401,11,14,27,399,706,1102,3,6,10,413,722,1133,21,41,65,408,607,1014,0,0,3,425,649,1078,0,6,4,178,225,399,0,0,3,179,224,407,0,0,0,67,98,168,0,0,3,67,103,167,11,20,35,394,324,716,0,0,0,409,348,757,10,10,23,345,214,561,0,0,6,361,227,587,0,3,8,61,48,111,0,0,0,66,54,120,5,6,12,110,155,264,0,0,0,113,162,270,22,35,53,448,711,1159,0,7,0,469,747,1216,0,3,8,106,77,184,0,0,0,106,81,188,20,16,34,456,544,1000,0,0,5,475,557,1032,141,135,276,4633,4131,8769,19,14,24,4791,4280,9069,30,6,38,295,341,638,529,397,931,854,750,1607,246,239,484,6884,6746,13626,552,421,971,7677,7405,15082,153,143,296,4888,4368,9256,19,11,28,5057,4522,9581,43,50,92,1161,1324,2485,6,0,9,1215,1378,2588,16,27,37,352,439,790,0,3
ILOC50500402,6,12,20,226,391,620,0,4,4,232,402,640,13,16,30,225,340,569,0,5,7,241,363,598,3,0,0,84,92,183,0,0,0,93,93,183,0,0,0,17,19,42,0,0,0,17,19,42,13,15,29,222,209,434,0,0,0,237,224,461,5,8,9,162,135,302,0,0,0,166,138,312,5,0,5,29,30,55,0,0,0,32,30,60,0,3,3,66,78,148,0,0,0,74,83,155,19,20,37,262,397,655,4,3,6,281,414,694,0,0,0,37,52,86,0,3,3,35,50,87,19,8,28,260,340,600,3,3,3,282,353,628,73,82,154,2764,2601,5371,11,10,16,2847,2690,5542,4,5,10,149,142,283,294,259,552,445,408,857,128,140,272,3976,4025,8002,308,279,585,4419,4442,8864,75,83,160,2907,2756,5661,10,15,23,2994,2855,5848,35,35,70,658,719,1377,4,6,8,695,757,1455,12,5,16,169,257,428,0,4
