ILOC_CODE_2021,NsQ_Cer_III_IV_IndSt_nsP,NsQ_Cer_III_IV_TotM,NsQ_Cer_III_IV_TotF,NsQ_Cer_III_IV_TotP,NsQ_Cer_I_II_Ind_M,NsQ_Cer_I_II_Ind_F,NsQ_Cer_I_II_Ind_P,NsQ_Cer_I_II_No_In_M,NsQ_Cer_I_II_No_In_F,NsQ_Cer_I_II_No_In_P,NsQ_Cer_I_II_Ind_s_nsM,NsQ_Cer_I_II_Ind_s_nsF,NsQ_Cer_I_II_Ind_s_nsP,NsQ_Cer_I_II_TotM,NsQ_Cer_I_II_TotF,NsQ_Cer_I_II_TotP,Mig_Sme_add_1_yr_ago_Indig_M,Mig_Sme_add_1_yr_ago_Indig_F,Mig_Sme_add_1_yr_ago_Indig_P,Mig_Sme_add_1_yr_ago_No_Ind_M,Mig_Sme_add_1_yr_ago_No_Ind_F,Mig_Sme_add_1_yr_ago_No_Ind_P,Mig_sa_ad_1_yr_ag_IndSt_nsM,Mig_sa_ad_1_yr_ag_IndSt_nsF,Mig_sa_ad_1_yr_ag_IndSt_nsP,Mig_Sme_add_1_yr_ago_TotM,Mig_Sme_add_1_yr_ago_TotF,Mig_Sme_add_1_yr_ago_TotP,Mig_Diff_add_1_yr_ago_Indig_M,Mig_Diff_add_1_yr_ago_Indig_F,Mig_Diff_add_1_yr_ago_Indig_P,Mig_Diff_ad_1_yr_ago_No_Ind_M,Mig_Diff_ad_1_yr_ago_No_Ind_F,Mig_Diff_ad_1_yr_ago_No_Ind_P,Mig_Dif_ad_1_yr_ag_In_st_nsM,Mig_Dif_ad_1_yr_ag_In_st_nsF,Mig_Dif_ad_1_yr_ag_In_st_nsP,Mig_Diff_add_1_yr_ago_TotM,Mig_Diff_add_1_yr_ago_TotF,Mig_Diff_add_1_yr_ago_TotP,Mig_Sme_add_5_ago_Indig_M,Mig_Sme_add_5_ago_Indig_F,Mig_Sme_add_5_ago_Indig_P,Mig_Sme_ad_5_ago_No_Ind_M,Mig_Sme_ad_5_ago_No_Ind_F,Mig_Sme_ad_5_ago_No_Ind_P,Mig_sa_ad_5_ag_In_st_nsM,Mig_sa_ad_5_ag_In_st_nsF,Mig_sa_ad_5_ag_In_st_nsP,Mig_Sme_add_5_ago_TotM,Mig_Sme_add_5_ago_TotF,Mig_Sme_add_5_ago_TotP,Mig_Diff_add_5_ago_Ind_M,Mig_Diff_add_5_ago_Ind_F,Mig_Diff_add_5_ago_Ind_P,Mig_Diff_ad_5_ag_No_Ind_M,Mig_Diff_ad_5_ag_No_Ind_F,Mig_Diff_ad_5_ag_No_Ind_P,Mi_Dif_ad_5_ag_In_st_nsM,Mi_Dif_ad_5_ag_In_st_nsF,Mi_Dif_ad_5_ag_In_st_nsP,Mig_Diff_add_5_ago_TotM,Mig_Diff_add_5_ago_TotF,Mig_Diff_add_5_ago_TotP
ILOC50700201,16,1973,921,2899,6,3,9,90,188,279,0,0,0,93,195,284,272,268,541,6841,6515,13355,69,68,137,7185,6852,14038,62,52,112,903,907,1813,6,4,9,979,959,1938,167,176,342,5156,4818,9972,59,58,123,5385,5047,10432,147,113,266,2277,2268,4543,5,14,18,2429,2398,4823
ILOC50700202,0,81,42,125,0,0,0,10,0,9,0,0,0,10,0,10,12,12,23,312,327,640,0,3,3,325,344,672,4,6,0,43,44,86,3,0,3,45,46,90,10,12,19,231,233,468,0,0,0,238,241,487,3,6,7,112,127,233,3,0,6,120,133,249
ILOC50700203,4,103,54,160,0,0,0,4,7,6,0,0,0,4,7,6,38,30,65,385,408,794,8,7,14,437,440,873,3,0,5,47,33,83,0,0,0,52,40,87,21,20,45,316,325,636,9,7,10,348,353,697,14,4,25,96,99,198,0,0,0,113,109,224
ILOC50700204,0,37,28,66,0,0,0,3,0,6,0,0,0,3,0,8,24,24,48,151,179,340,0,0,0,182,208,387,5,3,10,12,23,40,0,0,0,19,32,44,11,21,33,109,140,244,0,0,0,124,151,280,7,4,16,49,65,116,0,0,0,60,72,133
ILOC50700205,0,248,126,373,0,5,5,18,13,31,0,0,0,17,15,33,26,48,80,871,907,1774,3,9,15,902,965,1863,17,14,25,136,131,267,0,6,0,154,148,300,22,24,41,619,643,1259,3,6,7,641,673,1314,21,29,50,351,374,728,3,4,8,380,412,794
ILOC50700301,11,1917,1118,3038,6,15,18,114,142,255,0,0,0,125,154,280,121,149,271,6092,6562,12653,27,39,70,6240,6749,12991,49,55,101,1221,1328,2545,7,10,17,1276,1391,2665,75,68,141,4046,4426,8475,15,28,45,4134,4524,8665,81,119,200,2928,3178,6107,14,16,33,3027,3313,6340
ILOC50700302,0,477,305,774,0,3,5,19,48,70,0,0,0,22,49,72,60,76,132,1511,1570,3079,8,3,12,1578,1651,3231,16,26,41,303,318,624,5,0,5,331,345,670,28,48,77,1023,1029,2046,4,3,8,1054,1080,2132,30,47,84,699,759,1457,10,5,9,743,807,1548
ILOC50700303,3,443,285,732,3,10,10,26,34,58,0,0,0,31,41,69,61,75,132,1203,1307,2506,8,3,9,1267,1382,2645,13,21,34,267,250,515,0,0,5,279,270,550,30,45,75,858,916,1776,9,3,10,894,970,1858,25,42,67,522,562,1086,3,0,3,550,602,1156
ILOC50700304,0,572,384,955,4,5,7,44,69,113,0,0,0,43,73,119,125,111,235,1653,1922,3570,12,16,26,1783,2050,3835,28,38,62,365,374,743,0,0,0,393,408,808,68,59,129,1089,1189,2273,10,10,24,1167,1258,2427,60,73,136,824,1001,1821,5,0,0,888,1078,1962
ILOC50700305,0,279,222,506,3,4,6,28,31,59,0,0,0,30,31,63,92,95,187,987,999,1985,9,5,12,1082,1107,2192,15,19,33,204,234,442,0,8,3,223,260,481,34,34,69,645,665,1307,8,5,13,685,699,1389,50,68,123,479,508,983,0,3,6,536,586,1118
ILOC50700401,40,4659,2439,7091,11,11,20,223,357,580,3,0,4,237,371,602,311,302,616,14823,15844,30662,85,102,187,15222,16248,31468,76,66,139,2910,3176,6087,10,13,24,3000,3255,6248,182,168,350,9544,10009,19548,74,73,153,9797,10248,20048,158,167,330,7380,8163,15546,21,31,45,7556,8366,15923
ILOC50700501,7,465,203,660,4,0,7,21,52,73,0,0,0,30,52,82,93,83,179,1746,1666,3409,15,21,36,1852,1767,3622,18,20,39,267,257,521,0,0,0,283,274,560,61,51,112,1275,1184,2458,16,12,26,1354,1241,2596,40,47,81,640,624,1267,0,9,10,681,678,1358
ILOC50700502,0,302,129,431,3,3,4,21,18,38,0,0,0,16,20,40,32,32,68,1156,938,2090,19,10,22,1203,976,2182,16,10,19,177,141,320,0,0,0,190,149,340,26,25,49,839,644,1478,8,7,14,870,674,1546,13,14,27,426,372,796,7,0,7,450,387,834
ILOC50700601,17,3682,2129,5807,8,8,17,192,323,511,0,0,0,201,333,531,327,330,650,11095,11158,22254,56,75,125,11480,11554,23033,79,57,140,1697,1867,3568,0,6,12,1778,1934,3712,174,163,342,7529,7555,15085,41,57,94,7745,7778,15523,185,183,373,4509,4838,9351,18,21,32,4714,5042,9754
ILOC50700701,8,232,128,361,5,0,3,18,19,36,0,0,0,22,23,40,44,56,97,913,858,1768,10,12,18,964,917,1888,6,9,12,144,125,268,0,0,0,146,139,285,29,34,60,692,613,1308,8,9,14,730,653,1379,16,30,45,314,319,632,0,3,3,327,348,682
ILOC50700702,4,367,168,535,0,3,6,19,19,42,0,0,0,21,25,47,61,73,129,1667,1453,3122,8,8,16,1729,1532,3262,8,8,23,214,203,416,0,0,0,224,212,435,39,47,83,1262,1092,2359,5,4,11,1311,1138,2445,26,30,56,493,448,944,0,7,9,519,485,1005
ILOC50700703,0,102,47,153,0,0,0,6,12,19,0,0,0,5,12,15,44,41,83,387,367,755,7,8,10,440,411,848,0,10,14,57,43,107,0,0,0,61,60,124,33,21,54,301,278,578,4,8,11,336,302,642,10,24,37,127,117,246,6,0,9,140,146,282
ILOC50700801,0,269,128,398,0,0,0,13,17,30,0,0,0,16,14,30,54,49,106,1094,940,2037,4,3,5,1156,995,2153,15,3,19,203,169,367,0,0,0,211,174,387,41,34,79,754,618,1376,0,0,6,797,658,1454,23,17,40,438,411,845,0,6,5,460,430,887
ILOC50700802,5,321,181,503,6,3,9,22,33,57,0,0,0,26,37,69,102,111,213,1543,1417,2960,14,18,27,1654,1541,3201,4,14,26,188,195,385,0,0,0,200,211,409,71,91,161,1153,1039,2191,9,8,16,1232,1138,2371,23,25,53,483,501,983,3,0,3,509,526,1036
ILOC50700901,78,11650,6388,18045,31,27,61,540,897,1438,0,4,6,568,928,1502,986,1061,2042,35387,38475,73862,242,244,481,36610,39777,76392,273,312,589,6321,7171,13494,32,32,61,6636,7515,14146,503,488,993,22793,24280,47069,166,177,337,23459,24951,48406,618,729,1350,16882,19308,36188,79,74,154,17573,20113,37689
ILOC50701001,18,1149,610,1763,4,0,6,64,118,180,0,0,0,70,118,183,97,112,206,4290,4332,8618,51,44,91,4433,4478,8913,15,30,41,670,710,1384,5,4,12,693,741,1434,47,63,111,2951,2913,5865,42,25,64,3038,3004,6038,50,63,112,1808,1924,3732,21,15,40,1877,2003,3880
ILOC50701002,6,942,527,1473,6,4,12,63,106,168,0,0,0,61,115,179,124,125,246,3515,3431,6952,24,18,46,3666,3577,7240,23,25,47,483,529,1013,0,7,7,508,560,1068,83,75,153,2565,2464,5032,21,13,35,2674,2555,5231,54,62,112,1235,1317,2555,4,11,11,1291,1391,2682
ILOC50701101,28,2017,810,2825,3,3,7,67,135,194,0,0,0,65,137,207,150,140,293,5920,5570,11492,76,54,130,6146,5763,11915,70,57,129,996,1021,2021,22,15,34,1087,1091,2186,84,77,162,4319,3993,8316,62,41,101,4468,4110,8574,119,102,220,2298,2328,4627,30,27,54,2450,2447,4905
ILOC50701102,3,217,112,326,0,6,12,5,8,18,0,0,0,6,22,32,105,131,236,779,738,1513,6,7,17,893,872,1762,19,12,35,80,106,183,0,0,3,99,115,220,64,77,135,592,526,1121,12,4,15,668,608,1277,53,57,109,239,278,516,0,3,6,285,337,629
ILOC50701201,7,280,125,404,0,0,0,13,26,44,0,0,0,13,32,44,34,30,65,854,798,1656,12,16,21,901,845,1743,0,5,7,179,189,364,0,0,0,180,192,371,17,15,25,590,554,1142,10,10,19,612,576,1185,23,21,44,379,375,756,0,5,11,404,405,808
ILOC50701202,8,1186,723,1910,0,3,5,76,103,175,0,0,0,72,105,182,118,122,239,3783,3947,7731,26,31,56,3932,4101,8027,37,27,69,588,631,1219,0,4,7,627,668,1293,67,58,123,2556,2655,5214,19,20,37,2640,2734,5373,73,72,143,1574,1701,3274,5,5,12,1651,1772,3431
ILOC50701203,5,548,295,842,5,7,13,15,47,65,0,0,0,21,51,76,63,58,119,1575,1607,3186,8,10,21,1645,1677,3323,20,17,34,229,248,478,3,3,9,256,267,517,38,26,64,1160,1151,2311,8,11,15,1204,1188,2387,30,41,72,563,621,1183,9,3,10,605,661,1266
ILOC50701301,6,386,206,595,0,3,8,39,45,81,0,0,0,45,52,94,133,146,281,1593,1485,3081,17,19,37,1747,1659,3403,28,28,53,247,253,497,6,3,13,283,282,565,83,90,179,1149,1039,2190,13,10,22,1251,1141,2397,59,69,123,585,598,1185,7,8,19,653,678,1328
ILOC50701302,12,874,474,1348,0,8,9,44,80,125,0,0,0,44,85,132,127,134,260,3370,3304,6675,33,35,67,3529,3471,7005,42,42,85,496,526,1027,5,4,10,540,579,1119,84,80,167,2510,2419,4929,30,25,53,2623,2525,5146,70,70,141,1195,1250,2447,7,9,19,1271,1330,2607
ILOC50701401,4,621,338,958,7,7,11,46,73,118,0,0,0,49,86,125,212,216,426,2189,2323,4512,18,14,36,2421,2558,4974,50,54,95,369,415,781,4,3,6,418,468,888,110,129,235,1499,1538,3040,15,13,29,1616,1679,3297,105,113,219,924,1072,1994,7,3,8,1036,1187,2226
ILOC50701501,17,1781,850,2631,3,3,7,90,117,207,0,0,0,94,120,214,86,90,179,6066,6184,12254,43,59,103,6195,6338,12534,13,20,34,1297,1317,2616,9,8,22,1321,1348,2666,50,40,93,3779,3811,7586,35,40,70,3860,3892,7758,42,63,101,3163,3327,6489,15,25,38,3218,3410,6628
ILOC50701502,12,991,511,1505,0,0,9,45,77,126,0,0,0,49,81,130,61,61,124,3142,3151,6295,40,26,68,3247,3237,6488,18,12,24,550,632,1183,4,0,7,568,647,1219,28,44,72,2250,2204,4460,22,18,38,2303,2271,4570,34,18,61,1300,1422,2723,18,11,26,1353,1458,2808
ILOC50701503,22,4039,2442,6485,13,14,29,190,391,575,0,0,0,206,404,605,344,390,734,12583,13012,25592,58,61,117,12986,13453,26442,70,92,161,2008,2206,4213,7,0,5,2084,2301,4387,199,209,410,8667,8795,17456,45,44,84,8907,9050,17952,175,226,400,5105,5650,10751,12,11,25,5291,5890,11179
ILOC50701504,7,1208,656,1865,5,0,3,52,102,150,0,0,0,56,97,154,153,134,290,3336,3270,6609,25,26,50,3518,3429,6945,38,40,80,505,524,1024,3,4,6,546,571,1112,96,76,166,2530,2411,4945,24,24,44,2652,2511,5161,77,77,158,1096,1186,2280,3,9,10,1177,1273,2446
ILOC50701505,15,731,382,1112,4,6,10,33,62,95,0,0,0,33,68,105,51,66,123,2342,2399,4743,27,25,49,2425,2489,4920,19,9,26,342,398,743,0,3,3,362,416,776,32,32,66,1698,1715,3413,21,22,41,1755,1767,3524,33,44,72,875,956,1828,0,3,10,909,1001,1916
ILOC50800101,0,231,89,321,5,19,25,0,12,16,0,0,0,8,31,36,314,363,673,405,356,761,4,7,12,721,723,1445,52,56,107,152,160,311,0,0,0,198,218,418,185,191,379,230,181,408,4,0,5,418,375,794,145,173,318,304,324,622,0,5,3,447,498,942
ILOC50800102,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,5,39,29,71,0,0,0,0,0,0,36,29,73,4,3,6,0,0,0,0,0,0,4,3,6,31,21,54,0,0,0,0,0,0,29,21,55,12,7,15,0,0,0,0,0,0,12,7,15
ILOC50800103,0,6,10,16,3,3,10,0,0,0,0,0,0,3,4,7,92,110,194,0,0,0,0,0,0,92,107,200,12,9,21,0,0,0,0,0,0,12,9,21,74,84,155,0,0,0,0,0,0,74,85,155,17,18,38,0,0,0,0,0,0,17,18,38
ILOC50800301,0,9,6,19,0,4,8,0,0,0,0,0,0,0,4,8,129,124,256,4,5,5,0,0,0,133,131,264,7,17,24,6,3,11,0,0,0,8,18,28,102,96,199,0,0,0,0,0,0,102,98,206,23,36,55,3,9,15,0,0,0,28,42,70
ILOC50800302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,30,0,0,0,0,0,0,11,17,30,4,0,4,0,0,0,0,0,0,6,0,3,8,6,16,0,0,0,0,0,0,8,6,16,7,10,14,0,0,0,0,0,0,7,5,21
ILOC50800303,5,20,5,27,0,0,0,0,0,0,0,0,0,0,0,0,66,63,131,12,7,18,0,0,5,77,67,146,10,3,14,3,0,10,0,0,0,8,9,16,54,49,105,4,0,4,0,0,5,58,53,111,14,14,36,11,8,16,0,0,0,27,28,51
ILOC50800304,0,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,30,41,77,0,0,0,0,0,0,30,41,77,0,3,10,0,0,0,0,0,0,0,3,10,30,36,60,0,0,0,0,0,0,30,36,60,0,5,10,0,0,0,0,0,0,0,5,10
ILOC50800305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50800306,0,4,5,4,0,4,4,0,0,0,0,0,0,0,4,4,75,84,160,0,0,0,0,0,0,75,88,160,3,5,8,3,3,4,0,0,0,7,6,15,55,69,127,0,0,0,0,0,0,55,69,127,16,6,22,3,3,3,0,0,0,18,12,31
ILOC50800307,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,101,97,197,9,7,9,0,0,0,106,103,206,8,8,13,0,0,0,0,0,0,5,8,14,69,73,140,3,3,4,0,0,0,69,71,145,26,26,53,4,4,8,0,0,0,28,32,56
ILOC50800308,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,53,40,91,0,6,5,0,0,0,53,42,98,8,12,23,0,4,5,0,0,0,10,16,21,45,36,78,0,6,5,0,0,0,48,37,83,7,14,21,0,4,5,0,0,0,15,15,25
ILOC50800501,0,6,6,10,4,4,3,0,0,0,0,0,0,4,4,3,46,46,96,9,3,5,0,0,0,49,50,100,16,10,28,0,0,0,0,0,0,16,13,30,25,27,51,4,0,6,0,0,0,25,28,53,29,28,54,0,5,5,0,0,0,30,33,65
ILOC50800502,0,45,34,76,0,9,9,0,3,9,0,0,0,0,12,13,64,107,170,90,80,171,0,0,0,149,189,339,20,23,46,65,72,140,0,0,0,83,99,182,34,62,95,46,23,67,0,0,0,80,84,162,35,53,90,99,127,226,0,0,0,141,182,318
ILOC50800503,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,11,19,25,6,5,5,0,0,0,13,20,35,10,10,14,0,0,3,0,0,0,5,13,17,12,26,36,0,0,5,0,0,0,13,24,41,0,0,3,5,0,4,0,0,0,9,4,9
ILOC50800504,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,107,95,203,0,0,0,0,0,0,104,95,205,9,4,9,0,0,0,0,0,0,9,4,9,95,80,179,0,0,0,0,0,0,100,82,180,8,10,18,0,0,0,0,0,0,8,10,18
ILOC50800505,0,7,0,6,0,0,5,0,0,0,0,0,0,0,0,5,86,80,165,4,3,7,0,0,0,88,84,169,11,5,19,0,0,0,0,0,0,11,13,22,68,64,130,6,0,6,0,0,0,69,64,131,17,23,42,0,3,9,0,0,0,24,27,48
ILOC50800506,0,8,6,12,0,0,0,0,0,0,0,0,0,0,0,0,186,202,381,3,3,6,0,0,0,186,205,388,3,8,8,3,7,11,0,0,0,9,12,23,153,153,303,3,0,8,0,0,0,157,155,308,7,17,19,3,8,13,0,0,0,14,24,34
ILOC50800601,0,4,3,3,0,0,4,0,0,0,0,0,0,0,0,4,19,8,32,0,4,3,0,0,0,21,13,33,0,0,0,0,0,0,0,0,0,0,0,0,19,9,26,0,0,0,0,0,0,19,9,26,0,8,9,4,4,0,0,0,0,4,6,13
ILOC50800602,0,10,4,17,0,0,0,0,0,0,0,0,0,0,0,0,19,21,44,3,8,12,0,0,0,23,34,55,0,0,0,6,4,9,0,0,0,3,9,9,8,5,14,4,9,8,0,0,0,12,13,23,6,9,12,3,11,14,0,0,0,7,20,24
ILOC50800603,0,12,8,21,0,6,13,0,0,0,0,0,0,0,6,13,182,181,361,3,4,5,0,0,0,185,183,372,6,4,7,0,0,0,0,0,0,3,7,14,154,155,312,0,0,0,0,0,0,154,155,312,12,13,23,5,4,5,0,0,0,14,14,29
ILOC50800604,0,49,23,71,5,0,0,0,0,0,0,0,0,5,0,8,52,42,94,74,58,131,0,5,3,128,102,231,3,0,3,39,35,67,0,0,0,44,35,78,36,31,67,42,29,65,3,5,3,80,58,145,15,4,19,61,62,122,0,0,0,75,66,145
ILOC50800605,0,3,0,6,0,4,3,0,0,0,0,0,0,0,4,3,37,40,77,0,0,0,0,0,0,37,40,77,0,0,0,0,0,0,0,0,0,0,0,0,27,34,61,0,0,0,0,0,0,27,34,61,3,0,10,0,0,0,0,0,0,3,0,10
ILOC59499494,7,662,286,946,6,6,15,33,45,74,0,0,0,39,49,85,90,65,159,543,370,912,15,4,16,650,443,1089,104,124,228,1625,1531,3156,12,7,24,1743,1662,3403,50,41,91,305,192,499,12,0,11,365,234,595,121,127,248,1770,1627,3393,12,12,22,1901,1766,3664
ILOC59799797,0,100,3,100,0,0,0,0,3,4,0,0,0,3,3,4,8,3,7,196,26,225,3,0,3,200,24,229,5,0,5,56,10,66,0,0,0,55,10,71,8,3,9,117,10,130,6,0,6,123,16,139,0,0,0,136,24,158,0,0,0,137,24,163
