ILOC_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
ILOC50500603,0,0,0,0,0,0,99,102,0,3,0,0,0,0,102,104,0,0,0,0,0,0,64,66,0,0,0,0,0,0,58,63,0,0,3,0,0,0,51,52,0,9,7,7,0,4,432,460,6,0,16,115,60,9,34,235,41,273,134,287,70,25,63,899,498,1248,438,561,53,35,182,3015,573,1234,525,522,58,72,197,3186,315,634,450,438,58,104,153,2151,125,278,285,269,37,69,126,1192,51,171,200,118,24,74,305,944,1605,3843,2054,2312,359,387,1071,11618,0,0,0,4,6,0,0,10,0,4,0,14,5,0,0,35,3,3,13,28,10,5,8,67,4,9,11,21,0,0,5,53,0,3,4,17,0,0,0,31,0,0,3,8,0,0,4,17,0,0,0,4,0,0,4,12,14,20,35,104,17,7,19,227,6,0,24,186,123,12,32,385,66,444,223,552,133,37,53,1509,781,2084,738,1458,94,71,181,5406
ILOC50500604,0,0,0,0,0,0,29,32,0,0,0,0,0,0,19,19,0,0,0,0,0,0,23,20,0,0,0,0,0,0,11,9,0,0,0,0,0,0,25,27,0,0,5,0,0,0,111,119,0,0,0,9,5,0,9,20,3,40,17,33,17,0,7,113,78,202,45,83,16,8,37,465,69,122,52,57,9,3,31,349,43,80,54,48,8,15,28,269,17,44,37,42,0,4,16,164,23,33,30,34,9,14,61,196,236,523,240,304,51,47,193,1587,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,3,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,14,3,14,0,4,4,45,0,0,0,19,9,0,3,28,9,62,17,65,21,0,5,189,124,320,85,223,15,7,22,800
ILOC50500605,0,0,0,0,0,0,56,56,0,0,0,0,0,0,36,41,0,0,0,0,0,0,46,46,0,0,0,0,0,0,35,35,0,0,0,0,0,0,102,100,0,0,0,5,0,0,317,322,0,0,0,13,5,0,16,36,5,78,24,73,18,4,36,235,151,364,94,161,15,16,89,886,150,321,116,114,11,9,75,804,121,209,117,90,14,23,76,641,85,129,111,86,13,40,66,528,48,94,95,63,7,28,177,515,570,1189,559,596,75,121,539,3648,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,3,4,8,3,0,4,25,6,4,0,10,0,0,0,25,0,0,6,3,0,0,0,12,0,3,0,5,0,0,3,12,0,4,3,6,0,0,0,13,10,20,14,39,8,7,11,101,0,0,0,30,15,0,17,64,12,103,46,153,31,12,14,363,221,563,167,425,18,25,58,1478
ILOC50500701,0,0,0,0,0,0,155,161,0,0,0,0,0,0,125,128,0,0,0,0,0,0,115,115,0,0,3,0,0,0,85,92,0,8,4,0,0,0,169,185,3,11,9,0,0,4,753,779,0,0,7,47,35,8,48,144,13,300,56,123,30,18,90,624,469,1155,217,263,21,19,222,2380,651,1074,253,216,31,34,195,2459,614,925,334,224,28,59,183,2374,571,711,390,210,30,89,185,2192,451,728,423,152,26,110,606,2492,2781,4902,1685,1229,198,339,1522,12648,0,0,0,5,0,0,0,8,0,4,0,9,0,3,3,20,5,12,6,25,4,4,4,58,0,16,8,10,0,5,3,38,4,5,15,10,0,0,11,38,10,6,3,9,0,4,9,29,0,3,9,3,0,0,6,26,22,41,35,74,9,8,34,223,0,0,10,87,65,12,15,195,35,476,108,244,67,24,47,996,766,1964,408,680,38,52,127,4033
ILOC50500801,0,0,0,0,0,0,42,50,0,0,0,0,0,0,37,37,0,0,0,0,0,0,20,20,0,0,0,0,0,0,11,11,0,0,0,0,0,0,13,13,0,0,0,0,0,0,164,161,0,0,0,18,8,0,26,49,3,48,39,60,15,4,34,205,151,281,95,100,13,11,64,719,100,229,71,79,9,13,57,557,32,86,57,68,7,14,35,296,21,47,29,38,3,18,28,181,11,44,32,37,3,11,66,205,325,731,325,397,58,70,308,2213,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,12,0,0,5,17,0,0,6,30,0,0,0,0,0,0,0,10,0,0,6,7,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,5,11,42,3,0,11,77,0,0,4,36,15,0,15,70,15,86,80,129,28,8,23,371,224,459,204,253,20,20,58,1244
ILOC50500802,0,0,0,0,0,0,68,76,0,0,0,0,0,0,48,46,0,0,0,0,0,0,60,58,0,0,0,0,0,0,29,32,0,0,0,0,0,0,38,42,0,4,0,0,0,0,291,306,0,0,4,70,41,10,50,176,27,277,87,169,34,17,54,661,360,858,256,272,25,19,142,1938,618,1140,353,344,30,57,140,2683,285,593,379,289,38,66,133,1777,125,277,203,180,28,43,98,956,42,152,148,95,13,44,166,659,1457,3298,1432,1423,210,258,777,8859,0,0,0,3,6,0,16,15,0,0,0,6,0,0,6,11,0,3,0,11,0,0,0,22,0,3,8,8,0,5,5,31,0,3,3,6,0,0,0,15,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,23,15,38,8,3,23,108,0,5,18,136,93,18,42,311,48,444,176,359,82,27,51,1172,565,1397,509,704,35,47,145,3402
ILOC50500803,0,0,0,0,0,0,71,72,0,4,0,0,0,0,81,88,0,0,0,0,0,0,58,62,0,0,0,0,0,0,34,38,0,3,0,0,0,0,110,115,0,9,4,3,5,0,413,430,0,0,6,54,38,9,44,140,3,56,54,157,44,9,41,360,88,240,143,302,31,29,112,959,100,242,188,245,35,39,124,975,39,148,118,197,32,38,109,687,40,74,105,175,25,36,103,547,27,98,121,111,8,45,394,806,299,870,744,1250,208,203,917,4486,0,0,0,3,3,0,9,12,0,4,0,13,6,0,3,29,0,0,4,21,7,0,9,39,0,4,4,27,0,5,13,48,3,0,0,15,0,0,9,32,0,5,0,10,3,0,8,29,3,0,0,3,0,0,7,14,6,11,20,97,18,6,45,210,0,0,10,93,52,12,24,190,9,97,88,296,69,16,18,608,133,367,250,625,68,42,81,1559
ILOC50500804,0,0,0,0,0,0,26,26,0,0,0,0,0,0,18,21,0,0,0,0,0,0,16,17,0,0,0,0,0,0,8,8,0,0,0,0,0,0,18,18,0,0,4,0,0,0,99,102,0,0,5,27,19,0,8,62,0,37,12,63,21,0,11,149,48,139,84,107,21,10,45,452,58,166,89,139,13,13,44,528,34,74,90,113,7,22,35,380,21,30,49,55,3,12,36,207,10,27,28,47,9,16,66,196,171,470,366,548,101,75,252,1978,0,0,0,4,0,0,3,8,0,0,0,6,3,0,5,12,0,5,7,13,0,0,5,26,0,4,0,10,0,0,0,19,0,0,0,11,0,0,0,14,0,0,3,0,0,0,0,7,0,0,0,0,0,0,5,6,0,5,7,43,10,0,14,90,0,0,6,43,33,6,7,84,4,66,33,113,44,8,13,279,67,199,133,277,25,16,41,764
ILOC50500805,0,0,0,0,0,0,16,16,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,9,9,0,0,0,0,0,0,12,12,0,0,0,0,0,0,89,89,0,0,0,14,6,0,12,29,7,16,15,37,13,4,19,109,35,97,49,67,8,0,38,289,46,81,42,61,6,9,33,273,20,30,36,49,10,17,21,182,15,29,25,40,5,7,24,147,10,20,21,25,0,10,47,138,127,278,195,299,43,49,183,1171,0,0,0,0,0,0,4,0,0,0,0,6,0,0,4,11,0,0,9,9,0,0,4,24,0,0,0,6,0,0,0,7,0,0,6,0,0,0,0,5,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,4,6,10,30,3,0,21,69,0,0,3,20,10,0,10,39,7,34,23,78,22,7,12,180,63,151,99,149,15,7,34,513
ILOC50500806,0,0,0,0,0,0,15,19,0,0,0,0,0,0,22,22,0,0,0,0,0,0,25,26,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11,10,0,4,0,0,0,0,111,114,0,0,0,10,3,0,14,31,8,20,17,25,8,3,20,105,41,115,39,45,5,3,32,278,57,90,45,53,3,9,32,290,22,48,30,45,5,6,38,197,11,34,37,35,3,6,21,144,6,31,24,24,0,21,40,142,139,340,183,238,34,51,199,1197,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,8,0,0,3,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,5,16,9,0,4,32,0,0,0,15,13,0,7,34,12,42,28,57,20,7,18,185,77,191,85,109,13,14,57,544
ILOC50500807,0,0,0,0,0,0,68,67,0,0,0,0,0,0,51,52,0,0,0,0,0,0,38,41,0,0,0,0,0,0,27,27,0,0,0,0,0,3,42,44,0,0,3,0,0,3,271,273,0,0,0,33,26,5,21,87,6,40,29,97,33,14,30,256,105,216,123,204,29,15,109,803,101,228,115,169,26,15,93,752,36,110,74,117,15,24,77,452,28,69,70,99,8,18,69,364,24,60,83,51,10,34,207,471,303,732,508,769,140,122,613,3183,0,0,0,0,0,0,0,8,0,0,0,8,4,0,0,8,0,0,3,22,6,3,4,37,0,0,0,8,4,0,9,20,0,0,5,6,0,0,3,12,3,0,0,6,0,0,4,8,5,0,3,3,0,0,5,12,10,5,12,55,6,3,17,108,0,0,4,62,47,5,9,126,8,75,62,189,56,13,23,426,152,345,218,444,53,22,72,1301
ILOC50500808,0,0,0,0,0,0,60,58,0,0,0,0,0,0,63,63,0,0,0,0,0,0,44,43,0,0,0,0,0,0,36,38,0,0,0,0,0,0,45,46,0,0,0,0,0,0,304,314,0,4,6,50,35,3,37,140,11,93,54,134,28,12,47,381,159,398,166,227,24,24,105,1112,186,409,215,239,30,25,115,1226,104,247,220,235,31,49,82,974,65,151,169,176,18,48,98,725,44,149,141,109,27,67,213,757,568,1459,972,1184,198,235,701,5310,0,0,0,5,0,0,3,6,0,0,3,12,4,0,0,20,0,7,3,23,3,0,4,41,5,4,3,25,6,0,0,36,0,5,11,11,0,0,3,38,5,0,4,5,0,0,3,18,0,4,0,0,0,0,3,12,9,27,26,78,14,5,13,174,0,4,12,104,74,7,21,213,16,141,108,281,54,17,32,650,248,672,309,565,51,35,104,1974
ILOC50500901,0,0,0,0,0,0,102,101,0,7,0,0,0,0,86,92,0,0,0,3,0,0,88,94,0,0,0,0,0,0,92,93,0,3,0,3,0,0,151,160,0,7,3,6,0,0,599,626,0,0,19,120,72,12,57,278,41,360,163,269,57,24,78,992,347,1028,354,486,44,41,176,2476,447,1174,548,528,51,79,186,3017,467,982,753,628,45,168,215,3255,326,625,658,532,64,170,243,2623,144,406,420,289,57,135,594,2048,1774,4581,2906,2858,398,631,1550,14694,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,14,0,4,3,19,4,0,0,34,0,10,11,19,7,0,5,45,6,8,8,14,0,4,0,38,5,3,7,5,0,0,0,24,0,3,0,5,0,0,0,9,6,29,28,79,8,6,13,175,0,4,36,253,145,15,50,502,62,634,282,655,136,50,81,1899,596,1677,591,1434,85,75,137,4590
ILOC50500902,0,0,3,0,0,0,135,135,0,7,0,0,0,0,125,137,0,0,0,4,0,0,124,132,0,0,3,0,0,0,122,128,0,4,3,5,0,0,263,278,4,12,12,11,0,5,847,892,3,0,23,235,97,18,68,453,46,551,181,351,74,37,95,1330,623,1856,591,780,54,69,246,4226,1199,2621,899,955,90,151,311,6224,959,1991,1100,909,69,250,342,5619,666,1293,1139,785,95,265,380,4621,432,1180,1122,592,119,423,1061,4918,3935,9494,5053,4611,590,1220,2493,27395,0,0,0,4,3,0,0,9,0,0,3,17,0,0,4,33,9,8,13,38,3,4,6,77,6,11,10,21,9,0,8,66,10,10,8,18,0,0,14,60,4,3,6,8,0,5,0,29,7,3,10,9,0,0,3,26,34,42,45,127,22,11,34,307,3,0,45,464,226,31,70,833,83,988,312,841,148,55,81,2507,961,2988,961,2365,97,110,237,7714
ILOC50501001,0,0,0,0,0,0,35,33,0,0,0,0,0,0,45,45,0,0,0,0,0,0,37,40,0,0,0,0,0,0,20,20,0,0,0,0,0,0,31,38,0,0,0,3,0,0,185,188,0,0,5,44,32,0,17,96,6,25,31,81,28,3,15,197,50,202,96,219,20,7,62,660,59,192,125,180,21,27,73,679,35,91,98,152,14,31,61,484,32,75,92,104,12,19,49,386,23,61,84,77,3,36,131,414,203,645,527,862,137,122,418,2921,0,0,0,7,5,0,9,19,0,0,6,8,3,0,0,16,0,0,0,27,4,0,4,34,0,0,0,8,0,0,0,19,4,3,4,10,3,0,0,20,4,0,0,7,3,0,0,17,0,0,0,0,0,0,0,6,9,5,13,64,20,3,20,129,0,0,3,60,52,0,7,131,14,42,46,187,48,7,10,353,73,300,151,542,42,16,45,1175
ILOC50501002,0,0,0,0,0,0,47,47,0,0,0,0,0,0,31,31,0,0,0,0,0,0,20,22,0,0,0,0,0,0,21,27,0,0,0,0,0,0,36,36,0,0,0,4,0,0,173,178,0,0,3,31,24,5,12,73,0,28,38,97,23,5,18,212,42,177,93,211,15,18,69,625,64,158,110,173,17,19,57,595,32,100,106,153,15,34,47,488,22,54,86,93,9,33,50,346,20,66,74,59,7,21,116,370,177,590,509,828,111,134,362,2718,0,0,0,6,0,0,5,10,0,0,0,8,6,0,0,14,0,0,12,18,0,0,0,39,0,0,4,17,0,3,0,26,0,0,3,9,3,0,0,17,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,28,53,7,9,4,108,0,0,7,54,40,6,13,119,5,43,56,195,39,14,10,359,65,250,127,524,35,24,42,1071
ILOC50501003,0,0,0,3,0,0,48,50,0,0,0,0,0,0,65,69,0,0,0,0,0,0,44,48,0,0,0,0,0,0,68,67,0,6,0,0,0,0,88,94,0,5,0,7,0,0,373,384,0,0,6,73,48,3,55,187,11,141,51,118,41,8,34,408,176,449,174,291,22,15,91,1218,342,715,293,311,40,36,118,1851,282,549,355,319,33,73,113,1732,179,380,340,244,34,77,151,1405,163,466,454,214,33,114,505,1946,1152,2698,1671,1571,247,333,1062,8732,0,0,0,7,3,0,0,12,0,0,0,6,5,0,0,15,4,5,5,11,3,3,3,32,0,6,7,17,0,0,0,32,3,10,4,15,0,0,0,35,3,5,4,3,0,5,0,20,0,0,0,3,0,0,5,12,10,27,16,69,9,10,15,154,0,0,17,142,90,5,37,287,16,249,100,274,80,13,30,772,261,673,271,757,44,23,69,2095
ILOC50501101,0,0,0,0,0,0,85,92,0,0,0,0,0,0,63,66,0,0,0,0,0,0,63,65,0,0,0,0,0,0,47,50,0,0,0,0,0,0,58,63,0,0,0,3,0,0,379,386,0,0,0,44,26,5,46,127,6,29,39,118,48,9,46,300,63,161,137,293,55,24,117,849,79,188,168,282,34,32,121,894,58,126,129,220,26,48,116,721,32,79,81,164,27,31,103,517,15,72,70,83,14,35,209,500,257,652,626,1205,231,184,755,3915,0,0,0,9,4,0,4,17,0,4,3,22,11,0,8,42,0,0,10,37,6,3,10,72,0,0,4,20,0,0,6,40,5,7,3,9,3,0,6,36,0,0,3,12,0,5,3,21,0,5,0,5,0,0,6,16,11,19,35,110,26,10,47,258,0,0,6,77,58,10,25,173,11,46,47,243,86,11,35,483,83,229,194,626,95,38,57,1320
ILOC50501102,0,0,0,0,0,0,73,68,0,0,0,0,0,0,73,71,0,0,0,0,0,0,37,35,0,0,0,0,0,0,33,33,0,0,0,0,0,0,16,16,0,0,0,0,0,0,280,285,0,0,6,66,31,6,34,145,17,111,87,216,53,11,51,551,252,711,295,533,65,36,135,2028,298,686,339,354,39,42,139,1897,125,284,208,213,27,71,90,1011,54,104,121,141,22,30,76,550,18,86,78,52,5,34,65,339,769,1979,1129,1580,243,226,598,6512,0,0,0,6,0,0,3,9,0,0,3,14,3,0,0,22,4,7,0,43,5,0,6,68,0,5,4,29,4,0,0,41,0,3,4,10,4,0,0,20,3,3,5,4,0,0,0,19,0,5,0,3,0,0,0,5,6,29,15,107,17,0,12,183,0,0,10,109,69,7,25,220,25,188,129,419,100,16,48,923,355,1074,515,1287,106,56,119,3513
ILOC50501201,0,3,0,0,0,0,116,114,0,0,0,0,0,0,92,99,0,0,0,0,0,0,107,112,0,4,0,3,0,0,104,107,5,5,0,0,0,0,184,193,5,13,8,4,0,0,683,713,0,0,23,111,47,7,64,251,45,480,100,189,45,10,66,938,599,1516,238,270,20,27,166,2845,922,1829,457,305,47,61,180,3796,808,1471,567,388,38,125,210,3605,574,930,592,326,45,132,218,2817,459,1048,807,291,61,236,751,3654,3414,7276,2778,1875,301,603,1657,17910,0,0,0,3,4,0,4,13,0,7,0,9,0,0,0,22,3,10,9,16,0,0,3,49,7,7,5,14,0,0,6,40,8,7,10,5,0,0,5,33,8,8,9,3,0,0,3,39,0,7,3,5,0,0,0,17,30,50,44,52,10,5,22,201,0,5,23,196,89,8,41,367,71,831,181,405,93,23,50,1655,972,2575,433,780,41,51,128,4984
ILOC50501202,0,0,0,0,0,0,72,73,0,0,0,0,0,0,68,72,0,0,3,0,0,0,60,68,0,3,0,0,0,5,61,62,0,5,5,7,0,0,176,189,3,13,8,3,0,5,494,529,0,0,14,92,73,11,57,250,28,391,79,165,45,9,81,800,468,1073,196,218,38,13,128,2146,642,1231,329,246,28,32,145,2650,501,950,427,275,35,78,158,2429,375,676,480,261,42,141,186,2151,287,694,643,218,46,179,630,2701,2311,5014,2163,1481,296,469,1379,13116,0,0,0,4,0,0,7,11,0,3,3,6,4,0,4,16,0,10,0,6,4,0,3,23,5,3,7,8,3,0,0,23,0,0,0,7,0,0,5,18,3,0,8,9,0,0,4,24,0,3,0,5,0,0,0,4,5,26,14,38,10,6,28,133,0,0,27,158,135,18,50,387,73,685,153,337,88,30,94,1459,813,1969,408,690,55,29,120,4082
ILOC50501301,0,0,0,0,0,0,62,67,0,0,0,0,0,0,54,54,0,0,3,0,0,0,67,68,0,0,0,0,0,0,78,80,0,3,0,3,0,0,128,134,0,8,3,4,0,0,423,440,0,0,9,69,46,0,37,168,7,100,62,137,27,11,36,378,129,369,159,342,31,16,93,1136,236,536,266,331,31,55,102,1558,263,541,333,366,45,68,123,1741,214,360,345,318,25,100,169,1523,166,436,390,198,36,110,429,1763,1015,2346,1560,1764,237,359,981,8268,0,0,0,0,0,0,3,6,0,0,5,10,3,0,5,19,0,9,9,28,3,0,3,52,3,0,9,17,5,3,4,40,3,10,16,18,4,0,6,52,0,5,3,10,0,0,0,26,0,4,6,4,0,0,4,19,7,28,42,92,15,6,20,210,0,0,8,126,83,12,33,266,15,156,89,318,59,19,21,679,187,560,234,951,59,37,75,2103
ILOC50501302,0,0,0,0,0,0,16,16,0,0,0,0,0,0,21,24,0,0,0,0,0,0,26,30,0,0,0,0,0,0,17,21,0,0,0,0,0,0,35,35,0,0,0,0,0,0,139,143,0,0,3,14,13,0,10,42,4,26,9,50,14,3,15,121,27,81,48,107,13,9,37,327,34,73,69,100,12,9,41,342,34,61,67,93,14,19,45,338,47,49,72,79,10,13,40,312,17,75,77,45,8,25,127,380,161,371,352,498,88,85,313,1858,0,0,0,3,3,0,0,9,0,0,0,13,3,0,4,22,0,5,3,26,4,0,0,32,5,5,3,13,0,0,4,26,4,4,7,9,0,0,0,18,0,4,6,0,0,0,0,13,0,0,4,0,0,0,0,9,5,16,24,61,15,6,10,128,0,0,4,30,25,0,5,61,4,28,18,112,28,6,9,198,39,124,76,275,21,12,25,576
ILOC50501401,0,0,0,0,0,0,498,501,0,0,0,0,0,0,246,255,0,0,0,0,0,0,158,160,0,0,0,0,0,0,129,132,0,0,4,0,0,3,167,174,4,8,9,3,0,3,1473,1492,0,0,19,88,70,3,55,244,112,783,266,259,54,20,289,1786,1614,3126,654,452,51,49,675,6619,1117,1838,467,259,29,48,339,4100,662,974,391,254,23,75,243,2621,431,634,394,176,23,71,218,1948,272,508,294,125,30,87,435,1750,4206,7874,2488,1611,280,361,2250,19064,0,0,0,7,4,0,0,14,0,11,4,25,4,0,3,49,12,19,12,26,3,0,7,84,6,20,10,10,5,0,7,57,8,8,7,8,0,0,3,42,6,6,8,4,0,0,3,30,0,3,0,4,0,0,10,20,36,75,39,89,19,6,29,290,0,0,27,135,111,11,24,309,190,1378,458,514,109,33,129,2814,2936,5918,1243,1259,103,89,364,11902
ILOC50501402,0,5,0,0,0,0,234,244,0,4,0,0,0,0,178,185,4,4,4,0,0,0,154,167,5,4,3,0,0,0,169,183,3,14,6,4,0,5,401,431,7,39,14,4,0,7,1324,1395,0,0,14,136,56,14,115,346,122,1089,121,170,34,19,141,1688,1333,2552,285,239,15,24,321,4781,1696,2631,413,248,26,49,318,5372,1838,2774,666,217,31,109,313,5947,1351,1948,846,228,42,150,337,4898,1305,2432,1390,260,68,336,1271,7057,7642,13424,3729,1492,272,707,2821,30086,0,0,0,9,10,0,3,19,0,12,6,11,0,0,0,36,14,25,4,14,5,0,0,60,8,13,5,8,0,0,3,38,16,17,3,6,0,0,6,43,4,7,0,4,0,0,0,15,3,9,0,3,0,0,6,18,39,83,25,58,12,6,13,234,0,4,25,236,101,19,63,451,226,2021,221,352,63,25,90,3001,2494,4642,538,676,55,50,185,8642
