ILOC_CODE_2021,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
ILOC50501402,138,28491,88,28714,9,1144,9,1159,18,2016,11,2053,7,346,0,352,6,238,3,246,9,48,0,60,3,489,1426,1921,187,32773,1537,34502,143,30632,73,30846,9,1322,10,1343,28,2897,15,2942,0,430,8,435,7,314,10,327,0,70,0,73,8,617,1311,1933,196,36287,1423,37907,280,59123,160,59564,20,2469,15,2503,49,4909,28,4991,10,772,8,786,10,556,11,575,10,121,0,133,8,1107,2739,3854,384,69062,2965,72408
ILOC50501501,157,6964,29,7144,65,2100,9,2167,137,4671,25,4835,32,850,0,888,9,403,4,416,3,65,4,67,24,294,1043,1363,429,15350,1111,16891,165,8076,33,8282,67,2078,8,2152,137,4544,22,4702,48,760,3,812,20,479,7,502,0,45,3,51,25,358,705,1087,468,16337,783,17587,324,15042,60,15424,129,4173,17,4321,273,9217,49,9540,82,1609,13,1701,26,885,10,916,4,113,0,119,50,652,1748,2452,887,31689,1894,34474
ILOC50501502,55,4622,18,4697,28,1251,3,1285,52,3144,18,3213,13,545,5,560,14,325,9,341,0,42,0,45,8,272,749,1030,174,10193,806,11175,70,5416,18,5504,20,1276,8,1308,41,3042,21,3108,24,553,5,581,3,364,5,374,0,63,0,64,7,393,540,938,169,11110,600,11877,124,10039,37,10204,53,2526,16,2593,96,6182,43,6318,35,1098,13,1146,18,691,18,720,3,107,0,109,16,661,1292,1971,347,21301,1407,23057
ILOC50501503,152,10731,35,10917,54,2568,12,2629,113,4708,24,4845,21,646,3,667,10,284,3,297,3,43,0,44,10,225,1280,1513,359,19205,1355,20921,195,12904,30,13126,64,2457,5,2523,109,4591,11,4712,17,613,4,639,3,268,0,279,0,50,0,49,4,250,750,1000,391,21135,803,22330,346,23637,61,24045,112,5027,16,5157,223,9296,36,9554,35,1263,6,1305,13,553,0,577,4,92,3,94,15,468,2035,2521,753,40336,2162,43254
ILOC50501601,84,4948,18,5051,27,1375,10,1413,99,3238,15,3351,11,570,5,585,4,243,4,253,12,45,0,51,5,189,594,789,242,10607,638,11487,122,6225,19,6372,40,1346,7,1381,67,2702,14,2776,10,368,3,385,0,177,0,181,0,25,0,27,3,152,406,556,242,10995,446,11683,203,11175,35,11419,60,2720,16,2797,164,5936,31,6127,28,939,4,971,4,415,3,434,12,70,0,81,10,342,999,1347,482,21603,1087,23169
ILOC50501701,95,12751,19,12871,18,838,0,860,32,1625,9,1660,6,241,0,246,10,193,0,203,3,56,0,58,12,324,747,1077,181,16030,776,16982,77,13428,35,13542,37,962,4,1007,38,2009,5,2051,12,291,0,305,4,273,4,283,3,93,0,96,16,512,691,1215,192,17575,743,18508,176,26186,53,26413,64,1798,8,1869,73,3637,10,3712,19,536,0,557,17,465,8,489,0,149,0,153,29,829,1442,2300,373,33601,1518,35486
ILOC50501702,127,10541,27,10694,18,970,4,992,64,1805,14,1878,12,287,0,304,6,249,0,253,0,100,3,102,24,425,940,1389,256,14374,987,15613,108,10872,15,10998,31,817,3,850,77,1685,7,1772,5,310,0,317,15,340,9,355,5,109,4,113,12,592,724,1327,251,14712,766,15731,238,21409,45,21687,53,1787,11,1844,133,3492,22,3649,19,595,7,618,18,583,7,609,0,202,7,215,35,1019,1664,2716,503,29090,1752,31345
ILOC50501801,103,21793,47,21951,30,1940,5,1973,40,3581,10,3636,11,568,4,591,6,411,3,420,0,82,0,88,7,398,1415,1817,198,28775,1496,30470,125,24148,49,24319,24,1876,10,1910,48,4317,22,4387,13,706,5,722,7,581,10,601,0,109,0,113,4,499,1155,1657,226,32243,1247,33711,228,45941,99,46269,52,3812,17,3884,88,7900,30,8027,20,1279,13,1308,12,992,14,1018,3,194,3,196,11,898,2571,3482,424,61016,2744,64183
ILOC50501802,104,13419,21,13549,22,1228,7,1254,55,2638,20,2714,15,518,6,539,6,717,5,727,4,305,0,306,8,353,789,1147,214,19176,845,20237,109,14282,39,14430,22,1327,8,1356,53,2908,17,2973,19,636,4,661,12,1014,10,1034,0,387,3,391,9,422,687,1118,235,20969,762,21966,219,27705,55,27976,45,2553,15,2611,109,5545,34,5691,30,1155,14,1199,19,1733,11,1762,0,688,3,695,14,775,1479,2266,447,40145,1607,42203
ILOC50501803,56,4023,13,4094,16,534,3,550,31,1207,3,1245,13,251,0,262,12,295,3,318,3,124,0,132,7,141,521,669,130,6586,545,7267,69,4222,12,4296,21,525,0,550,49,1172,4,1222,4,228,0,234,9,326,0,343,5,169,0,172,11,136,416,557,162,6766,439,7366,118,8244,25,8391,40,1060,0,1099,78,2377,8,2466,13,478,0,497,24,620,10,658,5,292,0,301,16,274,933,1225,293,13354,985,14634
ILOC50501804,119,23050,59,23227,39,2060,8,2104,82,4186,20,4286,28,772,10,802,14,1083,9,1103,3,336,0,343,13,573,1659,2238,297,32055,1762,34110,190,24887,56,25134,51,2113,7,2169,106,4744,26,4877,23,889,9,926,15,1542,13,1571,5,487,0,494,15,672,1474,2162,402,35331,1594,37333,311,47935,118,48361,85,4168,18,4275,186,8931,40,9160,52,1658,23,1724,31,2626,18,2675,9,822,7,840,23,1238,3137,4407,701,67385,3357,71439
ILOC50501901,29,4094,8,4135,20,727,0,748,34,1594,6,1627,7,267,0,276,3,248,6,260,0,146,0,149,3,106,270,378,104,7181,291,7572,57,4246,6,4314,17,722,0,740,35,1521,8,1566,8,265,4,273,3,301,0,306,0,195,0,195,7,127,215,344,128,7376,232,7741,96,8343,14,8452,41,1442,0,1487,68,3113,10,3192,21,537,4,555,13,551,3,566,0,340,0,337,6,228,480,717,240,14557,516,15310
ILOC50501902,79,4145,11,4234,32,762,0,793,73,1726,8,1807,18,315,4,331,15,313,5,335,0,128,0,132,13,131,352,498,226,7511,390,8125,97,4360,8,4463,42,697,0,738,91,1562,9,1651,24,333,4,359,6,400,6,405,9,185,4,187,19,129,293,440,279,7647,318,8244,172,8502,25,8691,72,1453,4,1529,157,3286,14,3463,33,645,8,690,24,711,10,744,8,309,3,321,32,255,645,939,496,15162,712,16372
ILOC50501903,12,300,0,307,4,89,0,93,5,214,0,214,6,43,0,55,5,34,0,39,0,6,0,6,0,20,58,78,28,708,63,794,6,325,0,325,3,71,0,72,12,150,0,163,5,43,0,50,5,32,0,31,0,3,0,3,6,7,47,64,34,631,52,713,19,616,0,636,8,161,0,168,16,369,0,383,7,90,3,100,9,64,0,69,0,16,0,16,8,24,107,142,59,1344,110,1516
ILOC50501904,159,10961,24,11144,57,1793,7,1857,107,3704,12,3819,23,589,3,616,10,342,7,357,0,102,0,102,16,222,969,1208,374,17706,1026,19101,215,12498,23,12737,42,1683,5,1734,215,3375,10,3604,10,457,0,474,24,351,3,379,7,158,0,164,6,251,594,845,518,18771,644,19938,371,23458,51,23879,98,3473,15,3592,318,7080,23,7422,37,1044,9,1089,34,694,13,734,15,253,0,270,22,472,1562,2053,890,36484,1665,39038
ILOC50501905,107,4752,16,4868,36,1020,0,1055,72,2052,11,2133,17,336,0,354,4,174,0,180,3,58,0,61,0,126,488,619,245,8522,508,9282,91,5654,15,5759,40,1094,4,1129,68,1991,14,2072,17,311,0,331,10,221,0,225,0,88,0,88,5,159,386,554,231,9518,418,10166,195,10405,25,10629,73,2112,4,2188,142,4044,20,4203,36,648,0,686,15,390,4,414,3,143,0,152,9,288,873,1176,474,18043,926,19440
ILOC50501906,37,1866,9,1907,9,297,0,307,21,649,3,675,9,113,0,124,7,90,0,91,0,20,0,21,4,67,151,221,87,3094,167,3344,24,2166,3,2192,8,293,0,305,19,592,3,618,3,79,0,88,4,73,0,78,0,19,0,18,4,56,112,167,63,3286,116,3473,63,4028,9,4097,19,592,0,615,33,1244,6,1290,16,196,0,210,10,165,0,173,0,32,0,36,6,126,260,394,152,6386,278,6814
ILOC50501907,35,1075,3,1114,10,197,0,203,21,440,0,463,6,74,3,81,5,70,0,77,0,16,0,15,0,111,230,351,84,1985,239,2306,28,1170,13,1213,14,175,0,185,35,440,4,479,6,76,0,83,9,104,0,116,0,24,0,24,4,180,175,359,92,2160,189,2444,63,2245,13,2324,21,368,0,389,56,884,3,941,13,150,3,165,7,176,0,191,0,36,0,33,4,293,405,704,173,4150,432,4749
ILOC50501908,44,1208,3,1262,19,255,3,272,54,595,0,646,12,132,3,143,7,86,0,96,0,16,0,15,10,83,184,277,143,2365,194,2709,60,1286,7,1345,29,231,0,263,46,556,0,605,18,104,0,120,12,131,0,141,0,29,0,26,4,72,153,226,167,2408,166,2737,102,2493,8,2602,48,484,3,533,101,1149,3,1257,27,236,4,267,16,216,0,235,4,43,0,44,19,150,338,502,313,4772,363,5446
ILOC50501909,34,1156,5,1192,11,288,0,297,43,700,3,743,4,89,0,98,8,69,0,76,0,13,0,13,0,44,114,161,101,2352,128,2577,47,1320,10,1373,16,297,0,313,35,685,3,723,10,97,0,111,3,64,0,69,0,11,0,15,4,37,74,115,118,2509,87,2715,79,2472,7,2564,24,584,3,612,78,1382,9,1465,15,190,0,205,13,129,0,146,3,27,0,23,0,78,185,273,217,4859,214,5291
ILOC50502001,209,25218,61,25483,76,4234,13,4322,177,8691,36,8901,41,1496,7,1542,21,1208,9,1236,5,628,8,643,19,743,1722,2482,546,42218,1857,44622,267,28178,51,28496,101,3942,10,4049,187,8072,39,8296,46,1382,8,1431,20,1533,4,1564,5,823,3,840,20,882,1182,2076,649,44814,1296,46755,475,53399,109,53982,174,8175,21,8372,368,16761,74,17199,86,2879,17,2981,47,2741,15,2798,18,1454,10,1485,39,1624,2902,4559,1192,87031,3150,91374
ILOC50502101,194,16668,56,16913,61,3255,10,3334,135,6342,32,6507,41,963,4,1006,11,465,0,473,6,107,5,117,14,465,1740,2220,463,28260,1843,30571,219,19782,64,20060,84,3295,11,3390,171,6120,21,6307,40,957,7,1002,15,540,3,563,8,164,0,175,18,549,1214,1779,555,31395,1327,33275,412,36444,120,36972,145,6549,23,6722,305,12460,52,12817,77,1916,16,2001,29,1001,8,1037,14,270,5,288,31,1014,2958,4001,1011,59655,3173,63846
ILOC50600102,13,3,0,22,9,0,0,9,23,0,0,23,13,0,0,13,10,0,0,9,3,0,0,3,0,0,3,3,69,6,3,79,18,7,0,27,17,0,0,17,26,0,0,26,13,0,0,13,7,0,0,7,4,0,0,4,0,0,4,6,87,7,4,96,39,14,0,54,25,0,0,25,50,0,0,50,26,0,0,26,14,0,0,12,10,0,0,10,0,0,3,6,159,17,3,177
ILOC50600103,22,10,0,26,0,0,0,0,12,0,0,12,0,0,0,0,13,0,0,13,3,0,0,3,4,0,0,4,61,8,0,67,24,4,0,29,0,0,0,0,15,0,0,15,0,0,0,0,22,0,0,22,9,0,0,9,4,0,0,4,71,4,0,77,46,9,0,54,7,0,0,7,26,0,0,26,0,0,0,0,35,0,0,35,7,0,0,7,6,0,0,6,129,14,0,142
ILOC50600104,4,0,0,4,7,0,0,7,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,25,0,0,33,6,0,0,7,3,0,0,3,7,0,0,6,9,0,0,9,3,0,0,3,0,0,0,0,0,0,0,0,25,3,0,26,12,0,0,15,9,0,0,9,12,3,0,16,9,0,0,9,10,0,0,10,0,0,0,0,0,0,0,0,54,6,0,61
ILOC50600105,5,10,0,22,3,5,0,6,12,11,0,23,6,3,0,8,5,0,0,5,0,0,0,0,0,3,11,13,39,39,15,87,7,11,0,17,9,0,0,6,7,3,0,14,3,0,0,7,0,0,0,0,0,0,0,0,5,4,7,11,25,30,7,62,11,25,0,43,8,3,0,15,24,15,0,45,6,7,0,12,5,0,0,5,0,0,0,4,5,9,15,27,64,67,16,144
ILOC50600106,61,633,5,693,34,178,5,216,38,303,0,342,14,43,0,55,4,13,0,18,0,5,0,5,4,19,185,205,155,1189,195,1543,72,724,3,807,27,121,0,153,38,187,0,230,8,19,0,26,4,12,0,13,0,7,0,7,4,22,167,195,158,1091,173,1424,139,1358,9,1503,61,300,5,367,83,489,0,567,14,64,0,79,6,23,0,35,0,11,0,11,15,39,350,401,314,2281,372,2963
ILOC50600107,14,14,0,29,8,4,0,12,9,7,0,16,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,12,34,27,8,69,16,9,0,26,7,0,0,7,5,5,0,7,6,0,0,6,5,0,0,6,0,0,0,0,0,3,0,4,38,17,0,53,34,25,0,58,15,4,0,16,14,7,0,26,5,0,0,5,3,3,0,6,0,0,0,0,0,5,6,14,69,45,6,121
ILOC50600108,8,4,0,8,4,0,0,0,10,6,0,8,4,0,0,4,3,0,0,3,3,0,0,3,14,0,0,14,35,10,0,45,17,5,0,22,6,0,0,8,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,10,0,0,10,36,4,0,42,25,3,0,33,11,0,0,12,8,6,0,8,10,0,0,10,7,0,0,7,3,0,0,3,16,0,0,16,74,6,0,82
ILOC50600109,14,7,0,17,6,3,0,12,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,46,16,4,0,17,12,0,0,12,8,0,0,8,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,41,30,11,0,37,18,3,0,17,20,0,0,20,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,73,13,0,88
ILOC50600110,14,3,0,12,3,0,0,3,10,0,0,10,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,28,12,4,0,16,11,0,0,11,6,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,31,4,0,38,23,5,0,28,19,0,0,19,10,0,0,10,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,60,5,0,65
ILOC50600111,45,1006,6,1057,23,267,0,291,39,428,5,474,11,58,0,68,11,10,0,16,4,12,0,15,0,47,1409,1455,137,1811,1419,3372,22,340,0,358,10,57,0,62,10,57,0,74,5,5,0,13,3,8,0,10,0,5,0,4,0,10,290,301,52,485,291,828,63,1345,9,1418,32,316,0,344,54,487,5,545,18,66,0,82,14,12,0,27,5,18,0,21,3,56,1700,1757,183,2300,1714,4202
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600201,53,1053,6,1115,28,285,4,313,39,538,5,583,7,88,0,90,8,30,0,39,6,14,0,25,13,67,499,576,154,2070,514,2746,35,977,5,1018,18,130,0,149,21,281,0,307,0,40,0,39,7,21,0,23,3,4,0,8,8,39,203,254,91,1489,211,1792,89,2033,13,2130,39,413,4,459,61,815,12,891,8,123,0,133,19,50,0,64,9,19,0,29,24,104,703,825,243,3562,727,4540
ILOC50600202,14,105,0,109,4,25,0,32,12,57,0,69,3,12,0,12,3,8,0,6,0,4,0,4,0,8,57,66,37,209,57,308,18,122,0,139,8,22,0,30,14,32,0,49,3,11,0,9,4,3,0,11,4,0,0,4,3,0,58,64,55,187,58,301,25,223,0,252,13,46,0,57,30,87,0,120,4,15,0,25,4,14,0,18,4,4,0,4,7,7,115,133,89,395,115,607
ILOC50600203,13,183,0,193,8,72,0,78,18,116,0,136,0,11,0,8,0,3,0,3,0,0,0,3,0,6,153,161,48,383,156,586,15,163,5,177,3,48,0,56,6,67,0,78,0,6,0,10,0,0,0,0,0,0,0,0,0,6,71,76,29,293,71,395,27,339,5,369,15,120,0,131,29,182,0,210,0,19,0,17,0,6,0,10,0,4,0,5,0,8,225,239,74,674,232,979
ILOC50600204,27,385,0,414,16,134,0,149,23,194,0,218,3,26,0,32,5,10,0,13,0,5,0,5,0,7,142,152,71,763,147,980,50,450,0,505,12,87,0,96,19,133,0,154,0,16,0,14,0,9,0,7,0,4,0,4,0,5,121,127,87,693,128,909,80,832,7,913,26,221,0,248,43,330,0,369,5,37,0,44,7,17,0,26,0,5,0,5,0,10,266,281,167,1453,272,1890
ILOC50600301,168,2769,9,2943,86,646,4,737,127,1156,6,1293,31,150,0,179,20,48,3,73,3,13,0,22,10,69,1065,1137,446,4856,1082,6376,179,3047,15,3238,102,436,0,535,129,683,4,810,22,83,0,108,9,49,0,55,4,11,0,12,26,41,796,868,460,4347,819,5631,344,5809,22,6183,184,1086,6,1279,252,1843,3,2099,51,234,0,287,29,97,3,125,5,28,0,35,31,108,1862,2000,905,9205,1902,12007
ILOC50600401,9,0,0,4,4,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,24,3,0,0,3,3,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,8,3,0,14,10,0,0,10,9,0,0,9,0,0,0,0,4,0,0,4,3,0,0,3,0,0,0,0,37,3,0,40
ILOC50600402,12,22,0,35,8,9,0,19,8,27,0,40,0,4,0,6,3,0,0,3,3,0,0,3,3,0,26,26,42,64,26,130,12,32,0,37,3,5,0,8,8,16,0,21,0,3,0,3,3,0,0,3,0,0,0,0,0,0,20,20,31,48,20,102,19,59,0,74,21,17,0,30,21,39,0,61,0,3,0,12,6,0,0,6,3,0,0,3,3,0,43,49,72,117,46,233
ILOC50600403,49,722,4,776,19,202,0,220,26,329,3,355,5,42,0,43,8,16,0,25,0,4,0,7,7,8,247,268,112,1324,255,1689,38,832,4,874,21,109,0,127,28,201,0,229,5,13,0,16,4,10,0,12,0,0,0,3,4,10,215,228,93,1172,221,1488,87,1562,3,1653,37,307,0,343,52,527,3,587,9,51,0,55,5,28,0,39,4,8,0,9,15,17,464,493,213,2496,474,3181
ILOC50600404,217,1439,14,1665,142,403,0,552,213,699,6,922,58,118,6,183,31,50,0,82,14,15,0,29,46,52,725,818,727,2772,746,4244,261,1546,9,1815,133,261,0,399,234,425,3,660,63,67,0,129,40,54,0,90,12,17,0,28,83,25,506,614,820,2389,526,3731,476,2982,15,3480,276,662,4,949,448,1122,7,1579,124,186,3,309,70,103,0,177,19,31,0,57,127,74,1234,1430,1546,5164,1272,7977
ILOC50600405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILOC50600501,20,39,0,57,5,6,0,11,135,61,0,194,8,3,0,9,15,4,0,17,14,0,0,14,6,9,20,32,194,126,20,340,7,56,0,63,7,11,0,18,18,18,0,37,3,5,0,6,7,0,0,4,0,0,0,0,0,0,18,22,39,88,18,142,28,93,0,120,10,20,0,27,154,79,0,227,5,9,0,17,22,3,0,23,18,0,0,18,6,6,37,47,233,210,35,480
ILOC50600502,12,315,0,318,3,107,0,108,12,146,0,158,3,30,0,27,0,6,0,6,0,6,0,6,0,10,340,356,24,620,344,984,0,256,0,259,0,57,0,60,6,80,0,86,0,0,0,6,0,0,0,0,0,0,0,0,0,11,115,128,11,406,115,539,10,569,0,584,5,160,0,165,17,231,0,247,4,28,0,35,0,7,0,7,0,7,0,7,0,22,456,479,36,1028,459,1521
ILOC50600503,16,0,0,21,3,3,0,3,7,0,0,12,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,8,33,5,3,49,10,6,0,19,3,0,0,3,13,6,0,19,6,0,0,9,4,0,0,4,0,0,0,0,0,0,0,5,36,17,0,52,26,9,0,30,9,3,0,12,21,9,0,31,10,0,0,6,9,0,0,9,0,0,0,0,0,4,3,7,68,21,3,101
ILOC50600504,17,26,0,42,24,8,0,34,49,11,4,68,22,4,0,21,16,5,0,23,3,0,0,3,5,0,16,27,137,60,22,209,20,37,0,60,25,4,0,28,55,15,0,69,17,5,0,21,25,0,5,24,0,0,0,0,3,0,16,23,149,55,20,223,42,57,0,98,48,12,0,62,101,26,3,133,34,6,0,42,39,4,4,49,6,0,0,6,9,4,32,45,286,115,35,438
ILOC50600505,38,243,3,286,25,103,0,121,19,153,0,168,6,17,0,19,4,5,0,8,0,0,0,0,5,12,165,185,102,523,168,791,32,268,6,302,9,52,0,59,19,78,0,95,8,10,0,15,0,0,0,3,0,0,0,0,4,0,99,104,70,411,105,582,71,510,3,582,36,149,0,183,39,227,0,268,13,23,5,42,8,5,0,13,0,0,0,0,7,14,265,288,170,932,275,1380
ILOC50700101,53,2670,15,2739,26,662,8,698,78,1651,9,1741,26,327,4,353,20,281,0,302,0,36,0,40,15,171,303,489,222,5797,340,6364,60,3537,15,3607,27,739,6,779,87,1716,18,1825,22,353,5,386,17,275,10,289,4,41,0,42,20,253,307,582,237,6912,358,7510,114,6205,31,6352,56,1405,17,1475,170,3368,29,3565,47,682,9,734,35,548,9,593,7,79,5,82,32,426,607,1066,458,12712,696,13866
ILOC50700102,72,3411,14,3498,25,886,4,911,180,2571,16,2767,15,401,0,415,15,293,3,315,9,23,0,39,12,144,469,624,329,7727,511,8564,63,4149,20,4229,41,931,8,980,56,2003,18,2081,3,253,0,255,4,179,5,185,0,28,0,29,13,115,332,460,177,7659,380,8217,135,7563,28,7725,62,1816,4,1889,242,4569,33,4848,16,651,6,676,19,471,7,502,9,55,0,65,27,261,801,1087,508,15380,891,16783
ILOC50700201,66,2784,26,2873,32,714,9,754,70,2078,12,2167,12,432,4,447,21,301,0,320,4,7,0,9,17,479,797,1292,218,6790,851,7861,61,3057,25,3145,33,714,0,748,69,1709,15,1797,10,314,0,323,11,180,8,196,0,7,0,7,17,133,663,815,210,6115,712,7033,129,5840,49,6015,66,1428,11,1501,143,3786,27,3956,22,744,5,772,38,480,5,519,4,13,0,22,33,611,1462,2103,427,12908,1562,14895
ILOC50700202,3,107,0,108,0,40,0,40,11,107,0,120,4,37,0,37,3,30,0,28,0,0,0,0,0,11,35,45,17,329,36,378,3,134,0,135,0,36,0,37,8,118,3,121,0,21,0,22,0,21,0,20,0,0,0,0,3,3,27,36,16,334,31,378,8,234,0,244,0,74,0,78,15,231,3,244,7,57,4,64,5,46,0,52,0,0,0,0,5,20,55,80,32,662,61,755
ILOC50700203,5,145,0,158,4,38,0,40,14,114,0,135,6,34,0,44,0,27,6,32,0,0,0,3,7,21,60,83,36,387,65,494,0,160,0,165,0,49,0,51,10,120,0,130,4,24,0,23,0,16,0,21,0,0,0,0,3,22,50,78,25,398,54,474,8,308,3,327,7,80,0,93,24,240,0,263,10,58,0,64,5,46,9,52,0,3,0,5,7,46,106,160,63,781,121,966
ILOC50700204,0,50,0,50,0,14,0,16,12,66,0,80,4,8,0,8,3,13,0,17,0,0,0,0,0,5,57,66,19,159,62,236,7,57,0,66,8,13,0,23,7,79,0,86,0,19,0,20,3,12,0,11,0,0,0,0,0,6,56,64,21,186,56,260,10,104,0,116,8,29,0,33,19,144,0,162,4,21,0,31,6,21,0,28,0,0,0,0,0,19,117,131,41,342,114,495
ILOC50700205,12,362,0,370,4,84,0,90,11,311,0,321,0,52,0,51,4,44,0,46,0,0,0,0,3,28,87,120,28,875,98,1001,11,443,0,455,7,96,0,102,20,260,0,278,3,45,4,51,3,37,0,40,0,3,0,3,0,36,65,106,41,919,71,1034,20,799,0,825,8,180,0,185,27,570,6,605,3,94,5,98,3,81,0,85,0,3,0,5,9,63,158,228,73,1793,171,2033
ILOC50700301,29,2900,7,2940,16,663,4,679,49,1783,15,1840,9,323,3,337,4,211,3,220,0,28,0,27,6,140,380,525,112,6035,413,6562,61,3504,17,3576,26,719,3,748,43,1767,12,1824,12,298,0,311,8,256,12,269,0,26,0,23,7,148,305,459,149,6716,355,7212,92,6395,26,6513,37,1384,5,1424,88,3551,24,3664,17,620,9,650,16,466,9,492,5,46,0,46,8,289,690,983,255,12755,763,13776
ILOC50700302,14,607,0,623,10,168,0,174,9,494,0,495,0,80,0,80,4,40,0,43,0,9,0,9,7,29,60,99,34,1417,67,1527,20,746,0,769,9,190,0,194,16,459,4,474,12,47,0,53,4,35,0,37,0,8,0,8,10,28,45,79,63,1496,48,1611,31,1353,4,1389,17,353,0,367,27,949,4,974,7,123,0,133,6,69,0,82,0,14,0,14,14,57,109,179,104,2914,114,3138
