POW_SA2_CODE_2021,F_IDNS_H_0,F_IDNS_H_1_19,F_IDNS_H_20_29,F_IDNS_H_30_34,F_IDNS_H_35_39,F_IDNS_H_40_44,F_IDNS_H_45_49,F_IDNS_H_50ov,F_IDNS_H_NS,F_IDNS_H_Tot,F_Tot_H_0,F_Tot_H_1_19,F_Tot_H_20_29,F_Tot_H_30_34,F_Tot_H_35_39,F_Tot_H_40_44,F_Tot_H_45_49,F_Tot_H_50ov,F_Tot_H_NS,F_Tot_H_Tot,P_AgFF_H_0,P_AgFF_H_1_19,P_AgFF_H_20_29,P_AgFF_H_30_34,P_AgFF_H_35_39,P_AgFF_H_40_44,P_AgFF_H_45_49,P_AgFF_H_50ov,P_AgFF_H_NS,P_AgFF_H_Tot,P_Min_H_0,P_Min_H_1_19,P_Min_H_20_29,P_Min_H_30_34,P_Min_H_35_39,P_Min_H_40_44,P_Min_H_45_49,P_Min_H_50ov,P_Min_H_NS,P_Min_H_Tot,P_Mnf_H_0,P_Mnf_H_1_19,P_Mnf_H_20_29,P_Mnf_H_30_34,P_Mnf_H_35_39,P_Mnf_H_40_44,P_Mnf_H_45_49,P_Mnf_H_50ov,P_Mnf_H_NS,P_Mnf_H_Tot,P_EGWWS_H_0,P_EGWWS_H_1_19,P_EGWWS_H_20_29,P_EGWWS_H_30_34,P_EGWWS_H_35_39,P_EGWWS_H_40_44,P_EGWWS_H_45_49,P_EGWWS_H_50ov,P_EGWWS_H_NS,P_EGWWS_H_Tot,P_Const_H_0,P_Const_H_1_19,P_Const_H_20_29,P_Const_H_30_34,P_Const_H_35_39,P_Const_H_40_44,P_Const_H_45_49,P_Const_H_50ov,P_Const_H_NS,P_Const_H_Tot,P_WST_H_0,P_WST_H_1_19,P_WST_H_20_29,P_WST_H_30_34,P_WST_H_35_39,P_WST_H_40_44,P_WST_H_45_49,P_WST_H_50ov,P_WST_H_NS,P_WST_H_Tot,P_RetT_H_0,P_RetT_H_1_19,P_RetT_H_20_29,P_RetT_H_30_34,P_RetT_H_35_39,P_RetT_H_40_44,P_RetT_H_45_49,P_RetT_H_50ov,P_RetT_H_NS,P_RetT_H_Tot,P_AcFd_H_0,P_AcFd_H_1_19,P_AcFd_H_20_29,P_AcFd_H_30_34,P_AcFd_H_35_39,P_AcFd_H_40_44,P_AcFd_H_45_49,P_AcFd_H_50ov,P_AcFd_H_NS,P_AcFd_H_Tot,P_TPW_H_0,P_TPW_H_1_19,P_TPW_H_20_29,P_TPW_H_30_34,P_TPW_H_35_39,P_TPW_H_40_44,P_TPW_H_45_49,P_TPW_H_50ov,P_TPW_H_NS,P_TPW_H_Tot,P_IMT_H_0,P_IMT_H_1_19,P_IMT_H_20_29,P_IMT_H_30_34,P_IMT_H_35_39,P_IMT_H_40_44,P_IMT_H_45_49,P_IMT_H_50ov,P_IMT_H_NS,P_IMT_H_Tot,P_FinIns_H_0,P_FinIns_H_1_19,P_FinIns_H_20_29,P_FinIns_H_30_34,P_FinIns_H_35_39,P_FinIns_H_40_44,P_FinIns_H_45_49,P_FinIns_H_50ov,P_FinIns_H_NS,P_FinIns_H_Tot,P_RHRE_H_0,P_RHRE_H_1_19,P_RHRE_H_20_29,P_RHRE_H_30_34,P_RHRE_H_35_39,P_RHRE_H_40_44,P_RHRE_H_45_49,P_RHRE_H_50ov,P_RHRE_H_NS,P_RHRE_H_Tot,P_ProSTS_H_0,P_ProSTS_H_1_19,P_ProSTS_H_20_29,P_ProSTS_H_30_34,P_ProSTS_H_35_39,P_ProSTS_H_40_44,P_ProSTS_H_45_49,P_ProSTS_H_50ov,P_ProSTS_H_NS,P_ProSTS_H_Tot,P_AdSup_H_0,P_AdSup_H_1_19,P_AdSup_H_20_29,P_AdSup_H_30_34,P_AdSup_H_35_39,P_AdSup_H_40_44,P_AdSup_H_45_49,P_AdSup_H_50ov,P_AdSup_H_NS,P_AdSup_H_Tot,P_PubAS_H_0,P_PubAS_H_1_19,P_PubAS_H_20_29,P_PubAS_H_30_34,P_PubAS_H_35_39,P_PubAS_H_40_44,P_PubAS_H_45_49,P_PubAS_H_50ov,P_PubAS_H_NS,P_PubAS_H_Tot,P_EdTrn_H_0,P_EdTrn_H_1_19,P_EdTrn_H_20_29,P_EdTrn_H_30_34,P_EdTrn_H_35_39,P_EdTrn_H_40_44,P_EdTrn_H_45_49,P_EdTrn_H_50ov,P_EdTrn_H_NS,P_EdTrn_H_Tot,P_HltHC_SA_H_0,P_HltHC_SA_H_1_19,P_HltHC_SA_H_20_29,P_HltHC_SA_H_30_34,P_HltHC_SA_H_35_39,P_HltHC_SA_H_40_44,P_HltHC_SA_H_45_49,P_HltHC_SA_H_50ov,P_HltHC_SA_H_NS,P_HltHC_SA_H_Tot,P_ArtsR_H_0,P_ArtsR_H_1_19,P_ArtsR_H_20_29,P_ArtsR_H_30_34,P_ArtsR_H_35_39,P_ArtsR_H_40_44,P_ArtsR_H_45_49,P_ArtsR_H_50ov,P_ArtsR_H_NS,P_ArtsR_H_Tot
507011159,0,27,21,12,27,11,4,5,19,122,119,676,517,286,576,408,115,158,27,2890,0,5,7,11,5,11,0,3,0,43,4,6,0,4,6,10,0,23,0,45,9,17,22,19,65,77,27,76,0,316,0,5,0,6,3,10,4,4,0,43,20,41,31,39,109,224,63,160,8,697,0,12,17,8,26,34,14,14,0,128,15,151,115,51,66,53,21,28,9,507,10,219,63,27,34,34,3,17,4,409,8,28,65,38,47,60,21,40,3,305,0,3,0,0,10,11,3,5,0,29,3,7,7,7,9,24,5,3,0,73,5,15,14,15,32,35,4,18,0,135,6,38,29,17,39,54,15,39,0,241,4,34,33,9,24,19,4,17,6,145,59,44,53,22,173,198,76,89,0,718,19,98,87,50,111,76,28,25,3,499,26,123,126,78,166,103,20,48,0,685,8,105,46,25,35,46,21,38,0,322
507011160,4,3,5,5,0,3,0,0,4,26,57,425,327,165,249,139,40,52,11,1462,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,3,6,5,9,3,12,0,37,0,0,0,0,0,0,0,0,0,0,3,13,16,12,18,41,15,28,5,151,5,9,6,8,8,0,4,5,0,35,14,132,96,29,68,33,13,19,4,417,3,175,43,11,15,23,0,10,0,295,0,5,8,0,7,10,5,8,0,42,0,6,0,0,0,0,0,0,0,9,0,6,8,6,6,10,7,8,0,41,0,3,3,4,8,11,7,5,0,37,0,20,13,4,6,15,4,8,0,69,0,16,10,10,12,8,0,3,0,60,10,45,48,20,99,56,10,11,0,293,3,29,22,17,18,12,0,7,0,110,27,102,113,85,103,53,15,24,9,534,0,11,9,0,7,3,0,3,0,28
507011161,3,12,7,3,11,5,0,4,13,50,128,755,537,295,417,214,65,107,30,2542,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,8,0,10,3,9,5,0,8,6,0,0,0,41,0,0,0,0,0,0,0,0,0,4,0,10,17,10,30,32,3,28,3,136,0,7,0,0,5,0,0,0,0,13,53,380,239,94,171,68,14,24,6,1052,12,280,119,49,56,35,15,23,10,605,0,14,9,0,5,8,0,10,0,46,0,3,8,3,3,5,0,0,0,24,14,9,16,7,25,31,9,5,0,112,0,9,4,0,3,4,0,5,0,26,3,12,20,18,15,28,6,12,0,115,6,22,18,13,12,9,0,4,0,87,9,10,15,5,17,16,6,4,0,77,26,106,94,64,75,63,35,54,0,515,22,90,98,76,121,51,10,25,0,496,0,16,3,0,6,0,0,0,0,34
507011163,0,11,8,6,4,3,0,0,6,28,14,159,130,74,94,71,21,29,8,595,0,4,4,0,0,0,0,0,0,5,0,0,0,0,5,3,0,11,0,24,6,20,11,6,35,25,13,27,0,145,0,0,0,0,3,7,3,4,0,21,6,16,13,8,39,81,28,59,5,248,0,3,5,0,10,12,3,3,0,32,0,22,19,3,9,9,3,7,0,84,0,34,16,8,11,9,7,6,0,84,0,3,5,0,4,9,0,6,0,30,0,0,5,0,0,3,0,0,0,6,0,0,0,0,5,6,0,5,0,25,0,3,0,0,3,3,0,0,0,15,0,7,10,6,0,12,4,3,0,49,0,4,3,4,0,8,4,0,0,28,0,0,0,5,0,9,0,5,0,14,8,39,38,30,44,27,11,11,0,204,3,19,30,19,21,16,0,7,0,109,0,0,4,0,0,0,0,0,0,3
507011259,0,10,3,0,3,6,0,3,9,38,52,284,204,103,174,165,45,67,23,1111,5,9,7,3,5,11,7,13,0,69,0,6,3,0,7,6,0,19,0,37,10,10,9,9,50,50,23,31,0,197,0,0,0,0,11,10,5,7,0,33,6,21,14,17,34,86,36,83,5,304,0,0,4,0,0,9,0,5,0,13,15,98,49,28,25,21,6,13,4,261,9,116,39,15,21,20,6,0,0,221,5,12,12,3,9,36,11,51,3,146,0,0,0,0,0,0,0,4,0,8,0,4,5,0,5,5,0,0,0,19,0,3,7,0,3,15,3,10,0,47,8,23,23,25,15,27,7,18,0,143,0,12,9,4,7,14,4,8,0,54,0,4,4,0,16,9,0,0,0,37,12,45,50,18,59,68,27,37,3,320,11,35,32,26,47,19,4,7,0,185,0,5,0,0,0,0,0,0,0,11
507011260,3,22,18,8,35,30,14,5,31,166,130,485,457,257,771,594,140,187,51,3069,0,0,5,3,0,0,0,3,0,10,42,17,15,13,54,218,49,216,0,633,24,42,51,29,190,234,70,146,11,793,38,14,35,29,345,299,85,127,7,981,24,19,30,28,136,253,98,196,0,782,24,33,37,22,218,267,82,144,6,835,60,202,184,118,228,203,52,77,6,1121,4,105,30,12,14,20,5,13,0,207,27,46,46,38,116,167,57,122,7,625,0,0,3,0,0,4,0,0,0,9,0,3,14,11,14,35,17,22,0,121,0,8,3,3,45,28,6,11,0,111,10,23,26,21,54,90,29,45,0,307,5,18,10,5,38,21,11,20,3,140,9,3,4,3,22,50,10,12,0,118,12,59,46,35,84,87,22,32,0,380,60,131,141,101,271,176,46,81,6,1004,4,43,9,6,6,10,0,5,0,91
507021164,0,15,4,6,7,5,0,3,10,49,52,340,213,155,202,172,29,75,17,1250,0,0,0,0,0,0,0,3,0,7,0,5,5,6,0,0,0,3,0,19,0,0,0,5,7,5,0,3,0,16,0,0,0,0,0,0,0,0,0,0,8,16,15,8,31,44,8,35,0,159,0,9,4,0,6,5,0,6,0,20,3,35,18,20,14,9,0,16,0,111,15,122,66,23,47,48,14,30,7,372,0,7,0,0,6,0,0,0,0,18,4,6,7,0,13,8,0,12,0,41,0,4,5,3,0,12,3,4,0,34,0,15,5,3,10,11,5,10,0,69,0,44,25,26,21,35,10,27,0,190,4,11,17,3,4,3,9,8,0,60,13,19,9,6,60,56,16,17,4,202,0,50,21,12,23,12,5,12,3,134,21,83,83,67,62,56,9,22,0,396,5,22,4,6,4,8,0,16,0,70
507021165,13,73,61,43,55,60,3,21,38,362,462,1957,1713,1096,2042,1556,394,581,103,9915,3,15,19,13,19,25,9,25,4,127,7,6,17,7,17,40,13,51,5,167,8,68,57,32,124,128,44,69,4,534,3,0,6,3,3,6,0,5,0,29,19,73,41,44,99,168,68,151,10,671,8,26,26,15,38,77,19,38,0,252,51,357,229,110,132,118,53,78,6,1132,74,664,504,246,355,296,105,176,37,2450,210,103,88,78,315,513,219,368,18,1915,5,41,24,15,20,34,14,24,0,187,18,22,25,27,49,67,16,42,5,255,10,43,34,31,74,84,30,45,0,347,33,175,151,118,231,371,96,198,7,1384,11,104,66,21,88,44,12,19,3,370,71,107,117,80,436,354,110,143,10,1425,64,290,252,147,347,257,100,173,12,1642,224,500,598,491,1213,738,141,215,22,4139,16,156,67,53,45,57,14,35,5,453
507021166,3,23,13,13,9,17,0,4,14,92,125,635,510,336,395,295,104,167,23,2599,3,8,4,0,8,11,5,8,0,52,0,5,3,0,0,3,4,5,0,21,0,36,33,13,34,49,11,26,0,200,0,0,0,0,0,6,0,0,0,6,7,28,23,32,22,56,25,38,0,233,5,19,11,14,33,27,12,18,0,144,14,167,102,62,66,55,24,42,3,543,19,213,122,69,76,55,25,34,6,618,17,7,16,13,18,23,11,41,0,147,0,7,8,0,7,7,0,5,0,31,0,7,4,0,4,9,0,11,0,27,0,13,4,3,14,9,7,8,0,54,6,40,31,18,29,48,17,26,0,221,0,19,15,8,9,10,0,9,0,72,0,13,3,7,30,24,7,10,0,100,40,110,140,101,120,136,58,98,6,804,42,175,150,94,141,69,21,34,3,724,0,26,24,13,14,18,6,8,0,108
507021167,4,33,31,14,21,15,8,10,12,137,59,333,307,138,315,241,59,75,23,1554,0,8,3,6,8,25,0,11,0,62,7,10,8,0,12,19,13,49,3,115,31,65,103,69,268,236,98,159,9,1031,0,3,4,0,13,18,12,12,0,66,14,34,35,30,97,154,55,140,7,557,9,17,24,20,55,65,19,30,0,236,37,157,113,56,169,120,34,57,9,749,4,39,23,8,22,27,5,18,0,136,25,30,25,13,59,81,17,50,5,302,0,3,0,0,0,7,8,5,0,23,0,6,5,0,0,5,0,0,0,10,0,6,6,0,9,10,3,3,0,43,7,27,17,13,30,51,12,27,0,185,3,19,15,9,32,12,4,17,0,115,7,0,0,0,19,23,3,8,0,63,0,26,8,0,4,0,0,3,0,49,4,26,21,9,27,15,11,10,0,122,0,33,11,8,6,4,0,11,0,79
507031169,0,4,0,0,0,4,0,0,10,18,47,240,181,116,168,116,42,66,15,987,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,20,5,9,4,4,0,3,0,3,0,33,0,0,0,0,0,0,0,0,0,3,0,16,16,11,5,36,10,27,0,119,0,0,0,0,0,4,0,0,0,4,12,95,49,22,36,22,7,8,4,252,0,35,13,4,4,0,3,3,0,79,0,12,12,0,11,16,3,14,0,69,0,0,0,0,3,0,0,0,0,7,0,6,4,0,3,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,16,3,8,0,49,0,11,9,7,3,9,0,7,0,49,0,7,0,5,3,0,0,0,0,20,28,71,53,39,83,84,38,48,4,455,3,32,50,39,56,29,0,18,0,230,0,3,0,0,6,0,0,0,0,7
507031170,0,5,0,0,5,6,0,0,9,18,44,184,197,113,147,96,21,56,11,860,0,4,0,0,4,0,0,0,0,8,0,0,0,0,7,7,0,0,0,16,3,9,7,0,7,24,3,14,0,70,0,0,0,0,3,0,0,3,0,12,3,3,3,3,10,20,0,22,0,66,0,0,0,0,0,3,0,0,0,7,0,23,18,5,21,13,0,9,0,93,0,40,17,6,7,3,0,0,3,76,6,5,4,0,4,3,0,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,4,3,3,7,0,7,0,24,4,18,4,5,3,6,0,4,0,44,5,0,4,6,25,5,0,3,0,46,9,43,45,42,47,41,18,28,0,272,22,75,110,55,72,32,4,27,3,408,0,9,0,0,10,3,0,0,0,27
507031172,3,0,0,5,4,4,0,3,3,22,21,79,43,45,53,76,21,21,6,365,0,0,4,0,0,0,0,0,0,9,3,4,3,0,0,14,10,18,0,52,12,0,4,5,44,82,15,45,5,208,0,0,4,3,13,17,0,16,0,61,13,17,14,19,41,101,40,102,9,352,8,4,7,10,20,33,18,25,0,115,0,8,3,5,7,4,3,3,0,30,3,60,23,12,22,7,6,13,0,150,5,3,6,11,19,32,25,85,7,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,6,0,5,0,3,0,5,0,0,17,6,0,0,0,3,3,3,4,0,15,0,3,4,0,6,3,0,9,0,28,9,0,0,0,0,7,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,13,0,4,0,0,0,0,0,0,0,8
507031173,3,18,5,4,28,20,4,9,25,116,89,127,161,97,364,422,121,184,40,1605,0,4,0,0,0,16,5,6,0,24,54,19,35,18,149,236,128,333,5,983,124,79,104,101,776,854,504,658,15,3221,25,13,19,13,124,130,101,116,10,547,48,43,55,38,192,429,225,611,15,1651,6,12,8,7,65,117,31,61,0,309,3,17,22,10,61,61,16,26,0,217,0,28,15,0,9,5,0,10,3,66,32,16,25,8,44,188,73,189,11,589,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,4,0,0,20,20,17,23,0,92,4,9,7,8,33,77,29,51,3,210,6,21,21,12,23,26,13,24,0,144,5,5,11,3,25,13,12,12,0,82,0,0,0,0,9,13,0,0,0,24,3,0,3,5,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,7
507031174,0,9,6,0,0,0,0,0,3,31,78,380,295,153,300,171,46,62,18,1501,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,5,4,4,0,4,3,5,3,7,0,25,0,0,0,0,0,3,0,0,0,7,0,12,9,0,13,12,0,18,3,79,0,0,5,0,0,3,0,0,3,11,31,117,101,45,69,32,13,18,0,428,6,180,53,17,25,20,4,12,3,315,0,9,6,4,4,4,0,9,0,42,0,5,4,0,6,0,0,0,0,20,0,0,4,0,0,3,0,0,0,16,0,8,0,6,20,18,3,13,0,61,7,8,6,0,9,13,0,10,0,62,4,7,9,5,11,7,0,3,0,62,14,15,23,22,67,61,9,10,0,210,7,59,67,46,92,70,17,32,6,394,15,49,50,34,77,32,19,11,4,282,0,19,13,5,7,5,0,6,0,54
507031261,5,4,7,0,4,3,0,0,9,29,58,129,122,114,165,167,34,69,17,877,8,50,42,66,70,56,16,31,8,346,0,0,0,3,0,0,0,11,0,14,3,8,4,5,9,8,3,9,0,54,0,0,0,0,0,0,4,4,0,15,12,21,19,16,47,92,35,62,4,301,0,4,0,8,12,9,0,5,0,40,3,7,7,3,0,8,0,3,0,37,4,4,5,8,4,4,0,3,0,25,0,5,6,7,6,13,4,17,0,57,0,0,0,0,0,3,0,6,0,14,0,0,3,0,0,4,0,0,0,10,0,0,6,0,0,3,0,0,0,12,0,11,8,0,3,4,0,5,0,31,11,21,11,3,8,19,4,13,3,78,73,22,27,14,130,304,67,91,9,725,7,12,13,13,19,8,10,10,0,90,4,13,11,10,25,18,0,0,0,78,0,9,0,3,5,13,0,0,0,38
507041175,5,24,14,0,12,13,5,4,11,98,91,619,459,202,356,422,120,217,35,2537,0,8,0,0,0,0,0,3,0,11,74,28,36,24,40,267,99,452,7,1036,0,12,10,4,8,11,0,8,0,45,0,0,0,0,0,0,0,3,0,10,9,32,30,26,51,131,41,120,6,460,3,3,5,3,3,10,0,7,0,30,4,110,67,23,51,51,21,26,7,360,20,284,108,37,61,39,29,28,4,615,7,21,10,8,5,17,3,17,0,95,0,3,4,0,7,10,0,0,0,26,0,23,20,14,33,34,7,21,0,150,4,45,33,26,53,82,16,36,5,296,16,69,68,25,79,194,54,78,9,575,12,17,16,3,15,32,7,19,0,119,0,8,5,3,7,6,0,4,0,34,24,123,79,45,64,92,34,74,4,542,13,112,100,50,75,57,11,28,5,443,0,12,9,3,8,3,6,3,0,50
507041176,0,5,0,0,0,0,0,0,0,4,24,90,93,58,73,45,30,33,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,8,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,5,4,0,4,3,4,0,0,24,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,5,7,3,5,3,0,3,0,35,0,6,0,0,0,3,0,0,0,10,0,0,3,0,0,0,0,0,0,8,12,52,46,32,34,52,29,45,0,295,14,27,44,28,41,15,0,3,0,175,0,0,0,0,0,0,0,0,0,0
507041177,4,15,12,6,3,8,0,4,7,63,73,587,388,202,290,234,72,106,26,1968,0,0,0,0,3,0,0,4,0,11,0,0,0,8,3,4,0,4,0,22,17,49,33,28,138,160,62,61,4,553,0,0,0,0,0,0,0,0,0,0,8,23,17,20,26,46,8,21,0,161,9,4,5,0,31,27,15,17,4,113,11,204,103,45,78,60,15,39,0,557,10,199,58,25,30,25,9,15,0,383,20,23,42,42,123,103,43,47,6,450,0,3,0,0,3,0,0,6,0,11,0,9,8,8,9,8,0,3,3,46,0,9,5,4,8,18,0,10,0,61,5,39,29,14,23,33,8,21,0,171,0,31,22,5,8,9,4,5,0,81,3,7,4,0,7,14,6,0,0,40,3,71,57,26,26,24,22,31,0,262,21,114,140,78,87,65,16,24,3,556,0,27,10,7,7,6,0,4,0,57
507041178,5,33,17,13,16,13,0,5,25,132,177,1272,922,451,756,425,110,186,51,4361,0,4,4,4,0,0,0,0,0,12,0,7,14,7,10,14,4,17,0,74,19,28,25,23,78,104,40,99,4,423,7,3,0,0,9,3,0,3,0,16,11,42,43,27,60,160,42,109,0,501,0,22,20,6,29,10,0,7,0,99,100,805,425,167,359,176,38,66,11,2157,16,169,81,43,53,37,7,18,4,427,4,13,7,4,10,26,8,7,0,72,0,24,16,3,14,6,6,7,0,77,3,24,30,8,31,44,0,15,0,168,0,21,11,13,11,26,8,15,0,101,17,79,81,44,117,158,32,68,4,609,7,37,36,12,25,24,7,17,0,163,14,49,51,38,139,77,17,20,4,409,9,93,70,45,40,32,16,21,0,322,33,195,188,109,182,109,34,45,9,908,5,39,13,11,21,9,5,11,0,113
507041179,0,7,4,4,6,0,0,0,8,25,43,366,284,170,224,164,55,98,22,1419,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,5,0,12,0,10,0,0,3,4,0,3,0,15,0,0,0,3,0,0,0,0,0,6,0,13,9,3,4,10,0,7,0,44,0,0,3,0,3,3,0,0,0,11,17,147,64,32,48,26,9,5,6,345,4,77,39,16,24,15,6,11,4,192,3,9,0,0,0,0,0,3,0,19,0,7,0,0,0,0,0,0,0,7,0,7,4,5,5,9,3,0,0,35,0,0,7,3,7,0,0,0,0,20,0,12,16,8,11,16,6,13,0,78,0,6,8,9,0,3,0,0,0,31,0,13,10,11,15,9,0,0,0,55,22,129,91,69,113,141,54,108,5,738,12,58,88,47,70,25,7,26,0,340,0,13,4,0,0,11,0,3,0,35
507041180,0,6,6,3,6,0,0,3,7,26,33,269,175,130,173,106,37,62,4,999,0,0,0,5,0,0,0,5,0,7,0,6,0,0,3,0,0,5,0,16,0,7,6,4,3,3,3,0,0,24,0,0,3,0,3,0,0,0,0,3,0,16,8,12,12,19,5,17,0,88,0,4,0,3,3,0,0,0,0,15,0,45,13,15,18,17,3,15,0,129,3,50,21,8,17,7,3,3,0,113,0,5,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,3,5,0,0,4,0,6,0,21,0,4,6,5,3,3,0,4,0,27,5,19,24,12,18,25,7,13,0,122,3,16,4,5,4,8,3,0,0,37,0,0,3,0,3,5,0,0,0,17,28,100,62,61,75,69,35,55,4,482,7,66,53,43,68,30,12,16,0,295,0,27,8,0,0,5,0,6,0,55
507041181,5,37,19,11,16,20,5,3,15,128,129,1026,681,375,632,457,117,220,45,3687,0,7,3,0,0,0,0,0,0,10,0,6,0,3,8,14,6,17,0,63,0,43,21,18,55,63,13,32,0,242,0,0,0,3,3,0,3,0,0,14,4,43,54,42,148,188,65,97,3,646,5,10,12,10,48,49,27,34,3,189,28,325,174,84,210,200,62,144,7,1237,17,321,93,43,79,44,10,22,10,630,0,15,13,9,15,25,0,8,3,88,0,6,4,4,4,11,0,7,0,31,4,7,7,4,9,17,4,15,0,62,4,23,19,14,22,25,11,14,0,139,12,80,55,34,76,111,26,62,0,459,8,29,26,6,17,19,0,5,0,112,5,22,12,0,29,29,12,12,0,127,38,181,137,79,129,122,70,102,9,868,42,207,194,133,212,119,24,66,7,1009,0,50,23,12,13,15,7,3,0,117
507041182,4,22,23,16,15,24,4,16,40,164,787,1444,1761,1478,2380,1866,384,618,90,10815,5,4,10,9,27,4,5,4,0,68,5,0,0,0,6,7,0,7,0,29,5,11,30,25,74,70,22,34,0,280,0,4,0,0,13,3,4,6,0,32,10,21,24,19,34,77,23,72,9,287,3,6,16,20,58,44,6,15,0,180,13,159,64,43,66,37,21,11,3,419,10,155,65,31,50,39,10,18,3,387,0,9,9,8,11,10,0,3,0,54,0,4,0,0,14,8,0,6,0,41,0,10,6,0,11,18,0,4,0,51,0,8,7,0,8,4,4,7,0,41,16,64,31,18,60,64,16,19,0,291,3,42,37,17,26,31,5,3,3,170,57,37,63,63,259,224,61,79,6,851,111,399,266,219,643,466,158,264,11,2530,693,842,1393,1241,2063,1895,377,730,51,9284,0,15,3,5,6,4,0,4,0,41
507041183,0,3,0,3,0,3,0,0,0,14,30,141,124,85,87,67,18,25,7,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,5,0,5,0,21,0,0,0,0,0,0,0,0,0,4,0,8,3,9,16,19,3,11,0,70,0,0,4,0,0,3,0,0,0,5,5,39,30,6,12,9,7,10,0,111,0,16,10,7,14,0,0,4,0,54,0,4,3,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,4,0,5,0,36,0,4,6,0,8,3,0,7,0,31,0,7,3,0,0,0,0,0,0,18,6,26,28,24,13,21,8,9,0,136,14,64,52,53,52,36,7,15,6,299,0,5,0,0,0,0,0,0,0,5
507041184,0,6,0,0,0,0,0,0,0,10,17,152,89,39,51,44,16,21,3,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,6,5,6,0,37,0,4,0,0,0,0,0,0,0,6,0,49,19,0,17,11,3,7,0,105,0,27,14,3,0,7,5,7,0,61,0,3,6,0,0,3,0,0,0,12,0,3,0,0,0,0,0,4,0,10,0,3,0,3,0,9,0,3,0,18,0,7,4,5,6,7,5,0,0,35,0,22,12,4,11,18,4,8,0,77,0,7,8,0,0,3,0,0,0,19,0,0,0,5,6,0,0,0,0,9,10,36,23,15,17,15,3,10,0,122,3,41,33,12,22,11,5,8,0,133,0,0,0,0,0,0,0,0,0,0
507051186,0,10,0,0,0,0,0,0,3,18,138,270,329,311,329,268,46,85,17,1795,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,9,10,0,3,11,0,4,0,38,0,0,0,0,0,0,0,0,0,0,4,16,18,6,13,9,4,7,0,75,4,56,21,12,7,3,6,6,0,108,0,4,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,21,0,9,6,10,6,0,5,6,0,38,0,7,10,8,21,14,0,3,0,66,11,29,36,36,35,22,6,10,0,192,140,170,266,281,342,315,52,93,20,1680,0,0,0,0,0,0,0,0,0,7
507051187,3,14,4,6,8,13,0,0,7,56,79,467,375,227,283,184,65,89,30,1790,0,3,4,0,0,0,0,0,0,10,0,0,0,0,13,6,0,16,0,42,0,15,15,7,16,21,7,14,0,96,0,3,0,0,0,3,0,0,0,5,6,18,23,27,64,85,25,70,3,318,3,6,5,0,15,3,9,10,0,52,13,123,85,49,95,57,19,15,8,459,3,108,33,17,17,9,12,9,0,216,4,11,7,9,25,26,8,26,0,112,0,0,0,0,0,0,0,0,0,11,0,3,3,3,5,6,0,0,0,20,3,9,7,9,5,3,3,6,0,54,0,22,13,10,17,25,9,8,0,110,3,20,14,4,10,10,7,7,5,74,5,8,0,0,3,7,5,0,0,31,25,126,95,57,62,61,29,39,5,506,20,72,115,62,90,46,11,21,3,447,6,50,7,13,11,9,0,9,0,108
