SA2_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
506041136,69,76,144,38,38,72,4,0,4,0,0,0,19,12,33,2587,1785,4377,162,201,358,63,0,63,14,0,15,15,0,14,54,21,77,31,16,53,3053,2153,5212,25,56,81,0,0,0,0,0,0,13,27,40,7,10,19,3,0,5,51,92,142,0,0,0,0,0,0,0,3,6,0,5,6,0,0,0,3,11,18,39,15,50,95,117,212,14,23,36,0,0,7,4,0,4,17,27,45,99,166,268,297,317,611,27,14,38,3585,2792,6377
506041137,113,125,244,82,90,166,5,0,6,0,0,0,27,19,52,4065,3231,7301,222,291,519,54,0,53,20,0,22,18,4,19,86,21,112,29,28,57,4727,3820,8553,74,84,163,0,0,0,0,0,0,44,46,90,10,7,13,0,0,0,128,140,273,0,0,0,0,0,0,3,11,13,4,12,12,4,3,6,16,28,37,48,22,73,194,189,380,24,32,55,5,5,8,0,0,3,28,35,62,211,294,504,547,676,1219,31,13,40,5732,5025,10754
506051138,12,25,43,72,90,163,0,3,3,0,0,0,26,15,42,3705,3058,6761,174,194,365,85,0,85,31,0,29,14,3,18,94,22,115,32,36,68,4246,3446,7695,0,15,16,0,0,0,0,0,0,26,29,52,0,8,8,0,0,0,28,52,78,0,0,0,0,0,0,13,11,23,4,16,19,4,4,6,25,24,53,38,17,49,88,95,179,10,8,19,0,0,0,0,0,0,10,8,17,195,342,540,459,598,1062,23,11,35,5032,4501,9530
506051139,10,18,29,72,54,123,0,0,0,0,0,0,9,7,19,2268,1986,4251,143,128,269,56,0,59,10,0,10,15,5,21,72,19,87,15,25,40,2669,2244,4912,9,11,13,0,0,0,0,0,0,13,15,35,4,0,4,0,0,0,21,22,47,0,0,0,0,0,0,0,3,7,4,6,13,4,0,8,14,17,28,25,7,33,56,48,106,7,9,9,0,0,4,0,0,0,4,8,12,113,195,307,306,392,697,13,12,31,3168,2899,6069
506051140,15,12,27,61,52,115,0,0,6,0,0,0,9,4,12,2452,2219,4673,106,126,225,66,0,62,24,5,29,15,5,15,43,9,52,32,27,63,2825,2461,5285,12,5,14,0,0,0,0,0,0,28,18,45,0,0,0,0,0,0,39,20,63,0,0,0,0,0,0,7,9,18,3,6,5,0,0,6,13,13,21,21,15,37,74,55,122,3,3,5,0,0,0,0,0,0,9,3,6,303,415,722,390,531,917,18,12,26,3609,3471,7084
506051141,16,11,24,36,23,62,0,0,0,0,0,0,8,0,9,1900,1775,3673,81,95,177,63,0,63,13,0,13,16,0,17,36,9,51,62,42,107,2237,1964,4201,0,5,3,0,0,0,0,0,0,20,16,32,0,0,0,0,0,0,17,21,42,0,0,0,0,0,0,9,8,12,0,6,7,3,0,4,17,7,26,22,8,24,51,41,88,3,0,10,0,0,0,0,0,0,3,4,6,249,308,556,294,387,680,12,4,19,2843,2709,5553
506061142,32,59,89,50,17,68,0,0,3,0,0,0,9,11,20,3577,3228,6805,181,216,402,91,7,101,12,0,12,13,0,13,110,32,134,28,32,60,4102,3605,7711,13,18,36,0,0,0,0,0,0,54,42,95,9,7,17,0,0,0,75,73,146,0,0,0,0,0,0,0,6,4,0,3,4,0,0,4,3,11,17,42,20,62,126,99,225,12,29,42,0,0,5,4,0,4,15,28,47,187,360,548,565,682,1251,17,24,36,5014,4803,9810
506061143,19,20,39,9,5,14,0,0,0,0,0,0,0,0,3,1231,1106,2333,74,62,137,105,8,110,10,0,10,0,0,5,15,11,23,46,23,66,1504,1233,2737,0,5,5,0,0,0,0,0,0,19,21,42,0,0,0,0,0,0,20,25,49,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,17,5,24,40,27,70,3,4,10,0,0,0,0,0,0,4,4,8,136,241,376,217,246,466,13,10,22,1912,1765,3674
506061144,6,4,5,10,7,10,0,0,0,0,0,0,0,0,0,610,598,1200,41,32,75,34,3,37,4,0,3,0,0,0,25,6,25,30,25,52,750,671,1422,0,0,0,0,0,0,0,0,0,13,6,21,0,0,3,0,0,0,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,17,3,21,31,15,41,3,0,0,0,0,0,0,0,0,0,0,4,90,166,250,149,123,273,13,12,27,1036,982,2018
506071145,92,79,171,315,300,614,0,0,3,0,0,0,12,17,29,2329,2338,4662,96,202,301,7,0,7,17,0,16,66,25,92,42,12,56,35,66,106,3014,3039,6057,56,38,92,0,0,0,0,0,0,8,11,18,3,3,5,0,3,3,69,54,120,0,0,0,0,0,0,8,4,11,0,16,22,5,3,10,19,24,40,24,19,45,107,96,203,13,14,26,4,5,4,0,0,6,13,21,31,339,378,717,357,540,897,18,9,30,3854,4088,7941
506071146,52,30,81,99,91,185,0,0,0,0,0,0,16,6,26,1844,1496,3341,91,158,254,10,0,10,13,0,13,48,9,55,33,7,41,45,30,73,2253,1834,4090,47,38,83,0,0,0,0,0,0,16,15,25,8,8,13,8,0,8,72,54,127,0,0,0,0,0,0,6,3,11,3,11,12,3,3,11,15,18,31,14,11,26,100,83,184,14,16,26,0,0,0,0,0,0,17,16,30,284,300,586,241,344,581,31,13,41,2918,2590,5511
506071147,4,3,11,406,349,756,21,21,43,0,0,0,23,43,64,2787,2447,5228,145,280,426,17,0,17,21,3,22,160,40,198,75,24,99,90,81,169,3739,3284,7026,25,37,57,3,0,4,0,0,0,5,12,18,0,0,0,0,0,0,31,50,86,12,3,10,0,0,0,13,14,25,5,11,21,16,7,19,47,36,79,32,20,56,112,105,217,10,14,20,3,4,10,0,0,3,14,18,35,527,546,1073,371,557,931,15,10,26,4776,4524,9295
507011148,305,238,544,38,23,63,0,0,3,0,0,0,11,9,18,3936,3577,7516,238,261,500,51,0,55,15,0,20,22,5,27,78,23,103,23,49,73,4718,4201,8914,83,104,183,0,0,0,0,0,0,96,73,167,13,24,36,8,0,13,200,203,405,0,0,0,0,0,0,6,0,13,0,4,3,5,0,8,16,6,23,33,23,56,248,234,484,46,43,88,3,3,5,4,0,4,53,46,98,362,545,907,524,824,1350,24,6,31,5929,5857,11788
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,28,31,54,28,33,54,3,0,3,0,0,0,3,8,12,1842,1602,3443,83,98,189,20,0,20,17,0,17,4,4,8,36,12,44,11,11,27,2085,1791,3875,15,15,25,0,0,0,0,0,0,36,22,58,0,0,0,0,0,0,47,39,90,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,11,16,10,28,69,55,128,9,4,17,0,0,0,0,0,0,9,10,14,147,240,385,271,350,622,10,5,13,2589,2454,5039
507011153,20,30,54,37,38,69,0,0,0,0,0,0,4,6,13,1488,1360,2844,65,88,162,18,0,18,16,0,20,19,3,23,21,3,29,12,17,28,1708,1554,3262,34,31,67,0,0,0,0,0,0,26,29,53,3,3,6,0,0,4,65,68,133,0,0,0,0,0,0,3,5,8,0,0,4,0,0,0,7,7,15,11,13,20,82,88,171,12,12,24,5,0,6,0,0,0,21,14,31,107,183,287,201,291,498,16,9,24,2124,2130,4263
507011154,33,31,62,55,75,133,0,0,0,0,0,0,19,5,23,1718,1681,3403,95,124,217,21,0,22,21,5,24,38,9,54,39,14,50,25,24,52,2072,1976,4048,29,31,61,0,0,0,0,0,0,25,28,58,5,10,17,3,0,3,65,74,134,0,0,0,0,0,0,7,8,10,0,8,12,3,0,0,11,9,24,23,17,41,97,100,200,6,12,18,0,5,3,4,0,4,12,13,23,146,243,392,279,361,641,10,13,27,2614,2707,5325
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10
507011158,14,11,29,12,5,13,0,0,0,0,0,0,0,0,0,704,654,1355,24,50,80,0,0,0,10,0,10,13,6,15,18,8,21,11,20,27,803,755,1554,15,7,17,0,0,0,0,0,0,13,15,33,4,5,9,0,0,3,31,25,57,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,5,0,8,3,3,6,41,36,79,4,7,11,0,0,0,0,0,0,5,7,6,113,117,229,93,121,214,0,0,0,1059,1036,2093
507011159,95,98,191,32,30,65,0,0,4,0,0,0,13,6,19,2150,1794,3940,129,164,286,24,0,27,7,0,10,16,6,21,48,4,55,21,30,56,2540,2136,4675,64,60,122,0,0,0,0,0,0,25,28,48,3,9,12,5,5,8,94,96,192,0,0,0,0,0,0,6,0,5,0,3,7,5,0,5,9,8,19,37,21,56,138,120,262,19,15,34,0,0,0,0,0,0,19,20,32,148,194,339,292,381,669,11,6,17,3150,2859,6009
507011160,27,30,54,38,52,92,0,0,0,0,0,0,11,8,21,1996,1770,3764,114,147,257,18,0,22,16,6,23,14,3,21,42,12,52,11,32,48,2295,2064,4353,20,24,44,0,0,0,0,0,0,23,28,52,0,3,8,0,0,0,42,53,97,0,0,0,0,0,0,3,0,6,3,4,9,6,3,10,13,9,20,21,7,34,77,71,154,7,10,16,0,0,0,0,0,0,7,10,17,118,195,316,248,301,550,13,7,20,2761,2649,5409
507011161,227,209,429,54,36,85,0,0,0,0,0,0,16,9,26,3195,2924,6119,152,207,360,29,4,32,13,0,13,11,4,16,86,23,112,28,36,65,3806,3447,7251,110,108,219,0,0,0,0,0,0,55,55,115,14,9,23,10,0,10,196,174,369,0,0,0,0,0,0,11,3,12,3,6,5,6,0,6,12,12,24,33,32,59,242,210,450,31,40,74,0,0,0,3,0,3,34,41,76,267,358,623,456,593,1051,15,9,28,4821,4663,9484
507011163,38,35,82,14,18,34,0,0,0,0,0,0,5,4,8,1452,1236,2687,71,97,171,23,0,23,9,0,8,7,0,9,35,6,45,12,11,24,1678,1414,3087,18,18,32,0,0,0,0,0,0,18,20,39,5,0,5,4,0,4,42,40,79,0,0,0,0,0,0,0,3,7,4,4,7,0,0,0,8,8,14,12,6,22,62,53,115,7,14,21,0,0,0,0,0,0,10,10,23,91,141,232,161,249,414,8,0,8,2007,1871,3882
507011259,49,67,116,28,25,49,0,0,0,0,0,0,9,8,12,1981,1757,3731,93,152,240,39,0,38,10,0,10,3,0,9,37,7,44,20,8,34,2275,2016,4289,28,31,54,0,0,0,0,0,0,30,31,66,7,9,11,0,0,0,67,69,129,0,0,0,0,0,0,0,3,3,3,3,13,0,11,9,3,15,19,15,6,29,87,90,177,16,18,29,3,0,3,0,0,0,21,18,35,133,195,323,270,368,638,8,6,18,2790,2692,5483
507011260,19,10,31,0,0,5,0,0,0,0,0,0,0,0,5,481,441,919,25,39,62,9,0,9,0,0,0,6,0,4,11,0,15,3,3,5,549,502,1050,6,0,6,0,0,0,0,0,0,16,6,23,0,0,0,0,0,0,21,9,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,5,4,30,14,43,0,3,3,0,0,0,0,0,0,0,3,3,53,65,114,51,62,114,4,0,6,686,647,1329
507021164,31,16,43,70,57,125,0,0,0,0,0,0,13,4,16,1175,1187,2358,48,69,112,5,0,5,10,6,16,35,4,45,9,4,12,34,57,91,1433,1398,2834,32,24,53,0,0,0,0,0,0,10,11,24,0,4,8,4,4,4,40,46,85,0,0,0,0,0,0,0,0,4,0,4,5,3,0,0,6,5,12,15,4,15,64,52,117,8,8,14,0,0,0,3,0,3,15,10,20,226,291,514,175,270,440,4,4,8,1907,2022,3932
507021165,198,176,371,130,135,259,7,4,8,0,0,0,9,14,21,2252,2287,4538,146,183,326,12,0,12,29,7,34,167,86,249,68,30,98,258,260,518,3276,3176,6446,77,59,144,0,0,0,0,0,0,32,39,67,4,8,15,14,15,27,130,115,249,0,0,0,0,0,0,3,9,8,4,9,14,4,4,11,9,22,29,40,25,62,181,158,340,5,11,18,0,0,6,5,0,4,8,17,32,527,580,1106,475,588,1062,22,16,34,4484,4541,9024
507021166,56,57,114,77,104,184,0,0,0,0,0,0,18,11,32,2205,2114,4319,131,173,303,31,0,34,25,9,33,101,51,160,34,12,45,82,88,168,2756,2637,5392,84,52,138,0,0,0,0,0,0,36,38,77,5,3,5,14,5,19,142,103,243,0,0,0,0,0,0,0,7,9,5,4,7,3,4,3,12,13,24,32,23,55,184,138,319,10,8,16,7,0,5,4,0,4,22,7,31,324,419,740,394,530,924,19,19,31,3688,3749,7443
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
507031169,272,310,584,47,49,98,3,0,3,0,0,0,17,4,16,3069,2465,5536,177,221,392,29,0,29,20,0,23,9,0,5,91,26,120,23,19,38,3754,3097,6854,95,167,268,0,0,0,0,0,0,50,46,95,14,26,37,5,3,8,165,242,415,0,0,0,0,0,0,4,0,4,4,3,8,4,5,3,10,5,16,36,20,48,213,272,479,35,76,113,5,0,5,0,0,0,37,79,112,164,272,438,466,556,1021,23,16,37,4656,4287,8939
507031170,45,43,84,33,34,65,0,0,0,0,0,0,9,3,5,1048,840,1886,69,86,156,21,0,21,11,0,7,10,0,10,26,4,32,14,3,14,1269,1018,2290,16,26,42,0,0,0,0,0,0,13,16,29,3,0,4,0,0,0,30,47,77,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,6,18,7,23,51,55,109,7,13,26,0,0,0,0,0,0,12,19,28,43,83,127,165,182,346,15,7,21,1551,1361,2913
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,13,31
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12
507031174,46,60,111,24,25,50,0,0,0,0,0,0,13,8,26,1676,1346,3017,110,126,245,24,0,28,10,0,10,6,0,10,51,14,68,11,36,44,1976,1615,3593,39,48,87,0,0,0,0,0,0,21,19,39,3,3,4,0,0,0,58,67,131,0,0,0,0,0,0,5,0,4,4,8,15,4,0,4,9,11,26,18,11,27,94,93,182,8,30,39,0,0,0,9,0,9,13,30,47,49,116,163,278,289,569,12,11,24,2427,2149,4576
507031261,48,70,123,14,4,23,0,0,0,0,0,0,0,0,0,1493,1297,2790,78,79,159,34,0,37,5,0,6,3,0,3,42,5,45,16,14,30,1735,1477,3213,30,33,64,0,0,0,0,0,0,33,27,58,3,8,12,0,0,3,65,68,138,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,3,8,18,5,26,87,81,167,6,14,20,3,0,0,5,0,5,13,16,27,114,202,316,227,301,528,0,6,10,2175,2079,4255
507041175,20,13,39,201,155,355,0,0,0,0,0,0,10,10,17,1824,1593,3415,79,162,233,11,0,11,13,0,13,60,16,71,22,11,32,44,54,100,2276,2008,4286,46,61,104,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,54,65,113,0,0,0,0,0,0,4,0,11,5,5,5,4,0,5,11,9,19,5,8,14,69,80,151,5,7,7,7,0,6,0,0,3,10,7,17,351,372,722,218,392,608,8,0,9,2925,2866,5791
507041176,74,41,121,9,7,18,0,0,0,0,0,0,0,3,4,562,509,1068,41,52,91,4,0,4,0,0,0,12,0,17,11,3,9,12,12,20,728,633,1359,21,14,33,0,0,0,0,0,0,5,8,11,5,4,6,5,0,4,32,27,59,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,5,5,37,27,65,8,5,10,0,0,0,0,0,0,8,0,12,98,105,207,84,116,206,7,0,9,959,887,1847
507041177,22,25,50,135,120,254,3,0,3,0,0,0,6,5,9,2360,2479,4842,100,145,248,14,0,17,25,7,27,58,17,77,35,10,52,36,36,72,2804,2850,5658,41,41,84,0,0,0,0,0,0,12,21,36,3,3,10,0,0,5,66,65,133,0,0,0,0,0,0,3,10,16,4,12,9,8,0,8,13,21,32,27,9,40,109,97,206,10,7,20,3,0,3,4,0,6,12,14,26,279,399,674,313,543,857,12,8,16,3528,3909,7435
507041178,95,87,186,182,102,287,0,0,0,0,0,0,11,9,16,2440,2228,4669,132,212,336,19,0,19,8,0,10,57,12,72,38,13,52,30,28,64,3010,2697,5711,63,53,119,0,0,0,0,0,0,16,12,27,6,5,10,7,0,9,95,77,167,0,0,0,0,0,0,8,3,10,4,0,7,0,3,7,12,10,25,21,14,35,124,101,226,9,10,27,0,0,3,0,0,0,12,18,28,413,440,854,313,485,803,19,13,30,3896,3757,7657
507041179,75,44,120,23,15,37,0,0,0,0,0,0,3,3,4,1049,994,2045,51,89,141,6,0,6,6,0,5,25,5,26,17,6,18,11,27,34,1264,1179,2442,102,73,173,0,0,0,0,0,0,11,21,31,3,4,6,3,0,5,120,95,215,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,9,3,9,18,9,30,141,103,250,14,7,23,0,0,0,0,0,0,15,9,23,203,160,365,138,210,346,8,3,14,1771,1666,3440
507041180,114,87,203,17,25,50,0,0,0,0,0,0,5,0,5,1794,1651,3447,93,138,227,22,0,27,10,3,14,32,7,37,28,4,34,10,23,37,2134,1944,4077,91,56,143,0,0,0,0,0,0,39,19,55,0,10,16,3,0,5,139,83,221,0,0,0,0,0,0,0,4,6,5,0,8,4,0,6,5,10,19,21,10,31,165,104,269,24,11,36,0,0,0,0,0,0,22,10,42,279,290,568,258,400,660,6,9,13,2864,2762,5626
507041181,26,19,44,193,126,318,0,0,0,0,0,0,15,6,22,2856,2733,5589,125,184,305,15,0,15,32,0,30,59,9,67,49,10,61,28,53,75,3383,3144,6526,73,51,127,0,0,0,0,0,0,15,13,33,4,5,8,0,0,0,94,75,163,0,0,0,0,0,0,17,12,27,0,7,11,0,0,0,18,18,36,32,16,43,142,104,243,12,6,13,0,0,0,0,0,0,10,6,16,405,532,931,410,632,1044,9,11,20,4356,4424,8785
507041182,67,68,142,60,47,108,0,0,0,0,0,0,3,15,16,2025,1829,3855,85,171,253,12,0,12,15,0,15,31,6,36,40,12,45,28,29,54,2363,2179,4541,94,84,176,0,0,0,0,0,0,28,25,59,8,0,7,0,0,4,136,108,250,0,0,0,0,0,0,0,0,7,4,0,3,0,0,3,12,6,18,22,14,37,168,129,298,26,19,44,0,4,4,0,0,0,26,25,48,218,238,456,283,431,712,13,17,31,3068,3013,6079
507041183,10,17,26,20,19,43,0,0,0,0,0,0,10,5,10,822,843,1657,47,61,105,7,0,7,10,0,13,12,0,14,17,0,21,20,11,27,971,957,1929,20,12,30,0,0,0,0,0,0,20,17,31,0,4,3,0,0,0,39,32,67,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,6,11,8,16,49,46,95,5,9,10,0,0,0,0,0,0,3,9,13,82,107,188,114,195,306,8,10,24,1227,1320,2547
507041184,42,25,68,25,13,36,0,0,0,0,0,0,8,4,7,937,828,1762,50,80,136,7,0,7,5,0,5,12,7,14,12,3,14,13,6,20,1112,964,2069,61,31,97,0,0,0,0,0,0,20,9,32,0,8,14,0,0,0,88,49,139,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,6,14,8,6,18,102,64,161,10,13,17,0,0,0,0,0,0,10,12,22,171,164,338,124,205,326,0,3,3,1515,1407,2923
507051186,37,42,85,25,12,41,0,0,0,0,0,0,0,3,3,1181,924,2098,81,91,170,13,0,20,6,0,6,3,0,3,35,8,42,14,26,44,1400,1109,2506,28,19,49,0,0,0,0,0,0,9,10,22,0,3,4,0,3,6,46,33,76,0,0,0,0,0,0,4,0,4,0,5,5,0,0,0,5,5,7,18,4,19,62,41,106,10,9,15,3,0,3,0,0,3,14,9,18,38,85,125,225,242,473,6,4,10,1743,1495,3232
507051187,39,61,103,42,33,78,0,0,0,0,0,0,0,0,0,1986,1853,3842,141,141,285,39,0,39,12,0,14,11,6,13,67,6,77,11,21,35,2352,2125,4478,31,35,64,0,0,0,0,0,0,27,25,50,9,10,16,0,0,0,64,66,130,0,0,0,0,0,0,0,3,4,0,5,7,3,0,3,11,0,14,32,7,40,100,79,179,18,22,43,0,0,3,3,0,3,25,21,48,135,214,347,459,478,942,18,6,28,3092,2929,6017
507051188,50,86,141,38,36,77,0,0,0,0,0,0,8,3,11,2306,2003,4306,163,162,330,33,0,34,29,4,28,28,7,35,184,51,237,140,77,219,2988,2430,5416,31,49,79,0,0,0,0,0,0,19,26,50,4,4,8,4,5,8,59,86,145,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,5,31,18,51,100,101,202,16,22,35,0,0,0,3,0,3,17,22,40,156,200,360,383,417,795,23,18,41,3661,3186,6851
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,56,59,114,22,23,46,0,0,0,0,0,0,10,0,6,1598,1583,3174,92,78,168,21,0,22,8,0,11,5,8,17,60,15,69,13,21,38,1880,1786,3672,26,27,51,0,0,0,0,0,0,17,32,52,4,11,14,4,0,4,57,67,120,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,3,7,23,9,27,79,79,161,18,19,34,0,0,6,0,3,5,18,23,42,163,212,378,332,340,666,12,11,19,2486,2449,4932
507051191,103,107,212,89,51,139,0,0,3,0,0,0,7,0,13,3556,3544,7101,245,238,480,52,0,53,19,0,19,18,7,21,141,24,169,18,51,71,4250,4025,8271,33,30,65,0,0,0,0,0,0,96,77,170,7,9,15,0,0,0,130,119,249,0,0,0,0,0,0,4,3,4,0,0,4,7,0,7,9,3,9,51,17,71,192,141,335,20,28,52,4,0,9,0,0,0,28,27,60,247,429,671,843,807,1655,29,20,46,5587,5450,11039
507051192,77,61,137,30,22,50,0,0,0,0,0,0,6,4,8,1823,1655,3481,115,123,240,31,0,31,17,0,17,13,4,16,67,13,79,8,15,27,2188,1903,4090,26,31,60,0,0,0,0,0,0,30,30,55,3,6,9,0,3,5,64,65,129,0,0,0,0,0,0,8,3,3,8,7,18,0,0,4,11,13,24,31,12,41,105,91,197,14,29,47,4,4,4,0,0,0,16,30,47,95,163,263,392,405,793,16,15,26,2813,2608,5421
