SAL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,4,141,0,0,149,10,422,21,6,450,3,193,4,0,197,0,197,12,0,211,6,341,22,4,369,3,400,22,6,436,3,395,19,0,424,0,412,16,5,439,14,375,14,0,406,22,204,6,0,239,34,40,0,0,76,107,3123,142,27,3398,0,143,5,4,147,8,411,12,4,435,0,185,4,0,194,6,220,5,0,232,5,362,20,0,387,4,464,17,3,486,0,466,15,3,487,9,469,22,3,503,24,431,12,0,471,26,228,8,0,260,60,43,0,0,98,144,3420,118,21,3711,3,285,5,3,303,22,836,30,8,892,3,373,9,0,388,8,416,19,0,441,14,705,38,3,760,11,864,45,10,924,5,864,37,9,908,18,881,44,6,946,32,807,23,5,872,49,433,15,7,494,90,78,4,0,173,254,6543,260,46,7107
SAL50023,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,8,0,0,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,19,4,0,21,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,4,0,3,0,0,9,0,0,0,0,0,0,12,0,0,15,0,6,0,0,8,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,42,3,0,50
SAL50024,0,108,0,0,110,7,309,8,0,322,0,136,6,0,144,8,136,5,0,146,0,183,4,0,186,0,285,5,0,294,3,278,13,0,302,4,229,6,4,236,4,216,8,0,227,16,101,5,0,121,8,19,3,0,36,45,2011,57,13,2126,0,114,4,0,121,12,299,9,4,323,0,139,9,0,155,0,118,3,0,126,5,228,5,0,238,0,336,11,7,349,4,306,4,0,314,5,281,5,0,299,3,251,4,0,261,20,110,0,0,139,24,43,0,0,65,74,2233,66,14,2379,0,221,7,0,229,13,606,21,3,646,3,279,12,0,298,8,260,5,0,274,0,405,6,0,421,0,624,18,3,647,11,584,19,3,615,9,509,10,4,532,11,469,6,4,488,34,216,5,0,257,36,61,3,0,98,119,4242,118,23,4504
SAL50025,0,14,0,0,11,0,34,0,0,35,0,15,3,0,22,0,11,0,0,10,0,17,0,0,15,0,26,0,0,29,0,38,3,0,45,0,55,0,0,54,0,30,0,0,36,3,6,0,0,7,0,0,0,0,0,11,254,8,0,275,0,10,0,0,13,0,41,0,0,43,0,12,0,0,14,0,10,0,0,6,0,21,0,0,24,0,35,0,0,35,0,55,4,0,56,0,45,3,0,48,0,33,0,0,33,4,9,0,0,14,0,0,0,0,7,10,275,14,0,295,0,22,3,0,30,0,77,0,0,78,0,33,4,0,31,0,22,3,0,19,4,35,0,0,44,0,61,0,0,62,3,93,5,0,103,0,97,3,0,107,0,61,0,0,67,4,18,0,0,22,0,6,0,0,4,15,529,23,0,567
SAL50026,7,403,43,0,458,72,639,80,0,791,30,300,32,0,363,16,360,57,0,435,21,792,105,0,922,37,669,72,0,773,50,639,69,0,752,72,618,57,0,749,77,530,34,0,641,85,267,25,0,381,49,51,15,0,121,523,5265,595,6,6392,10,396,47,0,454,38,620,80,0,736,13,312,39,0,368,10,397,46,0,460,38,797,92,0,926,56,680,71,0,811,73,665,61,0,801,106,634,54,4,805,94,633,36,0,768,121,324,36,0,478,105,82,25,0,213,666,5552,594,5,6822,20,803,96,0,914,113,1255,157,6,1527,42,611,75,0,732,29,762,109,0,900,60,1586,201,0,1852,91,1346,143,0,1578,126,1307,126,0,1555,179,1258,114,8,1551,174,1170,68,0,1411,204,589,62,0,853,152,139,41,0,337,1187,10821,1186,10,13209
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,6,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,3,0,25,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,14,3,0,27,0,3,0,0,3,0,3,7,0,7,0,7,0,0,7,0,0,0,0,0,0,4,0,0,6,0,3,4,0,9,0,3,0,0,5,0,3,0,0,10,0,5,0,0,7,0,0,0,0,5,0,0,0,0,0,4,37,6,0,51
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,4,0,0,0,0,3,0,0,3,0,4,0,0,5,0,5,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,15,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,8,0,0,4,0,3,0,0,3,0,7,0,9,5,0,11,0,9,0,0,10,0,4,0,0,0,0,0,0,0,0,0,29,22,0,51
SAL50029,0,7,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,11,0,0,0,0,5,0,6,0,0,6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,5,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,7,0,0,7,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,24,0,3,6,0,6,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,10,0,11,0,0,11,0,4,0,0,9,0,12,0,0,12,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55,5,0,64
SAL50030,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,6,0,4,0,0,4,0,0,0,0,0,0,10,0,0,10,0,7,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,0,0,37,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,0,13,0,0,13,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,9,0,0,6,0,7,0,0,7,0,4,0,0,4,0,11,0,0,11,0,19,0,0,19,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,65,0,0,65
SAL50031,0,56,7,0,56,0,108,8,0,116,0,76,4,0,82,4,74,3,3,87,0,215,38,7,254,6,192,14,4,214,0,213,21,10,248,9,225,20,0,254,13,168,13,0,188,13,79,22,0,108,3,11,16,0,32,44,1418,162,32,1649,0,73,0,0,77,0,100,14,0,115,0,68,0,0,69,0,98,12,0,111,3,179,25,0,209,0,174,10,0,184,3,200,13,0,220,4,232,13,0,246,7,172,12,0,189,25,41,28,0,88,8,9,60,0,76,55,1333,189,7,1584,0,127,4,0,135,0,210,20,0,230,0,147,8,0,150,4,172,12,4,191,3,397,58,7,465,6,367,26,4,399,5,414,37,6,470,14,454,31,0,502,22,336,19,0,376,31,118,48,0,202,19,17,78,0,115,99,2753,346,34,3233
SAL50032,0,107,0,0,106,6,167,3,0,181,0,66,0,0,69,8,74,0,0,83,0,165,5,0,173,0,166,0,0,165,0,160,0,0,164,5,100,4,0,110,11,96,0,0,102,6,76,0,0,88,8,28,0,0,37,50,1203,31,0,1282,0,92,0,0,91,8,178,3,0,193,0,45,3,0,57,0,80,5,0,81,0,178,4,0,182,9,194,8,0,211,0,166,8,0,171,8,118,0,0,126,11,144,0,0,155,18,141,7,0,171,19,35,0,0,56,82,1372,30,3,1487,3,195,6,0,199,12,347,9,0,373,0,114,3,0,116,6,147,9,0,162,0,348,8,0,359,7,363,8,0,378,0,326,7,0,334,14,218,5,0,236,18,235,4,0,258,25,222,10,0,259,31,63,4,0,90,131,2576,63,6,2764
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50034,0,41,6,0,48,0,53,10,0,61,4,44,3,0,45,0,36,0,0,38,0,97,13,0,119,5,73,9,0,84,9,78,9,0,94,18,59,9,0,83,10,47,4,0,60,6,23,3,0,29,5,6,0,0,10,56,571,61,0,685,0,37,3,0,41,0,72,5,0,80,0,28,3,0,29,0,41,4,0,36,7,90,5,0,101,0,108,0,0,112,5,84,8,0,102,10,51,4,0,61,4,52,4,0,60,10,33,0,0,41,8,10,0,0,15,48,599,41,0,681,0,78,4,0,84,4,130,11,0,137,4,68,5,0,76,0,74,9,0,77,7,191,19,0,215,3,184,10,0,203,16,166,16,0,195,26,112,12,0,153,13,97,10,0,119,15,54,5,0,76,12,14,0,0,26,101,1171,102,0,1372
SAL50035,0,141,5,0,147,9,431,18,4,462,4,208,0,0,217,4,167,3,0,172,0,223,3,0,230,0,332,12,0,348,4,456,6,3,469,7,377,12,0,400,15,285,6,0,299,21,176,0,0,195,28,55,5,0,92,96,2849,81,13,3038,0,158,0,0,161,18,490,10,0,513,4,315,8,0,327,0,179,0,0,185,0,266,8,0,272,0,413,14,0,423,4,496,12,4,513,10,431,8,0,454,14,285,9,0,308,43,193,0,0,248,47,54,6,0,109,154,3286,65,5,3509,3,302,9,0,313,28,917,22,3,973,10,520,8,0,541,6,340,7,0,356,6,487,11,0,500,6,741,25,0,768,8,955,15,3,984,15,811,19,0,852,31,572,12,0,609,73,368,3,0,443,78,113,10,0,203,257,6130,146,14,6548
SAL50036,0,260,0,0,266,43,701,19,0,762,12,387,6,0,408,5,311,10,0,335,4,451,13,0,475,11,615,17,0,642,9,744,9,0,770,12,397,10,0,422,19,191,5,5,219,15,81,0,0,101,10,12,0,0,22,154,4146,101,10,4412,6,258,9,0,272,20,686,15,0,726,9,372,6,0,389,0,301,9,0,313,18,518,12,0,549,13,739,23,0,772,17,775,11,0,810,15,418,4,4,450,16,229,3,4,249,17,83,7,0,111,15,10,0,0,27,157,4393,100,12,4659,5,513,12,0,539,61,1390,33,0,1488,23,764,12,0,802,7,615,20,0,648,27,968,28,0,1022,23,1349,43,0,1417,25,1521,24,0,1574,32,814,16,4,872,39,418,11,5,476,33,168,6,0,206,22,18,0,0,45,308,8542,198,20,9070
SAL50037,3,291,5,0,300,35,666,7,0,721,3,186,3,0,196,7,151,3,0,159,3,356,6,0,368,3,649,10,0,663,3,386,6,0,396,9,161,0,6,171,9,114,0,0,128,19,40,0,0,56,21,3,0,0,21,116,3008,53,6,3180,0,275,4,3,282,13,652,14,0,680,3,180,4,0,189,0,167,0,0,176,4,462,8,0,475,6,745,11,0,769,8,389,4,0,406,3,191,4,0,200,20,131,3,0,154,27,43,0,0,68,47,11,3,0,66,141,3256,62,8,3468,9,562,5,3,583,55,1323,20,0,1398,7,368,11,0,382,7,319,3,0,332,9,820,19,0,848,16,1393,27,0,1439,10,774,15,0,801,13,356,0,4,373,27,244,7,0,280,44,80,0,0,126,66,14,3,0,84,255,6264,114,11,6641
SAL50038,0,29,3,0,29,4,31,10,0,43,0,18,0,0,18,4,14,0,3,24,0,40,4,3,49,0,40,3,5,52,5,60,8,0,68,4,104,6,0,116,20,156,6,4,173,12,80,3,0,99,17,25,0,0,43,69,595,44,13,720,0,22,3,0,22,6,44,3,0,49,0,20,0,0,20,0,9,0,0,12,0,37,4,0,40,4,54,5,0,58,4,84,4,0,93,0,127,3,0,138,3,170,10,0,180,10,75,4,0,88,19,26,7,0,52,49,661,45,0,755,0,47,12,0,57,5,79,9,0,89,0,37,0,0,37,4,20,6,3,31,3,73,7,3,92,3,89,14,5,114,7,143,10,0,163,10,229,9,0,248,17,317,18,4,358,24,159,5,0,192,40,51,8,0,99,112,1254,94,13,1474
SAL50039,11,588,25,0,619,68,1190,38,0,1309,35,452,24,0,503,14,337,19,0,373,19,830,30,0,881,22,955,28,0,1008,23,812,36,0,867,44,713,40,0,797,53,554,26,0,628,45,278,14,0,339,24,35,4,0,70,357,6743,294,6,7401,9,474,9,0,501,41,1215,45,5,1295,11,500,14,0,527,13,326,10,0,354,21,973,43,0,1031,20,1124,32,0,1173,25,886,26,0,938,46,833,30,6,912,50,647,29,0,728,59,303,19,0,377,43,52,5,0,99,346,7321,263,10,7942,17,1065,39,0,1117,112,2401,81,0,2605,45,958,36,0,1036,28,662,31,0,722,37,1804,77,6,1922,44,2077,61,5,2185,42,1698,61,3,1808,90,1545,74,6,1710,105,1196,52,0,1353,102,579,36,0,715,68,86,11,0,168,699,14067,553,15,15340
SAL50040,12,672,22,0,702,75,1055,33,5,1165,17,421,15,0,449,7,359,13,0,378,7,1062,23,0,1099,10,1121,32,0,1168,16,674,18,0,707,18,398,7,0,429,15,236,12,0,259,20,95,0,0,116,8,12,0,0,18,205,6103,172,9,6488,4,628,30,0,656,41,1098,32,0,1173,24,374,14,0,407,4,414,8,0,428,18,1342,33,4,1397,13,1192,24,0,1233,14,800,22,0,837,17,505,3,8,533,26,295,10,3,332,23,90,3,0,118,11,10,0,0,26,194,6754,177,13,7140,14,1296,46,0,1359,115,2163,62,3,2343,33,796,29,0,859,13,774,23,0,804,23,2402,59,6,2487,25,2314,53,0,2402,27,1475,40,0,1543,30,905,12,7,956,41,529,18,3,592,48,184,4,0,236,20,27,0,0,47,396,12860,353,22,13628
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8
SAL50043,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,5,0,4,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,28,0,4,0,0,3,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,4,0,0,4,0,8,3,0,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,26,0,5,0,0,3,0,4,0,0,3,0,3,0,0,3,0,3,0,0,3,0,6,0,0,6,0,5,0,0,6,0,9,7,0,15,0,4,4,0,12,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,36,21,0,59
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,8,0,0,8,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,3,30,6,0,35
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,5,0,0,10,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,39
SAL50046,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,8,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,22,0,0,22
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,4,0,8
SAL50048,0,9,0,0,9,0,6,0,0,14,0,4,0,0,4,0,3,0,0,5,0,14,3,0,23,0,9,0,4,18,0,11,0,0,15,0,11,0,0,15,0,7,5,0,13,0,3,6,0,7,0,0,0,0,0,0,95,12,3,114,0,0,0,0,0,0,3,0,0,3,0,6,0,0,6,0,0,0,0,5,0,16,0,0,20,0,9,3,0,15,0,10,0,0,7,0,9,0,0,10,0,11,6,0,12,0,0,0,0,0,0,0,0,0,0,0,70,8,0,82,0,14,0,0,14,0,7,0,0,15,0,12,0,0,12,0,11,0,0,13,0,34,3,0,37,0,23,4,3,29,0,20,0,0,23,0,22,0,0,22,0,20,4,0,25,0,4,6,0,10,0,0,0,0,0,0,166,27,11,205
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,4,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,4,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,10,8,0,18
SAL50050,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,6,0,0,4,0,4,0,0,4,0,0,0,0,0,5,25,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,5,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,0,0,0,0,5,0,0,7,0,4,0,0,4,0,3,0,0,8,0,7,0,0,11,0,4,0,0,7,0,4,0,0,3,0,0,0,0,0,5,40,7,0,47
