SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50048,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,36,16,47,3,9,9,0,0,0,0,0,0,0,0,0,8,3,13,6,3,8,56,34,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,22,4,7,9,0,0,5,74,56,125
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,0,0,0,18,11,25
SAL50051,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,152,170,325,11,10,19,3,0,3,0,0,0,0,0,0,4,4,8,0,7,8,184,191,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,29,40,44,39,80,0,0,3,242,260,504
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,65,4,3,4,4,0,4,0,0,0,0,0,0,0,0,0,4,4,4,41,37,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,5,3,13,4,0,3,58,47,103
SAL50053,30,42,77,46,74,126,0,0,0,0,0,0,16,11,22,1957,1731,3689,70,152,219,38,0,35,13,0,13,25,3,30,42,4,47,8,23,36,2254,2049,4297,34,42,76,0,0,0,0,0,0,18,23,36,0,4,8,0,0,0,50,70,126,0,0,0,0,0,0,4,6,7,7,7,8,0,3,6,7,15,22,19,14,30,79,98,175,10,10,21,0,0,3,0,0,0,11,15,28,156,189,344,224,320,540,9,8,19,2736,2678,5408
SAL50054,146,184,331,80,58,138,0,0,4,0,0,0,20,13,35,5956,5677,11637,353,364,716,65,0,65,34,3,38,23,5,28,252,55,305,58,67,124,6994,6431,13423,97,125,222,0,0,0,0,0,0,117,104,216,13,20,39,3,4,3,229,255,481,0,0,0,0,0,0,8,7,13,3,5,10,3,0,3,12,13,23,78,29,108,319,291,612,44,55,104,8,4,9,0,0,0,52,60,111,364,703,1073,1191,1283,2476,32,20,57,8962,8789,17752
SAL50055,20,41,60,79,100,176,0,0,0,0,0,0,37,19,62,2414,1829,4248,111,188,304,27,0,27,22,0,22,10,0,11,56,22,75,10,3,18,2792,2209,4999,36,45,82,0,0,0,0,0,0,10,20,29,0,3,3,0,0,0,46,71,123,0,0,0,0,0,0,5,8,12,3,14,14,10,5,7,16,27,37,26,9,35,91,105,196,12,21,36,0,0,0,0,0,0,14,24,36,91,136,230,256,309,568,32,19,56,3287,2805,6086
SAL50056,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,56,53,113,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,81,69,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,42,19,24,41,0,0,0,120,116,236
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,6,8
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,0,0,0,21,21,41
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,17,12,25,134,122,258,0,0,0,0,0,0,17,11,34,3457,2852,6303,181,259,434,65,0,61,17,0,20,22,0,23,70,14,85,14,34,47,3989,3304,7290,19,20,43,0,0,0,0,0,0,8,14,26,0,0,0,0,0,0,37,35,67,0,0,0,0,0,0,9,14,22,6,10,22,6,5,8,18,27,47,32,26,58,83,93,176,16,10,26,6,0,3,0,0,0,14,14,30,208,279,490,402,549,950,34,10,46,4736,4251,8984
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,9,10,16
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,15,12,24
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,5,0,0,0,8,8,20
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,3,3,9,0,0,0,19,20,38
SAL50066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58,129,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,76,68,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,12,21,4,7,6,85,85,174
SAL50067,0,0,0,52,11,68,0,0,0,0,0,0,0,0,0,79,13,88,44,5,52,0,0,5,0,0,0,0,0,0,67,14,77,14,3,17,260,54,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,12,9,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,3,0,3,276,54,336
SAL50068,11,8,23,0,0,0,0,0,0,0,0,0,3,0,3,257,204,461,16,12,27,17,0,15,3,0,3,0,0,0,0,0,0,3,7,9,314,234,548,0,4,3,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,5,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,9,18,25,0,4,5,0,0,0,0,0,0,0,4,5,21,51,75,37,46,76,3,0,3,381,341,731
SAL50069,45,44,90,42,28,71,4,0,4,0,0,0,11,7,17,1973,1868,3843,120,149,274,31,0,33,11,0,11,3,0,3,63,17,83,19,25,41,2312,2144,4453,37,50,89,0,0,0,0,0,0,45,44,87,0,6,8,0,0,0,85,105,189,0,0,0,0,0,0,0,0,4,0,8,8,0,0,0,0,16,14,38,11,44,123,128,249,15,20,34,0,4,3,0,0,0,16,20,40,114,208,329,284,406,687,13,18,33,2866,2924,5794
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,3,8,0,0,0,25,20,39
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,7,3,15
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,10,16
SAL50075,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,121,141,258,8,8,20,7,0,11,0,0,0,0,0,0,9,4,14,0,3,3,154,163,315,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,13,23,34,32,35,66,0,0,0,201,218,424
SAL50076,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,5,0,6,10,0,11,0,0,0,0,0,0,0,0,0,17,0,17,28,7,36,83,9,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,95,10,104
SAL50077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,41,86,0,7,5,3,0,3,0,0,0,0,0,0,0,0,4,8,3,12,60,52,111,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,19,25,9,11,22,0,0,0,78,80,160
SAL50078,157,162,319,23,27,57,0,0,0,0,0,0,5,13,25,1722,1634,3362,75,104,176,21,3,24,19,3,22,46,8,53,34,16,47,23,31,53,2139,2001,4141,20,30,49,0,0,0,0,0,0,16,12,32,4,8,11,3,6,9,42,64,105,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,4,3,11,13,9,22,67,67,132,7,15,19,0,0,0,0,0,0,8,15,20,242,283,527,251,396,641,7,3,10,2711,2764,5476
SAL50079,74,41,121,9,7,18,0,0,0,0,0,0,0,3,4,562,509,1068,41,52,91,4,0,4,0,0,0,12,0,17,11,3,9,12,12,20,728,633,1359,21,14,33,0,0,0,0,0,0,5,8,11,5,4,6,5,0,4,32,27,59,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,5,5,37,27,65,8,5,10,0,0,0,0,0,0,8,0,12,98,105,207,84,116,206,7,0,9,959,887,1847
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,0,0,0,23,6,33,0,0,0,0,0,0,6,0,6,937,782,1725,93,62,158,11,0,11,8,0,15,8,0,8,11,5,20,18,28,50,1118,892,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,3,11,17,8,15,20,6,25,0,0,0,0,0,0,3,0,5,3,0,5,16,55,73,149,145,294,5,3,6,1307,1103,2412
SAL50082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,560,539,1104,26,41,74,10,0,10,0,0,0,0,0,0,4,0,7,0,4,4,609,591,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,25,46,71,76,98,173,5,0,5,716,745,1460
SAL50083,254,216,470,120,115,239,0,0,0,0,0,5,17,18,35,2430,2325,4760,132,197,336,25,0,25,29,3,32,126,27,159,49,25,70,41,22,59,3241,2946,6185,41,40,80,0,0,0,0,0,0,19,31,51,6,13,15,4,0,7,66,85,153,0,0,0,0,0,0,10,3,15,3,3,4,4,0,4,14,4,18,25,10,35,106,99,209,8,11,19,3,0,5,0,0,0,12,16,27,348,399,745,376,598,972,12,11,23,4091,4069,8156
SAL50084,0,0,0,0,4,4,0,0,0,0,0,0,3,4,4,203,210,413,13,19,28,3,0,3,6,0,0,17,11,25,3,0,8,22,4,28,260,258,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,13,17,26,39,45,87,0,3,5,315,325,641
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,26,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,17,0,0,5,0,0,0,38,27,64
SAL50086,16,13,33,25,40,75,0,0,0,0,0,0,7,5,10,767,765,1525,43,61,106,7,0,7,11,0,13,36,19,58,13,0,16,18,21,44,962,936,1896,36,16,54,0,0,0,0,0,0,15,16,30,0,0,0,0,3,9,52,38,88,0,0,0,0,0,0,6,3,6,0,0,4,0,3,7,7,4,9,8,8,15,64,52,122,7,0,9,0,0,0,4,0,4,4,6,10,118,129,246,133,177,306,4,3,10,1279,1307,2589
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,0,0,19,11,33
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,5,5,0,0,0,19,12,31
SAL50090,90,117,214,27,37,66,0,0,0,0,0,0,12,12,22,1752,1187,2937,103,151,251,28,0,26,10,0,10,7,0,9,47,11,56,11,10,21,2098,1519,3610,21,50,65,0,0,0,0,0,0,22,13,36,4,10,16,6,0,6,52,69,119,0,0,0,0,0,0,0,3,9,0,4,8,6,0,7,7,13,17,22,9,31,76,88,167,14,20,33,0,0,0,0,0,0,15,20,35,92,101,198,204,214,415,11,8,13,2493,1958,4445
SAL50091,14,14,28,137,128,262,0,0,0,0,0,0,6,7,13,921,809,1730,46,91,132,9,0,9,14,0,9,21,9,32,22,10,25,16,15,25,1196,1069,2266,4,7,17,0,0,0,0,0,0,6,5,9,0,6,5,0,0,0,13,19,34,0,0,0,0,0,0,5,6,8,4,7,3,3,0,3,10,7,20,10,3,16,34,25,65,4,0,4,0,0,0,0,0,0,5,0,5,121,143,261,125,218,346,4,0,10,1487,1465,2952
SAL50092,15,12,26,6,0,13,0,0,0,0,0,0,0,0,0,565,503,1063,28,25,59,16,0,18,0,3,3,4,0,4,17,3,21,0,5,7,662,548,1215,0,5,5,0,0,0,0,0,0,7,8,19,0,0,3,0,0,0,9,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,15,13,24,3,0,6,0,0,0,0,0,0,3,0,6,63,93,155,69,92,163,4,0,10,814,744,1564
SAL50093,28,28,59,21,24,46,3,3,6,0,0,0,13,16,25,1568,1236,2804,96,121,216,30,0,30,18,0,18,10,4,19,39,13,52,4,21,19,1837,1457,3296,20,16,40,0,0,0,0,0,0,20,18,39,0,5,5,0,0,3,43,42,88,0,0,0,0,0,0,3,3,8,0,9,4,4,3,6,5,9,15,24,6,35,81,60,139,4,11,13,0,0,0,0,0,0,6,12,16,64,116,181,184,211,395,3,3,13,2173,1868,4044
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,35,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,15,0,0,0,33,33,65
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,39,0,6,6,5,0,5,0,0,0,0,0,0,0,3,4,4,5,9,39,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,17,16,34,0,0,0,62,48,111
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,21,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,4,0,7,0,0,3,29,23,55
SAL50098,45,48,94,25,23,50,0,0,0,0,0,0,10,5,9,1670,1486,3159,74,137,208,26,0,22,9,0,9,3,0,9,32,6,35,16,3,21,1901,1711,3615,25,24,45,0,0,0,0,0,0,26,20,50,0,9,8,0,0,0,53,44,102,0,0,0,0,0,0,0,3,3,3,3,13,0,11,9,3,11,18,17,9,25,73,64,143,13,18,26,3,0,3,0,0,0,16,18,31,106,171,274,231,318,548,11,9,19,2336,2288,4627
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,3,13
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,6,15,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,5,4,6,0,0,0,36,26,59
