SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,151,128,276,587,532,1117,168,168,334,73,54,131,828,754,1587,465,445,913,167,146,312,84,94,180,711,690,1405,52,46,99,37,76,114,61,38,101,56,115,170,0,0,0,212,276,488,180,245,425,54,63,119,39,54,96,40,73,118,0,0,0,317,439,752,526,718,1245,23,39,63,39,74,106,0,0,4,61,114,171,297,342,642,4,18,22,2584,2764,5345
SAL50062,0,0,0,3,4,5,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,10
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50064,0,0,0,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,13,0,0,0,11,7,17
SAL50065,3,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,8,11,19
SAL50066,3,0,6,19,19,36,4,0,4,0,0,0,20,17,36,19,7,25,0,0,0,0,0,4,16,10,28,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,6,9,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,5,7,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,15,10,26,0,0,0,64,51,119
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,10,3,10,18,3,20,0,0,0,0,0,0,0,0,0,0,0,0,428,65,491,4,0,4,448,66,516
SAL50068,11,3,18,26,28,49,6,11,17,3,0,3,40,36,77,15,22,37,17,18,37,20,18,36,56,52,111,0,4,3,0,0,0,11,3,16,5,6,12,0,0,0,15,16,28,24,19,44,4,0,3,0,3,5,0,11,15,0,0,0,32,38,72,47,52,101,3,0,5,0,3,9,0,0,0,4,6,8,11,9,19,0,0,0,164,164,333
SAL50069,152,168,320,532,492,1028,138,119,253,40,55,99,711,669,1382,332,351,685,38,39,79,50,46,100,426,434,860,32,34,62,16,35,56,40,30,64,34,66,105,0,0,0,121,165,287,67,119,192,27,71,98,19,22,36,50,95,148,0,0,0,163,314,473,288,475,761,24,22,47,37,69,102,0,0,0,61,93,149,158,171,331,5,7,18,1802,2019,3825
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,4,4,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,4,0,5,0,0,0,15,8,17
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
SAL50074,0,0,0,0,0,3,0,0,4,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,5,18
SAL50075,9,6,13,18,14,36,0,5,7,11,10,16,32,33,63,17,21,35,6,9,13,18,13,29,38,41,74,0,3,3,0,3,4,5,3,11,3,5,13,0,0,0,14,14,27,6,11,16,0,0,0,3,0,3,0,3,3,0,0,0,8,20,26,23,29,47,3,0,3,0,0,0,0,0,0,7,0,8,21,16,42,0,0,4,128,128,252
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,17,188,3,3,4,182,17,194
SAL50077,0,0,3,9,14,21,0,0,0,0,0,0,12,11,26,4,0,4,5,3,9,6,3,8,13,15,31,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,6,15,9,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,40,38,81
SAL50078,111,87,199,270,218,494,91,85,176,64,51,106,423,353,779,137,133,273,92,73,164,77,64,146,307,271,584,23,18,43,16,21,41,31,23,48,36,65,101,0,0,0,104,127,228,70,99,163,32,56,86,25,18,43,70,92,157,0,0,3,196,262,454,300,389,685,10,16,27,34,39,72,0,0,0,47,52,102,222,204,428,6,14,23,1414,1367,2784
SAL50079,32,38,72,121,128,250,37,33,67,6,6,19,162,170,335,93,92,187,33,53,84,22,13,39,153,159,313,8,0,15,7,12,18,14,0,14,9,17,18,0,0,0,30,25,65,76,86,162,20,27,49,4,4,9,13,25,42,0,0,0,117,151,270,150,178,326,6,3,7,5,18,17,0,0,0,12,19,26,42,42,82,0,3,4,558,607,1165
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,52,71,125,259,251,511,32,34,71,9,11,23,308,299,603,147,127,278,62,40,98,0,0,6,206,170,381,4,5,7,9,6,10,13,11,23,21,40,64,0,0,0,48,61,112,0,7,9,7,8,12,4,4,6,12,43,54,0,0,0,28,59,81,70,125,194,0,0,7,7,17,25,0,0,0,15,14,25,338,298,634,13,8,15,995,979,1973
SAL50082,32,19,52,90,113,198,18,24,38,18,18,36,122,152,272,82,85,163,12,10,23,38,33,66,132,125,258,8,3,15,5,8,13,14,5,13,9,23,34,0,0,0,35,42,80,3,6,9,0,4,6,8,6,7,0,11,16,0,0,0,13,26,34,44,63,107,3,4,3,3,15,19,0,0,0,13,17,25,43,50,100,0,0,0,389,433,819
SAL50083,146,136,279,328,341,670,168,157,329,35,59,94,535,562,1101,214,186,404,160,164,331,64,76,141,442,435,876,27,20,48,41,59,101,30,17,41,52,73,126,4,0,0,149,172,320,146,164,308,76,88,159,28,44,68,94,156,257,0,0,0,350,450,796,496,620,1115,21,19,39,46,78,123,0,0,0,62,99,162,238,246,484,9,5,16,1932,2105,4037
SAL50084,8,10,19,23,25,45,10,5,12,7,7,14,36,35,70,23,9,27,8,18,20,0,8,9,27,31,59,0,0,3,0,0,0,7,6,12,4,14,22,0,0,0,10,27,38,0,3,3,0,5,3,0,0,0,3,14,25,0,0,0,11,24,32,19,54,72,0,0,0,3,3,9,0,0,0,9,3,11,58,52,110,0,0,0,164,180,343
SAL50085,0,0,0,4,0,12,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,18,10,26
SAL50086,53,47,98,133,125,256,50,40,91,26,21,44,202,179,388,77,73,150,75,65,137,17,19,34,164,153,323,5,4,9,6,14,16,13,8,27,12,10,29,0,0,0,38,44,80,48,69,115,24,42,60,12,12,19,28,62,87,0,0,0,113,172,292,151,217,371,0,0,4,14,30,46,0,0,0,20,31,51,103,98,196,3,3,7,698,732,1427
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,6,7,19
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50090,107,86,190,256,203,458,64,48,112,59,69,135,381,325,706,154,118,269,67,51,123,49,45,93,268,212,481,55,35,90,44,72,109,34,11,46,35,60,93,0,0,7,158,184,341,99,107,208,62,78,139,11,19,34,35,51,88,0,5,4,210,261,472,372,449,818,25,27,50,27,43,71,0,0,0,55,69,119,243,232,479,11,22,31,1434,1389,2822
SAL50091,59,64,119,122,93,212,106,92,201,15,21,35,244,204,448,81,53,131,88,65,157,23,25,51,194,144,337,15,13,27,8,10,14,4,8,12,18,36,62,0,0,0,57,66,121,75,87,161,25,33,56,13,11,26,25,52,81,0,0,5,143,186,327,196,249,442,9,4,11,14,17,28,0,0,0,24,16,42,83,77,156,0,6,6,794,758,1557
SAL50092,27,25,48,78,67,141,18,24,39,33,52,84,128,148,268,47,28,79,28,27,58,54,59,117,130,116,251,8,4,13,5,7,12,19,7,25,10,9,23,0,0,0,37,30,69,15,35,52,0,6,12,5,6,8,3,10,20,0,0,0,26,63,88,66,94,158,10,11,20,3,15,17,0,0,0,9,24,35,35,29,61,0,0,0,393,433,823
SAL50093,76,63,138,346,275,625,40,47,86,38,34,74,423,362,793,224,204,429,54,47,100,24,38,60,300,286,589,24,17,39,15,25,40,28,12,42,34,50,85,0,0,4,102,109,211,66,92,163,18,28,50,14,11,30,25,38,56,0,0,0,130,171,299,235,283,516,14,15,27,19,33,60,0,0,0,38,50,89,209,235,444,4,11,13,1284,1293,2578
SAL50094,0,0,3,4,0,3,0,0,0,0,0,5,5,8,11,6,5,11,0,0,0,0,0,3,10,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,34
SAL50095,0,0,0,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,21,20,42,3,0,8,34,27,60
SAL50096,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,16,0,0,0,15,18,29
SAL50097,0,0,0,0,3,4,0,3,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,9,16,28
SAL50098,99,91,190,254,245,501,123,123,249,31,26,51,411,396,802,142,117,266,164,143,307,45,41,81,348,301,654,12,19,33,11,23,31,42,17,60,26,48,72,0,0,0,89,109,194,49,110,164,12,41,56,9,21,36,28,55,83,5,0,6,105,232,337,196,343,535,14,9,20,23,40,62,0,0,0,30,44,78,121,140,260,4,8,10,1224,1322,2545
SAL50099,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,6,9,8
SAL50100,0,0,0,4,4,3,0,0,0,0,3,3,3,8,9,0,4,0,0,0,0,0,5,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,12,15,29
SAL50101,0,0,0,7,6,10,0,0,0,3,0,5,13,8,20,4,4,9,0,0,3,0,0,0,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,3,0,3,11,5,10,0,0,0,25,24,46
SAL50102,36,33,65,121,146,266,31,23,53,16,8,26,168,179,345,106,89,191,14,20,38,14,6,17,134,119,249,12,8,18,3,10,8,14,6,17,12,16,29,0,0,0,34,40,69,15,45,58,10,12,16,0,3,9,12,26,38,0,0,0,42,88,122,74,128,196,5,3,7,8,26,33,0,0,0,11,28,44,53,60,113,0,0,3,479,538,1019
SAL50103,0,0,0,0,0,7,0,0,0,4,3,6,7,6,13,0,4,4,7,3,5,13,9,17,13,20,26,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,5,0,5,3,5,11,0,0,0,0,5,0,0,4,0,0,0,0,3,10,14,9,13,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,30,42,72
SAL50104,5,12,17,53,40,92,4,3,9,6,10,12,60,54,112,23,33,50,0,4,6,6,8,19,29,41,74,0,4,6,6,3,3,3,3,4,6,8,23,0,0,0,19,18,37,11,7,16,0,3,5,0,0,0,8,8,15,0,0,0,21,18,38,28,40,77,0,0,0,0,0,0,0,0,0,0,8,8,38,32,66,0,0,4,159,187,350
SAL50105,56,56,111,119,114,223,65,70,137,35,45,78,218,224,443,85,72,154,59,40,99,18,23,38,161,132,292,40,22,61,32,49,80,13,7,24,32,53,88,0,0,0,119,139,252,64,84,147,39,53,98,19,13,30,25,47,75,0,0,0,146,203,352,268,337,607,19,13,34,27,26,46,0,0,3,43,36,82,287,197,484,14,15,29,1036,1001,2036
SAL50106,0,4,0,10,7,12,0,0,0,0,0,0,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,0,0,0,0,0,4,0,0,0,0,0,4,8,11,16,0,0,0,20,27,42
SAL50107,3,0,3,4,0,4,5,3,9,0,0,0,6,0,13,0,0,5,4,6,6,0,4,6,8,9,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,3,7,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,36
SAL50108,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL50109,0,0,4,8,0,10,10,4,9,0,0,0,14,4,20,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,31,22,48
SAL50110,64,55,120,205,158,370,70,57,134,96,63,162,378,290,662,147,127,276,51,76,126,70,85,146,267,285,554,19,16,33,18,23,44,17,10,30,23,39,60,0,0,0,78,92,162,85,108,194,17,24,42,8,8,22,14,24,37,0,0,0,126,175,302,201,262,462,12,15,28,19,20,42,0,0,0,34,37,70,83,88,171,0,8,14,1026,1027,2055
SAL50111,31,51,81,136,99,240,29,32,58,40,38,81,210,167,376,85,82,162,12,19,25,26,23,48,119,119,235,93,48,139,85,64,150,22,18,39,39,39,76,0,0,3,233,170,399,444,426,867,272,173,443,51,40,91,62,46,102,4,0,4,824,684,1506,1062,852,1909,43,37,77,15,31,46,0,3,3,61,69,128,474,709,1186,20,26,48,1982,1982,3969
SAL50112,13,8,15,23,14,38,10,13,23,16,14,33,57,43,98,16,17,38,17,20,36,11,6,19,49,42,91,4,3,10,0,3,3,0,3,4,8,15,23,0,0,0,17,27,40,0,3,3,0,10,8,0,0,0,8,9,17,0,0,0,14,21,35,30,46,71,0,0,0,0,0,6,0,0,0,0,4,8,42,30,77,0,0,0,181,176,359
SAL50113,0,0,0,0,0,3,3,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,8,5,9
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,68,77,139,346,282,624,53,47,102,53,47,96,445,378,823,138,100,238,47,40,87,87,68,160,275,207,488,10,19,27,18,23,47,26,16,41,14,41,62,0,0,0,76,103,178,40,62,106,15,39,52,13,11,19,17,37,47,0,0,0,84,138,224,162,243,401,13,25,42,20,32,56,0,0,0,38,57,97,98,107,204,3,7,11,1093,1078,2171
SAL50116,9,7,16,25,19,48,3,0,4,0,0,0,28,20,49,10,15,29,4,10,13,0,0,0,21,24,38,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,4,11,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,10,15,5,7,7,0,0,0,0,0,0,5,10,12,56,54,114,0,5,4,116,126,242
SAL50117,68,43,108,137,134,266,38,45,75,43,34,77,211,209,421,96,99,193,47,70,123,42,40,80,186,203,388,11,14,22,9,14,20,22,7,31,18,30,47,0,0,0,58,56,117,65,77,143,14,30,49,12,10,29,18,44,61,0,0,0,108,167,274,172,226,397,3,5,9,14,23,39,0,0,0,15,30,51,76,94,173,4,5,7,736,809,1542
SAL50118,0,9,9,22,11,39,3,0,4,15,6,21,40,20,64,10,11,20,12,0,12,14,12,27,29,28,51,0,3,3,0,0,0,3,0,8,0,3,5,0,0,0,11,3,12,3,7,18,0,5,5,4,0,4,0,5,3,0,0,0,8,17,24,18,25,39,0,0,0,0,0,4,0,0,0,0,0,4,3,0,8,0,0,0,92,85,173
SAL50119,57,42,99,170,147,320,74,73,147,23,23,41,267,247,504,41,58,102,112,131,239,42,45,88,199,232,431,6,13,23,10,11,16,23,6,35,20,31,42,0,0,0,50,60,111,99,142,247,22,30,52,17,17,39,34,63,89,0,4,4,181,252,431,235,312,549,3,4,10,12,18,32,0,0,0,13,27,39,99,109,207,10,9,15,869,969,1840
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
SAL50121,3,0,3,4,6,8,3,0,3,0,0,0,5,9,12,8,3,11,0,0,3,0,0,0,6,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,7,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,10,6,17,0,0,0,30,27,51
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50123,15,22,33,76,80,157,16,5,22,3,0,3,91,96,188,23,26,48,5,15,18,0,0,0,32,40,70,0,0,7,3,0,3,3,3,10,9,17,30,0,0,0,18,26,46,0,4,4,0,5,8,0,0,0,3,12,16,0,0,0,7,28,37,25,55,79,0,3,7,4,3,6,0,0,0,8,7,11,81,102,180,6,4,9,255,317,576
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,4,4,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,11,11
SAL50126,0,4,11,23,35,59,5,10,15,5,8,12,34,52,90,16,19,38,51,37,89,3,7,10,74,58,131,0,0,0,0,0,0,5,3,4,0,3,3,0,0,0,3,8,15,0,3,3,0,0,0,0,0,6,6,5,9,0,0,0,3,9,15,10,18,28,0,0,0,0,4,0,0,0,0,3,3,3,45,44,90,3,0,3,179,184,363
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
