SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL50625,780,2331,8,17,5,5,16,20,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,793,2358,58,..,855,2358
SAL50626,49,135,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,141,9,..,62,141
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50628,557,1499,4,3,0,0,4,3,0,0,0,0,0,0,0,0,11,15,11,15,0,0,0,0,0,0,0,3,0,3,0,0,565,1522,63,..,629,1522
SAL50629,166,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,419,47,..,221,419
SAL50630,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,101,3,..,40,101
SAL50631,46,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,127,8,..,54,127
SAL50632,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,3,4
SAL50633,4521,11281,154,314,16,31,165,345,0,0,0,0,0,0,0,0,5,7,5,7,0,0,0,0,0,0,0,6,3,9,7,12,4702,11652,314,..,5021,11652
SAL50634,101,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,234,29,..,133,234
SAL50635,258,580,91,184,220,409,310,594,151,216,299,454,218,362,0,0,0,0,668,1034,0,0,0,0,3,5,7,9,8,17,0,5,1243,2224,178,..,1424,2224
SAL50636,1426,4040,6,9,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1433,4051,64,..,1496,4051
SAL50637,38,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,41,109,4,..,48,109
SAL50638,3573,10100,217,360,114,229,335,593,61,96,15,26,0,6,0,0,3,3,84,131,0,0,6,7,13,18,0,0,19,26,4,3,4011,10850,241,..,4254,10850
SAL50639,724,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,1783,56,..,779,1783
SAL50640,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,63,3,..,31,63
SAL50641,1502,3759,178,246,27,36,204,283,4,13,0,0,0,0,0,0,6,14,14,27,0,0,0,0,3,0,6,3,9,5,5,9,1732,4086,144,..,1875,4086
SAL50642,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,48,10,..,26,48
SAL50643,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,30,53,3,..,35,53
SAL50644,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,0,..,25,68
SAL50645,2247,6506,156,289,4,11,165,299,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2410,6805,84,..,2495,6805
SAL50646,57,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,137,21,..,83,137
SAL50647,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,14,30,3,..,18,30
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50649,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,9,0,0,10,28,0,..,9,28
SAL50650,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,19,50,6,..,22,50
SAL50651,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,8,21,0,0,21,38,0,..,22,38
SAL50652,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,3,0,3,18,50,3,..,27,50
SAL50653,97,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,101,306,3,..,105,306
SAL50654,489,1023,9,7,0,0,9,7,9,10,3,4,0,0,0,0,0,0,12,13,22,28,5,8,0,4,0,0,26,41,0,0,532,1080,317,..,848,1080
SAL50655,75,173,0,0,4,19,4,19,0,0,0,0,0,0,0,0,0,0,0,0,16,43,3,6,0,0,0,9,25,60,6,3,112,253,101,..,211,253
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,..,0,3
SAL50657,247,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,251,668,8,..,253,668
SAL50658,50,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,58,117,10,..,61,117
SAL50659,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,14,31,0,..,14,31
SAL50660,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,3,..,15,26
SAL50661,3053,8796,16,31,0,0,16,31,0,0,0,0,0,0,0,0,5,14,5,14,0,0,0,0,0,0,0,0,0,0,0,0,3075,8834,148,..,3221,8834
SAL50662,152,359,3,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,4,3,13,33,0,0,0,0,0,0,14,39,0,0,179,399,37,..,212,399
SAL50663,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,..,10,13
SAL50664,1823,5427,3,11,10,44,16,55,21,41,0,0,0,0,0,0,0,0,24,40,7,13,0,0,3,6,0,0,13,24,0,0,1881,5541,61,..,1941,5541
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,4,0,..,7,4
SAL50666,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,19,30,0,0,3,13,0,0,21,42,3,5,28,54,0,..,29,54
SAL50667,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,..,10,16
SAL50668,1494,3980,209,358,193,399,404,762,304,446,228,318,76,85,0,0,4,3,609,847,0,4,0,0,0,0,0,0,0,4,3,5,2511,5595,232,..,2734,5595
SAL50669,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8,..,10,13
SAL50670,1382,3169,1901,3617,822,1791,2722,5402,200,266,11,10,138,204,0,0,0,0,345,485,0,0,0,0,0,0,0,0,0,0,6,0,4447,9055,497,..,4949,9055
SAL50671,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,..,0,5
SAL50672,38,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,92,6,..,43,92
SAL50673,36,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,140,7,..,46,140
SAL50674,33,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,6,..,35,67
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50676,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,57,4,..,29,57
SAL50677,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,22,..,44,50
SAL50678,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,65,5,..,26,65
SAL50679,77,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,0,0,0,8,12,0,0,84,158,54,..,139,158
SAL50680,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,5,..,22,39
SAL50681,107,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,108,300,8,..,120,300
SAL50682,875,2428,0,0,9,28,9,28,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,6,0,0,0,6,0,0,0,893,2467,60,..,954,2467
SAL50683,1254,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,9,1259,3550,59,..,1322,3550
SAL50684,68,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,155,0,..,64,155
SAL50685,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,17,..,31,39
SAL50686,449,1150,3,9,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,3,3,15,0,7,456,1177,33,..,493,1177
SAL50687,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,..,4,11
SAL50688,55,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,148,31,..,85,148
SAL50689,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,12,..,26,49
SAL50690,25,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,9,..,37,71
SAL50691,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,43,91,36,..,77,91
SAL50692,133,325,8,9,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,3,0,0,0,0,11,15,4,8,159,360,50,..,209,360
SAL50693,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,5,..,18,33
SAL50694,70,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,69,303,32,..,105,303
SAL50695,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,..,21,45
SAL50696,1371,3892,7,12,6,9,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1394,3917,87,..,1474,3917
SAL50697,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,9,..,34,70
SAL50698,52,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,128,19,..,67,128
SAL50699,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61,0,..,20,61
SAL50700,204,544,42,58,99,154,140,218,178,256,233,344,9,16,0,0,3,6,419,623,0,0,0,0,0,0,0,0,0,0,8,16,778,1395,120,..,900,1395
SAL50701,2092,5407,217,365,482,1071,697,1432,44,77,358,577,518,855,0,0,8,6,921,1513,0,0,0,0,43,41,21,51,64,94,23,34,3796,8475,398,..,4195,8475
SAL50702,1102,2607,896,1516,268,541,1167,2061,267,410,0,0,8,6,0,0,0,0,271,419,0,0,0,0,0,0,0,0,0,0,7,5,2543,5088,240,..,2788,5088
SAL50703,168,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,382,37,..,207,382
SAL50704,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,22,0,0,0,0,0,0,9,22,5,9,26,37,0,..,26,37
SAL50705,801,1732,25,58,9,16,40,70,9,15,0,0,0,0,0,0,0,0,9,15,34,58,7,18,18,38,3,9,60,111,11,19,915,1954,657,..,1573,1954
SAL50706,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,0,..,16,35
SAL50707,2565,6399,234,355,45,69,280,419,31,55,0,0,0,0,0,0,7,11,35,64,0,0,0,0,5,0,0,0,3,4,3,6,2890,6890,210,..,3102,6890
SAL50708,60,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,144,8,..,67,144
SAL50709,547,1190,83,152,39,69,122,224,0,0,0,0,0,0,0,0,0,3,0,3,305,648,10,23,4,3,0,0,319,675,62,142,1055,2240,250,..,1306,2240
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50711,283,739,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,16,20,3,5,0,0,0,0,18,27,3,8,311,781,56,..,365,781
SAL50712,1023,2446,266,482,66,144,338,624,123,182,0,0,0,0,0,0,0,0,123,182,0,0,0,0,59,58,3,4,61,61,5,11,1550,3329,307,..,1862,3329
SAL50713,26,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,33,84,3,..,37,84
SAL50714,1762,4741,175,307,64,86,235,403,0,0,0,0,0,0,0,0,6,14,6,14,0,0,0,0,0,0,0,0,0,0,0,0,2003,5151,119,..,2122,5151
SAL50715,27,79,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,78,11,..,40,78
SAL50716,100,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,4,110,388,7,..,120,388
SAL50717,289,673,5,3,29,37,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,4,3,7,9,333,732,87,..,424,732
SAL50718,595,1474,69,125,20,21,91,148,18,28,0,0,0,0,0,0,0,0,18,28,0,3,0,0,0,0,0,0,0,3,3,3,706,1651,142,..,843,1651
SAL50719,207,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,213,490,46,..,262,490
SAL50720,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,10,0,..,4,10
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,..,5,0
SAL50722,109,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,223,47,..,158,223
SAL50723,16,41,7,10,0,0,7,10,3,5,0,0,0,0,0,0,0,0,3,5,3,10,4,5,0,0,0,0,6,16,0,0,32,75,3,..,34,75
SAL50724,451,1274,105,211,64,131,171,342,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,630,1616,50,..,684,1616
SAL50725,3054,7970,330,653,39,89,368,747,116,250,0,0,0,0,0,0,3,8,123,261,0,0,0,3,0,0,0,0,0,3,4,6,3550,8974,221,..,3772,8974
SAL50726,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,232,0,0,3,4,0,0,135,233,38,67,171,304,0,..,180,304
SAL50727,38,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,94,12,..,49,94
SAL50728,64,197,0,0,26,65,26,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,266,10,..,100,266
SAL50729,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,5,..,25,33
SAL50730,158,458,13,20,0,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,483,49,..,227,483
SAL50731,688,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,0,692,2023,48,..,742,2023
SAL50732,138,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,139,387,14,..,156,387
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,5,..,7,9
SAL50734,65,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,171,12,..,80,171
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,8,0,..,7,8
SAL50736,31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,85,5,..,42,85
SAL50737,5,10,10,9,8,12,19,20,0,0,40,60,0,0,3,7,0,0,50,65,0,0,0,0,0,4,0,4,5,14,3,6,79,115,12,..,89,115
SAL50738,13,26,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,10,16,75,135,3,3,0,0,0,0,71,143,37,50,134,233,0,..,136,233
SAL50739,123,288,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,121,291,47,..,173,291
SAL50740,3023,8394,297,529,113,289,407,818,0,5,0,0,54,57,0,0,3,0,57,64,0,0,0,0,0,0,0,0,0,0,3,4,3490,9276,222,..,3706,9276
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50742,1291,3270,145,235,4,3,144,240,4,10,0,0,0,0,0,0,0,0,4,10,7,9,0,0,0,0,0,0,3,9,6,12,1453,3539,206,..,1661,3539
SAL50743,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66,9,..,31,66
SAL50744,33,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,69,3,..,37,69
SAL50745,370,1003,10,21,0,0,10,21,0,0,0,0,15,23,0,0,0,3,22,26,0,0,5,4,0,0,0,8,4,12,0,0,401,1068,35,..,444,1068
SAL50746,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45,0,..,18,45
SAL50747,338,729,13,19,0,0,13,19,18,24,0,0,0,0,0,0,0,0,18,24,0,3,7,10,0,0,6,3,12,15,3,12,388,804,75,..,464,804
SAL50748,3478,8590,672,1279,12,37,689,1315,73,102,23,44,0,0,0,0,6,10,105,152,45,57,0,6,0,0,0,0,45,62,6,9,4321,10131,370,..,4692,10131
SAL50749,454,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,4,0,0,0,3,15,22,5,15,470,1024,113,..,586,1024
SAL50750,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,9,..,12,33
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,11,11,0,0,23,40,5,10,23,49,0,..,23,49
SAL50752,1366,3842,54,101,160,293,212,389,90,138,14,22,0,0,0,0,0,4,102,158,0,0,0,0,0,0,0,0,0,0,0,0,1688,4401,152,..,1845,4401
SAL50753,48,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,51,113,19,..,77,113
SAL50754,2012,5502,18,29,10,11,20,43,5,11,0,0,0,0,0,0,4,0,6,13,0,0,0,0,0,3,8,13,9,18,3,4,2058,5583,141,..,2197,5583
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL50756,2122,5352,529,1167,200,452,728,1620,63,98,22,39,45,83,0,0,6,10,131,233,0,0,0,0,0,0,0,0,0,0,3,4,2982,7207,297,..,3282,7207
SAL50757,94,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,227,18,..,113,227
SAL50758,620,1595,79,124,0,0,79,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,1720,32,..,734,1720
SAL50759,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,37,22,47,4,..,25,47
SAL50760,41,124,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,234,487,0,0,34,39,10,24,280,550,20,40,345,717,20,..,365,717
SAL50761,86,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,0,0,15,20,0,3,102,266,9,..,110,266
SAL50762,0,0,0,0,0,0,0,0,0,0,0,0,21,45,0,0,0,0,23,45,0,0,0,0,0,0,0,0,0,0,0,0,23,45,12,..,32,45
SAL50763,82,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,518,0,0,0,0,0,0,266,518,8,16,355,751,3,..,360,751
SAL50764,4116,11312,599,1003,85,132,685,1129,0,0,0,0,0,0,0,0,3,8,3,8,90,130,7,11,5,0,0,0,100,141,0,8,4913,12602,208,..,5118,12602
SAL50765,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,..,9,16
SAL50766,2234,6432,175,290,0,0,175,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2409,6731,96,..,2510,6731
SAL50767,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,..,9,14
SAL50768,56,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,0,3,3,0,3,58,142,3,..,64,142
SAL50769,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,..,13,15
SAL50770,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,..,13,21
SAL50771,453,1030,28,47,0,0,28,47,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,4,0,0,13,13,5,9,499,1102,123,..,624,1102
SAL50772,42,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,86,11,..,47,86
SAL50773,153,300,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,5,11,7,3,3,162,318,36,..,196,318
SAL50774,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,41,0,..,18,41
SAL50775,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,77,6,..,33,77
SAL50776,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,15,39,8,..,18,39
SAL50777,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,19,33,33,..,50,33
SAL50778,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,..,4,22
SAL50779,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,24,0,..,11,24
SAL50780,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,0,0,22,53,9,..,27,53
SAL50781,1186,3508,160,321,30,62,193,380,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1378,3901,103,..,1481,3901
SAL50782,395,921,29,36,0,0,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,960,50,..,473,960
