SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL51216,0,0,0,0,0,0,0,0
SAL51217,0,16,15,4,0,32,0,33
SAL51218,4,30,5,3,4,44,18,62
SAL51219,29,480,706,213,94,1519,58,1572
SAL51220,0,8,5,4,0,23,0,23
SAL51221,0,4,8,0,0,10,5,15
SAL51222,42,319,263,91,41,763,173,935
SAL51223,0,95,168,54,23,348,9,354
SAL51224,20,128,127,46,25,345,18,369
SAL51225,16,136,201,98,68,526,18,540
SAL51226,0,58,105,25,10,197,14,208
SAL51227,4,42,31,9,10,93,47,144
SAL51228,0,6,12,0,3,18,0,22
SAL51229,0,11,5,0,0,10,0,10
SAL51230,1474,3414,997,144,51,6082,782,6867
SAL51231,0,0,0,0,0,0,0,0
SAL51232,0,11,20,9,16,51,5,62
SAL51233,0,0,0,3,0,8,0,5
SAL51234,38,1063,2632,638,219,4587,94,4678
SAL51235,0,3,6,3,5,21,3,21
SAL51236,53,351,345,111,59,917,84,997
SAL51237,9,30,61,54,43,204,9,212
SAL51238,0,6,6,0,5,16,0,18
SAL51239,0,37,14,5,10,69,17,91
SAL51240,0,7,15,22,17,66,5,69
SAL51241,0,0,9,0,0,15,0,15
SAL51242,0,0,0,4,0,9,0,9
SAL51243,0,0,3,3,6,18,7,28
SAL51244,27,127,108,36,22,317,32,344
SAL51245,0,12,16,16,24,75,20,97
SAL51246,0,4,7,7,8,27,3,26
SAL51247,70,675,639,249,156,1792,131,1916
SAL51248,3,71,116,82,62,335,48,385
SAL51249,0,0,3,4,0,8,0,8
SAL51250,0,4,9,6,10,29,0,37
SAL51251,8,3,3,4,4,21,3,25
SAL51252,0,8,10,3,16,37,13,51
SAL51253,10,11,0,0,0,22,3,30
SAL51254,3,91,67,13,9,190,78,269
SAL51255,0,27,29,12,21,89,12,95
SAL51256,3,25,52,28,26,134,6,143
SAL51257,6,28,20,3,5,59,0,59
SAL51258,37,306,232,72,24,677,86,762
SAL51259,73,604,626,209,103,1610,256,1868
SAL51260,118,1361,1891,713,352,4437,207,4638
SAL51261,0,0,0,0,0,0,0,0
SAL51262,4,57,52,17,3,125,6,129
SAL51263,0,9,21,11,10,54,4,58
SAL51264,0,29,40,6,8,85,14,98
SAL51265,0,0,0,0,0,0,5,4
SAL51266,0,0,6,3,0,8,0,13
SAL51267,8,33,7,0,0,55,3,57
SAL51268,13,86,75,30,17,214,73,292
SAL51269,0,3,10,3,4,27,5,31
SAL51270,0,27,66,47,18,160,0,158
SAL51271,160,948,907,283,143,2450,155,2608
SAL51272,0,6,9,7,5,28,3,30
SAL51273,0,0,0,6,0,8,0,8
SAL51274,0,0,3,4,0,7,0,9
SAL51275,7,161,241,87,54,560,30,590
SAL51276,0,4,7,0,0,16,0,18
SAL51277,3,27,23,6,0,67,13,78
SAL51278,87,813,1283,536,287,3008,154,3157
SAL51279,3,18,28,14,8,69,6,79
SAL51280,61,282,186,68,28,627,126,749
SAL51281,14,71,77,34,34,225,18,247
SAL51282,28,378,328,146,76,957,42,1003
SAL51283,0,0,0,0,3,5,3,7
SAL51284,0,0,3,6,5,14,0,17
SAL51285,0,3,10,7,6,24,0,24
SAL51286,0,0,9,0,5,13,10,24
SAL51287,164,719,689,201,79,1845,132,1979
SAL51288,0,11,19,8,0,39,3,47
SAL51289,0,11,25,16,16,65,12,79
SAL51290,0,8,3,3,3,19,7,21
SAL51291,0,4,0,0,0,4,0,3
SAL51292,0,8,0,0,3,15,0,14
SAL51293,0,9,30,25,21,90,0,93
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,74,602,611,184,111,1590,79,1675
SAL51297,0,0,14,12,7,33,0,37
SAL51298,61,679,952,271,124,2081,39,2127
SAL51299,436,2381,1559,339,148,4860,248,5110
SAL51300,0,35,85,64,47,246,11,256
SAL51301,643,3288,2071,579,300,6885,401,7285
SAL51302,16,18,5,4,0,38,5,47
SAL51303,0,0,0,0,0,0,0,0
SAL51304,3,6,13,7,9,40,6,40
SAL51305,54,69,75,21,13,237,18,252
SAL51306,22,516,161,39,34,766,96,865
SAL51307,0,39,121,68,65,294,11,309
SAL51308,33,489,1028,509,391,2445,61,2506
SAL51309,0,20,40,11,8,79,8,82
SAL51310,0,25,29,10,13,82,0,83
SAL51311,0,0,4,0,5,9,0,9
SAL51312,54,362,495,189,104,1210,42,1254
SAL51313,0,0,0,0,0,0,0,0
SAL51314,120,12,7,0,0,143,42,184
SAL51315,0,0,10,8,7,26,0,24
SAL51316,0,4,30,13,22,74,10,80
SAL51317,0,0,3,9,7,17,0,21
SAL51318,0,3,3,6,7,18,5,21
SAL51319,121,1071,1173,468,196,3033,116,3155
SAL51320,4,7,17,13,6,52,0,53
SAL51321,25,257,389,165,87,927,12,937
SAL51322,30,228,313,86,69,725,22,745
SAL51323,5,96,175,62,36,372,8,378
SAL51324,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0
SAL51326,3,25,29,3,8,67,12,75
SAL51327,0,7,14,6,8,31,10,36
SAL51328,15,71,128,83,70,359,7,367
SAL51329,0,8,10,4,10,35,9,37
SAL51330,296,3397,3004,664,273,7629,421,8053
SAL51331,0,4,0,0,0,4,0,4
SAL51332,0,37,67,42,23,175,37,209
SAL51333,0,8,7,0,0,20,4,27
SAL51334,0,9,6,9,0,18,8,28
SAL51335,0,0,8,13,3,25,0,29
SAL51336,3,21,12,6,0,42,14,60
SAL51337,47,908,1769,737,400,3856,87,3944
SAL51338,0,20,23,10,10,60,4,66
SAL51339,13,182,290,174,187,841,69,910
SAL51340,107,996,1599,539,311,3550,214,3766
SAL51341,0,3,14,5,3,25,22,46
SAL51342,0,68,117,44,18,251,33,284
SAL51343,0,0,3,0,0,9,0,9
SAL51344,0,0,0,0,0,0,0,0
SAL51345,50,506,772,239,130,1702,33,1732
SAL51346,142,846,601,142,44,1779,54,1837
SAL51347,0,0,4,0,0,6,0,6
SAL51348,143,792,646,172,93,1842,96,1935
SAL51349,0,3,0,0,0,0,0,3
SAL51350,0,8,7,7,4,19,0,28
SAL51351,12,204,232,68,42,557,24,585
SAL51352,11,307,486,165,75,1051,18,1065
SAL51353,11,101,113,31,19,280,20,299
SAL51354,18,337,609,241,125,1331,43,1368
SAL51355,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,0,0,10,8,5,19,6,23
SAL51358,0,0,0,0,0,0,0,0
SAL51359,41,395,560,226,160,1384,230,1615
SAL51360,67,609,1254,490,287,2703,94,2794
SAL51361,0,0,0,0,0,6,0,7
SAL51362,29,155,154,60,41,440,163,600
SAL51363,225,1525,1382,365,172,3665,172,3839
SAL51364,0,5,4,0,0,9,4,8
SAL51365,28,131,115,34,14,325,76,397
SAL51366,0,0,0,6,3,8,0,8
SAL51367,0,5,11,7,0,22,0,24
SAL51368,102,687,497,139,60,1490,64,1554
SAL51369,0,0,0,6,4,3,0,3
SAL51370,0,21,19,10,6,53,4,55
SAL51371,29,408,652,204,91,1390,37,1426
SAL51372,244,1147,1399,510,215,3517,758,4279
SAL51373,77,523,585,229,119,1534,128,1663
SAL51374,0,0,4,0,0,8,0,9
SAL51375,0,7,10,3,7,30,0,38
SAL51376,0,4,5,0,0,5,5,8
SAL51377,89,681,861,325,164,2120,98,2219
SAL51378,0,0,4,0,3,10,3,14
SAL51379,3,9,4,0,0,23,7,23
SAL51380,0,0,9,0,5,13,0,13
SAL51381,338,2716,1951,456,195,5655,256,5908
SAL51382,0,13,23,6,10,54,9,66
SAL51383,0,0,9,3,8,18,5,21
SAL51384,0,3,0,0,0,9,3,7
SAL51385,0,6,15,4,9,38,8,48
SAL51386,0,0,10,3,0,14,3,19
SAL51387,0,0,5,0,0,9,0,9
SAL51388,0,6,0,3,0,7,0,6
SAL51389,0,6,0,0,0,6,4,6
SAL51390,19,492,612,225,117,1457,69,1528
SAL51391,0,11,14,7,6,40,0,48
SAL51392,0,6,4,3,9,28,0,26
SAL51393,23,110,94,25,21,278,24,298
SAL51394,55,854,1873,695,373,3844,113,3956
SAL51395,54,274,226,92,43,688,133,827
SAL51396,266,1751,1625,506,289,4438,168,4605
SAL51397,115,644,481,134,60,1439,66,1501
SAL51398,3,23,8,8,3,45,5,45
SAL51399,0,17,30,29,15,86,12,97
SAL51400,0,0,0,0,0,0,0,3
SAL51401,180,60,26,13,7,284,8,289
SAL51402,173,747,714,198,104,1927,98,2028
SAL51403,0,3,10,8,7,24,4,31
SAL51404,0,16,42,34,50,151,3,151
SAL51405,133,943,1664,571,300,3610,77,3684
SAL51406,0,15,23,18,4,58,11,72
SAL51407,0,0,0,0,0,0,0,0
SAL51408,13,169,345,201,149,879,24,901
SAL51409,0,8,0,0,0,8,0,8
SAL51410,3,59,180,74,76,389,10,401
SAL51411,3,29,112,60,62,262,3,270
SAL51412,0,0,3,0,0,4,0,4
SAL51413,53,476,450,180,60,1222,60,1281
SAL51414,6,4,3,0,0,17,0,16
SAL51415,55,45,4,0,0,102,9,110
SAL51416,471,2349,1337,273,92,4514,200,4721
SAL51417,152,1328,1750,529,229,3988,106,4094
SAL51418,0,4,17,6,5,30,4,33
SAL51419,17,250,281,64,34,645,47,692
SAL51420,197,1047,1152,460,275,3139,156,3294
SAL51421,33,405,766,208,102,1519,40,1565
SAL51422,0,8,22,9,13,45,3,53
SAL51423,0,31,10,0,3,48,20,68
SAL51424,9,9,13,11,8,55,9,65
SAL51425,0,0,5,0,0,4,4,11
SAL51426,0,3,3,0,3,10,0,10
SAL51427,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0
SAL51430,6,44,21,20,3,103,14,117
SAL51431,0,32,15,7,0,58,14,70
SAL51432,0,0,3,0,0,6,0,6
SAL51433,73,37,13,3,0,116,4,125
SAL51434,0,0,0,3,6,5,0,10
SAL51435,61,793,1396,506,292,3053,70,3119
SAL51436,14,167,225,93,14,515,24,541
SAL51437,0,0,0,5,0,3,0,3
SAL51438,0,0,0,9,3,11,0,11
SAL51439,0,7,8,11,8,35,8,37
SAL51440,30,28,6,0,0,60,0,66
SAL51441,0,3,8,3,9,22,0,22
SAL51442,0,20,30,20,16,84,9,92
SAL51443,0,0,0,3,0,8,0,8
SAL51444,0,5,5,4,7,22,0,22
SAL51445,0,0,0,0,0,0,0,0
SAL51446,13,364,837,382,252,1850,46,1896
SAL51447,0,9,10,9,8,31,0,31
SAL51448,340,2738,3338,1235,688,8330,335,8664
SAL51449,6,64,39,10,8,132,26,158
SAL51450,0,4,6,3,10,31,0,31
SAL51451,0,0,0,0,0,0,0,0
SAL51452,0,0,11,0,0,8,4,14
SAL51453,0,5,11,7,3,24,0,29
SAL51454,0,0,0,0,0,0,0,0
SAL51455,11,8,0,0,0,15,4,19
SAL51456,47,455,361,125,47,1043,138,1179
SAL51457,0,0,0,3,0,7,0,7
SAL51458,23,210,191,61,66,551,94,640
SAL51459,0,3,4,0,3,8,0,11
SAL51460,0,0,0,0,0,0,0,0
SAL51461,0,0,3,0,4,11,0,11
SAL51462,4,14,51,17,24,118,28,140
SAL51463,0,9,12,7,4,30,4,31
SAL51464,0,3,0,0,0,3,0,7
SAL51465,0,0,0,0,0,0,0,0
SAL51466,8,23,13,11,3,51,4,61
SAL51467,12,441,801,159,71,1478,35,1517
SAL51468,0,14,21,8,10,48,3,58
SAL51469,0,0,0,0,0,0,0,0
SAL51470,21,256,459,164,99,998,33,1034
SAL51471,0,6,4,4,5,14,3,16
SAL51472,271,1905,1113,214,78,3568,202,3773
SAL51473,0,0,0,0,3,5,0,5
SAL51474,0,3,9,9,7,24,0,25
SAL51475,37,451,536,191,117,1337,99,1435
SAL51476,0,7,13,0,0,24,3,25
SAL51477,0,0,4,0,0,12,0,12
SAL51478,0,10,48,30,27,117,7,121
SAL51479,0,0,0,0,0,0,0,0
SAL51480,0,9,22,21,7,59,0,63
SAL51481,0,0,0,0,0,0,0,0
SAL51482,4,36,77,44,45,205,7,210
SAL51483,0,4,5,9,0,17,0,23
SAL51484,3,30,19,0,6,53,18,74
SAL51485,38,278,316,98,52,779,114,893
SAL51486,24,184,189,63,24,485,72,559
SAL51487,0,0,0,0,0,0,0,0
SAL51488,0,3,7,0,0,19,5,23
SAL51489,8,238,434,131,111,922,27,949
SAL51490,431,2120,1261,256,106,4174,235,4406
SAL51491,0,0,0,0,0,0,0,0
SAL51492,8,82,110,38,22,270,32,305
SAL51493,0,0,0,0,0,0,0,0
SAL51494,24,173,203,60,43,500,26,523
SAL51495,0,0,12,8,4,29,5,35
SAL51496,0,4,3,0,4,8,3,11
SAL51497,0,0,9,0,0,12,0,12
SAL51498,0,0,6,5,4,19,0,19
SAL51499,0,5,8,4,9,21,4,21
SAL51500,20,269,375,124,104,890,111,999
SAL51501,42,198,213,77,44,576,67,647
SAL51502,191,1499,1815,649,324,4479,234,4713
SAL51503,0,0,4,3,4,11,0,11
SAL51504,0,4,11,3,0,21,0,20
SAL51505,0,22,26,20,20,89,0,91
SAL51506,0,4,0,0,0,4,0,3
SAL51507,0,0,0,0,0,0,0,0
SAL51508,4,93,127,74,51,344,10,357
SAL51509,0,0,10,0,7,15,0,19
SAL51510,12,107,83,18,3,225,22,241
SAL51511,0,7,6,6,4,20,7,29
SAL51512,0,0,4,3,0,13,0,13
SAL51513,0,0,0,0,0,0,0,0
SAL51514,0,0,8,0,4,11,0,11
SAL51515,0,3,5,4,0,10,0,10
SAL51516,15,9,0,0,0,27,15,40
SAL51517,0,0,0,0,3,3,0,3
SAL51518,7,19,48,28,22,126,36,162
SAL51519,19,418,741,198,107,1486,32,1518
SAL51520,0,0,9,4,3,23,0,21
SAL51521,23,378,676,232,80,1392,75,1465
SAL51522,0,11,17,7,7,50,6,55
SAL51523,0,4,6,7,3,17,0,19
SAL51524,0,3,18,4,12,43,4,47
SAL51525,24,520,684,216,105,1549,54,1612
SAL51526,239,1503,1662,681,421,4506,186,4696
SAL51527,0,0,3,9,6,22,0,20
SAL51528,23,13,3,0,0,43,9,53
SAL51529,0,7,22,10,15,50,6,53
SAL51530,97,39,10,4,0,150,15,161
SAL51531,0,0,0,3,0,13,0,11
SAL51532,0,4,8,0,5,22,0,22
SAL51533,36,33,9,9,6,88,33,125
SAL51534,198,1332,1557,537,284,3920,163,4082
SAL51535,0,7,13,0,9,19,0,19
SAL51536,48,342,415,186,115,1095,58,1157
SAL51537,0,0,0,0,3,6,0,6
SAL51538,0,3,3,0,6,20,11,33
SAL51539,0,4,0,0,0,9,0,6
SAL51540,0,38,107,59,50,262,7,271
SAL51541,51,521,650,185,96,1502,33,1537
SAL51542,0,48,17,9,3,78,19,94
SAL51543,0,0,3,5,5,10,0,10
SAL51544,22,212,388,139,74,836,23,856
SAL51545,0,12,28,10,10,56,6,65
SAL51546,13,158,259,74,40,540,24,565
SAL51547,5,7,21,10,9,44,3,51
SAL51548,0,0,4,8,4,18,6,17
SAL51549,20,406,934,336,210,1897,74,1972
SAL51550,0,36,56,34,38,167,8,178
SAL51551,0,4,4,0,0,10,0,10
SAL51552,7,22,17,11,0,57,4,58
SAL51553,0,3,10,0,0,13,8,15
SAL51554,0,7,9,4,11,25,0,29
SAL51555,6,9,15,8,9,51,16,66
SAL51556,0,3,0,4,4,12,6,8
SAL51557,0,0,0,0,0,0,4,4
SAL51558,167,1446,2108,588,273,4582,167,4751
SAL51559,0,4,4,0,0,14,0,16
SAL51560,0,0,0,0,0,0,0,3
SAL51561,0,9,20,11,9,53,0,59
SAL51562,0,5,9,4,9,24,6,27
SAL51563,3,11,0,0,0,17,5,18
SAL51564,334,2131,1764,364,183,4780,143,4925
SAL51565,55,671,1131,326,156,2337,51,2391
SAL51566,0,0,3,5,8,15,0,13
SAL51567,3,144,270,79,34,539,20,560
SAL51568,0,0,4,3,0,6,0,7
SAL51569,186,1533,1266,459,202,3640,185,3824
SAL51570,0,4,0,0,0,5,0,5
SAL51571,0,0,0,0,6,9,0,9
SAL51572,0,10,23,10,14,64,4,65
SAL51573,20,228,83,15,0,347,31,374
SAL51574,0,0,3,0,3,8,0,8
SAL51575,0,0,0,0,0,6,0,10
SAL51576,0,7,5,0,0,14,3,15
SAL51577,17,148,193,66,44,469,41,505
SAL51578,166,917,600,127,51,1858,70,1925
SAL51579,0,3,0,0,0,4,3,7
SAL51580,495,1748,627,63,40,2976,180,3155
SAL51581,0,8,16,4,8,35,0,35
SAL51582,0,15,64,30,25,133,3,138
SAL51583,0,3,5,3,9,17,8,26
SAL51584,0,4,4,5,10,28,0,30
SAL51585,5,40,71,36,48,203,21,227
SAL51586,0,38,71,38,41,188,23,213
SAL51587,0,6,10,5,10,34,0,31
SAL51588,204,1226,1040,238,94,2802,200,3010
SAL51589,6,17,19,8,10,61,9,70
SAL51590,0,4,3,3,0,10,0,12
SAL51591,0,10,4,0,0,14,0,15
SAL51592,0,71,156,60,31,321,20,335
SAL51593,85,497,510,146,53,1290,69,1360
SAL51594,0,21,76,45,20,163,20,184
SAL51595,0,0,0,0,0,0,0,4
SAL51596,0,0,0,0,0,6,0,6
SAL51597,0,5,0,0,0,14,0,15
SAL51598,0,0,3,0,0,3,0,3
SAL51599,0,0,0,0,0,0,0,0
SAL51600,6,27,65,12,15,127,27,150
SAL51601,20,131,243,87,45,536,112,648
SAL51602,0,3,3,0,4,12,0,11
SAL51603,4,6,5,0,0,15,0,15
SAL51604,0,5,3,3,3,11,0,13
SAL51605,0,0,0,0,0,3,0,6
SAL51606,0,12,10,4,5,31,0,30
SAL51607,0,0,5,0,3,3,0,3
SAL51608,0,0,6,0,0,9,0,9
SAL51609,0,0,5,6,10,14,0,14
SAL51610,209,780,808,207,102,2109,124,2230
SAL51611,12,49,8,4,5,84,18,98
SAL51612,138,1711,2856,975,459,6139,105,6249
SAL51613,4,13,22,7,6,55,8,64
SAL51614,12,89,132,79,42,356,48,406
SAL51615,11,13,21,15,0,55,3,55
SAL51616,0,32,78,45,41,205,7,215
SAL51617,165,852,925,325,181,2454,96,2550
SAL51618,25,62,18,4,5,114,33,144
SAL51619,0,19,23,15,15,72,7,81
SAL51620,0,8,5,13,15,35,11,41
SAL51621,0,3,8,0,0,8,6,18
SAL51622,0,3,26,17,13,64,3,68
SAL51623,29,402,948,379,212,1966,32,1999
SAL51624,0,35,95,21,10,162,11,176
SAL51625,123,562,387,115,52,1243,126,1370
SAL51626,0,0,0,0,0,0,0,0
SAL51627,0,0,3,0,3,3,0,3
SAL51628,0,0,0,3,0,8,0,9
SAL51629,0,27,20,16,15,79,4,89
SAL51630,0,7,6,0,4,14,0,17
SAL51631,0,0,6,5,3,17,4,19
SAL51632,11,133,159,67,13,381,23,410
SAL51633,0,0,0,4,4,9,0,9
SAL51634,0,15,23,15,9,67,4,72
SAL51635,56,332,227,76,33,731,72,801
SAL51636,0,23,37,16,10,84,10,97
SAL51637,39,196,176,53,31,496,27,521
SAL51638,95,577,661,206,110,1647,45,1694
SAL51639,0,0,0,0,0,0,0,0
SAL51640,0,52,76,41,37,207,30,228
SAL51641,78,854,1534,533,365,3372,54,3428
SAL51642,0,7,16,3,11,40,4,47
SAL51643,0,0,0,0,0,0,0,0
SAL51644,0,0,3,0,7,7,5,14
SAL51645,5,41,26,4,3,75,6,82
SAL51646,3,51,111,51,55,274,26,294
SAL51647,0,72,177,104,98,449,19,475
SAL51648,0,3,6,9,10,29,0,30
SAL51649,0,0,8,4,0,15,6,18
SAL51650,0,12,9,4,3,36,0,35
SAL51651,10,153,172,89,73,498,52,553
SAL51652,0,13,28,32,27,101,13,110
SAL51653,0,0,0,0,0,0,0,0
SAL51654,13,78,58,20,6,169,23,193
SAL51655,0,0,5,3,4,9,0,9
SAL51656,76,163,83,18,11,351,80,428
SAL51657,0,0,0,3,0,3,0,3
SAL51658,0,0,0,0,0,8,0,8
SAL51659,0,8,25,14,9,55,8,62
SAL51660,116,459,389,143,66,1177,52,1231
SAL51661,0,0,0,0,0,0,0,0
SAL51662,6,21,15,4,5,55,22,75
SAL51663,0,6,17,5,8,33,9,43
SAL51664,9,129,184,102,41,469,34,503
SAL51665,0,18,54,20,24,103,8,114
SAL51666,3,320,476,156,71,1033,19,1052
SAL51667,110,1380,1545,458,231,3730,166,3896
SAL51668,0,0,4,0,4,12,3,13
SAL51669,0,0,0,0,0,3,0,3
SAL51670,76,851,1198,431,222,2774,115,2887
SAL51671,0,18,21,13,10,56,4,61
SAL51672,4,27,4,0,0,33,8,37
SAL51673,0,0,0,3,0,6,0,8
SAL51674,0,7,9,3,4,21,3,23
SAL51675,3,53,95,32,20,200,11,212
SAL51676,0,0,0,3,0,8,0,10
SAL51677,0,4,8,3,8,27,4,29
SAL51678,0,8,8,8,7,32,14,46
SAL51679,0,0,0,0,0,0,0,0
SAL51680,0,12,19,8,5,34,6,42
SAL51681,0,0,0,0,0,0,0,0
SAL51682,0,3,0,0,0,3,0,3
SAL51683,0,3,10,11,0,24,6,26
SAL51684,0,3,14,11,0,27,6,33
SAL51685,0,9,3,3,0,13,4,18
SAL51686,0,0,3,3,10,13,0,13
SAL51687,0,0,0,0,4,0,0,0
SAL51688,385,2512,1920,454,213,5482,222,5702
SAL51689,0,3,8,5,11,32,0,36
SAL51690,38,410,358,134,84,1021,102,1120
SAL51691,0,4,3,4,6,23,5,23
SAL51692,0,7,10,3,11,34,3,36
SAL51693,0,0,0,0,0,5,0,5
SAL51694,0,4,3,0,4,10,0,10
SAL51695,3,24,61,22,14,116,12,130
SAL51696,0,0,0,4,0,4,0,7
SAL51697,0,5,0,3,0,5,9,16
SAL51698,0,0,0,0,0,0,0,0
SAL51699,0,0,0,0,0,0,0,0
SAL59797,11,0,0,0,0,13,0,13
